
[00:00:00.000 --> 00:00:03.400]  今天的題目是「共建神的家」
[00:00:03.400 --> 00:00:06.800]  我們會去到《獵王記》上的第五章
[00:00:06.800 --> 00:00:09.000]  很多時我們靠我們一個人
[00:00:09.000 --> 00:00:11.200]  我們很多時做事很有限制
[00:00:11.200 --> 00:00:13.200]  但當我們合在一起的時候
[00:00:13.200 --> 00:00:17.700]  有時我們可以做到一些很美妙的事
[00:00:17.700 --> 00:00:21.200]  我曾經聽過有一個故事
[00:00:21.200 --> 00:00:24.400]  這個故事發生在第二次世界大戰的時候
[00:00:24.400 --> 00:00:26.600]  當時有一個藝人
[00:00:26.600 --> 00:00:30.600]  他被邀請到軍營去表演
[00:00:30.600 --> 00:00:32.400]  這個藝人很忙的
[00:00:32.400 --> 00:00:34.600]  所以他就去回覆
[00:00:34.600 --> 00:00:36.400]  他說我的時間表很忙
[00:00:36.400 --> 00:00:38.000]  但如果你邀請我
[00:00:38.000 --> 00:00:41.800]  我只可以來做一個很短暫的表演
[00:00:41.800 --> 00:00:44.200]  縱然他只可以做一個很短暫的表演
[00:00:44.200 --> 00:00:45.800]  軍營的人也覺得好
[00:00:45.800 --> 00:00:48.200]  你就來和我們表演
[00:00:48.200 --> 00:00:51.000]  這個藝人就上了台
[00:00:51.000 --> 00:00:52.400]  初初的計劃
[00:00:52.400 --> 00:00:54.800]  只是想著我做五分鐘的表演
[00:00:54.800 --> 00:00:56.800]  我就要下台去下一個地方
[00:00:56.800 --> 00:00:59.200]  但當他表演了五分鐘之後
[00:00:59.200 --> 00:01:01.400]  他又再繼續表演多五分鐘
[00:01:01.400 --> 00:01:03.400]  接著他又再表演五分鐘
[00:01:03.400 --> 00:01:05.000]  再表演五分鐘
[00:01:05.000 --> 00:01:08.400]  接著他總共表演了半個小時
[00:01:08.400 --> 00:01:13.200]  這半個小時下面的軍人不斷有掌聲
[00:01:13.200 --> 00:01:15.000]  接著當他下台的時候
[00:01:15.000 --> 00:01:17.200]  這個軍營的負責人就很奇怪
[00:01:17.200 --> 00:01:20.000]  就問你明明跟我說你沒有時間
[00:01:20.000 --> 00:01:21.000]  你五分鐘就要走
[00:01:21.000 --> 00:01:24.600]  為甚麼你最後上了台半個小時
[00:01:24.600 --> 00:01:28.200]  他見到這位藝人充滿著眼淚
[00:01:28.200 --> 00:01:33.200]  他說因為我深深被台下的掌聲感動
[00:01:33.200 --> 00:01:38.400]  所以我不能夠叫自己盡快走
[00:01:38.400 --> 00:01:40.400]  我要繼續留在這裏表演
[00:01:40.400 --> 00:01:42.400]  於是負責人就問他
[00:01:42.400 --> 00:01:44.400]  作為一個這麼出名的藝人
[00:01:44.400 --> 00:01:46.600]  你上了台一定有掌聲
[00:01:46.600 --> 00:01:49.800]  究竟有甚麼令你這麼感動呢
[00:01:49.800 --> 00:01:51.200]  於是他就說
[00:01:51.200 --> 00:01:54.600]  我在台下見到有一個軍人
[00:01:54.600 --> 00:01:57.000]  他只剩下左手
[00:01:57.000 --> 00:02:00.000]  另一個軍人他只剩下右手
[00:02:00.000 --> 00:02:01.400]  但他坐在一起
[00:02:01.400 --> 00:02:04.400]  由我開始表演到完結
[00:02:04.400 --> 00:02:06.400]  不停為我鼓掌
[00:02:06.400 --> 00:02:08.800]  他說當我見到這個情景
[00:02:08.800 --> 00:02:10.400]  我很感動
[00:02:10.400 --> 00:02:13.200]  原來有時我們都會有我們的限制
[00:02:13.200 --> 00:02:15.600]  有時我們一個人可能做不到很多事
[00:02:15.600 --> 00:02:17.000]  但當我們一起
[00:02:17.000 --> 00:02:19.200]  特別當我們一起去合作
[00:02:19.200 --> 00:02:21.200]  去做神的工作的時候
[00:02:21.200 --> 00:02:24.000]  我們會發現神會用我們的生命
[00:02:24.000 --> 00:02:27.200]  去成就神奇妙的事
[00:02:27.200 --> 00:02:30.000]  今日我們會去到烈王記上的第五章
[00:02:30.000 --> 00:02:31.800]  我們會看到一個記載
[00:02:31.800 --> 00:02:36.400]  就是所羅門預備為神去建造聖殿
[00:02:36.400 --> 00:02:40.000]  今日我們的題目叫做共建神的家
[00:02:40.000 --> 00:02:43.800]  神的家他需要我們一起去參與去建立
[00:02:43.800 --> 00:02:45.600]  所以你想跟旁邊的人說
[00:02:45.600 --> 00:02:49.000]  我們很需要你的
[00:02:49.000 --> 00:02:51.600]  看來你不太覺得你需要旁邊的人
[00:02:51.600 --> 00:02:52.600]  你跟家人說
[00:02:52.600 --> 00:02:55.600]  我們很需要你的
[00:02:55.600 --> 00:02:57.200]  你跟他說
[00:02:57.200 --> 00:02:59.800]  你要有份
[00:02:59.800 --> 00:03:03.000]  究竟我們一起怎樣去共建神的家
[00:03:03.000 --> 00:03:07.400]  我們今日一起從第五章學三個很重要的功課
[00:03:07.400 --> 00:03:09.200]  今日我們看的第一件事
[00:03:09.200 --> 00:03:13.800]  是我們的生命要為神國的目標而去努力
[00:03:13.800 --> 00:03:17.000]  我們首先一起去讀烈王記上第五章一至五節
[00:03:17.000 --> 00:03:19.200]  我們一起讀好不好 1 2 3
[00:03:19.200 --> 00:03:23.600]  太爾王希蘭平訴愛大衛
[00:03:23.600 --> 00:03:27.400]  他聽見以色列人高所羅門
[00:03:27.400 --> 00:03:29.800]  接著他父親作王
[00:03:29.800 --> 00:03:32.800]  就差遣神目來見他
[00:03:32.800 --> 00:03:37.000]  所羅門也差遣人去見希蘭說
[00:03:37.000 --> 00:03:41.600]  你知道我父親大衛因四位的爭戰
[00:03:41.600 --> 00:03:45.600]  不能為耶和華他神的名見殿
[00:03:45.600 --> 00:03:50.400]  直等到耶和華使仇敵都伏在他腳下
[00:03:50.400 --> 00:03:55.000]  現在耶和華我的神使我四位平安
[00:03:55.000 --> 00:03:58.000]  沒有仇敵沒有災禍
[00:03:58.000 --> 00:04:02.400]  我定義要為耶和華我神的名見殿
[00:04:02.400 --> 00:04:07.200]  試照耶和華應許我父親大衛的話說
[00:04:07.200 --> 00:04:11.600]  我必使你兒子接著你助你的位
[00:04:11.600 --> 00:04:14.600]  他必為我的名見殿
[00:04:14.600 --> 00:04:18.600]  首先我們見到有一個皇帝叫做希蘭
[00:04:18.600 --> 00:04:23.400]  他其實是在推羅這個地方做皇帝的
[00:04:23.400 --> 00:04:28.400]  推羅是肥利基這個地方主要的港口
[00:04:28.400 --> 00:04:31.800]  距離耶路撒冷大概有八十里
[00:04:31.800 --> 00:04:35.400]  這個地方是一個著名的商業城
[00:04:35.400 --> 00:04:37.600]  為什麼呢其實你看他的地理就知道
[00:04:37.600 --> 00:04:40.000]  他是在地中海的沿岸
[00:04:40.000 --> 00:04:45.400]  所以他們有很多繁榮的貿易活動
[00:04:45.400 --> 00:04:49.200]  這個地方的核心是一個島嶼
[00:04:49.200 --> 00:04:51.000]  也是易守難攻
[00:04:51.000 --> 00:04:53.200]  所以有很好的屏障
[00:04:53.200 --> 00:04:55.600]  也有很多貿易的幫助之下
[00:04:55.600 --> 00:04:58.000]  這是一個很繁榮的地方
[00:04:58.000 --> 00:05:01.600]  而在希蘭這個皇帝的治理底下
[00:05:01.600 --> 00:05:04.000]  當時是更加的繁榮
[00:05:04.000 --> 00:05:06.000]  也很有影響力
[00:05:06.000 --> 00:05:10.000]  聖經告訴我們他曾經和大衛王結盟
[00:05:10.000 --> 00:05:13.400]  而現在也和所羅門王是友好的
[00:05:13.400 --> 00:05:17.400]  而當時有一個猶太的歷史學家約瑟夫
[00:05:17.400 --> 00:05:18.600]  也是這樣記載的
[00:05:18.600 --> 00:05:24.400]  他說希蘭為自己建造了三座很豪華的宮殿
[00:05:24.400 --> 00:05:27.000]  所以其實他是所羅門
[00:05:27.000 --> 00:05:32.200]  為神建造聖殿一個很合適的合作人選
[00:05:32.200 --> 00:05:36.000]  這裡也告訴我們所羅門找人去見希蘭
[00:05:36.000 --> 00:05:40.800]  說他希望為耶和華神的名建殿
[00:05:40.800 --> 00:05:42.800]  其實我們首先知道一件事
[00:05:42.800 --> 00:05:46.800]  首先想為神去造聖殿的不是所羅門
[00:05:46.800 --> 00:05:49.000]  是他父親大衛
[00:05:49.000 --> 00:05:52.400]  當我們回顧撒姆爾紀下
[00:05:52.400 --> 00:05:55.000]  七章二節這一段記載
[00:05:55.000 --> 00:05:56.400]  我們首先一起讀好嗎
[00:05:56.400 --> 00:05:57.600]  1 2 3
[00:05:57.600 --> 00:06:04.800]  那時王對先知拿丹說 看啊 我住在香柏木的宮中
[00:06:04.800 --> 00:06:08.000]  神的約跪 返在萬子裡
[00:06:08.000 --> 00:06:10.000]  聖經是記載大衛王
[00:06:10.000 --> 00:06:12.800]  當時他和先知拿丹說
[00:06:12.800 --> 00:06:15.600]  看啊 我住在香柏木的皇宮
[00:06:15.600 --> 00:06:17.000]  香柏木大家一定會看的
[00:06:17.000 --> 00:06:19.200]  是很漂亮的建築材料
[00:06:19.200 --> 00:06:22.400]  他說你看看我住在香柏木的皇宮
[00:06:22.400 --> 00:06:25.200]  反而神的約跪在萬子裡面
[00:06:25.200 --> 00:06:30.200]  所以當時他的心就是想為神去建造聖殿
[00:06:30.200 --> 00:06:34.000]  在這裡其實我們首先看到大衛愛神的心
[00:06:34.000 --> 00:06:37.400]  他沒有說哇 你看我現在住在這麼漂亮的宮殿裡面
[00:06:37.400 --> 00:06:39.800]  神的東西遲些再想吧
[00:06:39.800 --> 00:06:42.400]  今天我不知道我都不會學習了功夫
[00:06:42.400 --> 00:06:45.400]  當你在家裡很舒服的時候
[00:06:45.400 --> 00:06:48.200]  我家裡最舒服就是回到家裡
[00:06:48.200 --> 00:06:51.600]  開著電視 喝一個Coke Zero
[00:06:51.600 --> 00:06:54.400]  然後去看八點的處境劇
[00:06:54.400 --> 00:06:56.000]  我就覺得很舒服了
[00:06:56.000 --> 00:06:57.600]  當你很舒服的時候
[00:06:57.600 --> 00:06:59.800]  我不知道你舒服的定義是怎樣
[00:06:59.800 --> 00:07:01.600]  當你很舒服的時候
[00:07:01.600 --> 00:07:04.600]  你又有沒有想到神的家呢
[00:07:04.600 --> 00:07:06.400]  大衛愛神
[00:07:06.400 --> 00:07:08.200]  所以當他很舒服的時候
[00:07:08.200 --> 00:07:10.000]  他沒有說哎呀 我真的享受了
[00:07:10.000 --> 00:07:12.000]  他想起神的家
[00:07:12.000 --> 00:07:14.800]  但是神又怎樣回應他這個心呢
[00:07:14.800 --> 00:07:15.800]  我們一起去看看
[00:07:15.800 --> 00:07:18.000]  撒母爾記下七章十二至十三章
[00:07:18.000 --> 00:07:19.600]  我們一起讀 一二三
[00:07:19.600 --> 00:07:24.400]  你受掃滿足 與你列祖同睡的時候
[00:07:24.400 --> 00:07:28.200]  我必使你的後裔接觸你的位
[00:07:28.200 --> 00:07:31.000]  我也必堅定他的國
[00:07:31.000 --> 00:07:34.400]  他必為我的名建造殿宇
[00:07:34.400 --> 00:07:36.800]  我必堅定他的國位
[00:07:36.800 --> 00:07:38.400]  直到永遠
[00:07:38.400 --> 00:07:40.200]  神又這樣回應
[00:07:40.200 --> 00:07:43.000]  他說我不是要你去建造聖殿
[00:07:43.000 --> 00:07:45.800]  他說你受掃滿足的時候
[00:07:45.800 --> 00:07:49.200]  我必使你的後裔去接觸你的皇位
[00:07:49.200 --> 00:07:51.200]  我亦都堅定你的國
[00:07:51.200 --> 00:07:55.200]  是由你的兒子去建造殿宇
[00:07:55.200 --> 00:07:59.400]  我會堅定他的國位直到永遠
[00:07:59.400 --> 00:08:01.200]  我不知道如果你是大衛
[00:08:01.200 --> 00:08:03.200]  你這麼愛神的心
[00:08:03.200 --> 00:08:06.000]  但是神這樣回應
[00:08:06.000 --> 00:08:07.200]  你又會怎樣呢
[00:08:07.200 --> 00:08:09.200]  我們看看大衛他自己怎樣回應
[00:08:09.200 --> 00:08:09.800]  好不好
[00:08:09.800 --> 00:08:11.600]  我們看看歷代至上二十八章
[00:08:11.600 --> 00:08:12.400]  二至三節
[00:08:12.400 --> 00:08:13.800]  我們看看大衛他怎樣回應
[00:08:13.800 --> 00:08:15.400]  我們一起讀 一二三
[00:08:15.400 --> 00:08:18.400]  大衛王就站起來說
[00:08:18.400 --> 00:08:20.800]  我的弟兄 我的百姓
[00:08:20.800 --> 00:08:23.000]  你們當聽我言
[00:08:23.000 --> 00:08:26.200]  我心裡本想建造殿宇
[00:08:26.200 --> 00:08:28.600]  安放耶和華的藥櫃
[00:08:28.600 --> 00:08:31.200]  作為我神的腳凳
[00:08:31.200 --> 00:08:34.600]  我已經預備建造的材料
[00:08:34.600 --> 00:08:36.600]  只是神對我說
[00:08:36.600 --> 00:08:40.400]  你不可為我的名建造殿宇
[00:08:40.400 --> 00:08:44.000]  因你是戰士 流了人的血
[00:08:44.000 --> 00:08:46.000]  這裡神有他的心意
[00:08:46.000 --> 00:08:49.800]  神的心意不是要大衛去建造聖殿
[00:08:49.800 --> 00:08:52.800]  大衛他有很多的爭戰
[00:08:52.800 --> 00:08:55.800]  於是神不希望是一位戰士
[00:08:55.800 --> 00:08:58.200]  希望預備一個和平的君王
[00:08:58.200 --> 00:09:00.800]  去建立神的聖殿
[00:09:00.800 --> 00:09:03.400]  面對神這個命令
[00:09:03.400 --> 00:09:05.200]  大衛也都信服
[00:09:05.200 --> 00:09:06.200]  他不單單信服
[00:09:06.200 --> 00:09:08.000]  他說我已經預備好材料
[00:09:08.000 --> 00:09:11.200]  不過我知道要建造聖殿的那個不是我
[00:09:11.200 --> 00:09:12.800]  因為我流了人的血
[00:09:12.800 --> 00:09:16.600]  要建造聖殿的那個是接著我王位的兒子
[00:09:16.600 --> 00:09:20.400]  在這裡我們從大衛的生命學兩樣很重要的事
[00:09:20.400 --> 00:09:23.200]  第一 他的愛神的心
[00:09:23.200 --> 00:09:25.800]  因為愛神的心不是說我現在很安心
[00:09:25.800 --> 00:09:27.800]  我不理神家的事
[00:09:27.800 --> 00:09:29.000]  但是另一樣東西
[00:09:29.000 --> 00:09:32.000]  他更加遵守神的命令
[00:09:32.000 --> 00:09:33.600]  所以今天我們首先學兩樣東西
[00:09:33.600 --> 00:09:36.200]  今天我們有沒有愛神的心呢
[00:09:36.200 --> 00:09:39.600]  但是我們又有沒有遵守神的命令
[00:09:39.600 --> 00:09:41.800]  大衛有這個生命的特質
[00:09:41.800 --> 00:09:43.200]  那鎖來門又怎樣呢
[00:09:43.200 --> 00:09:44.800]  我們一起再看好不好
[00:09:44.800 --> 00:09:47.600]  我們一起再讀第四節到第五節好不好
[00:09:47.600 --> 00:09:49.800]  列王記上第五章四至五節
[00:09:49.800 --> 00:09:50.800]  我們再一起讀好嗎
[00:09:50.800 --> 00:09:51.800]  一二三
[00:09:51.800 --> 00:09:54.600]  現在耶和華我的神
[00:09:54.600 --> 00:09:56.800]  使我四維平安
[00:09:56.800 --> 00:09:59.800]  沒有仇敵沒有災禍
[00:09:59.800 --> 00:10:04.200]  我定意要為耶和華我神的名見殿
[00:10:04.200 --> 00:10:08.800]  試照耶和華應許我赴大衛的話說
[00:10:08.800 --> 00:10:13.000]  我必使你兒子接受你的皇位
[00:10:13.000 --> 00:10:15.800]  你他必為我的名見殿
[00:10:15.800 --> 00:10:19.200]  我們看到鎖來門他承接了他爸爸的心
[00:10:19.200 --> 00:10:22.000]  第四節他說現在我四維平安
[00:10:22.000 --> 00:10:23.800]  神使我四維平安
[00:10:23.800 --> 00:10:25.400]  沒有仇敵沒有災禍
[00:10:25.400 --> 00:10:25.800]  他沒有
[00:10:25.800 --> 00:10:28.600]  接著我現在就回我香柏木的宮殿那裡
[00:10:28.600 --> 00:10:29.800]  喝個Coke Zero
[00:10:29.800 --> 00:10:31.400]  看看八點的處境劇
[00:10:31.400 --> 00:10:32.400]  其實是很好的
[00:10:32.400 --> 00:10:33.400]  是放鬆的
[00:10:33.400 --> 00:10:35.000]  但是他更加怎樣
[00:10:35.000 --> 00:10:37.400]  愛神的心
[00:10:37.400 --> 00:10:43.200]  說我現在定意要為耶和華我神的名見殿
[00:10:43.200 --> 00:10:47.400]  是照著神的應許照著神的命令
[00:10:47.400 --> 00:10:50.000]  我們看到他愛神的心
[00:10:50.000 --> 00:10:51.800]  同時他也遵行神的命令
[00:10:51.800 --> 00:10:55.000]  他知道這個是神給他加的應許
[00:10:55.000 --> 00:10:59.400]  我必使你兒子接受你坐你的位
[00:10:59.400 --> 00:11:02.200]  他必為我的名見殿
[00:11:02.200 --> 00:11:05.000]  所以今天我們首先問我們自己一個問題
[00:11:05.000 --> 00:11:09.200]  當我們生命經歷了神的恩典和祝福
[00:11:09.200 --> 00:11:13.000]  我們願不願意為神國的目標而努力
[00:11:13.000 --> 00:11:17.400]  今天我們又可以怎樣為神國去出力
[00:11:17.400 --> 00:11:19.000]  很多時候我們的生命
[00:11:19.000 --> 00:11:22.200]  都經歷到神的恩典和幫助
[00:11:22.200 --> 00:11:24.600]  但很多時候當我們經歷了神之後
