
[00:00:00.000 --> 00:00:02.000]  我們一起簡短的禱告
[00:00:02.000 --> 00:00:04.920]  我們親愛的父上帝
[00:00:04.920 --> 00:00:07.260]  我們願所有的榮耀歸你
[00:00:07.260 --> 00:00:09.520]  我們今天謙卑來到你的面前
[00:00:09.520 --> 00:00:11.520]  一起去打開你的話語
[00:00:11.520 --> 00:00:14.040]  求你打開我們的耳和心
[00:00:14.040 --> 00:00:15.580]  叫我們認識你
[00:00:15.580 --> 00:00:17.200]  要告訟我們的
[00:00:17.200 --> 00:00:19.340]  這個不單止是頭腦上的認識
[00:00:19.340 --> 00:00:21.900]  而是打從心底的比利話語
[00:00:21.900 --> 00:00:23.900]  去塑造我們的生命
[00:00:23.900 --> 00:00:25.540]  求你幫助我們
[00:00:25.540 --> 00:00:26.820]  我們以上的禱告
[00:00:26.820 --> 00:00:28.820]  奉主耶穌基督的命期給
[00:00:31.000 --> 00:00:33.000]  在二十世紀初
[00:00:33.000 --> 00:00:35.000]  英國的著名詩人
[00:00:35.000 --> 00:00:37.000]  諾貝爾獎得主
[00:00:37.000 --> 00:00:38.000]  吉卜林
[00:00:38.000 --> 00:00:40.000]  他寫了一首詩
[00:00:40.000 --> 00:00:42.000]  題目叫做
[00:00:42.000 --> 00:00:44.000]  《穿越樹林的小路》
[00:00:44.000 --> 00:00:46.000]  這首詩的頭四句是這樣的
[00:00:46.000 --> 00:00:48.000]  七十年前
[00:00:48.000 --> 00:00:50.000]  封閉的樹林小路
[00:00:50.000 --> 00:00:52.000]  風吹雨打的消磨
[00:00:52.000 --> 00:00:56.000]  如今你永遠無法知道
[00:00:56.000 --> 00:00:58.000]  曾有小路穿過樹林
[00:01:00.000 --> 00:01:02.000]  這首詩講述的是一條
[00:01:02.000 --> 00:01:04.000]  曾經存在的山徑小路
[00:01:04.000 --> 00:01:06.000]  因為人跡罕至
[00:01:06.000 --> 00:01:08.000]  加上日子有功
[00:01:08.000 --> 00:01:10.000]  慢慢就隱沒在樹林裡面
[00:01:10.000 --> 00:01:14.000]  到後人來到這裡的時候
[00:01:14.000 --> 00:01:16.000]  已經找不到
[00:01:16.000 --> 00:01:18.000]  甚至不知道小徑曾經存在
[00:01:18.000 --> 00:01:22.000]  這首詩正正準備
[00:01:22.000 --> 00:01:24.000]  代表我準備這篇講道的心情
[00:01:24.000 --> 00:01:28.000]  因為今天我要講的是
[00:01:28.000 --> 00:01:30.000]  敬畏神
[00:01:30.000 --> 00:01:32.000]  我不知道大家有沒有這種感覺
[00:01:32.000 --> 00:01:34.000]  就是基督教來到二十一世紀
[00:01:34.000 --> 00:01:36.000]  很少談論
[00:01:36.000 --> 00:01:38.000]  對神的敬畏
[00:01:38.000 --> 00:01:40.000]  我們很久沒有認真去思想
[00:01:40.000 --> 00:01:42.000]  什麼是敬畏神
[00:01:42.000 --> 00:01:44.000]  而即使有
[00:01:44.000 --> 00:01:46.000]  卻可能只是一些
[00:01:46.000 --> 00:01:48.000]  過度表面化
[00:01:48.000 --> 00:01:50.000]  簡單化的標籤
[00:01:50.000 --> 00:01:52.000]  一方面
[00:01:52.000 --> 00:01:54.000]  我們會將對神的敬畏
[00:01:54.000 --> 00:01:56.000]  簡化成
[00:01:56.000 --> 00:01:58.000]  對神的審判的畏懼
[00:01:58.000 --> 00:02:00.000]  而另一方面
[00:02:00.000 --> 00:02:02.000]  我們也許會用一些金句
[00:02:02.000 --> 00:02:04.000]  在愛裡沒有懼怕等等
[00:02:04.000 --> 00:02:06.000]  輕輕將話題帶過
[00:02:06.000 --> 00:02:08.000]  然而
[00:02:08.000 --> 00:02:10.000]  如果我們打開聖經
[00:02:10.000 --> 00:02:12.000]  我們會發現
[00:02:12.000 --> 00:02:14.000]  敬畏是聖經其中一個
[00:02:14.000 --> 00:02:16.000]  大大的主題
[00:02:16.000 --> 00:02:18.000]  從亞伯拉罕
[00:02:18.000 --> 00:02:20.000]  摩西 新明記
[00:02:20.000 --> 00:02:22.000]  詩篇 真言
[00:02:22.000 --> 00:02:24.000]  大小先知書 到新約
[00:02:24.000 --> 00:02:26.000]  上帝無間斷地
[00:02:26.000 --> 00:02:28.000]  向我們啟示敬畏的重要
[00:02:28.000 --> 00:02:30.000]  事實上
[00:02:30.000 --> 00:02:32.000]  如果你翻開新約
[00:02:32.000 --> 00:02:34.000]  你會發現保羅 彼得
[00:02:34.000 --> 00:02:36.000]  約翰 希伯來書的作者
[00:02:36.000 --> 00:02:38.000]  不斷地提
[00:02:38.000 --> 00:02:40.000]  敬畏上帝
[00:02:40.000 --> 00:02:42.000]  我甚至乎可以這樣說
[00:02:42.000 --> 00:02:44.000]  敬畏上帝是關乎
[00:02:44.000 --> 00:02:46.000]  教會的存亡
[00:02:46.000 --> 00:02:48.000]  新約的使徒不要教會
[00:02:48.000 --> 00:02:50.000]  名存實亡
[00:02:50.000 --> 00:02:52.000]  他要教導上帝的子民
[00:02:52.000 --> 00:02:54.000]  去敬畏上帝
[00:02:54.000 --> 00:02:56.000]  於是帶我們進去彼得
[00:02:56.000 --> 00:02:58.000]  前書的成書的背景
[00:02:58.000 --> 00:03:00.000]  彼得前書
[00:03:00.000 --> 00:03:02.000]  是使徒彼得寫給受虎教會
[00:03:02.000 --> 00:03:04.000]  的書信
[00:03:04.000 --> 00:03:06.000]  當其時 大迫害
[00:03:06.000 --> 00:03:08.000]  還未來到教會
[00:03:08.000 --> 00:03:10.000]  但是情況已經風起雲湧了
[00:03:10.000 --> 00:03:12.000]  初期教會
[00:03:12.000 --> 00:03:14.000]  建立不久 就受到
[00:03:14.000 --> 00:03:16.000]  周邊世界的排斥
[00:03:16.000 --> 00:03:18.000]  在那個年代 信耶穌
[00:03:18.000 --> 00:03:20.000]  在那個年代 口裡
[00:03:20.000 --> 00:03:22.000]  去承認心裡相信
[00:03:22.000 --> 00:03:24.000]  耶穌基督是主
[00:03:24.000 --> 00:03:26.000]  不單止有機會生計受損
[00:03:26.000 --> 00:03:28.000]  失去社會地位
[00:03:28.000 --> 00:03:30.000]  更加有機會被逐出
[00:03:30.000 --> 00:03:32.000]  家門 受
[00:03:32.000 --> 00:03:34.000]  皮肉的苦楚 甚至乎
[00:03:34.000 --> 00:03:36.000]  是殉道
[00:03:36.000 --> 00:03:38.000]  我們可以想像初期的
[00:03:38.000 --> 00:03:40.000]  教會就好像一個舉重的運動員
[00:03:40.000 --> 00:03:42.000]  彼得見到
[00:03:42.000 --> 00:03:44.000]  世界對教會的迫害
[00:03:44.000 --> 00:03:46.000]  就好像降靈上的
[00:03:46.000 --> 00:03:48.000]  重量一樣 一公斤
[00:03:48.000 --> 00:03:50.000]  一公斤這樣加進去
[00:03:50.000 --> 00:03:52.000]  我們的使徒彼得
[00:03:52.000 --> 00:03:54.000]  記得我們的主對他的
[00:03:54.000 --> 00:03:56.000]  吩咐 你記得老家福音22
[00:03:56.000 --> 00:03:58.000]  將我們的主語言
[00:03:58.000 --> 00:04:00.000]  彼得三次不認主的時候
[00:04:00.000 --> 00:04:02.000]  他這樣講
[00:04:02.000 --> 00:04:04.000]  你回頭以後
[00:04:04.000 --> 00:04:06.000]  要兼顧你的弟兄
[00:04:06.000 --> 00:04:08.000]  現在彼得已經回頭
[00:04:08.000 --> 00:04:10.000]  他要兼顧
[00:04:10.000 --> 00:04:12.000]  他主內所愛的弟兄
[00:04:12.000 --> 00:04:14.000]  他要教會不要放棄
[00:04:14.000 --> 00:04:16.000]  他要提醒教會
[00:04:16.000 --> 00:04:18.000]  不要畏懼世界的逼迫
[00:04:18.000 --> 00:04:20.000]  卻要敬畏上帝
[00:04:20.000 --> 00:04:22.000]  於是彼得這樣去
[00:04:22.000 --> 00:04:24.000]  開始他的書信
[00:04:24.000 --> 00:04:26.000]  彼得前書一章一節
[00:04:26.000 --> 00:04:28.000]  耶穌基督的使徒彼得
[00:04:28.000 --> 00:04:30.000]  寫信給那些被揀選
[00:04:30.000 --> 00:04:32.000]  分散在本都 加拉泰
[00:04:32.000 --> 00:04:34.000]  加伯多加 亞細亞
[00:04:34.000 --> 00:04:36.000]  被推離 寄居的人
[00:04:36.000 --> 00:04:38.000]  一節的聖經
[00:04:38.000 --> 00:04:40.000]  彼得用一個
[00:04:40.000 --> 00:04:42.000]  很不尋常的方式
[00:04:42.000 --> 00:04:44.000]  去界定信徒的身份
[00:04:44.000 --> 00:04:46.000]  彼得稱呼他們
[00:04:46.000 --> 00:04:48.000]  做揀選 分散
[00:04:48.000 --> 00:04:50.000]  寄居的人
[00:04:50.000 --> 00:04:52.000]  彼得要毫不含糊地
[00:04:52.000 --> 00:04:54.000]  指出一個事實
[00:04:54.000 --> 00:04:56.000]  就是基督徒在這個世界上
[00:04:56.000 --> 00:05:00.000]  寄居 是上帝的意思
[00:05:00.000 --> 00:05:02.000]  上帝要揀選基督徒
[00:05:02.000 --> 00:05:04.000]  從這個不敬畏的世界
[00:05:04.000 --> 00:05:06.000]  去分別出來
[00:05:06.000 --> 00:05:08.000]  成為敬畏他的子民
[00:05:08.000 --> 00:05:10.000]  簡單來講
[00:05:10.000 --> 00:05:12.000]  我們可以用三個問題
[00:05:12.000 --> 00:05:14.000]  來總括 寄居的身份
[00:05:14.000 --> 00:05:16.000]  第一
[00:05:16.000 --> 00:05:18.000]  你從哪裡來
[00:05:18.000 --> 00:05:20.000]  以下是基督徒的回答
[00:05:20.000 --> 00:05:22.000]  基督徒回答說
[00:05:22.000 --> 00:05:24.000]  我從地上張望的國度來
[00:05:24.000 --> 00:05:26.000]  問題二
[00:05:26.000 --> 00:05:28.000]  你往哪裡去
[00:05:28.000 --> 00:05:30.000]  基督徒會說
[00:05:30.000 --> 00:05:32.000]  天上永恆的國度
[00:05:32.000 --> 00:05:34.000]  問題三
[00:05:34.000 --> 00:05:36.000]  你是誰
[00:05:36.000 --> 00:05:38.000]  我是寄居者
[00:05:38.000 --> 00:05:40.000]  然而
[00:05:40.000 --> 00:05:42.000]  基督徒的身份
[00:05:42.000 --> 00:05:44.000]  不單止伴隨著
[00:05:44.000 --> 00:05:46.000]  對未來榮耀的盼望
[00:05:46.000 --> 00:05:48.000]  他更加為基督徒帶來
[00:05:48.000 --> 00:05:50.000]  現世的迫害
[00:05:50.000 --> 00:05:52.000]  耶穌在楊豐音十五章這樣說
[00:05:52.000 --> 00:05:54.000]  世人若恨你們
[00:05:54.000 --> 00:05:56.000]  你們要知道
[00:05:56.000 --> 00:05:58.000]  他們在恨你們以前
[00:05:58.000 --> 00:06:00.000]  已經恨我了
