
[00:00:00.000 --> 00:00:05.200]  我哋針研嘅呢一個系列已經係講到第四講
[00:00:05.200 --> 00:00:07.200]  記得我哋第一講嘅時候
[00:00:07.200 --> 00:00:09.200]  係講針研嘅介紹
[00:00:09.200 --> 00:00:11.200]  係針研嘅智慧
[00:00:11.200 --> 00:00:15.000]  第二講係講到聖潔嘅智慧
[00:00:15.000 --> 00:00:18.000]  第三講係喺到父親節
[00:00:18.000 --> 00:00:20.600]  係話父母嘅智慧
[00:00:20.600 --> 00:00:23.800]  今日要同大家講係人生嘅智慧
[00:00:23.800 --> 00:00:27.000]  究竟人生有啲咩智慧呢
[00:00:27.000 --> 00:00:29.600]  我哋先睇睇人類嘅智慧
[00:00:29.600 --> 00:00:33.200]  人類真係非常非常之聰明
[00:00:33.200 --> 00:00:39.400]  人類可以發射飛船去到太空
[00:00:39.400 --> 00:00:43.200]  金木水土火唔同嘅星球
[00:00:43.200 --> 00:00:47.600]  人類仲可以係聰明到係做好多核子嘅武器
[00:00:47.600 --> 00:00:50.400]  甚至呢啲核子嘅武器係會
[00:00:50.400 --> 00:00:54.200]  係可以使到全人類都被毀滅
[00:00:54.200 --> 00:00:59.800]  人仲將係所有嘅電腦都可以係連埋一齊
[00:00:59.800 --> 00:01:02.800]  成為一個電腦嘅網絡
[00:01:02.800 --> 00:01:06.200]  資訊係非常非常之嘅發達
[00:01:06.200 --> 00:01:08.800]  唔單止資訊發達
[00:01:08.800 --> 00:01:11.400]  交通亦都發達
[00:01:11.400 --> 00:01:16.200]  你喺到呢一個新冠病毒嘅呢一個疫情嘅當中
[00:01:16.200 --> 00:01:20.200]  你就能夠睇見交通係有幾發達
[00:01:20.200 --> 00:01:22.600]  呢一個疫情由一個人
[00:01:22.600 --> 00:01:25.400]  喺一個城市喺一個國家入面
[00:01:25.400 --> 00:01:27.600]  可以短短喺度幾個月
[00:01:27.600 --> 00:01:31.400]  傳到全世界嘅人都感染哂呢個病
[00:01:31.400 --> 00:01:35.400]  你就知道個交通係有幾發達
[00:01:35.400 --> 00:01:37.600]  我亦都知道
[00:01:37.600 --> 00:01:39.400]  甚至喺度中國大陸
[00:01:39.400 --> 00:01:42.800]  佢哋仲推出咗有健康碼呢樣嘢
[00:01:42.800 --> 00:01:44.600]  因為呢個新冠病毒
[00:01:44.600 --> 00:01:47.000]  呢個健康碼好有趣
[00:01:47.000 --> 00:01:50.400]  當你嘅人係健康嘅時候係綠色
[00:01:50.400 --> 00:01:54.800]  佢知道你冇接觸過任何有病嘅人
[00:01:54.800 --> 00:01:59.200]  佢甚至可以track到你去過咩地方
[00:01:59.200 --> 00:02:02.200]  所以如果你係綠色嘅話你通行無阻
[00:02:02.200 --> 00:02:04.200]  但係如果你係黃色呢
[00:02:04.200 --> 00:02:06.200]  表示你可能
[00:02:06.200 --> 00:02:10.800]  喺你嘅行程當中有接觸過一啲唔健康嘅人
[00:02:10.800 --> 00:02:12.400]  有新冠病毒嘅人
[00:02:12.400 --> 00:02:15.000]  你要隔離七日
[00:02:15.000 --> 00:02:17.200]  如果你係紅色就大件事啦
[00:02:17.200 --> 00:02:20.000]  可能你已經係有咗新冠病毒
[00:02:20.000 --> 00:02:23.800]  你係要隔離起碼係14日
[00:02:23.800 --> 00:02:25.400]  有人話
[00:02:25.400 --> 00:02:27.800]  唔妥喎
[00:02:27.800 --> 00:02:30.600]  咁樣咪冇晒隱私每個人
[00:02:30.600 --> 00:02:32.000]  將我啲秘密
[00:02:32.000 --> 00:02:33.600]  將我去過咩地方
[00:02:33.600 --> 00:02:36.600]  將我啲資料全部畀人見到晒
[00:02:36.600 --> 00:02:38.800]  亦都有人話我唔怕
[00:02:38.800 --> 00:02:40.600]  我係光明正大
[00:02:40.600 --> 00:02:42.600]  我唔怕人知道我嘅資料
[00:02:42.600 --> 00:02:43.600]  我一啲都唔驚
[00:02:43.600 --> 00:02:46.200]  我覺得幾好呀咁樣做
[00:02:46.200 --> 00:02:48.200]  但係無論你係點樣睇法
[00:02:48.200 --> 00:02:50.800]  有一件事係無可否定嘅
[00:02:50.800 --> 00:02:55.000]  就係呢一個同埋啟示錄入面十三章所講嘅
[00:02:55.000 --> 00:03:01.200]  迪基督將來點樣嚟到控制人類係一模一樣
[00:03:01.200 --> 00:03:03.200]  只不過呢個數碼
[00:03:03.200 --> 00:03:05.200]  唔係擺喺你嘅手機上高
[00:03:05.200 --> 00:03:08.400]  呢個數碼係擺喺人嘅右手上高
[00:03:08.400 --> 00:03:11.200]  係人嘅額頭上高
[00:03:11.200 --> 00:03:12.600]  呢個係唯一嘅唔同
[00:03:12.600 --> 00:03:17.600]  你唔可以借咗人哋嘅手機走去瞞天過海
[00:03:17.600 --> 00:03:20.800]  因為喺度你嘅額頭你走都走唔甩
[00:03:20.800 --> 00:03:22.800]  我哋見到
[00:03:22.800 --> 00:03:24.800]  聖經就係話畀我哋聽
[00:03:24.800 --> 00:03:27.800]  人類正係走緊呢條道路
[00:03:27.800 --> 00:03:31.000]  正向緊聖經所預言嘅末世
[00:03:31.000 --> 00:03:34.000]  一步一步咁係向前行緊
[00:03:34.000 --> 00:03:34.800]  好可惜
[00:03:34.800 --> 00:03:37.000]  當人類越嚟越聰明嗰陣時
[00:03:37.000 --> 00:03:38.400]  越有知識
[00:03:38.400 --> 00:03:40.400]  我哋就越嚟棄神
[00:03:40.400 --> 00:03:42.800]  當我哋認為自己係明白咗
[00:03:42.800 --> 00:03:46.000]  宇宙萬物嘅奧秘點樣運行
[00:03:46.000 --> 00:03:48.800]  我哋就覺得我哋唔再需要神
[00:03:48.800 --> 00:03:51.800]  喺度以塞瓦書嘅53章6節
[00:03:51.800 --> 00:03:53.800]  我哋都如羊走迷
[00:03:53.800 --> 00:03:56.000]  各人偏行幾路
[00:03:56.000 --> 00:03:58.000]  喺神嘅眼光睇起上嚟
[00:03:58.000 --> 00:04:03.000]  我哋每個人就好似迷失咗迷咗路嘅羊一樣
[00:04:03.000 --> 00:04:06.000]  喺度自己行緊自己嘅道路
[00:04:06.000 --> 00:04:08.600]  喺度真言嘅14章12節
[00:04:08.600 --> 00:04:11.200]  唯有一條路人以為正
[00:04:11.200 --> 00:04:14.600]  至終成為死亡之路
