
[00:00:00.000 --> 00:00:06.400]  大家好,很高興今天在網上跟大家分享訊息
[00:00:06.400 --> 00:00:09.040]  首先我想問問大家
[00:00:09.040 --> 00:00:16.240]  知不知道有商舖或者有些餐廳叫做「馬拿」呢?
[00:00:16.240 --> 00:00:17.960]  知不知道?
[00:00:17.960 --> 00:00:21.080]  你們有沒有光顧過?
[00:00:21.080 --> 00:00:22.640]  原來是有的
[00:00:22.640 --> 00:00:25.160]  我首先給大家看兩張照片
[00:00:25.160 --> 00:00:27.680]  這是一間餐廳
[00:00:27.680 --> 00:00:30.560]  另外我們會看到一間商舖
[00:00:30.560 --> 00:00:32.680]  也是叫做「馬拿」
[00:00:32.680 --> 00:00:35.400]  為甚麼今天會這樣問大家呢?
[00:00:35.400 --> 00:00:40.280]  因為今天我們將會看出埃及的十六章
[00:00:40.280 --> 00:00:42.680]  是有關「馬拿」的故事
[00:00:42.680 --> 00:00:46.680]  相信大家對「馬拿」應該不會陌生
[00:00:46.680 --> 00:00:50.880]  但你印象中究竟「馬拿」是怎樣的呢?
[00:00:50.880 --> 00:00:53.200]  大家的印象是怎樣的?
[00:00:53.200 --> 00:00:56.760]  好,給兩個經文大家看看
[00:00:56.760 --> 00:00:59.560]  這裏說到「露水上升之後
[00:00:59.560 --> 00:01:04.360]  不料野地面上有如白霜的小原物
[00:01:04.360 --> 00:01:07.040]  這食物以色列家叫馬拿
[00:01:07.040 --> 00:01:10.760]  樣子是像圓錐子
[00:01:10.760 --> 00:01:12.240]  顏色是白的
[00:01:12.240 --> 00:01:16.480]  滋味如同猜物的薄餅」
[00:01:16.480 --> 00:01:18.240]  我們看完這裏之後
[00:01:18.240 --> 00:01:19.760]  我們再去看看
[00:01:19.760 --> 00:01:24.600]  究竟它的樣子你會覺得是怎樣的樣子呢?
[00:01:24.600 --> 00:01:27.160]  給兩幅相,你覺得相不相似?
[00:01:27.160 --> 00:01:28.400]  哪一張比較相似呢?
[00:01:28.400 --> 00:01:31.520]  這個就好像有點扁扁的
[00:01:31.520 --> 00:01:35.800]  另外這一張可能看到是一粒一粒的
[00:01:35.800 --> 00:01:38.080]  究竟「馬拿」是怎樣的呢?
[00:01:38.080 --> 00:01:41.880]  有沒有想過究竟「馬拿」是怎樣的呢?
[00:01:41.880 --> 00:01:45.360]  今天我們的題目就是「這是甚麼?」
[00:01:45.360 --> 00:01:49.960]  原來「馬拿」希伯來文的意思就是「這是甚麼?」
[00:01:49.960 --> 00:01:53.320]  當時神從天上賜下食物
[00:01:53.320 --> 00:01:56.080]  以色列就不認識「這是甚麼?」
[00:01:56.080 --> 00:01:58.600]  所以它就說「這是甚麼呢?」
[00:01:58.600 --> 00:02:02.720]  所以就成為了神賜糧食的名字
[00:02:02.720 --> 00:02:05.640]  我們看看「馬拿」究竟是甚麼呢?
[00:02:05.640 --> 00:02:08.240]  「馬拿」有甚麼意思呢?
[00:02:08.240 --> 00:02:11.160]  對當時的人有甚麼意義呢?
[00:02:11.160 --> 00:02:13.920]  和今天對我、對你
[00:02:13.920 --> 00:02:15.920]  「馬拿」又是甚麼呢?
[00:02:15.920 --> 00:02:22.440]  究竟對我們有甚麼意義呢?
[00:02:22.440 --> 00:02:26.480]  我們從出埃及的十六章一節開始去看
[00:02:26.480 --> 00:02:27.840]  先看到四節
[00:02:27.840 --> 00:02:31.720]  這裡說到以色列傳會眾從以林起行
[00:02:31.720 --> 00:02:34.680]  在出埃及後第二個月十五日
[00:02:34.680 --> 00:02:37.320]  到了以林和西勒的中間
[00:02:37.320 --> 00:02:39.480]  信的曠野
[00:02:39.480 --> 00:02:44.000]  一個月後他們就從埃及去到信的曠野
[00:02:44.000 --> 00:02:45.320]  帶來的食物怎樣呢?
[00:02:45.320 --> 00:02:46.480]  沒有了
[00:02:46.480 --> 00:02:50.280]  他們就為了沒有東西吃就在這裡恐慌
[00:02:50.280 --> 00:02:53.760]  當我們見到這樣的情況
[00:02:53.760 --> 00:02:55.880]  我們回想我們的人生
[00:02:55.880 --> 00:02:58.480]  其實難免都有困難
[00:02:58.480 --> 00:03:01.680]  好像現在這個疫情
[00:03:01.680 --> 00:03:04.040]  我們都會面對失業
[00:03:04.040 --> 00:03:06.800]  我們都會擔心沒有工作
[00:03:06.800 --> 00:03:08.520]  我們都會有缺乏
[00:03:08.520 --> 00:03:11.120]  身體都可能會受到這個威脅
[00:03:11.120 --> 00:03:15.000]  好像這班以色列人在曠野
[00:03:15.000 --> 00:03:18.520]  他們都會面對這個缺乏和失去
[00:03:18.520 --> 00:03:21.920]  但是以色列民他們怎樣遇到困難的時候
[00:03:21.920 --> 00:03:24.360]  他們會怎樣呢?
[00:03:24.360 --> 00:03:25.880]  第二節這裡告訴我們
[00:03:25.880 --> 00:03:31.320]  他們會向摩西和阿倫發怨言
[00:03:31.320 --> 00:03:35.280]  其實他們剛剛之前才走過這個紅海
[00:03:35.280 --> 00:03:38.200]  紅海裂開之後他們就過紅海了
[00:03:38.200 --> 00:03:42.840]  他們之後可以見到埃及人追著他們的時候
[00:03:42.840 --> 00:03:45.240]  後來他們都被海水淹沒
[00:03:45.240 --> 00:03:47.480]  當時以色列人非常開心
[00:03:47.480 --> 00:03:48.800]  讚美神
[00:03:48.800 --> 00:03:49.800]  但過了一陣子
[00:03:49.800 --> 00:03:52.520]  今天他們見到沒有糧食的時候
[00:03:52.520 --> 00:03:55.200]  他們又再發怨言
[00:03:55.200 --> 00:03:56.680]  他們說甚麼呢?
[00:03:56.680 --> 00:04:00.280]  這裡說「巴不得我們早死了在埃及地」
[00:04:00.280 --> 00:04:03.920]  「為甚麼你們會帶我來到這個曠野裏面」
[00:04:03.920 --> 00:04:07.240]  「當時在埃及的時候」
[00:04:07.240 --> 00:04:09.240]  「我又有東西吃又飽足」
[00:04:09.240 --> 00:04:12.520]  「你帶我來這裡想餓死我們嗎?」
[00:04:12.520 --> 00:04:16.640]  他們還在想在這個埃及的地方
[00:04:16.640 --> 00:04:17.840]  埃及這個地方
[00:04:17.840 --> 00:04:22.360]  他們的心裏面和口氣不停地離開不了他們
[00:04:22.360 --> 00:04:24.360]  以前他們有東西吃
[00:04:24.360 --> 00:04:25.800]  有肉吃又飽
[00:04:25.800 --> 00:04:27.320]  現在沒有了
[00:04:27.320 --> 00:04:30.720]  只是想著有多不好有多差
[00:04:30.720 --> 00:04:34.720]  忘記了當初是他們呼求這位神
[00:04:34.720 --> 00:04:38.640]  要離開這個遺老之地
[00:04:38.640 --> 00:04:42.120]  以色列人雖然抱怨很多
[00:04:42.120 --> 00:04:43.720]  一次又一次
[00:04:43.720 --> 00:04:46.480]  但上帝仍然是愛他們
[00:04:46.480 --> 00:04:47.960]  所以在第四節
[00:04:47.960 --> 00:04:49.680]  耶華就和摩西說
[00:04:49.680 --> 00:04:53.000]  「我要將糧食從天降給你們」
[00:04:53.000 --> 00:04:54.760]  「百姓可以出去」
[00:04:54.760 --> 00:04:56.960]  「每天收每天的份」
[00:04:56.960 --> 00:05:01.240]  「好試驗他們遵不遵我的法道」
[00:05:01.240 --> 00:05:02.720]  在這裡看
[00:05:02.720 --> 00:05:08.080]  除了我們看到以色列人對神缺乏信心之外
[00:05:08.080 --> 00:05:09.360]  和不滿足現狀
[00:05:09.360 --> 00:05:12.200]  我們還可以看到甚麼呢?
[00:05:12.200 --> 00:05:14.240]  原來我們看到以色列人
[00:05:14.240 --> 00:05:18.880]  只是靠著目前所看到的東西去活著
[00:05:18.880 --> 00:05:21.600]  今天開心有的時候就開心
[00:05:21.600 --> 00:05:23.480]  今天沒有的時候又不開心
[00:05:23.480 --> 00:05:26.640]  大後天有的時候又開心
[00:05:26.640 --> 00:05:28.320]  日日如是地過
[00:05:28.320 --> 00:05:30.160]  只是看眼前
[00:05:30.160 --> 00:05:34.240]  他們的人生就好像無了期般去發怨言
[00:05:34.240 --> 00:05:35.680]  這樣又要有
[00:05:35.680 --> 00:05:37.200]  又要有又要那樣
[00:05:37.200 --> 00:05:40.480]  甚麼都是追求一些東西
[00:05:40.480 --> 00:05:41.880]  回看我們的時候
[00:05:41.880 --> 00:05:46.480]  今天我們有沒有可能有以色列人那種心態呢?
[00:05:46.480 --> 00:05:48.160]  都是看眼前
[00:05:48.160 --> 00:05:52.600]  都是只是求滿足自己肉身那種需要呢?
[00:05:52.600 --> 00:05:53.720]  當然我在想
[00:05:53.720 --> 00:05:56.280]  如果在我們現在的疫情裡面
[00:05:56.280 --> 00:06:00.360]  我們希望自己不要被肺炎感染
[00:06:00.360 --> 00:06:02.080]  家人身體健康
