
[00:00:00.000 --> 00:00:03.300]  好 等一下讓我們聽三個禮儀先 讓我們先同心禱告
[00:00:03.300 --> 00:00:06.300]  這次怎麼樣 我們先同心禱告
[00:00:06.300 --> 00:00:12.800]  親愛的父神 感謝祢讓我們能夠再次來到祢的跟前
[00:00:12.800 --> 00:00:18.300]  求祢在我們心裏面說
[00:00:18.300 --> 00:00:22.300]  父上的聖靈再次提醒我們
[00:00:22.300 --> 00:00:27.300]  讓我們能夠由生命來到聆聽主理的說話
[00:00:28.300 --> 00:00:31.300]  能夠由生命來到呼應主理的教訓
[00:00:31.300 --> 00:00:36.300]  求祢的幫助使我們今天能夠很準時地
[00:00:36.300 --> 00:00:42.300]  無論聽的講的都同樣蒙主理的恩祐
[00:00:42.300 --> 00:00:48.300]  我們親愛的主多謝祢讓我們今天再次能夠來到祢的說話裏面
[00:00:48.300 --> 00:00:54.300]  藉著祢所內註的聖靈讓我們明白主祢的心意
[00:00:55.300 --> 00:00:59.300]  並且能夠有悟性可以將所聽盡的道理
[00:00:59.300 --> 00:01:03.300]  活在今天的生活當中去為此獻上感恩
[00:01:03.300 --> 00:01:05.300]  求祢與我們同在
[00:01:05.300 --> 00:01:09.300]  好想我們都能夠在今天的講道時間裏面
[00:01:09.300 --> 00:01:14.300]  無論聽的講的都同蒙主理的恩祐
[00:01:14.300 --> 00:01:19.300]  親愛的父神 我們再次感謝祢
[00:01:20.300 --> 00:01:26.300]  因為祢的聖靈使我們有了一段生命
[00:01:26.300 --> 00:01:28.300]  我們不僅能夠聆聽祢的說話
[00:01:28.300 --> 00:01:32.300]  也有了力量和能量去實踐
[00:01:32.300 --> 00:01:35.300]  我們在我們的日常生活裏面所學到的
[00:01:35.300 --> 00:01:38.300]  所以我們再次要求祢的存在
[00:01:38.300 --> 00:01:40.300]  幫助我們
[00:01:40.300 --> 00:01:45.300]  無論是要傳達訊息還是要收到訊息
[00:01:45.300 --> 00:01:47.300]  我們都會受祂的祝福
[00:01:48.300 --> 00:01:51.300]  同心禱告 奉靠主耶穌的德性領治以後
[00:01:51.300 --> 00:01:53.300]  阿門
[00:01:53.300 --> 00:01:57.300]  在近日基督教的新聞當中
[00:01:57.300 --> 00:02:00.300]  莫過於一單新聞
[00:02:00.300 --> 00:02:03.300]  在近日的基督教新聞當中
[00:02:03.300 --> 00:02:05.300]  有個最大的新聞不愧是
[00:02:05.300 --> 00:02:07.300]  就是有一個被稱為
[00:02:07.300 --> 00:02:10.300]  America's Pastor的牧者
[00:02:10.300 --> 00:02:12.300]  叫做葛培里的死訊
[00:02:12.300 --> 00:02:16.300]  就是成為American Pastor的牧者
[00:02:17.300 --> 00:02:18.300]  葛培里
[00:02:18.300 --> 00:02:22.300]  他在上個月的21號去世
[00:02:22.300 --> 00:02:25.300]  他在上個月的21號已經去世
[00:02:25.300 --> 00:02:27.300]  當他一去世之後
[00:02:27.300 --> 00:02:29.300]  當他一去世之後
[00:02:29.300 --> 00:02:34.300]  普世的傳媒就馬上爭先報道發文
[00:02:34.300 --> 00:02:39.300]  就是說普世的傳媒就爭先啃後的發文
[00:02:39.300 --> 00:02:41.300]  無論是基督教也好
[00:02:41.300 --> 00:02:45.300]  或者是非基督教的屬世的傳媒也好
[00:02:46.300 --> 00:02:48.300]  都去為他歌功頌德
[00:02:48.300 --> 00:02:53.300]  無論是基督教還是普通世俗的傳媒
[00:02:53.300 --> 00:02:55.300]  都為他歌功頌德
[00:02:55.300 --> 00:02:58.300]  今天我不打算在講到的時間
[00:02:58.300 --> 00:03:02.300]  和大家去討論葛培里的信德問題
[00:03:02.300 --> 00:03:06.300]  今天講到我不去討論葛培里的信德問題
[00:03:06.300 --> 00:03:10.300]  只不過每逢這一類的事情發生的時候
[00:03:10.300 --> 00:03:13.300]  每逢這類的事情發生的時候
[00:03:14.300 --> 00:03:16.300]  我們都會發現有一窩蜂的
[00:03:16.300 --> 00:03:18.300]  這一類型的歌功頌德的行為
[00:03:18.300 --> 00:03:20.300]  就在不斷流傳
[00:03:20.300 --> 00:03:25.300]  就有一個一窩蜂的歌功頌德的行為在流傳
[00:03:25.300 --> 00:03:27.300]  為了這個人不斷地吹捧
[00:03:27.300 --> 00:03:29.300]  為了這個人不斷地吹捧
[00:03:29.300 --> 00:03:31.300]  甚至有人為了這個死者
[00:03:31.300 --> 00:03:34.300]  在他身上去吹捧這個死者
[00:03:34.300 --> 00:03:37.300]  就是說在這個死者身上去吹捧這個死者
[00:03:37.300 --> 00:03:39.300]  怎樣對他自己的影響
[00:03:39.300 --> 00:03:41.300]  怎麼對自己的影響
[00:03:41.300 --> 00:03:43.300]  有的時候
[00:03:44.300 --> 00:03:46.300]  我看到一些文章或者分享
[00:03:46.300 --> 00:03:48.300]  甚至一些文章和分享
[00:03:48.300 --> 00:03:53.300]  極端到好像視死者為基督在世
[00:03:53.300 --> 00:03:56.300]  視這個死者為基督在世
[00:03:56.300 --> 00:03:58.300]  神靈顯現一樣
[00:03:58.300 --> 00:04:00.300]  當他好像神一樣去仰望
[00:04:00.300 --> 00:04:02.300]  甚至當神一樣去仰望
[00:04:02.300 --> 00:04:06.300]  當我看到這些報導或者分享的時候
[00:04:06.300 --> 00:04:09.300]  當我看到這些報導和分享的時候
[00:04:09.300 --> 00:04:11.300]  就讓我想起今天這段經文
[00:04:11.300 --> 00:04:13.300]  就讓我想起今天的經文
[00:04:14.300 --> 00:04:15.300]  這段經文又剛好來到
[00:04:15.300 --> 00:04:18.300]  我們在《仕途行傳》講道的經文的部分
[00:04:18.300 --> 00:04:20.300]  正好也來到我們今天講到的部分
[00:04:20.300 --> 00:04:22.300]  就是《仕途行傳》第十二章
[00:04:22.300 --> 00:04:25.300]  第十二章的經文裡面
[00:04:25.300 --> 00:04:27.300]  談論到希律怎樣死
[00:04:27.300 --> 00:04:30.300]  在《使徒行傳》十二章
[00:04:30.300 --> 00:04:33.300]  講到希律是怎麼死的
[00:04:33.300 --> 00:04:35.300]  就是第二十節至第二十五節的經文
[00:04:35.300 --> 00:04:37.300]  這二十到二十五節的經文
[00:04:37.300 --> 00:04:39.300]  我希望今天透過這一段的經文
[00:04:39.300 --> 00:04:42.300]  和大家一起思想一個題目
[00:04:43.300 --> 00:04:44.300]  我希望透過這一段的經文
[00:04:44.300 --> 00:04:46.300]  和大家一起思想一個題目
[00:04:46.300 --> 00:04:50.300]  就是如果當有人看待我們
[00:04:50.300 --> 00:04:53.300]  好像看待上帝那樣的時候
[00:04:53.300 --> 00:04:55.300]  但是如果有人
[00:04:55.300 --> 00:04:58.300]  待我們像如同待上帝的時候
[00:04:58.300 --> 00:05:00.300]  又或者有些時候
[00:05:00.300 --> 00:05:03.300]  我們可能直著去侍奉神
[00:05:03.300 --> 00:05:05.300]  希望賺取人家
[00:05:05.300 --> 00:05:07.300]  看我如神一樣的話
[00:05:07.300 --> 00:05:09.300]  如果我們侍奉神
[00:05:09.300 --> 00:05:11.300]  能夠希望別人賺錢
[00:05:12.300 --> 00:05:13.300]  能夠侍我如神一樣
[00:05:13.300 --> 00:05:15.300]  其實這個結構是很嚴重的
[00:05:15.300 --> 00:05:17.300]  這個結構是非常嚴重的
[00:05:17.300 --> 00:05:19.300]  那今天這個經文
[00:05:19.300 --> 00:05:21.300]  提供了一個很好的學習機會給我們
[00:05:21.300 --> 00:05:23.300]  這段經文提供了一個
[00:05:23.300 --> 00:05:25.300]  很好的學習機會
[00:05:25.300 --> 00:05:27.300]  我們作為基督徒
[00:05:27.300 --> 00:05:29.300]  怎樣才看得自己合乎中道呢
[00:05:29.300 --> 00:05:31.300]  就是說讓我們怎麼看到合乎真道呢
[00:05:31.300 --> 00:05:33.300]  那讓我們先一起去看看這段經文
[00:05:33.300 --> 00:05:35.300]  今天這段經文不是很長
[00:05:35.300 --> 00:05:37.300]  我們一起來看這段經文
[00:05:37.300 --> 00:05:39.300]  今天的經文不是很長
[00:05:39.300 --> 00:05:41.300]  我們先看第二十節好不好
[00:05:42.300 --> 00:05:43.300]  看完之後我們一起讀
[00:05:43.300 --> 00:05:45.300]  我們一起來讀
[00:05:45.300 --> 00:05:49.300]  希律魯魯泰爾西頓的人
[00:05:49.300 --> 00:05:52.300]  他們那一帶地方
[00:05:52.300 --> 00:05:55.300]  是從王的地圖得來
[00:05:55.300 --> 00:05:59.300]  因此就託了王的內侍臣
[00:05:59.300 --> 00:06:01.300]  伯拉斯都的情
[00:06:01.300 --> 00:06:04.300]  一心來求和
[00:06:04.300 --> 00:06:07.300]  在上一堂的講道裡面
[00:06:07.300 --> 00:06:09.300]  我們已經談論過
[00:06:09.300 --> 00:06:11.300]  在上一堂講道中已經談論過
[00:06:12.300 --> 00:06:14.300]  王是一個copycat
[00:06:14.300 --> 00:06:16.300]  很喜歡抄襲
[00:06:16.300 --> 00:06:18.300]  模仿其他人的人
[00:06:18.300 --> 00:06:20.300]  希律王是一個copycat
[00:06:20.300 --> 00:06:23.300]  很喜歡抄襲別人
[00:06:23.300 --> 00:06:25.300]  因為他自己從小到大
[00:06:25.300 --> 00:06:27.300]  內心很自卑
[00:06:27.300 --> 00:06:29.300]  因為他從小到大
[00:06:29.300 --> 00:06:31.300]  內心非常自卑
[00:06:31.300 --> 00:06:33.300]  我們曾經說過
[00:06:33.300 --> 00:06:35.300]  如果要做王排隊都沒排到他
[00:06:35.300 --> 00:06:37.300]  如果要做王排隊都輪不到他
[00:06:37.300 --> 00:06:39.300]  他一生的過程當中
[00:06:40.300 --> 00:06:42.300]  花費在生活裡面
[00:06:42.300 --> 00:06:44.300]  在他的生活當中
[00:06:44.300 --> 00:06:46.300]  他父親給了他錢
[00:06:46.300 --> 00:06:48.300]  他把所有的錢都花費在生活當中
[00:06:48.300 --> 00:06:50.300]  錢用完了
[00:06:50.300 --> 00:06:52.300]  他甚至去向人借錢
[00:06:52.300 --> 00:06:54.300]  他到處都是債主
[00:06:54.300 --> 00:06:56.300]  到處都是債主
[00:06:56.300 --> 00:06:58.300]  整天要逃跑
[00:06:58.300 --> 00:07:00.300]  到處要逃跑
[00:07:00.300 --> 00:07:02.300]  後來機緣巧合之下
[00:07:02.300 --> 00:07:04.300]  先王又死了
[00:07:04.300 --> 00:07:06.300]  先王過世了
[00:07:06.300 --> 00:07:08.300]  然後他就一輩子
[00:07:09.300 --> 00:07:10.300]  用了很多人為的手段
[00:07:10.300 --> 00:07:12.300]  用了很多人為的手段
[00:07:12.300 --> 00:07:15.300]  去佔取了他君王的地位
[00:07:15.300 --> 00:07:17.300]  正確君王的地位
[00:07:17.300 --> 00:07:19.300]  我們見到一個這樣的人物
[00:07:19.300 --> 00:07:21.300]  我們見到這樣一個盟王
[00:07:21.300 --> 00:07:24.300]  他希望藉著去殺死仕途彼得
[00:07:24.300 --> 00:07:26.300]  他甚至去殺死仕途彼得
[00:07:26.300 --> 00:07:28.300]  抄襲希律
[00:07:28.300 --> 00:07:30.300]  如何殺死耶穌那一套
