
[00:00:00.000 --> 00:00:02.000]  如果你們有聖經的話
[00:00:02.000 --> 00:00:06.000]  請你們打開到創世紀第30章
[00:00:06.000 --> 00:00:08.000]  那我們繼續
[00:00:08.000 --> 00:00:10.000]  今天我們要講與神同行
[00:00:10.000 --> 00:00:12.000]  我們從舊約創世紀裡面
[00:00:12.000 --> 00:00:14.000]  我們看見當一個人
[00:00:14.000 --> 00:00:16.000]  被神揀選
[00:00:16.000 --> 00:00:18.000]  成為祂的子民之後
[00:00:18.000 --> 00:00:20.000]  後面還有一條路要走
[00:00:20.000 --> 00:00:24.000]  我把它定名叫做與神同行
[00:00:24.000 --> 00:00:26.000]  我們現在可以這麼講
[00:00:26.000 --> 00:00:28.000]  在舊約裡面
[00:00:28.000 --> 00:00:30.000]  特別是在創世紀裡面
[00:00:30.000 --> 00:00:33.000]  我們看見只有兩個人與神同行
[00:00:33.000 --> 00:00:35.000]  一個就是諾亞
[00:00:35.000 --> 00:00:37.000]  一個就是以諾
[00:00:37.000 --> 00:00:39.000]  那麼那個時代
[00:00:39.000 --> 00:00:41.000]  與神同行不容易
[00:00:41.000 --> 00:00:43.000]  但是我們現在不一樣
[00:00:43.000 --> 00:00:45.000]  我們現在信了主之後
[00:00:45.000 --> 00:00:47.000]  我們每一個人都可以說
[00:00:47.000 --> 00:00:49.000]  我們每天都與神同行
[00:00:49.000 --> 00:00:51.000]  或者是說神與我們同行
[00:00:51.000 --> 00:00:54.000]  但是我們有沒有與祂同行呢
[00:00:54.000 --> 00:00:56.000]  這是我們要思想的
[00:00:56.000 --> 00:00:59.000]  聖靈住在我們裡面
[00:00:59.000 --> 00:01:01.000]  主耶穌祂也活在我們裡面
[00:01:01.000 --> 00:01:04.000]  然後父也在我們裡面
[00:01:04.000 --> 00:01:06.000]  所以神就是與我們同行
[00:01:06.000 --> 00:01:08.000]  你到哪裡祂都跟著你
[00:01:08.000 --> 00:01:11.000]  但是我們怎麼樣跟祂同行
[00:01:11.000 --> 00:01:13.000]  這是我們現在的基督徒
[00:01:13.000 --> 00:01:14.000]  我們所要想的
[00:01:14.000 --> 00:01:16.000]  今天我們要繼續的
[00:01:16.000 --> 00:01:19.000]  藉著雅各他的事情
[00:01:19.000 --> 00:01:21.000]  讓我們能夠思想
[00:01:21.000 --> 00:01:25.000]  到底與神同行是什麼意思
[00:01:25.000 --> 00:01:27.000]  我們一起禱告
[00:01:27.000 --> 00:01:28.000]  我們在天上的父神
[00:01:28.000 --> 00:01:30.000]  愛我們的主耶穌基督
[00:01:30.000 --> 00:01:31.000]  我們來到祢面前
[00:01:31.000 --> 00:01:34.000]  我們心裡面充滿了感謝和讚美
[00:01:34.000 --> 00:01:36.000]  主若不是祢自己揀選我們
[00:01:36.000 --> 00:01:38.000]  我們也沒有一個人可以找到祢
[00:01:38.000 --> 00:01:39.000]  若不是祢來找我們
[00:01:39.000 --> 00:01:41.000]  若不是祢自己的呼召
[00:01:41.000 --> 00:01:44.000]  我們也沒有一個人能夠跟隨祢
[00:01:44.000 --> 00:01:45.000]  我們感謝祢
[00:01:45.000 --> 00:01:47.000]  感謝祢當我們信了主之後
[00:01:47.000 --> 00:01:48.000]  祢把祢自己所應許
[00:01:48.000 --> 00:01:50.000]  亞伯拉罕的那個應許
[00:01:50.000 --> 00:01:52.000]  成就在我們身上
[00:01:52.000 --> 00:01:54.000]  真的是讓聖靈住在我們裡面
[00:01:54.000 --> 00:01:56.000]  讓我們隨時隨刻
[00:01:56.000 --> 00:01:58.000]  都是活在祢的裡面
[00:01:58.000 --> 00:02:00.000]  我們為此獻上感謝
[00:02:00.000 --> 00:02:02.000]  我們今天在這裡
[00:02:02.000 --> 00:02:03.000]  我們也把我們自己
[00:02:03.000 --> 00:02:05.000]  交在祢自己的手中
[00:02:05.000 --> 00:02:07.000]  我們知道祢的聖靈在我們當中
[00:02:07.000 --> 00:02:10.000]  祢的聖靈在我們每一個人的心中
[00:02:10.000 --> 00:02:13.000]  我們就是來到祢面前求祢
[00:02:13.000 --> 00:02:14.000]  讓我們能夠順服祢
[00:02:14.000 --> 00:02:16.000]  讓我們有一個順服的心
[00:02:16.000 --> 00:02:18.000]  讓我們願意聽祢自己的話
[00:02:18.000 --> 00:02:19.000]  我們謝謝祢
[00:02:19.000 --> 00:02:21.000]  禱告奉耶穌基督的聖名
[00:02:21.000 --> 00:02:23.000]  阿們
[00:02:23.000 --> 00:02:25.000]  我們今天可能有些第一次來
[00:02:25.000 --> 00:02:27.000]  我們不太瞭解或是沒有聽到
[00:02:27.000 --> 00:02:29.000]  但是你自己如果有聖經的話
[00:02:29.000 --> 00:02:30.000]  可以去看
[00:02:30.000 --> 00:02:33.000]  那我們今天主要就是講雅各
[00:02:33.000 --> 00:02:36.000]  雅各我們很快地講一下
[00:02:36.000 --> 00:02:37.000]  他從迦南帝
[00:02:37.000 --> 00:02:39.000]  他的父親以薩
[00:02:39.000 --> 00:02:45.000]  叫他到他父親跟他祖父的老家
[00:02:45.000 --> 00:02:47.000]  就是巴旦雅蘭
[00:02:47.000 --> 00:02:51.000]  到那邊去為他自己找一個妻子
[00:02:51.000 --> 00:02:53.000]  到了那邊之後在這個過程當中
[00:02:53.000 --> 00:02:55.000]  所發生的事情
[00:02:55.000 --> 00:02:58.000]  我們也想到他在還沒有去之前
[00:02:58.000 --> 00:03:00.000]  他做了兩件事情
[00:03:00.000 --> 00:03:01.000]  兩件什麼事情呢
[00:03:01.000 --> 00:03:04.000]  第一個就是他自己用他的詭計
[00:03:04.000 --> 00:03:05.000]  用他的小聰明
[00:03:05.000 --> 00:03:08.000]  去欺騙了他的一個孿生哥哥
[00:03:08.000 --> 00:03:10.000]  雙胞胎的哥哥
[00:03:10.000 --> 00:03:13.000]  把他的長子的名分騙過來了
[00:03:13.000 --> 00:03:16.000]  也把所有歸在長子身上的福
[00:03:16.000 --> 00:03:19.000]  全部都騙過去了
[00:03:19.000 --> 00:03:22.000]  另外還有一件事情就是騙他的爸爸
[00:03:22.000 --> 00:03:25.000]  因為他必須要從他的父親得福
[00:03:25.000 --> 00:03:28.000]  而且他的父親是要給長子祝福
[00:03:28.000 --> 00:03:32.000]  在那個時代長子的福分是兩份
[00:03:32.000 --> 00:03:33.000]  你要分家產的話
[00:03:33.000 --> 00:03:36.000]  你必須要分給長子是兩份
[00:03:36.000 --> 00:03:39.000]  所以雅各他就用他自己的詭計
[00:03:39.000 --> 00:03:41.000]  用他自己的小聰明
[00:03:41.000 --> 00:03:45.000]  他可以得到這些東西
[00:03:45.000 --> 00:03:46.000]  今天我們所要看的
[00:03:46.000 --> 00:03:48.000]  就是他到了巴旦雅蘭之後
[00:03:48.000 --> 00:03:52.000]  上一次我們在
[00:03:52.000 --> 00:03:55.000]  大概兩三個禮拜之前
[00:03:55.000 --> 00:03:57.000]  我們看見雅各
[00:03:57.000 --> 00:04:00.000]  他做了一件事情
[00:04:00.000 --> 00:04:01.000]  什麼事情呢
[00:04:01.000 --> 00:04:03.000]  就是他對他自己的婚姻
[00:04:03.000 --> 00:04:04.000]  他也是一樣
[00:04:04.000 --> 00:04:06.000]  他只抄在他自己的手中
[00:04:06.000 --> 00:04:08.000]  所以他很有把握的
[00:04:08.000 --> 00:04:10.000]  他告訴他的舅舅
[00:04:10.000 --> 00:04:11.000]  告訴他
[00:04:11.000 --> 00:04:13.000]  他說我要娶你的女兒
[00:04:13.000 --> 00:04:15.000]  拉潔是第二個女兒
[00:04:15.000 --> 00:04:17.000]  他說你把她給我
[00:04:17.000 --> 00:04:20.000]  他說我願意服侍你七年的時間
[00:04:20.000 --> 00:04:21.000]  七年沒有工資
[00:04:21.000 --> 00:04:24.000]  就是為了這個拉潔
[00:04:24.000 --> 00:04:26.000]  這是他做的第一件事情
[00:04:26.000 --> 00:04:28.000]  今天我們要看的另外一件事情
[00:04:28.000 --> 00:04:30.000]  就是他的工作
[00:04:30.000 --> 00:04:32.000]  就是他在那邊
[00:04:32.000 --> 00:04:36.000]  在工作上跟他的舅舅跟拉班
[00:04:36.000 --> 00:04:39.000]  所引起的一些矛盾
[00:04:39.000 --> 00:04:43.000]  我們看到創世紀第30章25節開始
[00:04:43.000 --> 00:04:45.000]  當拉潔伸了約社之後
[00:04:45.000 --> 00:04:47.000]  約社對拉班說請打發我走
[00:04:47.000 --> 00:04:50.000]  叫我回到我本鄉本土去
[00:04:50.000 --> 00:04:52.000]  拉潔伸了約社
[00:04:52.000 --> 00:04:59.000]  我們知道拉潔就是雅各最愛的
[00:04:59.000 --> 00:05:02.000]  他的家庭是很複雜的
[00:05:02.000 --> 00:05:05.000]  如果我們上次從前面30章29章
[00:05:05.000 --> 00:05:07.000]  一直到30章我們就看見
[00:05:07.000 --> 00:05:09.000]  其實他的家庭很複雜
[00:05:09.000 --> 00:05:11.000]  他原來只想要拉潔
[00:05:11.000 --> 00:05:12.000]  結果沒有想到
[00:05:12.000 --> 00:05:14.000]  拉潔的姐姐也嫁給他了
[00:05:14.000 --> 00:05:16.000]  然後他們兩個人的媳婦
[00:05:16.000 --> 00:05:17.000]  不是媳婦
[00:05:17.000 --> 00:05:18.000]  他們兩個人的妃女
[00:05:18.000 --> 00:05:20.000]  通通跟著他來了
[00:05:20.000 --> 00:05:23.000]  所以他就有兩個太太
[00:05:23.000 --> 00:05:26.000]  然後有兩個妾
[00:05:26.000 --> 00:05:29.000]  生了11個小孩到此為止
[00:05:29.000 --> 00:05:31.000]  在這裡告訴我們雅各起義
[00:05:31.000 --> 00:05:33.000]  要回到自己的家鄉
[00:05:33.000 --> 00:05:37.000]  就是神在伯特利遇到他的時候
[00:05:37.000 --> 00:05:39.000]  應許他的一個地方
[00:05:39.000 --> 00:05:40.000]  他就告訴他
[00:05:40.000 --> 00:05:43.000]  他說我當初應許你的祖父亞伯拉罕
[00:05:43.000 --> 00:05:45.000]  還有你的父親以薩
[00:05:45.000 --> 00:05:47.000]  告訴他們這一塊地是屬於你的
[00:05:47.000 --> 00:05:49.000]  所以他就應許了他
[00:05:49.000 --> 00:05:52.000]  這是神跟他在伯特利的時候
[00:05:52.000 --> 00:05:55.000]  重新跟他立約
[00:05:55.000 --> 00:05:58.000]  神雖然跟亞伯拉罕跟以薩
[00:05:58.000 --> 00:05:59.000]  曾經立過約
[00:05:59.000 --> 00:06:03.000]  但是在這個時候又重新跟他立約
[00:06:03.000 --> 00:06:05.000]  我們從這個經文裡面
[00:06:05.000 --> 00:06:07.000]  我們可以看到雅各是一個
[00:06:07.000 --> 00:06:10.000]  工作非常勤奮的人
[00:06:10.000 --> 00:06:13.000]  給他的老闆帶來許多的財富
[00:06:13.000 --> 00:06:16.000]  他是一個很有價值的工人
[00:06:16.000 --> 00:06:17.000]  或者是說員工
[00:06:17.000 --> 00:06:20.000]  他是一個很有價值的員工
[00:06:20.000 --> 00:06:24.000]  不但他自己非常非常的勤奮
[00:06:24.000 --> 00:06:26.000]  我們看一下第26節
[00:06:26.000 --> 00:06:30.000]  他說請你把我服侍你所得的妻子和兒女給我
[00:06:30.000 --> 00:06:31.000]  讓我走
[00:06:31.000 --> 00:06:32.000]  我怎樣服侍你
[00:06:32.000 --> 00:06:33.000]  你都知道
[00:06:33.000 --> 00:06:37.000]  這是他很直接很大膽的可以告訴他的
[00:06:37.000 --> 00:06:40.000]  或者是我們現在所說的他的老闆
[00:06:40.000 --> 00:06:41.000]  可以告訴他
[00:06:41.000 --> 00:06:44.000]  我是一個工作很勤奮的人
[00:06:44.000 --> 00:06:46.000]  我對你的價值很高的
[00:06:46.000 --> 00:06:47.000]  的的確確
[00:06:47.000 --> 00:06:50.000]  如果我們看後面第27節
[00:06:50.000 --> 00:06:51.000]  拉班對他說
[00:06:51.000 --> 00:06:53.000]  我若在你眼前蒙恩
[00:06:53.000 --> 00:06:55.000]  請你仍與我同住
[00:06:55.000 --> 00:06:58.000]  因為我已算定耶和華賜福於我
[00:06:58.000 --> 00:07:01.000]  是為你的緣故
[00:07:01.000 --> 00:07:03.000]  所以我們可以看見
[00:07:03.000 --> 00:07:08.000]  拉班這個雅各他在工作上
[00:07:08.000 --> 00:07:10.000]  他是怎麼樣的勤奮
[00:07:10.000 --> 00:07:11.000]  在26節最後一句話
[00:07:11.000 --> 00:07:13.000]  他說我怎樣服侍你
[00:07:13.000 --> 00:07:17.000]  你都知道
[00:07:17.000 --> 00:07:20.000]  29節到30節剛才我們看了
[00:07:20.000 --> 00:07:23.000]  那麼連他的老闆拉班
[00:07:23.000 --> 00:07:25.000]  27節剛才我們念過了
[00:07:25.000 --> 00:07:28.000]  他都說我已經算定耶和華賜福於我
[00:07:28.000 --> 00:07:30.000]  是為你的緣故
[00:07:30.000 --> 00:07:31.000]  所以這個拉班呢
[00:07:31.000 --> 00:07:34.000]  為了要繼續把他留住
[00:07:34.000 --> 00:07:40.000]  就讓他問他你要什麼樣的工資
[00:07:40.000 --> 00:07:41.000]  如果我們現在
[00:07:41.000 --> 00:07:42.000]  你現在找一個工作
[00:07:42.000 --> 00:07:43.000]  你的老闆告訴你說
[00:07:43.000 --> 00:07:45.000]  你要什麼樣的工資
[00:07:45.000 --> 00:07:47.000]  隨便你開口
[00:07:47.000 --> 00:07:49.000]  你喜不喜歡這樣的工作
[00:07:49.000 --> 00:07:50.000]  喜歡啊對不對
[00:07:50.000 --> 00:07:52.000]  從另外一個角度來看
[00:07:52.000 --> 00:07:54.000]  你的老闆一定很器重你
[00:07:54.000 --> 00:07:55.000]  對不對
[00:07:55.000 --> 00:07:56.000]  那當然所以我們
[00:07:56.000 --> 00:07:59.000]  剛剛出進去的這個entry level的
[00:07:59.000 --> 00:08:01.000]  很可能沒有這回事對不對
[00:08:01.000 --> 00:08:03.000]  除非說他知道你是一個
[00:08:03.000 --> 00:08:04.000]  非常非常有能力的
[00:08:04.000 --> 00:08:06.000]  非常有名的人
[00:08:06.000 --> 00:08:08.000]  然後他才會說
[00:08:08.000 --> 00:08:10.000]  你自己定你的工資吧
[00:08:10.000 --> 00:08:11.000]  一般來講沒有的
[00:08:11.000 --> 00:08:12.000]  但是在這裡呢
[00:08:12.000 --> 00:08:13.000]  雅各呢
[00:08:13.000 --> 00:08:15.000]  因為他自己知道他自己勤奮
[00:08:15.000 --> 00:08:17.000]  他的老闆也告訴他
[00:08:17.000 --> 00:08:19.000]  他的老闆很想要把他留下來
[00:08:19.000 --> 00:08:21.000]  為什麼因為他是一個很有價值的
[00:08:21.000 --> 00:08:23.000]  對他老闆的business
[00:08:23.000 --> 00:08:25.000]  對他老闆的這個財富來說
[00:08:25.000 --> 00:08:27.000]  是一個很有價值的人
[00:08:27.000 --> 00:08:31.000]  所以他就對他講
[00:08:31.000 --> 00:08:33.000]  他說你要什麼樣的工資
[00:08:33.000 --> 00:08:35.000]  你自己講對不對
[00:08:35.000 --> 00:08:38.000]  這是我們從聖經上面看到的
[00:08:38.000 --> 00:08:40.000]  我們看到一件事情很有意思
[00:08:40.000 --> 00:08:42.000]  就是雅各後來的反應
[00:08:42.000 --> 00:08:44.000]  雅各呢
[00:08:44.000 --> 00:08:48.000]  他從他在這個迦蘭地
[00:08:48.000 --> 00:08:49.000]  他所做的這些
[00:08:49.000 --> 00:08:52.000]  他用他的詭計做的這些事情
[00:08:52.000 --> 00:08:54.000]  他到了巴淡雅蘭之後
[00:08:54.000 --> 00:08:56.000]  他碰到他的岳父
[00:08:56.000 --> 00:08:58.000]  或者是說岳父
[00:08:58.000 --> 00:08:59.000]  或者是他的舅舅
[00:08:59.000 --> 00:09:01.000]  或者是他的舅父
[00:09:01.000 --> 00:09:04.000]  那麼他自己呢
[00:09:04.000 --> 00:09:09.000]  就碰到了一個比他還要詭詐的人
[00:09:09.000 --> 00:09:11.000]  所以我們從聖經上面看
[00:09:11.000 --> 00:09:13.000]  到這個時候雅各
[00:09:13.000 --> 00:09:17.000]  他已經不再信任他自己的詭詐了
[00:09:17.000 --> 00:09:21.000]  他也不信任他的舅舅拉班
[00:09:21.000 --> 00:09:22.000]  他信靠誰呢
[00:09:22.000 --> 00:09:24.000]  我們看第三十節
[00:09:24.000 --> 00:09:27.000]  他說未來之先你所有的很少
[00:09:27.000 --> 00:09:30.000]  現今卻發大眾多
[00:09:30.000 --> 00:09:33.000]  耶和華隨我的腳步賜福於你
[00:09:33.000 --> 00:09:36.000]  如今我什麼時候才為自己
[00:09:36.000 --> 00:09:40.000]  新家立業呢
[00:09:40.000 --> 00:09:43.000]  雅各原來是一個很有自信心的人
[00:09:43.000 --> 00:09:44.000]  對不對
[00:09:44.000 --> 00:09:46.000]  我們從哪裡看
[00:09:46.000 --> 00:09:48.000]  我們真的是要注意
[00:09:48.000 --> 00:09:49.000]  你注意看
[00:09:49.000 --> 00:09:51.000]  一個很喜歡玩弄他自己
[00:09:51.000 --> 00:09:53.000]  玩弄詭詐的人
[00:09:53.000 --> 00:09:55.000]  或者是說一個人很喜歡
[00:09:55.000 --> 00:09:57.000]  弄點他的小聰明的人
[00:09:57.000 --> 00:09:59.000]  通常是怎麼樣
[00:09:59.000 --> 00:10:01.000]  真的是很有自信的人
[00:10:01.000 --> 00:10:03.000]  他覺得他自己可以做到
[00:10:03.000 --> 00:10:05.000]  所以他就是用他的小聰明
[00:10:05.000 --> 00:10:07.000]  撒點他的詭計
[00:10:07.000 --> 00:10:10.000]  他可以佔到別人的便宜
[00:10:10.000 --> 00:10:11.000]  這個是我們
[00:10:11.000 --> 00:10:14.000]  現在我們都可以了解的
[00:10:14.000 --> 00:10:16.000]  他在迦南帝的時候
[00:10:16.000 --> 00:10:17.000]  他在家裡面
[00:10:17.000 --> 00:10:18.000]  他用了這個手段
[00:10:18.000 --> 00:10:21.000]  騙了他自己的哥哥和他的父親
[00:10:21.000 --> 00:10:23.000]  到了巴旦雅蘭之後
[00:10:23.000 --> 00:10:24.000]  剛才我講
[00:10:24.000 --> 00:10:27.000]  他遇到了他的舅舅拉班
[00:10:27.000 --> 00:10:29.000]  這個人比他還要厲害
[00:10:29.000 --> 00:10:31.000]  不但是在他的婚姻上
[00:10:31.000 --> 00:10:34.000]  我們講說欺壓了他
[00:10:34.000 --> 00:10:36.000]  而且在他的工作上
[00:10:36.000 --> 00:10:40.000]  他可以讓這個人替他工作十四年
[00:10:40.000 --> 00:10:42.000]  在這個十四年當中
[00:10:42.000 --> 00:10:43.000]  他換了十次
[00:10:43.000 --> 00:10:45.000]  改了他十次的工資
[00:10:45.000 --> 00:10:47.000]  我不曉得他的工資是
[00:10:47.000 --> 00:10:48.000]  本來是很多呢
[00:10:48.000 --> 00:10:49.000]  然後越來越少
[00:10:49.000 --> 00:10:50.000]  越來越少
[00:10:50.000 --> 00:10:51.000]  但是看起來不像是
[00:10:51.000 --> 00:10:52.000]  剛開始就很多
[00:10:52.000 --> 00:10:54.000]  然後越來越
[00:10:54.000 --> 00:10:55.000]  剛開始很少
[00:10:55.000 --> 00:10:57.000]  然後越來越多
[00:10:57.000 --> 00:10:58.000]  我想我們從這個聖經上
[00:10:58.000 --> 00:10:59.000]  我們可以看
[00:10:59.000 --> 00:11:01.000]  好像他替他做了十四年
[00:11:01.000 --> 00:11:03.000]  最後只得到的是什麼
[00:11:03.000 --> 00:11:05.000]  就是他的妻子跟他的兒女們
