
[00:00:00.000 --> 00:00:02.880]  今天會繼續跟大家看彼得前書
[00:00:02.880 --> 00:00:04.320]  在星期六早上
[00:00:04.320 --> 00:00:07.000]  會跟大家一起去彼得前書研讀
[00:00:07.000 --> 00:00:08.680]  我們不會跳號碼
[00:00:08.680 --> 00:00:11.160]  因為有些樓宇沒有了14號
[00:00:11.160 --> 00:00:13.640]  但我們照樣來講第14講
[00:00:13.640 --> 00:00:16.280]  上一次我們來大學看到一件事
[00:00:16.280 --> 00:00:19.400]  就是基督徒在地上生活的時候
[00:00:19.400 --> 00:00:21.040]  特別是第一代的基督徒
[00:00:21.040 --> 00:00:23.640]  他們經常被人來大學挑戰
[00:00:23.640 --> 00:00:24.520]  迫伯
[00:00:24.520 --> 00:00:26.280]  甚至誣衊他們
[00:00:26.280 --> 00:00:30.560]  但彼得教導他們仍然要好好的學習寬恕
[00:00:30.560 --> 00:00:32.480]  剛才我們所讀那段經文
[00:00:32.480 --> 00:00:34.880]  彼得前書第三章第九節
[00:00:34.880 --> 00:00:36.240]  「不要以惡報惡
[00:00:36.240 --> 00:00:37.480]  以辱罵還辱罵
[00:00:37.480 --> 00:00:38.600]  禱要祝福
[00:00:38.600 --> 00:00:41.720]  因為你們就是為此而夢照的
[00:00:41.720 --> 00:00:44.200]  好叫你們承受福氣」
[00:00:44.200 --> 00:00:47.440]  神教導我們要饒恕一些得罪我們的人
[00:00:47.440 --> 00:00:48.760]  陷害我們的人
[00:00:48.760 --> 00:00:50.760]  但一些真的得罪我們的人
[00:00:50.760 --> 00:00:53.120]  其實一點都不容易去饒恕他
[00:00:53.120 --> 00:00:55.640]  所以我上一次講到的題目
[00:00:55.640 --> 00:00:58.640]  就叫做「恕難從命」
[00:00:58.640 --> 00:01:00.440]  寬恕是很難的
[00:01:00.440 --> 00:01:03.680]  很難去饒恕人
[00:01:03.680 --> 00:01:07.240]  但我們的饒恕是基於我們對神
[00:01:07.240 --> 00:01:08.840]  祂對我們的寬恕
[00:01:08.840 --> 00:01:10.000]  如果我們想一想
[00:01:10.000 --> 00:01:11.760]  我們都犯了不少的錯
[00:01:11.760 --> 00:01:14.200]  但神都可以寬恕我們
[00:01:14.200 --> 00:01:16.600]  為甚麼我們不可以寬恕別人呢
[00:01:16.600 --> 00:01:18.160]  第二方面就是
[00:01:18.160 --> 00:01:21.200]  雖然有時候我們覺得那個人對我們不好
[00:01:21.200 --> 00:01:24.120]  但問題是我們自己本身有沒有責任呢
[00:01:24.120 --> 00:01:25.680]  又或者第三方面就是
[00:01:25.680 --> 00:01:27.680]  我們覺得我們自己很公義
[00:01:27.680 --> 00:01:28.840]  但很真
[00:01:28.840 --> 00:01:31.960]  我們對公義的掌握有多少呢
[00:01:31.960 --> 00:01:35.440]  我們會不會知道事情整體
[00:01:35.440 --> 00:01:38.000]  完全在我們的掌握之中呢
[00:01:38.000 --> 00:01:41.600]  原來有時候我們的判斷會有偏差
[00:01:41.600 --> 00:01:45.080]  所以我們需要學習寬恕
[00:01:45.080 --> 00:01:47.200]  但當我們學習寬恕的時候
[00:01:47.200 --> 00:01:49.040]  神不單會寬恕我們
[00:01:49.040 --> 00:01:50.720]  都會祝福我們
[00:01:50.720 --> 00:01:54.000]  我們只有求神給我們力量去面對這件事
[00:01:54.000 --> 00:01:56.840]  這就是我們上次所看的《恕難從命》
[00:01:56.840 --> 00:01:58.840]  大家可以在網上
[00:01:58.840 --> 00:02:00.520]  或者我一會兒會跟大家說
[00:02:00.520 --> 00:02:03.360]  你可以拿一張唱片來聽
[00:02:03.360 --> 00:02:05.960]  好了 隨即彼得就會說
[00:02:05.960 --> 00:02:07.480]  雖然寬恕很難
[00:02:07.480 --> 00:02:09.320]  善道難行
[00:02:09.320 --> 00:02:12.680]  一個善的事是很難來得去實踐
[00:02:12.680 --> 00:02:15.960]  但仍然要努力去實踐
[00:02:15.960 --> 00:02:18.280]  但彼得好像說了一些
[00:02:18.280 --> 00:02:21.080]  不是很合常理的說話
[00:02:21.080 --> 00:02:22.920]  我們一起來讀
[00:02:22.920 --> 00:02:26.800]  彼得前書第三章的第十三節
[00:02:26.800 --> 00:02:29.520]  第三章第十三節我們一起來讀出
[00:02:29.520 --> 00:02:32.160]  「你們若是熱心行善
[00:02:32.160 --> 00:02:34.480]  有誰害你們呢?」
[00:02:34.480 --> 00:02:37.840]  我說這一句話不是很合常理
[00:02:37.840 --> 00:02:39.560]  為甚麼呢
[00:02:39.560 --> 00:02:42.640]  彼得說如果熱心行善的時候
[00:02:42.640 --> 00:02:45.960]  那些人怎會來得去害你們呢
[00:02:45.960 --> 00:02:48.400]  大家知道現在這個世代
[00:02:48.400 --> 00:02:51.440]  我們做善事都未必有好報
[00:02:51.440 --> 00:02:53.040]  當你做善事的時候
[00:02:53.040 --> 00:02:55.760]  當然有些人會欣賞
[00:02:55.760 --> 00:02:58.000]  有些人會稱讚你
[00:02:58.000 --> 00:02:59.600]  但問題就是
[00:02:59.600 --> 00:03:01.520]  有時有些人覺得你很傻
[00:03:01.520 --> 00:03:03.240]  正正因為你有愛心
[00:03:03.240 --> 00:03:04.440]  於是覺得你容易騙
[00:03:04.440 --> 00:03:06.200]  就會去騙你
[00:03:06.200 --> 00:03:08.000]  我昨天跟一個人來聊天
[00:03:08.000 --> 00:03:09.680]  他跟我說他見到一個婆婆
[00:03:09.680 --> 00:03:11.880]  婆婆跟他說很難過
[00:03:11.880 --> 00:03:15.200]  因為他銀行拿了二千元出來
[00:03:15.200 --> 00:03:17.800]  回到家發現跌了
[00:03:17.800 --> 00:03:20.960]  我這位本身很有愛心
[00:03:20.960 --> 00:03:22.160]  但他本身都很窮
[00:03:22.160 --> 00:03:23.840]  但他竟然怎樣呢
[00:03:23.840 --> 00:03:26.080]  都來得去幫這個婆婆
[00:03:26.080 --> 00:03:27.800]  但後來發覺到
[00:03:27.800 --> 00:03:31.520]  他似乎不只是向她來得去求助
[00:03:31.520 --> 00:03:32.880]  我都問過其他人
[00:03:32.880 --> 00:03:33.880]  我跟他說
[00:03:33.880 --> 00:03:35.680]  我說那些婆婆是很可愛
[00:03:35.680 --> 00:03:38.160]  但有時婆婆都會騙人的
[00:03:38.160 --> 00:03:39.480]  所以你見到那些人
[00:03:39.480 --> 00:03:41.160]  整天撿紙皮又淋水
[00:03:41.160 --> 00:03:42.520]  明明在騙人
[00:03:42.520 --> 00:03:44.280]  好了我就說到
[00:03:44.280 --> 00:03:45.320]  其實你很簡單
[00:03:45.320 --> 00:03:46.520]  你幫她不要緊
[00:03:46.520 --> 00:03:48.120]  他剛剛跟你說
[00:03:48.120 --> 00:03:50.120]  他去銀行拿了二千元出來
[00:03:50.120 --> 00:03:51.040]  跌了
[00:03:51.040 --> 00:03:53.240]  不如你拿一本傳接看看
[00:03:53.240 --> 00:03:54.840]  有沒有拿到二千元
[00:03:54.840 --> 00:03:56.160]  真的拿了二千元
[00:03:56.160 --> 00:03:58.520]  即是有這個遊戲打了保的時候
[00:03:58.520 --> 00:04:00.400]  我都相信他可能真的跌了
[00:04:00.400 --> 00:04:01.960]  你去幫他就好些
[00:04:01.960 --> 00:04:03.280]  但如果你問都不問他
[00:04:03.280 --> 00:04:04.320]  來我看的時候
[00:04:04.320 --> 00:04:06.080]  你就來我幫他的時候
[00:04:06.080 --> 00:04:08.800]  很容易你都會被人騙的
[00:04:08.800 --> 00:04:10.600]  在現今這個世代就是這樣
[00:04:10.600 --> 00:04:12.200]  你越有愛心的時候
[00:04:12.200 --> 00:04:13.880]  可能人家就會覺得你傻
[00:04:13.880 --> 00:04:15.200]  會笑你
[00:04:15.200 --> 00:04:17.800]  中國人都有一句說話是這樣說的
[00:04:17.800 --> 00:04:19.680]  殺人放火
[00:04:19.680 --> 00:04:20.880]  禁要大
[00:04:20.880 --> 00:04:22.880]  但修橋整路怎樣
[00:04:22.880 --> 00:04:24.520]  無屍骸
[00:04:24.520 --> 00:04:26.920]  現在這個年代都會是這樣
[00:04:26.920 --> 00:04:30.720]  不要忘記彼得港這篇信息的年代
[00:04:30.720 --> 00:04:32.720]  那班基督徒更加活在
[00:04:32.720 --> 00:04:34.000]  更困難
[00:04:34.000 --> 00:04:36.480]  更加可怖的世代裏面
[00:04:36.480 --> 00:04:39.360]  當時可以說是豺狼當道
[00:04:39.360 --> 00:04:41.920]  他們四面受敵
[00:04:41.920 --> 00:04:45.120]  周圍的惡人來攻擊他們
[00:04:45.120 --> 00:04:47.320]  因為當時這班基督徒
[00:04:47.320 --> 00:04:51.160]  他們來面對自己同胞的挑戰
[00:04:51.160 --> 00:04:54.880]  我剛剛在我的課程改教之旅裏有講
[00:04:54.880 --> 00:04:56.960]  頭幾十年
[00:04:56.960 --> 00:05:00.320]  其實不是羅馬政府迫害那班基督徒
[00:05:00.320 --> 00:05:04.280]  是自己猶太人來迫害那班基督徒
[00:05:04.280 --> 00:05:07.440]  因為猶太人他們不可以接受耶穌
[00:05:07.440 --> 00:05:09.800]  就是要來的神
[00:05:09.800 --> 00:05:12.200]  耶穌就是要來的彌賽亞
[00:05:12.200 --> 00:05:15.200]  他們所相信的彌賽亞就是在政治上
[00:05:15.200 --> 00:05:16.800]  帶他們來復國
[00:05:16.800 --> 00:05:18.800]  可以推翻羅馬政府
[00:05:18.800 --> 00:05:21.600]  可以再像大衛所羅門那個年代
[00:05:21.600 --> 00:05:23.600]  來雄霸天下
[00:05:23.600 --> 00:05:26.480]  所以他們曾經尊重過耶穌
[00:05:26.480 --> 00:05:30.160]  但後來發現耶穌不是他們心目中所想的王
[00:05:30.160 --> 00:05:32.600]  於是又再否定他們
[00:05:32.600 --> 00:05:34.880]  所以跟隨耶穌的人
[00:05:34.880 --> 00:05:36.360]  就被拒絕
[00:05:36.360 --> 00:05:37.880]  就是那班猶太人
[00:05:37.880 --> 00:05:40.280]  他們被自己的同胞出賣
[00:05:40.280 --> 00:05:43.560]  被自己的同胞來迫害
