
[00:00:00.000 --> 00:00:02.740]  如果你有《聖經》的話,請你打開
[00:00:02.740 --> 00:00:06.840]  我們打開到《已福所書》第四章二十八節
[00:00:06.840 --> 00:00:08.840]  《已福所書》第四章
[00:00:08.840 --> 00:00:13.640]  只有一節《聖經》
[00:00:13.640 --> 00:00:18.240]  《已福所書》第四章
[00:00:18.240 --> 00:00:22.740]  第二十八節,我們一起來唸
[00:00:22.740 --> 00:00:26.740]  從前偷竊的不要再偷
[00:00:26.740 --> 00:00:30.240]  總要勞力親手做正經事
[00:00:30.240 --> 00:00:33.240]  就可有餘分給那缺少的人
[00:00:33.240 --> 00:00:35.240]  我們再念一遍
[00:00:35.240 --> 00:00:38.240]  從前偷竊的不要再偷
[00:00:38.240 --> 00:00:41.240]  恐要努力親手做正經事
[00:00:41.240 --> 00:00:44.740]  就可有餘分給那缺少的人
[00:00:44.740 --> 00:00:46.240]  我們一起禱告
[00:00:46.240 --> 00:00:49.240]  我們在天上的父神,我們滿心的感謝你
[00:00:49.240 --> 00:00:53.240]  感謝你是我們的拯救,是我們的磐石
[00:00:53.240 --> 00:00:54.740]  也是我們的山寨
[00:00:54.740 --> 00:00:56.740]  我們謝謝你
[00:00:56.740 --> 00:00:59.240]  你自己是保守我們的
[00:00:59.240 --> 00:01:01.740]  你把你的話語賜給我們
[00:01:01.740 --> 00:01:05.740]  讓我們在這個世界上能夠有一個標準
[00:01:05.740 --> 00:01:08.240]  讓我們有力量,我們有能力
[00:01:08.240 --> 00:01:10.240]  能夠活在這個世界上
[00:01:10.240 --> 00:01:12.240]  我們爲此獻上感謝
[00:01:12.240 --> 00:01:15.240]  我們今天這一段經文仰望在你的手中
[00:01:15.240 --> 00:01:17.240]  祝你自己解開你的話語
[00:01:17.240 --> 00:01:19.740]  讓我們看見你話語中的奇妙
[00:01:19.740 --> 00:01:22.240]  讓我們看見你話語中的亮光
[00:01:22.240 --> 00:01:25.240]  我們謝謝你,禱告奉耶穌基督的聖名
[00:01:25.240 --> 00:01:30.240]  我們今天繼續講
[00:01:30.240 --> 00:01:31.240]  這個已福所殊
[00:01:31.240 --> 00:01:33.240]  我們從17節開始
[00:01:33.240 --> 00:01:34.240]  就在那裏講到說
[00:01:34.240 --> 00:01:37.240]  我們要脫去我們的舊人
[00:01:37.240 --> 00:01:39.240]  穿上我們的新人
[00:01:39.240 --> 00:01:41.240]  那麼從25節開始
[00:01:41.240 --> 00:01:44.240]  他就告訴我們脫去什麼事情
[00:01:44.240 --> 00:01:48.240]  比方說25節講到說要棄絕謊言
[00:01:48.240 --> 00:01:49.240]  不可以說謊
[00:01:49.240 --> 00:01:51.240]  那麼說謊
[00:01:51.240 --> 00:01:54.240]  有很多人都相信
[00:01:54.240 --> 00:01:58.240]  都同意說謊是我們人的第二天性
[00:01:58.240 --> 00:02:00.240]  的的確確是這個樣子
[00:02:00.240 --> 00:02:02.240]  那麼聖經上告訴我們說
[00:02:02.240 --> 00:02:04.240]  我們要棄絕謊言
[00:02:04.240 --> 00:02:07.240]  要把過去我們還沒有信主的時候
[00:02:07.240 --> 00:02:09.240]  那些我們的習慣
[00:02:09.240 --> 00:02:11.240]  我們的生活準則
[00:02:11.240 --> 00:02:12.240]  不合聖經原則的
[00:02:12.240 --> 00:02:14.240]  我們就要把它放掉
[00:02:14.240 --> 00:02:17.240]  那麼第26節就講到說生氣的事情
[00:02:17.240 --> 00:02:19.240]  那麼上次我們也講到了
[00:02:19.240 --> 00:02:22.240]  生氣他告訴我們不可以犯罪
[00:02:22.240 --> 00:02:24.240]  不可以含怒到日落
[00:02:24.240 --> 00:02:26.240]  也不可以給魔鬼留地步
[00:02:26.240 --> 00:02:27.240]  那麼到28節的時候
[00:02:27.240 --> 00:02:30.240]  今天就開始講到偷竊
[00:02:30.240 --> 00:02:32.240]  當我們在講這些的時候
[00:02:32.240 --> 00:02:33.240]  我們也知道
[00:02:33.240 --> 00:02:35.240]  我還是要再提一下
[00:02:35.240 --> 00:02:38.240]  我們基督徒遵守這些事情
[00:02:38.240 --> 00:02:40.240]  做善事遵守這些事情
[00:02:40.240 --> 00:02:43.240]  不是因爲社會道德的關係
[00:02:43.240 --> 00:02:45.240]  不是因爲社會道德的標準
[00:02:45.240 --> 00:02:48.240]  因爲今天是一個多元化的社會
[00:02:48.240 --> 00:02:50.240]  所以我們可以從社會上
[00:02:50.240 --> 00:02:53.240]  我們看見這些道德標準常常在變
[00:02:53.240 --> 00:02:56.240]  幾十年前跟現在是不一樣
[00:02:56.240 --> 00:02:58.240]  十年前跟現在也不一樣
[00:02:58.240 --> 00:03:01.240]  某些人看這些跟我們也不一樣
[00:03:01.240 --> 00:03:02.240]  那麼這些是什麼
[00:03:02.240 --> 00:03:03.240]  這些我自己相信
[00:03:03.240 --> 00:03:06.240]  就是我們常常講的是我們的意見
[00:03:06.240 --> 00:03:08.240]  是我們的主張
[00:03:08.240 --> 00:03:12.240]  用英文講就是我們的opinion
[00:03:12.240 --> 00:03:14.240]  所以常常很多時候
[00:03:14.240 --> 00:03:16.240]  我們會有爭吵
[00:03:16.240 --> 00:03:19.240]  因爲這都是我們的opinion
[00:03:19.240 --> 00:03:20.240]  所以弟兄姐妹
[00:03:20.240 --> 00:03:22.240]  當我們在處理這些事情的時候
[00:03:22.240 --> 00:03:24.240]  我們一定要問我們自己
[00:03:24.240 --> 00:03:28.240]  我們的屬靈的良心
[00:03:28.240 --> 00:03:30.240]  我們是在想什麼
[00:03:30.240 --> 00:03:31.240]  而不是我們的意見
[00:03:31.240 --> 00:03:34.240]  而不是我們的主張
[00:03:34.240 --> 00:03:35.240]  那麼我們在這裏
[00:03:35.240 --> 00:03:37.240]  講到這些有關善事的事情
[00:03:37.240 --> 00:03:39.240]  比方說不要說謊
[00:03:39.240 --> 00:03:41.240]  不要隨隨便便生氣
[00:03:41.240 --> 00:03:44.240]  然後還有今天我們所要講的偷竊
[00:03:44.240 --> 00:03:46.240]  然後以後我們慢慢會講到的
[00:03:46.240 --> 00:03:47.240]  我們的言語
[00:03:47.240 --> 00:03:49.240]  都不是根據
[00:03:49.240 --> 00:03:51.240]  我們做這些事情
[00:03:51.240 --> 00:03:56.240]  不是因爲社會道德的要求
[00:03:56.240 --> 00:03:57.240]  因爲社會的道德
[00:03:57.240 --> 00:04:00.240]  真的是多元化的
[00:04:00.240 --> 00:04:02.240]  是一個pluralism
[00:04:02.240 --> 00:04:04.240]  那麼我們常常會有不同的意見
[00:04:04.240 --> 00:04:05.240]  所以道德會改變
[00:04:05.240 --> 00:04:07.240]  我們沒有辦法照着這些
[00:04:07.240 --> 00:04:10.240]  我們必須要照着聖經上所教導的
[00:04:10.240 --> 00:04:12.240]  因爲神是永遠不會改變的
[00:04:12.240 --> 00:04:14.240]  主耶穌從昨日今日直到永遠
[00:04:14.240 --> 00:04:15.240]  完全是一樣的
[00:04:15.240 --> 00:04:17.240]  祂不改變的
[00:04:17.240 --> 00:04:18.240]  所以祂告訴我們
[00:04:18.240 --> 00:04:19.240]  所要做的事情
[00:04:19.240 --> 00:04:22.240]  也是不會改變的
[00:04:22.240 --> 00:04:23.240]  所以在今天呢
[00:04:23.240 --> 00:04:25.240]  我在這裏我就花時間
[00:04:25.240 --> 00:04:27.240]  我們先看一下第28節
[00:04:27.240 --> 00:04:29.240]  祂說從前偷竊的
[00:04:29.240 --> 00:04:30.240]  不要再偷
[00:04:30.240 --> 00:04:31.240]  在這裏呢
[00:04:31.240 --> 00:04:32.240]  從祂的保羅寫的用法呢
[00:04:32.240 --> 00:04:34.240]  我們知道祂是講到說
[00:04:34.240 --> 00:04:37.240]  你們從前是習慣上是偷竊的
[00:04:37.240 --> 00:04:39.240]  偷東西的
[00:04:39.240 --> 00:04:41.240]  要停止了
[00:04:41.240 --> 00:04:42.240]  不要再做了
[00:04:42.240 --> 00:04:43.240]  因爲什麼
[00:04:43.240 --> 00:04:44.240]  因爲你已經在主裏面了
[00:04:44.240 --> 00:04:46.240]  因爲你已經在基督裏面
[00:04:46.240 --> 00:04:48.240]  因爲你已經信了主了
[00:04:48.240 --> 00:04:49.240]  那麼接下去
[00:04:49.240 --> 00:04:50.240]  這是一個負面的
[00:04:50.240 --> 00:04:51.240]  對不對
[00:04:51.240 --> 00:04:52.240]  所以說不要
[00:04:52.240 --> 00:04:53.240]  從前偷竊的
[00:04:53.240 --> 00:04:55.240]  不要再偷了
[00:04:55.240 --> 00:04:56.240]  這就是我們把過去的
[00:04:56.240 --> 00:04:57.240]  舊的
[00:04:57.240 --> 00:04:58.240]  我們把它放下來
[00:04:58.240 --> 00:05:01.240]  脫去我們過去的舊的東西
[00:05:01.240 --> 00:05:03.240]  然後祂說這個新人是照着
[00:05:03.240 --> 00:05:05.240]  祂說總要努力
[00:05:05.240 --> 00:05:07.240]  親手做正經事
[00:05:07.240 --> 00:05:08.240]  這是正面的
[00:05:08.240 --> 00:05:11.240]  接下去
[00:05:11.240 --> 00:05:12.240]  祂說
[00:05:12.240 --> 00:05:15.240]  就可有餘分給那缺少的人
[00:05:15.240 --> 00:05:17.240]  這是原因
[00:05:17.240 --> 00:05:18.240]  這是原因
[00:05:18.240 --> 00:05:21.240]  所以保羅讓我們看見
[00:05:21.240 --> 00:05:22.240]  我們前面看見
[00:05:22.240 --> 00:05:23.240]  爲什麼不要說謊
[00:05:23.240 --> 00:05:24.240]  他有原因的
[00:05:24.240 --> 00:05:26.240]  因爲我們是互相爲肢體
[00:05:26.240 --> 00:05:27.240]  然後他告訴我們
[00:05:27.240 --> 00:05:28.240]  生其不可以犯罪
[00:05:28.240 --> 00:05:29.240]  不可含怒到日落
[00:05:29.240 --> 00:05:31.240]  也不可給魔鬼留地步
[00:05:31.240 --> 00:05:32.240]  爲什麼
[00:05:32.240 --> 00:05:33.240]  因爲仍然還是
[00:05:33.240 --> 00:05:36.240]  我們是彼此互相爲肢體
[00:05:36.240 --> 00:05:40.240]  我們在主裏面是合而爲一的
[00:05:40.240 --> 00:05:41.240]  好
[00:05:41.240 --> 00:05:42.240]  那麼今天呢
[00:05:42.240 --> 00:05:44.240]  他還是講一個負面的
[00:05:44.240 --> 00:05:45.240]  從前偷竊的
[00:05:45.240 --> 00:05:46.240]  不要再偷了
[00:05:46.240 --> 00:05:47.240]  總要勞力
[00:05:47.240 --> 00:05:49.240]  這裏面有幾件事情
[00:05:49.240 --> 00:05:51.240]  總要是經常的
[00:05:51.240 --> 00:05:53.240]  你常常的要做這件事情
[00:05:53.240 --> 00:05:56.240]  勞力
[00:05:56.240 --> 00:05:58.240]  保羅他的意思就是說
[00:05:58.240 --> 00:05:59.240]  你要做到很累
[00:05:59.240 --> 00:06:00.240]  做到累
[00:06:00.240 --> 00:06:01.240]  這就是真的是我們說
[00:06:01.240 --> 00:06:03.240]  我們基督徒在這個世界上
[00:06:03.240 --> 00:06:04.240]  這裏面就講到
[00:06:04.240 --> 00:06:05.240]  我們工作的心態
[00:06:05.240 --> 00:06:07.240]  我們對工作的態度
[00:06:07.240 --> 00:06:09.240]  我們對做事的態度
[00:06:09.240 --> 00:06:11.240]  我們真的是要很努力的
[00:06:11.240 --> 00:06:13.240]  人家偷懶我不偷懶
[00:06:13.240 --> 00:06:16.240]  人家推脫我不推脫的
[00:06:16.240 --> 00:06:17.240]  就是好好的去做
[00:06:17.240 --> 00:06:19.240]  真的是辛勤的去做
[00:06:19.240 --> 00:06:20.240]  不管人家怎麼看
[00:06:20.240 --> 00:06:22.240]  不管人家怎麼想
[00:06:22.240 --> 00:06:27.240]  親手親手做正經事
[00:06:27.240 --> 00:06:29.240]  保羅在這裏就是告訴他們
[00:06:29.240 --> 00:06:31.240]  你從前偷竊的不要再偷了
[00:06:31.240 --> 00:06:32.240]  在那個時候很可能有人
[00:06:32.240 --> 00:06:34.240]  真的是常常偷人家的東西
[00:06:34.240 --> 00:06:36.240]  那麼要找一份工作
[00:06:36.240 --> 00:06:37.240]  正經的工作
[00:06:37.240 --> 00:06:38.240]  正當的工作
[00:06:38.240 --> 00:06:40.240]  那麼好好的去做
[00:06:40.240 --> 00:06:42.240]  努力的去做
[00:06:42.240 --> 00:06:45.240]  基督徒應該在工作的職場裏面
[00:06:45.240 --> 00:06:51.240]  應該是一個非常非常讓人喜歡的
[00:06:51.240 --> 00:06:53.240]  我們叫做employee
[00:06:53.240 --> 00:06:55.240]  真的是人家會很喜歡你
[00:06:55.240 --> 00:06:56.240]  爲什麼
[00:06:56.240 --> 00:06:58.240]  因爲你照着聖經上看的話
[00:06:58.240 --> 00:06:59.240]  你必須是勞力
[00:06:59.240 --> 00:07:01.240]  而且是親手做正經事
[00:07:01.240 --> 00:07:02.240]  然後最後呢
[00:07:02.240 --> 00:07:04.240]  他說就可有餘
[00:07:04.240 --> 00:07:07.240]  分給那些缺少的人
[00:07:07.240 --> 00:07:09.240]  這是我們對工作的態度
[00:07:09.240 --> 00:07:10.240]  我們常常很多時候
[00:07:10.240 --> 00:07:11.240]  我們覺得說這是我的
[00:07:11.240 --> 00:07:12.240]  所以我做任何事情
