
[00:00:00.000 --> 00:00:01.440]  我叫黃克勤
[00:00:01.440 --> 00:00:04.280]  是教會牧師
[00:00:04.280 --> 00:00:07.320]  今天剛剛來到
[00:00:07.320 --> 00:00:10.880]  今天晚上在這個敬拜聚會裡面
[00:00:10.880 --> 00:00:13.160]  讓我們一起將榮耀歸給主
[00:00:13.160 --> 00:00:17.480]  今晚我向大家介紹我的好朋友
[00:00:17.480 --> 00:00:19.160]  大家同行了很多年
[00:00:19.160 --> 00:00:21.160]  就是易小玲姐妹
[00:00:21.160 --> 00:00:24.920]  大家都知道她在很多年前
[00:00:24.920 --> 00:00:28.120]  有馬尼拉人質事件的經歷
[00:00:28.120 --> 00:00:29.400]  很特別
[00:00:29.400 --> 00:00:33.560]  在那裡她再重新經歷
[00:00:33.560 --> 00:00:39.320]  當時是由她小時候就聽過的主耶穌
[00:00:39.320 --> 00:00:42.320]  不過那時候在這個災難裡面
[00:00:42.320 --> 00:00:46.040]  她真的經歷到親眼見到主耶穌
[00:00:46.040 --> 00:00:47.280]  將時間交給她
[00:00:47.280 --> 00:00:53.080]  然後我才到最後再整合
[00:01:00.280 --> 00:01:05.240]  弟兄姊妹 至禮平安
[00:01:05.240 --> 00:01:08.680]  很感恩 站在這裡講這個見證
[00:01:08.680 --> 00:01:10.600]  其實我沒發生事之前
[00:01:10.600 --> 00:01:12.400]  我是不信耶穌的
[00:01:12.400 --> 00:01:14.600]  我覺得這個世界這麼大
[00:01:14.600 --> 00:01:16.560]  沒有可能只有耶穌
[00:01:16.560 --> 00:01:18.240]  我什麼時候都拜
[00:01:18.240 --> 00:01:19.800]  如果今年我犯太歲
[00:01:19.800 --> 00:01:21.920]  我一定要去洩太歲
[00:01:21.920 --> 00:01:27.600]  連生日晚一定要去紅磡公園了謝父
[00:01:27.600 --> 00:01:30.880]  都想拜了神 多謝神庇佑
[00:01:30.880 --> 00:01:33.600]  我媽媽信了很多年
[00:01:33.600 --> 00:01:36.720]  我四個的時候就信了
[00:01:36.720 --> 00:01:38.000]  她每天都在求
[00:01:38.000 --> 00:01:40.200]  她老公信 求子女信
[00:01:40.200 --> 00:01:43.400]  我們每個人都覺得她神經病
[00:01:43.400 --> 00:01:46.000]  信耶穌不用吃飯嗎
[00:01:46.000 --> 00:01:49.920]  有一次我兒子發高燒
[00:01:49.920 --> 00:01:51.040]  我跟媽媽說
[00:01:51.040 --> 00:01:53.680]  你在家 我帶兒子去看醫生
[00:01:53.680 --> 00:01:55.680]  她說等一下 我先幫你禱告
[00:01:55.680 --> 00:01:56.640]  我說你傻的
[00:01:56.640 --> 00:01:58.440]  我兒子都死了還要禱告
[00:01:58.440 --> 00:02:00.520]  我馬上罵她
[00:02:00.520 --> 00:02:03.680]  是2010年8月23日
[00:02:03.680 --> 00:02:07.640]  跟當時的男朋友去那邊旅行
[00:02:07.640 --> 00:02:10.040]  那一刻就被人綁架
[00:02:10.040 --> 00:02:13.200]  但我以前拜過 整天都沒出來
[00:02:13.200 --> 00:02:15.880]  就是我媽媽拜過主耶穌
[00:02:15.880 --> 00:02:16.800]  就出來了
[00:02:16.800 --> 00:02:18.880]  因為我媽媽經常禱告完
[00:02:18.880 --> 00:02:21.080]  她就講一段主禱文
[00:02:21.080 --> 00:02:22.320]  我們就是天上的父
[00:02:22.320 --> 00:02:24.000]  不停地講了很多年
[00:02:24.000 --> 00:02:25.120]  我沒講過的
[00:02:25.120 --> 00:02:26.640]  我經常聽她講
[00:02:26.640 --> 00:02:29.000]  但那一刻一直不斷地講出來
[00:02:29.000 --> 00:02:30.520]  講了11個小時
[00:02:30.520 --> 00:02:34.200]  我就跟主耶穌說
[00:02:34.200 --> 00:02:36.320]  主耶穌 你是我媽媽的神
[00:02:36.320 --> 00:02:37.840]  如果祢是真的
[00:02:37.840 --> 00:02:40.400]  我就希望祢幫我渡過這個難關
[00:02:40.400 --> 00:02:44.240]  我就跟從祢 相信祢
[00:02:44.240 --> 00:02:51.280]  到六點多的時候就中槍了
[00:02:51.280 --> 00:02:53.520]  那個槍手第一槍是打領隊
[00:02:53.520 --> 00:02:54.640]  第二槍是打我的
[00:02:54.640 --> 00:02:57.880]  打過來的時候
[00:02:57.880 --> 00:03:01.440]  自己是佔不到椅子的位置
[00:03:01.440 --> 00:03:05.880]  就坐在那裡
[00:03:05.880 --> 00:03:07.360]  很迷糊之間
[00:03:07.360 --> 00:03:09.640]  我就去到一個很光很光的房間裏面
[00:03:09.640 --> 00:03:13.080]  那個房間打過來裏面很多人
[00:03:13.080 --> 00:03:14.400]  裏面甚麼都沒有
[00:03:14.400 --> 00:03:17.560]  只是一個穿著白袍的男人
[00:03:17.560 --> 00:03:20.080]  對著我站在角落
[00:03:20.080 --> 00:03:21.800]  我就問他是誰
[00:03:21.800 --> 00:03:23.080]  他說我是你的神
[00:03:23.080 --> 00:03:24.560]  你要堅持下去
[00:03:24.560 --> 00:03:26.640]  就講了這句話
[00:03:26.640 --> 00:03:28.560]  我的意思是慢慢回來
[00:03:28.560 --> 00:03:31.200]  他就知道自己沒有死
[00:03:31.200 --> 00:03:32.960]  我沒有死 槍手也沒有死
[00:03:32.960 --> 00:03:34.840]  他就不停地走來走去
[00:03:34.840 --> 00:03:37.600]  我就說主耶穌 怎麼辦呢
[00:03:37.600 --> 00:03:40.480]  我說你千萬不要讓他聽到我的心跳
[00:03:40.480 --> 00:03:44.480]  因為那個車廂裏面是很安靜的
[00:03:44.480 --> 00:03:47.800]  只是聽到那個槍在咚咚咚咚
[00:03:47.800 --> 00:03:51.680]  那個槍手的腳在發生
[00:03:51.680 --> 00:03:53.800]  我說如果他聽到我的心跳聲
[00:03:53.800 --> 00:03:55.600]  他捕捉到我的槍我就死了
[00:03:55.600 --> 00:03:57.840]  因為當時我大兒子十三歲
[00:03:57.840 --> 00:03:59.160]  小兒子都兩歲
[00:03:59.160 --> 00:04:00.760]  他爸爸又在車裏
[00:04:00.760 --> 00:04:03.800]  我不知道他爸爸有沒有出事
[00:04:03.800 --> 00:04:05.720]  我就說如果他爸爸死了
[00:04:05.720 --> 00:04:07.000]  我又死了
[00:04:07.000 --> 00:04:08.680]  我兒子變成孤兒
[00:04:08.680 --> 00:04:10.480]  我說主耶穌
[00:04:10.480 --> 00:04:12.360]  我又不求臣民八歲
[00:04:12.360 --> 00:04:15.560]  你都要讓我把兒子養大
[00:04:15.560 --> 00:04:17.200]  最起碼養到十八歲
[00:04:17.200 --> 00:04:20.320]  我和我主耶穌這樣去求
[00:04:20.320 --> 00:04:22.920]  我很感謝主
[00:04:22.920 --> 00:04:25.320]  到八點多的時候
[00:04:25.320 --> 00:04:28.080]  外面的警察就打死了那個槍手
[00:04:28.080 --> 00:04:30.840]  他救了我出去的時候
[00:04:30.840 --> 00:04:33.560]  我個人是沒有了知覺
[00:04:33.560 --> 00:04:34.960]  什麼都沒有的
[00:04:34.960 --> 00:04:35.880]  到醫院的時候
[00:04:35.880 --> 00:04:36.920]  我姊姊過來探望我
[00:04:36.920 --> 00:04:40.040]  她說妹妹
[00:04:40.040 --> 00:04:41.080]  其實她不認得我的
[00:04:41.080 --> 00:04:43.240]  她說真的不知道你是我的妹妹
[00:04:43.240 --> 00:04:46.000]  整個豬頭都腫了
[00:04:46.000 --> 00:04:49.680]  她說媽媽帶了一些東西給我讀給你聽
[00:04:49.680 --> 00:04:51.320]  就是帶了一本聖經
[00:04:51.320 --> 00:04:55.640]  講了一個詩詞二十三篇
[00:04:55.640 --> 00:04:59.000]  有一段話一直都鼓勵著我
[00:04:59.000 --> 00:04:59.800]  主耶穌說
[00:04:59.800 --> 00:05:01.960]  我雖然行過死刑的要局
[00:05:01.960 --> 00:05:03.240]  也不怕遭害
[00:05:03.240 --> 00:05:05.560]  因為你與我同在
[00:05:05.560 --> 00:05:07.440]  很感謝主
[00:05:07.440 --> 00:05:10.000]  回來香港之後
[00:05:10.000 --> 00:05:13.400]  在香港衛醫院醫了三年
[00:05:13.400 --> 00:05:18.280]  到中牙那一步
[00:05:18.280 --> 00:05:19.800]  是發生了一點問題
[00:05:19.800 --> 00:05:22.080]  因為那三年我做了很多次手術
[00:05:22.080 --> 00:05:23.440]  我除了做手術
[00:05:23.440 --> 00:05:24.640]  就去回教會
[00:05:24.640 --> 00:05:25.800]  我什麼都不做的
[00:05:25.800 --> 00:05:29.800]  要不跟姊妹去傳一下福音
[00:05:29.800 --> 00:05:35.080]  三年之後手術失敗了
[00:05:35.080 --> 00:05:36.680]  到補牙的那一刻
[00:05:36.680 --> 00:05:37.560]  醫生跟我說
[00:05:37.560 --> 00:05:40.200]  他說腫了一點點
[00:05:40.200 --> 00:05:41.840]  好像那些骨頭不是很好
[00:05:41.840 --> 00:05:43.360]  要多拿一些骨頭給你補
[00:05:43.360 --> 00:05:44.600]  我拿哪一條骨頭呢
[00:05:44.600 --> 00:05:47.360]  他說是你拿盆骨來補
[00:05:47.360 --> 00:05:49.840]  我拿了差不多一條
[00:05:49.840 --> 00:05:50.920]  補完之後
[00:05:50.920 --> 00:05:53.560]  過了一個月左右
[00:05:53.560 --> 00:05:55.360]  這裡很燙很痛
[00:05:55.360 --> 00:05:56.360]  我跟醫生說
[00:05:56.360 --> 00:06:00.240]  醫生為什麼好像很燙
[00:06:00.240 --> 00:06:03.960]  他說看你抽一下有沒有膿
[00:06:03.960 --> 00:06:06.160]  就抽了幾次
[00:06:06.160 --> 00:06:07.320]  都抽了很多
[00:06:07.320 --> 00:06:08.920]  裡面抽 外面抽
[00:06:08.920 --> 00:06:11.440]  抽了一下終於有一天爆了
[00:06:11.440 --> 00:06:12.160]  睡了一覺
[00:06:12.160 --> 00:06:13.960]  突然間這裡爆了一個洞
[00:06:13.960 --> 00:06:15.160]  我很害怕
[00:06:15.160 --> 00:06:16.960]  回到醫院
[00:06:16.960 --> 00:06:18.160]  醫生說這樣不行
[00:06:18.160 --> 00:06:21.880]  現在爆了一個洞怎麼辦
[00:06:21.880 --> 00:06:22.520]  醫生說
[00:06:22.520 --> 00:06:24.360]  那你進醫院檢查吧
[00:06:24.360 --> 00:06:27.400]  一檢查就發現真的沒有瘀蝕
[00:06:27.400 --> 00:06:32.600]  這條骨頭壞死了
[00:06:32.600 --> 00:06:35.920]  還有你三年前那條骨頭都沒有了
[00:06:35.920 --> 00:06:36.960]  我真的都沒有了
[00:06:36.960 --> 00:06:37.840]  那是什麼意思呢
[00:06:37.840 --> 00:06:41.320]  他說真的被這條骨頭清除了
[00:06:41.320 --> 00:06:43.600]  那我手術是不是不成功
[00:06:43.600 --> 00:06:45.360]  他說都不是這樣說的
[00:06:45.360 --> 00:06:47.960]  可以再來一次
[00:06:47.960 --> 00:06:49.560]  那我再來一次
[00:06:49.560 --> 00:06:50.600]  要拿去哪裡呢
[00:06:50.600 --> 00:06:52.960]  他說你右腳已經拿了
[00:06:52.960 --> 00:06:54.560]  現在拿左腳
[00:06:54.560 --> 00:06:56.320]  那如果你左腳失敗了
[00:06:56.320 --> 00:06:57.960]  那就拿去背部
[00:06:57.960 --> 00:07:01.280]  我說這麼輕鬆
[00:07:01.280 --> 00:07:04.480]  會有多少條骨頭給你拿
[00:07:04.480 --> 00:07:06.240]  他說不怕的
[00:07:06.240 --> 00:07:07.280]  每個人都是這樣
[00:07:07.280 --> 00:07:09.400]  很多人要靠近你一個
[00:07:09.400 --> 00:07:11.600]  他說我先想想
[00:07:11.600 --> 00:07:14.280]  那一陣子很不開心
[00:07:14.280 --> 00:07:16.280]  因為回到家
[00:07:16.280 --> 00:07:18.520]  我不喜歡外出
[00:07:18.520 --> 00:07:19.640]  外出的時候
[00:07:19.640 --> 00:07:21.200]  人們都說
[00:07:21.200 --> 00:07:25.360]  聞到籠子很臭
[00:07:25.360 --> 00:07:29.800]  那一刻對神是很
[00:07:29.800 --> 00:07:34.600]  覺得主耶穌救了我的命回來
[00:07:34.600 --> 00:07:38.080]  祢當然希望我做些什麼
[00:07:38.080 --> 00:07:39.680]  但是
[00:07:39.680 --> 00:07:41.720]  為什麼我手術做得這麼辛苦
[00:07:41.720 --> 00:07:44.320]  你都要我失敗呢
[00:07:44.320 --> 00:07:46.800]  我想過是不是你放棄了我呢
[00:07:46.800 --> 00:07:48.280]  那你放棄我
[00:07:48.280 --> 00:07:49.560]  那我也放棄你
[00:07:49.560 --> 00:07:52.800]  那我就不回教會了
[00:07:52.800 --> 00:07:53.760]  等著美國來看我
[00:07:53.760 --> 00:07:54.960]  我就不理他了
[00:07:54.960 --> 00:07:57.600]  我就說不要來了
[00:07:57.600 --> 00:07:59.960]  一陣子已經臭到你了
[00:07:59.960 --> 00:08:02.400]  他說你不回教會
[00:08:02.400 --> 00:08:03.600]  那你有沒有看聖經
[00:08:03.600 --> 00:08:04.720]  我說不看
[00:08:04.720 --> 00:08:06.640]  我說不想
[00:08:06.640 --> 00:08:07.960]  什麼都不想做
[00:08:07.960 --> 00:08:10.840]  就想拿在家裡
[00:08:10.840 --> 00:08:12.760]  媽媽也很心痛
[00:08:12.760 --> 00:08:15.680]  因為媽媽的信心很大
[00:08:15.680 --> 00:08:18.120]  她跟我說
[00:08:18.120 --> 00:08:18.760]  女兒
[00:08:18.760 --> 00:08:22.960]  妳知道妳的命是主耶穌救回來的
[00:08:22.960 --> 00:08:25.640]  她說妳在菲律賓生日生日
[00:08:25.640 --> 00:08:26.840]  6個月在這裡
[00:08:26.840 --> 00:08:28.920]  跟著禱告生日生日
[00:08:28.920 --> 00:08:30.120]  跟主耶穌說
[00:08:30.120 --> 00:08:31.680]  祂說主耶穌
[00:08:31.680 --> 00:08:32.920]  子女是祢賜的產業
[00:08:32.920 --> 00:08:34.320]  我希望妳無奈
[00:08:34.320 --> 00:08:38.520]  她說妳的命不是幸運的
[00:08:38.520 --> 00:08:40.040]  是主耶穌給的
[00:08:40.040 --> 00:08:41.320]  我知道
[00:08:41.320 --> 00:08:44.240]  因為我在當中也見證了主耶穌
[00:08:44.240 --> 00:08:46.240]  我知道
[00:08:46.240 --> 00:08:49.960]  雖然媽媽對我這麼好
[00:08:49.960 --> 00:08:51.520]  對主耶穌信心這麼大
[00:08:51.520 --> 00:08:53.960]  但那一刻我都不相信祂了
[00:08:53.960 --> 00:08:57.400]  我不願意相信祂了
[00:08:57.400 --> 00:08:59.240]  教會的姐妹就說
[00:08:59.240 --> 00:09:00.760]  那怎麼辦呢
[00:09:00.760 --> 00:09:02.360]  不如就這樣上去看祂
[00:09:02.360 --> 00:09:03.440]  不要跟祂說了
[00:09:03.440 --> 00:09:04.960]  就上到我家裡
[00:09:04.960 --> 00:09:05.760]  她說
[00:09:05.760 --> 00:09:06.760]  妳不喜歡看聖經
[00:09:06.760 --> 00:09:09.480]  我拿些很輕鬆的書給妳看
[00:09:09.480 --> 00:09:13.240]  看見妳悶了
[00:09:13.240 --> 00:09:15.480]  真的太悶了
[00:09:15.480 --> 00:09:16.480]  真的老人家看
[00:09:16.480 --> 00:09:17.840]  看完有一段話
[00:09:17.840 --> 00:09:18.760]  主耶穌說得很好
[00:09:18.760 --> 00:09:20.360]  祂說
[00:09:20.360 --> 00:09:23.600]  其實有些事不是主耶穌不給你的
[00:09:23.600 --> 00:09:26.120]  是你要不停地去求
[00:09:26.120 --> 00:09:28.160]  我真的求了一次
[00:09:28.160 --> 00:09:29.520]  我覺得主耶穌聽到
[00:09:29.520 --> 00:09:31.960]  我就不用求第二次了
[00:09:31.960 --> 00:09:33.120]  知道自己錯了
[00:09:33.120 --> 00:09:34.960]  其實主耶穌不是主耶穌錯
[00:09:34.960 --> 00:09:35.960]  就跟媽媽說
[00:09:35.960 --> 00:09:39.520]  媽媽跟我一起禱告
[00:09:39.520 --> 00:09:41.200]  我跟主耶穌人錯了
[00:09:41.200 --> 00:09:44.000]  那一陣子
[00:09:44.000 --> 00:09:45.080]  因為手術的問題
[00:09:45.080 --> 00:09:46.640]  有官司的問題
[00:09:46.640 --> 00:09:48.760]  都不斷走來走去的
[00:09:48.760 --> 00:09:52.960]  經常都去立法會那裡開會
[00:09:52.960 --> 00:09:54.920]  其中一個
[00:09:54.920 --> 00:09:56.240]  陶謹生議員
[00:09:56.240 --> 00:09:57.120]  他見到
[00:09:57.120 --> 00:10:00.200]  他說 祖靈 妳今天很辛苦
[00:10:00.200 --> 00:10:01.480]  又做不到事
[00:10:01.480 --> 00:10:02.680]  那怎麼辦呢
[00:10:02.680 --> 00:10:05.360]  他說 看有沒有辦法幫到妳
[00:10:05.360 --> 00:10:09.440]  他就找了養和醫院的韋琳醫生
[00:10:09.440 --> 00:10:10.280]  韋琳醫生見到我
[00:10:10.280 --> 00:10:12.080]  她說 我真的幫不到妳
[00:10:12.080 --> 00:10:14.120]  我雖然是醫病後科的專家
[00:10:14.120 --> 00:10:16.520]  但我都幫不到妳
[00:10:16.520 --> 00:10:18.360]  我試試妳去台灣
[00:10:18.360 --> 00:10:20.120]  介紹我去台灣做
[00:10:20.120 --> 00:10:21.720]  去了台灣之後
[00:10:21.720 --> 00:10:24.240]  見到那個韋福泉教授
[00:10:24.240 --> 00:10:24.960]  他就問
[00:10:24.960 --> 00:10:26.480]  他說 妳有沒有信仰
[00:10:26.480 --> 00:10:28.440]  我說有 我是基督徒
[00:10:28.440 --> 00:10:29.480]  哦 妳是基督徒
[00:10:29.480 --> 00:10:31.320]  那這樣吧
[00:10:31.320 --> 00:10:32.560]  給我一個月時間
[00:10:32.560 --> 00:10:33.800]  大家想一想
[00:10:33.800 --> 00:10:35.600]  妳回去求求神
[00:10:35.600 --> 00:10:38.360]  需不需要讓我做
[00:10:38.360 --> 00:10:39.640]  我都要想一想
[00:10:39.640 --> 00:10:41.880]  可不可以幫妳做
[00:10:41.880 --> 00:10:43.960]  今天我回到香港
[00:10:43.960 --> 00:10:45.440]  覺得心裡平安
[00:10:45.440 --> 00:10:47.440]  放手讓他做
[00:10:47.440 --> 00:10:49.120]  今天我就飛過去
[00:10:49.120 --> 00:10:51.560]  其實那一刻
[00:10:51.560 --> 00:10:52.600]  台灣的醫生跟我說
[00:10:52.600 --> 00:10:54.240]  他說做這個手術
[00:10:54.240 --> 00:10:57.320]  整個過程需要150萬港幣
[00:10:57.320 --> 00:10:59.280]  妳一定要準備
[00:10:59.280 --> 00:11:01.360]  但那一刻我一分錢都沒有
[00:11:01.360 --> 00:11:02.440]  記者說
[00:11:02.440 --> 00:11:04.640]  小玲 妳想過去做了嗎
[00:11:04.640 --> 00:11:05.480]  我說是的
[00:11:05.480 --> 00:11:06.280]  他說妳有沒有錢
[00:11:06.280 --> 00:11:07.320]  我說沒有
[00:11:07.320 --> 00:11:09.440]  他說那妳有沒有想過
[00:11:09.440 --> 00:11:10.720]  叫人幫妳捐款
[00:11:10.720 --> 00:11:11.320]  我說沒有
[00:11:11.320 --> 00:11:13.200]  我交給我的主耶穌
[00:11:13.200 --> 00:11:15.720]  真的很感謝主
[00:11:15.720 --> 00:11:16.360]  因為主耶穌說
[00:11:16.360 --> 00:11:19.360]  罪人不倫 罪存凡事都倫
[00:11:19.360 --> 00:11:20.280]  前一個星期
[00:11:20.280 --> 00:11:21.440]  我一分錢都沒有
[00:11:21.440 --> 00:11:22.200]  一個星期以後
[00:11:22.200 --> 00:11:23.440]  我飛去台灣
[00:11:23.440 --> 00:11:24.200]  見那個醫生
[00:11:24.200 --> 00:11:25.360]  有一百錢剛剛好
[00:11:25.360 --> 00:11:29.640]  就可以被我治療了
[00:11:29.640 --> 00:11:32.480]  去了台灣 見到那個醫生
[00:11:32.480 --> 00:11:34.360]  醫生說
[00:11:34.360 --> 00:11:35.160]  做手術的時候
[00:11:35.160 --> 00:11:37.400]  他跟我說
[00:11:37.400 --> 00:11:38.520]  不如妳禱告
[00:11:38.520 --> 00:11:42.760]  禱告妳手術成功
[00:11:42.760 --> 00:11:45.560]  我說好啊 禱告
[00:11:45.560 --> 00:11:46.200]  禱告完
[00:11:46.200 --> 00:11:47.800]  其實當時我整整九個月
[00:11:47.800 --> 00:11:49.000]  都吃不到東西
[00:11:49.000 --> 00:11:49.800]  做完之後
[00:11:49.800 --> 00:11:51.640]  醫生下午就過來探望我
[00:11:51.640 --> 00:11:52.760]  他說怎麼樣
[00:11:52.760 --> 00:11:53.480]  妳OK嗎
[00:11:53.480 --> 00:11:55.600]  我說都OK 有一點點痛
[00:11:55.600 --> 00:11:56.880]  他說我幫妳拿點東西出來
[00:11:56.880 --> 00:11:58.040]  就不會那麼痛了
[00:11:58.040 --> 00:12:01.040]  就順便拿了幾條東西出來
[00:12:01.040 --> 00:12:04.040]  他說妳想不想試試吃粥
[00:12:04.040 --> 00:12:05.040]  我說吃粥
[00:12:05.040 --> 00:12:05.920]  我說這麼快
[00:12:05.920 --> 00:12:06.880]  剛剛做完手術就可以吃
[00:12:06.880 --> 00:12:08.240]  就試試看
[00:12:08.240 --> 00:12:10.480]  就買了一些粥給我吃
[00:12:10.480 --> 00:12:11.480]  吃到了
[00:12:11.480 --> 00:12:13.200]  下午他又過來診房
[00:12:13.200 --> 00:12:15.880]  他說吃到東西了
[00:12:15.880 --> 00:12:19.440]  那妳想不想吃雞腿
[00:12:19.440 --> 00:12:22.640]  台灣的雞腿不錯的
[00:12:22.640 --> 00:12:23.640]  我說不是吧
[00:12:23.640 --> 00:12:24.160]  吃雞腿
