
[00:00:00.000 --> 00:00:01.720]  各位電影傳媒平安
[00:00:01.720 --> 00:00:04.840]  很開心我們又一齊來到讀聖經
[00:00:04.840 --> 00:00:08.360]  耶穌教門徒來到祈禱
[00:00:08.360 --> 00:00:11.680]  我們已經來到第三講了
[00:00:11.680 --> 00:00:15.320]  這一講我會給一個題目給他
[00:00:15.320 --> 00:00:20.640]  既然天父都知道我們所祈求的東西
[00:00:20.640 --> 00:00:25.080]  那我們為何還需要祈禱呢?
[00:00:25.080 --> 00:00:30.600]  沒錯我們天父都知道我們的境況
[00:00:30.600 --> 00:00:36.040]  但是我們仍然需要從我們的口講出來
[00:00:36.040 --> 00:00:40.280]  向天父發出一個呼求
[00:00:40.280 --> 00:00:42.480]  譬如好像一個爸爸
[00:00:42.480 --> 00:00:47.840]  他帶那些小朋友去一個遊樂場那裏玩
[00:00:47.840 --> 00:00:49.840]  玩了一會兒之後
[00:00:49.840 --> 00:00:53.880]  他就知道他的子女會口渴的了
[00:00:53.880 --> 00:00:55.400]  又想吃東西
[00:00:55.400 --> 00:00:59.600]  剛剛就走過一輛雪糕車那裏
[00:00:59.600 --> 00:01:02.600]  你猜這個爸爸怎樣想呢?
[00:01:02.600 --> 00:01:06.320]  我看看那些子女會不會開聲說
[00:01:06.320 --> 00:01:09.200]  「爸爸!爸爸!我們想吃雪糕啊」
[00:01:09.200 --> 00:01:14.040]  那麼這個爸爸就馬上買雪糕給他們吃
[00:01:14.040 --> 00:01:17.080]  但是如果他的子女都不開聲
[00:01:17.080 --> 00:01:21.360]  那麼你覺得這個爸爸想不想買雪糕給他們吃呢?
[00:01:21.360 --> 00:01:23.360]  本來都想買的
[00:01:23.360 --> 00:01:25.680]  但是突然間你都沒有開聲
[00:01:25.680 --> 00:01:28.360]  那麼為甚麼要買給你吃呢?
[00:01:28.360 --> 00:01:31.200]  所以我們作為一個兒女
[00:01:31.200 --> 00:01:35.520]  突然間雖然天父知道我們一切所需的
[00:01:35.520 --> 00:01:40.400]  但是仍然我們向父發出一個呼求
[00:01:40.400 --> 00:01:44.960]  我們就摸到天父的心意
[00:01:44.960 --> 00:01:49.600]  因為他喜歡和我們聊天
[00:01:49.600 --> 00:01:53.000]  我記得有一位牧師曾經說過
[00:01:53.000 --> 00:01:57.160]  他說當神創造阿當的時候
[00:01:57.160 --> 00:02:02.280]  祂不是想阿當做一個花王
[00:02:02.280 --> 00:02:08.640]  其實神創造阿當是想阿當做祂的朋友
[00:02:08.640 --> 00:02:13.160]  祂喜歡和阿當聊天
[00:02:13.160 --> 00:02:18.440]  原來我們的神很喜歡和祂的兒女聊天
[00:02:18.440 --> 00:02:23.640]  想聽一下我們的心聲、想聽一下我們的傾訴
[00:02:23.640 --> 00:02:29.920]  所以禱告可以說是我們將我們心裏面很多記掛的東西
[00:02:29.920 --> 00:02:33.680]  我們的掙扎、我們一些很徬徨的東西
[00:02:33.680 --> 00:02:35.600]  我們一些很憂慮的東西
[00:02:35.600 --> 00:02:40.560]  我們寫下來到主的面前
[00:02:40.560 --> 00:02:45.520]  我很喜歡聽麥熙真牧師講道
[00:02:45.520 --> 00:02:49.360]  記得有一次他說一個這樣的例子
