
[00:00:00.000 --> 00:00:02.160]  各位同僧姊妹讓我們聽上帝的說話
[00:00:02.160 --> 00:00:03.680]  以示我們同心去禱告
[00:00:03.680 --> 00:00:08.480]  願意姐妹讓我們聽神道之前先禱告
[00:00:08.480 --> 00:00:11.000]  護士多謝您讓我們能夠再次回來
[00:00:11.000 --> 00:00:13.800]  一起去研讀
[00:00:13.800 --> 00:00:16.840]  默想領受主尼的說話
[00:00:16.840 --> 00:00:18.080]  求您的幫助
[00:00:18.080 --> 00:00:24.480]  讓聖靈在當中將主耶穌當日的獨生兒子
[00:00:24.480 --> 00:00:27.040]  所作的事所作成的功夫
[00:00:27.040 --> 00:00:31.840]  如何在使徒身上發揮功效的過程
[00:00:31.840 --> 00:00:33.760]  成為我們今天的學習
[00:00:33.760 --> 00:00:36.960]  讓我們能夠藉著您的說話
[00:00:36.960 --> 00:00:38.360]  能夠兼顧我們的心
[00:00:38.360 --> 00:00:41.960]  如何將福音傳開給更多人認識
[00:00:41.960 --> 00:00:45.280]  讓您的真道也都活化在人的面前
[00:00:45.280 --> 00:00:46.560]  親愛的恩主感謝您
[00:00:46.560 --> 00:00:49.880]  讓我們今天能夠再次來到您的跟前
[00:00:49.880 --> 00:00:51.920]  能夠一起去研讀
[00:00:51.920 --> 00:00:55.680]  默想領受主尼的教訓
[00:00:55.680 --> 00:00:57.360]  我們再次謝謝您
[00:00:57.360 --> 00:00:59.160]  您拆開了您的獨生兒子
[00:00:59.160 --> 00:01:01.360]  耶穌所請求的救恩
[00:01:01.360 --> 00:01:05.480]  怎麼樣在事業的這些門徒的身上
[00:01:05.480 --> 00:01:07.880]  他們怎麼樣做成主尼的工作
[00:01:07.880 --> 00:01:08.880]  把福音
[00:01:08.880 --> 00:01:12.640]  把神裡的話語活活地活出來
[00:01:12.640 --> 00:01:13.840]  求您的幫助
[00:01:13.840 --> 00:01:15.800]  讓我們今天同心領受
[00:01:15.800 --> 00:01:17.440]  透過聖靈的引導
[00:01:17.440 --> 00:01:19.680]  全言的衛生在裡面
[00:01:19.680 --> 00:01:22.120]  我們要打開封主耶穌的名球
[00:01:22.120 --> 00:01:25.200]  Amen
[00:01:25.200 --> 00:01:28.480]  基督徒有很多美麗的誤會
[00:01:28.480 --> 00:01:30.800]  基督徒有很多美麗的誤會
[00:01:30.800 --> 00:01:33.240]  特別在神學院的時候
[00:01:33.240 --> 00:01:36.160]  這些美麗的誤會聽得更加多
[00:01:36.160 --> 00:01:38.600]  是不是在神學院裡面
[00:01:38.600 --> 00:01:40.600]  這些美麗的誤會聽得更多
[00:01:40.600 --> 00:01:43.160]  很多傳道人或者大兄姐妹
[00:01:43.160 --> 00:01:44.720]  去到神學院他們會分享
[00:01:44.720 --> 00:01:47.000]  他說我將來去侍奉主
[00:01:47.000 --> 00:01:49.360]  我想做什麼
[00:01:49.360 --> 00:01:51.360]  很多人學生分享說
[00:01:51.360 --> 00:01:53.600]  將來畢業之後
[00:01:53.600 --> 00:01:55.960]  要去做什麼做什麼
[00:01:55.960 --> 00:01:58.800]  另外有些教會的信徒也這樣看
[00:01:58.800 --> 00:02:00.680]  有些教會的信徒也這樣看
[00:02:00.680 --> 00:02:02.600]  牧師傳道人說到
[00:02:02.600 --> 00:02:03.960]  一定一去到哪裡
[00:02:03.960 --> 00:02:06.000]  很多人會很喜歡聽的
[00:02:06.000 --> 00:02:08.080]  牧師傳的人到哪裡去講道
[00:02:08.080 --> 00:02:09.400]  肯定有很多人會聽
[00:02:09.400 --> 00:02:10.560]  很受歡迎的
[00:02:10.560 --> 00:02:11.800]  很受歡迎
[00:02:11.800 --> 00:02:13.800]  主的道理在教會裡面
[00:02:13.800 --> 00:02:15.440]  會有很多人接受的
[00:02:15.440 --> 00:02:16.880]  主的道理在教會裡面
[00:02:16.880 --> 00:02:18.240]  很多人會接受的
[00:02:18.240 --> 00:02:20.440]  但是事實是不是這樣呢?
[00:02:20.440 --> 00:02:22.160]  但事實上是這樣的嗎?
[00:02:22.160 --> 00:02:24.520]  不少的神學生當他畢業了
[00:02:24.520 --> 00:02:26.800]  正式進入去工場之後
[00:02:26.800 --> 00:02:29.160]  不少的神學生他畢業了之後
[00:02:29.160 --> 00:02:31.400]  進入到侍奉的工作上的時候
[00:02:31.400 --> 00:02:32.680]  就將他們這份
[00:02:32.680 --> 00:02:33.760]  原本在神學院
[00:02:33.760 --> 00:02:36.480]  帶著入神學院那份的幻想
[00:02:36.480 --> 00:02:38.520]  就完全打破了
[00:02:38.520 --> 00:02:40.520]  帶著神學院的那份幻想
[00:02:40.520 --> 00:02:41.920]  就完全打破了
[00:02:41.920 --> 00:02:44.520]  之前以為侍奉怎麼喜樂
[00:02:44.520 --> 00:02:46.880]  以前只想侍奉有多麼喜樂
[00:02:46.880 --> 00:02:48.720]  怎樣蒙主帶領
[00:02:48.720 --> 00:02:50.000]  怎樣的蒙主帶領
[00:02:50.000 --> 00:02:52.440]  弟兄姊妹怎樣去接納主的道理
[00:02:52.440 --> 00:02:55.240]  弟兄姊妹怎樣去接受主的道理
[00:02:55.240 --> 00:02:57.120]  特別是有些老牧者鼓勵人
[00:02:57.120 --> 00:02:58.920]  去奉獻傳道的時候說
[00:02:58.920 --> 00:03:03.520]  侍奉主很有福氣等等的說法
[00:03:03.520 --> 00:03:06.680]  特別是老牧者說侍奉主很有福氣
[00:03:06.680 --> 00:03:09.400]  原來事實卻不是這樣的
[00:03:09.400 --> 00:03:12.840]  事實上侍奉不是這樣
[00:03:12.840 --> 00:03:15.800]  在教會當中
[00:03:15.800 --> 00:03:17.600]  其實真正的侍奉
[00:03:17.600 --> 00:03:18.600]  真正的侍奉
[00:03:18.600 --> 00:03:21.840]  其實充滿了很多的挑戰
[00:03:21.840 --> 00:03:23.080]  充滿了很多的挑戰
[00:03:23.080 --> 00:03:25.520]  以及充滿了很多的困難
[00:03:25.520 --> 00:03:26.960]  充滿了很多的困難
[00:03:26.960 --> 00:03:27.720]  很多的事情
[00:03:27.720 --> 00:03:30.080]  甚至使得傳道人很難
[00:03:30.080 --> 00:03:33.280]  繼續去忠心侍奉主
[00:03:33.280 --> 00:03:37.520]  很多事情讓傳道人很難去忠心的侍奉主
[00:03:37.520 --> 00:03:39.200]  而且這些甚至可能是
[00:03:39.200 --> 00:03:42.520]  甚至可以將他們推離開侍奉
[00:03:42.520 --> 00:03:45.320]  那個其中一個試探
[00:03:45.320 --> 00:03:46.840]  試驗的一個時刻
[00:03:46.840 --> 00:03:50.520]  可能會將他們推離侍奉的一個時刻
[00:03:50.520 --> 00:03:52.080]  這件事叫什麼呢?
[00:03:52.080 --> 00:03:53.080]  這樣的是什麼呢?
[00:03:53.080 --> 00:03:54.400]  就叫做嫉妒
[00:03:54.400 --> 00:03:56.040]  這樣的就是嫉妒
[00:03:56.040 --> 00:03:57.400]  在聖經裡面
[00:03:57.400 --> 00:03:59.920]  特別我們所看的《仕途行傳》當中
[00:03:59.920 --> 00:04:02.400]  在聖經當中特別是《使徒行傳》
[00:04:02.400 --> 00:04:04.600]  如果大家細心去看的時候
[00:04:04.600 --> 00:04:06.240]  應該不難發現
[00:04:06.240 --> 00:04:08.320]  如果大家仔細看不難發現
[00:04:08.320 --> 00:04:09.760]  在《仕途行傳》裡面
[00:04:09.760 --> 00:04:11.840]  我們越來越見到很多的
[00:04:11.840 --> 00:04:14.560]  是因為利益上面的衝突
[00:04:14.560 --> 00:04:18.080]  而造成很多的挑戰和困難
[00:04:18.080 --> 00:04:22.160]  在《使徒行傳》裡面很多利益出了衝突
[00:04:22.160 --> 00:04:24.840]  我要講得清楚一點的是
[00:04:24.840 --> 00:04:26.400]  這些什麼利益呢?
[00:04:26.400 --> 00:04:27.720]  有些什麼樣的利益呢?
[00:04:27.720 --> 00:04:30.320]  我不是指傳道人想要的利益
[00:04:30.320 --> 00:04:32.320]  不只是傳道人他所有的利益
[00:04:32.320 --> 00:04:35.800]  而是當傳道人將道傳開的時候
[00:04:35.800 --> 00:04:37.840]  當傳道人將道傳開的時候
[00:04:37.840 --> 00:04:41.080]  有一些人的利益受損了
[00:04:41.080 --> 00:04:42.720]  有些人的利益受損了
[00:04:42.720 --> 00:04:45.240]  在第16章裡面我們已經看過了
[00:04:45.240 --> 00:04:46.680]  在第16章我們看到了
[00:04:46.680 --> 00:04:50.520]  曾經有一個侍女她被一些鬼附在她身上
[00:04:50.520 --> 00:04:52.440]  可以說是發異能的
[00:04:52.440 --> 00:04:55.360]  有一個侍女她被鬼附身
[00:04:55.360 --> 00:04:56.320]  她可以發異能
[00:04:56.320 --> 00:04:59.600]  於是乎她的主人就怎樣利用她
[00:04:59.600 --> 00:05:02.560]  透過她去詐騙很多的人
[00:05:02.560 --> 00:05:04.800]  她的主人就利用她
[00:05:04.800 --> 00:05:05.840]  詐騙了很多的人
[00:05:05.840 --> 00:05:08.320]  又怎樣得到很多財力
[00:05:08.320 --> 00:05:09.400]  得到了很多財力
[00:05:09.400 --> 00:05:11.320]  但當主的道傳開
[00:05:11.320 --> 00:05:12.440]  當主道傳開
[00:05:12.440 --> 00:05:15.040]  當人歸回到上帝裡面的時候
[00:05:15.040 --> 00:05:16.480]  人歸回上帝的時候
[00:05:16.480 --> 00:05:18.640]  這些人不會因此而高興的
[00:05:18.640 --> 00:05:19.880]  這些人不會高興的
[00:05:19.880 --> 00:05:23.960]  這些人只會看到自己的利益受到虧損
[00:05:23.960 --> 00:05:26.480]  這些人只看到自己的利益受到虧損
[00:05:26.480 --> 00:05:29.160]  而嫉妒的心就會顯現出來了
[00:05:29.160 --> 00:05:30.760]  嫉妒的心就顯示出來
[00:05:30.760 --> 00:05:31.880]  有些人甚至覺得
[00:05:31.880 --> 00:05:34.760]  某一個人他的道被接受的時候
[00:05:34.760 --> 00:05:35.840]  有些人會嫌他們
[00:05:35.840 --> 00:05:36.960]  我的道會顯示出來
[00:05:36.960 --> 00:05:39.160]  那就是要別人不跟隨我了
[00:05:39.160 --> 00:05:40.880]  就是讓人不跟隨我了
[00:05:40.880 --> 00:05:43.280]  這時候我又會產生嫉妒了
[00:05:43.280 --> 00:05:44.920]  這樣的時候我又會產生嫉妒
[00:05:44.920 --> 00:05:48.680]  所以利益和嫉妒其實是首牽首兩樣的東西
[00:05:48.680 --> 00:05:52.080]  利益和嫉妒是手牽手的兩樣
[00:05:52.080 --> 00:05:55.440]  是經常發生在傳道的過程當中
[00:05:55.440 --> 00:05:57.160]  經常發生在傳道當中
[00:05:57.160 --> 00:05:58.880]  我看到這裡的弟兄姐妹以為
[00:05:58.880 --> 00:06:00.880]  就是發生在傳道人身上
[00:06:00.880 --> 00:06:02.080]  所以跟我沒什麼關係了
[00:06:02.080 --> 00:06:03.760]  今天的堂道我可以不聽了
[00:06:03.760 --> 00:06:05.880]  有些弟兄姐妹可能認為
[00:06:05.880 --> 00:06:07.880]  這些事情發生在傳道人身上
[00:06:07.880 --> 00:06:09.120]  可能跟我沒有關係
[00:06:09.120 --> 00:06:09.880]  可以不聽了
[00:06:09.880 --> 00:06:11.360]  但是弟兄姐妹你不要忘記
[00:06:11.360 --> 00:06:15.560]  傳福音是你們每一個信徒的責任
[00:06:15.560 --> 00:06:17.520]  傳福音是每一個信徒的責任
[00:06:17.520 --> 00:06:20.320]  也是我們做傳道人應有的責任
[00:06:20.320 --> 00:06:22.320]  也是傳道人應有的責任
[00:06:22.320 --> 00:06:25.160]  所以有些事情當發生在傳道人身上的時候
[00:06:25.160 --> 00:06:29.240]  就同樣都是發生在你身上的
[00:06:29.240 --> 00:06:30.560]  同樣也發生在你身上
[00:06:30.560 --> 00:06:33.360]  只不過層次、層面不同而已
[00:06:33.360 --> 00:06:35.080]  只是層次、層面不一樣
[00:06:35.080 --> 00:06:37.560]  有時候當你活出主的道理的時候
[00:06:37.560 --> 00:06:40.160]  當你活出主道理的時候 人可能不喜歡
[00:06:40.160 --> 00:06:42.160]  人可能不喜歡 不中聽
[00:06:42.160 --> 00:06:43.960]  不喜歡聽 覺得你妨礙他
[00:06:43.960 --> 00:06:45.960]  以為自己阻礙他
[00:06:45.960 --> 00:06:47.960]  使得他不能夠去發揮
[00:06:47.960 --> 00:06:49.960]  使他不能有所作為
[00:06:49.960 --> 00:06:50.960]  於是乎怎麼樣?
[00:06:50.960 --> 00:06:54.560]  於是就怎樣呢? 就會恨惡你
[00:06:54.560 --> 00:06:57.960]  所以我跟弟兄姐妹都分享過好幾次了
[00:06:57.960 --> 00:06:59.960]  我曾經分享過很多次了
[00:06:59.960 --> 00:07:01.160]  我們做基督徒
[00:07:01.160 --> 00:07:03.160]  作為基督徒 盡責去做事
[00:07:03.160 --> 00:07:05.360]  盡責去做事 有時候有些事情沒做完
[00:07:05.360 --> 00:07:07.160]  有些事情沒做完 加班做的
[00:07:07.160 --> 00:07:11.760]  有些懶惰的同事就會不喜歡了
