
[00:00:00.000 --> 00:00:01.520]  我們一起討告先,好嗎?
[00:00:01.520 --> 00:00:04.720]  天父我們感謝祢,也讓我們一起回到經拜的裡面
[00:00:04.720 --> 00:00:08.520]  讓我們親近主,也讓聖靈在我們當中
[00:00:08.520 --> 00:00:12.080]  去幫助我們,讓我們的心被祢感動
[00:00:12.080 --> 00:00:16.480]  讓我們耳朵能夠聽得明白,也讓我們經歷到祢
[00:00:16.480 --> 00:00:19.640]  聽我們同心合意的禱告,奉教主耶穌基督的名
[00:00:19.640 --> 00:00:20.840]  是吧?
[00:00:20.840 --> 00:00:24.320]  好,今天我們有一個主題目,就是講愛
[00:00:24.320 --> 00:00:26.560]  為什麼會講愛呢?很簡單
[00:00:26.560 --> 00:00:29.800]  因為剛剛這個星期五,就是1111
[00:00:29.800 --> 00:00:33.320]  那1111大家知不知道是什麼來的?
[00:00:33.320 --> 00:00:35.760]  即是那個是什麼字帶我們叫?
[00:00:35.760 --> 00:00:39.840]  啊,真是大家都已經回歸了,好像,OK
[00:00:39.840 --> 00:00:44.200]  我星期六就聽到他們說,啊,是購物節,哈哈哈
[00:00:44.200 --> 00:00:47.080]  是的,即是自從這個
[00:00:47.080 --> 00:00:49.320]  你問我小時候,是沒有1111的,OK
[00:00:49.320 --> 00:00:50.680]  我們就很少提這件事
[00:00:50.680 --> 00:00:54.560]  但是後來,我想大約二十年前,開始就有這個名詞
[00:00:54.560 --> 00:00:57.040]  然後由於新媒體是更加發達
[00:00:57.040 --> 00:00:59.720]  我們知道世界各地的點頭,特別是國內是怎樣
[00:00:59.720 --> 00:01:01.400]  所以大家都說得對
[00:01:01.400 --> 00:01:05.680]  國內就是稱1111為「光棍節」
[00:01:05.680 --> 00:01:07.360]  其實初初我們「光棍」的字
[00:01:07.360 --> 00:01:10.360]  是我們香港人聽,以為那些騙錢、賺錢的
[00:01:10.360 --> 00:01:12.600]  那些才叫「光棍」,原來不是的
[00:01:12.600 --> 00:01:15.520]  「光棍」的意思就是說,你是單身的
[00:01:15.520 --> 00:01:17.760]  你看到很多他們的宣傳都是
[00:01:17.760 --> 00:01:19.880]  「我單身,我自豪」
[00:01:19.880 --> 00:01:23.440]  「我單身,我很開心」,那些這樣的狀態
[00:01:23.440 --> 00:01:25.040]  大家明白吧
[00:01:25.040 --> 00:01:27.640]  要清潔香港,運動周圍貼著的時候
[00:01:27.640 --> 00:01:31.760]  證明香港不太清潔,你明白我的意思嗎
[00:01:31.760 --> 00:01:34.560]  因為看這些口號,你就會明白背後的意思
[00:01:34.560 --> 00:01:37.040]  因此我找了幾張這些照片
[00:01:37.040 --> 00:01:39.200]  你看到大部分形容
[00:01:39.200 --> 00:01:41.840]  「光棍節」就算他說「我自豪」也好
[00:01:41.840 --> 00:01:44.320]  他們的樣子是怎樣的
[00:01:44.320 --> 00:01:47.440]  有些哭的樣子,即是不太開心的樣子
[00:01:47.440 --> 00:01:49.160]  如果這麼自豪,應該開心
[00:01:49.160 --> 00:01:51.400]  而很多漫畫裡面畫的也好
[00:01:51.400 --> 00:01:54.360]  「1111」是一個單身的字
[00:01:54.360 --> 00:01:57.240]  為的士就是頂著那些懶恩愛的
[00:01:57.240 --> 00:02:00.720]  但是,骨子裡面,心底裡面
[00:02:00.720 --> 00:02:07.960]  原來每一個人都好像在孤島上
[00:02:07.960 --> 00:02:10.600]  但是,都是想甚麼
[00:02:10.600 --> 00:02:14.960]  都是想找到一個盤子
[00:02:14.960 --> 00:02:16.920]  簡單來說,有人陪伴
[00:02:16.920 --> 00:02:18.160]  始終是一件好事
[00:02:18.160 --> 00:02:20.800]  所以,整個節日買東西、送東西
[00:02:20.800 --> 00:02:21.960]  或者表達一下
[00:02:21.960 --> 00:02:23.600]  為甚麼說「我單身」呢
[00:02:23.600 --> 00:02:26.400]  就是說「I am available」的意思
[00:02:26.400 --> 00:02:27.640]  而香港呢
[00:02:27.640 --> 00:02:31.400]  你問我們大概在甚麼狀態之下說「1111」
[00:02:31.400 --> 00:02:35.680]  以及在教會的回應也響的
[00:02:35.680 --> 00:02:36.440]  為甚麼這麼說呢
[00:02:36.440 --> 00:02:39.240]  因為香港和台灣
[00:02:39.240 --> 00:02:41.440]  我們「1111」就不是叫「光棍節」
[00:02:41.440 --> 00:02:42.760]  我們叫做甚麼
[00:02:42.760 --> 00:02:45.360]  「夫妻節」,就是另一邊
[00:02:45.360 --> 00:02:47.040]  為甚麼會這樣做呢
[00:02:47.040 --> 00:02:50.920]  原因就是,在過往的日子裡面
[00:02:50.920 --> 00:02:52.640]  雖然香港繁榮發達
[00:02:52.640 --> 00:02:55.120]  但是,我們當是在華人的社會
[00:02:55.120 --> 00:02:56.600]  我們開放到西方的社會
[00:02:56.600 --> 00:02:58.400]  我們就發現很多家庭
[00:02:58.400 --> 00:03:01.560]  其實在西方的所謂自由的戀愛
[00:03:01.560 --> 00:03:03.280]  那種狀態之下
[00:03:03.280 --> 00:03:05.560]  反而不是更加,怎樣說呢
[00:03:05.560 --> 00:03:07.400]  就是更加幸福快樂
[00:03:07.400 --> 00:03:09.720]  以前就是媒人介紹
[00:03:09.720 --> 00:03:11.120]  那你又沒有選擇
[00:03:11.120 --> 00:03:13.840]  原來在自由、戀愛之下的
[00:03:13.840 --> 00:03:14.840]  所謂婚姻家庭
[00:03:14.840 --> 00:03:16.880]  反而不能夠持久
[00:03:16.880 --> 00:03:19.840]  因此,在教會界開始
[00:03:19.840 --> 00:03:21.440]  就因為這個原因
[00:03:21.440 --> 00:03:24.600]  就順水推了一個叫「精結運動」
[00:03:24.600 --> 00:03:29.320]  特別是在向青年人、中學生鼓勵他們
[00:03:29.320 --> 00:03:32.600]  為自己未來的婚姻的幸福
[00:03:32.600 --> 00:03:34.160]  堅守「精結」
[00:03:34.160 --> 00:03:37.240]  好讓你能夠踏進一個
[00:03:37.240 --> 00:03:40.360]  上帝賜福的婚姻裡面
[00:03:40.360 --> 00:03:41.960]  後來一路發展出來
[00:03:41.960 --> 00:03:44.480]  當然就響了幾個口號
[00:03:44.480 --> 00:03:46.040]  就是那些「1111」的字眼
[00:03:46.040 --> 00:03:48.480]  包括了「一夫一妻」、「一男一女」
[00:03:48.480 --> 00:03:49.920]  「一心一意」、「一生一世」
[00:03:49.920 --> 00:03:51.040]  諸如此類
[00:03:51.040 --> 00:03:53.640]  接下來,我們自己最有反應的
[00:03:53.640 --> 00:03:55.760]  因為這些口號一出的時候
[00:03:55.760 --> 00:03:59.680]  當然就會跟另一個婚姻定義
[00:03:59.680 --> 00:04:01.560]  大家的爭拗就出現了很多
[00:04:01.560 --> 00:04:03.000]  究竟是否應該「一夫一妻」
[00:04:03.000 --> 00:04:04.320]  還是「一夫多妻」
[00:04:04.320 --> 00:04:05.680]  還是「一妻多夫」
[00:04:05.680 --> 00:04:07.040]  還是要「一男一女」
[00:04:07.040 --> 00:04:08.560]  可否要「男男」、可否要「女女」
[00:04:08.560 --> 00:04:10.240]  過往那十年
[00:04:10.240 --> 00:04:14.040]  在香港的爭拗都是頗激烈的
[00:04:14.040 --> 00:04:15.560]  其實如果沒有疫情
[00:04:15.560 --> 00:04:18.760]  這件事應該仍然在發酵中
[00:04:18.760 --> 00:04:22.080]  今天我們不處理這些麻煩的議題
[00:04:22.080 --> 00:04:23.760]  但是無論如何
[00:04:23.760 --> 00:04:25.720]  我只敢提出
[00:04:25.720 --> 00:04:29.120]  這個運動在新冠四年之後
[00:04:29.120 --> 00:04:30.760]  是否會繼續出現呢
[00:04:30.760 --> 00:04:32.360]  這裡也不是太小了
[00:04:32.360 --> 00:04:35.080]  我看到很多影視媒都承認了
[00:04:35.080 --> 00:04:36.720]  我坦白跟大家說
[00:04:36.720 --> 00:04:38.240]  其實不用太擔心
[00:04:38.240 --> 00:04:39.480]  這個議題
[00:04:39.480 --> 00:04:41.920]  你好像覺得很緊張
[00:04:41.920 --> 00:04:44.080]  但對於我們這班小朋友
[00:04:44.080 --> 00:04:48.840]  這個絕對不需要討論的議題
[00:04:48.840 --> 00:04:50.280]  成人們,你們想多了
[00:04:50.280 --> 00:04:53.160]  他們都不打算跟你們討論的
[00:04:53.160 --> 00:04:55.800]  他們本身已經再沒有
[00:04:55.800 --> 00:04:57.480]  「一夫一妻」、「一男一女」
[00:04:57.480 --> 00:04:59.880]  這些老土的想法
[00:04:59.880 --> 00:05:01.480]  我喜歡怎樣就怎樣
[00:05:01.480 --> 00:05:02.680]  因為我想人愛
[00:05:02.680 --> 00:05:04.320]  我喜歡我們去做
[00:05:04.320 --> 00:05:07.360]  因此無論你是甚麼取向
[00:05:07.360 --> 00:05:08.720]  你是甚麼態度
[00:05:08.720 --> 00:05:10.360]  你是甚麼主意
[00:05:10.360 --> 00:05:11.720]  你都好
[00:05:11.720 --> 00:05:12.480]  你很有趣的
[00:05:12.480 --> 00:05:15.120]  下面的「1111」
[00:05:15.120 --> 00:05:17.120]  每個人都需要
[00:05:17.120 --> 00:05:18.360]  無論你怎樣選擇
[00:05:18.360 --> 00:05:19.080]  你選擇男人也好
[00:05:19.080 --> 00:05:20.080]  選擇女人也好
[00:05:20.080 --> 00:05:20.720]  選擇老人也好
[00:05:20.720 --> 00:05:22.040]  選擇亂人也好
[00:05:22.040 --> 00:05:23.240]  大家心底裏面
[00:05:23.240 --> 00:05:25.480]  我想說無論甚麼年齡層也好
[00:05:25.480 --> 00:05:26.480]  我們心底裏面
[00:05:26.480 --> 00:05:28.640]  都是希望能夠找到一個
[00:05:28.640 --> 00:05:30.200]  對我一心一意
[00:05:30.200 --> 00:05:31.960]  而且那個關係
[00:05:31.960 --> 00:05:33.920]  是一個長久的關係
[00:05:33.920 --> 00:05:35.440]  差不多我們可以說
[00:05:35.440 --> 00:05:40.080]  這是人類一個終極的渴求
[00:05:40.080 --> 00:05:41.360]  無論歷史怎樣變
[00:05:41.360 --> 00:05:43.360]  無論婚姻制度怎樣變
[00:05:43.360 --> 00:05:44.920]  沒有人不是想找一個
[00:05:44.920 --> 00:05:46.280]  可以一心一意
[00:05:46.280 --> 00:05:48.520]  一生一世的盤
[00:05:48.520 --> 00:05:50.280]  所以現在的「拍拖」已經拍到
[00:05:50.280 --> 00:05:53.360]  幾十歲的劇集都一起拍拖
[00:05:53.360 --> 00:05:56.160]  在這個突然間疫情之後
[00:05:56.160 --> 00:05:58.360]  新冠三年的世代是怎樣的呢
[00:05:58.360 --> 00:06:01.160]  在這個二零二二二年一月出的
[00:06:01.160 --> 00:06:02.280]  很新的
[00:06:02.280 --> 00:06:03.640]  香港的統計預刊裏面
[00:06:03.640 --> 00:06:04.280]  提了幾件事
[00:06:04.280 --> 00:06:06.640]  我都值得大家去反思的
[00:06:06.640 --> 00:06:08.160]  特別我們今天說婚姻的問題
[00:06:08.160 --> 00:06:09.520]  說愛的問題
[00:06:09.520 --> 00:06:12.040]  原來在這段時間的發展
[00:06:12.040 --> 00:06:15.760]  香港人已經是越來越遲婚
[00:06:15.760 --> 00:06:17.040]  一九年的統計
[00:06:17.040 --> 00:06:20.920]  男孩二十九點一歲就會結婚
[00:06:20.920 --> 00:06:22.800]  女孩就二十六點二歲
[00:06:22.800 --> 00:06:25.480]  所以記不記得當年
[00:06:25.480 --> 00:06:28.280]  三十歲之前要結婚的口號
[00:06:28.280 --> 00:06:29.240]  個個都是這樣
[00:06:29.240 --> 00:06:31.120]  個個二十歲到最後就很改類結婚
[00:06:31.120 --> 00:06:32.320]  因為好像這樣
[00:06:32.320 --> 00:06:33.880]  我們就落後得很嚴重
[00:06:33.880 --> 00:06:35.600]  或者沒有人要
[00:06:35.600 --> 00:06:38.120]  但是去到二零二零年
[00:06:38.120 --> 00:06:41.760]  男孩普遍的中位數已經是三十二歲
[00:06:41.760 --> 00:06:42.880]  而女孩
[00:06:42.880 --> 00:06:44.240]  不用說了
[00:06:44.240 --> 00:06:44.800]  正常的
[00:06:44.800 --> 00:06:46.880]  個個都是三十歲之後才結婚的
