
[00:00:00.000 --> 00:00:03.900]  我們開始之先,我們有一個禱告
[00:00:03.900 --> 00:00:06.040]  賜愛天父上帝,我感謝祢
[00:00:06.040 --> 00:00:08.360]  感謝祢,我們在香港不同的教會
[00:00:08.360 --> 00:00:09.940]  我們在這個時段裡面
[00:00:09.940 --> 00:00:11.520]  我們什麼都不做
[00:00:11.520 --> 00:00:13.340]  我們只是敬拜祢
[00:00:13.340 --> 00:00:15.100]  只是服侍祢
[00:00:15.100 --> 00:00:16.440]  祢祈求祢幫助我們
[00:00:16.440 --> 00:00:17.920]  透過我們這個崇拜
[00:00:17.920 --> 00:00:19.640]  無論每一項的程序
[00:00:19.640 --> 00:00:22.360]  每一首詩歌,每一段經文
[00:00:22.360 --> 00:00:24.660]  讓我們深深感受到
[00:00:24.660 --> 00:00:26.640]  上帝祢要我們同在
[00:00:26.640 --> 00:00:28.400]  我們能夠與祢相遇
[00:00:28.400 --> 00:00:30.400]  生命能夠得改變
[00:00:30.400 --> 00:00:31.940]  能夠得造就
[00:00:31.940 --> 00:00:33.480]  離開這個教堂
[00:00:33.480 --> 00:00:36.320]  我們生命不再一樣
[00:00:36.320 --> 00:00:37.920]  求天父對我們說話
[00:00:37.920 --> 00:00:39.960]  我們感謝主,聽我們祈禱
[00:00:39.960 --> 00:00:41.560]  祈禱奉耶穌基督的名頭
[00:00:41.560 --> 00:00:43.340]  阿們
[00:00:43.340 --> 00:00:45.840]  第一次來到這裡的主要講道
[00:00:45.840 --> 00:00:48.560]  題目有點沉重
[00:00:48.560 --> 00:00:52.200]  「苦難也,不能奪去的盼望」
[00:00:52.200 --> 00:00:55.200]  一聽就心裡沉了一沉
[00:00:55.200 --> 00:00:58.320]  其實我是根據教會給我的經課
[00:00:58.320 --> 00:01:00.200]  貼索羅里加後書一章
[00:01:00.200 --> 00:01:03.840]  一至四節和十一至十二節
[00:01:03.840 --> 00:01:07.240]  設計了我今天的講題
[00:01:07.240 --> 00:01:08.880]  其實這兩段經文
[00:01:08.880 --> 00:01:11.440]  在貼索羅里加後書的第一章
[00:01:11.440 --> 00:01:13.080]  都是兩個祈禱
[00:01:13.080 --> 00:01:15.280]  一個是感恩的祈禱
[00:01:15.280 --> 00:01:19.320]  另一個是祝願的祈禱
[00:01:19.320 --> 00:01:22.120]  今天其實我想做一件事
[00:01:22.120 --> 00:01:24.640]  今天我很想從貼索羅里加教會
[00:01:24.640 --> 00:01:27.200]  又或者保羅社這一封信
[00:01:27.200 --> 00:01:30.320]  我們窺探一下苦難這個課題
[00:01:30.320 --> 00:01:32.200]  究竟有些什麼因素
[00:01:32.200 --> 00:01:37.280]  讓信徒在苦難當中仍然站立得穩
[00:01:37.280 --> 00:01:38.520]  我重複多一次
[00:01:38.520 --> 00:01:40.520]  今天只是一個訊息
[00:01:40.520 --> 00:01:42.280]  究竟有些什麼因素
[00:01:42.280 --> 00:01:45.760]  讓信徒在世要經歷這些苦難
[00:01:45.760 --> 00:01:50.240]  而經歷這些苦難仍然站立得穩
[00:01:50.240 --> 00:01:51.600]  所以我邀請弟兄姊妹
[00:01:51.600 --> 00:01:53.240]  待會你聽過的過程
[00:01:53.240 --> 00:01:56.560]  你聽到哪一句上帝提醒你的話
[00:01:56.560 --> 00:01:59.640]  第一件事收在心底裡
[00:01:59.640 --> 00:02:01.960]  拿了些東西回家
[00:02:01.960 --> 00:02:03.440]  要開展這個題目
[00:02:03.440 --> 00:02:05.720]  我不得不簡介一下
[00:02:05.720 --> 00:02:08.280]  貼索羅里加教會是一間什麼教會
[00:02:08.280 --> 00:02:09.640]  我不知道各位弟兄姊妹
[00:02:09.640 --> 00:02:12.000]  對這間教會有多認識
[00:02:12.000 --> 00:02:14.720]  在貼索羅里加的前書後書
[00:02:14.720 --> 00:02:16.640]  保羅一共寫了兩封信
[00:02:16.640 --> 00:02:18.840]  給貼索羅里加教會的信徒
[00:02:18.840 --> 00:02:22.200]  其實都讚到他們不得了
[00:02:22.200 --> 00:02:24.440]  貼索羅里加教會是第一世紀
[00:02:24.440 --> 00:02:27.320]  馬其頓山最大的城市
[00:02:27.320 --> 00:02:27.800]  不是教會
[00:02:27.800 --> 00:02:29.280]  貼索羅里加這個城市
[00:02:29.280 --> 00:02:31.120]  是一個最大的城市
[00:02:31.120 --> 00:02:33.680]  其實保羅有一隊宣教團隊
[00:02:33.680 --> 00:02:37.360]  包括保羅、西賴和提摩泰
[00:02:37.360 --> 00:02:39.120]  三大巨頭
[00:02:39.120 --> 00:02:41.960]  其實他們在第二次宣教旅程裡
[00:02:41.960 --> 00:02:44.480]  他們本來在肥臘比這個地方
[00:02:44.480 --> 00:02:46.840]  不過因為又被人反對
[00:02:46.840 --> 00:02:48.520]  又扔石頭
[00:02:48.520 --> 00:02:50.400]  他們被迫離開
[00:02:50.400 --> 00:02:54.960]  一走就走到貼索羅里加這個城市
[00:02:54.960 --> 00:02:56.120]  在這個城市裡
[00:02:56.120 --> 00:02:58.720]  他們都沒有怎樣聽過福音
[00:02:58.720 --> 00:03:02.760]  保羅就用了三個安息日
[00:03:02.760 --> 00:03:04.640]  不夠一個月的時間
[00:03:04.640 --> 00:03:06.640]  就在貼索羅里加這個城市
[00:03:06.640 --> 00:03:10.600]  開始傳福音
[00:03:10.600 --> 00:03:12.920]  當初這三個星期
[00:03:12.920 --> 00:03:14.680]  簡直是不得了
[00:03:14.680 --> 00:03:16.960]  日子雖然很短
[00:03:16.960 --> 00:03:19.720]  但發揮了很大的影響力
[00:03:19.720 --> 00:03:22.840]  很多外邦人聽到基督的信仰
[00:03:22.840 --> 00:03:24.600]  非常驚喜
[00:03:24.600 --> 00:03:26.760]  馬上就信主
[00:03:26.760 --> 00:03:29.840]  其實很可能這些外邦人
[00:03:29.840 --> 00:03:32.560]  對於那些可能敬拜偶像
[00:03:32.560 --> 00:03:34.560]  又或者很腐敗的道德生活
[00:03:34.560 --> 00:03:36.960]  都非常厭倦
[00:03:36.960 --> 00:03:39.120]  他們很欣賞猶太教
[00:03:39.120 --> 00:03:41.120]  他們獨一真神的敬拜
[00:03:41.120 --> 00:03:42.800]  又或者很欣賞猶太人
[00:03:42.800 --> 00:03:45.520]  他們那種道德標準
[00:03:45.520 --> 00:03:48.400]  但他們要進入猶太教是相當困難的
[00:03:48.400 --> 00:03:50.200]  很多禮儀要做的
[00:03:50.200 --> 00:03:52.200]  不是每個人都能進入的
[00:03:52.200 --> 00:03:55.000]  所以耶穌基督是主
[00:03:55.000 --> 00:03:56.320]  基督這個道理
[00:03:56.320 --> 00:03:57.800]  基督這個福音
[00:03:57.800 --> 00:03:59.880]  令他們非常驚喜
[00:03:59.880 --> 00:04:04.240]  很多外邦人都信了耶穌
[00:04:04.240 --> 00:04:05.720]  不過很可惜
[00:04:05.720 --> 00:04:07.600]  這三個星期的裡面
[00:04:07.600 --> 00:04:10.440]  有一班人看不順眼
[00:04:10.440 --> 00:04:12.080]  這班人就是猶太人
[00:04:12.080 --> 00:04:14.040]  這個保羅
[00:04:14.040 --> 00:04:15.520]  帶了一隊團隊
[00:04:15.520 --> 00:04:16.920]  這麼大的影響力
[00:04:16.920 --> 00:04:20.160]  令他們感受到威脅
[00:04:20.160 --> 00:04:21.400]  所以在這三個星期裡面
[00:04:21.400 --> 00:04:23.960]  他們做了些什麼呢?
[00:04:23.960 --> 00:04:26.320]  他們不是迫迫保羅
[00:04:26.320 --> 00:04:29.000]  他們是迫迫收留保羅的弟兄
[00:04:29.000 --> 00:04:30.880]  叫做耶穌
[00:04:30.880 --> 00:04:31.680]  就告他
[00:04:31.680 --> 00:04:32.320]  我不是告保羅
[00:04:32.320 --> 00:04:33.720]  我告他
[00:04:33.720 --> 00:04:36.080]  告他什麼呢?
[00:04:36.080 --> 00:04:37.680]  反凱撒
[00:04:37.680 --> 00:04:41.480]  說他反對這個皇帝
[00:04:41.480 --> 00:04:45.360]  默謀這個叛變
[00:04:45.360 --> 00:04:49.920]  於是保羅不得不要離開
[00:04:49.920 --> 00:04:54.240]  帖撒羅里加這個城市
[00:04:54.240 --> 00:04:55.640]  保羅在這個地方
[00:04:55.640 --> 00:04:57.840]  逗留了三個星期
[00:04:57.840 --> 00:04:59.320]  我假設一個信徒
[00:04:59.320 --> 00:05:00.440]  一個外邦人
[00:05:00.440 --> 00:05:01.400]  他一聽
[00:05:01.400 --> 00:05:02.120]  第一次
[00:05:02.120 --> 00:05:03.480]  第一天國安聖日
[00:05:03.480 --> 00:05:05.400]  他已經聽到保羅說的這個好信息
[00:05:05.400 --> 00:05:08.720]  立刻決自信主
[00:05:08.720 --> 00:05:11.040]  但是三個星期的時間這麼短
[00:05:11.040 --> 00:05:13.840]  連成長百貨還不及
[00:05:13.840 --> 00:05:16.760]  其實那個栽培很有限
[00:05:16.760 --> 00:05:19.280]  保羅未來得及建立他們
[00:05:19.280 --> 00:05:20.640]  就要離開了
[00:05:20.640 --> 00:05:22.320]  所以就剩下這一群
[00:05:22.320 --> 00:05:24.800]  好像孤兒仔一樣
[00:05:24.800 --> 00:05:28.120]  他們要獨自面對各種的處境
[00:05:28.120 --> 00:05:29.720]  各種的患難
[00:05:29.720 --> 00:05:31.440]  沒有人供養他
[00:05:31.440 --> 00:05:33.480]  沒有人可以諮詢
[00:05:33.480 --> 00:05:35.000]  沒有人可以幫助他們
[00:05:35.000 --> 00:05:37.840]  他們要自己搞定自己
[00:05:37.840 --> 00:05:38.600]  其實呢
[00:05:38.600 --> 00:05:39.880]  按照常理來說
[00:05:39.880 --> 00:05:41.280]  面對這些處境
[00:05:41.280 --> 00:05:43.320]  我又不是信得很久
[00:05:43.320 --> 00:05:45.120]  只要有人壓迫你
[00:05:45.120 --> 00:05:47.160]  給你一點壓力
[00:05:47.160 --> 00:05:49.920]  放棄基督信仰是非常容易
[00:05:49.920 --> 00:05:51.800]  也非常理所當然
[00:05:51.800 --> 00:05:54.080]  對不對
[00:05:54.080 --> 00:05:55.360]  不過呢
[00:05:55.360 --> 00:05:57.920]  當保羅他憂心忡忡
[00:05:57.920 --> 00:05:58.680]  於是呢
[00:05:58.680 --> 00:06:01.080]  派了他的得力助手提摩太
[00:06:01.080 --> 00:06:02.800]  到貼沙羅尼加這個地方
[00:06:02.800 --> 00:06:04.440]  搜集一下情報
[00:06:04.440 --> 00:06:07.240]  看看這群信徒搞得怎麼樣
[00:06:07.240 --> 00:06:11.760]  得來的消息是令他們相當振奮
[00:06:11.760 --> 00:06:14.880]  他們不單止沒有變節
[00:06:14.880 --> 00:06:16.760]  沒有背棄自己的信仰
[00:06:16.760 --> 00:06:19.480]  而且在大患難當中
[00:06:19.480 --> 00:06:22.960]  仍然做出亮麗的見證
[00:06:22.960 --> 00:06:25.960]  大患難裏面仍然有喜樂
[00:06:25.960 --> 00:06:28.560]  貼沙羅尼加前書一章裏面有說
[00:06:28.560 --> 00:06:30.040]  他們這個亮麗的見證
[00:06:30.040 --> 00:06:31.960]  不單止貼城的人知道
[00:06:31.960 --> 00:06:34.880]  馬其頓周圍的地方
[00:06:34.880 --> 00:06:36.080]  都認得出
[00:06:36.080 --> 00:06:39.760]  貼沙羅尼加教會的信徒非同凡響
[00:06:39.760 --> 00:06:45.560]  患難裏面仍然緊緊地守住這個道
[00:06:45.560 --> 00:06:48.000]  守住這個福音
[00:06:48.000 --> 00:06:50.960]  所以在貼沙羅尼加後書第一章
[00:06:50.960 --> 00:06:53.280]  一開始保羅就這樣說
[00:06:53.280 --> 00:06:54.120]  他說弟兄們
[00:06:54.120 --> 00:06:56.480]  我們該常常為你們感謝神
[00:06:56.480 --> 00:06:58.120]  本是合意的
[00:06:58.120 --> 00:07:01.920]  他說因為你們的信心格外增長
[00:07:01.920 --> 00:07:06.920]  你們眾人彼此相愛的心也都增加
[00:07:06.920 --> 00:07:08.240]  第四節這樣說
[00:07:08.240 --> 00:07:10.720]  所以我們在神的各教會裏面
[00:07:10.720 --> 00:07:13.880]  為你們誇耀
[00:07:13.880 --> 00:07:15.480]  誇獎他們
[00:07:15.480 --> 00:07:17.320]  為他們而驕傲
[00:07:17.320 --> 00:07:20.160]  因為你們在所受的一切壓迫
[00:07:20.160 --> 00:07:21.760]  患難當中
[00:07:21.760 --> 00:07:29.080]  仍然路守著耐心和信心
[00:07:29.080 --> 00:07:32.440]  我其實是中一的時候信耶穌的
[00:07:32.440 --> 00:07:34.360]  我住在屯門住了很久
[00:07:34.360 --> 00:07:35.960]  我在區會學校讀書的
[00:07:35.960 --> 00:07:38.000]  叫學福堂書院
[00:07:38.000 --> 00:07:40.200]  我中一的時候信了耶穌
[00:07:40.200 --> 00:07:41.960]  接著就回屯門堂
[00:07:41.960 --> 00:07:43.280]  所以我個人比較懶
[00:07:43.280 --> 00:07:44.000]  從一而中
[00:07:44.000 --> 00:07:46.040]  由頭到尾都是屯門堂
[00:07:46.040 --> 00:07:49.200]  我記得我那個年代信主
[00:07:49.200 --> 00:07:50.800]  我們通常在團契裏面
[00:07:50.800 --> 00:07:52.240]  都會探討一樣東西
[00:07:52.240 --> 00:07:54.000]  會探討些什麼呢
[00:07:54.000 --> 00:07:57.240]  如果有人拿支槍指著你
[00:07:57.240 --> 00:07:58.640]  你再信耶穌的話
[00:07:58.640 --> 00:08:00.160]  我一槍扒在你那裏
[00:08:00.160 --> 00:08:02.840]  你還信不信
[00:08:02.840 --> 00:08:06.000]  大家團契有沒有探討這些東西的
[00:08:06.000 --> 00:08:07.800]  似乎都沒有
[00:08:07.800 --> 00:08:10.040]  在我那個年代是很流行的
