
[00:00:00.000 --> 00:00:03.000]  好多謝弟兄他們的分享
[00:00:03.000 --> 00:00:05.000]  太太和小朋友一起
[00:00:05.000 --> 00:00:06.000]  小朋友看著爸爸
[00:00:06.000 --> 00:00:08.000]  爸爸就得到鼓勵
[00:00:08.000 --> 00:00:13.000]  亦都可以一齊分享他們很特別的經歷
[00:00:13.000 --> 00:00:15.000]  的確在神的家裏
[00:00:15.000 --> 00:00:18.000]  神賜給我們不單止是一個人
[00:00:18.000 --> 00:00:21.000]  神是拯救了一個群體
[00:00:21.000 --> 00:00:24.000]  神定義是讓我們之間可以彼此扶持
[00:00:24.000 --> 00:00:26.000]  彼此關心
[00:00:26.000 --> 00:00:27.000]  一起成長
[00:00:27.000 --> 00:00:30.000]  所以都開心見到
[00:00:30.000 --> 00:00:31.000]  好多夫婦團契裏面
[00:00:31.000 --> 00:00:34.000]  有好多同事有Avana
[00:00:34.000 --> 00:00:37.000]  亦都讓小朋友同事在當中可以得到照顧
[00:00:37.000 --> 00:00:39.000]  彼此亦都有一種的支援
[00:00:39.000 --> 00:00:41.000]  來去參與團契
[00:00:41.000 --> 00:00:42.000]  剛才有提及到
[00:00:42.000 --> 00:00:46.000]  我們在今年提入小組團契年的一對對戀
[00:00:46.000 --> 00:00:48.000]  剛剛昨晚有一個團契
[00:00:48.000 --> 00:00:51.000]  他們四十週年的晚宴
[00:00:51.000 --> 00:00:53.000]  他們將一對對戀
[00:00:53.000 --> 00:00:55.000]  剪了一個個字
[00:00:55.000 --> 00:00:57.000]  然後將它砌出來
[00:00:57.000 --> 00:01:00.000]  發覺很多人都砌不到
[00:01:00.000 --> 00:01:03.000]  你每個主日都對著它
[00:01:03.000 --> 00:01:08.000]  有些人將個「是」放在「見」那裏
[00:01:08.000 --> 00:01:12.000]  「見」又放在「是」那裏
[00:01:12.000 --> 00:01:14.000]  不如你今天讀一次
[00:01:14.000 --> 00:01:16.000]  下次你玩這個遊戲的時候
[00:01:16.000 --> 00:01:18.000]  你一定可以放在合適的位置
[00:01:18.000 --> 00:01:19.000]  預備
[00:01:19.000 --> 00:01:20.000]  一、二、三
[00:01:20.000 --> 00:01:27.000]  互為肢體見主愛 彼此造就是一家
[00:01:27.000 --> 00:01:30.000]  互為肢體你見到主的愛
[00:01:30.000 --> 00:01:32.000]  和你的弟兄姊妹一同明白
[00:01:32.000 --> 00:01:36.000]  基督的愛是何等長闊高深
[00:01:36.000 --> 00:01:38.000]  是在那個肢體關係當中
[00:01:38.000 --> 00:01:40.000]  你會更清楚地見到
[00:01:40.000 --> 00:01:42.000]  經歷到
[00:01:42.000 --> 00:01:44.000]  亦都在彼此造就的時候
[00:01:44.000 --> 00:01:49.000]  是真的實現那種家的真實的關係
[00:01:49.000 --> 00:01:51.000]  感謝神大給我們有團契
[00:01:51.000 --> 00:01:53.000]  給我們有弟兄姊妹
[00:01:53.000 --> 00:01:56.000]  我們都在當中一同領受
[00:01:56.000 --> 00:01:58.000]  大家再一起同心再祈禱
[00:01:58.000 --> 00:02:05.000]  我們再將這段時間交給主
[00:02:05.000 --> 00:02:08.000]  主我們再一次感謝祢
[00:02:08.000 --> 00:02:11.000]  主願祢賜給我們弟兄姊妹
[00:02:11.000 --> 00:02:13.000]  主我們真是弟兄姊妹
[00:02:13.000 --> 00:02:17.000]  因為我們都以祢為我們的父親
[00:02:17.000 --> 00:02:19.000]  我們何等蒙恩
[00:02:19.000 --> 00:02:21.000]  被稱為神的兒女
[00:02:21.000 --> 00:02:23.000]  與我們確實有兒女的身份
[00:02:23.000 --> 00:02:26.000]  亦有弟兄姊妹的身份
[00:02:26.000 --> 00:02:28.000]  主我們感謝祢
[00:02:28.000 --> 00:02:31.000]  很多時候祢會透過弟兄姊妹
[00:02:31.000 --> 00:02:33.000]  來祝福我們
[00:02:33.000 --> 00:02:36.000]  我們有很多自己的不足、軟弱
[00:02:36.000 --> 00:02:39.000]  但主祢透過身邊的人
[00:02:39.000 --> 00:02:41.000]  成為了我們生命的激勵
[00:02:41.000 --> 00:02:43.000]  成為我們的幫助
[00:02:43.000 --> 00:02:45.000]  今次我們到祢面前
[00:02:45.000 --> 00:02:47.000]  再次為祢所賜
[00:02:47.000 --> 00:02:49.000]  我們的團契生活感謝祢
[00:02:49.000 --> 00:02:52.000]  也在主的面前仰望恩主
[00:02:52.000 --> 00:02:54.000]  繼續來幫助我們
[00:02:54.000 --> 00:02:59.000]  學習去愛、學習去關懷、學習去付出
[00:02:59.000 --> 00:03:02.000]  讓我們在團契小組的生活當中
[00:03:02.000 --> 00:03:04.000]  主我們能夠討祢的喜悅
[00:03:04.000 --> 00:03:06.000]  更能夠按照祢的吩咐
[00:03:06.000 --> 00:03:09.000]  行出祢喜悅的事
[00:03:09.000 --> 00:03:11.000]  主我們現今打開聖經
[00:03:11.000 --> 00:03:13.000]  思想祢的說話
[00:03:13.000 --> 00:03:15.000]  教出祢的聖靈
[00:03:15.000 --> 00:03:17.000]  祢幫我們明白
[00:03:17.000 --> 00:03:20.000]  也讓我們心中有感動
[00:03:20.000 --> 00:03:22.000]  祢也實行出來
[00:03:22.000 --> 00:03:23.000]  我們仰望祈禱
[00:03:23.000 --> 00:03:25.000]  奉耶穌聖名祈求
[00:03:25.000 --> 00:03:27.000]  阿們
[00:03:27.000 --> 00:03:29.000]  我們今天一起思想的是聖經
[00:03:29.000 --> 00:03:31.000]  約翰一書第三章
[00:03:31.000 --> 00:03:34.000]  大家可以再翻開聖經的經文
[00:03:34.000 --> 00:03:42.000]  當我們讀這段聖經的時候
[00:03:42.000 --> 00:03:44.000]  你會察覺到聖經
[00:03:44.000 --> 00:03:51.000]  很直接將信耶穌和彼此相愛連在一起
[00:03:51.000 --> 00:03:54.000]  我們很多時候想到彼此相愛
[00:03:54.000 --> 00:03:59.000]  就會感覺好像有點理想化
[00:03:59.000 --> 00:04:02.000]  怎麼可以彼此相愛
[00:04:02.000 --> 00:04:05.000]  但是聖經就在說
[00:04:05.000 --> 00:04:07.000]  我們能夠信耶穌
[00:04:07.000 --> 00:04:10.000]  是因為聖靈在我們心裡面的工作
[00:04:10.000 --> 00:04:12.000]  正如所說
[00:04:12.000 --> 00:04:14.000]  如果不是被聖靈感動
[00:04:14.000 --> 00:04:18.000]  沒有一個人能夠稱耶穌為主
[00:04:18.000 --> 00:04:19.000]  同樣你會發覺
[00:04:19.000 --> 00:04:22.000]  我們能夠彼此相愛
[00:04:22.000 --> 00:04:25.000]  是因為神賜給我們新的生命
[00:04:25.000 --> 00:04:26.000]  重新的生命
[00:04:26.000 --> 00:04:29.000]  也給我們有能力
[00:04:29.000 --> 00:04:31.000]  能夠去愛
[00:04:31.000 --> 00:04:33.000]  因為聖靈在我們裡面
[00:04:33.000 --> 00:04:38.000]  你和我是可以去愛人的
[00:04:38.000 --> 00:04:41.000]  不是你比別人強一些
[00:04:41.000 --> 00:04:43.000]  而是神在你生命當中
[00:04:43.000 --> 00:04:45.000]  就是這樣來工作
[00:04:45.000 --> 00:04:46.000]  當你讀這段聖經的時候
[00:04:46.000 --> 00:04:48.000]  你會發覺聖經一路說的時候
[00:04:48.000 --> 00:04:53.000]  是說出信耶穌和彼此相愛是一件事
[00:04:53.000 --> 00:04:59.000]  大家先看第三章的二十三節
[00:04:59.000 --> 00:05:02.000]  第三章二十三節
[00:05:02.000 --> 00:05:09.000]  就說到神的命令就是要我們信他的兒子耶穌基督的名
[00:05:09.000 --> 00:05:14.000]  並且照著他的吩咐彼此相愛
[00:05:14.000 --> 00:05:16.000]  提到神的命令
[00:05:16.000 --> 00:05:20.000]  這個命令原來的意思是一個命令
[00:05:20.000 --> 00:05:22.000]  是一個命令
[00:05:22.000 --> 00:05:24.000]  這個命令沒錯有兩部分
[00:05:24.000 --> 00:05:27.000]  但是同時是一個命令
[00:05:27.000 --> 00:05:28.000]  第一
[00:05:28.000 --> 00:05:30.000]  就是你和我都經歷過的
[00:05:30.000 --> 00:05:33.000]  第一就是信靠耶穌的命
[00:05:33.000 --> 00:05:36.000]  唯有藉著祂的命我們得到救恩
[00:05:36.000 --> 00:05:39.000]  沒有任何人可以靠著其他的路徑
[00:05:39.000 --> 00:05:41.000]  可以到神那裡
[00:05:41.000 --> 00:05:43.000]  唯有藉著耶穌基督的聖命
[00:05:43.000 --> 00:05:44.000]  第二
[00:05:44.000 --> 00:05:48.000]  你按照祂的吩咐彼此相愛
[00:05:48.000 --> 00:05:52.000]  當你領受神給你重生的生命的時候
[00:05:52.000 --> 00:05:54.000]  你留心聖靈在你裡面
[00:05:54.000 --> 00:05:57.000]  一路來改變你幫助你
[00:05:57.000 --> 00:06:01.000]  以致你能夠愛人
[00:06:01.000 --> 00:06:03.000]  因此你知道這個命令
[00:06:03.000 --> 00:06:06.000]  是帶著能力的命令
[00:06:06.000 --> 00:06:08.000]  我做不過不行
[00:06:08.000 --> 00:06:09.000]  我沒有力量
[00:06:09.000 --> 00:06:12.000]  但當時已經說到神的命令的時候
[00:06:12.000 --> 00:06:14.000]  是同時表達神的能力
[00:06:14.000 --> 00:06:18.000]  在那種豐富的過程當中
[00:06:18.000 --> 00:06:20.000]  加在我們生命裡面
[00:06:20.000 --> 00:06:23.000]  以致我們能夠可以遵行祂的命令
[00:06:23.000 --> 00:06:27.000]  而關鍵的是我們願意去順從
[00:06:27.000 --> 00:06:28.000]  去聽從
[00:06:28.000 --> 00:06:32.000]  因此領受能力可以行出來
[00:06:32.000 --> 00:06:34.000]  當我們這樣去看回
[00:06:34.000 --> 00:06:35.000]  聖經裡面所說
[00:06:35.000 --> 00:06:36.000]  術醫二者的關係的時候
[00:06:36.000 --> 00:06:38.000]  你會看回開始的時候這一段
[00:06:38.000 --> 00:06:40.000]  第十一節
[00:06:40.000 --> 00:06:41.000]  就特別講及到
[00:06:41.000 --> 00:06:43.000]  當我們彼此相愛的時候
[00:06:43.000 --> 00:06:45.000]  神給我們這種吩咐
[00:06:45.000 --> 00:06:47.000]  是叫我們能夠從世界
[00:06:47.000 --> 00:06:49.000]  那種仇殺的狀況
[00:06:49.000 --> 00:06:51.000]  是分別了出來
[00:06:51.000 --> 00:06:53.000]  不單單你信耶穌
[00:06:53.000 --> 00:06:54.000]  從世界分別出來
[00:06:54.000 --> 00:06:58.000]  正因為你領受彼此相愛的生命
[00:06:58.000 --> 00:07:01.000]  你能夠從世界分別出來
[00:07:01.000 --> 00:07:03.000]  所以聖經一開始第十一節就說
[00:07:03.000 --> 00:07:06.000]  我們應當彼此相愛
[00:07:06.000 --> 00:07:10.000]  因為這是你們從起初聽見的訊息
[00:07:10.000 --> 00:07:12.000]  意味著這個訊息
[00:07:12.000 --> 00:07:14.000]  無論在舊約還是新約
[00:07:14.000 --> 00:07:18.000]  神持續不斷地向我們發出來
[00:07:18.000 --> 00:07:21.000]  是不改變的一個訊息
[00:07:21.000 --> 00:07:22.000]  或者說
[00:07:22.000 --> 00:07:25.000]  是我們不可以忽視的訊息
[00:07:25.000 --> 00:07:29.000]  是從始到終一直向我們發出來
[00:07:29.000 --> 00:07:31.000]  這個訊息也告訴我們
[00:07:31.000 --> 00:07:33.000]  要從這個世界分別出來
[00:07:33.000 --> 00:07:35.000]  這個世界是怎樣的呢
[00:07:35.000 --> 00:07:37.000]  聖經下面提到有個人
[00:07:37.000 --> 00:07:40.000]  也可以說是這個世界的
[00:07:40.000 --> 00:07:43.000]  在人類歷史開始的時候
[00:07:43.000 --> 00:07:45.000]  一個典型
[00:07:45.000 --> 00:07:49.000]  或者說一個原來的一個模型
[00:07:49.000 --> 00:07:51.000]  因為他所做的事情
[00:07:51.000 --> 00:07:55.000]  正是將人類社會那種特徵說出來
[00:07:55.000 --> 00:07:57.000]  他做什麼呢
[00:07:57.000 --> 00:07:59.000]  聖經說不要像該人
[00:07:59.000 --> 00:08:02.000]  他是屬於那惡者的
[00:08:02.000 --> 00:08:05.000]  他又殺了自己的弟弟
[00:08:05.000 --> 00:08:06.000]  為什麼殺他呢
[00:08:06.000 --> 00:08:08.000]  因為他自己的行為是惡的
[00:08:08.000 --> 00:08:12.000]  弟弟的行為是義的
[00:08:12.000 --> 00:08:15.000]  竟然殺了自己的兄弟
[00:08:15.000 --> 00:08:18.000]  但是你說什麼原因呢
[00:08:18.000 --> 00:08:21.000]  很多之間的仇恨
[00:08:21.000 --> 00:08:23.000]  沒錯是有仇恨
[00:08:23.000 --> 00:08:26.000]  但是這個仇恨的原因是什麼呢
[00:08:26.000 --> 00:08:29.000]  是因為弟兄是良善的
[00:08:29.000 --> 00:08:31.000]  自己是惡的
[00:08:31.000 --> 00:08:34.000]  是妒忌他給自己良善
[00:08:34.000 --> 00:08:36.000]  妒忌他給自己好
[00:08:36.000 --> 00:08:39.000]  因此不能夠接納他的存在
[00:08:39.000 --> 00:08:43.000]  甚至仇恨他 甚至殺害他
[00:08:43.000 --> 00:08:46.000]  當你看看這裡所講述的情況
[00:08:46.000 --> 00:08:50.000]  妒忌 仇恨 殺害
[00:08:50.000 --> 00:08:52.000]  這個好像一個工程式
[00:08:52.000 --> 00:08:54.000]  正是描述著英國世界
[00:08:54.000 --> 00:08:57.000]  人類社會裡面常常出現的事情
[00:08:57.000 --> 00:09:00.000]  或者說每一天出現的事情
[00:09:00.000 --> 00:09:02.000]  不一定是仇殺
[00:09:02.000 --> 00:09:05.000]  但是背後那種妒忌
[00:09:05.000 --> 00:09:09.000]  那種恨 那種傷害
[00:09:09.000 --> 00:09:12.000]  就是不斷不斷出現
[00:09:12.000 --> 00:09:14.000]  因此個人其實就是
[00:09:14.000 --> 00:09:17.000]  這個世界每一天的狀況
[00:09:17.000 --> 00:09:20.000]  的一種特徵的描寫
[00:09:20.000 --> 00:09:22.000]  所以在這種情況下
[00:09:22.000 --> 00:09:24.000]  你們不要像他們
[00:09:24.000 --> 00:09:26.000]  不要學校這個世界
[00:09:26.000 --> 00:09:27.000]  所以就說
[00:09:27.000 --> 00:09:29.000]  弟兄們世人若恨你們
[00:09:29.000 --> 00:09:31.000]  不要以為稀奇
[00:09:31.000 --> 00:09:33.000]  然後弟兄就再講
[00:09:33.000 --> 00:09:35.000]  我們因為愛弟兄
[00:09:35.000 --> 00:09:41.000]  就知道我們已經出死入生了
[00:09:41.000 --> 00:09:46.000]  大家提到生和死之間的分別
[00:09:46.000 --> 00:09:49.000]  沒錯 過去我們在這個世界裡面
[00:09:49.000 --> 00:09:53.000]  已經見到仇殺 死亡
[00:09:53.000 --> 00:09:55.000]  但是主告訴我們
[00:09:55.000 --> 00:09:57.000]  我賜給你們生命
[00:09:57.000 --> 00:09:59.000]  你們經歷重生
[00:09:59.000 --> 00:10:04.000]  生命變成是愛的生命
[00:10:04.000 --> 00:10:06.000]  生命改變了
[00:10:06.000 --> 00:10:10.000]  而產生了愛的行動
[00:10:10.000 --> 00:10:12.000]  這個愛的行動就證明
[00:10:12.000 --> 00:10:15.000]  你已經離開死亡
[00:10:15.000 --> 00:10:17.000]  離開了人類的那種忌恨
[00:10:17.000 --> 00:10:20.000]  那種仇殺
[00:10:20.000 --> 00:10:21.000]  而聖經就說
[00:10:21.000 --> 00:10:23.000]  他說在這種情況之下
[00:10:23.000 --> 00:10:28.000]  你知道你已經出死入生
[00:10:28.000 --> 00:10:31.000]  耶穌領受生命的重生
[00:10:31.000 --> 00:10:33.000]  你離開死亡
[00:10:33.000 --> 00:10:37.000]  但同時你領受神給你彼此相愛的生命
[00:10:37.000 --> 00:10:39.000]  因此你也和這個世界的
[00:10:39.000 --> 00:10:43.000]  那種仇恨的那種關係分別出來
[00:10:43.000 --> 00:10:47.000]  你同樣是出死入生
[00:10:47.000 --> 00:10:50.000]  透過你自己愛心的生活行為
[00:10:50.000 --> 00:10:53.000]  你證明你已經出死入生
[00:10:53.000 --> 00:10:58.000]  否則聖經說你仍在死中
[00:10:58.000 --> 00:11:01.000]  你說我不知道自己怎樣
[00:11:01.000 --> 00:11:05.000]  我不知道有沒有愛心的行為
[00:11:05.000 --> 00:11:07.000]  頂智慧當你小心留意
[00:11:07.000 --> 00:11:11.000]  你會察覺到生命有很多的轉變
[00:11:11.000 --> 00:11:13.000]  你會察覺到自己裡面
[00:11:13.000 --> 00:11:16.000]  有一種不同的動力出來
[00:11:16.000 --> 00:11:20.000]  以致你察覺到你能夠去愛
[00:11:20.000 --> 00:11:24.000]  可以和世界不同
[00:11:24.000 --> 00:11:26.000]  我常常聽到頂智慧講述
[00:11:26.000 --> 00:11:28.000]  她們的一些生活上的經歷
[00:11:28.000 --> 00:11:29.000]  一位姐妹說到
[00:11:29.000 --> 00:11:32.000]  她和她先生的關係很惡劣
[00:11:32.000 --> 00:11:36.000]  這麼多年很仇恨她的丈夫
[00:11:36.000 --> 00:11:39.000]  仇恨自己的丈夫
[00:11:39.000 --> 00:11:41.000]  然後她說當她信主之後
[00:11:41.000 --> 00:11:44.000]  她覺得自己裡面有一個很大的感動
[00:11:44.000 --> 00:11:46.000]  就是她自己這麼差的人
[00:11:46.000 --> 00:11:49.000]  神都愛她 神都拯救她
[00:11:49.000 --> 00:11:52.000]  因此裡面有一個很大的動機
[00:11:52.000 --> 00:11:54.000]  我都應該愛我丈夫
[00:11:54.000 --> 00:11:59.000]  應該接納他過去對我的那些不適的地方
[00:11:59.000 --> 00:12:02.000]  然後就開始感受到自己的改變
[00:12:02.000 --> 00:12:06.000]  同樣她過去有很多的仇恨
[00:12:06.000 --> 00:12:09.000]  那種情緒就會發洩在女兒身上
[00:12:09.000 --> 00:12:12.000]  所以從小女兒都被她打得很厲害
[00:12:12.000 --> 00:12:16.000]  經常被她責備 被她打
[00:12:16.000 --> 00:12:19.000]  在那段時間她開始看到自己
[00:12:19.000 --> 00:12:20.000]  開始有一種反省
[00:12:20.000 --> 00:12:24.000]  覺得為什麼我要這樣待我的女兒
[00:12:24.000 --> 00:12:28.000]  然後開始她留意自己有一些的改變
[00:12:28.000 --> 00:12:31.000]  以前自己常常出去賭錢
[00:12:31.000 --> 00:12:34.000]  但是她說現在可以不賭了
[00:12:34.000 --> 00:12:40.000]  留下的錢開始知道賣一些禮物送給女兒
[00:12:40.000 --> 00:12:42.000]  有一次女兒突然跟她說
