
[00:00:00.000 --> 00:00:10.080]  請問在座有哪一位是沒有用智能電話的?
[00:00:10.080 --> 00:00:15.620]  很好,有一個舉手
[00:00:15.620 --> 00:00:19.200]  我也認識一個朋友,他跟我說
[00:00:19.200 --> 00:00:23.860]  我是不用智能電話的,你不要WhatsApp我
[00:00:23.860 --> 00:00:27.380]  我不要任何時候都要被人找到我
[00:00:27.380 --> 00:00:30.460]  我不靠那些的,不過他就說
[00:00:30.460 --> 00:00:35.200]  你們用智能電話,我用的是低能電話
[00:00:35.200 --> 00:00:39.640]  其實電話不是低能,只是不是智能
[00:00:39.640 --> 00:00:45.200]  不過最近他也不服了下來
[00:00:45.200 --> 00:00:48.260]  他也要改用智能電話
[00:00:48.260 --> 00:01:01.660]  余全道會否遲些屈服,還是他會堅持到底
[00:01:01.660 --> 00:01:06.580]  今天我們的題目是智能媽媽
[00:01:06.580 --> 00:01:11.460]  媽媽可不可以智能,現在很多東西都用智能
[00:01:11.460 --> 00:01:15.500]  有智能電飯煲,你家裡可能很多東西都轉為智能
[00:01:15.500 --> 00:01:19.160]  那媽媽可不可以智能呢?
[00:01:19.160 --> 00:01:23.480]  我不是說機械人的媽媽
[00:01:23.480 --> 00:01:28.000]  這個智能是有智慧和能力
[00:01:28.000 --> 00:01:32.280]  而不是我們用科技來做一個媽媽出來
[00:01:32.280 --> 00:01:44.340]  最近我接續探訪了幾個初生的嬰兒
[00:01:44.340 --> 00:01:46.340]  即是探望他們的媽媽
[00:01:46.340 --> 00:01:56.980]  這三位媽媽分別有一個是我之前在太古城堂做團契導師時的團友
[00:01:56.980 --> 00:02:02.780]  即是萬安那一輩,比他小一點
[00:02:02.780 --> 00:02:08.820]  另一個是我做社工時在馬可紀念之家的院童
[00:02:08.820 --> 00:02:19.180]  另一個是我在泰國新天之家時在孤兒院裡的女孩子
[00:02:19.180 --> 00:02:25.380]  後面那兩位其實我認識他們時,他們已經是孤兒
[00:02:25.380 --> 00:02:27.700]  父母雙亡了
[00:02:27.700 --> 00:02:30.580]  不過今天他們已經有自己的家庭
[00:02:30.580 --> 00:02:34.220]  自己成為媽媽,他覺得很不簡單
[00:02:34.220 --> 00:02:36.420]  他也有很大的感受
[00:02:36.420 --> 00:02:41.100]  不過當了媽媽後,原來每一個都跟我說
[00:02:41.100 --> 00:02:47.540]  真的很辛苦,睡眠不好,時間打亂了
[00:02:47.540 --> 00:02:51.660]  他的生活節奏,他要掛慮的東西很不同
[00:02:51.660 --> 00:02:55.380]  如果真的有一個智能保母幫忙就好了
[00:02:55.380 --> 00:02:59.620]  不過沒有什麼東西可以代替媽媽
[00:02:59.620 --> 00:03:03.140]  剛才我們讀的經文裡面,已經讀了一次
[00:03:03.140 --> 00:03:05.540]  我想大家都有些印象
[00:03:05.540 --> 00:03:07.980]  我再重溫一下
[00:03:07.980 --> 00:03:15.580]  這位婦人,聖經給了她一個特別的稱呼
[00:03:15.580 --> 00:03:18.620]  就叫她做「才德的婦人」
[00:03:18.620 --> 00:03:27.620]  這位才德的婦人,為什麼可以得到這個才德的稱號呢?
[00:03:27.620 --> 00:03:30.260]  原來她真的很厲害
[00:03:30.260 --> 00:03:37.340]  她照顧她的家人,不單止飲食照顧完
[00:03:37.340 --> 00:03:41.340]  四季衣裳又為他們預備
[00:03:41.340 --> 00:03:46.020]  不單止這樣,她不只是持家有道
[00:03:46.020 --> 00:03:49.420]  她一早就起床,很勤力的
[00:03:49.420 --> 00:03:51.740]  天還沒亮,她就起床了
[00:03:51.740 --> 00:03:55.660]  而經文裡面還說,她的燈是不熄滅的
[00:03:55.660 --> 00:03:57.900]  我相信她不是不睡覺的
[00:03:57.900 --> 00:04:01.100]  代表她很勤力
[00:04:01.100 --> 00:04:06.300]  除了做家務之外,她還投資
[00:04:06.300 --> 00:04:11.020]  她會買地,厲害了
[00:04:11.020 --> 00:04:14.140]  但她又不是一個無良地產商
[00:04:14.140 --> 00:04:17.580]  她買了一些地,賺了一些錢,她怎麼做呢?
[00:04:17.580 --> 00:04:28.020]  她就去買一個葡萄園,搞有機種植
[00:04:28.020 --> 00:04:35.340]  然後當她見到困苦囚犯的人
[00:04:35.340 --> 00:04:36.900]  她就會去救濟
[00:04:36.900 --> 00:04:43.740]  她除了投資專家之外,她還是一個慈善家
[00:04:43.740 --> 00:04:45.180]  不單止這樣
[00:04:45.180 --> 00:04:51.180]  我們很多時候看到,提起一個勞碌勤奮的母親
[00:04:51.180 --> 00:04:54.980]  可能就想,她一定是做到殘廢了
[00:04:54.980 --> 00:05:01.820]  或者有些人用負面的形容詞來形容媽媽或婦女
[00:05:01.820 --> 00:05:04.340]  就說她是旺面婆
[00:05:04.340 --> 00:05:07.020]  這個才德的婦人又怎樣呢?
[00:05:07.020 --> 00:05:13.380]  聖經裡面說她為自己做床毯
[00:05:13.380 --> 00:05:19.380]  她很好的手工,她懂得做衣服
[00:05:19.380 --> 00:05:23.740]  她懂得在很遠的地方買些材料來
[00:05:23.740 --> 00:05:31.020]  由原材料開始做那些產品出來
[00:05:31.020 --> 00:05:35.860]  她就用這些東西為自己做了細麻的衣服
[00:05:35.860 --> 00:05:38.700]  和用紫色布穿的衣服
[00:05:38.700 --> 00:05:42.140]  細麻的衣服和紫色布的衣服
[00:05:42.140 --> 00:05:46.140]  在舊約時代就是有錢人穿的
[00:05:46.140 --> 00:05:47.460]  如果大家去記下
[00:05:47.460 --> 00:05:53.740]  聖經哪裏有講過穿細麻布和紫色布的衣服的人
[00:05:53.740 --> 00:05:55.980]  在新約裏面有一個財主
[00:05:55.980 --> 00:06:01.420]  與拉撒路講話的那個
[00:06:01.420 --> 00:06:03.700]  你如果回去《路加福音》看
[00:06:03.700 --> 00:06:10.260]  他就是穿細麻布和紫色布的衣服的人
[00:06:10.260 --> 00:06:12.260]  其實有錢人才會穿
[00:06:12.260 --> 00:06:16.980]  代表這個婦女不單只照顧家人很好
[00:06:16.980 --> 00:06:18.620]  她也很懂得照顧自己
[00:06:18.620 --> 00:06:23.100]  是一個很平衡生活的婦女
[00:06:23.100 --> 00:06:27.540]  除此之外,她不只是懂得做
[00:06:27.540 --> 00:06:31.300]  有些人很懂得做事,但未必懂得說話
[00:06:31.300 --> 00:06:34.620]  有些人相反,很懂得說話,但不懂得做事
[00:06:34.620 --> 00:06:40.100]  但這個才德婦人,她又懂得說,又懂得做
[00:06:40.100 --> 00:06:46.100]  剛才的經文裏讀,說她口裏面講智慧的說話
[00:06:46.100 --> 00:06:52.940]  她的舌頭所出的就是法則的訓誨
[00:06:52.940 --> 00:06:57.220]  即是其實是在講聖經的說話
[00:06:57.220 --> 00:07:03.100]  是Torah,即是摩西五經裏面的說話
[00:07:03.100 --> 00:07:07.060]  她是用聖經的說話來教訓她的子女
[00:07:07.060 --> 00:07:13.100]  以及用聖經的說話來做原則,來生活的
[00:07:13.100 --> 00:07:19.620]  這個這麼完美的女士
[00:07:19.620 --> 00:07:24.780]  如果你是做媽媽的,你想不想做到她那樣呢?
[00:07:24.780 --> 00:07:29.980]  這樣真的很辛苦,太厲害了,標準太高了
[00:07:29.980 --> 00:07:38.260]  我們就會問,究竟這個才德的婦人是否真有其人?
[00:07:38.260 --> 00:07:41.780]  如果要看是否真有其人的時候
[00:07:41.780 --> 00:07:46.980]  我們要先看看這段聖經裏面的題材是甚麼
[00:07:46.980 --> 00:07:51.860]  其實《針研三十一章》十至三十一節這段經文
[00:07:51.860 --> 00:07:58.940]  是一首詩來的,是一首彌合詩
[00:07:58.940 --> 00:08:02.340]  即是希伯來文的字母詩
[00:08:02.340 --> 00:08:06.500]  根據希伯來文字的字母
[00:08:06.500 --> 00:08:09.140]  由第一個字母到最後一個字母
[00:08:09.140 --> 00:08:11.060]  希伯來文的字母有二十二個
[00:08:11.060 --> 00:08:16.060]  所以每一個字母的第一個字母就第一句
[00:08:16.060 --> 00:08:20.340]  一路這樣排下去,剛剛好二十二節
[00:08:20.340 --> 00:08:22.740]  詩是用來做甚麼的呢?
[00:08:22.740 --> 00:08:28.340]  詩一方面讓人容易去記
[00:08:28.340 --> 00:08:30.740]  甚至他們是用來唱的
[00:08:30.740 --> 00:08:36.540]  到今天,猶太人在安息日過了之後
[00:08:36.540 --> 00:08:39.740]  他們的父親會帶著子女一起唱
[00:08:39.740 --> 00:08:41.740]  《針研三十一章》這一段的詩
[00:08:41.740 --> 00:08:45.540]  用來歌頌他的母親或妻子
[00:08:45.540 --> 00:08:48.260]  詩除了用來幫人容易記之外
[00:08:48.260 --> 00:08:51.740]  另外還有詩裏面的意思要帶出來
[00:08:51.740 --> 00:08:55.140]  所以裏面所講的不是每一句每一樣
[00:08:55.140 --> 00:08:58.740]  一定是反映真實的
[00:08:58.740 --> 00:09:04.340]  除此之外,我想再將《針研》裏面
[00:09:04.340 --> 00:09:07.540]  整卷的結構講甚麼
[00:09:07.540 --> 00:09:10.140]  跟大家講講,你就會更加明白
[00:09:10.140 --> 00:09:14.540]  這一段講財德婦人的聖經
[00:09:14.540 --> 00:09:17.540]  其實是在講甚麼
[00:09:17.540 --> 00:09:24.540]  講到《針研》,大家喜不喜歡看呢?
[00:09:24.540 --> 00:09:27.140]  我在很年青的時候
[00:09:27.140 --> 00:09:31.940]  我的門訓導師教我
[00:09:31.940 --> 00:09:34.740]  《針研》有三十一章
[00:09:34.740 --> 00:09:39.940]  剛好我們可以一天讀一章
[00:09:39.940 --> 00:09:43.340]  一號讀第一章,五號讀第五章
[00:09:43.340 --> 00:09:46.740]  可以循環每一個月讀一次
[00:09:46.740 --> 00:09:49.340]  有些月少了就不要緊
[00:09:49.340 --> 00:09:51.740]  所以三十一章可能讀少一點
[00:09:51.740 --> 00:09:54.940]  不過我真的跟著這樣做
[00:09:54.940 --> 00:09:56.940]  我早上就靈修
[00:09:56.940 --> 00:10:00.140]  晚上,每晚
[00:10:00.140 --> 00:10:02.140]  差不多每晚,未必是每一晚
[00:10:02.140 --> 00:10:04.340]  跟著那天的日子
[00:10:04.340 --> 00:10:06.740]  就會看一篇《針研》
[00:10:06.740 --> 00:10:07.940]  我循環了很多年
[00:10:07.940 --> 00:10:09.940]  不是很多個月,我循環了很多年
[00:10:09.940 --> 00:10:12.540]  所以《針研》是其中一卷
[00:10:12.540 --> 00:10:16.940]  在聖經書卷裏面我看得比較多的一卷書
[00:10:16.940 --> 00:10:19.940]  不過以前我看《針研》
[00:10:19.940 --> 00:10:23.740]  就很喜歡找裏面那些精闢的句子
[00:10:23.740 --> 00:10:26.740]  用來背後做自己的金句
[00:10:26.740 --> 00:10:31.340]  或者跟著它來做我人生的座右銘
[00:10:31.340 --> 00:10:33.140]  譬如有一句就說
[00:10:33.140 --> 00:10:36.940]  智慧人不言語也算為他的聰明
[00:10:36.940 --> 00:10:41.140]  我不是很聰明,少一點說話就好了
[00:10:41.140 --> 00:10:43.740]  這個只是舉個例子
[00:10:43.740 --> 00:10:45.340]  不過後來我才知道
[00:10:45.340 --> 00:10:52.140]  原來《針研》不只是一些名言集
[00:10:52.140 --> 00:10:56.740]  《針研》裏面其實是超過這個意思的
[00:10:56.740 --> 00:11:05.340]  首先我們來看看
[00:11:05.340 --> 00:11:09.940]  《針研》在開始第一章的第二至七節
[00:11:09.940 --> 00:11:18.540]  已經把《針研》裏面寫這卷書的目的講出來了
[00:11:18.540 --> 00:11:24.340]  如果我很簡單地撮要了第二至第七節
[00:11:24.340 --> 00:11:30.740]  即是我的左手邊
[00:11:30.740 --> 00:11:34.540]  《針研》是要使人
[00:11:34.540 --> 00:11:41.540]  曉得智慧、領受智慧、明白智慧的言語
[00:11:41.540 --> 00:11:47.340]  然後最後最重要的
[00:11:47.340 --> 00:11:53.540]  就是知道敬畏耶和華是智慧的開始、智慧的開端
[00:11:53.540 --> 00:11:58.740]  這個是《針研》整本書的目的
[00:11:58.740 --> 00:12:05.940]  接著如果我嘗試把《針研》的結構
[00:12:05.940 --> 00:12:08.540]  很簡單地分為這五部分
[00:12:08.540 --> 00:12:11.140]  剛才說了第一部分
[00:12:11.140 --> 00:12:17.140]  就是引言說《針研》寫作的目的就是要得智慧
[00:12:17.140 --> 00:12:23.740]  而第二部分就好像是《針研》這本書的道論
[00:12:23.740 --> 00:12:25.340]  類似這樣
[00:12:25.340 --> 00:12:32.140]  如果第二部分看了之後就會更容易明白整本書
[00:12:32.140 --> 00:12:36.940]  第二部分在第一章的八至九章
[00:12:36.940 --> 00:12:39.540]  這幾章的聖經裏面
[00:12:39.540 --> 00:12:42.540]  其實可以分為兩件事
[00:12:42.540 --> 00:12:46.540]  第一件事在一至七章裏面
[00:12:46.540 --> 00:12:55.340]  好像是一個父親與兒子的很多訓話
[00:12:55.340 --> 00:13:00.140]  接著就有另外的第八、第九章
[00:13:00.140 --> 00:13:04.140]  就好像智慧變成一個人
[00:13:04.140 --> 00:13:07.540]  智慧自己在說話
[00:13:07.540 --> 00:13:11.340]  然後去到第十至三十章
[00:13:11.340 --> 00:13:16.340]  就是智慧實在是怎樣運用
[00:13:16.340 --> 00:13:20.940]  智慧的教導在日常生活怎樣去應用出來
[00:13:20.940 --> 00:13:24.940]  然後去到最後的一章就分開兩段
[00:13:24.940 --> 00:13:27.340]  之前的一段
[00:13:27.340 --> 00:13:32.740]  就是尼姆伊勒王的媽媽跟他說的話
[00:13:32.740 --> 00:13:37.340]  然後最後就來到今天我們所說的經文
[00:13:37.340 --> 00:13:39.340]  其實是一個總結
[00:13:39.340 --> 00:13:41.340]  整卷針研的總結
[00:13:41.340 --> 00:13:45.340]  就是說得到智慧人生會怎樣呢
[00:13:45.340 --> 00:13:49.340]  就是這個財德婦人的寫照
[00:13:49.340 --> 00:13:52.340]  我們這裡先有一個印象
[00:13:52.340 --> 00:13:56.340]  接著我就和大家去看看剛才我說的
[00:13:56.340 --> 00:14:00.340]  好像針研的悼論的一部分
[00:14:00.340 --> 00:14:06.340]  就是第一章八節至到九章十八節的部分
[00:14:06.340 --> 00:14:09.340]  這個部分第一段就是
[00:14:09.340 --> 00:14:14.340]  有十個慈父和他的兒子的呼籲
[00:14:14.340 --> 00:14:19.340]  這十段話如果你揭開針研來看
[00:14:19.340 --> 00:14:22.340]  每一段的開始就會有兩個字
[00:14:22.340 --> 00:14:26.340]  就是「我而」然後就說了
[00:14:26.340 --> 00:14:31.340]  然後接著就「我而」接著就說了
[00:14:31.340 --> 00:14:34.340]  這裡做爸爸的你會不會有一些
[00:14:34.340 --> 00:14:37.340]  你心裡很覺得要告訴你兒子的話
[00:14:37.340 --> 00:14:39.340]  你會經常重複跟他說的呢
[00:14:39.340 --> 00:14:41.340]  我相信會有的
[00:14:41.340 --> 00:14:44.340]  這裡是一個語重心長的爸爸
[00:14:44.340 --> 00:14:49.340]  不斷跟他的兒子說了十段話
[00:14:49.340 --> 00:14:54.340]  去教他兒子一生人要怎樣走他的人生
[00:14:54.340 --> 00:14:57.340]  有什麼是最重要的
[00:14:57.340 --> 00:15:03.340]  原來在這十段話裡面總結來說
[00:15:03.340 --> 00:15:05.340]  這個慈父的呼籲
[00:15:05.340 --> 00:15:09.340]  是要說出智慧的價值
[00:15:09.340 --> 00:15:13.340]  是值得人拼命地去追尋的
[00:15:13.340 --> 00:15:17.340]  在背後其實他暗喻一件事
[00:15:17.340 --> 00:15:21.340]  他就說在你尋找人生的智慧的時候
[00:15:21.340 --> 00:15:25.340]  其實會有一些引誘引你離開
[00:15:25.340 --> 00:15:32.340]  他就用愛女或者淫婦來代表這些引誘
[00:15:32.340 --> 00:15:44.340]  而他說追求智慧就用了追求一個很好的人生伴侶來做比喻
[00:15:44.340 --> 00:15:50.340]  說完慈父的呼籲之後
[00:15:50.340 --> 00:15:53.340]  去到第八第九章
[00:15:53.340 --> 00:15:59.340]  他就說智慧會在街市發聲
[00:15:59.340 --> 00:16:03.340]  智慧就在城門口呼籲
[00:16:03.340 --> 00:16:05.340]  智慧自己在說話
[00:16:05.340 --> 00:16:07.340]  好像一個人一樣
[00:16:07.340 --> 00:16:11.340]  其實在智慧的呼籲裡面
[00:16:11.340 --> 00:16:14.340]  智慧在說給你聽
[00:16:14.340 --> 00:16:15.340]  他是什麼身份
[00:16:15.340 --> 00:16:19.340]  他不但告訴你智慧的重要
[00:16:19.340 --> 00:16:21.340]  在第八章的時候
[00:16:21.340 --> 00:16:26.340]  我這裡寫了一節出來
[00:16:26.340 --> 00:16:35.340]  他在第八章說出智慧是神創造宇宙的媒介
[00:16:35.340 --> 00:16:39.340]  甚至是神的工程師
[00:16:39.340 --> 00:16:41.340]  這麼說的時候
[00:16:41.340 --> 00:16:45.340]  智慧就跟神有很密切的關係
[00:16:45.340 --> 00:16:53.340]  甚至你可以用智慧跟神做一個等號
[00:16:56.340 --> 00:16:59.340]  其實這是一個以人法的表達
[00:16:59.340 --> 00:17:01.340]  你有時間的時候
[00:17:01.340 --> 00:17:04.340]  才會更詳細去看第八章和第九章
[00:17:04.340 --> 00:17:10.340]  他怎樣去表達智慧
[00:17:10.340 --> 00:17:14.340]  如果有了剛才大概的印象
[00:17:14.340 --> 00:17:17.340]  一章到第九章說什麼的時候
[00:17:17.340 --> 00:17:20.340]  我們就把它變成一個故事
[00:17:20.340 --> 00:17:22.340]  串連下去
[00:17:22.340 --> 00:17:27.340]  一開始說了這本書是要令人得智慧
[00:17:27.340 --> 00:17:37.340]  然後就用一個爸爸教兒子怎樣去找他的人生伴侶
[00:17:37.340 --> 00:17:41.340]  然後就說了智慧的重要
[00:17:41.340 --> 00:17:43.340]  智慧是你要去尋找
[00:17:43.340 --> 00:17:51.340]  而這個智慧其實跟你認識神是很有關係的
[00:17:51.340 --> 00:17:53.340]  去到中間的時候
[00:17:53.340 --> 00:17:55.340]  就說你怎樣實踐這些出來
[00:17:55.340 --> 00:18:00.340]  如果這個兒子聽了爸爸的這個訓誨之後
[00:18:00.340 --> 00:18:05.340]  在他的人生裡面真的選擇智慧的道路
[00:18:05.340 --> 00:18:07.340]  他會怎樣呢
[00:18:07.340 --> 00:18:09.340]  如果你讀《針研》的時候
[00:18:09.340 --> 00:18:11.340]  你就會發覺另外有一個特色
[00:18:11.340 --> 00:18:14.340]  他就很喜歡說有兩種的選擇
