
[00:00:00.000 --> 00:00:02.000]  今日同大家分享呢個題目
[00:00:02.000 --> 00:00:03.200]  我哋讀一次好唔好呀
[00:00:03.200 --> 00:00:04.080]  好長呀
[00:00:04.080 --> 00:00:06.800]  好,預備,1,2,3
[00:00:06.800 --> 00:00:10.800]  今天早上,我再拍師宣導會
[00:00:10.800 --> 00:00:13.600]  決定要起來侍奉神
[00:00:13.600 --> 00:00:17.200]  呢個係咪你喺呢度聽到以嚟最長嘅一個講道題目呀
[00:00:17.200 --> 00:00:21.800]  今天早上,我再拍師宣導會
[00:00:21.800 --> 00:00:24.400]  決定要起來侍奉神
[00:00:24.400 --> 00:00:27.200]  但係我哋會問我
[00:00:27.800 --> 00:00:30.800]  如果你今日仍然未侍奉神嘅時候
[00:00:30.800 --> 00:00:32.800]  問一問自己點解
[00:00:32.800 --> 00:00:36.800]  為什麼你唔起來侍奉神呢?
[00:00:36.800 --> 00:00:39.800]  點解你唔起來侍奉神呢?
[00:00:39.800 --> 00:00:41.800]  我驚囉
[00:00:41.800 --> 00:00:45.800]  我覺得自己冇呢個能力呀
[00:00:45.800 --> 00:00:47.800]  我好忙呀
[00:00:47.800 --> 00:00:52.800]  我都唔知係咪神叫我咁樣去做嘅
[00:00:52.800 --> 00:00:56.800]  呢啲會唔會都係你哋其中一啲嘅原因呢?
[00:00:57.800 --> 00:00:58.800]  其實你諗下
[00:00:58.800 --> 00:01:02.800]  當你驚,或者你覺得忙,覺得自己唔得
[00:01:02.800 --> 00:01:05.800]  又或者唔清楚神嘅心意嘅時候
[00:01:05.800 --> 00:01:09.800]  背後代表緊啲乜嘢呢?
[00:01:09.800 --> 00:01:15.800]  今日,我哋好簡單
[00:01:15.800 --> 00:01:17.800]  我哋好想求神幫助我哋
[00:01:17.800 --> 00:01:19.800]  藉著佢嘅聖經嘅話語
[00:01:19.800 --> 00:01:20.800]  鼓勵我哋
[00:01:20.800 --> 00:01:24.800]  可以完咗今日嘅崇拜之後
[00:01:24.800 --> 00:01:26.800]  人人都願意樂而侍奉神
[00:01:28.800 --> 00:01:30.800]  我哋一齊安靜有個禱告
[00:01:30.800 --> 00:01:37.800]  親愛的天父,我哋求你嘅聖靈
[00:01:37.800 --> 00:01:39.800]  喺我哋心入面去工作
[00:01:39.800 --> 00:01:44.800]  喺我哋呢個聚會嘅地點,呢個聖堂入面去工作
[00:01:44.800 --> 00:01:48.800]  叫到我哋嘅眼目,我哋嘅心
[00:01:48.800 --> 00:01:50.800]  唔係再睇自己
[00:01:50.800 --> 00:01:53.800]  而係要睇十格上面耶穌
[00:01:53.800 --> 00:01:56.800]  你嘅救恩,你嘅愛,你嘅能力
[00:01:57.800 --> 00:01:59.800]  求聖靈你親自提醒我哋
[00:01:59.800 --> 00:02:01.800]  督責我哋,鼓勵我哋
[00:02:01.800 --> 00:02:03.800]  扶持我哋,勉勵我哋
[00:02:03.800 --> 00:02:07.800]  讓我哋經歷不再一樣嘅人生
[00:02:07.800 --> 00:02:10.800]  請我哋祈禱,奉耶穌基督聖名求
[00:02:10.800 --> 00:02:12.800]  阿門
[00:02:12.800 --> 00:02:15.800]  再一次呢,事司祭嘅歷史背景
[00:02:15.800 --> 00:02:19.800]  事司祭不斷講緊好多嘅循環
[00:02:19.800 --> 00:02:21.800]  都係一模一樣嘅循環
[00:02:21.800 --> 00:02:24.800]  就係當以色列人喺太平嘅日子入面
[00:02:24.800 --> 00:02:26.800]  佢哋又忘記咗神
[00:02:27.800 --> 00:02:29.800]  佢哋貪圖自己嘅安樂
[00:02:29.800 --> 00:02:32.800]  亦都犯好多嘅罪,拜其他嘅偶像
[00:02:32.800 --> 00:02:36.800]  神就讓其他嘅外敵去攻擊佢哋
[00:02:36.800 --> 00:02:38.800]  當佢哋知衰
[00:02:38.800 --> 00:02:41.800]  佢哋就轉面求神去幫助
[00:02:41.800 --> 00:02:45.800]  神就興起事司去拯救佢哋
[00:02:45.800 --> 00:02:48.800]  所以今日睇嘅事司係基殿
[00:02:48.800 --> 00:02:51.800]  基殿係事司入面講嘅第五位事司
[00:02:51.800 --> 00:02:54.800]  以色列人喺對上一個事司
[00:02:55.800 --> 00:02:57.800]  波拉同巴拉大令之下
[00:02:57.800 --> 00:03:01.800]  佢哋享受咗四十年嘅太平安樂嘅日子
[00:03:01.800 --> 00:03:04.800]  但係佢哋又拜其他嘅偶像
[00:03:04.800 --> 00:03:07.800]  神就將佢哋放喺米殿人手入面
[00:03:07.800 --> 00:03:09.800]  受苦七年
[00:03:09.800 --> 00:03:12.800]  受咗好多嘅逼迫,好多嘅困苦
[00:03:12.800 --> 00:03:16.800]  然後以色列人向上帝哀求
[00:03:16.800 --> 00:03:19.800]  你睇下神幾好
[00:03:19.800 --> 00:03:21.800]  永遠都係愛佢嘅子民
[00:03:21.800 --> 00:03:23.800]  一哀求嘅時候
[00:03:24.800 --> 00:03:25.800]  神就愛佢哋
[00:03:25.800 --> 00:03:27.800]  為咗佢哋嘅緣故
[00:03:27.800 --> 00:03:30.800]  神就差派使者去搵阿基殿
[00:03:30.800 --> 00:03:33.800]  叫阿基殿作一個事司
[00:03:33.800 --> 00:03:37.800]  大令以色列人去迎戰佢哋嘅敵人米殿
[00:03:37.800 --> 00:03:40.800]  我哋今日睇下
[00:03:40.800 --> 00:03:43.800]  從神同基殿兩個人嘅對話
[00:03:43.800 --> 00:03:45.800]  佢哋嘅相遇
[00:03:45.800 --> 00:03:49.800]  我哋要睇下嗰一個呼召人嘅神
[00:03:49.800 --> 00:03:51.800]  拯救人嘅神
[00:03:52.800 --> 00:03:54.800]  點樣挑戰基殿
[00:03:54.800 --> 00:03:56.800]  大令基殿一步一步咁樣
[00:03:56.800 --> 00:03:59.800]  承擔使命去服侍佢
[00:03:59.800 --> 00:04:02.800]  第一,我哋睇下就係重新肯定
[00:04:02.800 --> 00:04:04.800]  重新肯定
[00:04:04.800 --> 00:04:09.800]  點解基殿佢唔願意或者唔夠膽出嚟侍奉呢
[00:04:09.800 --> 00:04:13.800]  上帝主動去搵阿基殿,你留意
[00:04:13.800 --> 00:04:16.800]  經文入面唔係話基殿去搵神
[00:04:16.800 --> 00:04:19.800]  哎呀,我好想做領袖呀,神呀求你使用我
[00:04:20.800 --> 00:04:23.800]  呢度係神主動去搵阿基殿
[00:04:23.800 --> 00:04:27.800]  起初神就係用一個使者嘅身份一個嘅形式
[00:04:27.800 --> 00:04:30.800]  外表,喺基殿面前去出現
[00:04:30.800 --> 00:04:32.800]  一開始嘅時候
[00:04:32.800 --> 00:04:34.800]  喺第十二節
[00:04:34.800 --> 00:04:36.800]  我哋一齊讀好唔好呀
[00:04:36.800 --> 00:04:39.800]  會唔會細粒咗少少啲字,唔緊要呀,睇到㗎
[00:04:39.800 --> 00:04:41.800]  預備,一二三
[00:04:41.800 --> 00:04:44.800]  耶和華的使者向基殿顯現
[00:04:44.800 --> 00:04:46.800]  對佢說
[00:04:46.800 --> 00:04:48.800]  大能的勇士呀
[00:04:49.800 --> 00:04:50.800]  耶和華與你同在
[00:04:50.800 --> 00:04:52.800]  好,呢度點樣肯定呢
[00:04:52.800 --> 00:04:54.800]  好簡單一句嘅說話啫
[00:04:54.800 --> 00:04:57.800]  大能嘅勇士
[00:04:57.800 --> 00:05:00.800]  一開始嘅時候
[00:05:00.800 --> 00:05:03.800]  神就肯定佢係一個大能嘅勇士
[00:05:03.800 --> 00:05:05.800]  唔單止㗎
[00:05:05.800 --> 00:05:07.800]  第二句就係
[00:05:07.800 --> 00:05:09.800]  耶和華神與你同在
[00:05:09.800 --> 00:05:14.800]  神同在呢個係對於以色列人嚟講係最大最大嘅保證嚟㗎
[00:05:14.800 --> 00:05:18.800]  有啲乜嘢比起神同我哋喺埋一齊更加重要呢
[00:05:19.800 --> 00:05:20.800]  面對千軍萬馬
[00:05:20.800 --> 00:05:22.800]  呢個世界冧落嚟
[00:05:22.800 --> 00:05:24.800]  只要有神同在
[00:05:24.800 --> 00:05:26.800]  乜嘢都唔使驚
[00:05:26.800 --> 00:05:29.800]  所以有呢兩個好重要嘅保證
[00:05:29.800 --> 00:05:33.800]  基殿有兩個疑惑
[00:05:33.800 --> 00:05:35.800]  第一個疑惑
[00:05:35.800 --> 00:05:37.800]  佢成日擔心神唔同佢一齊
[00:05:37.800 --> 00:05:39.800]  第二個疑惑
[00:05:39.800 --> 00:05:42.800]  係十五節嗰度
[00:05:42.800 --> 00:05:44.800]  佢懷疑自己嘅能力
[00:05:44.800 --> 00:05:47.800]  佢係邊一個呢
[00:05:48.800 --> 00:05:50.800]  佢嘅父家係最細最窮
[00:05:50.800 --> 00:05:51.800]  佢亦都係最細
[00:05:51.800 --> 00:05:53.800]  佢有咩能力呢
[00:05:53.800 --> 00:05:55.800]  佢自己都係咁樣睇自己
[00:05:55.800 --> 00:05:57.800]  呢個係佢疑惑嘅
[00:05:57.800 --> 00:05:58.800]  十三節嗰度講話呢
[00:05:58.800 --> 00:06:00.800]  佢哋遭遇咗咁多嘅困難
[00:06:00.800 --> 00:06:02.800]  佢哋嘅族人遭遇咗咁多困難
[00:06:02.800 --> 00:06:03.800]  神喺邊度呀
[00:06:03.800 --> 00:06:05.800]  佢懷疑
[00:06:05.800 --> 00:06:08.800]  究竟神係咪呢一段時間同佢哋喺埋一齊
[00:06:08.800 --> 00:06:12.800]  留意下士思記嘅作者呢
[00:06:12.800 --> 00:06:14.800]  當我哋讀呢段嘅對話嘅時候
[00:06:14.800 --> 00:06:15.800]  好容易你諗返起
[00:06:15.800 --> 00:06:16.800]  一個嘅人物呀
[00:06:17.800 --> 00:06:19.800]  當神呼召嗰個人嘅時候
[00:06:19.800 --> 00:06:21.800]  佢都好多疑惑好多擔心
[00:06:21.800 --> 00:06:23.800]  覺得自己呢樣唔得嗰樣唔得
[00:06:23.800 --> 00:06:26.800]  你都覺得自己口才唔得點去做呀
[00:06:26.800 --> 00:06:28.800]  呢個係
[00:06:28.800 --> 00:06:29.800]  摩西
[00:06:29.800 --> 00:06:31.800]  係呀
[00:06:31.800 --> 00:06:33.800]  神都係咁樣呼召摩西
[00:06:33.800 --> 00:06:35.800]  但係摩西都係好多
[00:06:35.800 --> 00:06:37.800]  藉口
