
[00:00:00.000 --> 00:00:02.940]  今天和大家分享一個題目「喜樂的福音」
[00:00:02.940 --> 00:00:04.980]  有些教會叫「喜樂福音堂」
[00:00:04.980 --> 00:00:07.320]  有聽過嗎 有些叫「平安福音堂」
[00:00:07.320 --> 00:00:10.080]  這個題目沒有甚麼關係的
[00:00:10.080 --> 00:00:12.560]  今天是講「喜樂的福音」
[00:00:12.560 --> 00:00:16.000]  不過首先要區分一下
[00:00:16.000 --> 00:00:18.680]  甚麼是「喜樂」和「快樂」
[00:00:18.680 --> 00:00:23.620]  我想稍微區分一下那個分別
[00:00:23.620 --> 00:00:27.920]  聖經見到比較多講是出現「喜樂」的
[00:00:27.920 --> 00:00:34.560]  用中文這個字「喜樂」去形容一個狀況
[00:00:34.560 --> 00:00:37.320]  我們可能看上去很多時候就當是開心
[00:00:37.320 --> 00:00:42.200]  但其實不是普通的開心這麼簡單
[00:00:42.200 --> 00:00:46.700]  或者我用「開心」和「喜樂」來區分一下
[00:00:46.700 --> 00:00:49.000]  「快樂」好像比較混淆一點
[00:00:49.000 --> 00:00:51.680]  「開心」和「喜樂」
[00:00:51.680 --> 00:00:54.320]  「開心」是一個情緒上面
[00:00:54.320 --> 00:00:59.000]  嘩 有件事發生 嘩 收到一束花很開心
[00:00:59.000 --> 00:01:01.120]  弟兄都喜歡收花的 有些人
[00:01:01.120 --> 00:01:04.560]  嘩 收到一束花很開心
[00:01:04.560 --> 00:01:07.760]  嘩 加薪呀 很開心
[00:01:07.760 --> 00:01:12.380]  一些情緒上面 那一刻很開心
[00:01:12.380 --> 00:01:15.700]  聖經裏面講的「喜樂」是一種素質來的
[00:01:15.700 --> 00:01:18.100]  是一種特質來的
[00:01:18.100 --> 00:01:19.640]  它可能都會表達出來
[00:01:19.640 --> 00:01:26.080]  但是它不單止是一種情緒上的感覺
[00:01:26.080 --> 00:01:27.480]  是一種特質
[00:01:27.480 --> 00:01:30.520]  你看到這個人很開心
[00:01:30.520 --> 00:01:33.400]  因為它裏面有個「喜樂」在
[00:01:33.400 --> 00:01:34.400]  當我這樣講的時候
[00:01:34.400 --> 00:01:36.560]  其實你又再聽多一點那個分別
[00:01:36.560 --> 00:01:40.080]  「開心」是外在的一些刺激
[00:01:40.080 --> 00:01:41.840]  或者外在的一些東西
[00:01:41.840 --> 00:01:43.640]  然後你「react to」
[00:01:43.640 --> 00:01:45.980]  你對那個外在有一個反應
[00:01:45.980 --> 00:01:48.280]  是一種情緒
[00:01:48.280 --> 00:01:50.920]  聖經所講的「喜樂」
[00:01:50.920 --> 00:01:57.400]  是講你裏面湧入出來的
[00:01:57.400 --> 00:02:00.840]  那種的「喜樂」
[00:02:00.840 --> 00:02:07.400]  「開心」是有可能會被人拿走的
[00:02:07.400 --> 00:02:09.000]  就是當一些苦難來的時候
[00:02:09.000 --> 00:02:10.280]  困難來的時候
[00:02:10.280 --> 00:02:11.440]  開心嗎?
[00:02:11.440 --> 00:02:13.840]  嘩 現在減薪
[00:02:13.840 --> 00:02:20.680]  現在有甚麼情況不開心的?
[00:02:20.680 --> 00:02:24.040]  有病啊 或者失戀啊
[00:02:24.040 --> 00:02:26.920]  約了人 接著他不出現
[00:02:26.920 --> 00:02:30.400]  等了一個小時 不開心
[00:02:30.400 --> 00:02:34.400]  但是「喜樂」在困難、在苦難裏面
[00:02:34.400 --> 00:02:39.240]  它依然存在的
[00:02:39.240 --> 00:02:40.680]  分別是這樣的
[00:02:40.680 --> 00:02:45.200]  不是說我被人打了一巴掌 我真的「喜樂」了
[00:02:45.200 --> 00:02:46.520]  不是這樣的
[00:02:46.520 --> 00:02:48.680]  它裏面依然有一種實在感
[00:02:48.680 --> 00:02:49.920]  「喜樂」就是這樣
[00:02:49.920 --> 00:02:51.000]  「開心」就是被人打了一巴掌
[00:02:51.000 --> 00:02:52.440]  當然不開心
[00:02:52.440 --> 00:02:57.640]  但「喜樂」就是它裏面依然有一種實在感
[00:02:57.640 --> 00:02:58.720]  「開心」的來源
[00:02:58.720 --> 00:03:01.840]  就是可能是一些外來的刺激
[00:03:01.840 --> 00:03:03.120]  或者一些娛樂
[00:03:03.120 --> 00:03:05.160]  令到你開心
[00:03:05.160 --> 00:03:07.640]  「喜樂」的來源
[00:03:07.640 --> 00:03:08.920]  你看聖經裏面
[00:03:08.920 --> 00:03:11.680]  告訴我們是福音
[00:03:11.680 --> 00:03:13.720]  是神的愛
[00:03:13.720 --> 00:03:18.640]  是神給我們有這個內裡的「喜樂」
[00:03:18.640 --> 00:03:20.360]  講一個例子
[00:03:20.360 --> 00:03:22.760]  有兩個人因為信耶穌的緣故
[00:03:22.760 --> 00:03:27.120]  他被人抓了去打
[00:03:27.120 --> 00:03:30.000]  抓他坐牢 折磨
[00:03:30.000 --> 00:03:32.760]  開心嗎?
[00:03:32.760 --> 00:03:34.520]  不開心
[00:03:34.520 --> 00:03:35.280]  有沒有開心?
[00:03:35.280 --> 00:03:37.600]  受苦不會開心的
[00:03:37.600 --> 00:03:39.000]  沒有人被人打
[00:03:39.000 --> 00:03:40.880]  甚至被人虐打的時候
[00:03:40.880 --> 00:03:42.920]  「嘩 正呀 打多點啦」
[00:03:42.920 --> 00:03:46.400]  不會這樣的
[00:03:46.400 --> 00:03:50.160]  有人他的家人有病
[00:03:50.160 --> 00:03:51.360]  得到一個病
[00:03:51.360 --> 00:03:55.400]  怪病或者是絕症
[00:03:55.400 --> 00:03:56.440]  沒得醫的
[00:03:56.440 --> 00:03:59.480]  看著他很辛苦 受苦
[00:03:59.480 --> 00:04:01.440]  最後離開這個世界
[00:04:01.440 --> 00:04:02.680]  開心嗎?
[00:04:02.680 --> 00:04:05.800]  不開心
[00:04:05.800 --> 00:04:07.600]  你看著自己
[00:04:07.600 --> 00:04:09.000]  或者有時看著身邊的人
[00:04:09.000 --> 00:04:11.000]  「唉 老了」
[00:04:11.000 --> 00:04:12.040]  或者看著自己
[00:04:12.040 --> 00:04:13.520]  現在我有時看著自己
[00:04:13.520 --> 00:04:17.560]  「嘩 真是 真是 真是……」
[00:04:17.560 --> 00:04:21.160]  那些叫甚麼?
[00:04:21.160 --> 00:04:22.280]  「是呀」
[00:04:22.280 --> 00:04:23.920]  「嘩 我不知想講甚麼」
[00:04:23.920 --> 00:04:25.440]  即是看著自己
[00:04:25.440 --> 00:04:28.280]  看著自己有時都不知怎樣好
[00:04:28.280 --> 00:04:30.200]  「是喎 真是不同了 年紀」
[00:04:30.200 --> 00:04:32.160]  「剛剛 即是最近上個禮拜」
[00:04:32.160 --> 00:04:34.040]  「兩個禮拜前生一個人」
[00:04:34.040 --> 00:04:36.600]  「那又叫大多一歲了」
[00:04:36.600 --> 00:04:40.560]  看著自己 或者看著身邊所愛的人
[00:04:40.560 --> 00:04:43.160]  身體開始差
[00:04:43.160 --> 00:04:46.120]  不開心 是嗎?
[00:04:46.120 --> 00:04:48.960]  坐了火車 接著火車出軌
[00:04:48.960 --> 00:04:50.440]  接著死了幾十人
[00:04:50.440 --> 00:04:52.280]  很多時我們都聽到這些新聞
[00:04:52.280 --> 00:04:53.080]  開心嗎?
[00:04:53.080 --> 00:04:56.240]  不開心
[00:04:56.240 --> 00:04:57.320]  剛才講這兩個人
[00:04:57.320 --> 00:04:59.560]  他因為信耶穌的緣故被人抓了
[00:04:59.560 --> 00:05:01.960]  甚至乎被人剝衣服
[00:05:01.960 --> 00:05:03.240]  被人毒打
[00:05:03.240 --> 00:05:06.000]  打到遍體鱗傷
[00:05:06.000 --> 00:05:09.040]  你可以想像得到
[00:05:09.040 --> 00:05:10.880]  他受完這些痛苦之後
[00:05:10.880 --> 00:05:13.320]  他會講些甚麼
[00:05:13.320 --> 00:05:15.440]  或者會發出甚麼聲音
[00:05:15.440 --> 00:05:18.280]  可能是一些痛苦的新人
[00:05:18.280 --> 00:05:21.000]  可能是埋怨的聲音
[00:05:21.000 --> 00:05:22.760]  「嘩 打到這麼痛」
[00:05:22.760 --> 00:05:24.680]  「早知不要認是基督徒了」
[00:05:24.680 --> 00:05:26.840]  「是基督徒就被人抓了去打」
[00:05:26.840 --> 00:05:28.960]  「真是辛苦了」
[00:05:28.960 --> 00:05:32.840]  搞成這樣
[00:05:32.840 --> 00:05:34.080]  你可以想像得到
[00:05:34.080 --> 00:05:35.520]  在這樣的情況裏面
[00:05:35.520 --> 00:05:37.800]  會聽到些甚麼聲音
[00:05:37.800 --> 00:05:39.640]  但很有趣 很奇怪
[00:05:39.640 --> 00:05:41.320]  當這兩個人被人抓了
[00:05:41.320 --> 00:05:43.920]  放在囚室裏面
[00:05:43.920 --> 00:05:46.240]  隔壁囚室的人
[00:05:46.240 --> 00:05:48.680]  在半夜聽到他們在那裏
[00:05:48.680 --> 00:05:50.000]  他們不是在那裏呻吟
[00:05:50.000 --> 00:05:51.800]  是在那裏慘叫
[00:05:51.800 --> 00:05:52.800]  他們在那裏
[00:05:52.800 --> 00:05:55.560]  「Hallelujah」這樣唱歌
[00:05:55.560 --> 00:05:59.560]  「我們歌唱」這樣唱歌
[00:05:59.560 --> 00:06:01.280]  你知道我在講誰嗎?
[00:06:01.280 --> 00:06:03.800]  《聖經》裏面的保羅·西拉
[00:06:03.800 --> 00:06:07.200]  使徒保羅·西拉
[00:06:07.200 --> 00:06:08.960]  他們在那裏讚美神
[00:06:08.960 --> 00:06:12.600]  他們不是因為被人脫了衣服
[00:06:12.600 --> 00:06:14.200]  已經當眾羞辱一輪
[00:06:14.200 --> 00:06:16.640]  然後再打到遍體鱗傷
[00:06:16.640 --> 00:06:18.960]  他們沒有因為這樣在那裏
[00:06:18.960 --> 00:06:20.040]  「嘩 好慘」
[00:06:20.040 --> 00:06:22.160]  他們反而可以是讚美神
[00:06:22.160 --> 00:06:27.240]  可以令到身邊其他的囚室
[00:06:27.240 --> 00:06:29.040]  都知道他為甚麼會搞成這樣
[00:06:29.040 --> 00:06:31.640]  為甚麼可以這樣呢?
[00:06:31.640 --> 00:06:36.360]  可以有那種喜樂在那裏呢?
[00:06:36.360 --> 00:06:37.800]  因為信耶穌的人
[00:06:37.800 --> 00:06:39.400]  真真正正信耶穌的人
[00:06:39.400 --> 00:06:42.920]  其實是應該有喜樂的
[00:06:42.920 --> 00:06:46.840]  問題是不是很多人有喜樂
[00:06:46.840 --> 00:06:49.160]  不是很多基督徒有喜樂
[00:06:49.160 --> 00:06:49.960]  老實講
[00:06:49.960 --> 00:06:52.800]  其實我自己有時也會想
[00:06:52.800 --> 00:06:54.640]  我想我自己的性情
[00:06:54.640 --> 00:06:57.000]  我想我成長的環境各方面
[00:06:57.000 --> 00:07:00.320]  其實我都不是一個很開心的人
[00:07:00.320 --> 00:07:02.080]  如果熟悉多一點
[00:07:02.080 --> 00:07:04.120]  我都不是一個很開心的人
[00:07:04.120 --> 00:07:06.000]  特別是如果認識我久一點
[00:07:06.000 --> 00:07:07.840]  我家人比較清楚一點
[00:07:07.840 --> 00:07:10.960]  我弟弟那些很清楚
[00:07:10.960 --> 00:07:11.840]  我不是很開心
[00:07:11.840 --> 00:07:13.880]  所以我信了主
[00:07:13.880 --> 00:07:16.840]  其實我自己也在學習
[00:07:16.840 --> 00:07:18.200]  所以當我講這個訊息的時候
[00:07:18.200 --> 00:07:19.360]  我其實不只是說
[00:07:19.360 --> 00:07:20.960]  「嘩 你有喜樂」
[00:07:20.960 --> 00:07:22.560]  但其實這個訊息的時候
[00:07:22.560 --> 00:07:24.800]  我是寫給我自己看
[00:07:24.800 --> 00:07:27.160]  我是準備講給我自己聽
[00:07:27.160 --> 00:07:29.520]  不過順便也講給你聽而已
[00:07:29.520 --> 00:07:39.840]  我見到不少人很受煩
[00:07:39.840 --> 00:07:41.760]  又擔心這樣 擔心那樣
[00:07:41.760 --> 00:07:43.640]  所以我其實現在信了主
[00:07:43.640 --> 00:07:45.120]  少了很多擔心
[00:07:45.120 --> 00:07:48.320]  我以前真的經常愁眉心鎖
[00:07:48.320 --> 00:07:50.160]  你問我媽媽就知道
[00:07:50.160 --> 00:07:52.360]  但現在其實我是沒有甚麼表情
[00:07:52.360 --> 00:07:54.040]  但不代表我憂心
[00:07:54.040 --> 00:07:55.960]  而且我現在其實很「easy going」
[00:07:55.960 --> 00:07:58.840]  即是對將來 對各樣的事情
[00:07:58.840 --> 00:08:04.000]  我見到不少人很受煩 毫無喜樂
[00:08:04.000 --> 00:08:08.520]  問題是我們可以怎樣有喜樂呢?
[00:08:08.520 --> 00:08:11.760]  你看福音書
[00:08:11.760 --> 00:08:15.200]  剛才我們讀的經文好像都提到
[00:08:15.200 --> 00:08:18.960]  你看到耶穌上十字架之前的祈禱
[00:08:18.960 --> 00:08:20.280]  剛才《約翰福音》17章
[00:08:20.280 --> 00:08:23.640]  那個是耶穌上十字架之前祈禱
[00:08:23.640 --> 00:08:25.760]  祂上十字架之前的祈禱
[00:08:25.760 --> 00:08:29.720]  祂都是想叫那些人有喜樂
[00:08:29.720 --> 00:08:32.920]  然後另外《約翰福音》16章24節
[00:08:32.920 --> 00:08:33.960]  知不知背呀?
[00:08:33.960 --> 00:08:36.120]  「向來你們每日奉愛命求甚麼
[00:08:36.120 --> 00:08:38.240]  如今你們求就必得著
[00:08:38.240 --> 00:08:41.600]  叫你們的喜樂可以滿足」
[00:08:41.600 --> 00:08:43.880]  經常都講喜樂的
[00:08:43.880 --> 00:08:46.680]  經常都講喜樂的
[00:08:46.680 --> 00:08:51.720]  究竟喜樂是怎樣得到的呢?
[00:08:51.720 --> 00:08:53.320]  《約翰福音》第20章那裏
[00:08:53.320 --> 00:08:55.920]  讓我們看到其實很短兩節經文
[00:08:55.920 --> 00:08:57.080]  但是我發覺在那裏
[00:08:57.080 --> 00:08:59.720]  原來有一個很重要的
[00:08:59.720 --> 00:09:01.840]  在那裏浮了出來
[00:09:01.840 --> 00:09:04.200]  很重要的真理在那裏浮了出來
[00:09:04.200 --> 00:09:07.360]  如果你有聖經可以打開來看
[00:09:07.360 --> 00:09:11.640]  《約翰福音》第20章19、20節
