
[00:00:00.000 --> 00:00:05.000]  好 大家早晨 願你們平安 願大家平安
[00:00:05.000 --> 00:00:08.000]  有一句話 西方的諺語大家都知道的
[00:00:08.000 --> 00:00:10.000]  叫條條大路通羅馬
[00:00:10.000 --> 00:00:12.000]  有一條西方的諺語大家都知道
[00:00:12.000 --> 00:00:15.000]  叫做條條大路通羅馬
[00:00:15.000 --> 00:00:17.000]  它其實的意思是說呢
[00:00:17.000 --> 00:00:21.000]  羅馬那時候是基本上是世界的中心
[00:00:21.000 --> 00:00:23.000]  意思就是說 在那個時候
[00:00:23.000 --> 00:00:26.000]  羅馬基本上就是世界的中心
[00:00:26.000 --> 00:00:28.000]  他們建設道路
[00:00:28.000 --> 00:00:29.000]  他們建設道路
[00:00:29.000 --> 00:00:31.000]  使得方便輸送軍隊
[00:00:31.000 --> 00:00:33.000]  使得方便輸送軍隊
[00:00:33.000 --> 00:00:35.000]  去維持他們的統治
[00:00:35.000 --> 00:00:36.000]  去維持他們的統治
[00:00:36.000 --> 00:00:39.000]  方便從羅馬到各處去
[00:00:39.000 --> 00:00:41.000]  也就方便了各處到羅馬來
[00:00:41.000 --> 00:00:43.000]  方便了羅馬去到各個地方
[00:00:43.000 --> 00:00:45.000]  也都方便了各個地方去到羅馬
[00:00:45.000 --> 00:00:47.000]  所以說條條大路通羅馬
[00:00:47.000 --> 00:00:49.000]  所以說條條大路通羅馬
[00:00:49.000 --> 00:00:52.000]  無論如何你都可以來到世界的中心
[00:00:52.000 --> 00:00:54.000]  無論如何你都可以來到世界的中心
[00:00:54.000 --> 00:00:57.000]  但是希臘有一句諺語
[00:00:57.000 --> 00:00:59.000]  但是希臘有一句諺語
[00:00:59.000 --> 00:01:02.000]  就是不是什麼人都能來哥倫多
[00:01:02.000 --> 00:01:02.000]  就是不是什麼人都能來哥倫多
[00:01:02.000 --> 00:01:04.000]  不是什麼人都能來哥倫多
[00:01:04.000 --> 00:01:04.000]  不是什麼人都能來哥倫多
[00:01:04.000 --> 00:01:05.000]  不是什麼人都能來哥倫多
[00:01:05.000 --> 00:01:08.000]  到今天了 希臘人還記得這句話
[00:01:08.000 --> 00:01:08.000]  到今天了 希臘人還記得這句話
[00:01:08.000 --> 00:01:09.000]  到今天了 希臘人還記得這句話
[00:01:09.000 --> 00:01:10.000]  到今天為止 希臘人還記得這句話
[00:01:10.000 --> 00:01:11.000]  到今天為止 希臘人還記得這句話
[00:01:11.000 --> 00:01:12.000]  到今天為止 希臘人還記得這句話
[00:01:12.000 --> 00:01:12.000]  到今天為止 希臘人還記得這句話
[00:01:12.000 --> 00:01:12.000]  到今天為止 希臘人還記得這句話
[00:01:12.000 --> 00:01:12.000]  到今天為止 希臘人還記得這句話
[00:01:12.000 --> 00:01:27.000]  並沒有因著歷史這麼久而消失
[00:01:27.000 --> 00:01:27.000]  並沒有因著歷史這麼久而消失
[00:01:27.000 --> 00:01:28.000]  並沒有因著歷史這麼久而消失
[00:01:28.000 --> 00:01:28.000]  並沒有因著歷史這麼久而消失
[00:01:28.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
[00:01:29.000 --> 00:01:29.000]  並沒有因著歷史這麼久而消失
