
[00:00:00.000 --> 00:00:04.000]  問問大家一些問題 大家思想一下
[00:00:04.000 --> 00:00:07.000]  假如你作為成年人的你
[00:00:07.000 --> 00:00:10.000]  如果你要為這一代的青少年人祈禱的時候
[00:00:10.000 --> 00:00:12.000]  你會為他祈求些什麼呢?
[00:00:12.000 --> 00:00:14.000]  即是作為成年人的你
[00:00:14.000 --> 00:00:19.000]  你要為這一代的青年人祈求些什麼呢?
[00:00:19.000 --> 00:00:21.000]  另一個問題就是青年人
[00:00:21.000 --> 00:00:23.000]  作為青年人的你自己
[00:00:23.000 --> 00:00:25.000]  如果你要為自己這一代青年人
[00:00:25.000 --> 00:00:29.000]  你又會為自己這一代青年人求些什麼呢?
[00:00:29.000 --> 00:00:32.000]  給你15秒思考一下
[00:00:32.000 --> 00:00:37.000]  差不多了
[00:00:37.000 --> 00:00:39.000]  不過我想你跟旁邊的人說
[00:00:39.000 --> 00:00:41.000]  你會為他們求些什麼呢?
[00:00:41.000 --> 00:00:42.000]  你跟旁邊的人說
[00:00:42.000 --> 00:00:44.000]  你會為他們求些什麼呢?
[00:00:44.000 --> 00:00:52.000]  應該說完了
[00:00:52.000 --> 00:00:58.000]  好 停下來
[00:00:58.000 --> 00:01:01.000]  有沒有人可以在座位上大聲說給我聽
[00:01:01.000 --> 00:01:03.000]  你會為他們求些什麼呢?
[00:01:03.000 --> 00:01:05.000]  可以說給我聽
[00:01:05.000 --> 00:01:08.000]  求一個正確價值觀
[00:01:08.000 --> 00:01:10.000]  其他呢?
[00:01:10.000 --> 00:01:12.000]  有沒有人說?
[00:01:12.000 --> 00:01:14.000]  不如問問前面吧
[00:01:14.000 --> 00:01:21.000]  成績方面
[00:01:21.000 --> 00:01:24.000]  還有沒有人可以說一下
[00:01:24.000 --> 00:01:26.000]  你會為他們求些什麼呢?
[00:01:29.000 --> 00:01:31.000]  獨立思考能力
[00:01:31.000 --> 00:01:33.000]  好 每個人都很重要
[00:01:33.000 --> 00:01:34.000]  覺得每個人都很重要
[00:01:34.000 --> 00:01:36.000]  所以我們就會為他們祈求
[00:01:36.000 --> 00:01:39.000]  早前林鄭月娥特首
[00:01:39.000 --> 00:01:42.000]  都有為青少年人祈禱
[00:01:42.000 --> 00:01:44.000]  因為在10月12號的時候
[00:01:44.000 --> 00:01:46.000]  立法會發表施政報告之後
[00:01:46.000 --> 00:01:47.000]  有人追問
[00:01:47.000 --> 00:01:48.000]  追問之後
[00:01:48.000 --> 00:01:50.000]  她其中表達了一些看法
[00:01:50.000 --> 00:01:51.000]  其中她說
[00:01:51.000 --> 00:01:52.000]  我作為天主教徒
[00:01:52.000 --> 00:01:54.000]  我每天都為香港人祈禱
[00:01:54.000 --> 00:01:57.000]  特別要為青少年人祈禱
[00:01:57.000 --> 00:01:58.000]  有什麼呢?
[00:01:58.000 --> 00:01:59.000]  有國家觀念
[00:01:59.000 --> 00:02:01.000]  有香港情懷
[00:02:01.000 --> 00:02:02.000]  世界視野
[00:02:02.000 --> 00:02:03.000]  公民意識
[00:02:03.000 --> 00:02:05.000]  還有承擔
[00:02:05.000 --> 00:02:06.000]  好不好?
[00:02:06.000 --> 00:02:07.000]  好
[00:02:07.000 --> 00:02:08.000]  祈禱而已
[00:02:08.000 --> 00:02:10.000]  只是把自己關注的表達出來
[00:02:10.000 --> 00:02:12.000]  不過當她說了國家觀念的時候
[00:02:12.000 --> 00:02:14.000]  就引來反響
[00:02:14.000 --> 00:02:15.000]  我都知道一定是
[00:02:15.000 --> 00:02:16.000]  大家都知道
[00:02:16.000 --> 00:02:17.000]  有些不喜歡國內的
[00:02:17.000 --> 00:02:19.000]  有些人就會批評
[00:02:19.000 --> 00:02:20.000]  這些情況
[00:02:20.000 --> 00:02:23.000]  不過只是個人心裡的禱告
[00:02:23.000 --> 00:02:25.000]  我們會看看
[00:02:25.000 --> 00:02:27.000]  究竟聖經有沒有一些祈禱
[00:02:27.000 --> 00:02:29.000]  會為青少年人祈禱
[00:02:29.000 --> 00:02:30.000]  不過大家都知道
[00:02:30.000 --> 00:02:32.000]  實在是不會單單針對青少年人
[00:02:32.000 --> 00:02:34.000]  而有的祈禱
[00:02:34.000 --> 00:02:35.000]  在星日聖經裡
[00:02:35.000 --> 00:02:37.000]  保羅也有不少的禱告
[00:02:37.000 --> 00:02:39.000]  為教會祈禱
[00:02:39.000 --> 00:02:41.000]  當然為教會人的祈禱
[00:02:41.000 --> 00:02:43.000]  自然青少年人也是教會的一部分
[00:02:43.000 --> 00:02:46.000]  他都會為青少年人祈禱
[00:02:46.000 --> 00:02:47.000]  特別有一段聖經
[00:02:47.000 --> 00:02:48.000]  我覺得是很特別
[00:02:48.000 --> 00:02:50.000]  我覺得他都是特別為青少年人祈禱
[00:02:50.000 --> 00:02:51.000]  我覺得而已
[00:02:51.000 --> 00:02:54.000]  都是特別為青少年人祈禱
[00:02:54.000 --> 00:02:55.000]  其實也是適合我們
[00:02:55.000 --> 00:02:59.000]  每一個弟兄姊妹都要認識
[00:02:59.000 --> 00:03:00.000]  都要為我們祈禱
[00:03:00.000 --> 00:03:01.000]  這段聖經就在
[00:03:01.000 --> 00:03:04.000]  肥納比書一章九至十一節
[00:03:04.000 --> 00:03:05.000]  我們一起來讀
[00:03:05.000 --> 00:03:06.000]  預備起
[00:03:06.000 --> 00:03:10.000]  預備起
[00:03:10.000 --> 00:03:12.000]  我所禱告的
[00:03:12.000 --> 00:03:14.000]  就是要你們的愛心
[00:03:14.000 --> 00:03:17.000]  在知識和各樣見識上
[00:03:17.000 --> 00:03:19.000]  多而又多
[00:03:19.000 --> 00:03:21.000]  使你們能分辨是非
[00:03:21.000 --> 00:03:24.000]  作誠實無過的人
[00:03:24.000 --> 00:03:26.000]  直到基督的日子
[00:03:26.000 --> 00:03:28.000]  教將耶穌基督
[00:03:28.000 --> 00:03:31.000]  結滿了人而的果子
[00:03:31.000 --> 00:03:34.000]  叫榮耀均分歸於神
[00:03:34.000 --> 00:03:37.000]  保羅是對肥納比教會所有人去祈禱
[00:03:37.000 --> 00:03:40.000]  有這些禱告的內容
[00:03:40.000 --> 00:03:41.000]  當我看多一些聖經
[00:03:41.000 --> 00:03:43.000]  或者再參考其他聖經的時候
[00:03:43.000 --> 00:03:45.000]  我發覺他特別會針對教會裏面
[00:03:45.000 --> 00:03:47.000]  和一些比較屬靈上
[00:03:47.000 --> 00:03:52.000]  不夠成熟或年輕的人去禱告
[00:03:52.000 --> 00:03:55.000]  希望你們能夠成長
[00:03:55.000 --> 00:03:58.000]  我再參考多幾段經文給大家看
[00:03:58.000 --> 00:03:59.000]  怎會發覺保羅
[00:03:59.000 --> 00:04:01.000]  都會特別對我們年輕些
[00:04:01.000 --> 00:04:02.000]  或者屬靈上年輕些的人
[00:04:02.000 --> 00:04:04.000]  要禱告
[00:04:04.000 --> 00:04:05.000]  一段就是
[00:04:05.000 --> 00:04:08.000]  希伯來書五章十二至十四
[00:04:08.000 --> 00:04:09.000]  一起來讀
[00:04:09.000 --> 00:04:10.000]  預備起
[00:04:10.000 --> 00:04:13.000]  看你們學習的功夫
[00:04:13.000 --> 00:04:15.000]  本該作師傅
[00:04:15.000 --> 00:04:19.000]  誰知還有人將神聖賢小學的開端
[00:04:19.000 --> 00:04:21.000]  另教導你們
[00:04:21.000 --> 00:04:24.000]  並且成了那必須吃奶
[00:04:24.000 --> 00:04:27.000]  不能吃乾糧的人
[00:04:27.000 --> 00:04:28.000]  那只能吃奶的
[00:04:28.000 --> 00:04:31.000]  都不熟練仁義的道理
[00:04:31.000 --> 00:04:34.000]  因為他是英雄
[00:04:34.000 --> 00:04:38.000]  唯獨長大成人的才能吃乾糧
[00:04:38.000 --> 00:04:41.000]  他們的心巧雜念通達
[00:04:41.000 --> 00:04:44.000]  就能分別好大
[00:04:44.000 --> 00:04:48.000]  在保羅和希伯來書作者初期教會的年代
[00:04:48.000 --> 00:04:50.000]  去看教會的信徒
[00:04:50.000 --> 00:04:52.000]  特別從一個屬靈的眼光去看
[00:04:52.000 --> 00:04:56.000]  他發覺教會的信徒可以分成兩類
[00:04:56.000 --> 00:04:58.000]  一類是嬰孩的狀態
[00:04:58.000 --> 00:05:00.000]  一類是成人的狀態
[00:05:00.000 --> 00:05:02.000]  即是從屬靈的角度
[00:05:02.000 --> 00:05:04.000]  不是說年紀的角度
[00:05:04.000 --> 00:05:06.000]  一個屬靈的狀態
[00:05:06.000 --> 00:05:08.000]  好像是嬰孩BB的狀態
[00:05:08.000 --> 00:05:11.000]  一個是成熟成人的狀態
[00:05:11.000 --> 00:05:12.000]  在希伯來書裡
[00:05:12.000 --> 00:05:15.000]  他就是這樣描述這些特徵
[00:05:15.000 --> 00:05:17.000]  一個嬰孩的狀態
[00:05:17.000 --> 00:05:19.000]  一般來說嬰孩就是喝奶
[00:05:19.000 --> 00:05:20.000]  吃不到乾糧
[00:05:20.000 --> 00:05:22.000]  成人就是吃到乾糧
[00:05:22.000 --> 00:05:24.000]  但嬰孩的狀態
[00:05:24.000 --> 00:05:26.000]  在這裡描述了一個屬靈的特徵
[00:05:26.000 --> 00:05:28.000]  就是他們還在學習一些
[00:05:28.000 --> 00:05:30.000]  神的聖賢小學的開端
[00:05:30.000 --> 00:05:34.000]  即是在信仰的根基的初入門
[00:05:34.000 --> 00:05:35.000]  即是甚麼
[00:05:35.000 --> 00:05:36.000]  信了主多年
[00:05:36.000 --> 00:05:38.000]  不過你仍然在入門狀態
[00:05:38.000 --> 00:05:40.000]  即是仍然要讀初信栽培
[00:05:40.000 --> 00:05:41.000]  仍然讀得不熟
[00:05:41.000 --> 00:05:42.000]  或者不是熟的問題
[00:05:42.000 --> 00:05:44.000]  而是仍然掌握不到
[00:05:44.000 --> 00:05:47.000]  仍然在初信階段的狀態
[00:05:47.000 --> 00:05:51.000]  因為他們不熟練到一些人意的道理
[00:05:51.000 --> 00:05:53.000]  特別是做人
[00:05:53.000 --> 00:05:57.000]  或者倫理道德方面掌握的能力不充足
[00:05:57.000 --> 00:06:00.000]  這些仍然是屬於一個嬰孩的狀態
[00:06:00.000 --> 00:06:01.000]  在屬靈來說
[00:06:01.000 --> 00:06:02.000]  但如果相對來說
[00:06:02.000 --> 00:06:04.000]  成人的狀態是怎樣
[00:06:04.000 --> 00:06:07.000]  成人的狀態是心曉通達
[00:06:07.000 --> 00:06:10.000]  心曉雜念得通達
[00:06:10.000 --> 00:06:11.000]  分別很大
[00:06:11.000 --> 00:06:13.000]  成人的狀態是
[00:06:13.000 --> 00:06:17.000]  他能夠心靈裡很通明
[00:06:17.000 --> 00:06:19.000]  通達很多人際各方面的東西之後
[00:06:19.000 --> 00:06:21.000]  他能夠分別得清楚
[00:06:21.000 --> 00:06:23.000]  是非黑白對錯
[00:06:23.000 --> 00:06:24.000]  哪一項值得去做
[00:06:24.000 --> 00:06:25.000]  哪一項不值得去做
[00:06:25.000 --> 00:06:27.000]  他有一種心曉通達在裡面
[00:06:27.000 --> 00:06:29.000]  當然在社會上也有些異端的時候
[00:06:29.000 --> 00:06:32.000]  他能夠懂得用上帝的話來區別
[00:06:32.000 --> 00:06:33.000]  那些是錯的
[00:06:33.000 --> 00:06:34.000]  那些是不妥當的
[00:06:34.000 --> 00:06:38.000]  這是一個成人的狀態的表達
[00:06:38.000 --> 00:06:40.000]  然而當我再看多幾段
[00:06:40.000 --> 00:06:42.000]  關於保羅的聖經的時候
[00:06:42.000 --> 00:06:46.000]  他也有講到嬰孩和成人的狀態
[00:06:46.000 --> 00:06:48.000]  你會看得到
[00:06:48.000 --> 00:06:50.000]  當時在初期教育裡
[00:06:50.000 --> 00:06:53.000]  嬰孩狀態的人是怎樣的人
[00:06:53.000 --> 00:06:54.000]  屬靈的狀態
[00:06:54.000 --> 00:06:55.000]  即是成人的狀態
[00:06:55.000 --> 00:06:57.000]  是一個怎樣的人
[00:06:57.000 --> 00:06:58.000]  我們先讀一段
[00:06:58.000 --> 00:07:01.000]  就是臨前三章一至三節
[00:07:01.000 --> 00:07:03.000]  預備起
[00:07:03.000 --> 00:07:04.000]  弟兄們
[00:07:04.000 --> 00:07:06.000]  我從前對你們說話
[00:07:06.000 --> 00:07:09.000]  不能把你們當作屬靈的
[00:07:09.000 --> 00:07:12.000]  只能把你們當作屬肉體的
[00:07:12.000 --> 00:07:15.000]  在基督裡為嬰孩的
[00:07:15.000 --> 00:07:17.000]  我是用奶餵你們
[00:07:17.000 --> 00:07:19.000]  沒有用飯餵你們
[00:07:19.000 --> 00:07:21.000]  那時你們不能吃
[00:07:21.000 --> 00:07:24.000]  就是如今也甚
[00:07:24.000 --> 00:07:26.000]  你們仍是屬肉體
[00:07:26.000 --> 00:07:30.000]  因為在你們中間有疾度紛爭
[00:07:30.000 --> 00:07:33.000]  這豈不是屬肉體
[00:07:33.000 --> 00:07:35.000]  世人的樣子是嗎
[00:07:35.000 --> 00:07:37.000]  在保羅這段聖經裡說
[00:07:37.000 --> 00:07:41.000]  嬰孩狀態再形容成屬肉體
[00:07:41.000 --> 00:07:47.000]  因為裡面流露了很多疾度紛爭的事情
[00:07:47.000 --> 00:07:49.000]  這些就是屬肉體的表現
[00:07:49.000 --> 00:07:52.000]  但若果成人就叫屬靈
[00:07:52.000 --> 00:07:54.000]  屬靈的表現
[00:07:54.000 --> 00:07:56.000]  再看多兩段聖經
[00:07:56.000 --> 00:07:58.000]  羅馬書八章五節
[00:07:58.000 --> 00:08:00.000]  加泰書五章十六十七節
[00:08:00.000 --> 00:08:02.000]  進一步形容屬肉體
[00:08:02.000 --> 00:08:05.000]  和屬靈的狀態是怎樣的狀態
[00:08:05.000 --> 00:08:07.000]  我們一起讀完好嗎
[00:08:07.000 --> 00:08:08.000]  預備起
[00:08:08.000 --> 00:08:10.000]  因為
[00:08:10.000 --> 00:08:12.000]  出不來
[00:08:12.000 --> 00:08:13.000]  可以了
[00:08:13.000 --> 00:08:14.000]  預備起
[00:08:14.000 --> 00:08:17.000]  因為隨從肉體的人
[00:08:17.000 --> 00:08:19.000]  體貼肉體的事
[00:08:19.000 --> 00:08:21.000]  隨從聖靈的人
[00:08:21.000 --> 00:08:23.000]  體貼聖靈的書
[00:08:23.000 --> 00:08:24.000]  我說
[00:08:24.000 --> 00:08:27.000]  你們當信著聖靈而行
[00:08:27.000 --> 00:08:30.000]  就不放縱肉體的情慾
[00:08:30.000 --> 00:08:33.000]  因為情慾和聖靈相爭
[00:08:33.000 --> 00:08:35.000]  聖靈和情慾相爭
[00:08:35.000 --> 00:08:38.000]  這兩個是彼此相敵
[00:08:38.000 --> 00:08:41.000]  使你們不能做所願意的
[00:08:41.000 --> 00:08:45.000]  英俠的狀態就是屬肉體
[00:08:45.000 --> 00:08:47.000]  屬肉體的人有什麼特徵呢
[00:08:47.000 --> 00:08:49.000]  除了疾度紛爭之外
[00:08:49.000 --> 00:08:51.000]  他們很體貼肉體
[00:08:51.000 --> 00:08:53.000]  即是自己喜歡的事
[00:08:53.000 --> 00:08:54.000]  體貼
[00:08:54.000 --> 00:08:55.000]  不單止是怎樣
[00:08:55.000 --> 00:08:57.000]  他放縱肉體
[00:08:57.000 --> 00:08:59.000]  即是我想怎樣就怎樣
[00:08:59.000 --> 00:09:02.000]  這些是英俠狀態的基督徒
[00:09:02.000 --> 00:09:04.000]  屬肉體的基督徒
[00:09:04.000 --> 00:09:06.000]  但一個成人的狀態基督徒
[00:09:06.000 --> 00:09:08.000]  除了心曉通明之外
[00:09:08.000 --> 00:09:09.000]  他還有一樣東西
[00:09:09.000 --> 00:09:11.000]  就是體貼聖靈
[00:09:11.000 --> 00:09:14.000]  或者順著聖靈來生活
[00:09:14.000 --> 00:09:16.000]  即他不是那麼體貼自己
[00:09:16.000 --> 00:09:18.000]  順著自己的意思
[00:09:18.000 --> 00:09:20.000]  他留心聖靈教導
[00:09:20.000 --> 00:09:21.000]  聖靈指引
[00:09:21.000 --> 00:09:26.000]  然後跟隨順從聖靈的指引而行
[00:09:26.000 --> 00:09:29.000]  如果總括這樣說的話
[00:09:29.000 --> 00:09:31.000]  保羅說到
[00:09:31.000 --> 00:09:33.000]  一個英俠狀態的基督徒
[00:09:33.000 --> 00:09:35.000]  是一個屬肉體的基督徒
[00:09:35.000 --> 00:09:37.000]  他們仍然在信仰的初段
[00:09:37.000 --> 00:09:38.000]  開端裏面
[00:09:38.000 --> 00:09:40.000]  不要動得人而的道理
[00:09:40.000 --> 00:09:42.000]  很體貼自己的肉體需要
[00:09:42.000 --> 00:09:43.000]  想怎樣就怎樣
[00:09:43.000 --> 00:09:45.000]  有時候引致疾度紛爭
[00:09:45.000 --> 00:09:47.000]  但一個成人狀態的基督徒
[00:09:47.000 --> 00:09:48.000]  在屬靈上
