
[00:00:00.000 --> 00:00:04.740]  首先呢 先感謝你們大家爲我父親禱告
[00:00:04.740 --> 00:00:08.740]  首先感謝大家爲張全律的父親禱告
[00:00:08.740 --> 00:00:12.460]  他這次呢 第三次住院
[00:00:12.460 --> 00:00:15.740]  他這次是第三次住醫院
[00:00:15.740 --> 00:00:18.980]  他每一次住醫院都比上一次情況更差
[00:00:18.980 --> 00:00:23.180]  每一次他住醫院都差過上一次的情況
[00:00:23.180 --> 00:00:26.100]  他現在最明顯的就是特別瘦
[00:00:26.100 --> 00:00:28.300]  他現在最明顯的就是特別瘦
[00:00:28.300 --> 00:00:32.420]  他差不多隻有一年前的一半
[00:00:32.420 --> 00:00:36.180]  他差不多隻有一年前的體重的一半
[00:00:36.180 --> 00:00:38.460]  不是體重的一半
[00:00:38.460 --> 00:00:41.540]  看上去是尺寸的一半
[00:00:41.540 --> 00:00:44.220]  是看上去的尺寸的一半
[00:00:44.220 --> 00:00:47.420]  對 他這個是挺嚇人的其實
[00:00:47.420 --> 00:00:50.420]  都挺害怕的
[00:00:50.420 --> 00:00:55.420]  他最嚴重的問題是因爲他肝硬化引致腹水
[00:00:55.420 --> 00:00:59.820]  他最嚴重的問題是因爲他肝硬化引致腹水
[00:00:59.820 --> 00:01:01.540]  那個腹水其實都是營養
[00:01:01.540 --> 00:01:03.380]  其實那些腹水全部都是營養
[00:01:03.380 --> 00:01:06.180]  他再怎麼輸液 再怎麼喫
[00:01:06.180 --> 00:01:09.620]  無論他掉多少鹽水 多喫東西
[00:01:09.620 --> 00:01:12.580]  他其實都補不回來 都補不回來
[00:01:12.580 --> 00:01:15.380]  因爲他出去的永遠比他喫進去的多
[00:01:15.380 --> 00:01:19.420]  因爲他流出去的營養永遠都比他吸收的多
[00:01:19.420 --> 00:01:22.740]  然後他損失的永遠比他能夠得到的多
[00:01:22.740 --> 00:01:25.820]  然後他損失的永遠比他能夠得到的多
[00:01:25.820 --> 00:01:29.460]  隨着他身體的一種不對等的情況
[00:01:29.460 --> 00:01:32.780]  隨着他身體的一種不對等的情況
[00:01:32.780 --> 00:01:36.980]  正好咱們這個已福所書一上來就提到一個對等的問題
[00:01:36.980 --> 00:01:40.780]  剛剛已福所書一上來就提到對等的問題
[00:01:40.780 --> 00:01:43.180]  就是咱們今天要講的第四章
[00:01:43.180 --> 00:01:44.980]  就是今天我們要講的第四章
[00:01:44.980 --> 00:01:47.780]  第一節
[00:01:47.780 --> 00:01:49.780]  第一節裏說
[00:01:49.780 --> 00:01:55.180]  行事爲人當與蒙昭的恩相稱
[00:01:55.180 --> 00:01:58.980]  第一節裏說行事爲人當與蒙恩的人相稱
[00:01:58.980 --> 00:02:00.980]  這相稱這個字
[00:02:00.980 --> 00:02:02.780]  這個相稱這個字呢
[00:02:02.780 --> 00:02:06.580]  它原文基本的意思就是對等
[00:02:06.580 --> 00:02:10.780]  原文基本的意思就是對等
[00:02:10.780 --> 00:02:11.780]  對等什麼呀
[00:02:11.780 --> 00:02:13.180]  對等什麼呢
[00:02:13.180 --> 00:02:17.180]  就是你所蒙昭 你蒙的昭
[00:02:17.180 --> 00:02:18.980]  就是你所蒙的昭
[00:02:18.980 --> 00:02:20.580]  和你的行事爲人
[00:02:20.580 --> 00:02:22.580]  和你行事爲人
[00:02:22.580 --> 00:02:23.380]  這個要對等
[00:02:23.380 --> 00:02:25.780]  這個要對等
[00:02:25.780 --> 00:02:28.980]  第四章第一節基本上是
[00:02:28.980 --> 00:02:32.380]  可以說是已福所書它最中間這句話
[00:02:32.380 --> 00:02:36.380]  第四章第一節可以說是已福所書最中間的一句話
[00:02:36.380 --> 00:02:39.180]  它可以說是一個轉乘句
[00:02:39.180 --> 00:02:43.380]  可以說是一句轉乘
[00:02:43.380 --> 00:02:44.980]  所蒙的昭
[00:02:44.980 --> 00:02:45.780]  所蒙的昭
[00:02:45.780 --> 00:02:49.380]  等於就是在說在總結一到三章
[00:02:49.380 --> 00:02:52.780]  等於其實是總結一至三章
[00:02:52.780 --> 00:02:54.980]  然後行事爲人就是四到六章
[00:02:54.980 --> 00:02:56.980]  行事爲人就是四至六章
[00:02:56.980 --> 00:02:59.180]  所以這個第四章第一節
[00:02:59.180 --> 00:03:01.580]  等於是給了我們一箇中間的連接
[00:03:01.580 --> 00:03:05.780]  所以第四章第一節是給了我們一個最中間的連接
[00:03:05.780 --> 00:03:07.780]  所蒙的昭是什麼呀
[00:03:07.780 --> 00:03:09.180]  所蒙的昭是什麼呢
[00:03:09.180 --> 00:03:12.380]  其實就是我們基督徒的身份
[00:03:12.380 --> 00:03:14.180]  其實是我們基督徒的身份
[00:03:14.180 --> 00:03:16.180]  我們是怎麼樣的生命
[00:03:16.180 --> 00:03:18.580]  我們是怎樣的生命
[00:03:18.580 --> 00:03:19.580]  行事爲人呢
[00:03:19.580 --> 00:03:20.780]  行事爲人呢
[00:03:20.780 --> 00:03:22.980]  就是基督徒生命的操練
[00:03:22.980 --> 00:03:24.780]  就是基督徒生命的操練
[00:03:24.780 --> 00:03:26.380]  和生活實踐
[00:03:26.380 --> 00:03:28.180]  和生活的實踐
[00:03:28.180 --> 00:03:30.180]  這兩方面是要對等的
[00:03:30.180 --> 00:03:33.180]  這兩個方面是要對等的
[00:03:33.180 --> 00:03:35.980]  曾經有個前輩牧師說
[00:03:35.980 --> 00:03:38.180]  曾經有一個前輩牧師說到
[00:03:38.180 --> 00:03:39.980]  這種對等
[00:03:39.980 --> 00:03:41.580]  這樣的對等
[00:03:41.580 --> 00:03:43.180]  不是一個鼓勵
[00:03:43.180 --> 00:03:44.380]  不是一個鼓勵
[00:03:44.380 --> 00:03:45.780]  而是一個要求
[00:03:45.780 --> 00:03:47.380]  而是一個要求
[00:03:47.380 --> 00:03:49.180]  不是說你們最好能這樣
[00:03:49.180 --> 00:03:50.580]  不是說你們最好能這樣
[00:03:50.580 --> 00:03:52.180]  而是說我們本該就如此
[00:03:52.180 --> 00:03:52.180]  而是說我們本該就如此
[00:03:52.180 --> 00:03:55.980]  而是說我們本應該就是這樣
[00:03:55.980 --> 00:03:57.380]  那我們現在就來
[00:03:57.380 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:03:59.980]  從今天開始我們就來講四到六章了
[00:03:59.980 --> 00:04:13.980]  從今天開始我們就來講四到六章了
[00:04:30.980 --> 00:04:32.580]  就是我們基督徒的生命
[00:04:32.580 --> 00:04:32.580]  就是我們基督徒的生命
[00:04:32.580 --> 00:04:34.180]  就是我們基督徒的生命
[00:04:34.180 --> 00:04:36.580]  所以他說完這個生命這句話
[00:04:36.580 --> 00:04:39.080]  表現生命的這麼幾個詞之後
[00:04:39.080 --> 00:04:42.180]  他說完表現生命這幾個詞之後
[00:04:42.180 --> 00:04:45.580]  他就接着要說合一了
[00:04:45.580 --> 00:04:45.580]  他就接着要說合一了
[00:04:45.580 --> 00:04:45.580]  他就接着要說合一了
[00:04:45.580 --> 00:04:47.780]  他就接着要說合一了
[00:04:47.780 --> 00:04:49.480]  合一的教會
[00:04:49.480 --> 00:04:49.480]  合一的教會
[00:04:49.480 --> 00:04:50.380]  合一的教會
[00:04:50.380 --> 00:04:52.380]  合一而且成長的教會
[00:04:52.380 --> 00:04:54.780]  合一和成長的教會
[00:04:54.780 --> 00:04:58.180]  然後他其實你看這個連帶關係嘛
[00:04:58.180 --> 00:04:59.580]  他這個連帶關係
[00:04:59.580 --> 00:05:03.980]  就是這樣的基督徒生命
[00:05:03.980 --> 00:05:06.980]  是一個基礎
[00:05:06.980 --> 00:05:10.180]  他能夠帶給大家一個合一的教會
[00:05:10.180 --> 00:05:10.180]  他能夠帶給大家一個合一的教會
[00:05:10.180 --> 00:05:12.380]  他能夠帶給大家一個合一的教會
[00:05:12.380 --> 00:05:14.980]  然後而且這個生命還不是到此爲止
[00:05:14.980 --> 00:05:14.980]  這個生命還不是到此爲止
[00:05:14.980 --> 00:05:16.980]  這個生命還不是到此爲止
[00:05:16.980 --> 00:05:19.780]  下週日十七節開始
[00:05:19.780 --> 00:05:19.780]  下週日十七節開始
[00:05:19.780 --> 00:05:21.580]  下週日十七節開始
[00:05:21.580 --> 00:05:25.180]  就要講一個不斷更新的生命品質
[00:05:25.180 --> 00:05:25.180]  就要講一個不斷更新的生命品質
[00:05:25.180 --> 00:05:28.980]  就要講一個不斷更新的生命品質
[00:05:28.980 --> 00:05:30.380]  所以他是這樣的一個
[00:05:30.380 --> 00:05:32.380]  好像ABA的這樣的一個關係
[00:05:32.380 --> 00:05:35.580]  他就好像一個ABA這樣的關係
[00:05:35.580 --> 00:05:37.580]  所以今天我們先來看這個合一
[00:05:37.580 --> 00:05:37.580]  所以今天我們先來看這個合一
[00:05:37.580 --> 00:05:39.580]  今天我們先來看這個合一
[00:05:39.580 --> 00:05:39.580]  今天我們先來看這個合一
[00:05:39.580 --> 00:05:41.580]  今天我們先來看這個合一
[00:05:41.580 --> 00:05:45.380]  合一呢這一段二到十六節呢
[00:05:45.380 --> 00:05:45.380]  合一這個二到十六節呢
[00:05:45.380 --> 00:05:47.780]  合一這個二到十六節呢
[00:05:47.780 --> 00:05:49.180]  首先是二到六
[00:05:49.180 --> 00:05:50.980]  首先是二到第六節
[00:05:50.980 --> 00:05:54.780]  他說保羅說了一個合一的教會生活
[00:05:54.780 --> 00:05:57.780]  保羅說了一個合一的教會生活
[00:05:57.780 --> 00:05:59.580]  你看他說了好多個一啊
[00:05:59.580 --> 00:05:59.580]  你看他說了好多個一啊
[00:05:59.580 --> 00:06:01.580]  他說了好多個一
[00:06:01.580 --> 00:06:04.580]  像一個身體
[00:06:04.580 --> 00:06:05.580]  一個身體
[00:06:05.580 --> 00:06:08.180]  一個身體指的不是我們每個人都有一個身體
[00:06:08.180 --> 00:06:08.180]  一個身體不是指我們每個人有一個身體
[00:06:08.180 --> 00:06:10.980]  一個身體不是指我們每個人有一個身體
[00:06:10.980 --> 00:06:12.980]  是說基督只有一個身體
[00:06:12.980 --> 00:06:12.980]  是說基督只有一個身體
[00:06:12.980 --> 00:06:14.980]  是說基督只有一個身體
[00:06:14.980 --> 00:06:14.980]  是說我們都是這個身體的一部分
[00:06:14.980 --> 00:06:17.780]  是說我們都是這個身體的一部分
[00:06:17.780 --> 00:06:17.780]  他說我們都是身體中一個部分
[00:06:17.780 --> 00:06:19.980]  他說我們都是身體中一個部分
[00:06:19.980 --> 00:06:21.380]  咱們大家是一體的
[00:06:21.380 --> 00:06:21.380]  咱們大家是一體的
[00:06:21.380 --> 00:06:22.780]  咱們大家是一體的
[00:06:22.780 --> 00:06:24.180]  然後聖靈只有一個嘛
[00:06:24.180 --> 00:06:24.180]  聖靈只有一個
[00:06:24.180 --> 00:06:27.980]  然後聖靈只有一個嘛
[00:06:27.980 --> 00:06:29.980]  聖靈在我們中間一個人一份
[00:06:29.980 --> 00:06:29.980]  聖靈在我們中間一個人一份
[00:06:29.980 --> 00:06:33.980]  不是聖靈分在我們生命裏面每人一份
[00:06:33.980 --> 00:06:33.980]  不是聖靈分在我們生命裏面每人一份
[00:06:33.980 --> 00:06:37.980]  而是說我們組成他的身體聖靈在其中
[00:06:37.980 --> 00:06:37.980]  而是說我們組成他的身體聖靈在其中
[00:06:37.980 --> 00:06:42.180]  而是說我們組成他的身體聖靈在其中
[00:06:42.180 --> 00:06:42.180]  一個洗禮啊
[00:06:42.180 --> 00:06:44.180]  一個洗禮啊
[00:06:44.180 --> 00:06:44.180]  雖然一千幾百年來不同的宗派有不同的洗禮形式
[00:06:44.180 --> 00:06:49.580]  雖然一千幾百年來不同的宗派有不同的洗禮形式
[00:06:49.580 --> 00:06:54.180]  雖然一千幾百年來不同的宗派有不同的洗禮形式
[00:06:54.180 --> 00:06:56.180]  但是我們都是受聖靈的洗
[00:06:56.180 --> 00:06:56.180]  但是我們都是受聖靈的洗
[00:06:56.180 --> 00:06:58.380]  但是我們都是受聖靈的洗
[00:06:58.380 --> 00:06:58.380]  我們重生得救靠的是聖靈的洗
[00:06:58.380 --> 00:07:01.380]  我們重生得救靠的是聖靈的洗
[00:07:01.380 --> 00:07:01.380]  我們重生得救都是靠聖靈的洗
[00:07:01.380 --> 00:07:04.380]  我們重生得救都是靠聖靈的洗
[00:07:04.380 --> 00:07:05.380]  其中我最想強調的
[00:07:05.380 --> 00:07:07.380]  其中我最想強調的
[00:07:07.380 --> 00:07:07.380]  其中我最想強調的是
[00:07:07.380 --> 00:07:09.380]  其中我最想強調的是
[00:07:09.380 --> 00:07:09.380]  其中我最想強調的是
[00:07:09.380 --> 00:07:09.380]  其中我最想強調的是
[00:07:09.380 --> 00:07:10.380]  其中我最想強調的是
[00:07:10.380 --> 00:07:20.380]  我們只有一個神
[00:07:20.380 --> 00:07:30.380]  我們神只有一位是萬有衆人的父
[00:07:30.380 --> 00:07:40.380]  超乎衆人之上 貫乎衆人之中
[00:07:40.380 --> 00:07:41.380]  也住在衆人之內
[00:07:41.380 --> 00:07:42.380]  也住在衆人之內
[00:07:42.380 --> 00:07:43.380]  這句話特別重要
[00:07:43.380 --> 00:07:44.380]  這句話特別重要
[00:07:44.380 --> 00:07:45.380]  這句話很重要
[00:07:45.380 --> 00:07:47.380]  保羅總結得非常棒
[00:07:47.380 --> 00:07:49.380]  保羅總結得很好
[00:07:49.380 --> 00:07:52.380]  上中內這三個字
[00:07:52.380 --> 00:07:54.380]  上中內這三個字
[00:07:54.380 --> 00:07:56.380]  有兩個層面的意思
[00:07:56.380 --> 00:07:58.380]  有兩個層面的意思
[00:07:58.380 --> 00:08:01.380]  我們瞭解了這兩個層面
[00:08:01.380 --> 00:08:03.380]  我們瞭解了這兩個層面
[00:08:03.380 --> 00:08:05.380]  我們會對教會的合一
[00:08:05.380 --> 00:08:07.380]  我們會對教會的合一
[00:08:07.380 --> 00:08:12.380]  也是我們每一個人組成的基督身體的合一
[00:08:12.380 --> 00:08:16.380]  也是我們每一個人組成的基督身體的合一
[00:08:16.380 --> 00:08:18.380]  有更深切的體會
[00:08:18.380 --> 00:08:20.380]  有更深厚的體驗
[00:08:20.380 --> 00:08:22.380]  首先你看
[00:08:22.380 --> 00:08:28.380]  首先你看
[00:08:28.380 --> 00:08:30.380]  祂超乎衆人之上
[00:08:30.380 --> 00:08:31.380]  祂超乎衆人之上
[00:08:31.380 --> 00:08:32.380]  你有什麼想象
[00:08:32.380 --> 00:08:33.380]  你有什麼想象
[00:08:33.380 --> 00:08:36.380]  祂就是在諸天之上的我們的創造主
[00:08:36.380 --> 00:08:39.380]  祂就是在諸天之上的我們的創造主
[00:08:39.380 --> 00:08:41.380]  這是說我們的天父上帝
[00:08:41.380 --> 00:08:43.380]  這是說我們的天父上帝
[00:08:43.380 --> 00:08:44.380]  祂非常的崇高
[00:08:44.380 --> 00:08:45.380]  祂非常的崇高
[00:08:45.380 --> 00:08:48.380]  接着又說貫乎衆人之中
[00:08:48.380 --> 00:08:50.380]  接着又說貫乎衆人之中
[00:08:50.380 --> 00:08:54.380]  誰曾在衆人之中
[00:08:54.380 --> 00:08:56.380]  誰曾在衆人之中
[00:08:56.380 --> 00:08:57.380]  就是耶穌基督
[00:08:57.380 --> 00:08:58.380]  就是耶穌基督
[00:08:58.380 --> 00:08:59.380]  祂走遍那個地方
[00:08:59.380 --> 00:09:01.380]  祂走遍那個地方
[00:09:01.380 --> 00:09:03.380]  醫病趕鬼傳福音
[00:09:03.380 --> 00:09:05.380]  醫病趕鬼傳福音
[00:09:05.380 --> 00:09:06.380]  使人復活
[00:09:06.380 --> 00:09:07.380]  使人復活
[00:09:07.380 --> 00:09:10.380]  祂實實在在的曾經在衆人之中
[00:09:10.380 --> 00:09:13.380]  祂實實在在的曾經在衆人之中
[00:09:13.380 --> 00:09:16.380]  這是說我們的聖子耶穌基督
[00:09:16.380 --> 00:09:18.380]  這是說我們的聖子耶穌基督
[00:09:18.380 --> 00:09:21.380]  最後就是說住在衆人之內
[00:09:21.380 --> 00:09:24.380]  祂最後是說住在衆人之內
[00:09:24.380 --> 00:09:25.380]  我們就是衆人
[00:09:25.380 --> 00:09:26.380]  我們就是衆人
[00:09:26.380 --> 00:09:27.380]  我們的內
[00:09:27.380 --> 00:09:28.380]  我們的內呢
[00:09:28.380 --> 00:09:29.380]  就是聖靈
[00:09:29.380 --> 00:09:30.380]  就是聖靈
[00:09:30.380 --> 00:09:31.380]  聖靈在我們中間
[00:09:31.380 --> 00:09:32.380]  聖靈在我們中間
[00:09:32.380 --> 00:09:33.380]  我們是基督的身體
[00:09:33.380 --> 00:09:35.380]  我們是基督的身體
[00:09:35.380 --> 00:09:38.380]  所以你看他父子聖靈就說完了
[00:09:38.380 --> 00:09:40.380]  所以你看父子聖靈就說完了
[00:09:40.380 --> 00:09:41.380]  這是第一個層面
[00:09:41.380 --> 00:09:42.380]  這是第一個層面
[00:09:42.380 --> 00:09:44.380]  來看第二個層面是什麼
[00:09:44.380 --> 00:09:45.380]  第二個層面呢
[00:09:45.380 --> 00:09:47.380]  這個衆人之上
[00:09:47.380 --> 00:09:48.380]  這個衆人之上
[00:09:48.380 --> 00:09:51.380]  體現的是一種偉大
[00:09:51.380 --> 00:09:53.380]  體現的是一種偉大
[00:09:53.380 --> 00:09:56.380]  它代表了是上帝的創造
[00:09:56.380 --> 00:09:58.380]  它代表了是上帝的創造
[00:09:58.380 --> 00:10:00.380]  祂不光創造了宇宙萬物
[00:10:00.380 --> 00:10:02.380]  祂不光創造了宇宙萬物
[00:10:02.380 --> 00:10:03.380]  祂不光創造了宇宙萬物
[00:10:03.380 --> 00:10:04.380]  祂不光創造了宇宙萬物
[00:10:04.380 --> 00:10:05.380]  祂不光創造了宇宙萬物
[00:10:05.380 --> 00:10:06.380]  祂不光創造了宇宙萬物
[00:10:06.380 --> 00:10:07.380]  祂不光創造了宇宙萬物
[00:10:07.380 --> 00:10:08.380]  祂不光創造了宇宙萬物
[00:10:08.380 --> 00:10:09.380]  祂不光創造了宇宙萬物
[00:10:09.380 --> 00:10:10.380]  祂不光創造了宇宙萬物
[00:10:10.380 --> 00:10:17.380]  祂不光創造了宇宙萬物
[00:10:17.380 --> 00:10:18.380]  祂不光創造了宇宙萬物
[00:10:18.380 --> 00:10:19.380]  祂不光創造了宇宙萬物
[00:10:19.380 --> 00:10:20.380]  祂不光創造了宇宙萬物
[00:10:20.380 --> 00:10:21.380]  祂不光創造了宇宙萬物
[00:10:21.380 --> 00:10:22.380]  祂不光創造了宇宙萬物
[00:10:22.380 --> 00:10:23.380]  祂不光創造了宇宙萬物
[00:10:23.380 --> 00:10:24.380]  祂不光創造了宇宙萬物
[00:10:24.380 --> 00:10:25.380]  祂不光創造了宇宙萬物
[00:10:25.380 --> 00:10:26.380]  祂不光創造了宇宙萬物
[00:10:26.380 --> 00:10:27.380]  祂不光創造了宇宙萬物
[00:10:27.380 --> 00:10:28.380]  祂不光創造了宇宙萬物
[00:10:28.380 --> 00:10:29.380]  祂不光創造了宇宙萬物
[00:10:29.380 --> 00:10:49.380]  祂不光創造了宇宙萬物
[00:10:49.380 --> 00:10:50.380]  祂不光創造了宇宙萬物
[00:10:50.380 --> 00:10:51.380]  祂不光創造了宇宙萬物
[00:10:51.380 --> 00:10:52.380]  祂不光創造了宇宙萬物
[00:10:52.380 --> 00:10:53.380]  祂不光創造了宇宙萬物
[00:10:53.380 --> 00:10:54.380]  祂不光創造了宇宙萬物
[00:10:54.380 --> 00:10:55.380]  祂不光創造了宇宙萬物
