
[00:00:00.000 --> 00:00:02.000]  我們先一齊祈禱
[00:00:02.000 --> 00:00:06.460]  天父感謝祢的恩典
[00:00:06.460 --> 00:00:08.460]  讓我們可以一齊來敬拜祢
[00:00:08.460 --> 00:00:10.460]  求祢繼續帶領我們
[00:00:10.460 --> 00:00:14.580]  讓我們從祢的話語裏面得著益處
[00:00:14.580 --> 00:00:16.580]  得著人生的指引
[00:00:16.580 --> 00:00:18.580]  向耶穌基督那邊祈禱
[00:00:18.580 --> 00:00:20.580]  阿們
[00:00:20.580 --> 00:00:22.580]  我們繼續思想
[00:00:22.580 --> 00:00:24.580]  生命祭
[00:00:24.580 --> 00:00:30.580]  生命祭可以分為
[00:00:30.580 --> 00:00:32.580]  摩西的講章可以分為
[00:00:32.580 --> 00:00:34.580]  主要有三篇
[00:00:34.580 --> 00:00:36.580]  第一篇是一到四章
[00:00:36.580 --> 00:00:40.580]  第二篇是五到二十八章
[00:00:40.580 --> 00:00:44.580]  第三篇是二十九到三十章
[00:00:44.580 --> 00:00:46.580]  剩下來的四章可以說是後記
[00:00:46.580 --> 00:00:50.580]  上個星期天道牧師已經和我們分享了
[00:00:50.580 --> 00:00:52.580]  第五到第六章
[00:00:52.580 --> 00:00:54.580]  即是第二篇講章的開始
[00:00:54.580 --> 00:00:58.580]  今天我們會看第十一章
[00:00:58.580 --> 00:01:00.580]  在未分享經文之前
[00:01:00.580 --> 00:01:06.580]  我想和大家一起思考一下選擇的問題
[00:01:06.580 --> 00:01:10.580]  大概我們都喜歡有選擇的
[00:01:10.580 --> 00:01:17.580]  但是有時選擇多都會帶來麻煩的
[00:01:17.580 --> 00:01:21.580]  我記得以前有一位弟兄和我分享
[00:01:21.580 --> 00:01:24.580]  他拿了博士學位之後
[00:01:24.580 --> 00:01:28.580]  收到三份工作的邀請
[00:01:28.580 --> 00:01:31.580]  他就要做選擇了
[00:01:31.580 --> 00:01:34.580]  不過對他來說選擇都不是太困難的
[00:01:34.580 --> 00:01:36.580]  因為他喜歡做科研
[00:01:36.580 --> 00:01:39.580]  就留在大學裏面教書
[00:01:39.580 --> 00:01:41.580]  有時想想
[00:01:41.580 --> 00:01:45.580]  我自己都有不少找工作的經驗
[00:01:45.580 --> 00:01:47.580]  我覺得上帝都很恩待我
[00:01:47.580 --> 00:01:50.580]  每次只有一個機構請我
[00:01:50.580 --> 00:01:52.580]  所以我不用選擇
[00:01:52.580 --> 00:01:55.580]  不用選擇都是好的
[00:01:55.580 --> 00:01:59.580]  人生中其實有很多東西
[00:01:59.580 --> 00:02:01.580]  是我們不能選擇的
[00:02:01.580 --> 00:02:04.580]  例如我們在什麼地方出生
[00:02:04.580 --> 00:02:06.580]  在什麼時代出生
[00:02:06.580 --> 00:02:09.580]  父母是誰
[00:02:09.580 --> 00:02:14.580]  我們都不能選擇的
[00:02:14.580 --> 00:02:17.580]  看看現在我們這個世代
[00:02:17.580 --> 00:02:20.580]  非常之亂
[00:02:20.580 --> 00:02:21.580]  我很感謝
[00:02:21.580 --> 00:02:23.580]  我不是在這個世代出生
[00:02:23.580 --> 00:02:28.580]  也不是生在巴勒斯坦或黎巴嫩
[00:02:28.580 --> 00:02:34.580]  也不是生在貧窮落後的國家
[00:02:34.580 --> 00:02:37.580]  我在上世紀50年代出生
[00:02:37.580 --> 00:02:39.580]  屬於戰後一代
[00:02:39.580 --> 00:02:41.580]  所謂Baby Boomer
[00:02:41.580 --> 00:02:43.580]  嬰兒潮的時代
[00:02:43.580 --> 00:02:46.580]  如果我早10至15年出生
[00:02:46.580 --> 00:02:49.580]  我又要經歷第二次世界大戰
[00:02:49.580 --> 00:02:52.580]  我又不是在中國國內出生
[00:02:52.580 --> 00:02:56.580]  否則又要經歷很多不同的政治運動
[00:02:56.580 --> 00:02:59.580]  我在香港出生
[00:02:59.580 --> 00:03:03.580]  還算有幸可以讀書
[00:03:03.580 --> 00:03:06.580]  雖然沒有機會讀大學
[00:03:06.580 --> 00:03:12.580]  但又有機會通過考英國會計師公會的公開考試
[00:03:12.580 --> 00:03:15.580]  而成為認可的會計師
[00:03:15.580 --> 00:03:19.580]  之後還藉著這個專業資格
[00:03:19.580 --> 00:03:23.580]  可以移民到澳洲
[00:03:23.580 --> 00:03:26.580]  人在哪裡出生
[00:03:26.580 --> 00:03:27.580]  什麼時候出生
[00:03:27.580 --> 00:03:28.580]  父母是什麼人
[00:03:28.580 --> 00:03:29.580]  都不是自己可以選擇
[00:03:29.580 --> 00:03:31.580]  但長大之後
[00:03:31.580 --> 00:03:34.580]  人生路上就有很多事情
[00:03:34.580 --> 00:03:37.580]  是我們可以選擇的
[00:03:37.580 --> 00:03:40.580]  例如你讀書的時候讀什麼學科
[00:03:40.580 --> 00:03:42.580]  做什麼工作
[00:03:42.580 --> 00:03:44.580]  甚至你想做什麼運動
[00:03:44.580 --> 00:03:48.580]  你是不是要相信上帝
[00:03:48.580 --> 00:03:50.580]  你怎樣跟人相處
[00:03:50.580 --> 00:03:53.580]  要不要獨身還是結婚
[00:03:53.580 --> 00:03:56.580]  要買房子還是租住
[00:03:56.580 --> 00:03:58.580]  每天要吃什麼穿什麼
[00:03:58.580 --> 00:04:02.580]  都是我們可以選擇的
[00:04:02.580 --> 00:04:06.580]  不過我相信大部分正常的人
[00:04:06.580 --> 00:04:11.580]  都會希望有一個幸福快樂的人生
[00:04:11.580 --> 00:04:16.580]  而不是一個艱苦受煩的人生
[00:04:16.580 --> 00:04:20.580]  今天的經文就是摩西年紀老
[00:04:20.580 --> 00:04:24.580]  他好像不厭其煩重重複複
[00:04:24.580 --> 00:04:28.580]  勸導年青的一代以色列人
[00:04:28.580 --> 00:04:33.580]  要為自己的人生做明智的選擇
[00:04:33.580 --> 00:04:37.580]  我們一起思考今天的經文
[00:04:37.580 --> 00:04:44.580]  先提醒一下大家這段經文的場景和人物
[00:04:44.580 --> 00:04:52.580]  地點或場景是在約旦河和死海東面的加底斯巴尼亞
[00:04:52.580 --> 00:04:58.580]  當時以色列人出了埃及40年後
[00:04:58.580 --> 00:05:01.580]  準備過約旦河進入英女地
[00:05:01.580 --> 00:05:03.580]  即是加南地
[00:05:03.580 --> 00:05:07.580]  摩西面對的聽眾
[00:05:07.580 --> 00:05:11.580]  我將他們分為兩大群體
[00:05:11.580 --> 00:05:17.580]  有一大部分是從埃及出來的
[00:05:17.580 --> 00:05:20.580]  他們大概是40至60歲的人
[00:05:20.580 --> 00:05:29.580]  只有摩西、加勒和約書亞這幾個是老一些,超過60歲
[00:05:29.580 --> 00:05:32.580]  因為他們第一次來到這個地方
[00:05:32.580 --> 00:05:36.580]  已經是38年前的事
[00:05:36.580 --> 00:05:41.580]  那時候由於他們不肯進入加南
[00:05:41.580 --> 00:05:43.580]  不肯進入英女地
[00:05:43.580 --> 00:05:46.580]  就被上帝懲罰
[00:05:46.580 --> 00:05:54.580]  所有20歲以上的人都要死於抗疫
[00:05:54.580 --> 00:05:58.580]  所以38年前在埃及出生的人
[00:05:58.580 --> 00:06:03.580]  年輕的到今時今日大概40歲左右
[00:06:03.580 --> 00:06:08.580]  年長的就接近60歲
[00:06:08.580 --> 00:06:12.580]  還有另外一類群體
[00:06:12.580 --> 00:06:15.580]  全部在抗疫出生
[00:06:15.580 --> 00:06:19.580]  他們都應該在38歲以下
[00:06:19.580 --> 00:06:24.580]  這兩類群體最大的分別是什麼呢?
[00:06:24.580 --> 00:06:28.580]  在埃及出來的人會見過
[00:06:28.580 --> 00:06:34.580]  上帝在埃及所行的神跡和個案
[00:06:34.580 --> 00:06:41.580]  更加是在西乃山和上帝納約的人
[00:06:41.580 --> 00:06:46.580]  在抗疫出生的人就沒有這些經歷
[00:06:46.580 --> 00:06:53.580]  只能夠聽長輩講這些歷史故事
[00:06:53.580 --> 00:06:58.580]  今天的經文比較長
[00:06:58.580 --> 00:07:03.580]  我就這張經文先做一個結構分析
[00:07:03.580 --> 00:07:10.580]  先喝一口水
[00:07:10.580 --> 00:07:14.580]  舊約的文學一般都會採用
[00:07:14.580 --> 00:07:17.580]  有些人叫線型結構
[00:07:17.580 --> 00:07:20.580]  有些人叫倒影結構
[00:07:20.580 --> 00:07:24.580]  不過我覺得倒影結構這個形容
[00:07:24.580 --> 00:07:26.580]  有些少問題
[00:07:26.580 --> 00:07:28.580]  我們可以想像一下
[00:07:28.580 --> 00:07:30.580]  在一個平靜的湖面
[00:07:30.580 --> 00:07:33.580]  倒影
[00:07:33.580 --> 00:07:35.580]  湖面上的物件
[00:07:35.580 --> 00:07:39.580]  如果湖面平靜的時候
[00:07:39.580 --> 00:07:42.580]  倒影出來的物件
[00:07:42.580 --> 00:07:47.580]  應該是和實物一樣
[00:07:47.580 --> 00:07:50.580]  只是倒轉了
[00:07:50.580 --> 00:07:53.580]  但是
[00:07:53.580 --> 00:07:58.580]  希伯來文學的倒影只是類同
[00:07:58.580 --> 00:08:01.580]  而不是相同
[00:08:01.580 --> 00:08:05.580]  並不會很重複上面的內容
[00:08:05.580 --> 00:08:08.580]  英文叫做X型結構
[00:08:08.580 --> 00:08:12.580]  我覺得中譯做線型結構比較合適
[00:08:12.580 --> 00:08:17.580]  我將這張經文分為九段
[00:08:17.580 --> 00:08:20.580]  第一段是呼籲聽眾要愛上帝
[00:08:20.580 --> 00:08:22.580]  遵守祂的吩咐
[00:08:22.580 --> 00:08:26.580]  第二段是二到七節
[00:08:26.580 --> 00:08:31.580]  要回想上帝在歷史中的恩惠和懲罰
[00:08:31.580 --> 00:08:34.580]  第三段是八到十二節
[00:08:34.580 --> 00:08:37.580]  預告他們進入英許之地
[00:08:37.580 --> 00:08:42.580]  之後要得的福
[00:08:42.580 --> 00:08:45.580]  第十三到十七節是聽眾的行為
[00:08:45.580 --> 00:08:48.580]  會帶出的後果
[00:08:48.580 --> 00:08:51.580]  這一段是十八至二十節
[00:08:51.580 --> 00:08:55.580]  如何記住上帝的訓誡
[00:08:55.580 --> 00:09:02.580]  二十一至二十五節是說好的結果
[00:09:02.580 --> 00:09:06.580]  二十六至二十八節是兩種選擇的後果
[00:09:06.580 --> 00:09:12.580]  而九至三十一節是將來要在兩座山上宣告福和禍
[00:09:12.580 --> 00:09:18.580]  最後只剩下一節呼籲他們要遵守律例
[00:09:18.580 --> 00:09:22.580]  我們看到大A和小A差不多
[00:09:22.580 --> 00:09:24.580]  都是勸導意識的人
[00:09:24.580 --> 00:09:26.580]  你要守就要守
[00:09:26.580 --> 00:09:31.580]  這種結構是讓我們知道作者的重點
[00:09:31.580 --> 00:09:33.580]  是在中間那一段
[00:09:33.580 --> 00:09:39.580]  經文中間那一段和其他八段的分別
[00:09:39.580 --> 00:09:46.580]  就在於這一段是回答如何的問題
[00:09:46.580 --> 00:09:51.580]  其他的段落都是發生了什麼事
[00:09:51.580 --> 00:09:59.580]  如果意識裏人有不同的選擇
[00:09:59.580 --> 00:10:02.580]  就會有不同的後果
[00:10:02.580 --> 00:10:05.580]  和摩西的呼籲
[00:10:05.580 --> 00:10:07.580]  有了這個大綱之後
[00:10:07.580 --> 00:10:09.580]  我們可以一起思考經文的內容
[00:10:09.580 --> 00:10:13.580]  第一節摩西呼籲意識的人要愛上帝
[00:10:13.580 --> 00:10:17.580]  那怎樣才算是愛上帝呢
[00:10:17.580 --> 00:10:21.580]  是否要向上帝獻祭呢
[00:10:21.580 --> 00:10:24.580]  愛是會包含獻祭的
[00:10:24.580 --> 00:10:28.580]  但即使是獻祭也要按上帝的要求
[00:10:28.580 --> 00:10:32.580]  愛上帝最重要的表現就是
[00:10:32.580 --> 00:10:37.580]  天天遵守他的吩咐律例典章誡明
[00:10:37.580 --> 00:10:44.580]  天天這個形容在原文其實是用了所有的字
[00:10:44.580 --> 00:10:48.580]  即是所有的日子
[00:10:48.580 --> 00:10:50.580]  你可以譯作天天
[00:10:50.580 --> 00:10:54.580]  不過你也可以譯作一生一世都要愛上帝
[00:10:54.580 --> 00:10:57.580]  不是高興的時候愛
[00:10:57.580 --> 00:10:59.580]  憂愁的時候不愛
[00:10:59.580 --> 00:11:01.580]  不是順境的時候愛
[00:11:01.580 --> 00:11:07.580]  有病的時候不愛
[00:11:07.580 --> 00:11:14.580]  愛上帝的表現就是要遵守他的吩咐律例典章誡明
[00:11:14.580 --> 00:11:18.580]  在三十二節對應的經文簡化成
[00:11:18.580 --> 00:11:21.580]  一切律例典章
[00:11:21.580 --> 00:11:25.580]  我稍為解釋一下這幾個字的涵義
[00:11:25.580 --> 00:11:30.580]  吩咐和誡明可以說是同義詞
[00:11:30.580 --> 00:11:35.580]  都是出自上帝的口所說的話
[00:11:35.580 --> 00:11:40.580]  律例也是出自上帝的口
[00:11:40.580 --> 00:11:43.580]  但是是比較有針對性的
[00:11:43.580 --> 00:11:47.580]  例如以色列人獻祭是有規矩的
[00:11:47.580 --> 00:11:51.580]  不能夠用外族人的獻祭方式
[00:11:51.580 --> 00:11:54.580]  包括祭物是不能夠帶著血的
[00:11:54.580 --> 00:11:57.580]  祭神的皮是要剝掉的
[00:11:57.580 --> 00:12:03.580]  例如動物要分為潔淨和不潔淨
[00:12:03.580 --> 00:12:05.580]  這些都是律例
[00:12:05.580 --> 00:12:09.580]  典章的字在希伯來文
[00:12:09.580 --> 00:12:13.580]  字根是從審判的字出來
[00:12:13.580 --> 00:12:17.580]  即是上帝對某事件的審判之後
[00:12:17.580 --> 00:12:25.580]  有了一次的判決這個案例就成為以後判案的標準
[00:12:25.580 --> 00:12:31.580]  有同樣的事發生就按同樣的懲罰去處理
[00:12:31.580 --> 00:12:37.580]  《出拉及記》21至23章就是典章
[00:12:37.580 --> 00:12:40.580]  大部分都是處理人際糾紛
[00:12:40.580 --> 00:12:45.580]  包括刑事和民事的案件
[00:12:45.580 --> 00:12:48.580]  第二段2至7節
[00:12:48.580 --> 00:12:51.580]  我記得可能是梁燕城博士說過
[00:12:51.580 --> 00:12:56.580]  上帝並沒有啟示一本系統神學
[00:12:56.580 --> 00:12:59.580]  很有條理地介紹基督教教義
[00:12:59.580 --> 00:13:03.580]  上帝啟示祂的性情
[00:13:03.580 --> 00:13:06.580]  是透過祂怎樣與人相處
[00:13:06.580 --> 00:13:10.580]  讓人去認識祂、了解祂
[00:13:10.580 --> 00:13:12.580]  在這段經文當中
[00:13:12.580 --> 00:13:18.580]  提到摩西從出埃及和在抗野中的經歷
[00:13:18.580 --> 00:13:20.580]  提醒他的聽眾
[00:13:20.580 --> 00:13:25.580]  上帝是用恩典對待以色列人
[00:13:25.580 --> 00:13:30.580]  第三至第四節提到上帝怎樣從埃及
[00:13:30.580 --> 00:13:36.580]  用大能神蹟將以色列人帶出抗野
[00:13:36.580 --> 00:13:41.580]  即是從圍爐之家將以色列人拯救出來
[00:13:41.580 --> 00:13:47.580]  第五節說祂在抗野怎樣待你們
[00:13:47.580 --> 00:13:50.580]  直到你們來到這地方
[00:13:50.580 --> 00:13:54.580]  在抗野上帝是怎樣帶領和供應以色列人
[00:13:54.580 --> 00:13:58.580]  生存需要的水和食物
[00:13:58.580 --> 00:14:01.580]  在白日用雲柱
[00:14:01.580 --> 00:14:04.580]  在晚上用火柱帶領他們
[00:14:04.580 --> 00:14:09.580]  雲柱可以遮擋太陽光
[00:14:09.580 --> 00:14:13.580]  火柱除了提供亮光之外
[00:14:13.580 --> 00:14:16.580]  更重要的可能是散發出熱力
[00:14:16.580 --> 00:14:21.580]  使以色列人晚上不會太冷
[00:14:21.580 --> 00:14:24.580]  抗野地方會比較冷
[00:14:24.580 --> 00:14:27.580]  那時沒有暖爐和暖氣
[00:14:27.580 --> 00:14:30.580]  有火柱也不錯
[00:14:30.580 --> 00:14:35.580]  這些都是上帝對他們的恩惠
[00:14:35.580 --> 00:14:39.580]  第六節提到上帝嚴厲的一面
[00:14:39.580 --> 00:14:42.580]  對反叛他們的人
