
[00:00:00.000 --> 00:00:02.600]  我叫Sunny
[00:00:02.600 --> 00:00:03.880]  Sunny傳統
[00:00:03.880 --> 00:00:05.140]  有點緊張
[00:00:05.140 --> 00:00:07.580]  因為比我講道更緊張
[00:00:07.580 --> 00:00:10.560]  因為分享神在我的生命
[00:00:10.560 --> 00:00:12.740]  以及各樣的恩典的時候
[00:00:12.740 --> 00:00:16.600]  真的很有那份感動
[00:00:16.600 --> 00:00:19.920]  首先我很想告訴大家
[00:00:19.920 --> 00:00:24.900]  其實我的夢照是由我的信主開始的
[00:00:24.900 --> 00:00:25.760]  為什麼?
[00:00:25.760 --> 00:00:27.240]  我明明按了
[00:00:27.240 --> 00:00:29.500]  是,OK
[00:00:29.500 --> 00:00:33.600]  是的,我有癌症
[00:00:33.600 --> 00:00:39.200]  在我讀完中學畢業不久
[00:00:39.200 --> 00:00:42.180]  那時候由我信主
[00:00:42.180 --> 00:00:46.400]  之後的第二年我就接受水禮
[00:00:46.400 --> 00:00:49.840]  接受水禮後不是一片光明
[00:00:49.840 --> 00:00:54.840]  在第二個月我已經確診了癌症
[00:00:54.840 --> 00:01:02.600]  我在整個療程中很感恩
[00:01:02.600 --> 00:01:05.440]  我發覺有卵巢癌
[00:01:05.440 --> 00:01:08.200]  然後擴散到去肝
[00:01:08.200 --> 00:01:14.100]  醫生告訴我有三期尾
[00:01:14.100 --> 00:01:16.600]  只不過年輕時
[00:01:16.600 --> 00:01:20.280]  醫生說我盡量醫治他
[00:01:20.280 --> 00:01:21.800]  盡量醫治我
[00:01:21.800 --> 00:01:25.160]  那時候我都很沮喪
[00:01:25.160 --> 00:01:29.520]  對於一個當時我都叫做年輕人的時候
[00:01:29.520 --> 00:01:31.320]  中學畢業不久
[00:01:31.320 --> 00:01:35.100]  就會覺得前途一片黑暗
[00:01:35.100 --> 00:01:37.960]  就像一幅圖一樣
[00:01:37.960 --> 00:01:41.640]  我用黑暗去形容我那段時間
[00:01:41.640 --> 00:01:49.720]  因為我不知道如何演繹那種心裡的狀態
[00:01:49.720 --> 00:01:55.400]  當中我既憤怒
[00:01:55.400 --> 00:01:56.720]  既突然
[00:01:56.720 --> 00:02:00.200]  有很多的情感在我裡面
[00:02:00.200 --> 00:02:03.360]  但是我剛剛信了主
[00:02:03.360 --> 00:02:04.800]  受了水
[00:02:04.800 --> 00:02:08.200]  應該信心是特別堅固的
[00:02:08.200 --> 00:02:09.800]  應該是正常的
[00:02:09.800 --> 00:02:12.160]  確實是
[00:02:12.160 --> 00:02:14.600]  我那時候最有信心的是什麼呢
[00:02:14.600 --> 00:02:17.000]  就是回天家
[00:02:17.000 --> 00:02:20.520]  因為我覺得神已經保證了我
[00:02:20.520 --> 00:02:22.520]  到最後的時候
[00:02:22.520 --> 00:02:24.240]  我應該可以回天家
[00:02:24.240 --> 00:02:27.280]  跟祂享受神給我的禮物
[00:02:27.280 --> 00:02:29.240]  就是那份永生
[00:02:29.240 --> 00:02:30.920]  但是當然
[00:02:30.920 --> 00:02:34.600]  年輕的我就是很不甘心
[00:02:34.600 --> 00:02:39.480]  當時我經常都問為什麼
[00:02:39.480 --> 00:02:43.520]  我家裡睡的床有窗在旁邊
[00:02:43.520 --> 00:02:46.160]  我經常都望著天問為什麼
[00:02:46.160 --> 00:02:48.160]  為什麼神要這樣對我
[00:02:48.160 --> 00:02:50.160]  為什麼這麼快
[00:02:50.160 --> 00:02:51.160]  剛剛信你
[00:02:51.160 --> 00:02:52.840]  什麼屬靈生命
[00:02:52.840 --> 00:02:55.720]  什麼都還沒建立好的時候
[00:02:55.720 --> 00:03:00.600]  我人生的經歷都還沒開始過的時候
[00:03:00.600 --> 00:03:04.520]  為什麼你要給我這樣的訊息
[00:03:04.520 --> 00:03:05.600]  訊號我呢
[00:03:05.600 --> 00:03:08.800]  是不是你很想我快點見你呢
[00:03:08.800 --> 00:03:11.400]  當時我有很多不甘心的
[00:03:11.400 --> 00:03:12.880]  我就跟神說
[00:03:12.880 --> 00:03:14.520]  我跟神討論
[00:03:14.520 --> 00:03:19.240]  如果你讓我康復的話
[00:03:19.240 --> 00:03:21.720]  就你說什麼都可以
[00:03:21.720 --> 00:03:22.920]  你說什麼都可以
[00:03:22.920 --> 00:03:26.440]  你要我怎麼做我就跟著你
[00:03:26.440 --> 00:03:28.120]  只要你讓我康復
[00:03:28.120 --> 00:03:33.000]  這個就是我當時跟神的一個承諾
[00:03:33.000 --> 00:03:36.360]  神也是回應了我
[00:03:36.360 --> 00:03:39.080]  當我做完所有療程的時候
[00:03:39.080 --> 00:03:42.320]  神就讓我康復了
[00:03:42.320 --> 00:03:45.040]  今天站在這裡跟大家分享的時候
[00:03:45.040 --> 00:03:46.760]  我當然是健康康
[00:03:46.760 --> 00:03:49.240]  肥肥的 黑黑的
[00:03:49.240 --> 00:03:51.040]  就很感恩
[00:03:51.040 --> 00:03:53.640]  但是我會告訴大家
[00:03:53.640 --> 00:03:58.920]  原來神對於我這個承諾是記住的
[00:03:58.920 --> 00:04:01.160]  所以你們跟神去聊天的時候
[00:04:01.160 --> 00:04:02.960]  就要誠懇一點
[00:04:02.960 --> 00:04:05.200]  因為神是聽到我們說的
[00:04:05.200 --> 00:04:06.400]  每一句
[00:04:06.400 --> 00:04:08.080]  無論你說出口
[00:04:08.080 --> 00:04:11.520]  不說出口的說話都聽到
[00:04:11.520 --> 00:04:14.440]  神很好對我
[00:04:14.440 --> 00:04:17.240]  他就沒有去
[00:04:17.240 --> 00:04:18.520]  其實我按的
[00:04:18.520 --> 00:04:21.000]  其實我沒有
[00:04:21.000 --> 00:04:22.720]  第一就是沒有那一刻
[00:04:22.720 --> 00:04:25.560]  就立刻被呼召要去讀神學
[00:04:25.560 --> 00:04:30.360]  神就給了十幾二十年的時間我去康復
[00:04:30.360 --> 00:04:34.240]  兼去成為了一位時裝設計師
[00:04:34.240 --> 00:04:36.000]  因為在當時來說
[00:04:36.000 --> 00:04:39.240]  對於一個剛剛康復
[00:04:39.240 --> 00:04:40.600]  癌症康復的時候
[00:04:40.600 --> 00:04:42.800]  其實都真的不知道是什麼
[00:04:42.800 --> 00:04:46.320]  神就給我有那份的恩賜
[00:04:46.320 --> 00:04:50.480]  在一些時裝設計的獎項裡面贏了
[00:04:50.480 --> 00:04:52.440]  然後入行
[00:04:52.440 --> 00:04:53.720]  就很開心
[00:04:53.720 --> 00:04:56.480]  那個獎項其實就告訴我
[00:04:56.480 --> 00:04:59.040]  就是神給我一個人證
[00:04:59.040 --> 00:05:02.640]  當我覺得我的前路很黑暗的時候
[00:05:02.640 --> 00:05:04.800]  神就說你不用怕
[00:05:04.800 --> 00:05:07.160]  有神去看著我們
[00:05:07.160 --> 00:05:11.720]  所以剛才有敬拜隊唱第二首詩歌的時候
[00:05:11.720 --> 00:05:14.120]  那個歌詞其實真的很好
[00:05:14.120 --> 00:05:16.520]  當我們遇到患難的時候
[00:05:16.520 --> 00:05:18.640]  我們有什麼可以做呢
[00:05:18.640 --> 00:05:22.240]  就是單單去愛神和依靠神
[00:05:22.240 --> 00:05:27.800]  這個就是我在當時的那份的恩典
[00:05:27.800 --> 00:05:30.520]  和很實在地去經歷到神
[00:05:30.520 --> 00:05:33.200]  我覺得自己很幸運
[00:05:33.200 --> 00:05:34.680]  亦都很感恩
[00:05:34.680 --> 00:05:38.560]  神就給我藉著這個獎項
[00:05:38.560 --> 00:05:41.760]  進入了時裝設計的行業裡面
[00:05:41.760 --> 00:05:45.160]  成為一個時裝設計師十多年的時間
[00:05:45.160 --> 00:05:48.240]  這個路其實真的很精彩
[00:05:48.240 --> 00:05:53.360]  對我來說是一個很有成功感
[00:05:53.360 --> 00:05:56.120]  很有挑戰性
[00:05:56.120 --> 00:05:59.200]  每一天都和時間競賽
[00:05:59.200 --> 00:06:04.480]  每一天都覺得很真實和很現實
[00:06:04.480 --> 00:06:06.160]  因為這個行業
[00:06:06.160 --> 00:06:08.920]  如果你不進入的話
[00:06:08.920 --> 00:06:10.800]  那就會失敗
[00:06:10.800 --> 00:06:18.760]  所以每一刻都要在裡面不斷向上
[00:06:18.760 --> 00:06:22.560]  向前看和要去努力
[00:06:22.560 --> 00:06:25.080]  否則就會失敗
[00:06:25.080 --> 00:06:28.080]  所以很感恩在十多年的設計師的經歷裡面
[00:06:28.080 --> 00:06:32.080]  讓我很開心在這個行業裡面
[00:06:32.080 --> 00:06:36.040]  但是有在當中的時候
[00:06:36.040 --> 00:06:38.400]  神又給我一個聖蔭
[00:06:38.400 --> 00:06:40.800]  祂就說開心完了
[00:06:40.800 --> 00:06:43.560]  你也開心了十幾二十年
[00:06:43.560 --> 00:06:49.320]  你那時候對我的承諾是否要兌現
[00:06:49.320 --> 00:06:53.320]  神開始對我去追溯
[00:06:53.320 --> 00:06:55.800]  當神對我追溯的時候
[00:06:55.800 --> 00:06:57.920]  我就又問一個問題
[00:06:57.920 --> 00:07:00.320]  對於我來說不是很記得了
[00:07:00.320 --> 00:07:03.480]  然後神會很特別
[00:07:03.480 --> 00:07:06.520]  讓聖靈提醒我
[00:07:06.520 --> 00:07:11.440]  我對神那份承諾曾經做過的一個承諾
[00:07:11.440 --> 00:07:14.000]  就是當你讓我康復的時候
[00:07:14.000 --> 00:07:15.600]  你說怎樣就怎樣
[00:07:15.600 --> 00:07:20.520]  但是在神在這個行業我做得最開心的時候
[00:07:20.520 --> 00:07:22.320]  祂說你要回來
[00:07:22.320 --> 00:07:24.440]  要去讀神學
[00:07:24.440 --> 00:07:28.480]  要走在祂心意裡面的時候
[00:07:28.480 --> 00:07:30.760]  我就有點掙扎了
[00:07:30.760 --> 00:07:34.560]  要離開我覺得很開心的一個行業
[00:07:34.560 --> 00:07:36.080]  我是捨不得的
[00:07:36.080 --> 00:07:39.000]  我不斷地跟神去討論
[00:07:39.000 --> 00:07:40.760]  我說神不是吧
[00:07:40.760 --> 00:07:41.760]  這麼早?
[00:07:41.760 --> 00:07:42.920]  這麼快?
[00:07:42.920 --> 00:07:44.760]  這麼快就要我離開?
[00:07:44.760 --> 00:07:46.800]  我不行的
[00:07:46.800 --> 00:07:50.240]  下一個
[00:07:50.240 --> 00:07:51.080]  是的
[00:07:51.080 --> 00:07:54.000]  然後我就跟神去祈禱
[00:07:54.000 --> 00:07:55.200]  我說神可不可以這樣
[00:07:55.200 --> 00:08:00.440]  你給我一點時間去進入這個預備的當中
[00:08:00.440 --> 00:08:01.320]  可不可以?
[00:08:01.320 --> 00:08:05.680]  我還沒有去捨得
[00:08:05.680 --> 00:08:08.800]  還有我也很想再真一點地聽聽
[00:08:08.800 --> 00:08:11.880]  你那個呼召
[00:08:11.880 --> 00:08:14.800]  究竟是要引證的
[00:08:14.800 --> 00:08:16.000]  大家都很清楚
[00:08:16.000 --> 00:08:17.600]  要引證的
[00:08:17.600 --> 00:08:20.240]  然後我就給了神
[00:08:20.240 --> 00:08:21.480]  好像什麼
[00:08:21.480 --> 00:08:25.640]  給了神一個問題
[00:08:25.640 --> 00:08:27.640]  我就說
[00:08:27.640 --> 00:08:32.160]  如果你真的叫我回到你那裡
[00:08:32.160 --> 00:08:33.160]  要去讀神學
[00:08:33.160 --> 00:08:36.600]  放下我現在覺得很好的一個事業
[00:08:36.600 --> 00:08:39.080]  覺得很開心的一個事業的時候
[00:08:39.080 --> 00:08:40.680]  你要讓我看到
[00:08:40.680 --> 00:08:43.360]  我在你的路上
[00:08:43.360 --> 00:08:45.520]  或者在侍奉的路上
[00:08:45.520 --> 00:08:49.080]  我都要感到比現在更加開心
[00:08:49.080 --> 00:08:51.520]  更加有滿足感
[00:08:51.520 --> 00:08:55.920]  然後我就跟神去祈禱
[00:08:55.920 --> 00:09:02.960]  其實你跟神討論的時候
[00:09:02.960 --> 00:09:04.880]  你都要做一些動作
[00:09:04.880 --> 00:09:07.840]  不然你就不能引證
[00:09:07.840 --> 00:09:09.400]  那個動作就是
[00:09:09.400 --> 00:09:15.760]  我回來就去試一下報一些神學課程
[00:09:15.760 --> 00:09:16.600]  去讀
[00:09:16.600 --> 00:09:18.840]  一邊裝備自己的時候
[00:09:18.840 --> 00:09:21.040]  看看自己對神的話語
[00:09:21.040 --> 00:09:23.280]  有沒有那份愛感動
[00:09:23.280 --> 00:09:26.960]  還有我是不是真的那麼愛
[00:09:26.960 --> 00:09:29.080]  人都是要受一些
[00:09:29.080 --> 00:09:32.960]  就是要給神去模造一下
[00:09:32.960 --> 00:09:34.920]  我是很慢的
[00:09:34.920 --> 00:09:37.600]  我需要神給我很多的引證
[00:09:37.600 --> 00:09:39.840]  然後我才回答那一步
[00:09:39.840 --> 00:09:42.760]  現在跟大家分享的時候
[00:09:42.760 --> 00:09:43.760]  讓大家知道
[00:09:43.760 --> 00:09:46.240]  原來神是一路一路
[00:09:46.240 --> 00:09:48.760]  無論你是什麼狀態
[00:09:48.760 --> 00:09:53.440]  祂都是這樣去按照你的步伐
[00:09:53.440 --> 00:09:55.880]  去給你那個引證的
[00:09:55.880 --> 00:09:58.240]  最後我就去求神
[00:09:58.240 --> 00:09:59.000]  我說這樣吧
[00:09:59.000 --> 00:10:01.360]  我這個行業其實我經常都要出外
[00:10:01.360 --> 00:10:02.680]  我都沒什麼時間
[00:10:02.680 --> 00:10:05.680]  在香港坐定定去讀神學的
[00:10:05.680 --> 00:10:09.160]  或者是怎樣去言經
[00:10:09.160 --> 00:10:09.880]  那你不如這樣吧
[00:10:09.880 --> 00:10:14.040]  你讓我在香港去找到一份工作
[00:10:14.040 --> 00:10:17.400]  我是完全不用出外
[00:10:17.400 --> 00:10:19.200]  完全連大陸都不用回
[00:10:19.200 --> 00:10:22.000]  因為那時候的製衣行業都要回大陸
[00:10:22.000 --> 00:10:23.480]  那些廠全部都在大陸
[00:10:23.480 --> 00:10:27.320]  然後他就又讓我找到
[00:10:27.320 --> 00:10:31.120]  又讓我找到一個是做外國品牌的
[00:10:31.120 --> 00:10:33.680]  然後我們只是在時裝會的時候
[00:10:33.680 --> 00:10:35.000]  擺兩次秀
[00:10:35.000 --> 00:10:37.160]  那就拿客人就可以了
[00:10:37.160 --> 00:10:38.960]  那老闆就連我們
[00:10:38.960 --> 00:10:40.120]  就是給我們自由
[00:10:40.120 --> 00:10:41.200]  需不需要回大陸的
[00:10:41.200 --> 00:10:43.600]  但是又讓我應付得到
[00:10:43.600 --> 00:10:45.160]  我不用回大陸
[00:10:45.160 --> 00:10:47.680]  都可以跟國內的廠
[00:10:47.680 --> 00:10:51.000]  造版 造貨都完全搞定
[00:10:51.000 --> 00:10:52.480]  那我就覺得
[00:10:52.480 --> 00:10:55.960]  神好像又聽到我的聲音了
[00:10:55.960 --> 00:10:56.920]  接著我就
[00:10:56.920 --> 00:10:58.560]  好吧 那我就在香港的時候
[00:10:58.560 --> 00:11:00.400]  又不用出外了
[00:11:00.400 --> 00:11:01.280]  那神就說
[00:11:01.280 --> 00:11:02.600]  那你沒什麼藉口
[00:11:02.600 --> 00:11:05.960]  那你就乖乖地跟我去讀一下
[00:11:05.960 --> 00:11:08.600]  你覺得要言經那些的東西
[00:11:08.600 --> 00:11:10.440]  那我就讀了
[00:11:10.440 --> 00:11:11.880]  讀到差不多的時候
[00:11:11.880 --> 00:11:13.040]  讀到一半的時候
[00:11:13.040 --> 00:11:14.160]  我就說
[00:11:14.160 --> 00:11:16.520]  他說神如果你再讓我看到
[00:11:16.520 --> 00:11:19.080]  就是說我現在真的要試一下
[00:11:19.080 --> 00:11:21.880]  去進入一間教會裡面
[00:11:21.880 --> 00:11:24.160]  去試一下侍奉先
[00:11:24.160 --> 00:11:26.080]  因為在教會裡面
[00:11:26.080 --> 00:11:29.440]  就是我以前一間是小教會
[00:11:29.440 --> 00:11:30.640]  因為工作的關係
