
[00:00:00.000 --> 00:00:01.000]  姐妹早晨
[00:00:01.000 --> 00:00:06.000]  今日我們會繼續登山補糞的講道系列
[00:00:06.000 --> 00:00:09.000]  今日我們會講一個題目
[00:00:09.000 --> 00:00:12.000]  就是如何避免去論斷人
[00:00:12.000 --> 00:00:15.000]  在馬達芬的七章一到六節
[00:00:15.000 --> 00:00:19.000]  今日我們會講到論斷這個題目
[00:00:19.000 --> 00:00:21.000]  首先第一個point就是
[00:00:21.000 --> 00:00:25.000]  我們首先要明白什麼是論斷
[00:00:25.000 --> 00:00:29.000]  論斷就不代表你不去做判斷
[00:00:29.000 --> 00:00:32.000]  也不代表你不可以跟別人提意見
[00:00:32.000 --> 00:00:34.000]  因為有時候在教會
[00:00:34.000 --> 00:00:36.000]  你看到誰誰不順眼
[00:00:36.000 --> 00:00:38.000]  你說我有些意見要提一下
[00:00:38.000 --> 00:00:40.000]  有時候你一提意見
[00:00:40.000 --> 00:00:42.000]  別人就問你為什麼要論斷我
[00:00:42.000 --> 00:00:44.000]  那就是不能說了
[00:00:44.000 --> 00:00:45.000]  那你能不能說呢
[00:00:45.000 --> 00:00:46.000]  是可以說的
[00:00:46.000 --> 00:00:47.000]  可以提意見
[00:00:47.000 --> 00:00:49.000]  也可以投訴
[00:00:49.000 --> 00:00:51.000]  投訴不等於論斷
[00:00:51.000 --> 00:00:52.000]  判斷也很重要
[00:00:52.000 --> 00:00:55.000]  因為在約翰福音的七章二十四節說
[00:00:55.000 --> 00:00:58.000]  不可按外貌定斷是非
[00:00:58.000 --> 00:01:01.000]  總要按公平定斷是非
[00:01:01.000 --> 00:01:03.000]  神賜給我們有智慧
[00:01:03.000 --> 00:01:05.000]  其實我們是要去判斷
[00:01:05.000 --> 00:01:07.000]  或者定斷很多的是非
[00:01:07.000 --> 00:01:10.000]  然後我們才可以做到一些決定
[00:01:10.000 --> 00:01:12.000]  make a decision
[00:01:12.000 --> 00:01:14.000]  我們每天都要做這些事情
[00:01:14.000 --> 00:01:17.000]  但是論斷講的是什麼呢
[00:01:17.000 --> 00:01:19.000]  因為你知道
[00:01:19.000 --> 00:01:21.000]  如果你要用英文的話
[00:01:21.000 --> 00:01:23.000]  就是去judge一件事
[00:01:23.000 --> 00:01:25.000]  有時候你判斷一件事
[00:01:25.000 --> 00:01:27.000]  什麼叫做judge一件事
[00:01:27.000 --> 00:01:29.000]  什麼叫做disserve一件事呢
[00:01:29.000 --> 00:01:31.000]  分別是非
[00:01:31.000 --> 00:01:33.000]  那到底分別在哪裡呢
[00:01:33.000 --> 00:01:36.000]  所以我們首先要明白什麼是論斷
[00:01:36.000 --> 00:01:37.000]  我們才可以知道
[00:01:37.000 --> 00:01:39.000]  怎樣不可以過那條界線
[00:01:39.000 --> 00:01:41.000]  最後變成論斷
[00:01:41.000 --> 00:01:43.000]  那今天我就想和大家分享
[00:01:43.000 --> 00:01:47.000]  借用一個在婚姻輔導裡面的觀念
[00:01:47.000 --> 00:01:50.000]  和大家去分享一下什麼是論斷
[00:01:50.000 --> 00:01:51.000]  什麼是正常的
[00:01:51.000 --> 00:01:52.000]  和別人提意見
[00:01:52.000 --> 00:01:54.000]  或者我投訴一下
[00:01:54.000 --> 00:01:57.000]  那我想借用這個John Garman的觀念
[00:01:57.000 --> 00:02:00.000]  凡是妓女輔導都會讀他的書
[00:02:00.000 --> 00:02:02.000]  他算是pioneer
[00:02:02.000 --> 00:02:04.000]  那他最出名的地方就是
[00:02:04.000 --> 00:02:06.000]  他弄了一個叫love lab
[00:02:06.000 --> 00:02:08.000]  一個愛情的實驗室
[00:02:08.000 --> 00:02:12.000]  他叫那些couple來他的實驗室
[00:02:12.000 --> 00:02:13.000]  那有時候來
[00:02:13.000 --> 00:02:14.000]  你可以住一晚
[00:02:14.000 --> 00:02:15.000]  有時候最長的時間
[00:02:15.000 --> 00:02:17.000]  那你們就照常生活
[00:02:17.000 --> 00:02:18.000]  照常聊天就可以了
[00:02:18.000 --> 00:02:20.000]  但是很多時候
[00:02:20.000 --> 00:02:22.000]  因為結了婚沒多久
[00:02:22.000 --> 00:02:24.000]  話話聊天
[00:02:24.000 --> 00:02:26.000]  通常一聊天就會吵架
[00:02:26.000 --> 00:02:29.000]  那他就開始量你的血壓
[00:02:29.000 --> 00:02:30.000]  量你的心電圖
[00:02:30.000 --> 00:02:33.000]  然後就看看你吵架有什麼反應
[00:02:33.000 --> 00:02:35.000]  那他就記錄了
[00:02:35.000 --> 00:02:37.000]  那經過長期的觀察
[00:02:37.000 --> 00:02:39.000]  那他就觀察到
[00:02:39.000 --> 00:02:42.000]  他知道怎樣吵架
[00:02:42.000 --> 00:02:43.000]  有些couple呢
[00:02:43.000 --> 00:02:45.000]  是會越吵感情越好的
[00:02:45.000 --> 00:02:47.000]  那有些吵架的方式就很傷感情
[00:02:47.000 --> 00:02:49.000]  吵一吵就會離婚
[00:02:49.000 --> 00:02:52.000]  那最後呢他就啊
[00:02:52.000 --> 00:02:53.000]  他嘗試做一些prediction
[00:02:53.000 --> 00:02:54.000]  一些的預測
[00:02:54.000 --> 00:02:55.000]  所以他就
[00:02:55.000 --> 00:02:57.000]  他量到這些couple吵架
[00:02:57.000 --> 00:02:58.000]  觀察到他的pattern
[00:02:58.000 --> 00:02:59.000]  然後就說
[00:02:59.000 --> 00:03:00.000]  這對couple可能
[00:03:00.000 --> 00:03:02.000]  5到7年之後會離婚
[00:03:02.000 --> 00:03:03.000]  那這對couple可能不會
[00:03:03.000 --> 00:03:05.000]  那最後他預測的準確度
[00:03:05.000 --> 00:03:07.000]  高達91%
[00:03:07.000 --> 00:03:09.000]  所以挺高的
[00:03:09.000 --> 00:03:10.000]  那到了後來
[00:03:10.000 --> 00:03:13.000]  他的經驗越來越強的時候
[00:03:13.000 --> 00:03:15.000]  他說他可以
[00:03:15.000 --> 00:03:17.000]  看一對couple 15分鐘吵架
[00:03:17.000 --> 00:03:19.000]  他就可以做出這個判斷
[00:03:19.000 --> 00:03:20.000]  這個預測
[00:03:20.000 --> 00:03:21.000]  那這個預測
[00:03:21.000 --> 00:03:24.000]  同樣都是超過90%的準確度
[00:03:24.000 --> 00:03:25.000]  那他怎樣預測呢
[00:03:25.000 --> 00:03:28.000]  就是預測你們怎樣去吵架
[00:03:28.000 --> 00:03:31.000]  那我在做婚前輔導的時候
[00:03:31.000 --> 00:03:33.000]  都會一定提這一點
[00:03:33.000 --> 00:03:34.000]  就是因為
[00:03:34.000 --> 00:03:37.000]  吵架是夫妻必學的一門功課
[00:03:37.000 --> 00:03:39.000]  一門藝術
[00:03:39.000 --> 00:03:41.000]  學得懂就越吵越有感情
[00:03:41.000 --> 00:03:43.000]  學不懂就通常會離婚
[00:03:43.000 --> 00:03:46.000]  那怎樣為止
[00:03:46.000 --> 00:03:48.000]  叫做吵架吵得好呢
[00:03:48.000 --> 00:03:50.000]  那後來當然他有寫書
[00:03:50.000 --> 00:03:51.000]  跟大家分享
[00:03:51.000 --> 00:03:53.000]  這個吵架的四大殺手
[00:03:53.000 --> 00:03:54.000]  那最近出的書
[00:03:54.000 --> 00:03:55.000]  他又加了第五個
[00:03:55.000 --> 00:03:57.000]  五大殺手
[00:03:57.000 --> 00:03:59.000]  那因為今天不是分享講座
[00:03:59.000 --> 00:04:01.000]  就不會五大殺手都跟你講完
[00:04:01.000 --> 00:04:02.000]  但我想講一個
[00:04:02.000 --> 00:04:03.000]  No.1殺手
[00:04:03.000 --> 00:04:05.000]  No.1殺手就是當你
[00:04:05.000 --> 00:04:07.000]  對方令你有些
[00:04:07.000 --> 00:04:08.000]  看不順眼的地方
[00:04:08.000 --> 00:04:09.000]  你想跟他提一些意見
[00:04:09.000 --> 00:04:11.000]  那怎樣提是
[00:04:11.000 --> 00:04:12.000]  正常的投訴
[00:04:12.000 --> 00:04:13.000]  正常的提見
[00:04:13.000 --> 00:04:15.000]  怎樣提是叫做
[00:04:15.000 --> 00:04:16.000]  你正在論斷別人呢
[00:04:16.000 --> 00:04:18.000]  那分別就是在這裡
[00:04:18.000 --> 00:04:20.000]  如果你正常跟別人提意見
[00:04:20.000 --> 00:04:21.000]  就是你有些東西
[00:04:21.000 --> 00:04:22.000]  我看不過眼
[00:04:22.000 --> 00:04:23.000]  我就是要跟他提的
[00:04:23.000 --> 00:04:24.000]  那通常呢
[00:04:24.000 --> 00:04:26.000]  你就要投訴的三部份
[00:04:26.000 --> 00:04:27.000]  第一個
[00:04:27.000 --> 00:04:29.000]  你可以分享你的感受
[00:04:29.000 --> 00:04:30.000]  我很不開心
[00:04:30.000 --> 00:04:32.000]  我很生氣
[00:04:32.000 --> 00:04:33.000]  我很失望
[00:04:33.000 --> 00:04:34.000]  我很憤怒
[00:04:34.000 --> 00:04:35.000]  第二個
[00:04:35.000 --> 00:04:37.000]  你一定要講具體的事件
[00:04:37.000 --> 00:04:40.000]  就是你特定做過些什麼
[00:04:40.000 --> 00:04:42.000]  讓我有這樣的情緒呢
[00:04:42.000 --> 00:04:44.000]  那一定要很具體的事
[00:04:44.000 --> 00:04:45.000]  不要籠統
[00:04:45.000 --> 00:04:47.000]  最近你不乖了
[00:04:47.000 --> 00:04:48.000]  不乖
[00:04:48.000 --> 00:04:50.000]  這些觀念很抽象
[00:04:50.000 --> 00:04:52.000]  一定要具體的說什麼事情
[00:04:52.000 --> 00:04:55.000]  那第三個
[00:04:55.000 --> 00:04:57.000]  你可以提要求的
[00:04:57.000 --> 00:04:58.000]  你可以提出一個要求
[00:04:58.000 --> 00:05:00.000]  就是我要求你做些什麼
[00:05:00.000 --> 00:05:02.000]  你昨天沒有倒垃圾
