
[00:00:00.000 --> 00:00:06.000]  好 首先恭祝大家 主恩滿日 喜樂平安
[00:00:06.000 --> 00:00:11.000]  很開心能夠在這個新春團拜裡面
[00:00:11.000 --> 00:00:14.000]  一起去聆聽上帝的話語
[00:00:14.000 --> 00:00:16.000]  更加能夠一起去敬拜主
[00:00:16.000 --> 00:00:19.000]  好像是上主一早約定了我們
[00:00:19.000 --> 00:00:21.000]  在這個農曆年期間
[00:00:21.000 --> 00:00:24.000]  不知道大家在這幾天
[00:00:24.000 --> 00:00:27.000]  我想大部分時間都是去拜年
[00:00:27.000 --> 00:00:30.000]  和你身邊的親友一起去問安
[00:00:30.000 --> 00:00:32.000]  彼此互相祝福
[00:00:32.000 --> 00:00:34.000]  但我們很現實看到
[00:00:34.000 --> 00:00:35.000]  在我們世代裡面
[00:00:35.000 --> 00:00:37.000]  仍然有很多的不安
[00:00:37.000 --> 00:00:40.000]  很多無力的事情纏繞著我們
[00:00:40.000 --> 00:00:44.000]  我們基督教不是一邊說好景好景
[00:00:44.000 --> 00:00:47.000]  但好像剛才感謝神的師哥給我們知道
[00:00:47.000 --> 00:00:49.000]  縱然我們都面對著困難
[00:00:49.000 --> 00:00:51.000]  但當中的困難
[00:00:51.000 --> 00:00:54.000]  可能是上主給我們一個更高的經歷
[00:00:54.000 --> 00:00:56.000]  稍後我們都可以在信書裡面看到
[00:00:56.000 --> 00:00:58.000]  所以今天定的題目是
[00:00:58.000 --> 00:01:00.000]  在恩典中堅定盼望
[00:01:00.000 --> 00:01:03.000]  迎向無力與不安的世代
[00:01:03.000 --> 00:01:06.000]  仍然在配合我們的年曆和季替
[00:01:06.000 --> 00:01:08.000]  我們如何去迎向世代
[00:01:08.000 --> 00:01:10.000]  我想在農曆年期間
[00:01:10.000 --> 00:01:12.000]  可能大家的話題走不開
[00:01:12.000 --> 00:01:13.000]  一定是這個
[00:01:13.000 --> 00:01:14.000]  Deep stick
[00:01:14.000 --> 00:01:19.000]  這個是中國一個電腦公司
[00:01:19.000 --> 00:01:22.000]  用人工智慧所創造最新的一個模型
[00:01:22.000 --> 00:01:28.000]  它可以媲美美國最新的OpenAI的能力
[00:01:28.000 --> 00:01:31.000]  AI創造的能力
[00:01:31.000 --> 00:01:34.000]  但它厲害的地方是
[00:01:34.000 --> 00:01:40.000]  它只是被美國用了三十分之一的開發成本
[00:01:40.000 --> 00:01:42.000]  它比美國便宜
[00:01:42.000 --> 00:01:46.000]  但它的能力可以媲美美國的OpenAI
[00:01:46.000 --> 00:01:50.000]  所以令到美國的美股股市都大跌
[00:01:50.000 --> 00:01:53.000]  似乎英偉達的股價都跌了17%
[00:01:53.000 --> 00:01:55.000]  不知道大家在你的新年期間
[00:01:55.000 --> 00:01:57.000]  是不是在說美股下跌
[00:01:57.000 --> 00:02:01.000]  我新年期間都有一些年輕人都會說
[00:02:01.000 --> 00:02:04.000]  現在AI這麼發達
[00:02:04.000 --> 00:02:06.000]  接下來我的工作都不用工作了
[00:02:06.000 --> 00:02:11.000]  我要找一些不用AI的工作才可以有飯吃
[00:02:11.000 --> 00:02:15.000]  對前景好像有些焦慮或者迷惘
[00:02:15.000 --> 00:02:19.000]  另外一個情況其實很深遠發展
[00:02:19.000 --> 00:02:22.000]  在我們中國內地有一個「躺平」這個字
[00:02:22.000 --> 00:02:24.000]  我相信很多人都聽過
[00:02:24.000 --> 00:02:29.000]  就好像這個童話故事所說
[00:02:29.000 --> 00:02:32.000]  那隻蟋蟀就躺在樹洞裏面
[00:02:32.000 --> 00:02:34.000]  貓頭鷹先生就說
[00:02:34.000 --> 00:02:36.000]  外面的天空很廣闊的 很美麗的
[00:02:36.000 --> 00:02:38.000]  為什麼不出來看看
[00:02:38.000 --> 00:02:40.000]  他說我覺得我躺在這裏挺好
[00:02:40.000 --> 00:02:42.000]  為什麼要努力呢
[00:02:42.000 --> 00:02:44.000]  躺平的五大特徵是什麼呢
[00:02:44.000 --> 00:02:48.000]  就是喜歡自己和自己相處
[00:02:48.000 --> 00:02:52.000]  不想和那麼多人相交
[00:02:52.000 --> 00:02:56.000]  另外就是很享受自由自在
[00:02:56.000 --> 00:02:58.000]  對工作職位沒有什麼野心
[00:02:58.000 --> 00:03:00.000]  或者沒有什麼盼望
[00:03:00.000 --> 00:03:02.000]  隨便一份工作就可以了
[00:03:02.000 --> 00:03:05.000]  或者經常都在想自己接下來要做什麼
[00:03:05.000 --> 00:03:08.000]  對物質生活要求都不高
[00:03:08.000 --> 00:03:11.000]  不知道在你所認識的年輕人裏面
[00:03:11.000 --> 00:03:14.000]  會不會都有這些躺平一族出現
[00:03:14.000 --> 00:03:17.000]  在國內就非常流行
[00:03:17.000 --> 00:03:22.000]  我很想再和大家去迎向這班世代裏面的先
[00:03:22.000 --> 00:03:24.000]  我們會看到
[00:03:24.000 --> 00:03:26.000]  我們今年的題目是
[00:03:26.000 --> 00:03:29.000]  裝備門徒迎向挑戰
[00:03:29.000 --> 00:03:30.000]  我們的櫃題就是
[00:03:30.000 --> 00:03:33.000]  我們如何去迎向這個不安的世代
[00:03:33.000 --> 00:03:35.000]  靠著主給我們的能力
[00:03:35.000 --> 00:03:37.000]  在上次的講道裏面
[00:03:37.000 --> 00:03:40.000]  我們迎向迷失真理的世代
[00:03:40.000 --> 00:03:41.000]  我們呼召大家
[00:03:41.000 --> 00:03:45.000]  我們要去回歸對真理的敬拜
[00:03:45.000 --> 00:03:47.000]  去活出真理的見證
[00:03:47.000 --> 00:03:50.000]  並且引領迷失的人歸向神
[00:03:50.000 --> 00:03:55.000]  今天我們繼續面對著世代的挑戰的時候
[00:03:55.000 --> 00:03:56.000]  我們就要看到
[00:03:56.000 --> 00:03:58.000]  我們人生追求什麼呢
[00:03:58.000 --> 00:04:01.000]  就是那些美股的價格
[00:04:01.000 --> 00:04:03.000]  樓市的升跌
[00:04:03.000 --> 00:04:04.000]  職位的名銜
[00:04:04.000 --> 00:04:05.000]  或者科技的發展
[00:04:05.000 --> 00:04:07.000]  或者社會的認同
[00:04:07.000 --> 00:04:09.000]  而我們其實持久
[00:04:09.000 --> 00:04:12.000]  值得我們去追求的是什麼呢
[00:04:12.000 --> 00:04:14.000]  我們對真理有多深的認識呢
[00:04:14.000 --> 00:04:17.000]  願意我們透過羅馬書五章一至十一節
[00:04:17.000 --> 00:04:21.000]  我們尋找回上帝給我們的恩典的基礎
[00:04:21.000 --> 00:04:24.000]  我們內心有一份實在的平安
[00:04:24.000 --> 00:04:25.000]  幫助我們
[00:04:25.000 --> 00:04:29.000]  能夠在這個無力感不安的世代裏面站穩
[00:04:29.000 --> 00:04:31.000]  並且能夠以神為樂
[00:04:31.000 --> 00:04:33.000]  得罪一份從神而來的動力和生命
[00:04:33.000 --> 00:04:34.000]  我們為了今天的訊息
[00:04:34.000 --> 00:04:36.000]  我們再有一個禱告
[00:04:36.000 --> 00:04:38.000]  示彼我天父我仰望你
