
[00:00:00.000 --> 00:00:02.000]  丹尖會早晨
[00:00:02.000 --> 00:00:08.000]  感謝主我們今天在當中一起去聆聽神的話語
[00:00:08.000 --> 00:00:10.000]  讓我們一起低頭禱告
[00:00:10.000 --> 00:00:12.000]  超神帝多謝祢
[00:00:12.000 --> 00:00:14.000]  祢給了我們有生命氣息
[00:00:14.000 --> 00:00:18.000]  讓我們能夠在祢的店面前去敬拜主
[00:00:18.000 --> 00:00:19.000]  求祢幫助我們
[00:00:19.000 --> 00:00:23.000]  讓我們能夠心向著祢
[00:00:23.000 --> 00:00:26.000]  渴求祢聆聽祢的話語
[00:00:26.000 --> 00:00:30.000]  願祢的話語臨到我們當中親自對我們說話
[00:00:30.000 --> 00:00:32.000]  你使用孩子所講的
[00:00:32.000 --> 00:00:34.000]  弟兄姊妹所聽的
[00:00:34.000 --> 00:00:35.000]  都是同感一鈴
[00:00:35.000 --> 00:00:36.000]  幫助我們
[00:00:36.000 --> 00:00:39.000]  如何在生命的侍奉當中
[00:00:39.000 --> 00:00:41.000]  能夠被調教
[00:00:41.000 --> 00:00:42.000]  自己調教
[00:00:42.000 --> 00:00:43.000]  能夠向著祢
[00:00:43.000 --> 00:00:44.000]  服侍祢
[00:00:44.000 --> 00:00:45.000]  愛祢
[00:00:45.000 --> 00:00:48.000]  而順道高奉我們救主寶貴耶穌明治祈禱
[00:00:48.000 --> 00:00:51.000]  弟兄姊妹
[00:00:51.000 --> 00:00:55.000]  其實我們回崇拜的時候大概是八點九
[00:00:55.000 --> 00:01:00.000]  其實八點九之前應該很多人都在做事
[00:01:00.000 --> 00:01:04.000]  最重要其實是AV後面的弟兄姊妹
[00:01:04.000 --> 00:01:05.000]  兩個弟兄
[00:01:05.000 --> 00:01:09.000]  其實一班弟兄每天可能是七點
[00:01:09.000 --> 00:01:10.000]  或者七點半回來
[00:01:10.000 --> 00:01:12.000]  應該很早回來
[00:01:12.000 --> 00:01:14.000]  去設立所有的音響
[00:01:14.000 --> 00:01:17.000]  你知道我們在這個地方
[00:01:17.000 --> 00:01:18.000]  朝寒晚拆
[00:01:18.000 --> 00:01:21.000]  不是一個座堂教會都設立好
[00:01:21.000 --> 00:01:24.000]  不過就算是在座堂教會侍奉也好
[00:01:24.000 --> 00:01:26.000]  音響也是很重要
[00:01:26.000 --> 00:01:29.000]  而且每次都要調教
[00:01:29.000 --> 00:01:32.000]  一個專業的競敗隊
[00:01:32.000 --> 00:01:33.000]  或者結他手一來到
[00:01:33.000 --> 00:01:36.000]  第一件事就是要調到他的結他
[00:01:36.000 --> 00:01:37.000]  即是調音
[00:01:37.000 --> 00:01:40.000]  因為每一次彈都會鬆一鬆
[00:01:40.000 --> 00:01:42.000]  一彈就知道
[00:01:42.000 --> 00:01:43.000]  可能你有經驗
[00:01:43.000 --> 00:01:45.000]  一彈就知道是差點音
[00:01:45.000 --> 00:01:48.000]  有時都需要調節一下
[00:01:48.000 --> 00:01:49.000]  調節一下
[00:01:49.000 --> 00:01:51.000]  那個彈的音是準不準
[00:01:51.000 --> 00:01:53.000]  就算我現在說話
[00:01:53.000 --> 00:01:54.000]  也好
[00:01:54.000 --> 00:01:56.000]  Robert也是在調教我的音
[00:01:56.000 --> 00:01:57.000]  我聽到的
[00:01:57.000 --> 00:02:00.000]  為著其實那是一個專業的態度
[00:02:00.000 --> 00:02:01.000]  侍奉的態度
[00:02:01.000 --> 00:02:04.000]  不是說我設立了一個音響
[00:02:04.000 --> 00:02:05.000]  你說話就可以了
[00:02:05.000 --> 00:02:06.000]  你唱就可以了
[00:02:06.000 --> 00:02:09.000]  一個專業的侍奉
[00:02:09.000 --> 00:02:10.000]  就像音響一樣
[00:02:10.000 --> 00:02:12.000]  不斷調教不斷調教
[00:02:12.000 --> 00:02:15.000]  為著的就是讓大家聽得清楚
[00:02:15.000 --> 00:02:18.000]  為著的在網上的弟兄姊妹都聽得清楚
[00:02:18.000 --> 00:02:21.000]  其實我們的侍奉
[00:02:21.000 --> 00:02:23.000]  都要這樣的模式
[00:02:23.000 --> 00:02:26.000]  我們要不斷調教不斷調教
[00:02:26.000 --> 00:02:27.000]  為著的
[00:02:27.000 --> 00:02:32.000]  是能夠讓自己真的侍奉到上帝
[00:02:32.000 --> 00:02:36.000]  今天我的題目就是調教你的侍奉
[00:02:36.000 --> 00:02:38.000]  星期五的牧師就問我
[00:02:38.000 --> 00:02:39.000]  Kenny
[00:02:39.000 --> 00:02:42.000]  究竟是調教教導的教
[00:02:42.000 --> 00:02:44.000]  還是調教的教呢
[00:02:44.000 --> 00:02:45.000]  說對了
[00:02:45.000 --> 00:02:46.000]  有兩個教
[00:02:46.000 --> 00:02:47.000]  一個是教導的教
[00:02:47.000 --> 00:02:48.000]  一個是學校的教
[00:02:48.000 --> 00:02:50.000]  教字都是同一個音
[00:02:50.000 --> 00:02:52.000]  究竟是誰教的
[00:02:52.000 --> 00:02:53.000]  令我再反思
[00:02:53.000 --> 00:02:56.000]  究竟我是想說什麼呢
[00:02:56.000 --> 00:02:58.000]  我最終都寫是調教
[00:02:58.000 --> 00:03:00.000]  我們上帝之會是調節
[00:03:00.000 --> 00:03:04.000]  我們自己的侍奉是如何對得準
[00:03:04.000 --> 00:03:06.000]  一說到侍奉
[00:03:06.000 --> 00:03:07.000]  其實第一件事
[00:03:07.000 --> 00:03:09.000]  我們要定義
[00:03:09.000 --> 00:03:10.000]  什麼叫侍奉
[00:03:10.000 --> 00:03:12.000]  侍奉其實在原文來說
[00:03:12.000 --> 00:03:15.000]  在希臘文來說
[00:03:15.000 --> 00:03:18.000]  其實是等於敬拜的意思
