
[00:00:00.000 --> 00:00:05.760]  讓我們先靜默片刻,我們一同低頭禱告
[00:00:05.760 --> 00:00:14.240]  願主我們來到祢的前面,主我們思想祢的話語
[00:00:14.240 --> 00:00:17.040]  祢的話語裏面有祢福音的奧秘
[00:00:17.040 --> 00:00:21.840]  求祢光照我們,求祢引導我們去祢的十字架面前
[00:00:21.840 --> 00:00:28.320]  再一次呼召我們,差遣我們出去,在這個黑暗的世界上使我們作光
[00:00:28.320 --> 00:00:32.160]  我們禱告教童教教主耶穌的名字祈求,阿門
[00:00:32.160 --> 00:00:36.880]  今天講道的講題是耶穌黑夜錄的地
[00:00:36.880 --> 00:00:40.720]  今天講道的經文是六章十六至二十一節
[00:00:40.720 --> 00:00:44.160]  今天講道的經文只有五節那麼多
[00:00:44.160 --> 00:00:46.880]  這五節的經文好像很簡單
[00:00:46.880 --> 00:00:48.640]  因為我們一看到這五節經文
[00:00:48.640 --> 00:00:53.120]  我們聯想起聖經裏面有一個故事叫平靜風浪的故事
[00:00:53.120 --> 00:00:58.640]  這個平靜風浪的故事在《馬太福音》和《馬可福音》都有出現過
[00:00:58.640 --> 00:01:03.360]  但你先看看,其實今天這個故事不是關於平靜風浪
[00:01:03.360 --> 00:01:07.120]  因為有講到風浪,但是耶穌沒有平靜風浪
[00:01:07.120 --> 00:01:09.920]  而不單止有這個小小的出入
[00:01:09.920 --> 00:01:14.880]  祂還有一些細節在《約翰福音》裏面記載的時候是被省略了
[00:01:14.880 --> 00:01:17.040]  今天這個神蹟很特別
[00:01:17.040 --> 00:01:22.000]  因為這個神蹟可以這麼說是五餅二魚的下集
[00:01:22.000 --> 00:01:26.720]  整段的故事兩個神蹟是一個上集一個下集
[00:01:26.720 --> 00:01:29.600]  你可能會說為什麼是一個上集和下集
[00:01:29.600 --> 00:01:32.000]  明明是兩個的神蹟
[00:01:32.000 --> 00:01:33.840]  一個是分餅餵飽五千人
[00:01:33.840 --> 00:01:39.600]  另外一個神蹟就是講耶穌在水面上行走
[00:01:39.600 --> 00:01:41.840]  明明是九不搭八的故事
[00:01:41.840 --> 00:01:47.680]  但是當你細心的留意你會發現其實《約翰福音》六章的一節是這樣講的
[00:01:47.680 --> 00:01:52.160]  這些時候耶穌渡過加里尼海就是提比利亞海
[00:01:52.160 --> 00:01:57.520]  這個是整個故事的開頭形容耶穌去了一個地方
[00:01:57.520 --> 00:02:00.480]  於是在這個終結是這麼形容的
[00:02:00.480 --> 00:02:06.080]  船立刻到了他們所要去的地方
[00:02:06.080 --> 00:02:13.440]  一個頭一個尾是形容到用地理的方式去將整個故事捆綁在一起
[00:02:13.440 --> 00:02:16.400]  不應該用捆綁這個字去組成在一起
[00:02:16.400 --> 00:02:20.080]  於是當我們細心去看今天這些經文的時候
[00:02:20.080 --> 00:02:24.080]  你會發現其實有一個地域性的轉移
[00:02:24.080 --> 00:02:28.240]  這個地域性的轉移是由曠野去到山上
[00:02:28.240 --> 00:02:30.320]  於是終點就是二十一節
[00:02:30.320 --> 00:02:35.120]  二十一節講到船立刻到了那個目的地
[00:02:35.120 --> 00:02:37.680]  你可以先放在你的心裡面
[00:02:37.680 --> 00:02:41.840]  今天這些經文的終結是要帶你去一個地方
[00:02:41.840 --> 00:02:45.120]  等一下我們會講到這個是什麼地方
[00:02:45.120 --> 00:02:50.880]  我們先看今天我們看第一至十五節裡面的幾幅圖畫
[00:02:50.880 --> 00:02:54.800]  第一幅圖畫是耶穌帶我們去曠野
[00:02:54.800 --> 00:02:56.480]  在六章三節那裡這樣說
[00:02:56.480 --> 00:03:02.880]  有一大群人因為看見他在病人身上所行的神蹟就跟從他
[00:03:02.880 --> 00:03:07.520]  有一大群人看見耶穌所受的神蹟於是就跟著耶穌
[00:03:07.520 --> 00:03:10.000]  他們相信耶穌是各位的君王
[00:03:10.000 --> 00:03:11.440]  他們要跟著耶穌
[00:03:11.440 --> 00:03:12.960]  因為他們相信他是君王
[00:03:12.960 --> 00:03:16.560]  所以無論耶穌去到哪裡他們都願意跟從他
[00:03:16.560 --> 00:03:20.000]  在《馬可福音》另外一篇的記載講到耶穌去了一個地方
[00:03:20.000 --> 00:03:22.400]  那個地方是曠野
[00:03:22.400 --> 00:03:24.400]  於是他們就浩浩蕩蕩
[00:03:24.400 --> 00:03:27.440]  一大群人跟著耶穌去曠野
[00:03:27.440 --> 00:03:29.200]  這個是一個什麼樣的圖畫
[00:03:29.200 --> 00:03:31.440]  如果你有印象我上次講五餅魚的時候
[00:03:31.440 --> 00:03:33.600]  我講到這個是一個圖畫
[00:03:33.600 --> 00:03:38.880]  是摩西帶領以色列人出埃及然後去到曠野
[00:03:38.880 --> 00:03:43.280]  《約翰福音》反覆帶我們回去出埃及的那幅圖畫
[00:03:43.280 --> 00:03:47.440]  它將耶穌比喻成一個好像摩西那樣的中部
[00:03:47.440 --> 00:03:50.560]  當日摩西帶領以色列出埃及去到曠野
[00:03:50.560 --> 00:03:57.280]  同樣的今天耶穌帶領著門徒和他的子民去到曠野這一塊地方
[00:03:57.280 --> 00:04:00.640]  去到曠野做了什麼
[00:04:00.640 --> 00:04:01.840]  耶穌上了山
[00:04:01.840 --> 00:04:02.880]  這個是第二個圖畫
[00:04:02.880 --> 00:04:05.040]  上山的圖畫
[00:04:05.040 --> 00:04:08.880]  耶穌上了山和門徒一同坐在大樓
[00:04:08.880 --> 00:04:12.560]  同樣的在《春開及記》裡面
[00:04:12.560 --> 00:04:15.920]  摩西帶領以色列人來到山
[00:04:15.920 --> 00:04:18.320]  然後耶穌說呼召摩西
[00:04:18.320 --> 00:04:19.760]  摩西就上了山上面
[00:04:19.760 --> 00:04:21.520]  為什麼只有摩西可以上去
[00:04:21.520 --> 00:04:23.440]  其他以色列人不能上去
[00:04:23.440 --> 00:04:24.640]  聖經跟我們講到
[00:04:24.640 --> 00:04:28.640]  因為耶穌說不讓其他人上去
[00:04:28.640 --> 00:04:31.200]  只有摩西可以上山
[00:04:31.200 --> 00:04:33.600]  因為摩西有一個獨特的身份
[00:04:33.600 --> 00:04:35.840]  那個身份叫中保
[00:04:35.840 --> 00:04:36.800]  什麼是中保
[00:04:36.800 --> 00:04:38.880]  中保就是在上帝的面前
[00:04:38.880 --> 00:04:40.560]  這個中保代表人
[00:04:40.560 --> 00:04:42.880]  在別人面前這個中保代表神
[00:04:42.880 --> 00:04:44.800]  於是摩西其實有一個這樣的身份
[00:04:44.800 --> 00:04:49.360]  同樣的今天耶穌帶領以色列人來到山上面
[00:04:49.360 --> 00:04:52.080]  於是只有耶穌可以上山
[00:04:52.080 --> 00:04:53.440]  耶穌就上了山上面
[00:04:53.440 --> 00:04:55.040]  上了山做了什麼
[00:04:55.040 --> 00:04:58.800]  記不記得摩西當時上山他做了一件很重要的事
[00:04:58.800 --> 00:05:01.600]  就是納約
[00:05:01.600 --> 00:05:05.840]  摩西下山將血一半盛在盤上
[00:05:05.840 --> 00:05:07.760]  一半灑在壇上
[00:05:07.760 --> 00:05:10.160]  又將約書連給百姓聽
[00:05:10.160 --> 00:05:13.120]  他們說耶和華所吩咐的
[00:05:13.120 --> 00:05:16.400]  我們都必遵行
[00:05:16.400 --> 00:05:20.800]  摩西把血灑在百姓上說
[00:05:20.800 --> 00:05:22.400]  你看這是納約的血
[00:05:22.400 --> 00:05:25.200]  是耶和華安這一切話
[00:05:25.200 --> 00:05:27.040]  與你們納約的憑據
[00:05:27.040 --> 00:05:28.800]  摩西跟他們納約
[00:05:28.800 --> 00:05:32.000]  我想問在約翰福裡面有沒有這一幅納約的圖畫
[00:05:32.000 --> 00:05:32.640]  有
[00:05:32.640 --> 00:05:35.440]  同樣在第六章裡面有一幅這樣納約的圖畫
[00:05:35.440 --> 00:05:37.520]  當時這個納約的圖畫是怎樣的
[00:05:37.520 --> 00:05:38.960]  耶穌拿起餅來
[00:05:38.960 --> 00:05:39.840]  捉謝了
[00:05:39.840 --> 00:05:41.680]  就分給在座的人
[00:05:41.680 --> 00:05:43.200]  那幅五餅二魚的圖畫
[00:05:43.200 --> 00:05:45.520]  當耶穌分那個五餅二魚的時候
[00:05:45.520 --> 00:05:48.320]  就是一個納約的預表
[00:05:48.320 --> 00:05:50.880]  這個納約的預表是預表他將來
[00:05:50.880 --> 00:05:54.160]  將要為世人所納的約
[00:05:54.160 --> 00:05:55.600]  由拿起餅來捉謝了
