
[00:00:00.000 --> 00:00:02.480]  各位電影節目的早晨
[00:00:02.480 --> 00:00:05.360]  除開口罩,因為方圓很多米都沒有人
[00:00:05.360 --> 00:00:09.040]  更重要的是,雖然今天我沒辦法見到每一位電影節目的樣子
[00:00:09.040 --> 00:00:11.440]  但希望你可以見到我的樣子
[00:00:11.440 --> 00:00:13.480]  一起在崇拜當中經歷豐富
[00:00:13.480 --> 00:00:18.480]  讓我們先同心祈禱
[00:00:18.480 --> 00:00:20.360]  主人我們多謝你
[00:00:20.360 --> 00:00:22.920]  有很美好的清晨
[00:00:22.920 --> 00:00:26.400]  我們可以去到你面前服侍你
[00:00:26.400 --> 00:00:28.720]  儘管見到的有難處
[00:00:28.720 --> 00:00:30.880]  但滿滿恩典
[00:00:30.880 --> 00:00:33.440]  儘管這一刻我們來自不同的地方
[00:00:33.440 --> 00:00:35.840]  沒辦法聚集在這個禮堂
[00:00:35.840 --> 00:00:38.280]  但同樣我們的心都在你的殿裏面
[00:00:38.280 --> 00:00:40.440]  去服侍你
[00:00:40.440 --> 00:00:43.240]  願博人口中的言語,電影節目之間的心思意念
[00:00:43.240 --> 00:00:45.280]  蒙聖靈,啟迪蒙主的月立
[00:00:45.280 --> 00:00:49.240]  禱告奉耶穌基督的名
[00:00:49.240 --> 00:00:52.240]  電影節目當今天預備跟大家分享這個訊息
[00:00:52.240 --> 00:00:54.560]  題目叫做《沒了的話》
[00:00:54.560 --> 00:00:56.960]  當然《沒了的話》就因為
[00:00:56.960 --> 00:00:59.200]  在梁佛堂在職這個角色
[00:00:59.200 --> 00:01:00.960]  今天是最後一個星期
[00:01:00.960 --> 00:01:03.480]  但《沒了的話》也是這段經文
[00:01:03.480 --> 00:01:06.160]  菲律賓書保羅和菲律賓港
[00:01:06.160 --> 00:01:08.840]  是三章這個全章裏面第一句
[00:01:08.840 --> 00:01:10.800]  就提到沒了
[00:01:10.800 --> 00:01:14.360]  所以保羅要分享這一番說話
[00:01:14.360 --> 00:01:15.720]  在這段日子
[00:01:15.720 --> 00:01:17.160]  雖然疫症沒什麼機會
[00:01:17.160 --> 00:01:19.280]  跟電影節目很多面見吃飯的機會
[00:01:19.280 --> 00:01:20.320]  其實很多都約了
[00:01:20.320 --> 00:01:21.520]  不過都沒辦法
[00:01:21.520 --> 00:01:23.560]  但很多電影節目都會在電話
[00:01:23.560 --> 00:01:25.040]  短訊就可以問我
[00:01:25.040 --> 00:01:27.520]  牧師走了,有什麼要分享
[00:01:27.520 --> 00:01:29.160]  有沒有什麼不捨得
[00:01:29.160 --> 00:01:30.760]  有什麼感受
[00:01:30.760 --> 00:01:32.800]  有些說話我會分享
[00:01:32.800 --> 00:01:35.240]  有些就說遲些見面再分享
[00:01:35.240 --> 00:01:36.640]  當然有很多感受
[00:01:36.640 --> 00:01:38.920]  在這裏有十多年的時候
[00:01:38.920 --> 00:01:40.560]  有很多的感覺
[00:01:40.560 --> 00:01:41.600]  有些我覺得不捨得
[00:01:41.600 --> 00:01:43.280]  是因為我見證電影節目成長
[00:01:43.280 --> 00:01:44.680]  我想繼續陪伴
[00:01:44.680 --> 00:01:45.560]  因為當中的電影節目
[00:01:45.560 --> 00:01:49.240]  真的從小就看著它長大
[00:01:49.240 --> 00:01:50.800]  又有電影節目的家人
[00:01:50.800 --> 00:01:53.320]  身體軟弱或者很多元顧回到天家的話
[00:01:53.320 --> 00:01:55.200]  我們有很多支援牧羊
[00:01:55.200 --> 00:01:56.240]  有很多事很想做的
[00:01:56.240 --> 00:01:58.760]  譬如我還想跟電影節目有機會去短訊
[00:01:58.760 --> 00:01:59.840]  又或者我們繼續查經
[00:01:59.840 --> 00:02:01.920]  我們的言經小組都還沒查完
[00:02:01.920 --> 00:02:04.560]  我們要查藥行福音
[00:02:04.560 --> 00:02:06.200]  這些事情令我有很多感受
[00:02:06.200 --> 00:02:07.640]  不過這些事情不會成為我的遺憾
[00:02:07.640 --> 00:02:11.760]  因為我經歷了上帝很多的豐富和恩典
[00:02:11.760 --> 00:02:16.400]  當這段聖經保羅跟菲律賓教會分享
[00:02:16.400 --> 00:02:18.200]  是分享恩典
[00:02:18.200 --> 00:02:20.480]  菲律賓教會在保羅心目中是很重要的
[00:02:20.480 --> 00:02:22.200]  因為菲律賓這個地方
[00:02:22.200 --> 00:02:23.720]  是保羅第一個去到歐洲
[00:02:23.720 --> 00:02:27.440]  傳道第一個建立在歐洲的教會
[00:02:27.440 --> 00:02:29.640]  當保羅寫菲律賓書的時候
[00:02:29.640 --> 00:02:30.880]  可能面對很多的難處
[00:02:30.880 --> 00:02:32.600]  因為保羅應該在監獄裏面
[00:02:32.600 --> 00:02:35.080]  而菲律賓教會當時又受到很多的異端
[00:02:35.080 --> 00:02:36.520]  很多的攻擊
[00:02:36.520 --> 00:02:38.120]  可能很多的限制
[00:02:38.120 --> 00:02:39.560]  很多的難處
[00:02:39.560 --> 00:02:41.040]  正如我們身處現在的生活裏面
[00:02:41.040 --> 00:02:41.760]  都有很多的難處
[00:02:41.760 --> 00:02:44.480]  不然今天你就不能夠回來教會
[00:02:44.480 --> 00:02:45.560]  可能每天要戴著口罩
[00:02:45.560 --> 00:02:49.320]  連買菜連出街都沒辦法了這段時間
[00:02:49.320 --> 00:02:52.880]  難處往往在我們身邊出現
[00:02:52.880 --> 00:02:54.400]  但最重要的是甚麼呢
[00:02:54.400 --> 00:02:55.760]  我很喜歡這段聖經
[00:02:55.760 --> 00:02:58.040]  第一句也是今天講的一個很重要的訊息
[00:02:58.040 --> 00:03:00.240]  告訴大家
[00:03:00.240 --> 00:03:01.240]  聖經裏面保羅說
[00:03:01.240 --> 00:03:03.080]  沒了我的弟兄們
[00:03:03.080 --> 00:03:06.320]  你們要靠主喜樂
[00:03:06.320 --> 00:03:07.520]  我將這些話寫給你們
[00:03:07.520 --> 00:03:09.120]  不是因為困難
[00:03:09.120 --> 00:03:11.320]  對你們卻是妥當的
[00:03:11.320 --> 00:03:12.280]  是甚麼意思呢
[00:03:12.280 --> 00:03:14.560]  整個菲律賓書裏面你不斷見到就是
[00:03:14.560 --> 00:03:17.560]  喜樂 喜樂 喜樂
[00:03:17.560 --> 00:03:20.120]  保羅提醒菲律賓教會弟兄姊妹
[00:03:20.120 --> 00:03:21.600]  面對難處
[00:03:21.600 --> 00:03:23.120]  面對攻擊
[00:03:23.120 --> 00:03:24.480]  無論是教會
[00:03:24.480 --> 00:03:26.320]  或者是保羅自己本身
[00:03:26.320 --> 00:03:28.440]  不要因為這樣而憂愁
[00:03:28.440 --> 00:03:30.880]  不要因為這樣而擔憂
[00:03:30.880 --> 00:03:32.920]  要喜樂
[00:03:32.920 --> 00:03:36.760]  當我要離開這個社會崗位的時候
[00:03:36.760 --> 00:03:37.520]  可能很多人就問
[00:03:37.520 --> 00:03:39.080]  有很多東西不捨得
[00:03:39.080 --> 00:03:40.920]  甚至會憂愁的
[00:03:40.920 --> 00:03:42.000]  不知道最憂愁的是誰呢
[00:03:42.000 --> 00:03:46.440]  可能是執事堂位吧
[00:03:46.440 --> 00:03:49.280]  但我跟大家分享第一件事就是喜樂
[00:03:49.280 --> 00:03:50.600]  所以你看到我的樣子
[00:03:50.600 --> 00:03:53.120]  因為弟兄姊妹知道我很喜歡笑
[00:03:53.120 --> 00:03:56.040]  我很喜歡分享快樂
[00:03:56.040 --> 00:03:57.120]  我經常跟弟兄姊妹說
[00:03:57.120 --> 00:03:58.880]  生命有很多東西很有趣
[00:03:58.880 --> 00:03:59.800]  就算難處
[00:03:59.800 --> 00:04:01.120]  就算障礙
[00:04:01.120 --> 00:04:02.560]  當你見到常理恩典的時候
[00:04:02.560 --> 00:04:04.280]  你就發覺有趣的地方
[00:04:04.280 --> 00:04:06.040]  你就能夠喜樂
[00:04:06.040 --> 00:04:07.440]  所以保羅提醒
[00:04:07.440 --> 00:04:08.400]  菲律賓教會弟兄姊妹
[00:04:08.400 --> 00:04:10.840]  喜樂不是因為一切順利
[00:04:10.840 --> 00:04:13.680]  不是因為很多東西很成功
[00:04:13.680 --> 00:04:15.040]  很滿足
[00:04:15.040 --> 00:04:16.560]  而是因為喜樂
[00:04:16.560 --> 00:04:17.960]  只要我們靠主
[00:04:17.960 --> 00:04:19.680]  看見恩典的時候
[00:04:19.680 --> 00:04:21.600]  我們就能夠喜樂
[00:04:21.600 --> 00:04:22.440]  弟兄姊妹
[00:04:22.440 --> 00:04:23.680]  記住一起有喜樂的心
[00:04:23.680 --> 00:04:25.560]  這是很重要的
[00:04:25.560 --> 00:04:27.480]  保羅接著就會提到
[00:04:27.480 --> 00:04:29.000]  要大家去慎防
[00:04:29.000 --> 00:04:30.680]  提防那些犬類
[00:04:30.680 --> 00:04:32.040]  要防備作惡的
[00:04:32.040 --> 00:04:32.760]  為什麼呢
[00:04:32.760 --> 00:04:36.560]  因為有些人靠著肉體去跨性
[00:04:36.560 --> 00:04:37.320]  第四節保羅說
[00:04:37.320 --> 00:04:39.560]  其實他也可以靠肉體的
[00:04:39.560 --> 00:04:40.800]  若果別人可以
[00:04:40.800 --> 00:04:42.800]  他更加可以
[00:04:42.800 --> 00:04:44.440]  保羅一統提到說什麼呢
[00:04:44.440 --> 00:04:45.840]  他第八日受割禮
[00:04:45.840 --> 00:04:46.920]  他是以色列族
[00:04:46.920 --> 00:04:48.200]  辯雅敏之派
[00:04:48.200 --> 00:04:49.920]  希伯來人生的希伯來人
[00:04:49.920 --> 00:04:50.720]  律法來說
[00:04:50.720 --> 00:04:51.600]  他是法利塞
[00:04:51.600 --> 00:04:53.040]  很熟悉聖經
[00:04:53.040 --> 00:04:53.800]  熱心來說
[00:04:53.800 --> 00:04:55.080]  迫害教會是什麼呢
[00:04:55.080 --> 00:04:56.560]  他真的做很多事情
[00:04:56.560 --> 00:04:58.200]  行動去回應
[00:04:58.200 --> 00:05:00.000]  去挑戰教會
[00:05:00.000 --> 00:05:01.400]  在律法上來說
[00:05:01.400 --> 00:05:03.040]  他是無可指責
[00:05:03.040 --> 00:05:03.960]  哇
[00:05:03.960 --> 00:05:06.480]  保羅這個人真的超厲害
[00:05:06.480 --> 00:05:08.840]  有誰敢說自己是無可指責
[00:05:08.840 --> 00:05:10.560]  有誰敢說靠著肉體
[00:05:10.560 --> 00:05:12.120]  靠著血統
[00:05:12.120 --> 00:05:14.320]  靠著很多東西能夠跨口的話
[00:05:14.320 --> 00:05:16.640]  他應該綽綽有餘
[00:05:16.640 --> 00:05:18.520]  不知道你覺得保羅什麼的表達
[00:05:18.520 --> 00:05:19.880]  就是心態
[00:05:19.880 --> 00:05:21.080]  我第一次看的時候覺得
[00:05:21.080 --> 00:05:23.240]  他有一點沙塵
[00:05:23.240 --> 00:05:24.720]  不知道沙塵這個字大家認不認識
[00:05:24.720 --> 00:05:27.720]  就是自傲、驕傲
[00:05:27.720 --> 00:05:30.560]  這種沙塵、這種自傲可能
[00:05:30.560 --> 00:05:31.680]  很多事情是真的
[00:05:31.680 --> 00:05:33.080]  保羅真的很厲害
[00:05:33.080 --> 00:05:34.080]  你看聖經、看《司徒蘭人傳》
[00:05:34.080 --> 00:05:36.640]  你會看到保羅那種能言善道
[00:05:36.640 --> 00:05:37.920]  保羅那種全方位的能力
[00:05:37.920 --> 00:05:39.600]  那種堅忍
[00:05:39.600 --> 00:05:41.200]  那種厲害
[00:05:41.200 --> 00:05:42.880]  保羅本身是一個很厲害的人
[00:05:42.880 --> 00:05:45.480]  而且這裡沒有提到保羅是一個羅馬公民
[00:05:45.480 --> 00:05:47.320]  當然這個公民身份怎麼來我們都不知道
[00:05:47.320 --> 00:05:50.720]  不過起碼他是一個很獨特的社會地位的人
[00:05:50.720 --> 00:05:52.920]  按人來看這是一個很卓越
[00:05:52.920 --> 00:05:54.120]  很厲害
[00:05:54.120 --> 00:05:56.080]  超勁的人
[00:05:56.080 --> 00:05:59.600]  保羅有一點沙塵的角色
[00:05:59.600 --> 00:06:00.680]  如果可以靠
[00:06:00.680 --> 00:06:02.400]  我比你們更可以靠
[00:06:02.400 --> 00:06:07.160]  這些能力、這些經驗、這些血統
[00:06:07.160 --> 00:06:08.240]  不過
[00:06:08.240 --> 00:06:09.320]  不過什麼呢
[00:06:09.320 --> 00:06:10.600]  保羅就說不過
[00:06:10.600 --> 00:06:12.240]  他不是靠這些
[00:06:12.240 --> 00:06:14.400]  不過在第七節
[00:06:14.400 --> 00:06:15.520]  他就說
[00:06:15.520 --> 00:06:17.920]  只是我先前以為有益的
[00:06:17.920 --> 00:06:20.280]  因為基督的緣故覺得有損的
[00:06:20.280 --> 00:06:21.360]  不止這樣
[00:06:21.360 --> 00:06:23.840]  將萬事都當為有損的
[00:06:23.840 --> 00:06:25.800]  保羅突然間說那些好像有益的
