
[00:00:00.000 --> 00:00:06.120]  我們是來到重建我們教會的港道系列第七篇
[00:00:06.120 --> 00:00:08.440]  第八篇是最後 今天是尾二篇
[00:00:08.440 --> 00:00:12.240]  今天我們的焦點就是禱告
[00:00:12.240 --> 00:00:14.600]  在這個港道系列當中
[00:00:14.600 --> 00:00:18.040]  我和大家一直都是以重建聖潔
[00:00:18.040 --> 00:00:20.440]  做一個中心的前提
[00:00:20.440 --> 00:00:22.880]  也不斷地提醒大家
[00:00:22.880 --> 00:00:24.680]  教會要重建聖潔
[00:00:24.680 --> 00:00:27.800]  關鍵就在讀經 祈禱
[00:00:27.800 --> 00:00:30.280]  和傳福音的實踐當中
[00:00:30.280 --> 00:00:33.160]  以追求靈命為我們的使命
[00:00:33.160 --> 00:00:34.840]  不過直到今天之前
[00:00:34.840 --> 00:00:36.480]  其實這篇港道之前
[00:00:36.480 --> 00:00:40.000]  好像還沒有直接去討論禱告
[00:00:40.000 --> 00:00:44.840]  也沒有特別去討論禱告和聖潔之間的關係
[00:00:44.840 --> 00:00:46.840]  所以今天很高興終於有機會
[00:00:46.840 --> 00:00:52.240]  就這個禱告和聖潔的關係做一些分享
[00:00:52.240 --> 00:00:53.840]  我們今天的經文是
[00:00:53.840 --> 00:00:56.480]  《肥臘比書》第四章六到第七節
[00:00:56.480 --> 00:01:00.120]  兩節都是大部份基督徒一段時間
[00:01:00.120 --> 00:01:02.280]  應該熟悉的經文
[00:01:02.280 --> 00:01:03.520]  應當一無掛慮
[00:01:03.520 --> 00:01:06.560]  只要凡事藉著禱告祈求和感謝
[00:01:06.560 --> 00:01:09.080]  將你們所有的告訴神
[00:01:09.080 --> 00:01:12.280]  神所賜出人意外的平安
[00:01:12.280 --> 00:01:18.200]  必在基督耶穌裡保守你們的心懷義念
[00:01:18.200 --> 00:01:20.680]  神給聖徒
[00:01:20.680 --> 00:01:22.760]  我們基督徒每一位權柄
[00:01:22.760 --> 00:01:26.640]  都必須奉主耶穌基督的名向祂祈求
[00:01:26.640 --> 00:01:30.680]  因為神的目的是要使聖徒成聖
[00:01:30.680 --> 00:01:34.880]  建立一個聖潔的心懷義念
[00:01:34.880 --> 00:01:37.520]  禱告其實是那個方法
[00:01:37.520 --> 00:01:39.640]  聖潔是那個目的
[00:01:39.640 --> 00:01:41.480]  這兩方面都很重要的
[00:01:41.480 --> 00:01:46.040]  我們需要有和神同一個的異象目的
[00:01:46.040 --> 00:01:48.400]  就是要保守我們的心懷
[00:01:48.400 --> 00:01:50.680]  我們的意念是聖潔的
[00:01:50.680 --> 00:01:51.440]  否則呢
[00:01:51.440 --> 00:01:53.720]  我們就算懂得用禱告
[00:01:53.720 --> 00:01:56.960]  也是用禱告來尋求我們想要的
[00:01:56.960 --> 00:02:00.920]  可能是一些無法幫助我們變得更聖潔
[00:02:00.920 --> 00:02:04.400]  反而是變得更世俗的事情
[00:02:04.400 --> 00:02:05.680]  相反而言
[00:02:05.680 --> 00:02:09.240]  除非我們學會禱告
[00:02:09.240 --> 00:02:11.480]  凡事依靠神
[00:02:11.480 --> 00:02:16.120]  即使我們追求聖潔的時候
[00:02:16.120 --> 00:02:19.720]  哪怕都會只是依靠我們自己的力量
[00:02:19.720 --> 00:02:21.680]  如果我們依靠我們的力量
[00:02:21.680 --> 00:02:24.320]  不單只會搞到我們凡事焦慮
[00:02:24.320 --> 00:02:29.040]  還會使我們用很多世俗的方法
[00:02:29.040 --> 00:02:31.440]  就算是做神的工作的時候
[00:02:31.440 --> 00:02:33.800]  都是用很多熟悉的思維
[00:02:33.800 --> 00:02:36.480]  而不是依據聖經來做
[00:02:36.480 --> 00:02:39.280]  所以這兩個方面其實是連在一起的
[00:02:39.280 --> 00:02:41.040]  所以我想用四個的標題
[00:02:41.040 --> 00:02:44.040]  和大家解釋這兩節的經文
[00:02:44.040 --> 00:02:45.640]  一無掛慮
[00:02:45.640 --> 00:02:47.280]  凡事交托
[00:02:47.280 --> 00:02:49.480]  超然的和睦
[00:02:49.480 --> 00:02:52.000]  保守聖潔
[00:02:52.000 --> 00:02:54.440]  我們其實有很多不同的方法來做禱告
[00:02:54.440 --> 00:02:55.960]  你可以閉上眼睛禱告
[00:02:55.960 --> 00:02:57.560]  你可以跪下禱告
[00:02:57.560 --> 00:02:59.080]  你可以趴在地上禱告
[00:02:59.080 --> 00:03:00.520]  可以躺在床上禱告
[00:03:00.520 --> 00:03:04.960]  可以用詩歌來唱出你的祈求
[00:03:04.960 --> 00:03:08.760]  但無論我們用什麼方法向神禱告
[00:03:08.760 --> 00:03:10.880]  應該有的效果之一
[00:03:10.880 --> 00:03:14.400]  就是能夠將我們背負的重擔和憂慮
[00:03:14.400 --> 00:03:16.600]  交托給神
[00:03:16.600 --> 00:03:20.200]  交托 放手和放心
[00:03:20.200 --> 00:03:21.160]  不再憂慮
[00:03:21.160 --> 00:03:24.360]  其實就是禱告一定應該有的事情
[00:03:24.360 --> 00:03:27.520]  當我們將我們的重擔藉著禱告
[00:03:27.520 --> 00:03:29.720]  祈求交給神的時候
[00:03:29.720 --> 00:03:31.760]  神給我們的平安
[00:03:31.760 --> 00:03:35.160]  超乎人的意料之外
[00:03:35.160 --> 00:03:37.680]  超乎人理解能力的平安
[00:03:37.680 --> 00:03:40.920]  就會能夠保守我們的心懷意念
[00:03:40.920 --> 00:03:43.720]  保守我們的心靈
[00:03:43.720 --> 00:03:46.960]  我今天想首先和大家澄清一下
[00:03:46.960 --> 00:03:49.880]  「平安」這個字的意義
[00:03:49.880 --> 00:03:51.320]  因為我其實觀察到
[00:03:51.320 --> 00:03:55.440]  很多時候特別是對新來參加教會的朋友
[00:03:55.440 --> 00:03:57.680]  在座當中也有幾位
[00:03:57.680 --> 00:04:01.520]  可能是經常聽到基督徒說
[00:04:01.520 --> 00:04:04.840]  平安 平安 心裡有平安
[00:04:04.840 --> 00:04:07.000]  但是沒有人好好地解釋過
[00:04:07.000 --> 00:04:09.600]  這個所謂平安是什麼一回事
[00:04:11.600 --> 00:04:15.120]  聽起來這個平安好像是一種感覺
[00:04:15.120 --> 00:04:17.720]  是一種很平靜 很溫和
[00:04:17.720 --> 00:04:20.720]  很與世無爭的心情
[00:04:20.720 --> 00:04:24.000]  我想這種一無掛慮的感覺
[00:04:24.000 --> 00:04:27.960]  的確是基督徒和我們說的平安的一個部分
[00:04:27.960 --> 00:04:30.560]  是主觀經歷的一個部分
[00:04:30.560 --> 00:04:33.640]  但是第七節裡面看的時候說到
[00:04:33.640 --> 00:04:35.640]  出人意料的平安
[00:04:35.640 --> 00:04:37.320]  有些版本是翻譯為
[00:04:37.320 --> 00:04:39.880]  超越人理解的平安
[00:04:39.880 --> 00:04:42.840]  不只是一個感受
[00:04:42.840 --> 00:04:46.000]  一個心情 一種主觀的感覺
[00:04:46.000 --> 00:04:51.080]  這裡看到神的保守是一種超自然的能力
[00:04:51.080 --> 00:04:54.320]  可以保守到我們的心靈
[00:04:54.320 --> 00:04:55.760]  保守我們的心靈做什麼
[00:04:55.760 --> 00:04:59.520]  剛才說過保守我們的心意是聖潔的
[00:04:59.520 --> 00:05:02.320]  如果平安只是純粹是一種心情的時候
[00:05:02.320 --> 00:05:05.160]  哪有這麼大力量呢 是不是
[00:05:05.160 --> 00:05:07.400]  我們在這裡廣東堂慶拜
[00:05:07.400 --> 00:05:11.080]  經常唱一首詩歌是引用《斟言第四章》
[00:05:11.080 --> 00:05:13.880]  裡面說
[00:05:13.880 --> 00:05:17.600]  其實內心的一言一行
[00:05:17.600 --> 00:05:19.320]  我們說出來的一言一行
[00:05:19.320 --> 00:05:21.440]  其實是出自我們的內心的
[00:05:21.440 --> 00:05:23.360]  他說 你要保守你的心
[00:05:23.360 --> 00:05:24.960]  勝過保守一切
[00:05:24.960 --> 00:05:28.200]  因為一生的果效是由心發出
[00:05:28.200 --> 00:05:30.320]  你要除掉邪癖的口
[00:05:30.320 --> 00:05:31.880]  欺絕 歪謀的嘴
[00:05:31.880 --> 00:05:34.720]  你的眼眸要向前正看
[00:05:34.720 --> 00:05:37.080]  你的眼睛當向前直觀
[00:05:37.080 --> 00:05:39.000]  要修平你腳下的路
[00:05:39.000 --> 00:05:41.000]  堅定你一切的道
[00:05:41.000 --> 00:05:42.640]  不可偏向左右
[00:05:42.640 --> 00:05:46.840]  要使你的腳離開邪惡
[00:05:46.840 --> 00:05:50.520]  為什麼需要保守我們的心懷意念呢
[00:05:50.520 --> 00:05:52.320]  因為我們一言一行
[00:05:52.320 --> 00:05:56.320]  是來自內心的慾望和意念
[00:05:56.320 --> 00:06:00.440]  當我們的心思意念是不潔淨的時候
[00:06:00.440 --> 00:06:04.320]  我們說出來的話就會充滿是謊言
[00:06:04.320 --> 00:06:07.040]  做的事就會很多是惡行
[00:06:07.040 --> 00:06:10.440]  所以保守我們的心靈潔淨
[00:06:10.440 --> 00:06:13.640]  是人生最首要的事情
[00:06:13.640 --> 00:06:15.280]  神對祂的子民說
[00:06:15.280 --> 00:06:16.680]  你們要聖潔
[00:06:16.680 --> 00:06:21.200]  因為我耶和華 你們的神是聖潔的
[00:06:21.200 --> 00:06:23.640]  但是我們怎麼保守我們的心
[00:06:23.640 --> 00:06:24.920]  會是聖潔的呢
[00:06:24.920 --> 00:06:27.400]  真言其實沒有說
[00:06:27.400 --> 00:06:30.000]  剛才我們說神要求我們聖潔
[00:06:30.000 --> 00:06:32.320]  但是其實摩西的律法
[00:06:32.320 --> 00:06:35.880]  或者我們道德的倫理規範
[00:06:35.880 --> 00:06:39.240]  其實只可以有一些外在的阻嚇作用
[00:06:39.240 --> 00:06:40.960]  所以我們不要說那麼多謊言
[00:06:40.960 --> 00:06:42.120]  會被抓的
[00:06:42.120 --> 00:06:44.120]  不要做那麼多傷天害理的事情
[00:06:44.120 --> 00:06:45.840]  會被抓去坐牢
[00:06:45.840 --> 00:06:49.400]  但是法律和道德倫理的規範
[00:06:49.400 --> 00:06:53.480]  其實是沒有辦法保守我們的心
[00:06:53.480 --> 00:06:55.000]  正如耶穌這樣說
[00:06:55.000 --> 00:06:58.960]  因為從裡面就是從人心裡發出惡念
[00:06:58.960 --> 00:07:05.600]  糾合 偷盜 兇殺 姦淫 貪婪 邪惡 詭詐
[00:07:05.600 --> 00:07:09.960]  淫蕩 嫉妒 蚌毒 驕傲 狂妄
[00:07:09.960 --> 00:07:13.400]  這一切的惡都是從裡面出來
[00:07:13.400 --> 00:07:14.560]  且能污衞人
[00:07:14.560 --> 00:07:16.640]  污衞我們原來不是外面的事情
[00:07:16.640 --> 00:07:20.240]  而是我們心裡自己發出來的
[00:07:20.240 --> 00:07:24.000]  政府執法的部門可以將人收監
[00:07:24.000 --> 00:07:25.440]  看著他
[00:07:25.440 --> 00:07:28.680]  政府的國防部門可以守著邊界
[00:07:28.680 --> 00:07:30.680]  不讓外面的人進來
[00:07:30.680 --> 00:07:32.840]  但是世界上沒有任何的人
[00:07:32.840 --> 00:07:34.440]  沒有任何的事情
[00:07:34.440 --> 00:07:37.240]  可以守衛一個人的心靈
[00:07:37.240 --> 00:07:43.680]  不會可以無中生有一些惡念出來
[00:07:43.680 --> 00:07:46.040]  只是有保羅說的話
[00:07:46.040 --> 00:07:49.480]  這個超越人類理智的
[00:07:49.480 --> 00:07:52.120]  從神那裡來的平安
[00:07:52.120 --> 00:07:54.720]  才有這個能力
[00:07:54.720 --> 00:07:59.040]  保守人心懷意念的聖潔
[00:07:59.040 --> 00:08:02.560]  其實平安這字很難用中文
[00:08:02.560 --> 00:08:05.360]  要找一個很準確的直接翻譯
[00:08:05.360 --> 00:08:08.840]  因為希臘文Irene
[00:08:08.840 --> 00:08:13.480]  英文名Irene來自那裡
[00:08:13.480 --> 00:08:17.000]  其實是很闊的意思
[00:08:17.000 --> 00:08:19.640]  如果我告訴你Irene是聖經當中
[00:08:19.640 --> 00:08:21.400]  我最喜歡的一隻字
[00:08:21.400 --> 00:08:24.800]  我想在作當中大家不要奇怪
[00:08:24.800 --> 00:08:29.280]  雖然Karis這個音典可能都很近
[00:08:29.280 --> 00:08:33.120]  Irene之所以難翻譯
[00:08:33.120 --> 00:08:37.640]  是因為好像她英文翻譯Peace一樣
[00:08:37.640 --> 00:08:41.160]  其實Irene是一個很闊的意思
[00:08:41.160 --> 00:08:43.200]  你從內心的平靜
[00:08:43.200 --> 00:08:45.000]  環境的平安
[00:08:45.000 --> 00:08:46.680]  關係的和睦
