
[00:00:00.000 --> 00:00:03.120]  天父必看顧你和我
[00:00:03.120 --> 00:00:04.800]  讓我們有一個祈禱
[00:00:04.800 --> 00:00:06.960]  預備去聆聽主的道
[00:00:06.960 --> 00:00:08.280]  請天父多謝你
[00:00:08.280 --> 00:00:11.120]  讓我們在這個殿裡去敬拜你
[00:00:11.120 --> 00:00:12.640]  去聽你的話語
[00:00:12.640 --> 00:00:15.600]  願你的話語成為我們生命裡的祝福
[00:00:15.600 --> 00:00:18.520]  引領我們走你要我們走的路
[00:00:18.520 --> 00:00:20.880]  求你繼續去私恩憐憫我們
[00:00:20.880 --> 00:00:22.800]  我們討好交托奉主名求
[00:00:22.800 --> 00:00:24.240]  阿們
[00:00:24.240 --> 00:00:28.680]  今天我來到梁法堂宣道的時候
[00:00:28.680 --> 00:00:30.960]  第一個問題是
[00:00:30.960 --> 00:00:33.480]  究竟我多久之前在這裡說到
[00:00:33.480 --> 00:00:34.960]  我回想不起
[00:00:34.960 --> 00:00:41.160]  我記得我2011年來這裡實習的時候
[00:00:41.160 --> 00:00:43.960]  以及我都在不同的日子
[00:00:43.960 --> 00:00:47.640]  都被邀請來到梁法堂去分享訊息
[00:00:47.640 --> 00:00:50.120]  今天我仍然很感恩
[00:00:50.120 --> 00:00:52.280]  大興姐妹、牧者、牧師
[00:00:52.280 --> 00:00:56.960]  讓我能夠站在這個台上繼續去宣講
[00:00:56.960 --> 00:01:02.040]  因為我的信心不是來自於我有多少的才能
[00:01:02.040 --> 00:01:04.840]  而是在基督的教會裡面
[00:01:04.840 --> 00:01:07.080]  去見證了神的真實
[00:01:07.080 --> 00:01:11.600]  讓我自己的信心都在教會裡面去成長
[00:01:11.600 --> 00:01:14.040]  今天跟大家分享的講題
[00:01:14.040 --> 00:01:16.480]  仍能讚美的信心
[00:01:16.480 --> 00:01:20.680]  當大家剛才去讀希伯來書的十一章的時候
[00:01:20.680 --> 00:01:24.120]  你會發現其實這一篇的篇章
[00:01:24.120 --> 00:01:28.160]  是我們耳熟留長的一些記錄
[00:01:28.160 --> 00:01:30.640]  記錄了雲彩般的見證
[00:01:30.640 --> 00:01:33.600]  由舊約數算到新約
[00:01:33.600 --> 00:01:37.400]  有不同的人物有記名和不記名的
[00:01:37.400 --> 00:01:40.680]  而我選擇了在第廿九節開始
[00:01:40.680 --> 00:01:43.560]  因為在廿九節講到
[00:01:43.560 --> 00:01:46.360]  這班以色列民出了埃及
[00:01:46.360 --> 00:01:48.800]  也是由那個時刻開始
[00:01:48.800 --> 00:01:51.760]  神已經是不斷在世世代代裡面
[00:01:51.760 --> 00:01:55.040]  去呼召一些跟從祂的子民
[00:01:55.040 --> 00:01:57.960]  所以我們去看見真以色列民
[00:01:57.960 --> 00:02:00.560]  不只是停留在出埃及的那個年代
[00:02:00.560 --> 00:02:03.400]  那一班離開圍爐之地的
[00:02:03.400 --> 00:02:06.240]  埃及地居住的希伯來人
[00:02:06.240 --> 00:02:09.960]  而是世世代代凡是願意去跟從主
[00:02:09.960 --> 00:02:12.520]  憑著這個信來到神的面前的人
[00:02:12.520 --> 00:02:15.000]  都能夠成為主的子民
[00:02:15.000 --> 00:02:20.440]  我去看這一篇的篇章的時候
[00:02:20.440 --> 00:02:25.960]  實在有太多的人物可以拿出來講
[00:02:25.960 --> 00:02:29.320]  但是我自己很深的體會就是
[00:02:29.320 --> 00:02:31.280]  在這裡的見證裡面
[00:02:31.280 --> 00:02:35.600]  有一些不記名的見證是對今時今日的我
[00:02:35.600 --> 00:02:38.720]  是特別去激勵我有信心
[00:02:38.720 --> 00:02:41.880]  就是丹爾里的三個朋友
[00:02:41.880 --> 00:02:45.160]  如果你留意在第三十四節那裡
[00:02:45.160 --> 00:02:47.880]  他說「滅了烈火的威力」
[00:02:47.880 --> 00:02:52.880]  那麼我去看這一段的時候
[00:02:52.880 --> 00:02:55.680]  我就去想起前面講到
[00:02:55.680 --> 00:03:01.000]  「倒了獅子的口」就是救了丹爾里的那位上帝
[00:03:01.000 --> 00:03:04.800]  他怎樣去讓丹爾里有信心
[00:03:04.800 --> 00:03:10.120]  可以在獅子坑裡面都能夠活著地走出來
[00:03:10.120 --> 00:03:11.960]  而「滅了烈火的威力」
[00:03:11.960 --> 00:03:15.480]  其實就是丹爾里那三個的朋友
[00:03:15.480 --> 00:03:21.040]  他們在丹爾里書裡面被描述的時候
[00:03:21.040 --> 00:03:23.400]  在丹爾里書的第三章
[00:03:23.400 --> 00:03:26.160]  在描述的時候他們講了四個字
[00:03:26.160 --> 00:03:28.680]  在信心上面是很重要的
[00:03:28.680 --> 00:03:31.080]  就是「積惑不言」
[00:03:31.080 --> 00:03:35.640]  其實當他們在違抗政府的命令
[00:03:35.640 --> 00:03:38.200]  他們不去拜那些神像
[00:03:38.200 --> 00:03:41.600]  那個尼布加西薩王的金像的時候
[00:03:41.600 --> 00:03:46.640]  其實他們都預了要去服刑
[00:03:46.640 --> 00:03:51.040]  就是在政府頒布的命令裡面
[00:03:51.040 --> 00:03:52.720]  他是要受罰的
[00:03:52.720 --> 00:03:57.680]  所以當他去面對尼布加西薩王的時候
[00:03:57.680 --> 00:03:59.440]  尼布薩人問他們
[00:03:59.440 --> 00:04:01.160]  「你是否故意這樣做的?」
[00:04:01.160 --> 00:04:03.520]  「你是否故意犯法的?」
[00:04:03.520 --> 00:04:06.800]  那麼我就很欣賞這三個的朋友
[00:04:06.800 --> 00:04:08.880]  就是丹爾里這三個的朋友
