
[00:00:00.000 --> 00:00:04.000]  大家沒想過如何安排自己人生的道路嗎?
[00:00:04.000 --> 00:00:07.000]  可能這個問題不在我們的生命當中
[00:00:07.000 --> 00:00:08.000]  是不是呢?
[00:00:08.000 --> 00:00:10.000]  可能很久沒想過
[00:00:10.000 --> 00:00:13.000]  那位基督徒呢?
[00:00:13.000 --> 00:00:15.000]  我相信我們今天大部分坐在這裡的
[00:00:15.000 --> 00:00:18.000]  都是基督徒
[00:00:18.000 --> 00:00:20.000]  我估計,因為做牧師這麼久
[00:00:20.000 --> 00:00:22.000]  可能很多基督徒去找教會
[00:00:22.000 --> 00:00:25.000]  找教會,坐得舒服的
[00:00:25.000 --> 00:00:26.000]  牧師講道理都可以
[00:00:26.000 --> 00:00:28.000]  不會太悶
[00:00:28.000 --> 00:00:30.000]  我就來敬拜
[00:00:30.000 --> 00:00:32.000]  參加禮拜而已
[00:00:32.000 --> 00:00:36.000]  盡我做基督徒的責任
[00:00:36.000 --> 00:00:38.000]  不要想著我可以幫到什麼
[00:00:38.000 --> 00:00:40.000]  想幫我都沒什麼能力幫
[00:00:40.000 --> 00:00:46.000]  這個我相信是很多基督徒心裡的那種想法
[00:00:46.000 --> 00:00:49.000]  但是不知道大家有沒有留意到呢?
[00:00:49.000 --> 00:00:52.000]  如果當你這樣想的時候
[00:00:52.000 --> 00:00:55.000]  其實我們已經是不知不覺
[00:00:55.000 --> 00:01:00.000]  進入一個半躺平的狀態裡面
[00:01:00.000 --> 00:01:01.000]  我沒有說你躺平
[00:01:01.000 --> 00:01:02.000]  半,一半
[00:01:02.000 --> 00:01:04.000]  半躺平的狀態
[00:01:04.000 --> 00:01:06.000]  就好像以下這個年輕人一樣
[00:01:06.000 --> 00:01:08.000]  現在的影子我已經放了
[00:01:08.000 --> 00:01:09.000]  一分多鐘而已
[00:01:09.000 --> 00:01:15.000]  弟弟
[00:01:15.000 --> 00:01:19.000]  有沒有找東西做?
[00:01:19.000 --> 00:01:22.000]  幾個月了
[00:01:22.000 --> 00:01:25.000]  快點找東西做,不要整天只顧玩遊戲
[00:01:25.000 --> 00:01:26.000]  聽到嗎?
[00:01:26.000 --> 00:01:28.000]  記住找
[00:01:28.000 --> 00:01:43.000]  關關難過關關過
[00:01:43.000 --> 00:01:47.000]  希望大家可以積極面對各種逆境
[00:01:47.000 --> 00:01:50.000]  和我們一起去奮鬥人生
[00:01:53.000 --> 00:01:57.000]  這裡每一個人都為生活而奮鬥
[00:01:57.000 --> 00:02:00.000]  但是他們對工作充滿熱誠
[00:02:00.000 --> 00:02:03.000]  而我天天就在浪費人青春
[00:02:03.000 --> 00:02:06.000]  那我是不是應該把握時機
[00:02:06.000 --> 00:02:09.000]  找一份適合自己的工作呢?
[00:02:09.000 --> 00:02:12.000]  好,就這麼說
[00:02:22.000 --> 00:02:25.000]  我們希望大家能夠珍惜前路人生
[00:02:25.000 --> 00:02:28.000]  這個短片是香港青年協會拍攝的
[00:02:28.000 --> 00:02:30.000]  《It Happened》大家知道嗎?
[00:02:30.000 --> 00:02:31.000]  我在香港的時候
[00:02:31.000 --> 00:02:36.000]  就在青年協會做石梨背青年中心的主任
[00:02:36.000 --> 00:02:39.000]  所以看回這個短片的時候
[00:02:39.000 --> 00:02:41.000]  都挺有趣的
[00:02:41.000 --> 00:02:43.000]  就如我剛才所說
[00:02:43.000 --> 00:02:47.000]  青年協會在香港做石梨背青年中心的主任
[00:02:47.000 --> 00:02:52.000]  所以看回這個短片的時候都挺有趣的
[00:02:52.000 --> 00:02:53.000]  就如我剛才所說
[00:02:53.000 --> 00:02:57.000]  其實我很希望大家能夠珍惜
[00:02:57.000 --> 00:03:00.000]  我們現在還有的生命
[00:03:00.000 --> 00:03:03.000]  我相信我們當中
[00:03:03.000 --> 00:03:07.000]  不用放這個,待會再放
[00:03:07.000 --> 00:03:10.000]  我想當中很多移民來美國沒多久
[00:03:10.000 --> 00:03:14.000]  你來了幾年,甚至是更短的時間
[00:03:14.000 --> 00:03:17.000]  還在吸引美國的生活
[00:03:17.000 --> 00:03:18.000]  為什麼移民來美國呢?
[00:03:18.000 --> 00:03:20.000]  希望來到這裡生活好一點
[00:03:20.000 --> 00:03:22.000]  不要說什麼美國夢了
[00:03:22.000 --> 00:03:25.000]  希望過的生活比以前好一點
[00:03:25.000 --> 00:03:26.000]  而我們在座
[00:03:26.000 --> 00:03:30.000]  我相信我們大部份來了都有一段時間
[00:03:30.000 --> 00:03:32.000]  甚至到一個地步
[00:03:32.000 --> 00:03:33.000]  可能我們對我們的生命
[00:03:33.000 --> 00:03:35.000]  或者我們的前路
[00:03:35.000 --> 00:03:38.000]  都沒有什麼期待
[00:03:38.000 --> 00:03:39.000]  我們沒有躺平的
[00:03:39.000 --> 00:03:40.000]  我沒有說你躺平
[00:03:40.000 --> 00:03:43.000]  不會的
[00:03:43.000 --> 00:03:45.000]  但是我們發現很多時候
[00:03:45.000 --> 00:03:46.000]  到一個地步
[00:03:46.000 --> 00:03:47.000]  我們都沒有辦法
[00:03:47.000 --> 00:03:50.000]  不知道怎樣去安排我們的下一步
[00:03:50.000 --> 00:03:52.000]  走到這裡的時候都走得差不多
[00:03:52.000 --> 00:03:54.000]  還在想什麼呢?
[00:03:54.000 --> 00:03:56.000]  很多時候我們沒有再去想
[00:03:56.000 --> 00:03:57.000]  我們的下半生
[00:03:57.000 --> 00:04:00.000]  上帝給我們餘下的人生來講
[00:04:00.000 --> 00:04:02.000]  我們可以做什麼
[00:04:02.000 --> 00:04:03.000]  我們應該怎樣去走
[00:04:03.000 --> 00:04:06.000]  怎樣去安排呢?
[00:04:06.000 --> 00:04:10.000]  所以今天是我們九月進入第三個年頭
[00:04:10.000 --> 00:04:15.000]  你的人生走到這個地步
[00:04:15.000 --> 00:04:18.000]  我想鼓勵大家挑戰大家
[00:04:18.000 --> 00:04:20.000]  你怎樣能夠讓你的下半生
[00:04:20.000 --> 00:04:23.000]  餘下的生命過得好一點
[00:04:23.000 --> 00:04:27.000]  你會怎樣為自己安排你自己人生的道路
[00:04:27.000 --> 00:04:31.000]  今天我們開始看聖經的人物
[00:04:31.000 --> 00:04:33.000]  今天大家聽的人物不是大衛王
[00:04:33.000 --> 00:04:35.000]  大衛王大家都聽過了
[00:04:35.000 --> 00:04:38.000]  今天跟大家講一個皇帝叫約沙法王
[00:04:38.000 --> 00:04:42.000]  約沙法王三十五歲做皇帝
[00:04:42.000 --> 00:04:45.000]  都不是坐正做攝政王
[00:04:45.000 --> 00:04:48.000]  因為當時他的父親還沒死
[00:04:48.000 --> 00:04:50.000]  做攝政王
[00:04:50.000 --> 00:04:53.000]  三年之後父親就死了
[00:04:53.000 --> 00:04:57.000]  他坐正做猶大國的國王
[00:04:57.000 --> 00:05:00.000]  大家知道以色列國後來分為北國和南國
[00:05:00.000 --> 00:05:01.000]  北邊的以色列國
[00:05:01.000 --> 00:05:03.000]  南邊的猶大國
[00:05:03.000 --> 00:05:04.000]  本來大家是同根生的
[00:05:04.000 --> 00:05:06.000]  但是後來就變成兩個不同的國家
[00:05:06.000 --> 00:05:10.000]  而且很多時候彼此敵對
[00:05:10.000 --> 00:05:15.000]  當約沙法王上位做攝政王的時候
[00:05:15.000 --> 00:05:16.000]  周圍的鄰國
[00:05:16.000 --> 00:05:17.000]  包括以色列
[00:05:17.000 --> 00:05:20.000]  就對他虎視眈眈的
[00:05:20.000 --> 00:05:21.000]  為什麼呢?可能他年輕
[00:05:21.000 --> 00:05:22.000]  三十多歲
[00:05:22.000 --> 00:05:23.000]  父親還沒死
[00:05:23.000 --> 00:05:25.000]  但是父親都不能做事了
[00:05:25.000 --> 00:05:26.000]  腳有問題
[00:05:26.000 --> 00:05:28.000]  根本走難我走不了
[00:05:28.000 --> 00:05:30.000]  當他上去了的時候
[00:05:30.000 --> 00:05:32.000]  到底他要怎樣走人生的道路呢?
[00:05:32.000 --> 00:05:33.000]  現在你看到圖
[00:05:33.000 --> 00:05:34.000]  以色列國在北邊
[00:05:34.000 --> 00:05:36.000]  下面是猶大
[00:05:36.000 --> 00:05:37.000]  東邊是阿門
[00:05:37.000 --> 00:05:39.000]  下面是摩鴨
[00:05:39.000 --> 00:05:43.000]  然後在北邊是阿蘭
[00:05:43.000 --> 00:05:48.000]  周圍都圍著猶大國
[00:05:48.000 --> 00:05:50.000]  到底這個約沙法王
[00:05:50.000 --> 00:05:54.000]  他是怎樣去鋪排他自己的人生道路
[00:05:54.000 --> 00:05:58.000]  而可以作為今天你和我的參考呢?
[00:05:58.000 --> 00:05:59.000]  第一件事我發現
[00:05:59.000 --> 00:06:01.000]  這個約沙法王年輕
[00:06:01.000 --> 00:06:02.000]  不僅年輕
[00:06:02.000 --> 00:06:03.000]  年輕有為
[00:06:03.000 --> 00:06:04.000]  但是最重要的是
[00:06:04.000 --> 00:06:06.000]  他有一個特質
[00:06:06.000 --> 00:06:09.000]  勤奮上進
[00:06:09.000 --> 00:06:10.000]  勤奮上進
[00:06:10.000 --> 00:06:12.000]  他能夠發奮圖強
[00:06:12.000 --> 00:06:15.000]  我們先看十七章的第一第二節
[00:06:15.000 --> 00:06:18.000]  約沙法繼承他父親阿薩作王
