
[00:00:00.000 --> 00:00:04.000]  這世界是上帝的世界
[00:00:04.000 --> 00:00:09.000]  祂要在人間建立祂的國度
[00:00:09.000 --> 00:00:12.000]  這是上帝的心意
[00:00:12.000 --> 00:00:17.000]  因此主耶穌在主禱文裡面都教導我們
[00:00:17.000 --> 00:00:21.000]  要祈求願祢的國降臨
[00:00:21.000 --> 00:00:23.000]  上帝的國如何降臨呢
[00:00:23.000 --> 00:00:27.000]  就是人人都會尊上帝的名為聖
[00:00:27.000 --> 00:00:33.000]  和上帝的旨意會行在地上如同行在天上
[00:00:33.000 --> 00:00:37.000]  這個就是天國的降臨
[00:00:37.000 --> 00:00:42.000]  上帝建立天國是為了主耶穌基督
[00:00:42.000 --> 00:00:46.000]  上帝要主耶穌做天國的君王
[00:00:46.000 --> 00:00:49.000]  上個星期我們看過《馬太福音》
[00:00:49.000 --> 00:00:55.000]  耶穌的洗禮就是這位天國君王的就職禮
[00:00:55.000 --> 00:00:59.000]  因為耶穌應驗了詩篇第二篇
[00:00:59.000 --> 00:01:02.000]  那位上帝所立的君王
[00:01:02.000 --> 00:01:10.000]  並且主耶穌也是先知以在下所預言那位受苦的僕人
[00:01:10.000 --> 00:01:14.000]  所以主耶穌是這位受苦的僕人
[00:01:14.000 --> 00:01:19.000]  去完成上帝救贖人類的大計劃
[00:01:19.000 --> 00:01:25.000]  不過當他在地上的時候
[00:01:25.000 --> 00:01:28.000]  他也施行上帝的統治權
[00:01:28.000 --> 00:01:31.000]  但是他所施行的統治
[00:01:31.000 --> 00:01:36.000]  和世界的政權是完全不同
[00:01:36.000 --> 00:01:40.000]  如果大家有看我寫《每日敬拜輔助》的話
[00:01:40.000 --> 00:01:43.000]  最近是寫到《馬太福音》第九章
[00:01:43.000 --> 00:01:47.000]  我提過《馬太福音》第八章至第九章
[00:01:47.000 --> 00:01:51.000]  是一連記載了耶穌所行的十個神蹟
[00:01:51.000 --> 00:01:58.000]  這些神蹟讓我們看到天國君王的統治權力
[00:01:58.000 --> 00:02:01.000]  是可以醫好人的疾病
[00:02:01.000 --> 00:02:04.000]  是釋放那些被鬼附身的人
[00:02:04.000 --> 00:02:06.000]  甚至叫死人復活
[00:02:06.000 --> 00:02:09.000]  又可以命令風浪平息
[00:02:09.000 --> 00:02:13.000]  並且還是有權赦罪
[00:02:13.000 --> 00:02:17.000]  今天我們要看這位天國君王
[00:02:17.000 --> 00:02:19.000]  特別是有關他的有權赦罪
[00:02:19.000 --> 00:02:22.000]  這是一個非常重要的王權
[00:02:22.000 --> 00:02:30.000]  世上所有的政府都有權剝奪人民的自由
[00:02:30.000 --> 00:02:34.000]  有人發話將他關進監獄裡
[00:02:34.000 --> 00:02:38.000]  甚至有權殺人
[00:02:38.000 --> 00:02:41.000]  天國君王同樣有這些權
[00:02:41.000 --> 00:02:44.000]  如果主耶穌不赦免我們的罪
[00:02:44.000 --> 00:02:49.000]  我們今生就會被罪糾纏不清
[00:02:49.000 --> 00:02:52.000]  令到我們的生命一塌糊塗
[00:02:52.000 --> 00:02:58.000]  失去作為一個人所應該活出的上帝形象
[00:02:58.000 --> 00:03:02.000]  而最後就只有死路一條
[00:03:02.000 --> 00:03:03.000]  去地獄
[00:03:03.000 --> 00:03:06.000]  永遠和上帝分開
[00:03:06.000 --> 00:03:11.000]  那是一種最悽慘的死亡
[00:03:11.000 --> 00:03:14.000]  今日經文是選自盧家福音
[00:03:14.000 --> 00:03:16.000]  因為盧家記載這件事
[00:03:16.000 --> 00:03:20.000]  是比馬太福音記載得稍為詳細一點
[00:03:20.000 --> 00:03:25.000]  今日的事跡根據馬可福音的記載
[00:03:25.000 --> 00:03:29.000]  是發生在加伯隆的一間屋裡
[00:03:29.000 --> 00:03:34.000]  當時有很多人從不同的地方去到那裡
[00:03:34.000 --> 00:03:36.000]  為什麼呢?
[00:03:36.000 --> 00:03:38.000]  在十七節告訴我們
[00:03:38.000 --> 00:03:41.000]  上主的能力與耶穌同在
[00:03:41.000 --> 00:03:45.000]  使他能治好病人
[00:03:45.000 --> 00:03:49.000]  這句話大概暗示在人群當中
[00:03:49.000 --> 00:03:54.000]  不是所有人都想聽耶穌講天國的道理
[00:03:54.000 --> 00:03:58.000]  有更多人可能是想去找耶穌醫病
[00:03:58.000 --> 00:04:01.000]  但是耶穌知道自己的任務
[00:04:01.000 --> 00:04:04.000]  不是單單來這個世界醫病
[00:04:04.000 --> 00:04:06.000]  不是一般的醫生
[00:04:06.000 --> 00:04:08.000]  不是來醫人肉體的病
[00:04:08.000 --> 00:04:12.000]  更重要的是要來醫人靈魂的病
[00:04:12.000 --> 00:04:14.000]  因此他可能有個習慣
[00:04:14.000 --> 00:04:16.000]  一定要先講道
[00:04:16.000 --> 00:04:18.000]  那些門徒就會告訴那些
[00:04:18.000 --> 00:04:21.000]  你想來醫病的請你等一下
[00:04:21.000 --> 00:04:24.000]  等耐心聽完耶穌講完道之後
[00:04:24.000 --> 00:04:27.000]  才去醫病
[00:04:27.000 --> 00:04:29.000]  十七節又告訴我們
[00:04:29.000 --> 00:04:31.000]  耶路撒冷來的法利在無
[00:04:31.000 --> 00:04:34.000]  法律教師也坐在旁邊
[00:04:34.000 --> 00:04:36.000]  他們不是有病的
[00:04:36.000 --> 00:04:40.000]  他們真的要來聽耶穌講的道理
[00:04:40.000 --> 00:04:46.000]  但是他們不是全心想跟耶穌學習
[00:04:46.000 --> 00:04:51.000]  他們更加有可能是來偵探耶穌
[00:04:51.000 --> 00:04:56.000]  聽他講道理是否符合他們認可的標準
[00:04:56.000 --> 00:04:59.000]  如果是的話可能會拘捕耶穌
[00:04:59.000 --> 00:05:01.000]  不如你加入我們的派系
[00:05:01.000 --> 00:05:04.000]  如果耶穌講的是歪理
[00:05:04.000 --> 00:05:07.000]  不合乎他們所認為的真理
[00:05:07.000 --> 00:05:10.000]  他們可能會設法子禁止他
[00:05:10.000 --> 00:05:13.000]  以免他教壞人
