
[00:00:00.000 --> 00:00:03.740]  我們讀一段聖經 在約瑟雅基第四章
[00:00:03.740 --> 00:00:07.280]  二十三到第二十四節
[00:00:07.280 --> 00:00:10.240]  約瑟雅基第四章二十三節
[00:00:10.240 --> 00:00:11.720]  這裡說 因為耶和華你們的神
[00:00:11.720 --> 00:00:14.080]  在你們前面使約旦河的水乾了
[00:00:14.080 --> 00:00:15.500]  等著你們過來
[00:00:15.500 --> 00:00:16.780]  就如耶和華你們的神
[00:00:16.780 --> 00:00:19.740]  從前在我們前面使紅海乾了
[00:00:19.740 --> 00:00:21.340]  等著我們過來 一樣
[00:00:21.340 --> 00:00:24.740]  要使地上萬民都知道耶和華的手大有能力
[00:00:24.740 --> 00:00:28.480]  也要使你們永遠敬畏耶和華你們的神
[00:00:28.480 --> 00:00:30.740]  我們就讀到這裡
[00:00:30.740 --> 00:00:34.360]  上個禮拜我們教會的主要同工有機會
[00:00:34.360 --> 00:00:38.620]  我們能夠聚在一起做明年的年度計畫
[00:00:38.620 --> 00:00:42.280]  當我們談到教會現在的處境的時候
[00:00:42.280 --> 00:00:45.220]  我們先知團隊用了兩個字
[00:00:45.220 --> 00:00:48.380]  一個字就是過渡時期
[00:00:48.380 --> 00:00:50.180]  的確當我們回顧
[00:00:50.180 --> 00:00:55.680]  神怎麼樣過去帶領這個教會成長直到如今
[00:00:55.680 --> 00:00:59.040]  當我們也看見神的手要繼續帶領整個教會
[00:00:59.040 --> 00:01:03.100]  要進入下一個屬靈的領域裡面
[00:01:03.100 --> 00:01:08.300]  好像我們看見要從教會進入到社區當中
[00:01:08.300 --> 00:01:12.580]  從成長要進入到影響力當中
[00:01:12.580 --> 00:01:17.940]  如今我們好像真的處在一個過渡時期裡面
[00:01:17.940 --> 00:01:20.420]  第二個字就是reset
[00:01:20.420 --> 00:01:23.140]  就是重新設立
[00:01:23.140 --> 00:01:28.960]  既然擺在我們面前又是一條向來沒走過的道路
[00:01:28.960 --> 00:01:32.940]  我們就應當學習回到神的面前
[00:01:32.940 --> 00:01:36.340]  重新來學習依靠神
[00:01:36.340 --> 00:01:39.040]  就好像教會在開始的時候
[00:01:39.040 --> 00:01:41.940]  那個時候我們既沒有許多的傳統
[00:01:41.940 --> 00:01:45.780]  也沒有很多人的策略跟方法
[00:01:45.780 --> 00:01:51.940]  當初我們就是很單純的一步一步跟隨神
[00:01:51.940 --> 00:01:54.020]  那幾天當我們同工在一起的時候
[00:01:54.020 --> 00:01:59.680]  當我看見這些同工們在一起分享交談
[00:01:59.680 --> 00:02:05.940]  我就想到說到底生命核是一些怎麼樣的人呢
[00:02:05.940 --> 00:02:09.580]  到底生命核裡面是一些怎麼樣的人
[00:02:09.580 --> 00:02:13.280]  神就讓我看見生命核
[00:02:13.280 --> 00:02:17.660]  就是一批敢於夢想敢於跟隨的人
[00:02:17.660 --> 00:02:24.140]  你們跟你朋友說敢於夢想敢於跟隨
[00:02:24.140 --> 00:02:27.900]  你說夢想需不需要冒險呢
[00:02:27.900 --> 00:02:29.500]  當然需要
[00:02:29.500 --> 00:02:33.860]  因為這是一個你還看不清楚的道路
[00:02:33.860 --> 00:02:37.740]  你說跟隨主是不是一種冒險
[00:02:37.740 --> 00:02:39.900]  那更是一種冒險
[00:02:39.900 --> 00:02:45.580]  因為的確擺在你面前是一條向來沒走過的道路
[00:02:45.580 --> 00:02:49.940]  但是在這一切未知的背後
[00:02:49.940 --> 00:02:53.640]  我卻看見這些年在我們教會
[00:02:53.640 --> 00:02:56.780]  我們同工內心的深處
[00:02:56.780 --> 00:03:00.100]  是有一種確信在那裡
[00:03:00.100 --> 00:03:03.420]  是一種神的確信
[00:03:03.420 --> 00:03:10.620]  這個確信使得教會好像成為一個前進的動力
[00:03:10.620 --> 00:03:14.140]  這個確信也是使教會這麼多年來
[00:03:14.140 --> 00:03:16.380]  經過多少的關口
[00:03:16.380 --> 00:03:21.660]  讓我們不斷的能夠經歷神的信使跟恩典
[00:03:21.660 --> 00:03:26.140]  也許你說穆斯那這種確信是怎麼樣一種確信呢
[00:03:26.140 --> 00:03:30.100]  我看見這些年有三方面的確信
[00:03:30.100 --> 00:03:32.980]  是在我們的心中的
[00:03:32.980 --> 00:03:34.460]  第一個確信
[00:03:34.460 --> 00:03:37.220]  我叫做確信神的帶領
[00:03:37.220 --> 00:03:40.900]  跟你朋友說確信神的帶領
[00:03:40.900 --> 00:03:42.700]  在今天我們所讀的這段經文當中
[00:03:42.700 --> 00:03:45.540]  以色列人要準備過約旦河的時候
[00:03:45.540 --> 00:03:47.620]  約蘇亞向以色列人說
[00:03:47.620 --> 00:03:51.580]  因為耶和華你們的神要在你們前面
[00:03:51.580 --> 00:03:55.620]  使約旦河的水乾了等著你們過來
[00:03:55.620 --> 00:03:59.220]  正好像耶和華你們的神從前在我們面前
[00:03:59.220 --> 00:04:03.060]  使紅海乾了等著我們過來一樣
[00:04:03.060 --> 00:04:06.500]  哇!丁可你可知道今天我們所信的神
[00:04:06.500 --> 00:04:12.340]  是一位在我們前面為我們預備道路的神嗎
[00:04:12.340 --> 00:04:13.820]  而且不只是講一次
[00:04:13.820 --> 00:04:15.580]  這裡不是只提到一次
[00:04:15.580 --> 00:04:18.060]  如果只講一次你覺得那是特例
[00:04:18.060 --> 00:04:18.660]  不是的
[00:04:18.660 --> 00:04:25.220]  這裡說神怎麼樣從前使我們過納紅海
[00:04:25.220 --> 00:04:30.380]  同樣今天神也要帶領你們過納約旦河
[00:04:30.380 --> 00:04:31.180]  換句話說
[00:04:31.180 --> 00:04:33.700]  我們的神是在我們一生當中
[00:04:33.700 --> 00:04:36.860]  在我們一路上引導我們的神
[00:04:36.860 --> 00:04:38.260]  從前如此
[00:04:38.260 --> 00:04:42.620]  將來每一個日子也是這樣
[00:04:42.620 --> 00:04:45.300]  許多時候當我們在人生的道路
[00:04:45.300 --> 00:04:47.020]  在奔跑的時候
[00:04:47.020 --> 00:04:49.980]  我們以為是我們一個人不是嗎
[00:04:49.980 --> 00:04:52.820]  我們以為我們一個人在那裡掙扎
[00:04:52.820 --> 00:04:56.300]  我們以為是我們一個人在那裡孤軍奮鬥
[00:04:56.300 --> 00:05:02.220]  我們以為是我們一個人憑著信心在奮勇前進
[00:05:02.220 --> 00:05:04.580]  但事實上今天早上我要告訴你
[00:05:04.580 --> 00:05:09.340]  那個在幕後真正發生的事情
[00:05:09.340 --> 00:05:12.260]  在幕後真正發生的
[00:05:12.260 --> 00:05:17.940]  是神的手早已經為我們預備了一切
[00:05:17.940 --> 00:05:21.700]  神的手早已經預備了道路
[00:05:21.700 --> 00:05:23.820]  而今天我們所需要做的
[00:05:23.820 --> 00:05:28.140]  只不過是走過去而已
[00:05:28.140 --> 00:05:32.540]  雖然中間是會有難處
[00:05:32.540 --> 00:05:36.140]  雖然中間是會經過水火
[00:05:36.140 --> 00:05:38.260]  就像聖經所說的
[00:05:38.260 --> 00:05:44.420]  但什麼時候我們能夠憑著信心跟隨神走過去
[00:05:44.420 --> 00:05:49.940]  我們就會看見原來神早已經為我們預備一切的道路
[00:05:49.940 --> 00:05:53.060]  等著我們走過來
[00:05:53.060 --> 00:05:55.260]  神之所以為我們預備
[00:05:55.260 --> 00:05:58.260]  因為神早已經看見我們的道路
[00:05:58.260 --> 00:05:59.740]  神之所以為我們預備
[00:05:59.740 --> 00:06:03.820]  因為神早已經知道我們的需要
[00:06:03.820 --> 00:06:08.220]  什麼時候當我們憑著信心跟隨神的帶領的時候
[00:06:08.220 --> 00:06:12.620]  我們就要經歷神的神蹟跟恩典的
[00:06:12.620 --> 00:06:13.780]  Amen
[00:06:13.780 --> 00:06:16.860]  這次我去蒙古其實很高興的是
[00:06:16.860 --> 00:06:20.700]  我又再次見到多年沒有見的一位蒙古牧師
[00:06:20.700 --> 00:06:22.980]  他的名字叫Nara
[00:06:22.980 --> 00:06:27.340]  他本來是在俄國的邊境Dahan這個地方牧會
[00:06:27.340 --> 00:06:31.500]  最近他又搬回到烏蘭巴特開拓新的教會
[00:06:31.500 --> 00:06:35.420]  是1999年我們去蒙古短宣的時候
[00:06:35.420 --> 00:06:38.820]  我第一次見到這位牧師
[00:06:38.820 --> 00:06:42.420]  那一次的短宣是個非常特別的經驗
