
[00:00:00.000 --> 00:00:02.400]  在我們為港島事後祈禱的同時
[00:00:02.400 --> 00:00:05.800]  我們也畏著這個世界所發生的事
[00:00:05.800 --> 00:00:07.300]  我們本地的事
[00:00:07.300 --> 00:00:09.100]  特別是早兩天
[00:00:09.100 --> 00:00:12.500]  在紐西蘭基督城所發生的慘劇
[00:00:12.500 --> 00:00:13.700]  也早兩天
[00:00:13.700 --> 00:00:17.100]  我們本港有兩個少年人輕生
[00:00:17.100 --> 00:00:20.100]  我們也一併獻上祈禱
[00:00:20.100 --> 00:00:21.200]  請大家低頭
[00:00:21.200 --> 00:00:22.700]  我們同心吐骨
[00:00:22.700 --> 00:00:28.100]  慈悲的天父
[00:00:28.100 --> 00:00:30.900]  祢是眾生之神
[00:00:30.900 --> 00:00:34.400]  求祢寬恕世人的愚頑
[00:00:34.400 --> 00:00:37.600]  當我們執著於膚色、種族
[00:00:37.600 --> 00:00:39.900]  一些宗教信念裡面
[00:00:39.900 --> 00:00:42.100]  我們用這個原因
[00:00:42.100 --> 00:00:43.900]  去傷害別人
[00:00:43.900 --> 00:00:46.500]  主呀,求祢原諒
[00:00:46.500 --> 00:00:50.100]  主呀,求祢安撫在當中受傷
[00:00:50.100 --> 00:00:52.300]  甚至受難的家人
[00:00:52.300 --> 00:00:54.400]  他們的心情
[00:00:54.400 --> 00:00:56.000]  主呀,願祢興起
[00:00:56.000 --> 00:00:58.500]  這個被稱為基督城的地方
[00:00:58.500 --> 00:01:00.700]  有屬於基督的子民
[00:01:00.700 --> 00:01:03.500]  真的出來成為和平之子
[00:01:03.500 --> 00:01:07.100]  聽祢在這些烈火暴風當中的微聲
[00:01:07.100 --> 00:01:12.000]  起來去散佈祢的平安和美善
[00:01:12.000 --> 00:01:13.900]  主呀,求祢使用
[00:01:13.900 --> 00:01:16.600]  在我們自己香港這個土地
[00:01:16.600 --> 00:01:19.800]  我們也很需要有祢給我們的平安
[00:01:19.800 --> 00:01:21.400]  在我們年輕的一代
[00:01:21.400 --> 00:01:23.300]  有很多壓力底下
[00:01:23.300 --> 00:01:25.700]  在學童的生命當中
[00:01:25.700 --> 00:01:28.300]  他們不單止承受著學業
[00:01:28.300 --> 00:01:30.100]  家庭、這個社會
[00:01:30.100 --> 00:01:32.400]  甚至我們大人、家主在他們身上
[00:01:32.400 --> 00:01:34.300]  各種的壓力
[00:01:34.300 --> 00:01:36.900]  主呀,求祢幫助、憐憫
[00:01:36.900 --> 00:01:39.600]  讓我們懂得我們怎樣去調整
[00:01:39.600 --> 00:01:41.100]  幫助這個政府
[00:01:41.100 --> 00:01:43.000]  懂得做有效的施政
[00:01:43.000 --> 00:01:45.100]  同時也求祢
[00:01:45.100 --> 00:01:47.500]  讓這些學童身邊
[00:01:47.500 --> 00:01:49.400]  有屬於祢的子民
[00:01:49.400 --> 00:01:51.400]  帶他們認識耶穌
[00:01:51.400 --> 00:01:53.200]  原諒我們的懶惰
[00:01:53.200 --> 00:01:56.600]  我們的確很少去接觸我們身邊的少年人
[00:01:56.600 --> 00:01:57.900]  求祢幫助我們
[00:01:57.900 --> 00:02:00.100]  也是做祢和平之子
[00:02:00.100 --> 00:02:02.000]  帶領他們歸向祢
[00:02:02.000 --> 00:02:03.600]  主在這個我們知道
[00:02:03.600 --> 00:02:05.900]  令他們一生都是蒙福
[00:02:05.900 --> 00:02:08.600]  求祢幫助、憐憫我們這個城市
[00:02:08.600 --> 00:02:09.400]  主我們以後下來
[00:02:09.400 --> 00:02:12.400]  我們要聽聖經當中的話語
[00:02:12.400 --> 00:02:14.500]  求主開堂我們的心
[00:02:14.500 --> 00:02:15.600]  讓我們聽
[00:02:15.600 --> 00:02:16.900]  我們也去行
[00:02:16.900 --> 00:02:17.800]  多謝祢
[00:02:17.800 --> 00:02:19.200]  祈禱奉主耶穌基督
[00:02:19.200 --> 00:02:20.700]  得聖明子祈求
[00:02:20.700 --> 00:02:23.700]  阿們
[00:02:50.700 --> 00:02:52.900]  是滿身瑕疵
[00:02:52.900 --> 00:02:54.600]  看來皇權的興起
[00:02:54.600 --> 00:02:57.900]  仍然很需要有屬靈層面的復興
[00:02:57.900 --> 00:03:02.500]  大衛他決心要將約桂搬離開巴拉猶大
[00:03:02.500 --> 00:03:05.300]  一個極之近菲利士的地方
[00:03:05.300 --> 00:03:07.000]  他出於很多種考慮
[00:03:07.000 --> 00:03:07.900]  在軍事上
[00:03:07.900 --> 00:03:12.100]  他想進一步將約桂搬離迦南人的境外
[00:03:12.100 --> 00:03:14.700]  也避免再次被奪走
[00:03:14.700 --> 00:03:16.000]  在政治上
[00:03:16.000 --> 00:03:17.600]  他可以穩住皇位
[00:03:17.600 --> 00:03:19.600]  統一民心所向
[00:03:19.600 --> 00:03:20.700]  在信仰生活上
[00:03:20.700 --> 00:03:22.700]  約桂代表神的同在
[00:03:22.700 --> 00:03:25.800]  所以他很想在耶路撒冷城重建
[00:03:25.800 --> 00:03:28.500]  以上主為中心的生活
[00:03:28.500 --> 00:03:30.900]  不過一次運送約桂的事件
[00:03:30.900 --> 00:03:32.600]  上主發怒
[00:03:32.600 --> 00:03:37.300]  擊殺了看來好心扶正的約桂的烏剎
[00:03:37.300 --> 00:03:39.600]  大衛也生氣
[00:03:39.600 --> 00:03:42.600]  他的怒氣所為何事呢?
[00:03:42.600 --> 00:03:46.800]  其實約桂本應該由利未人哥核的子孫來抬
[00:03:46.800 --> 00:03:48.400]  現在呢?
[00:03:48.400 --> 00:03:52.200]  那些在國中的祭司和利未人去了哪裏?
[00:03:52.200 --> 00:03:55.100]  他們只是由得王去做這件事
[00:03:55.100 --> 00:03:57.400]  卻沒有提出、提醒
[00:03:57.400 --> 00:04:00.500]  要求王按照神的吩咐去侍奉
[00:04:00.500 --> 00:04:02.600]  去搬運約桂
[00:04:02.600 --> 00:04:03.400]  顯然
[00:04:03.400 --> 00:04:07.400]  這不是一宗單純好心做的壞事
[00:04:07.400 --> 00:04:11.700]  卻在一個侍奉敬拜的心態裏有偏差
[00:04:11.700 --> 00:04:13.700]  頂子我們打開聖經
[00:04:13.700 --> 00:04:15.200]  撒慕爾記下
[00:04:15.200 --> 00:04:19.600]  第六章經文在你的唐用聖經452頁
[00:04:19.600 --> 00:04:27.100]  運送約桂是表示迎接神的臨在
[00:04:27.100 --> 00:04:29.500]  在神面前的服侍和敬拜
[00:04:29.500 --> 00:04:31.900]  就好像今天我們坐在禮堂裏面
[00:04:31.900 --> 00:04:33.400]  我們去朝見神
[00:04:33.400 --> 00:04:35.400]  我們去敬拜一樣
[00:04:35.400 --> 00:04:36.700]  第一到第七節
[00:04:36.700 --> 00:04:40.900]  卻是描寫了一幅偏差的敬拜圖畫
[00:04:40.900 --> 00:04:43.200]  我請大家幫我讀第一節
[00:04:43.200 --> 00:04:44.500]  預備起
[00:04:44.500 --> 00:04:53.000]  大衛和與他在一起的眾人
[00:04:53.000 --> 00:04:54.700]  起程前去
[00:04:54.700 --> 00:04:59.000]  要從巴拉猶大把神的約桂運來
[00:04:59.000 --> 00:05:01.300]  這約桂的名稱是以
[00:05:01.300 --> 00:05:08.000]  坐在以基路伯之上萬軍之爺和華的名字而起的
[00:05:08.000 --> 00:05:10.600]  第一節提到是揀選出來的
[00:05:10.600 --> 00:05:14.900]  這裡提到這三萬人是揀選出來的精英
[00:05:14.900 --> 00:05:16.300]  精英進出
[00:05:16.300 --> 00:05:20.500]  歷代寺也有平衡的記載
[00:05:20.500 --> 00:05:22.600]  大衛召開了大會
[00:05:22.600 --> 00:05:25.100]  他叫齊了他的千夫長、百夫長
[00:05:25.100 --> 00:05:26.400]  他所有的軍長
[00:05:26.400 --> 00:05:29.500]  和眾民的領袖一起開大會
[00:05:29.500 --> 00:05:31.000]  他們要商議
[00:05:31.000 --> 00:05:37.000]  如何將這個約桂搬到新成立的首都耶路撒冷
[00:05:37.000 --> 00:05:39.900]  其實大衛有一份對神的熱心
[00:05:39.900 --> 00:05:41.500]  是好事
[00:05:41.500 --> 00:05:42.700]  他也沒有一言堂
[00:05:42.700 --> 00:05:43.800]  一意孤行
[00:05:43.800 --> 00:05:44.800]  他會商量
[00:05:44.800 --> 00:05:46.200]  他會聽民意
[00:05:46.200 --> 00:05:47.100]  我們也很期待
[00:05:47.100 --> 00:05:49.500]  我們在上位的也是這樣
[00:05:49.500 --> 00:05:50.600]  結果
[00:05:50.600 --> 00:05:54.500]  對於將這個約桂要運到耶路撒冷的這件事
[00:05:54.500 --> 00:05:56.000]  歷代寺說
[00:05:56.000 --> 00:05:59.000]  全體會眾都同意這樣行
[00:05:59.000 --> 00:06:03.500]  因為這事眾人都認為對
[00:06:03.500 --> 00:06:04.900]  萬事俱備
[00:06:04.900 --> 00:06:06.000]  大家都同意
[00:06:06.000 --> 00:06:07.500]  都認為對
[00:06:07.500 --> 00:06:09.900]  大衛就派出三萬精英
[00:06:09.900 --> 00:06:10.900]  多好啊
[00:06:10.900 --> 00:06:14.200]  於是他們真是浩浩蕩蕩去運送約桂
[00:06:14.200 --> 00:06:16.400]  三萬人的隊伍興高采烈
[00:06:16.400 --> 00:06:17.700]  很有熱誠
[00:06:17.700 --> 00:06:20.300]  很熱烈地迎接神的約桂
[00:06:20.300 --> 00:06:21.200]  如何熱烈呢?
[00:06:21.200 --> 00:06:23.100]  你幫我讀完第五節吧
[00:06:23.100 --> 00:06:24.400]  預備起
[00:06:24.400 --> 00:06:25.400]  大衛
[00:06:37.100 --> 00:06:39.600]  全部隨行的人都開開心心
[00:06:39.600 --> 00:06:43.100]  拿出所有各種各樣的樂器來吹奏
[00:06:43.100 --> 00:06:45.500]  怎麼想到後來會出事呢?
[00:06:45.500 --> 00:06:45.900]  是啊
[00:06:45.900 --> 00:06:46.700]  有熱情
[00:06:46.700 --> 00:06:48.100]  有熱誠
[00:06:48.100 --> 00:06:49.900]  有feel
[00:06:49.900 --> 00:06:51.900]  同行的人
[00:06:51.900 --> 00:06:53.200]  都應該很開心
[00:06:53.200 --> 00:06:53.900]  歡喜快樂
[00:06:53.900 --> 00:06:55.500]  有時候我們也很想敬拜
[00:06:55.500 --> 00:06:57.300]  很期待每個星期回來
[00:06:57.300 --> 00:06:58.900]  你會感受到一份熱誠
[00:06:58.900 --> 00:06:59.700]  熱烈
[00:06:59.700 --> 00:07:01.000]  很有feel的崇拜
[00:07:01.000 --> 00:07:02.200]  是不是?
[00:07:02.200 --> 00:07:05.000]  不過是不是這樣就是好呢?
[00:07:05.000 --> 00:07:07.000]  作樂跳舞
[00:07:07.000 --> 00:07:08.400]  原文其實是表達一種
[00:07:08.400 --> 00:07:09.400]  開心
[00:07:09.400 --> 00:07:10.900]  嬉戲
[00:07:10.900 --> 00:07:11.700]  娛樂
[00:07:11.700 --> 00:07:13.900]  跳舞的意思
[00:07:13.900 --> 00:07:15.100]  原來他們帶著一份
[00:07:15.100 --> 00:07:17.600]  以開心嬉戲娛樂的心
[00:07:17.600 --> 00:07:19.600]  去迎接神的約桂
[00:07:19.600 --> 00:07:21.300]  這樣合不合適呢?
[00:07:21.300 --> 00:07:23.100]  自由奔放地去敬拜神
[00:07:23.100 --> 00:07:25.000]  這樣好不好呢?
[00:07:25.000 --> 00:07:26.500]  大衛有熱誠
[00:07:26.500 --> 00:07:28.400]  他是以不適合的方式
[00:07:28.400 --> 00:07:30.400]  去侍奉去敬拜神
[00:07:30.400 --> 00:07:33.400]  去朝見這位天地的大君王
[00:07:33.400 --> 00:07:35.200]  將他的寶座搬到耶路撒冷
[00:07:35.200 --> 00:07:37.200]  怎麼想也不合適
[00:07:37.200 --> 00:07:38.900]  結果他這一腔的熱誠熱烈
[00:07:38.900 --> 00:07:40.700]  一片歡樂的氣氛底下
[00:07:40.700 --> 00:07:43.300]  他出了大事
[00:07:43.300 --> 00:07:45.500]  三年前台灣的一個
[00:07:45.500 --> 00:07:48.700]  應該很開心的水上樂園的派對
[00:07:48.700 --> 00:07:49.800]  大家興高采烈
[00:07:49.800 --> 00:07:52.100]  在一個暑假的週末
[00:07:52.100 --> 00:07:54.300]  年青人聚集到這個地方
[00:07:54.300 --> 00:07:56.400]  一起去玩水
[00:07:56.400 --> 00:07:58.500]  大會為了增加氣氛
[00:07:58.500 --> 00:08:00.600]  加入了一個不應該用的元素
[00:08:00.600 --> 00:08:02.800]  彩色粉塵
[00:08:02.800 --> 00:08:04.400]  加上他們表演的單位
[00:08:04.400 --> 00:08:07.000]  沒有遵守到防火條例
[00:08:07.000 --> 00:08:08.200]  在活動當中
[00:08:08.200 --> 00:08:10.500]  原本是很開心很熱烈
[00:08:10.500 --> 00:08:13.300]  很有感覺的一個活動
[00:08:13.300 --> 00:08:17.000]  卻是突然之間一片火海
[00:08:17.000 --> 00:08:19.000]  造出了大型的意外
[00:08:19.000 --> 00:08:21.400]  粉塵爆炸
[00:08:21.400 --> 00:08:22.600]  空有熱誠
[00:08:22.600 --> 00:08:24.900]  很有感覺的侍奉敬拜
[00:08:24.900 --> 00:08:27.200]  卻是加入了不應該的元素
[00:08:27.200 --> 00:08:29.000]  也沒有按照神的吩咐
[00:08:29.000 --> 00:08:31.000]  就出了大事
[00:08:31.000 --> 00:08:32.600]  第二節提到
[00:08:32.600 --> 00:08:34.600]  「這藥櫃的名稱是以坐在
[00:08:34.600 --> 00:08:36.500]  以基路伯之上萬軍之爺
[00:08:36.500 --> 00:08:39.000]  和華的名字而起的」
[00:08:39.000 --> 00:08:40.700]  這個名字很長
[00:08:40.700 --> 00:08:43.700]  其實是要提醒當時讀的以色列人
[00:08:43.700 --> 00:08:46.800]  這個藥櫃是多麼神聖
[00:08:46.800 --> 00:08:48.800]  「神的藥櫃」在原本的文字就是
[00:08:48.800 --> 00:08:51.500]  「神的長方盒」
[00:08:51.500 --> 00:08:52.700]  就這樣聽「長方盒」沒有什麼特別
[00:08:52.700 --> 00:08:55.000]  所以這裡旁白要特意說
[00:08:55.000 --> 00:08:57.700]  這個不是普通的盒
[00:08:57.700 --> 00:08:59.600]  是屬於上主
[00:08:59.600 --> 00:09:03.500]  是那位坐在以基路伯的椅子上
[00:09:03.500 --> 00:09:05.500]  那個寶座的腳椅上
[00:09:05.500 --> 00:09:08.500]  踩著那位上主
[00:09:08.500 --> 00:09:10.400]  所以我們讀的人要留意到
[00:09:10.400 --> 00:09:12.900]  這個不是一個非同小可的事件
[00:09:12.900 --> 00:09:16.200]  這件不是非同小可的物品
[00:09:16.200 --> 00:09:19.100]  神聖不是在於它有法力
[00:09:19.100 --> 00:09:23.800]  而是在於這件物品是屬於神的
[00:09:23.800 --> 00:09:25.700]  以基路伯
[00:09:25.700 --> 00:09:27.700]  不是人人可以見
[00:09:27.700 --> 00:09:30.300]  這個藥櫃
[00:09:30.300 --> 00:09:33.500]  平時是收藏在回眸當中的聖所
[00:09:33.500 --> 00:09:36.800]  聖所當中的致聖所裏面
[00:09:36.800 --> 00:09:43.500]  只有大祭司一年一次進去見到
[00:09:43.500 --> 00:09:48.100]  難怪利代茲繼續記載大衛自己後來的反省
[00:09:48.100 --> 00:09:51.700]  他說自己當時沒有按照定例尋求神
[00:09:51.700 --> 00:09:54.700]  所以神刑罰我們
[00:09:54.700 --> 00:09:58.300]  弟兄姊妹我們不能只有對神的熱誠熱心
[00:09:58.300 --> 00:10:00.900]  也要謹慎
[00:10:00.900 --> 00:10:02.500]  最近高等法院審理一宗
[00:10:02.500 --> 00:10:06.900]  退休牧師和教友的物業糾紛
[00:10:06.900 --> 00:10:12.100]  和退休牧師同一間教會的女大律師
[00:10:12.100 --> 00:10:16.300]  她出了一個電郵給當時的站委法官
[00:10:16.300 --> 00:10:18.000]  在電郵當中說
[00:10:18.000 --> 00:10:20.500]  案件或影響教會聲譽
[00:10:20.500 --> 00:10:24.100]  期望法官英明判斷
[00:10:24.100 --> 00:10:27.700]  大概她也是很想法官懂得做
[00:10:27.700 --> 00:10:31.900]  結果導致原告人要求要換法官
[00:10:31.900 --> 00:10:34.700]  這個女大律師這個基督徒
[00:10:34.700 --> 00:10:36.100]  這位會友
[00:10:36.100 --> 00:10:39.300]  她很想保護她教會的聲譽
[00:10:39.300 --> 00:10:43.700]  但她用了一個不合公義的方法去做這件事
[00:10:43.700 --> 00:10:45.100]  她有一份熱誠
[00:10:45.100 --> 00:10:46.700]  有一份熱心
[00:10:46.700 --> 00:10:48.700]  但她不謹慎
[00:10:48.700 --> 00:10:51.300]  沒有遵守神的規定
[00:10:51.300 --> 00:10:54.900]  難道神會這樣喜悅她的作為嗎?
[00:10:54.900 --> 00:10:55.500]  所以弟兄姊妹
[00:10:55.500 --> 00:10:56.700]  我們的侍奉
[00:10:56.700 --> 00:10:57.900]  我們的敬拜
[00:10:57.900 --> 00:11:00.300]  是我們要對神有熱誠
[00:11:00.300 --> 00:11:03.500]  亦要有謹慎
[00:11:03.500 --> 00:11:05.100]  熱誠謹慎
[00:11:05.100 --> 00:11:08.100]  還要加上神怎樣吩咐
[00:11:08.100 --> 00:11:10.100]  就怎樣去做
[00:11:10.100 --> 00:11:12.100]  你幫我讀完第三第四節
[00:11:12.100 --> 00:11:13.300]  預備起
[00:11:13.300 --> 00:11:20.100]  他們把神的藥鬼從山崗上阿彌陀佛的教會旁出
[00:11:20.100 --> 00:11:22.900]  安放在一輛新車上
[00:11:22.900 --> 00:11:25.500]  阿彌陀佛的兩個兒子
[00:11:25.500 --> 00:11:27.500]  古薩和阿彌陀佛
[00:11:27.500 --> 00:11:29.900]  安放在這輛新車上
[00:11:29.900 --> 00:11:32.300]  車上有神的藥鬼
[00:11:32.300 --> 00:11:36.300]  阿彌陀佛就在藥鬼的前面
[00:11:36.300 --> 00:11:38.700]  他們用了一輛新車
[00:11:38.700 --> 00:11:40.500]  新的意思就是他們找了一對
[00:11:40.500 --> 00:11:43.500]  沒有耕過田、沒有負過額的牛
[00:11:43.500 --> 00:11:46.100]  去拉這輛新造的木頭車
[00:11:46.100 --> 00:11:48.900]  放在這輛牛車上運送藥鬼
[00:11:48.900 --> 00:11:49.700]  可能我們不明白
[00:11:49.700 --> 00:11:51.700]  我們覺得牛車很低等
[00:11:51.700 --> 00:11:54.100]  但在當時的迦南文化
[00:11:54.100 --> 00:11:59.700]  牛是迦南地神明所騎的坐騎
[00:11:59.700 --> 00:12:03.300]  所以他們用了一個很恭敬的方法
[00:12:03.300 --> 00:12:05.500]  去運送藥鬼
[00:12:05.500 --> 00:12:06.300]  二十年前
[00:12:06.300 --> 00:12:11.100]  菲律賓人正正就是用了這個方法成功將藥鬼運送給以色列人
[00:12:11.100 --> 00:12:11.700]  為什麼?
[00:12:11.700 --> 00:12:13.100]  當時以利的兩個兒子
[00:12:13.100 --> 00:12:15.300]  抬了藥鬼去戰場
[00:12:15.300 --> 00:12:16.500]  結果他們死在戰場
[00:12:16.500 --> 00:12:18.500]  藥鬼就被菲律賓人搶了
[00:12:18.500 --> 00:12:20.500]  菲律賓人搶了藥鬼之後
[00:12:20.500 --> 00:12:22.700]  藥鬼輾轉在七個月裡面
[00:12:22.700 --> 00:12:24.500]  巡迴了菲律賓一圈
[00:12:24.500 --> 00:12:25.900]  每到一個地方
[00:12:25.900 --> 00:12:27.300]  神就擊打那個地方
[00:12:27.300 --> 00:12:28.500]  給他們瘟疫
[00:12:28.500 --> 00:12:30.900]  每到一個地方就被擊打他們
[00:12:30.900 --> 00:12:31.900]  給他們瘟疫
[00:12:31.900 --> 00:12:33.300]  很多人生痔瘡
[00:12:33.300 --> 00:12:34.300]  就是這樣
[00:12:34.300 --> 00:12:36.100]  菲律賓人全體都很害怕
[00:12:36.100 --> 00:12:38.900]  神的藥鬼在沒有人的幫助下
[00:12:38.900 --> 00:12:41.300]  自己擊打了菲律賓人
[00:12:41.300 --> 00:12:44.100]  菲律賓人怕得要立即想辦法
[00:12:44.100 --> 00:12:46.500]  找他們占卜的人和祭司想辦法
[00:12:46.500 --> 00:12:48.100]  如何將藥鬼送回去
[00:12:48.100 --> 00:12:49.500]  沒有人敢搞他們
[00:12:49.500 --> 00:12:53.300]  結果他們就用了這種新車的方法
[00:12:53.300 --> 00:12:55.700]  運送到以色列人那裡
[00:12:55.700 --> 00:12:58.500]  他們用了他們最恭敬
[00:12:58.500 --> 00:12:59.500]  最好
[00:12:59.500 --> 00:13:02.900]  當時給神明最崇高的敬意的方式
[00:13:02.900 --> 00:13:05.700]  去運送藥鬼給以色列人
[00:13:05.700 --> 00:13:07.700]  這個世界級的最好
[00:13:07.700 --> 00:13:10.700]  卻不能夠是神子民的最好
[00:13:10.700 --> 00:13:12.900]  我們常常在此禮曲唱
[00:13:12.900 --> 00:13:16.100]  我們要將最好的獻給君王
[00:13:16.100 --> 00:13:18.700]  但是你不要拿世界的最好
[00:13:18.700 --> 00:13:20.300]  就拿來獻給神
[00:13:20.300 --> 00:13:21.500]  弟兄姊妹
[00:13:21.500 --> 00:13:22.900]  世界的最好
[00:13:22.900 --> 00:13:26.500]  不一定是神所要的侍奉
[00:13:26.500 --> 00:13:28.700]  世界的最好可能是什麼呢?
[00:13:28.700 --> 00:13:30.100]  就是你會想
[00:13:30.100 --> 00:13:31.900]  我為神祢做很多事情
[00:13:31.900 --> 00:13:33.500]  令神明你滿意
[00:13:33.500 --> 00:13:35.100]  令神明你息怒
[00:13:35.100 --> 00:13:37.500]  神明你隻眼開隻眼閉
[00:13:37.500 --> 00:13:39.700]  那我就安樂做我自己想做的事情
[00:13:39.700 --> 00:13:41.500]  河水不犯井水
[00:13:41.500 --> 00:13:44.300]  這個是世界級的最好
[00:13:44.300 --> 00:13:44.900]  弟兄姊妹
[00:13:44.900 --> 00:13:46.100]  你以為你回足聚會
[00:13:46.100 --> 00:13:46.900]  做足奉獻
[00:13:46.900 --> 00:13:48.100]  神才愛你
[00:13:48.100 --> 00:13:49.900]  神才賜福給你嗎?
[00:13:49.900 --> 00:13:51.700]  我們的神不是這樣的
[00:13:51.700 --> 00:13:53.300]  你也清楚
[00:13:53.300 --> 00:13:55.300]  所以我們會有疑問
