
[00:00:00.000 --> 00:00:04.140]  楊潔篪,多謝你讓我們今天能夠看到十字架
[00:00:04.140 --> 00:00:06.100]  對於我們今天來說
[00:00:06.100 --> 00:00:09.280]  我們很多時候在家
[00:00:09.280 --> 00:00:14.340]  在頸項上都要擺上十字架
[00:00:14.340 --> 00:00:18.580]  我們很深信十字架對我們來說是寶貴的
[00:00:18.580 --> 00:00:23.180]  但對於昔日耶穌在十字架上
[00:00:23.180 --> 00:00:27.700]  那種過程的確不容易
[00:00:27.700 --> 00:00:30.420]  但我們願意看到耶穌的死
[00:00:30.420 --> 00:00:32.160]  今天對我們的教導
[00:00:32.160 --> 00:00:33.700]  對我們的提醒
[00:00:33.700 --> 00:00:35.500]  求祢與我們同在
[00:00:35.500 --> 00:00:37.460]  帶著我們以下的時間
[00:00:37.460 --> 00:00:38.940]  聽我們的祈禱
[00:00:38.940 --> 00:00:40.540]  奉主的命求
[00:00:40.540 --> 00:00:41.340]  Amen
[00:00:41.340 --> 00:00:43.640]  第二名請坐
[00:00:43.640 --> 00:00:45.240]  我們繼續用《司徒信經》
[00:00:45.240 --> 00:00:46.940]  今天到第十一篇的講道
[00:00:46.940 --> 00:00:48.580]  是關於耶穌的死
[00:00:48.580 --> 00:00:50.180]  過去我說過
[00:00:50.180 --> 00:00:52.380]  《司徒信經》是三大部份
[00:00:52.380 --> 00:00:56.520]  包括三位一體的聖父、聖子、聖靈三大部份
[00:00:56.520 --> 00:00:58.560]  而今天我們仍然去到第二部份
[00:00:58.560 --> 00:01:00.120]  關於耶穌基督
[00:01:00.120 --> 00:01:02.160]  亦是三一真神的第二位
[00:01:02.160 --> 00:01:04.300]  關於聖子的部份
[00:01:04.300 --> 00:01:06.200]  當然過去我有七堂的時間
[00:01:06.200 --> 00:01:07.900]  我們用了《約翰福音》那一篇
[00:01:07.900 --> 00:01:11.240]  耶穌基督祂自己對自己身份的宣告
[00:01:11.240 --> 00:01:13.240]  那七個宣告來講
[00:01:13.240 --> 00:01:16.940]  來分析究竟耶穌怎樣看待祂自己
[00:01:16.940 --> 00:01:18.640]  而今天我們再讀一讀
[00:01:18.640 --> 00:01:19.920]  在《司徒信經》那一篇
[00:01:19.920 --> 00:01:22.880]  是關於昔日我們一些前輩
[00:01:22.880 --> 00:01:25.380]  我們一些前人
[00:01:25.380 --> 00:01:28.080]  他們怎樣去描述耶穌基督
[00:01:28.080 --> 00:01:29.920]  我們讀一讀《司徒信經》那一篇
[00:01:29.920 --> 00:01:31.720]  對耶穌基督的描述
[00:01:31.720 --> 00:01:32.760]  我們一起重讀
[00:01:32.760 --> 00:01:34.460]  準備一二三
[00:01:34.460 --> 00:01:38.560]  「我信耶穌上帝的獨生子
[00:01:38.560 --> 00:01:39.840]  我們的主
[00:01:39.840 --> 00:01:47.640]  在本雕被拉多手下遇難
[00:01:47.640 --> 00:01:49.840]  被釘在十字架上
[00:01:49.840 --> 00:01:52.920]  死了、撞了、下到陰間
[00:01:52.920 --> 00:01:55.380]  第三天從死裡復活
[00:01:55.380 --> 00:01:56.560]  後升天
[00:01:56.560 --> 00:02:00.160]  坐在無所不能的父上帝的右邊
[00:02:00.160 --> 00:02:02.580]  將來要從那裡降臨
[00:02:02.580 --> 00:02:05.320]  審判活人死人」
[00:02:05.320 --> 00:02:07.220]  我們經常說我們的基督教信仰
[00:02:07.220 --> 00:02:09.220]  是絕對不是迷信
[00:02:09.220 --> 00:02:10.060]  所謂不是迷信
[00:02:10.060 --> 00:02:11.520]  就是因為我們的信仰
[00:02:11.520 --> 00:02:15.060]  是經得起所有的理性的考驗
[00:02:15.060 --> 00:02:16.360]  過去二千多年前
[00:02:16.360 --> 00:02:17.560]  二千多年的裡邊
[00:02:17.560 --> 00:02:18.840]  很多人對聖經
[00:02:18.840 --> 00:02:19.940]  對我們的信仰
[00:02:19.940 --> 00:02:22.040]  對我們所強調的教義
[00:02:22.040 --> 00:02:23.040]  我們的真理
[00:02:23.040 --> 00:02:24.780]  都會發出很多的挑戰
[00:02:24.780 --> 00:02:26.780]  但仍然在過程裡邊
[00:02:26.780 --> 00:02:28.840]  我們聽到我們的回應
[00:02:28.840 --> 00:02:30.820]  我們絕對是經得起
[00:02:30.820 --> 00:02:34.580]  我們理性上的反思和考驗
[00:02:34.580 --> 00:02:35.460]  但另一方面
[00:02:35.460 --> 00:02:37.280]  我們的信仰也不是單單
[00:02:37.280 --> 00:02:39.960]  停留在我們的理性的層面
[00:02:39.960 --> 00:02:42.620]  不是單單停留在知識的層面
[00:02:42.620 --> 00:02:43.620]  我們仍然深信
[00:02:43.620 --> 00:02:44.660]  我們的信仰
[00:02:44.660 --> 00:02:46.120]  和我們的屬靈生命
[00:02:46.120 --> 00:02:47.500]  和我們今天的生命
[00:02:47.500 --> 00:02:49.740]  絕對是有掛勾的
[00:02:49.740 --> 00:02:51.540]  我們看到我們的信仰
[00:02:51.540 --> 00:02:53.500]  能夠去轉化我們的生命
[00:02:53.500 --> 00:02:54.500]  當我們經得起
[00:02:54.500 --> 00:02:56.540]  我們的思想的考驗之後
[00:02:56.540 --> 00:02:58.280]  同樣我們可以去祈禱
[00:02:58.280 --> 00:02:59.840]  將這些神學的理念
[00:02:59.840 --> 00:03:02.280]  能夠化成我們生命的動力
[00:03:02.280 --> 00:03:03.540]  生命的轉化
[00:03:03.540 --> 00:03:05.280]  所以彼得曾經說過
[00:03:05.280 --> 00:03:08.820]  我們要在知識和因典上面
[00:03:08.820 --> 00:03:10.480]  要多而有多
[00:03:10.480 --> 00:03:11.380]  換言之
[00:03:11.380 --> 00:03:12.380]  在彼得來說
[00:03:12.380 --> 00:03:14.860]  他說我們不能夠將我們的知識
[00:03:14.860 --> 00:03:16.060]  停留在我們
[00:03:16.060 --> 00:03:17.760]  起初信耶穌那一刻
[00:03:17.760 --> 00:03:19.620]  同樣我們經歷神
[00:03:19.620 --> 00:03:21.740]  也不是停留在我們信耶穌那一天
[00:03:21.740 --> 00:03:22.900]  我們信耶穌那一天
[00:03:22.900 --> 00:03:24.660]  我們很深信無論是知識
[00:03:24.660 --> 00:03:26.400]  無論是因典
[00:03:26.400 --> 00:03:27.700]  彼得都提醒我們
[00:03:27.700 --> 00:03:29.580]  是要多而有多
[00:03:29.580 --> 00:03:30.640]  而今天當我們讀
[00:03:30.640 --> 00:03:32.900]  《使徒信經》的第二部分的時候
[00:03:32.900 --> 00:03:34.080]  當然我們可以
[00:03:34.080 --> 00:03:35.480]  其實每一句
[00:03:35.480 --> 00:03:37.040]  都可以成為一篇講章
[00:03:37.040 --> 00:03:37.980]  「我信耶穌基督」
[00:03:37.980 --> 00:03:39.280]  都可以成為一篇講章
[00:03:39.280 --> 00:03:40.340]  其實有一本書
[00:03:40.340 --> 00:03:43.380]  有一個英文書的系列
[00:03:43.380 --> 00:03:44.780]  是用「I believe」
[00:03:44.780 --> 00:03:45.760]  就是「我信」
[00:03:45.760 --> 00:03:46.920]  不是「我信我信」
[00:03:46.920 --> 00:03:48.620]  其實都可以寫一本書
[00:03:48.620 --> 00:03:49.520]  但另一方面
[00:03:49.520 --> 00:03:50.960]  當我自己去思考
[00:03:50.960 --> 00:03:53.220]  一大段的描述的時候
[00:03:53.220 --> 00:03:56.100]  我就會化成四篇的講道
[00:03:56.100 --> 00:03:57.160]  特別我是從
[00:03:57.160 --> 00:03:59.360]  耶穌基督的死而開始
[00:03:59.360 --> 00:04:00.040]  為什麼我不說
[00:04:00.040 --> 00:04:01.640]  耶穌基督的誕生呢
[00:04:01.640 --> 00:04:02.940]  我絕對不是否定
[00:04:02.940 --> 00:04:04.200]  聖誕節的重要
[00:04:04.200 --> 00:04:05.840]  聖誕節非常之重要
[00:04:05.840 --> 00:04:07.000]  如果耶穌不誕生
[00:04:07.000 --> 00:04:08.180]  祂都沒有機會死
[00:04:08.180 --> 00:04:09.180]  大家有沒有機會死
[00:04:09.180 --> 00:04:10.080]  但另一方面
[00:04:10.080 --> 00:04:11.740]  如果看回四福音那一篇
[00:04:11.740 --> 00:04:14.020]  我們發覺四個不同的作者
[00:04:14.020 --> 00:04:15.840]  去用不同的角度
[00:04:15.840 --> 00:04:17.920]  去看回耶穌生平的時候
[00:04:17.920 --> 00:04:18.880]  我們發覺
[00:04:18.880 --> 00:04:20.580]  這些作者對於
