
[00:00:00.000 --> 00:00:04.000]  各位朋友弟兄姊妹
[00:00:04.000 --> 00:00:09.000]  你有沒有經歷過人生的黑暗日子?
[00:00:09.000 --> 00:00:13.000]  前途黑暗,沒有希望
[00:00:13.000 --> 00:00:18.000]  你向神祈禱,好像沒有聽你的禱告
[00:00:18.000 --> 00:00:21.000]  一個絕境
[00:00:21.000 --> 00:00:24.000]  可能大家都經歷過
[00:00:24.000 --> 00:00:29.000]  今天我們來看耶穌基督在赫西瑪利園的禱告
[00:00:29.000 --> 00:00:35.000]  這可以說是耶穌一生最黑暗的時刻
[00:00:35.000 --> 00:00:41.000]  所以耶穌的禱告也是最困難最痛苦的
[00:00:41.000 --> 00:00:47.000]  不過,這個禱告也是最偉大影響最深遠的
[00:00:47.000 --> 00:00:50.000]  和你和我都有很密切的關係
[00:00:50.000 --> 00:00:54.000]  今天我們來看看這個禱告和我們有什麼關係
[00:00:54.000 --> 00:00:59.000]  但是怎樣這麼深遠
[00:00:59.000 --> 00:01:04.000]  這個背景是一個星期四的晚上
[00:01:04.000 --> 00:01:10.000]  耶穌和十二個門徒吃了一個最後的晚餐
[00:01:10.000 --> 00:01:15.000]  在這個晚餐裡面,耶穌為門徒洗腳
[00:01:15.000 --> 00:01:20.000]  祂又設立了聖餐
[00:01:20.000 --> 00:01:28.000]  然後,祂見到其中一位門徒離開了現席
[00:01:28.000 --> 00:01:33.000]  這個就是猶大,來出賣祂
[00:01:33.000 --> 00:01:38.000]  晚餐之後,耶穌和其他十一個門徒
[00:01:38.000 --> 00:01:42.000]  去到一個地方,叫做赫西瑪利花園
[00:01:42.000 --> 00:01:48.000]  這個花園就在耶路撒冷的城外,在橄欖山的旁邊
[00:01:48.000 --> 00:01:53.000]  這個地方是耶穌和門徒經常去的地方
[00:01:53.000 --> 00:01:57.000]  如果你經常去維多利亞公園,就是類似這樣
[00:01:57.000 --> 00:02:01.000]  那個就是赫西瑪利花園
[00:02:01.000 --> 00:02:07.000]  如果你看《約翰福音》第十八章第一到二節就解釋得比較清楚
[00:02:07.000 --> 00:02:12.000]  耶穌說完了這些話,就和門徒出去,過了吸倫溪
[00:02:12.000 --> 00:02:16.000]  在那裡有一個園子,耶穌和門徒進去了
[00:02:16.000 --> 00:02:20.000]  出賣耶穌的猶大也知道了的地方
[00:02:20.000 --> 00:02:24.000]  因為耶穌和門徒常常在那裡聚集
[00:02:24.000 --> 00:02:28.000]  我們經常以為耶穌是上帝
[00:02:28.000 --> 00:02:32.000]  祂能夠行各樣的神蹟,又有超人的力量
[00:02:32.000 --> 00:02:36.000]  所以祂不怕痛苦,沒有悲傷
[00:02:36.000 --> 00:02:40.000]  這個是錯的,耶穌的確是完全的神
[00:02:40.000 --> 00:02:45.000]  但是當祂成為一個人,一個晚上
[00:02:45.000 --> 00:02:50.000]  我們聖經說道成肉身,the world became fresh
[00:02:50.000 --> 00:02:54.000]  當上帝成為一個人的時候
[00:02:54.000 --> 00:02:59.000]  祂不單只是一個完全的神,祂也是一個完全的人
[00:02:59.000 --> 00:03:05.000]  祂有喜、勞、哀、樂,也受到人性的限制
[00:03:05.000 --> 00:03:09.000]  而這一晚赫西瑪利園的禱告
[00:03:09.000 --> 00:03:14.000]  你就會很清楚看到耶穌的人性表露出來
[00:03:14.000 --> 00:03:18.000]  在這一晚祂要做一個很重要的抉擇
[00:03:18.000 --> 00:03:21.000]  跟你和我也很有關係
[00:03:21.000 --> 00:03:26.000]  這個抉擇是上十字架還是不上十字架
[00:03:26.000 --> 00:03:32.000]  聖經告訴我們,耶穌一生受到魔鬼很多次的試探
[00:03:32.000 --> 00:03:38.000]  他沒有犯罪,不過魔鬼也沒有停止試探他
[00:03:38.000 --> 00:03:42.000]  他屢次試探耶穌,魔鬼最終極的目的
[00:03:42.000 --> 00:03:45.000]  就是不想耶穌上十字架
[00:03:45.000 --> 00:03:48.000]  不想耶穌上十字架
[00:03:48.000 --> 00:03:51.000]  譬如當耶穌剛剛出來傳道的時候
[00:03:51.000 --> 00:03:53.000]  魔鬼就試探他
[00:03:53.000 --> 00:03:57.000]  如果我們看《馬太福音》第四章八至九節
[00:03:57.000 --> 00:04:00.000]  魔鬼帶耶穌到一個很高的山
[00:04:00.000 --> 00:04:05.000]  將世界每一個國家和榮華都指給他看
[00:04:05.000 --> 00:04:09.000]  包括中國,那時候是中國東漢的時候
[00:04:09.000 --> 00:04:14.000]  包括羅馬,所有這些東西都給他看
[00:04:14.000 --> 00:04:18.000]  然後他說,你只要向我跪拜一下
[00:04:18.000 --> 00:04:20.000]  我就將這支刀賜給你
[00:04:20.000 --> 00:04:24.000]  他知道耶穌來是要釘十字架,要為我們死
[00:04:24.000 --> 00:04:26.000]  魔鬼對他說,你不需要
[00:04:26.000 --> 00:04:28.000]  你只要拜一拜,我就給你
[00:04:28.000 --> 00:04:30.000]  我完全放手給你
[00:04:30.000 --> 00:04:34.000]  你不用那麼辛苦上十字架
[00:04:34.000 --> 00:04:37.000]  又有一次,魔鬼更加厲害
[00:04:37.000 --> 00:04:41.000]  是透過耶穌的朋友勸他不要上十字架
[00:04:41.000 --> 00:04:44.000]  我們看到在《馬太福音》第十六章
[00:04:44.000 --> 00:04:48.000]  當時耶穌告訴門徒
[00:04:48.000 --> 00:04:50.000]  他要去耶路撒冷
[00:04:50.000 --> 00:04:53.000]  受長老祭司長經學家的苦害
[00:04:53.000 --> 00:04:55.000]  最後被殺,第三天復活
[00:04:55.000 --> 00:04:58.000]  給他的門徒,他心愛的門徒
[00:04:58.000 --> 00:04:59.000]  就將他拉到一邊
[00:04:59.000 --> 00:05:02.000]  告訴他,主下千萬不可這樣
[00:05:02.000 --> 00:05:05.000]  這件事一定不會臨到你身上
[00:05:05.000 --> 00:05:08.000]  在彼得的好心後面
[00:05:08.000 --> 00:05:09.000]  就是魔鬼的試探
[00:05:09.000 --> 00:05:11.000]  耶穌對彼得說
[00:05:11.000 --> 00:05:13.000]  撒旦到我後面去
[00:05:13.000 --> 00:05:15.000]  你是伴到我的
[00:05:15.000 --> 00:05:18.000]  因為你不思念上帝的事
[00:05:18.000 --> 00:05:20.000]  你是思念人的事
[00:05:20.000 --> 00:05:25.000]  現在就是他上十字架之前最後一夜
[00:05:25.000 --> 00:05:28.000]  魔鬼對他的試探也是最嚴重
[00:05:28.000 --> 00:05:31.000]  他要想盡辦法阻止耶穌
[00:05:31.000 --> 00:05:35.000]  但你知不知道耶穌可以選擇
[00:05:35.000 --> 00:05:39.000]  耶穌有沒有選擇可以上十字架還是不上呢?
[00:05:39.000 --> 00:05:42.000]  這是神學上很深的問題
[00:05:42.000 --> 00:05:44.000]  但其實一句說完
[00:05:44.000 --> 00:05:47.000]  就是耶穌可以有選擇
[00:05:47.000 --> 00:05:49.000]  耶穌可以決定不上
[00:05:49.000 --> 00:05:51.000]  我為什麼這樣說呢?
[00:05:51.000 --> 00:05:53.000]  如果你看一節經文就看到
[00:05:53.000 --> 00:05:59.000]  在《馬太福音》第十六章五十一到五十四節
[00:05:59.000 --> 00:06:02.000]  有一個與耶穌在一起的人
[00:06:02.000 --> 00:06:04.000]  其實就是彼得
[00:06:04.000 --> 00:06:06.000]  伸手拔出刀來
[00:06:06.000 --> 00:06:08.000]  斬了大祭司僕人一刀
[00:06:08.000 --> 00:06:11.000]  斬掉他的耳朵
[00:06:11.000 --> 00:06:13.000]  彼得的刀法很準
[00:06:13.000 --> 00:06:15.000]  斬了人的頭也沒有了
