
[00:00:00.000 --> 00:00:05.000]  當人是遇到一些不開心的事情
[00:00:05.000 --> 00:00:07.000]  感受到不開心的時候
[00:00:07.000 --> 00:00:10.000]  人很多時候的傾向都是會 怎樣
[00:00:10.000 --> 00:00:14.000]  投訴 埋怨 批評 是吧
[00:00:14.000 --> 00:00:16.000]  但是不知道大家有沒有想過
[00:00:16.000 --> 00:00:19.000]  其實很多時候我們的不開心
[00:00:19.000 --> 00:00:22.000]  反而是因為我們投訴而來的
[00:00:22.000 --> 00:00:24.000]  或者一樣我總不如問大家
[00:00:24.000 --> 00:00:26.000]  你覺得在你人生裏面
[00:00:26.000 --> 00:00:30.000]  你是比較多投訴 埋怨
[00:00:30.000 --> 00:00:33.000]  抑或是感恩和讚美呢
[00:00:33.000 --> 00:00:35.000]  哪一樣多一些
[00:00:35.000 --> 00:00:38.000]  有一個研究曾經去看一看
[00:00:38.000 --> 00:00:41.000]  究竟讚美的說話
[00:00:41.000 --> 00:00:43.000]  在一個工作的地方
[00:00:43.000 --> 00:00:45.000]  那個的果效是怎樣的呢
[00:00:45.000 --> 00:00:47.000]  這個研究就發現
[00:00:47.000 --> 00:00:49.000]  如果要在一個工作的地方
[00:00:49.000 --> 00:00:54.000]  或者在任何一個群體的場合裏面
[00:00:54.000 --> 00:00:57.000]  如果你要維持一個比較和諧的關係的時候
[00:00:57.000 --> 00:01:00.000]  這個研究就發現
[00:01:00.000 --> 00:01:05.000]  你這個的批評或者指責的聲音
[00:01:05.000 --> 00:01:09.000]  對比這個讚美的聲音
[00:01:09.000 --> 00:01:12.000]  最好是一比四
[00:01:12.000 --> 00:01:15.000]  這個的發現其實都是
[00:01:15.000 --> 00:01:18.000]  給我們很多的重要的資訊
[00:01:18.000 --> 00:01:19.000]  因為為什麼
[00:01:19.000 --> 00:01:20.000]  因為告訴我們
[00:01:20.000 --> 00:01:22.000]  如果我們在一個工作的地方
[00:01:22.000 --> 00:01:24.000]  或者甚至在你的家裏
[00:01:24.000 --> 00:01:27.000]  任何一個人際關係的群體裏面
[00:01:27.000 --> 00:01:28.000]  如果我們要維持一個
[00:01:28.000 --> 00:01:32.000]  比較和諧的關係的時候
[00:01:32.000 --> 00:01:35.000]  我們不會說一句指責的說話
[00:01:35.000 --> 00:01:37.000]  不會說一句批評的說話
[00:01:37.000 --> 00:01:43.000]  你最好起碼有四句讚美的說話
[00:01:43.000 --> 00:01:45.000]  這樣才可以維持到
[00:01:45.000 --> 00:01:48.000]  這個好的人際關係
[00:01:48.000 --> 00:01:50.000]  但是對於生活在我們
[00:01:50.000 --> 00:01:53.000]  三千年以前的大衛王
[00:01:53.000 --> 00:01:56.000]  大衛王不需要這個研究
[00:01:56.000 --> 00:02:00.000]  告訴他讚美與感恩的重要性
[00:02:00.000 --> 00:02:01.000]  在今天這個
[00:02:01.000 --> 00:02:03.000]  我們所讀的經文裏面
[00:02:03.000 --> 00:02:04.000]  大衛王告訴我們
[00:02:04.000 --> 00:02:09.000]  我們需要為了神的美善
[00:02:09.000 --> 00:02:10.000]  神的慈愛
[00:02:10.000 --> 00:02:13.000]  來讚美祂 感謝祂
[00:02:13.000 --> 00:02:14.000]  大家從來沒有想過
[00:02:14.000 --> 00:02:16.000]  為什麼我們經常都要讚美
[00:02:16.000 --> 00:02:17.000]  為什麼都要感恩
[00:02:17.000 --> 00:02:20.000]  究竟讚美與感恩
[00:02:20.000 --> 00:02:22.000]  可以帶給我們什麼好處
[00:02:22.000 --> 00:02:25.000]  今天就嘗試通過這段經文
[00:02:25.000 --> 00:02:27.000]  我們大家一起去學習
[00:02:27.000 --> 00:02:31.000]  究竟感恩如何的
[00:02:31.000 --> 00:02:35.000]  讓我們的人生更加的充滿喜樂
[00:02:35.000 --> 00:02:39.000]  在這個經文的開始的時候
[00:02:39.000 --> 00:02:40.000]  經文就告訴我們
[00:02:40.000 --> 00:02:43.000]  或者直接是大衛王告訴我們
[00:02:43.000 --> 00:02:46.000]  全地都要向耶和華歌唱
[00:02:46.000 --> 00:02:48.000]  我們要天天傳揚祂的救恩
[00:02:48.000 --> 00:02:49.000]  為什麼
[00:02:49.000 --> 00:02:52.000]  因為耶和華為大 祂本為善
[00:02:52.000 --> 00:02:55.000]  祂的慈愛永遠長存
[00:02:55.000 --> 00:02:59.000]  留意大衛王勸喻他的百姓
[00:02:59.000 --> 00:03:01.000]  要感恩的原因在哪裏
[00:03:01.000 --> 00:03:04.000]  那個原因就是指到
[00:03:04.000 --> 00:03:07.000]  神的亮善
[00:03:07.000 --> 00:03:09.000]  以及神的慈愛
[00:03:09.000 --> 00:03:10.000]  很有趣
[00:03:10.000 --> 00:03:12.000]  大衛王覺得
[00:03:12.000 --> 00:03:14.000]  我們需要感謝神的原因
[00:03:14.000 --> 00:03:19.000]  並不是因為神賜予我們豐富的生活
[00:03:19.000 --> 00:03:21.000]  我們兒孫滿堂
[00:03:21.000 --> 00:03:22.000]  婚姻美滿
[00:03:22.000 --> 00:03:23.000]  學業有成
[00:03:23.000 --> 00:03:25.000]  事業生意成功
[00:03:25.000 --> 00:03:26.000]  無病無痛
[00:03:26.000 --> 00:03:27.000]  一帆風順
[00:03:27.000 --> 00:03:30.000]  一生順風順水
[00:03:30.000 --> 00:03:31.000]  大衛王告訴我們
[00:03:31.000 --> 00:03:33.000]  我們感恩的原因並不是因為這些
[00:03:33.000 --> 00:03:34.000]  而是因為什麼
[00:03:34.000 --> 00:03:36.000]  而是因為神本身
[00:03:36.000 --> 00:03:39.000]  祂的本性就是美善
[00:03:39.000 --> 00:03:41.000]  也是充滿慈愛
[00:03:41.000 --> 00:03:42.000]  我們感恩的原因
[00:03:42.000 --> 00:03:45.000]  就是因為神本身
[00:03:45.000 --> 00:03:46.000]  如果我們理解
[00:03:46.000 --> 00:03:48.000]  當時一些歷史背景的時候
[00:03:48.000 --> 00:03:49.000]  我們可以從經文
[00:03:49.000 --> 00:03:50.000]  歷史背景告訴我們
[00:03:50.000 --> 00:03:52.000]  有另一個原因
[00:03:52.000 --> 00:03:54.000]  我們需要感恩
[00:03:54.000 --> 00:03:56.000]  以及讚美我們天父上帝
[00:03:56.000 --> 00:03:59.000]  如果第十六章一開始的時候
[00:03:59.000 --> 00:04:00.000]  我們看回前小說經文
[00:04:00.000 --> 00:04:01.000]  經文告訴我們
[00:04:01.000 --> 00:04:03.000]  當時的以色列人
[00:04:03.000 --> 00:04:06.000]  將神的約跪請進去
[00:04:06.000 --> 00:04:10.000]  安放在大衛所搭的帳幕裏面
[00:04:10.000 --> 00:04:16.000]  然後大衛王就以詩歌
[00:04:16.000 --> 00:04:18.000]  來頌讚耶和華
[00:04:18.000 --> 00:04:20.000]  就是說我們今天剛才所讀的經文
[00:04:20.000 --> 00:04:22.000]  其實實際上就是大衛王
[00:04:22.000 --> 00:04:25.000]  一個讚美神的詩歌
[00:04:25.000 --> 00:04:26.000]  如果大家認識
[00:04:26.000 --> 00:04:28.000]  以色列人當時的歷史的話
[00:04:28.000 --> 00:04:29.000]  我們大家都知道
[00:04:29.000 --> 00:04:32.000]  當時的約跪是怎樣
[00:04:32.000 --> 00:04:35.000]  是曾經一度落在外邦人的手中
[00:04:35.000 --> 00:04:38.000]  到大衛王在位的時候
[00:04:38.000 --> 00:04:43.000]  大衛王就將約跪搬回耶路撒冷
[00:04:43.000 --> 00:04:44.000]  這章的經文記載
[00:04:44.000 --> 00:04:51.000]  當約跪被安放在耶路撒冷的帳幕裏面的時候的情景
[00:04:51.000 --> 00:04:55.000]  當約跪被安放好了
[00:04:55.000 --> 00:04:57.000]  大衛王就這樣說
[00:04:57.000 --> 00:05:01.000]  願天歡喜 願地快樂
[00:05:01.000 --> 00:05:04.000]  願人在列邦中說耶和華作王了
[00:05:04.000 --> 00:05:06.000]  他要來審判全地
[00:05:06.000 --> 00:05:09.000]  兼且拯救我們
[00:05:09.000 --> 00:05:11.000]  在這幾章的經文裏面
[00:05:11.000 --> 00:05:12.000]  我們很清楚看到
[00:05:12.000 --> 00:05:13.000]  我們讚美神
[00:05:13.000 --> 00:05:15.000]  我們向神感恩
[00:05:15.000 --> 00:05:17.000]  我們充滿喜樂
[00:05:17.000 --> 00:05:21.000]  除了因為神本身是良善和慈愛之外
[00:05:21.000 --> 00:05:23.000]  這幾章的經文告訴我們什麼
[00:05:23.000 --> 00:05:28.000]  耶和華在他子民當中作王了
[00:05:28.000 --> 00:05:29.000]  不單止他作王
[00:05:29.000 --> 00:05:31.000]  他也是我們的什麼
[00:05:31.000 --> 00:05:32.000]  除了君王之外
[00:05:32.000 --> 00:05:33.000]  他也是我們的審判者
[00:05:33.000 --> 00:05:35.000]  是我們的拯救者
[00:05:35.000 --> 00:05:38.000]  大家想像一下
[00:05:38.000 --> 00:05:40.000]  整個宇宙的獨一真神
[00:05:40.000 --> 00:05:43.000]  全善 全美 全愛
[00:05:43.000 --> 00:05:44.000]  不單止這樣
[00:05:44.000 --> 00:05:47.000]  他還跟神有一個關係
[00:05:47.000 --> 00:05:48.000]  這個就是正正
[00:05:48.000 --> 00:05:50.000]  如果你看新約使徒保羅
[00:05:50.000 --> 00:05:51.000]  他曾經這樣說過
[00:05:51.000 --> 00:05:53.000]  他說既是者若
[00:05:53.000 --> 00:05:54.000]  大家可以理解為者若
[00:05:54.000 --> 00:05:56.000]  就是指耶穌基督是我們的王
[00:05:56.000 --> 00:05:57.000]  是我們的審判者
[00:05:57.000 --> 00:05:59.000]  是我們的救世主
[00:05:59.000 --> 00:06:01.000]  保羅說既是者若
[00:06:01.000 --> 00:06:03.000]  還有什麼好說呢
[00:06:03.000 --> 00:06:06.000]  神若果幫助我們的時候
[00:06:06.000 --> 00:06:08.000]  誰能敵擋我們呢
[00:06:08.000 --> 00:06:10.000]  在菲勒比書跟著這樣說
[00:06:10.000 --> 00:06:11.000]  你們要喜樂
[00:06:11.000 --> 00:06:13.000]  應當一毛掛淚
[00:06:13.000 --> 00:06:15.000]  凡事即將
[00:06:15.000 --> 00:06:18.000]  禱告祈求和感謝
[00:06:18.000 --> 00:06:20.000]  將我們所要的告訴神
[00:06:20.000 --> 00:06:23.000]  神必定會賜我們出人意外的平安
[00:06:23.000 --> 00:06:25.000]  在耶穌基督裡面
[00:06:25.000 --> 00:06:30.000]  保守我們每一個人的心懷意念
[00:06:30.000 --> 00:06:32.000]  我想大家留意一下
[00:06:32.000 --> 00:06:36.000]  保守你們的心懷意念
[00:06:36.000 --> 00:06:37.000]  就是指到
[00:06:37.000 --> 00:06:41.000]  神會保護我們的思想
[00:06:41.000 --> 00:06:44.000]  不會容若我們的思想
[00:06:44.000 --> 00:06:46.000]  單是想一些不好的東西
[00:06:46.000 --> 00:06:48.000]  想一些犯罪的東西
[00:06:48.000 --> 00:06:50.000]  想一些絕望的東西
[00:06:50.000 --> 00:06:52.000]  神會保守我們的思想
[00:06:52.000 --> 00:06:54.000]  也都會保守我們的感受
[00:06:54.000 --> 00:06:56.000]  不會讓我們在人生的徬徨裡面
[00:06:56.000 --> 00:06:59.000]  感到無助和絕望
[00:06:59.000 --> 00:07:02.000]  有一次一個老人院
[00:07:02.000 --> 00:07:04.000]  在感恩節的時候
[00:07:04.000 --> 00:07:07.000]  院長就叫了老人家出來
[00:07:07.000 --> 00:07:09.000]  大家一起分享一下
[00:07:09.000 --> 00:07:11.000]  值得感恩的地方
[00:07:11.000 --> 00:07:13.000]  老人家就逐一分享
[00:07:13.000 --> 00:07:17.000]  我感恩神讓我在這個老人院裡面
[00:07:17.000 --> 00:07:20.000]  很安心的來生活
[00:07:20.000 --> 00:07:22.000]  也都有人說感恩他的家庭
[00:07:22.000 --> 00:07:24.000]  感恩他的家人等等
[00:07:24.000 --> 00:07:27.000]  去到最後有一個老人家
[00:07:27.000 --> 00:07:30.000]  他就說我很感謝神
[00:07:30.000 --> 00:07:34.000]  因為神留了兩隻好的牙齒給我
[00:07:34.000 --> 00:07:36.000]  一上一下
[00:07:36.000 --> 00:07:38.000]  剛剛好可以咬到東西
[00:07:38.000 --> 00:07:40.000]  這個老人家
[00:07:40.000 --> 00:07:42.000]  他這個人生觀
[00:07:42.000 --> 00:07:44.000]  值得我們佩服
[00:07:44.000 --> 00:07:46.000]  有人說
[00:07:46.000 --> 00:07:48.000]  英文這句話說
[00:07:48.000 --> 00:07:50.000]  We are what we choose
[00:07:50.000 --> 00:07:51.000]  意思就是說
[00:07:51.000 --> 00:07:52.000]  現在的我
[00:07:52.000 --> 00:07:55.000]  其實就是我們一生所選擇的結果
[00:07:55.000 --> 00:07:57.000]  大家想想很有道理吧
[00:07:57.000 --> 00:07:59.000]  大家從來有沒有想過
[00:07:59.000 --> 00:08:04.000]  雖然我們不能夠控制我們的際遇
[00:08:04.000 --> 00:08:05.000]  雖然我們不能夠控制
[00:08:05.000 --> 00:08:08.000]  發生在我們身上的每一個事情
