
[00:00:00.000 --> 00:00:03.000]  各位親愛的英姊妹 祝您平安
[00:00:03.000 --> 00:00:06.000]  又是一個月了 非常的快
[00:00:06.000 --> 00:00:09.000]  我們今天跟大家分享
[00:00:09.000 --> 00:00:12.000]  因為我們的彼得前書一年多了
[00:00:12.000 --> 00:00:15.000]  終於分享完了
[00:00:15.000 --> 00:00:18.000]  那我們今天就分享十節的第一節
[00:00:18.000 --> 00:00:21.000]  就是在初埃及記的第二十章
[00:00:21.000 --> 00:00:24.000]  第一到第三節
[00:00:24.000 --> 00:00:29.000]  我們一起來讀這段經文
[00:00:29.000 --> 00:00:31.000]  好 請
[00:00:31.000 --> 00:00:34.000]  神吩咐這一切的話說
[00:00:34.000 --> 00:00:37.000]  我是耶和華你的神
[00:00:37.000 --> 00:00:41.000]  曾將你從埃及地為奴之家領出來
[00:00:41.000 --> 00:00:43.000]  除了我以外
[00:00:43.000 --> 00:00:45.000]  你不可有別的神
[00:00:45.000 --> 00:00:48.000]  好 我們低頭禱告
[00:00:48.000 --> 00:00:52.000]  天父我們在你的聖言面前肅立
[00:00:52.000 --> 00:00:55.000]  求主你親自的
[00:00:55.000 --> 00:00:57.000]  讓你的聖靈在我們裡面
[00:00:57.000 --> 00:00:59.000]  引領我們認識你的話
[00:00:59.000 --> 00:01:01.000]  並且能夠遵行你的話
[00:01:01.000 --> 00:01:05.000]  我們把講和聽的都仰望在主你的手中
[00:01:05.000 --> 00:01:07.000]  求主你的憐憫領導
[00:01:07.000 --> 00:01:09.000]  禱告我們耶穌基督的名
[00:01:09.000 --> 00:01:11.000]  阿們
[00:01:11.000 --> 00:01:14.000]  我想大部分的同學
[00:01:14.000 --> 00:01:17.000]  或者大部分的在座的弟兄姊妹
[00:01:17.000 --> 00:01:19.000]  當你們做學生的時候
[00:01:19.000 --> 00:01:22.000]  都應該比較緊張考試
[00:01:22.000 --> 00:01:26.000]  因為考試是會給你們一個分數的
[00:01:26.000 --> 00:01:28.000]  然後你的學習的能力和效果
[00:01:28.000 --> 00:01:33.000]  在某種程度上就會在這個分數當中顯示出來
[00:01:33.000 --> 00:01:35.000]  其實大家有沒有想過
[00:01:35.000 --> 00:01:38.000]  做基督徒也常常要面對考試的
[00:01:38.000 --> 00:01:40.000]  我們的主考官就是上帝
[00:01:40.000 --> 00:01:43.000]  常常會出題來考我們
[00:01:43.000 --> 00:01:48.000]  在我們實際的生活工作的處境當中挑戰我們
[00:01:48.000 --> 00:01:52.000]  使我們的信仰的本相就浮現出來
[00:01:52.000 --> 00:01:55.000]  這是我們常常遇到的
[00:01:55.000 --> 00:01:58.000]  我在北京盟會的時候我們教會有一個同學
[00:01:58.000 --> 00:01:59.000]  有一個學生
[00:01:59.000 --> 00:02:02.000]  他每次的考試成績都很好
[00:02:02.000 --> 00:02:04.000]  但我又沒看他怎麼努力
[00:02:04.000 --> 00:02:06.000]  我就問他說你有什麼秘訣呢
[00:02:06.000 --> 00:02:09.000]  他說他會猜題
[00:02:09.000 --> 00:02:12.000]  他每次猜的都是十有八九是老師出的題
[00:02:12.000 --> 00:02:16.000]  所以他用時間複習的時間就很少
[00:02:16.000 --> 00:02:20.000]  他有很多的時間去做他喜歡做的事
[00:02:20.000 --> 00:02:22.000]  所以我就想如果我們一個基督徒
[00:02:22.000 --> 00:02:27.000]  也可以常常能猜到上帝考試出的題的話
[00:02:27.000 --> 00:02:30.000]  是不是我們能夠預備的更好一點呢
[00:02:30.000 --> 00:02:34.000]  於是我就非常的留心去關心神
[00:02:34.000 --> 00:02:37.000]  在歷史上出題的這些記錄
[00:02:37.000 --> 00:02:39.000]  也就是說你從歷史當中
[00:02:39.000 --> 00:02:42.000]  你可以從這個角度去思考
[00:02:42.000 --> 00:02:45.000]  擺在你面前的那些故事那些資料
[00:02:45.000 --> 00:02:50.000]  這裡面有沒有一些神特別出題的痕跡呢
[00:02:50.000 --> 00:02:53.000]  我發現神給我們的考題
[00:02:53.000 --> 00:02:58.000]  從我的研究的一個結論來看
[00:02:58.000 --> 00:03:01.000]  這種考題常常是信心的考題
[00:03:01.000 --> 00:03:04.000]  而且他不會考什麼難解的經文
[00:03:04.000 --> 00:03:07.000]  有爭議的神學議題
[00:03:07.000 --> 00:03:12.000]  他出的考題其實是非常容易的
[00:03:12.000 --> 00:03:14.000]  哪怕是初心的
[00:03:14.000 --> 00:03:18.000]  剛剛說上了初心木道班或者受洗班的
[00:03:18.000 --> 00:03:20.000]  他全都能夠回答
[00:03:20.000 --> 00:03:22.000]  而且我可以告訴大家
[00:03:22.000 --> 00:03:24.000]  不管什麼樣形式的考題
[00:03:24.000 --> 00:03:27.000]  它最終歸在都是實階的第一屆上
[00:03:27.000 --> 00:03:31.000]  這就是為什麼我們今天要跟大家分享
[00:03:31.000 --> 00:03:34.000]  這三節經文的原因
[00:03:34.000 --> 00:03:37.000]  神的出題很容易猜
[00:03:37.000 --> 00:03:41.000]  就是歸結到這第一屆上
[00:03:41.000 --> 00:03:46.000]  我們常常說基督徒一定知道主導文了
[00:03:46.000 --> 00:03:48.000]  也一定知道實階了
[00:03:48.000 --> 00:03:50.000]  那實階這個詞
[00:03:50.000 --> 00:03:54.000]  是出現在《出埃及記》的三十八章
[00:03:54.000 --> 00:03:58.000]  二十八章 三十四章的二十八節
[00:03:58.000 --> 00:04:03.000]  他那裡提到摩西領受實階的時候
[00:04:03.000 --> 00:04:05.000]  是四十天不吃也不喝
[00:04:05.000 --> 00:04:08.000]  神把他的話是刻在兩塊石板上
[00:04:08.000 --> 00:04:12.000]  然後這個話就是十誡命
[00:04:12.000 --> 00:04:15.000]  十條誡命 十句話
[00:04:15.000 --> 00:04:19.000]  其實實階的原文就是十句話
[00:04:19.000 --> 00:04:21.000]  由於這十句裡面
[00:04:21.000 --> 00:04:23.000]  他有九個動詞引出了九誡
[00:04:23.000 --> 00:04:28.000]  所以我們習慣上就把它都當作實階了
[00:04:28.000 --> 00:04:30.000]  而且在形式上
[00:04:30.000 --> 00:04:33.000]  你如果把它放在當時的歷史處境當中
[00:04:33.000 --> 00:04:35.000]  這個實階特別顯得
[00:04:35.000 --> 00:04:40.000]  當時以色列人生活的這種時代環境
[00:04:40.000 --> 00:04:44.000]  像蘇美爾人 像亞述人 巴比倫人
[00:04:44.000 --> 00:04:47.000]  他們的律法 他們的法律出現的
[00:04:47.000 --> 00:04:49.000]  都基本上是案例式的
[00:04:49.000 --> 00:04:53.000]  就是給你出現一個特別的法律的情景
[00:04:53.000 --> 00:04:54.000]  一個案例
[00:04:54.000 --> 00:04:57.000]  然後再指明該怎麼樣處理這些事
[00:04:57.000 --> 00:04:59.000]  這是案例式的法典
[00:04:59.000 --> 00:05:01.000]  但實階你讀起來
[00:05:01.000 --> 00:05:03.000]  你看到發現它不是案例性的
[00:05:03.000 --> 00:05:05.000]  它是規範性的一種陳述
[00:05:05.000 --> 00:05:07.000]  這個在當時代的近東
[00:05:07.000 --> 00:05:13.000]  是非常少見的一種法律條文的模式
[00:05:13.000 --> 00:05:14.000]  這就反映出來
[00:05:14.000 --> 00:05:16.000]  它所表達的一種意思
[00:05:16.000 --> 00:05:21.000]  就是是一種絕對的和無條件的
[00:05:21.000 --> 00:05:25.000]  無論在哪一種情況下都必須遵守的
[00:05:25.000 --> 00:05:28.000]  所以我們與其把它看作是一種法律條文
[00:05:28.000 --> 00:05:30.000]  不如更恰當的是
[00:05:30.000 --> 00:05:35.000]  看作它是一個群體當中關係的基本方針
[00:05:35.000 --> 00:05:37.000]  處理一種關係的基本方針
[00:05:37.000 --> 00:05:39.000]  就好像相當於盟約一樣
[00:05:39.000 --> 00:05:43.000]  盟約都是處理關係上的東西
[00:05:43.000 --> 00:05:44.000]  你再進一步的觀察
[00:05:44.000 --> 00:05:47.000]  實際都是以第二人稱單數來說的
[00:05:47.000 --> 00:05:50.000]  都是你這個形式
[00:05:50.000 --> 00:05:52.000]  所以它可以強調的是
[00:05:52.000 --> 00:05:53.000]  它每一條界面
[00:05:53.000 --> 00:06:01.000]  其實都是在群體當中和每一個個人有關係的
[00:06:01.000 --> 00:06:04.000]  當時我們看到聖經的記載
[00:06:04.000 --> 00:06:07.000]  是神向以色列人說話
[00:06:07.000 --> 00:06:10.000]  這向眾百姓說話可了不得了
[00:06:10.000 --> 00:06:14.000]  幸虧神沒常常讓我們聽到他的說話
[00:06:14.000 --> 00:06:16.000]  因為以色列人說看見閃電
[00:06:16.000 --> 00:06:18.000]  又看見山上冒煙
[00:06:18.000 --> 00:06:22.000]  又聽見了雷轟叫聲
[00:06:22.000 --> 00:06:25.000]  你想看見的聽到的都是特別嚇人的
[00:06:25.000 --> 00:06:26.000]  震撼性的
[00:06:26.000 --> 00:06:28.000]  所以他們都顫抖
[00:06:28.000 --> 00:06:31.000]  於是就都遠遠的站著
[00:06:31.000 --> 00:06:34.000]  他們誰都不敢靠前
[00:06:34.000 --> 00:06:38.000]  於是大家就公推一個代表摩西
[00:06:38.000 --> 00:06:41.000]  您老人家上去吧
[00:06:41.000 --> 00:06:44.000]  去帶我們去聽神講了些什麼
[00:06:44.000 --> 00:06:45.000]  那麼大熱鬧
[00:06:45.000 --> 00:06:46.000]  前頭又冒煙又雷轟的
[00:06:46.000 --> 00:06:48.000]  誰敢到第一線呢
[00:06:48.000 --> 00:06:49.000]  您是勇武派
[00:06:49.000 --> 00:06:51.000]  您上去
