
[00:00:00.000 --> 00:00:02.000]  咁我哋頭先祈禱嘅時候
[00:00:02.000 --> 00:00:04.000]  大家都為呢件事祈禱
[00:00:04.000 --> 00:00:06.000]  就係因為啱啱昨日
[00:00:06.000 --> 00:00:08.000]  係呢個
[00:00:08.000 --> 00:00:10.000]  2001年911事件
[00:00:10.000 --> 00:00:12.000]  發生嘅20周年
[00:00:12.000 --> 00:00:14.000]  唔知大家有冇睇到
[00:00:14.000 --> 00:00:16.000]  新聞嘅報道或者係一啲嘅
[00:00:16.000 --> 00:00:18.000]  特別嘅
[00:00:18.000 --> 00:00:20.000]  喺紐約
[00:00:20.000 --> 00:00:22.000]  喺Pennsylvania
[00:00:22.000 --> 00:00:24.000]  轉播一啲嘅紀念儀式
[00:00:24.000 --> 00:00:26.000]  非常嘅隆重
[00:00:26.000 --> 00:00:28.000]  亦都係非常嘅有意義
[00:00:28.000 --> 00:00:30.000]  更加重要嘅
[00:00:30.000 --> 00:00:32.000]  唔單止去回顧過往
[00:00:32.000 --> 00:00:34.000]  更重要嘅係
[00:00:34.000 --> 00:00:36.000]  去鼓勵我哋未來能夠更
[00:00:36.000 --> 00:00:38.000]  團結亦都能夠更加
[00:00:38.000 --> 00:00:40.000]  發揮呢啲嘅英勇嘅精神
[00:00:40.000 --> 00:00:42.000]  同埋呢
[00:00:42.000 --> 00:00:44.000]  係壓止呢啲
[00:00:44.000 --> 00:00:46.000]  恐怖主義
[00:00:46.000 --> 00:00:48.000]  咁啱啱昨日呢
[00:00:48.000 --> 00:00:50.000]  亦都我被邀請喺我哋英文
[00:00:50.000 --> 00:00:52.000]  堂嘅一個嘅信心
[00:00:52.000 --> 00:00:54.000]  團契嗰度分享
[00:00:54.000 --> 00:00:56.000]  咁因為啱啱係911
[00:00:56.000 --> 00:00:58.000]  同佢哋分享呢個
[00:00:58.000 --> 00:01:00.000]  C篇91篇
[00:01:00.000 --> 00:01:02.000]  大家可能都睇過
[00:01:02.000 --> 00:01:04.000]  今日我哋都一同
[00:01:04.000 --> 00:01:06.000]  思想下呢個嘅
[00:01:06.000 --> 00:01:08.000]  訊息
[00:01:08.000 --> 00:01:10.000]  記得返呢個日子
[00:01:10.000 --> 00:01:12.000]  呢個難忘嘅係
[00:01:12.000 --> 00:01:14.000]  911
[00:01:14.000 --> 00:01:16.000]  呢個911
[00:01:16.000 --> 00:01:18.000]  好特別因為
[00:01:18.000 --> 00:01:20.000]  當我哋
[00:01:20.000 --> 00:01:22.000]  紀念到9月11號
[00:01:22.000 --> 00:01:24.000]  9 9 11
[00:01:24.000 --> 00:01:26.000]  同時間呢亦都係
[00:01:26.000 --> 00:01:28.000]  我哋好熟悉嘅一個number
[00:01:28.000 --> 00:01:30.000]  希望大家唔使
[00:01:30.000 --> 00:01:32.000]  經常打啦
[00:01:32.000 --> 00:01:34.000]  或者夠唔夠都可能
[00:01:34.000 --> 00:01:36.000]  需要求救嘅時候需要打呢個電話
[00:01:36.000 --> 00:01:38.000]  我自己都打過好似唔知一次兩次
[00:01:38.000 --> 00:01:40.000]  咁呢就
[00:01:40.000 --> 00:01:42.000]  有陣時可能係
[00:01:42.000 --> 00:01:44.000]  一啲嘅
[00:01:44.000 --> 00:01:46.000]  醫療嘅問題有陣時可能係一啲嘅
[00:01:46.000 --> 00:01:48.000]  需要警察嚟幫助嘅問題
[00:01:48.000 --> 00:01:50.000]  或者係
[00:01:50.000 --> 00:01:52.000]  你喺freeway
[00:01:52.000 --> 00:01:54.000]  黑瞓瞓嘅時候需要援救
[00:01:54.000 --> 00:01:56.000]  車壞咗等等
[00:01:56.000 --> 00:01:58.000]  所以我哋知道呢個係一個
[00:01:58.000 --> 00:02:00.000]  求救嘅number
[00:02:00.000 --> 00:02:02.000]  911
[00:02:02.000 --> 00:02:04.000]  不過同時間
[00:02:04.000 --> 00:02:06.000]  我哋要感謝神
[00:02:06.000 --> 00:02:08.000]  喺聖經裏面畀我哋另一個911
[00:02:08.000 --> 00:02:10.000]  呢個就係911
[00:02:10.000 --> 00:02:12.000]  唔係911
[00:02:12.000 --> 00:02:14.000]  亦都唔係911
[00:02:14.000 --> 00:02:16.000]  係911
[00:02:16.000 --> 00:02:18.000]  呢個係
[00:02:18.000 --> 00:02:20.000]  詩篇91篇第一節
[00:02:20.000 --> 00:02:22.000]  比較難睇啲
[00:02:22.000 --> 00:02:24.000]  一陣我哋再讀
[00:02:24.000 --> 00:02:26.000]  呢個係住喺佢嘅蔭蔽底下
[00:02:26.000 --> 00:02:28.000]  詩篇91篇第一節
[00:02:28.000 --> 00:02:30.000]  佢話住在
[00:02:30.000 --> 00:02:32.000]  至高者隱密處
[00:02:32.000 --> 00:02:34.000]  必住在全能者
[00:02:34.000 --> 00:02:36.000]  的蔭下
[00:02:36.000 --> 00:02:38.000]  呢個實在係神畀我哋一個寶貴嘅
[00:02:38.000 --> 00:02:40.000]  應許
[00:02:40.000 --> 00:02:42.000]  可以話係一個求救電話
[00:02:42.000 --> 00:02:44.000]  求救嘅number
[00:02:44.000 --> 00:02:46.000]  當我哋喺末世嘅時候
[00:02:46.000 --> 00:02:48.000]  充滿住各樣世界上嘅災難
[00:02:48.000 --> 00:02:50.000]  愈來愈多
[00:02:50.000 --> 00:02:52.000]  處處都有
[00:02:52.000 --> 00:02:54.000]  究竟我哋活喺呢啲
[00:02:54.000 --> 00:02:56.000]  災禍籠罩嘅世代當中
[00:02:56.000 --> 00:02:58.000]  咩係我哋嘅出路呢
[00:02:58.000 --> 00:03:00.000]  咩係我哋求救嘅方法呢
[00:03:00.000 --> 00:03:02.000]  感謝神
[00:03:02.000 --> 00:03:04.000]  雖然喺
[00:03:04.000 --> 00:03:06.000]  我哋人世當中
[00:03:06.000 --> 00:03:08.000]  充滿住呢啲嘅不安
[00:03:08.000 --> 00:03:10.000]  困惑
[00:03:10.000 --> 00:03:12.000]  未知嘅未來
[00:03:12.000 --> 00:03:14.000]  同埋係我哋一啲嘅憂慮當中
[00:03:14.000 --> 00:03:16.000]  但係淨係喺呢個
[00:03:16.000 --> 00:03:18.000]  九一一二十週年嘅時候
[00:03:18.000 --> 00:03:20.000]  未我哋想到世界愈來愈冇平安
[00:03:20.000 --> 00:03:22.000]  愈來愈多災難
[00:03:22.000 --> 00:03:24.000]  但係同時間
[00:03:24.000 --> 00:03:26.000]  九一一
[00:03:26.000 --> 00:03:28.000]  係我哋嘅求救
[00:03:28.000 --> 00:03:30.000]  係我哋嘅出路
[00:03:30.000 --> 00:03:32.000]  詩篇九十一篇
[00:03:32.000 --> 00:03:34.000]  其實啱啱落喺
[00:03:34.000 --> 00:03:36.000]  我哋嘅詩篇嘅裏篇
[00:03:36.000 --> 00:03:38.000]  係第四卷嘅開頭
[00:03:38.000 --> 00:03:40.000]  我哋知道
[00:03:40.000 --> 00:03:42.000]  詩篇有五卷
[00:03:42.000 --> 00:03:44.000]  總共一百五十篇
[00:03:44.000 --> 00:03:46.000]  一百五十篇
[00:03:46.000 --> 00:03:48.000]  如果大家留意到
[00:03:48.000 --> 00:03:50.000]  去到第四卷
[00:03:50.000 --> 00:03:52.000]  係一個開始
[00:03:52.000 --> 00:03:54.000]  可以話係摩西嘅祈禱嘅開始
[00:03:54.000 --> 00:03:56.000]  亦都係敘述返佢哋喺
[00:03:56.000 --> 00:03:58.000]  曠野出咗埃及之後
[00:03:58.000 --> 00:04:00.000]  一啲嘅經歷一啲嘅回顧
[00:04:00.000 --> 00:04:02.000]  同時間展出
[00:04:02.000 --> 00:04:04.000]  私人嘅
[00:04:04.000 --> 00:04:06.000]  祈求
[00:04:06.000 --> 00:04:08.000]  私人嘅渴望同埋掙扎
[00:04:08.000 --> 00:04:10.000]  所以我哋睇見
[00:04:10.000 --> 00:04:12.000]  喺詩篇九十篇開始
[00:04:12.000 --> 00:04:14.000]  係第四卷嘅開始
[00:04:14.000 --> 00:04:16.000]  其實好多聖經學者都將
[00:04:16.000 --> 00:04:18.000]  佢同埋詩篇九十一篇
[00:04:18.000 --> 00:04:20.000]  彼此嘅關係連接起嚟
[00:04:20.000 --> 00:04:22.000]  因為係大家息息相關
[00:04:22.000 --> 00:04:24.000]  緊扣咗一起
[00:04:24.000 --> 00:04:26.000]  如果大家熟悉
[00:04:26.000 --> 00:04:28.000]  詩篇九十篇非常出名嘅
[00:04:28.000 --> 00:04:30.000]  神人摩西嘅祈禱
[00:04:30.000 --> 00:04:32.000]  呢度係講到
[00:04:32.000 --> 00:04:34.000]  神嘅永恆性
[00:04:34.000 --> 00:04:36.000]  喺第一節就開始
[00:04:36.000 --> 00:04:38.000]  主啊你世世代代
[00:04:38.000 --> 00:04:40.000]  作我們的居所
[00:04:40.000 --> 00:04:42.000]  朱山未曾生出
[00:04:42.000 --> 00:04:44.000]  地與地界你未曾造成
[00:04:44.000 --> 00:04:46.000]  從耿古到永遠
[00:04:46.000 --> 00:04:48.000]  你是上帝
[00:04:48.000 --> 00:04:50.000]  所以詩篇呢度
[00:04:50.000 --> 00:04:52.000]  係摩西嘅認知
[00:04:52.000 --> 00:04:54.000]  明白到
[00:04:54.000 --> 00:04:56.000]  而話上帝係我哋嘅主
[00:04:56.000 --> 00:04:58.000]  佢係世世代代
[00:04:58.000 --> 00:05:00.000]  作我哋嘅居所嘅神
[00:05:00.000 --> 00:05:02.000]  佢係嗰位生出萬有
[00:05:02.000 --> 00:05:04.000]  佢係生出呢個世界
[00:05:04.000 --> 00:05:06.000]  世界
[00:05:06.000 --> 00:05:08.000]  所有地同埋
[00:05:08.000 --> 00:05:10.000]  其上嘅都係佢所造嘅
[00:05:10.000 --> 00:05:12.000]  更重要嘅
[00:05:12.000 --> 00:05:14.000]  喺呢個有限嘅世界被造之物
[00:05:14.000 --> 00:05:16.000]  物質嘅世界裏邊
[00:05:16.000 --> 00:05:18.000]  神係超越呢啲
[00:05:18.000 --> 00:05:20.000]  因為佢話從耿古即係未造世界之先
[00:05:20.000 --> 00:05:22.000]  到永遠
[00:05:22.000 --> 00:05:24.000]  係世界嘅將盡
[00:05:24.000 --> 00:05:26.000]  同埋新天地嘅開始
[00:05:26.000 --> 00:05:28.000]  你都係上帝
[00:05:28.000 --> 00:05:30.000]  神超越咗佢嘅受造之物
[00:05:30.000 --> 00:05:32.000]  超越咗時空
[00:05:32.000 --> 00:05:34.000]  超越咗世世代代
[00:05:34.000 --> 00:05:36.000]  呢兩個啱啱成為對比
[00:05:36.000 --> 00:05:38.000]  佢係從耿古
[00:05:38.000 --> 00:05:40.000]  直到永遠嘅上帝
[00:05:40.000 --> 00:05:42.000]  但係同時間喺詩篇九十篇
[00:05:42.000 --> 00:05:44.000]  之後又講出
[00:05:44.000 --> 00:05:46.000]  世人嘅短暫
[00:05:46.000 --> 00:05:48.000]  世人喺罪嘅影響
[00:05:48.000 --> 00:05:50.000]  呢個世界充滿罪惡
[00:05:50.000 --> 00:05:52.000]  同埋我哋自己所犯嘅過犯
[00:05:52.000 --> 00:05:54.000]  當中
[00:05:54.000 --> 00:05:56.000]  喺神嘅震怒底下
[00:05:56.000 --> 00:05:58.000]  我哋冇真正嘅平安
[00:05:58.000 --> 00:06:00.000]  而且講出世人嘅驚惶
[00:06:00.000 --> 00:06:02.000]  短暫嘅生命
[00:06:02.000 --> 00:06:04.000]  佢話就好似早晨
[00:06:04.000 --> 00:06:06.000]  牙生長
[00:06:06.000 --> 00:06:08.000]  晚上割下敷肝
[00:06:08.000 --> 00:06:10.000]  因為因你嘅怒氣而消滅
[00:06:10.000 --> 00:06:12.000]  因為你嘅憤怒而驚惶
[00:06:12.000 --> 00:06:14.000]  呢個呢
[00:06:14.000 --> 00:06:16.000]  指到喺罪裏邊
[00:06:16.000 --> 00:06:18.000]  冇盼望嘅世人
[00:06:18.000 --> 00:06:20.000]  所有種驚惶
[00:06:20.000 --> 00:06:22.000]  嗰種
[00:06:22.000 --> 00:06:24.000]  短暫
[00:06:24.000 --> 00:06:26.000]  亦都係喺神嘅震怒
[00:06:26.000 --> 00:06:28.000]  底下
[00:06:28.000 --> 00:06:30.000]  呢個正係喺約翰福音
[00:06:30.000 --> 00:06:32.000]  亦都同時間講出
[00:06:32.000 --> 00:06:34.000]  當我哋冇救主嘅時候
[00:06:34.000 --> 00:06:36.000]  我哋常喺神嘅震怒
[00:06:36.000 --> 00:06:38.000]  底下
[00:06:38.000 --> 00:06:40.000]  但係喺詩篇91篇
[00:06:40.000 --> 00:06:42.000]  有一個出路
[00:06:42.000 --> 00:06:44.000]  因為喺呢度
[00:06:44.000 --> 00:06:46.000]  摩西如果大家熟悉
[00:06:46.000 --> 00:06:48.000]  祈求主去紀念
[00:06:48.000 --> 00:06:50.000]  佢短暫嘅人生
[00:06:50.000 --> 00:06:52.000]  七十八十,不過係勞苦受煩
[00:06:52.000 --> 00:06:54.000]  佢更加紀念到
[00:06:54.000 --> 00:06:56.000]  希望我哋所作嘅能夠蒙神紀念
[00:06:56.000 --> 00:06:58.000]  呢種係一種叫祈求同埋祝願
[00:06:58.000 --> 00:07:00.000]  但係詩篇91篇
[00:07:00.000 --> 00:07:02.000]  神好似有個答覆
[00:07:02.000 --> 00:07:04.000]  同埋應許
[00:07:04.000 --> 00:07:06.000]  將真正嘅平安
[00:07:06.000 --> 00:07:08.000]  同埋人雖然
