
[00:00:00.000 --> 00:00:05.000]  (錄音/錄影)
[00:00:05.000 --> 00:00:10.000]  此錄音/錄影的版權是屬於基督教宣導會北角堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一,是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音/錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意,未經授權,請勿轉錄或剪輯本錄音/錄影
[00:00:24.000 --> 00:00:28.000]  甚願好像《使徒行傳》20章32節下所說
[00:00:28.000 --> 00:00:34.000]  這道能建立你們,叫你們和一切誠誠的人同得基業
[00:00:34.000 --> 00:00:40.000]  這一季我們看《利未記》的確看上去很多條文
[00:00:40.000 --> 00:00:45.000]  有些抽離,有些好像不知關不關事
[00:00:45.000 --> 00:00:49.000]  當然我們明白這一切最終是指向耶穌基督的
[00:00:49.000 --> 00:00:52.000]  在神學上我們要更多的學習
[00:00:52.000 --> 00:01:02.000]  但是在這一切的條文裏,就算今天猶太教猶太人都不獻祭
[00:01:02.000 --> 00:01:06.000]  那我們基督徒讀來幹什麼?
[00:01:06.000 --> 00:01:08.000]  一定有意思的
[00:01:08.000 --> 00:01:14.000]  因為《利未記》當中,是父神在教這班他從埃及帶出來的子民
[00:01:14.000 --> 00:01:18.000]  拯救出來的子民,怎樣可以和他同住
[00:01:18.000 --> 00:01:22.000]  所以這一卷看起來很繁複的書卷
[00:01:22.000 --> 00:01:25.000]  特別我們一開始看那五個的祭
[00:01:25.000 --> 00:01:30.000]  我們可以重新發現這些規條背後其實有神對人的一種愛
[00:01:30.000 --> 00:01:34.000]  稍微溫習一下,五祭的第一祭在第一章記載的梵祭
[00:01:34.000 --> 00:01:39.000]  是將祭物全部焚燒,然後蒙赦免的人完全奉獻和謝恩
[00:01:39.000 --> 00:01:45.000]  好像將一份禮物全部給神,這是最普遍最日常的獻祭
[00:01:45.000 --> 00:01:50.000]  第二章提到掃祭,是自願將一些農作物收成的穀物
[00:01:50.000 --> 00:01:55.000]  混和油和乳香獻上,表達祂紀念神日常的供應
[00:01:55.000 --> 00:01:57.000]  多謝祂的恩典
[00:01:57.000 --> 00:02:02.000]  第三章講平安祭,是人自願將祭物帶上
[00:02:02.000 --> 00:02:06.000]  只是將動物的脂肪燒給神
[00:02:06.000 --> 00:02:10.000]  獻祭的人就和祭司分享那一個祭物的肉
[00:02:10.000 --> 00:02:14.000]  透過這個分享和用餐表達神和人有團契
[00:02:14.000 --> 00:02:19.000]  而第四章到第五章的上半,即是我們今天會碰到的第五章
[00:02:19.000 --> 00:02:24.000]  講贖罪祭,現在有些翻譯會翻譯為潔淨祭
[00:02:24.000 --> 00:02:27.000]  是處理一些有意無意或疏漏而犯的罪
[00:02:27.000 --> 00:02:31.000]  這種罪是污染了聖所,神同在的地方
[00:02:31.000 --> 00:02:38.000]  而透過血灑在壇上,能夠去消除罪污,去潔淨聖所
[00:02:38.000 --> 00:02:44.000]  令到那裡的地方和人和聖的物品能夠重新分別出來,適合神用
[00:02:44.000 --> 00:02:48.000]  而第五祭就是第五章的下半,今天我們也會碰到的
[00:02:48.000 --> 00:02:51.000]  到第六章的第一段,講的贖遣祭
[00:02:51.000 --> 00:02:56.000]  今天剛才主席幫我們讀,就是抵罪祭
[00:02:56.000 --> 00:03:00.000]  這個新的翻譯更加清晰幫我們理解,待會會講多一點
[00:03:00.000 --> 00:03:05.000]  是去彌補對神的聖物,對人或其他人的財物
[00:03:05.000 --> 00:03:08.000]  一些物品的侵權,怎樣去補還
[00:03:08.000 --> 00:03:13.000]  顯示你是悔改,不只是口說,而是有實際的行動
[00:03:13.000 --> 00:03:19.000]  所以這裡的Category五個已經有不同的類別
[00:03:19.000 --> 00:03:23.000]  一口氣讀完,的確有點像在讀一些實驗室的安全守則
[00:03:23.000 --> 00:03:28.000]  或者一些電子產品的Troubleshooting
[00:03:28.000 --> 00:03:32.000]  如果你遇到這樣的情況,就這樣步驟一步驟二步驟三
[00:03:32.000 --> 00:03:37.000]  如果你走完這個步驟三也不行,你再試試第二樣
[00:03:37.000 --> 00:03:43.000]  但我仍然想說,這些條文背後是顯示神怎樣去愛人
[00:03:43.000 --> 00:03:47.000]  而今天我們所看的經文當中第五章上半
[00:03:47.000 --> 00:03:57.000]  講了很多個案,那些個案跟我們一般理解的罪的規模差很遠
[00:03:57.000 --> 00:04:02.000]  這些是很小的事,甚至可能在我們日常生活中會遇到
[00:04:02.000 --> 00:04:06.000]  好像沒有什麼大害的選擇
[00:04:06.000 --> 00:04:11.000]  但這些就好像一些污染物,悄悄污染我們的靈命
[00:04:11.000 --> 00:04:17.000]  甚至群體這群人,帶給我們基督徒的生命中有罪債
[00:04:17.000 --> 00:04:21.000]  而我們怎樣去看利美記呢?
[00:04:21.000 --> 00:04:25.000]  我會提出我們用這三點去看
[00:04:25.000 --> 00:04:31.000]  為什麼神要在這裡選擇這幾個情景去講?
[00:04:31.000 --> 00:04:38.000]  有原因的,從這裡看到神其實是一個怎樣的神
[00:04:38.000 --> 00:04:41.000]  祂的心意是怎樣,祂的旨意是怎樣
[00:04:41.000 --> 00:04:44.000]  並且祂期望你和我,作為祂的子民
[00:04:44.000 --> 00:04:48.000]  怎樣活出一個與別不同或分別為性的生活
[00:04:48.000 --> 00:04:53.000]  從這幾點我們可以理解,每一句聖經記下的說話
[00:04:53.000 --> 00:04:57.000]  都是可以宣講,都是對我們有益的
[00:04:57.000 --> 00:04:59.000]  我們進入經文前再一次祈禱
[00:04:59.000 --> 00:05:02.000]  神下我們的確要承認我們的腦袋很有限
[00:05:02.000 --> 00:05:07.000]  我們的耐性很不夠,我們的心神有時候彷彿精神不夠
[00:05:07.000 --> 00:05:12.000]  大主,讓祢的靈在我們當中給我們提醒
[00:05:12.000 --> 00:05:17.000]  開啟我們心裡的眼睛,看見你聖經上所說的話
[00:05:17.000 --> 00:05:22.000]  對今天的我們有什麼提醒、幫助、指引、安慰
[00:05:22.000 --> 00:05:27.000]  以後我們的時間,祈禱是奉耶穌基督,得聖名至祈求,阿們
[00:05:27.000 --> 00:05:31.000]  我請大家幫我讀第一節,預備起
[00:05:31.000 --> 00:05:32.000]  如果……
[00:05:32.000 --> 00:05:51.000]  這裡是說一個情況,特別是其中提到
[00:05:51.000 --> 00:05:55.000]  這個詛咒的公告
[00:05:55.000 --> 00:05:59.000]  你留意「公告」這兩個字
[00:05:59.000 --> 00:06:02.000]  這是針對一種情況,就是他知道而不出聲
[00:06:02.000 --> 00:06:05.000]  但是有一個場景
[00:06:05.000 --> 00:06:08.000]  在什麼時候公告這些詛咒人的事呢?
[00:06:08.000 --> 00:06:15.000]  不是你罵人,不是你被人踩到,然後罵對方,詛咒他
[00:06:15.000 --> 00:06:19.000]  而是一個法庭或審訊的場景
[00:06:19.000 --> 00:06:23.000]  在當時,以色列人去審訊之前
[00:06:23.000 --> 00:06:27.000]  他們會宣佈凡知道案情的人都要出來作證
[00:06:27.000 --> 00:06:32.000]  若他隱瞞那個罪是歸你的,那你就被詛咒了
[00:06:32.000 --> 00:06:36.000]  你知道真相,你要站出來表達
[00:06:36.000 --> 00:06:42.000]  你要說讓受冤枉的人能夠得到一個正式的作證
[00:06:42.000 --> 00:06:44.000]  可以得到幫助
[00:06:44.000 --> 00:06:48.000]  如果不說,你就要承擔罪責
[00:06:50.000 --> 00:06:53.000]  上帝要我們學什麼呢?
[00:06:53.000 --> 00:06:56.000]  就是我們的沉默不代表沒有罪責
[00:06:56.000 --> 00:07:00.000]  我不說而已,我沒有害他
[00:07:00.000 --> 00:07:06.000]  你的沉默其實是選擇了你幫助害他的人
[00:07:06.000 --> 00:07:10.000]  這幾年我們多看韓劇
[00:07:10.000 --> 00:07:13.000]  你有沒有留意到韓劇有一個劇種,就是欺凌劇
[00:07:13.000 --> 00:07:19.000]  學校,職場,社會,主角如何忍耐反擊
[00:07:19.000 --> 00:07:25.000]  又打對方,然後如何反殺對方,陷害對方
[00:07:25.000 --> 00:07:28.000]  為什麼有這麼多這些欺凌呢?
[00:07:28.000 --> 00:07:30.000]  往往你看到的橋段都是這樣
[00:07:30.000 --> 00:07:33.000]  有人被人欺凌,或者被人打了一頓
[00:07:33.000 --> 00:07:36.000]  接著他出來,可能有些人看到
[00:07:36.000 --> 00:07:38.000]  他期待那些人做什麼呢?
[00:07:38.000 --> 00:07:40.000]  如果老師問的時候
[00:07:40.000 --> 00:07:42.000]  你知道韓劇那些人怎麼做嗎?
[00:07:42.000 --> 00:07:45.000]  沒事,沒事,我們在玩耍而已
[00:07:45.000 --> 00:07:47.000]  通常都是這樣,旁邊的人都幫忙
[00:07:47.000 --> 00:07:49.000]  掩蓋那件事
[00:07:49.000 --> 00:07:53.000]  在我們生命當中,上帝說你看見,他也看見
[00:07:53.000 --> 00:07:57.000]  他看見那件事,他看見,你也看見
[00:07:57.000 --> 00:08:02.000]  如果在這些場景裏,要出來作見證
[00:08:02.000 --> 00:08:04.000]  不可以沉默
[00:08:04.000 --> 00:08:07.000]  如果你這樣做,亦都這件事過了
[00:08:07.000 --> 00:08:09.000]  這個罪在你那裏
[00:08:09.000 --> 00:08:11.000]  你要去處理,要去面對
[00:08:11.000 --> 00:08:16.000]  上帝以知而不言者為有責任
[00:08:16.000 --> 00:08:22.000]  接著是講到另一種,第二第三節講到另一種的情況
[00:08:22.000 --> 00:08:26.000]  這個就更加日常了
[00:08:26.000 --> 00:08:30.000]  不用你讀,不過你看到我highlight了的很多個不潔症
[00:08:30.000 --> 00:08:32.000]  這是第二節
[00:08:32.000 --> 00:08:37.000]  第三節仍然是很多個不潔症
[00:08:37.000 --> 00:08:42.000]  在講,如果碰到一些不乾淨的東西
[00:08:42.000 --> 00:08:46.000]  不止,是在他們的條例裏面,潔淨條例裏面
[00:08:46.000 --> 00:08:49.000]  不可以碰到的一些物品,譬如死屍
[00:08:49.000 --> 00:08:52.000]  那些死屍呢,《環球聖經》本來也好一點
[00:08:52.000 --> 00:08:56.000]  群居小動物的屍體,那你想起哪些?
[00:08:56.000 --> 00:08:59.000]  你家裏有哪些?你家裏沒有的,街上可能有
[00:08:59.000 --> 00:09:04.000]  老鼠,其實還包括昆蟲
