
[00:00:00.000 --> 00:00:01.000]  弟兄姊妹朋友早晨
[00:00:01.000 --> 00:00:04.880]  還記得上星期說甚麼嗎?
[00:00:04.880 --> 00:00:08.040]  不知道你忘記了,看一看你
[00:00:08.040 --> 00:00:10.840]  回歸永活的聖賢
[00:00:10.840 --> 00:00:15.240]  回歸永活的聖賢第一個要求是甚麼?
[00:00:15.240 --> 00:00:17.960]  有一本聖經
[00:00:17.960 --> 00:00:21.200]  我上次問大家,你先閉上眼睛
[00:00:21.200 --> 00:00:23.480]  閉上眼睛
[00:00:23.480 --> 00:00:25.560]  想像一下你回到你的家
[00:00:25.560 --> 00:00:28.320]  可能你的書房,可能你的客廳,可能你的床頭
[00:00:28.920 --> 00:00:30.080]  找你那本聖經
[00:00:30.080 --> 00:00:33.000]  找你那本聖經,找到沒有?
[00:00:33.000 --> 00:00:34.560]  找到了嗎?
[00:00:34.560 --> 00:00:36.120]  OK
[00:00:36.120 --> 00:00:39.240]  有人想問我電子版算不算?
[00:00:39.240 --> 00:00:41.160]  沒有
[00:00:41.160 --> 00:00:43.160]  找到聖經的舉手
[00:00:43.160 --> 00:00:46.320]  我相信全部應該找到
[00:00:46.320 --> 00:00:49.280]  如果你沒有舉手,我當你還未找到,還在找
[00:00:49.280 --> 00:00:53.040]  或者不用問了,畢竟所有人都知道聖經放在哪裡
[00:00:53.040 --> 00:00:56.040]  無論如何,總之你現在有本聖經在手
[00:00:56.480 --> 00:00:59.320]  我們就可以打開那本聖經,跟大家分享這個題目
[00:00:59.320 --> 00:01:04.120]  有聖經我們就可以再讀聖經,再想,再思,再問
[00:01:04.120 --> 00:01:08.240]  讀聖經不是單向聽,聽完之後塞進去
[00:01:08.240 --> 00:01:10.960]  好像以前在香港讀小學,讀中學,讀大學都是這樣
[00:01:10.960 --> 00:01:13.680]  只是聽,記住所有東西,當作知識了
[00:01:13.680 --> 00:01:14.800]  要問的
[00:01:14.800 --> 00:01:19.640]  將我自己過去一段日子,跟大家分享我自己的一些體會
[00:01:19.640 --> 00:01:23.400]  今天選了一段相當短的經文,兩節的聖經
[00:01:23.400 --> 00:01:24.880]  再看看那兩節聖經說甚麼
[00:01:26.080 --> 00:01:28.680]  主耶穌在離開地上的日子的時候
[00:01:28.680 --> 00:01:31.040]  主耶穌和門徒在一起,說了很多話
[00:01:31.040 --> 00:01:35.280]  其中一段就是今天所記的聖經,這兩節的聖經
[00:01:35.280 --> 00:01:36.960]  主耶穌和門徒說
[00:01:36.960 --> 00:01:41.680]  在你們在一起的時候,我已經對你們說了這些話
[00:01:41.680 --> 00:01:44.240]  主耶穌和門徒說了三年的話
[00:01:44.240 --> 00:01:48.280]  我們一晚跟朋友聊天,聊了一晚,三個小時都說了很多話
[00:01:48.280 --> 00:01:52.120]  你可以想像,主耶穌和門徒說了三年的話,說了很多很多話
[00:01:52.120 --> 00:01:53.640]  門徒能明白嗎?
[00:01:55.240 --> 00:01:56.720]  不能完全明白,我相信他們不能完全明白
[00:01:56.720 --> 00:01:59.520]  門徒能完全明白的話,主耶穌就不用說今天這段話
[00:01:59.520 --> 00:02:02.440]  他們知道,主耶穌知道門徒是完全明白
[00:02:02.440 --> 00:02:05.240]  主耶穌和門徒說,我已經對你們說了很多話
[00:02:05.240 --> 00:02:07.760]  但是保衛師,就是那位聖靈
[00:02:07.760 --> 00:02:10.880]  要將一切的事了,教導給你們聽
[00:02:10.880 --> 00:02:13.640]  還幫你們使你們想起
[00:02:13.640 --> 00:02:17.120]  我曾經和你們說過的一切的說話
[00:02:17.120 --> 00:02:21.400]  主耶穌所說的話,基本上是記錄在聖經裡面,是不是?
[00:02:22.480 --> 00:02:27.520]  還有很多他跟門徒說的話,在門徒自己的書卷裡面也有記錄
[00:02:27.520 --> 00:02:32.840]  耶穌也引用了舊約聖經裡面很多的章節
[00:02:32.840 --> 00:02:35.000]  幫助他們的門徒去明白
[00:02:35.000 --> 00:02:37.480]  門徒當然是明白一點,不明白一點
[00:02:37.480 --> 00:02:40.840]  好像我們今天這樣,二千年以後,仍然是明白一點,不明白一點
[00:02:40.840 --> 00:02:45.680]  我們就需要耶穌,奉主耶穌聖父的名
[00:02:45.680 --> 00:02:50.200]  將聖靈插在我們心靈裡面,幫助我們去明白真理
[00:02:51.000 --> 00:02:56.480]  今天就嘗試和你們分享一下,過去一段日子,自己在讀聖經裡面的一些體會
[00:02:56.480 --> 00:03:00.440]  在六月份裡面,有兩個星期是很特別的
[00:03:00.440 --> 00:03:03.960]  就是太太去了神學院上兩個星期課
[00:03:03.960 --> 00:03:06.720]  那兩個星期她一早就開了車出去
[00:03:06.720 --> 00:03:08.480]  那我就變成了,變成了什麼呢?
[00:03:08.480 --> 00:03:10.640]  變成了像是跛腳鴨那樣
[00:03:10.640 --> 00:03:14.560]  兩個星期就在家裡,很多安靜的時候
[00:03:14.560 --> 00:03:16.320]  很多獨處的時候
[00:03:16.320 --> 00:03:18.720]  嘗試,咦,原來很不一樣
[00:03:18.960 --> 00:03:21.400]  一個人獨處,躲在家裡,又不能上街,沒有車的時候
[00:03:21.400 --> 00:03:23.080]  就躲了兩個星期
[00:03:23.080 --> 00:03:26.960]  就在想,有什麼可以做不一樣的呢?
[00:03:26.960 --> 00:03:31.840]  想著想著,我就想,咦,不如我嘗試改變一下每天的靈修習慣
[00:03:31.840 --> 00:03:34.160]  嘗試一些突破,有些轉變
[00:03:34.160 --> 00:03:39.040]  就想到了一套方法,在過程裡面經歷了什麼呢?
[00:03:39.040 --> 00:03:41.640]  最近教會推出一個由
[00:03:41.640 --> 00:03:46.160]  譚佩泉博士講了的,兩個靈修的系列
[00:03:46.560 --> 00:03:50.440]  一個叫中土心曲,一個叫歸心淨土靈修集
[00:03:50.440 --> 00:03:51.960]  有沒有看過這個節目用過?
[00:03:51.960 --> 00:03:54.720]  除了兩位牧者之外
[00:03:54.720 --> 00:03:59.920]  那裡有些獸,都有兩三隻手用過
[00:03:59.920 --> 00:04:03.640]  你沒用過不要緊,今天告訴你,我自己用過,給你一些體會
[00:04:03.640 --> 00:04:06.480]  希望鼓勵到你,有些嘗試去用的心
[00:04:06.480 --> 00:04:14.720]  老實說,我有一天打開了中土心曲和歸心淨土靈修集
[00:04:14.720 --> 00:04:16.240]  上次看了一兩集,兩三集
[00:04:17.280 --> 00:04:21.120]  很快就去看了,只有六分鐘至十分鐘,短短的很容易看
[00:04:21.120 --> 00:04:24.240]  看完之後,裡面的內容,他說
[00:04:24.240 --> 00:04:27.160]  用一年的時間,三百六十五天
[00:04:27.160 --> 00:04:29.480]  去看什麼呢?
[00:04:29.480 --> 00:04:31.000]  看二失所恕
[00:04:31.000 --> 00:04:33.200]  我看了之後有點害怕
[00:04:33.200 --> 00:04:35.720]  一年裡面看二失所恕這麼少東西
[00:04:35.720 --> 00:04:37.440]  我一天都看了,是不是?
[00:04:37.440 --> 00:04:39.600]  有點抗拒性
[00:04:39.600 --> 00:04:42.480]  看了第二集,歸心淨土靈修集
[00:04:42.480 --> 00:04:45.840]  他用半年的時間看一篇詩篇
[00:04:46.560 --> 00:04:48.560]  一百三十九篇,我還要挑戰
[00:04:48.560 --> 00:04:53.440]  用這麼長時間看這麼少文字,這麼少經卷
[00:04:53.440 --> 00:04:59.000]  是不是很沉悶呢?很長氣呢?很累贅呢?很重複呢?很厭倦呢?
[00:04:59.000 --> 00:05:02.520]  我都鼓勵自己看了兩天,看三天看看怎樣
[00:05:02.520 --> 00:05:03.280]  看完之後覺得
[00:05:03.280 --> 00:05:06.040]  難怪大家每天都不看了
[00:05:06.040 --> 00:05:08.480]  真的放下它,不想看
[00:05:08.480 --> 00:05:10.440]  為什麼呢?有難處
[00:05:10.440 --> 00:05:13.960]  第一天就看一段,第二天看二段,第三天看第三段
[00:05:14.280 --> 00:05:16.840]  我發覺有些難度,每天跟著做有些難度
[00:05:16.840 --> 00:05:19.840]  我相信做了十幾天之後就忘記了自己看到哪一天
[00:05:19.840 --> 00:05:23.960]  做了三十幾天,或者三百幾日的時候都忘記自己看到哪一天
[00:05:23.960 --> 00:05:26.720]  我覺得很愚蠢,太慢了
[00:05:26.720 --> 00:05:28.360]  學得太少東西了
[00:05:28.360 --> 00:05:29.520]  就放下了它
[00:05:29.520 --> 00:05:31.120]  有什麼第二個選擇呢?
[00:05:31.120 --> 00:05:37.720]  《伊道至見》有沒有人用《詩經靈修》,多些人用了
[00:05:37.720 --> 00:05:42.560]  除了《伊道至見》和《詩經靈修》,還有《伊道至見》還有《讀經計劃》,有沒有人知道呢?
[00:05:43.720 --> 00:05:48.520]  我就想不如嘗試看看《讀經計劃》,我就打開了《伊道至見》和《讀經計劃》看看
[00:05:48.520 --> 00:05:50.600]  上一次我看已經是五年前的事了
[00:05:50.600 --> 00:05:52.920]  都已經差點忘記了有這個計劃在裡面
[00:05:52.920 --> 00:05:58.480]  《讀經計劃》我今次就定了用一年的時間看新舊樣《聖經》
[00:05:58.480 --> 00:05:59.800]  就打開來看
[00:05:59.800 --> 00:06:02.040]  一天裡面看兩節
[00:06:02.040 --> 00:06:05.800]  不是,兩章,三章,甚至乎四章《聖經》,嘩,很快的
[00:06:05.800 --> 00:06:07.160]  一瞬間就看完了
[00:06:07.160 --> 00:06:11.960]  現在過了三、四十天的時間,我就看了《創世紀》
[00:06:13.760 --> 00:06:14.400]  《創世紀記》
[00:06:14.400 --> 00:06:16.280]  《利未記》
[00:06:16.280 --> 00:06:19.880]  嘩,很快的,我就覺得這樣才像樣
[00:06:19.880 --> 00:06:25.160]  用一個人腦去嘗試吸收資訊的角度
[00:06:25.160 --> 00:06:28.080]  從心態去讀《聖經》和《靈修》
[00:06:28.080 --> 00:06:29.320]  其實有點奇怪
[00:06:29.320 --> 00:06:32.440]  我覺得這樣也不是辦法,所以我看了兩天之後覺得
[00:06:32.440 --> 00:06:36.080]  噓噓一聲這樣也不是很好,終於有個決定要怎麼做呢?
[00:06:36.080 --> 00:06:38.280]  將兩樣東西拆在一起
[00:06:38.280 --> 00:06:40.840]  將所有的童謠嘗試放在一起
[00:06:41.960 --> 00:06:44.720]  用一些時間看了以後遇見的《讀經》劇情
[00:06:44.720 --> 00:06:47.280]  噓了三、四章《聖經》之後
[00:06:47.280 --> 00:06:51.200]  接著就看譚佩泉博士的《淨土深曲》
[00:06:51.200 --> 00:06:52.960]  噓了幾分鐘之後
[00:06:52.960 --> 00:06:55.320]  很慢地噓,應該說不是噓
[00:06:55.320 --> 00:07:00.760]  噓了二十分鐘之後就很慢地看《淨土深曲》,看了二十分鐘
[00:07:00.760 --> 00:07:02.440]  原來很有趣
[00:07:02.440 --> 00:07:06.160]  看了一星期之後就開始享受那種樂趣在裡面
[00:07:06.160 --> 00:07:08.560]  等一下跟大家分享一下樂趣是什麼
[00:07:08.560 --> 00:07:09.680]  不是那個樂趣
[00:07:12.360 --> 00:07:14.200]  享受一下《讀經》的樂趣之後
[00:07:14.200 --> 00:07:17.560]  有些什麼開心的時光在裡面
[00:07:17.560 --> 00:07:21.920]  其實將這兩個《讀經》和《靈修》放在一起的時候
[00:07:21.920 --> 00:07:27.880]  除了一天七天都可以讀的時候,發覺裡面嘗試將兩個比較給大家看看
[00:07:27.880 --> 00:07:31.000]  一個是二十分鐘
[00:07:31.000 --> 00:07:33.560]  一個是十分鐘,慢慢地推延
[00:07:33.560 --> 00:07:36.560]  除了時間上不同,一個是看《新舊約》
[00:07:36.560 --> 00:07:38.400]  一年裡面看完《新舊約》
[00:07:38.400 --> 00:07:41.280]  三九二十七、六十六卷書看完,很有滿足感
[00:07:41.760 --> 00:07:43.600]  另一個是用一年的時間看《二十七所書》
[00:07:43.600 --> 00:07:46.480]  相當有滿足感
[00:07:46.480 --> 00:07:48.680]  我不知道為什麼有滿足感
[00:07:48.680 --> 00:07:52.240]  一個是幾張幾張地看
[00:07:52.240 --> 00:07:54.680]  一個是幾節,不是幾節
[00:07:54.680 --> 00:07:57.560]  是幾個字幾個字地看,每天看幾個字
[00:07:57.560 --> 00:08:04.280]  一個是長和闊,很闊很長
[00:08:04.280 --> 00:08:09.320]  掃出去的,好像千軍萬馬那樣一掃就幾張
[00:08:09.960 --> 00:08:13.760]  甚至幾十年,甚至幾百年發生的事,都掃出去了
[00:08:13.760 --> 00:08:16.480]  一個是慢慢地量度出來的
[00:08:16.480 --> 00:08:19.880]  看兩個字,忠心,忠了幾日心
[00:08:19.880 --> 00:08:22.920]  聖徒,聖了幾日徒
[00:08:22.920 --> 00:08:29.680]  嘩!真是那種享受,原來這麼慢都可以有一種慢動作享受經文裡面那幾個字
[00:08:29.680 --> 00:08:36.440]  我嘗試將這四十幾日裡的心得跟大家分享
[00:08:39.840 --> 00:08:41.040]  阿伯拉罕大家熟悉
[00:08:41.040 --> 00:08:44.680]  我嘗試用阿伯拉罕在教育裡面,在創世紀裡面的一些記載
[00:08:44.680 --> 00:08:47.240]  來幫大家分享
[00:08:47.240 --> 00:08:49.960]  有一天我看到阿伯拉罕的事跡的時候
[00:08:49.960 --> 00:08:51.960]  聽完他說,我突然有一個念頭
[00:08:51.960 --> 00:08:53.920]  阿伯拉罕究竟住在哪裡
[00:08:53.920 --> 00:08:55.880]  為什麼這麼想呢?
[00:08:55.880 --> 00:09:00.800]  因為很快阿伯拉罕離開吾爾地方,去到神帶領他去到的應許之地
[00:09:00.800 --> 00:09:03.520]  神數一數告訴他,這個就是我應許的地方
[00:09:03.520 --> 00:09:05.640]  然後告訴他,暫時你不會在這裡的
[00:09:05.640 --> 00:09:08.000]  因為幾百年之後你的遺孫才會來到這裡
[00:09:08.760 --> 00:09:10.520]  然後阿伯拉罕就離開了這個地方
[00:09:10.520 --> 00:09:12.520]  然後阿伯拉罕去了哪裡呢?
[00:09:12.520 --> 00:09:16.520]  阿伯拉罕就暈倒了,究竟阿伯拉罕去了哪裡呢?
[00:09:16.520 --> 00:09:19.600]  阿伯拉罕離開吾爾是七十五歲
[00:09:19.600 --> 00:09:22.800]  他的人生去到一百七十五歲才離開
[00:09:22.800 --> 00:09:25.600]  一百年的時間,去了哪裡呢?
[00:09:25.600 --> 00:09:27.600]  又不會回到鄉下,又不會回到吾爾
[00:09:27.600 --> 00:09:29.040]  究竟去了哪裡呢?
[00:09:33.440 --> 00:09:39.000]  當日神將向他指示,這個應許之地,嘉陵之地,美利
[00:09:39.000 --> 00:09:41.800]  眼見如此廣闊的地方
[00:09:41.800 --> 00:09:46.960]  和阿伯拉罕和你的遺孫,好像海邊的沙,天上的星那麼多
[00:09:46.960 --> 00:09:49.040]  將來有一天,幾百年之後
