
[00:00:00.000 --> 00:00:02.920]  我們接下來讀兩段聖經
[00:00:02.920 --> 00:00:07.600]  第一段在哥林多前書第十二章第二十七節
[00:00:07.600 --> 00:00:09.320]  這一節聖經我們一同來唸
[00:00:09.320 --> 00:00:11.200]  你們就是基督的身子
[00:00:11.200 --> 00:00:13.400]  並且各自做肢體
[00:00:13.400 --> 00:00:18.120]  第二段聖經我們在菲律賓書第二章第二到第五節由我來唸
[00:00:18.120 --> 00:00:19.440]  你們就要意念相同
[00:00:19.440 --> 00:00:20.360]  愛心相同
[00:00:20.360 --> 00:00:21.600]  有一樣的心思
[00:00:21.600 --> 00:00:22.920]  有一樣的意念
[00:00:22.920 --> 00:00:25.320]  使我的喜樂可以滿足
[00:00:25.320 --> 00:00:26.720]  凡事不可結黨
[00:00:26.720 --> 00:00:27.440]  不可貪圖
[00:00:27.440 --> 00:00:28.760]  虛浮的榮耀
[00:00:28.760 --> 00:00:30.080]  只要誠心謙卑
[00:00:30.080 --> 00:00:32.320]  個人看別人比自己強
[00:00:32.320 --> 00:00:32.880]  第四節
[00:00:32.880 --> 00:00:34.760]  個人不要單顧自己的事
[00:00:34.760 --> 00:00:36.320]  也要顧別人的事
[00:00:36.320 --> 00:00:39.200]  你們當以基督耶穌的心爲心
[00:00:39.200 --> 00:00:41.000]  我們就讀到這裏
[00:00:41.000 --> 00:00:47.400]  感謝建堂委員會爲我們提供了這麼好一個植樹制蟻的一個計劃
[00:00:47.400 --> 00:00:51.720]  而且這真的是一個有傳承的行動在其中
[00:00:51.720 --> 00:00:54.160]  因爲我們所擺上的不是爲我們自己
[00:00:54.160 --> 00:00:57.760]  而是爲了將來能夠進入這個教會里面的人
[00:00:57.760 --> 00:01:00.560]  讓他們一同享受神的恩典
[00:01:00.560 --> 00:01:03.680]  所以鼓勵弟兄姐妹真的大力支持這樣一個行動
[00:01:03.680 --> 00:01:06.520]  我知道有位弟兄已經一滿滿一整排
[00:01:06.520 --> 00:01:08.680]  很厲害的
[00:01:08.680 --> 00:01:14.720]  讓我們同心合意來建造神榮耀的教會
[00:01:14.720 --> 00:01:20.440]  弟兄姐妹建造教會不只是一個外面的建築而已
[00:01:20.440 --> 00:01:24.080]  更重要的是一個裏面的建造
[00:01:24.080 --> 00:01:28.040]  不但是個個別屬靈生命的建造
[00:01:28.040 --> 00:01:32.480]  更重要的是生命與生命的連接
[00:01:32.480 --> 00:01:35.680]  就像一個房子要被建造起來
[00:01:35.680 --> 00:01:39.440]  最重要的不是這塊磚塊有多好
[00:01:39.440 --> 00:01:43.240]  也不在於這個瓦片有多堅固
[00:01:43.240 --> 00:01:48.280]  今天就算你用最好的磚塊跟瓦片來蓋房子
[00:01:48.280 --> 00:01:53.560]  若是一塊一塊的磚不能夠連接在一起的話
[00:01:53.560 --> 00:01:57.000]  同樣這個房子會垮下來
[00:01:57.000 --> 00:01:59.840]  在屬靈的建造上也是這樣
[00:01:59.840 --> 00:02:05.080]  我們不能只是看重個人屬靈生命的成長而已
[00:02:05.080 --> 00:02:08.880]  過去在中國教會里面我們一向強調的
[00:02:08.880 --> 00:02:13.320]  看重的都是我們個人生命的成長
[00:02:13.320 --> 00:02:18.160]  我們常常忽略了生命間的彼此的連接
[00:02:18.160 --> 00:02:22.040]  我們需要明白教會乃是基督的身體
[00:02:22.040 --> 00:02:23.880]  保羅講得很清楚
[00:02:23.880 --> 00:02:25.560]  既然是如此的話
[00:02:25.560 --> 00:02:28.400]  我們每一個人都是這個肢體
[00:02:28.400 --> 00:02:32.200]  這個肢體需要互相地配搭身體
[00:02:32.200 --> 00:02:34.400]  才能夠發揮它的功能
[00:02:34.400 --> 00:02:35.640]  所以今天在教會里面
[00:02:35.640 --> 00:02:39.840]  我們必須要看重這樣一個生命的連接
[00:02:39.840 --> 00:02:42.400]  我們要看重團隊的侍奉
[00:02:42.400 --> 00:02:45.560]  教會纔可能被建造起來
[00:02:45.560 --> 00:02:47.360]  所以今天早上我們從三方面
[00:02:47.360 --> 00:02:49.240]  我們來看團隊侍奉
[00:02:49.240 --> 00:02:52.640]  第一個我們要看團隊侍奉是神的心意
[00:02:52.640 --> 00:02:57.040]  跟你們說團隊侍奉是神的心意
[00:02:57.040 --> 00:02:58.720]  第二個今天我們所信的神
[00:02:58.720 --> 00:03:01.600]  三位一體的真神
[00:03:01.600 --> 00:03:04.440]  本身它就是一個團隊不是嗎
[00:03:04.440 --> 00:03:05.680]  聖經裏面告訴我們說
[00:03:05.680 --> 00:03:08.080]  我們相信的是獨一的真神
[00:03:08.080 --> 00:03:11.760]  但這位獨一的真神卻有三個不同的位格
[00:03:11.760 --> 00:03:14.840]  聖父 聖子 聖靈
[00:03:14.840 --> 00:03:16.520]  什麼叫位格呢
[00:03:16.520 --> 00:03:23.440]  意思就是這每一位他們都有獨立的思想意志跟情感
[00:03:23.440 --> 00:03:25.640]  我們所信的是獨一的真神
[00:03:25.640 --> 00:03:28.360]  但卻有三個不同的位格
[00:03:28.360 --> 00:03:32.480]  聖父 聖子 聖靈這三位是同等的
[00:03:32.480 --> 00:03:34.600]  同尊也是同榮
[00:03:34.600 --> 00:03:39.080]  但三位卻有不同的一些功能在其中
[00:03:39.080 --> 00:03:41.960]  所以我們就看見我們的神的本身
[00:03:41.960 --> 00:03:45.400]  就是一個工作的團隊在裏面
[00:03:45.400 --> 00:03:48.960]  所以今天神向教會的心意也是這樣
[00:03:48.960 --> 00:03:51.400]  教會是基督的身體
[00:03:51.400 --> 00:03:55.360]  那麼既然我們的神本身就是一個團隊
[00:03:55.360 --> 00:04:00.000]  所以神設計祂的教會是基督的身體
[00:04:00.000 --> 00:04:03.240]  也是同樣的原則來運行
[00:04:03.240 --> 00:04:07.920]  所以保羅才說我們就是身體裏面的肢體
[00:04:07.920 --> 00:04:11.000]  我們每一個肢體功能都不同
[00:04:11.000 --> 00:04:14.560]  但每一個不同的肢體必須互相聯絡
[00:04:14.560 --> 00:04:16.240]  聯結在一起
[00:04:16.240 --> 00:04:20.040]  整個身體才能夠配搭發揮它的功能
[00:04:20.040 --> 00:04:21.480]  換句話說
[00:04:21.480 --> 00:04:23.680]  今天我們沒有一個人
[00:04:23.680 --> 00:04:25.440]  在神的國度當中
[00:04:25.440 --> 00:04:28.320]  我們可以獨立作業
[00:04:28.320 --> 00:04:32.880]  就算你說你十八般武藝一樣樣都會
[00:04:32.880 --> 00:04:35.760]  你還是需要你的弟兄姐妹
[00:04:35.760 --> 00:04:36.560]  Amen
[00:04:36.560 --> 00:04:40.080]  跟你爸說你需要你的弟兄姐妹
[00:04:40.080 --> 00:04:44.360]  你還記得當保羅還沒有做基督徒以前
[00:04:44.360 --> 00:04:48.840]  他前往大馬舍準備去捉拿基督徒
[00:04:48.840 --> 00:04:50.360]  在大馬舍路上
[00:04:50.360 --> 00:04:52.440]  神用大光光照他
[00:04:52.440 --> 00:04:54.640]  他就撲倒在地
[00:04:54.640 --> 00:04:57.280]  在那一剎那他非常清楚
[00:04:57.280 --> 00:04:59.600]  這位用大光光照他的
[00:04:59.600 --> 00:05:01.840]  就是他生命的主宰
[00:05:01.840 --> 00:05:05.000]  但他卻不認識這位主宰是誰
[00:05:05.000 --> 00:05:09.400]  所以他向主問了兩個一生當中最重要的問題
[00:05:09.400 --> 00:05:12.880]  第一個問題就是主啊 你是誰
[00:05:12.880 --> 00:05:17.680]  第二個問題就是主啊 那我當做什麼
[00:05:17.680 --> 00:05:18.800]  我請問你
[00:05:18.800 --> 00:05:22.920]  主有沒有回答他這兩個問題
[00:05:22.920 --> 00:05:25.920]  答案是Yes and No
[00:05:25.920 --> 00:05:27.800]  耶穌只回答了一半
[00:05:27.800 --> 00:05:29.160]  你知道嗎
[00:05:29.160 --> 00:05:31.480]  第一個問題主啊 你是誰
[00:05:31.480 --> 00:05:34.120]  耶穌很清楚地回答了
[00:05:34.120 --> 00:05:37.440]  耶穌說我就是你所逼迫的耶穌
[00:05:37.440 --> 00:05:41.120]  可第二個問題他問說主啊 我當做什麼
[00:05:41.120 --> 00:05:44.120]  耶穌卻沒有回答他
[00:05:44.120 --> 00:05:45.960]  耶穌只是告訴他說
[00:05:45.960 --> 00:05:48.040]  你進城去吧
[00:05:48.040 --> 00:05:51.320]  有人會告訴你的
[00:05:51.320 --> 00:05:55.080]  神就差遣了一個信徒叫亞拿尼亞
[00:05:55.080 --> 00:05:56.760]  去見保羅
[00:05:56.760 --> 00:06:00.440]  告訴保羅他將來所要做的事情
[00:06:00.440 --> 00:06:04.960]  而在保羅往大馬舍路上背光光照的同時
[00:06:04.960 --> 00:06:08.600]  我想你也知道他的眼睛好像被一個鱗片遮住
[00:06:08.600 --> 00:06:11.240]  好像眼瞎一樣什麼都看不見
[00:06:11.240 --> 00:06:14.240]  三天之久
[00:06:14.240 --> 00:06:16.360]  我相信在這三天當中
[00:06:16.360 --> 00:06:18.120]  保羅天天在禱告主啊
[00:06:18.120 --> 00:06:21.240]  讓這個鱗片掉下來掉下來掉下來
[00:06:21.240 --> 00:06:23.800]  但是好像什麼都沒有發生
[00:06:23.800 --> 00:06:28.800]  他好像瞎子一樣被帶進大馬舍城
[00:06:28.800 --> 00:06:31.400]  我常常在想爲什麼
[00:06:31.400 --> 00:06:34.560]  爲什麼神在他禱告說主啊
[00:06:34.560 --> 00:06:38.760]  告訴我當做什麼時候神沒有直接告訴他呢
[00:06:38.760 --> 00:06:40.760]  爲什麼當保羅在說主啊
[00:06:40.760 --> 00:06:43.160]  求你醫治我讓鱗片掉下來的時候
[00:06:43.160 --> 00:06:46.280]  主沒有立刻醫治他呢
[00:06:46.280 --> 00:06:48.440]  我相信神有個原因的
[00:06:48.440 --> 00:06:51.440]  如果說當保羅在那裏禱告說主啊
[00:06:51.440 --> 00:06:53.240]  告訴我當做的事情
[00:06:53.240 --> 00:06:55.120]  來醫治我的眼睛的時候
[00:06:55.120 --> 00:06:57.200]  如果主立刻就醫治他
[00:06:57.200 --> 00:07:00.520]  很可能保羅一生都會覺得
[00:07:00.520 --> 00:07:03.600]  他不需要他的弟兄姐妹了
[00:07:03.600 --> 00:07:05.480]  只要是有任何的需要
[00:07:05.480 --> 00:07:07.440]  他來到神面禱告祈求神
[00:07:07.440 --> 00:07:08.640]  神立刻垂聽
[00:07:08.640 --> 00:07:10.120]  神立刻向他說話
[00:07:10.120 --> 00:07:11.760]  神立刻醫治他
[00:07:11.760 --> 00:07:14.160]  他不需要別人了
[00:07:14.160 --> 00:07:16.840]  可是神就是刻意的
[00:07:16.840 --> 00:07:19.520]  在保羅一開始服侍的時候
[00:07:19.520 --> 00:07:22.840]  就教導他一個非常重要的功課
[00:07:22.840 --> 00:07:25.640]  你需要你的弟兄姐妹
[00:07:25.640 --> 00:07:26.760]  Amen
[00:07:26.760 --> 00:07:29.240]  所以我們看見神差遣亞拿尼亞告訴他
[00:07:29.240 --> 00:07:31.280]  他將來要做外邦的使徒
[00:07:31.280 --> 00:07:33.640]  而且按手在他身上
[00:07:33.640 --> 00:07:35.880]  稱他爲兄弟
[00:07:35.880 --> 00:07:37.400]  他說兄弟掃羅
[00:07:37.400 --> 00:07:39.400]  他以前的名字叫掃羅
[00:07:39.400 --> 00:07:40.520]  當他一禱告的時候
[00:07:40.520 --> 00:07:43.000]  鱗片就掉下來了
[00:07:43.000 --> 00:07:44.920]  從第一天開始
[00:07:44.920 --> 00:07:48.200]  保羅就非常明白團隊侍奉的觀念
[00:07:48.200 --> 00:07:51.120]  所以如果你仔細看保羅書信很特別的
[00:07:51.120 --> 00:07:53.160]  保羅書信有個特點
[00:07:53.160 --> 00:07:54.960]  裏面充滿了一大堆名字
[00:07:54.960 --> 00:07:56.280]  你發現沒有
[00:07:56.280 --> 00:07:58.000]  以前你讀聖經最煩的那些名字
[00:07:58.000 --> 00:07:59.800]  趕快過去
[00:07:59.800 --> 00:08:01.520]  裏面那麼多名字
[00:08:01.520 --> 00:08:03.720]  很重要的
[00:08:03.720 --> 00:08:05.280]  你仔細讀這些名字
[00:08:05.280 --> 00:08:08.040]  你看見有時候保羅只有一句話
[00:08:08.040 --> 00:08:10.520]  可是說明了他跟這些弟兄姐妹
[00:08:10.520 --> 00:08:12.920]  很深厚的關係
[00:08:12.920 --> 00:08:15.920]  保羅是個非常看重團隊
[00:08:15.920 --> 00:08:17.720]  無論他到哪裏都發現
[00:08:17.720 --> 00:08:20.960]  他一定帶着他的同工一起去
[00:08:20.960 --> 00:08:23.120]  他從來沒有一個人行動
[00:08:23.120 --> 00:08:25.280]  甚至他下到監獄裏也抓了個同工
[00:08:25.280 --> 00:08:27.520]  跟他一起下監獄你知道嗎
[00:08:27.520 --> 00:08:30.600]  真的沒有騙你
[00:08:30.600 --> 00:08:34.120]  他是非常看重團隊的
[00:08:34.120 --> 00:08:37.800]  因爲他深深地知道這是神的心意
