
[00:00:00.000 --> 00:00:02.000]  我們大家一起禱告
[00:00:02.000 --> 00:00:10.000]  多謝祢神
[00:00:10.000 --> 00:00:12.000]  因為祢是一位神
[00:00:12.000 --> 00:00:14.000]  祢是有目的的神
[00:00:14.000 --> 00:00:20.000]  祢在當中為祢的榮耀
[00:00:20.000 --> 00:00:22.000]  為祢的原因
[00:00:22.000 --> 00:00:24.000]  在作供
[00:00:28.000 --> 00:00:30.000]  多謝祢給我們有這個榮幸
[00:00:30.000 --> 00:00:32.000]  可以參與祢的事工
[00:00:32.000 --> 00:00:36.000]  願祢的話語是教導我們
[00:00:36.000 --> 00:00:40.000]  我們讚美祢
[00:00:40.000 --> 00:00:44.000]  奉耶穌基督的名
[00:00:44.000 --> 00:00:46.000]  祢的祈求
[00:00:46.000 --> 00:00:52.000]  我們教會的2022年的主題
[00:00:52.000 --> 00:00:54.000]  就是共同祈禱
[00:00:54.000 --> 00:00:56.000]  去創造教會
[00:00:58.000 --> 00:01:00.000]  我們學了共同祈禱的力量和祝福
[00:01:00.000 --> 00:01:08.000]  我們第一季的時候
[00:01:08.000 --> 00:01:10.000]  我們學習和背誦了
[00:01:10.000 --> 00:01:12.000]  馬太福音第六章九至十三節
[00:01:12.000 --> 00:01:16.000]  我們大家一起讀這幾段經文
[00:01:28.000 --> 00:01:30.000]  願祢的旨意行在地上
[00:01:30.000 --> 00:01:32.000]  如同行在天上
[00:01:32.000 --> 00:01:34.000]  我們在動的飲食
[00:01:34.000 --> 00:01:36.000]  今日賜給我們
[00:01:36.000 --> 00:01:38.000]  免我們的債
[00:01:38.000 --> 00:01:40.000]  如同我們免了人的債
[00:01:40.000 --> 00:01:42.000]  不要叫我們遇見試探
[00:01:42.000 --> 00:01:44.000]  救我們脫離空惡
[00:01:44.000 --> 00:01:46.000]  因為國度、權柄、榮耀
[00:01:46.000 --> 00:01:48.000]  全是祢的
[00:01:48.000 --> 00:01:50.000]  直到永遠
[00:01:50.000 --> 00:01:52.000]  Amen
[00:01:56.000 --> 00:01:58.000]  提醒我們自己
[00:01:58.000 --> 00:02:00.000]  我們祈禱的時候
[00:02:00.000 --> 00:02:02.000]  會塑造我們的著想神
[00:02:02.000 --> 00:02:04.000]  和我們自己的看法
[00:02:04.000 --> 00:02:08.000]  第二季的時候
[00:02:08.000 --> 00:02:10.000]  我們一起背誦馬可福音第十四章三十四至三十五節
[00:02:10.000 --> 00:02:12.000]  我們可以一起讀
[00:02:12.000 --> 00:02:20.000]  我們看到共同祈禱
[00:02:20.000 --> 00:02:22.000]  會塑造我們教會的意願
[00:02:22.000 --> 00:02:24.000]  和能力去服從我們的主
[00:02:26.000 --> 00:02:28.000]  我們可以做出我們想要的
[00:02:28.000 --> 00:02:30.000]  但最終我們會
[00:02:30.000 --> 00:02:32.000]  傳遞我們的願望給祂
[00:02:32.000 --> 00:02:40.000]  我們可以一起讀
[00:02:40.000 --> 00:02:42.000]  馬可福音
[00:02:42.000 --> 00:02:44.000]  這幾章
[00:02:44.000 --> 00:02:46.000]  四章三十五至三十六節
[00:02:52.000 --> 00:02:56.000]  告訴說:「恆若可恆,祢叫那時候過去。」
[00:02:56.000 --> 00:03:08.000]  祂說:「阿爸父啊,我凡事都能,求祢將祢這杯撤去,然而不是要從我的意思,只要從祢的意思。」
[00:03:08.000 --> 00:03:14.000]  在第三季的時候
[00:03:14.000 --> 00:03:16.000]  我們背誦了司堂傳第十三章二至三節
[00:03:22.000 --> 00:03:24.000]  這個經文教導我們
[00:03:24.000 --> 00:03:26.000]  當我們子民共同祈禱的時候
[00:03:26.000 --> 00:03:28.000]  只會根據他們宣教的方向
[00:03:28.000 --> 00:03:30.000]  來塑造教會
[00:03:30.000 --> 00:03:32.000]  我們一起讀
[00:03:50.000 --> 00:03:52.000]  在第四季的時候
[00:03:52.000 --> 00:03:54.000]  我們背誦了馬太福音
[00:03:54.000 --> 00:03:56.000]  第九章三十七至三十八節
[00:03:56.000 --> 00:04:16.000]  這幾章教導我們
[00:04:16.000 --> 00:04:18.000]  當我們子民共同祈禱的時候
[00:04:18.000 --> 00:04:20.000]  主要是會塑造
[00:04:20.000 --> 00:04:22.000]  給能力我們這個教會
[00:04:22.000 --> 00:04:24.000]  完成祂宣教的事工
[00:04:24.000 --> 00:04:28.000]  耶穌在這個世界上
[00:04:28.000 --> 00:04:30.000]  祂的使命是什麼呢?
[00:04:30.000 --> 00:04:34.000]  耶穌來到宣講神
[00:04:34.000 --> 00:04:36.000]  宣講祂的福音
[00:04:36.000 --> 00:04:40.000]  祂帶來神的國
[00:04:40.000 --> 00:04:42.000]  祂帶來神的國
[00:04:42.000 --> 00:04:46.000]  祂帶來神的國
[00:04:48.000 --> 00:04:50.000]  祂來到這個世界上
[00:04:50.000 --> 00:04:52.000]  是要顯明神和榮耀的天父
[00:04:52.000 --> 00:04:54.000]  祂來到這個世界上
[00:04:54.000 --> 00:04:56.000]  是要顯明神和榮耀的天父
[00:04:56.000 --> 00:05:00.000]  耶穌來到不是要被服侍
[00:05:00.000 --> 00:05:02.000]  是要服侍別人
[00:05:02.000 --> 00:05:06.000]  是付出祂的生命
