
[00:00:00.000 --> 00:00:03.600]  今日講到裏面,都是大家很熟悉《雅各書》
[00:00:03.600 --> 00:00:06.600]  不過呢,這十節裏面
[00:00:06.600 --> 00:00:09.000]  原本想講完《雅各書》第四章
[00:00:09.000 --> 00:00:11.800]  但是比較有難度,在我的能力裏面
[00:00:11.800 --> 00:00:15.500]  所以我只講《雅各書》第四章一到十節
[00:00:15.500 --> 00:00:18.200]  所以如果你們手上有習慣你的PowerPoint
[00:00:18.200 --> 00:00:21.000]  或者你們有自己的電話,或者聖經
[00:00:21.000 --> 00:00:23.600]  請大家夾住
[00:00:23.600 --> 00:00:25.800]  因為有時會用得到
[00:00:25.800 --> 00:00:27.800]  今日也會用得到這個地方
[00:00:27.800 --> 00:00:30.400]  所以請大家預備好
[00:00:30.400 --> 00:00:34.000]  在電影裏面
[00:00:34.000 --> 00:00:36.200]  如果大家看到這三張PowerPoint
[00:00:36.200 --> 00:00:38.200]  你都發覺無論在電影裏面
[00:00:38.200 --> 00:00:40.400]  或者現實,我相信現實都有
[00:00:40.400 --> 00:00:41.800]  有三樣東西
[00:00:41.800 --> 00:00:44.400]  現實沒有007,但現實有什麼
[00:00:44.400 --> 00:00:46.000]  有特務
[00:00:46.000 --> 00:00:47.000]  OK
[00:00:47.000 --> 00:00:50.800]  現實裏面都有一些臥底
[00:00:50.800 --> 00:00:52.400]  大家很熟悉
[00:00:52.400 --> 00:00:54.400]  起碼現實沒有,我們電視都有
[00:00:54.400 --> 00:00:56.600]  有拉粉哥,大家聽過沒有
[00:00:56.600 --> 00:00:58.200]  他是臥底
[00:00:58.200 --> 00:00:59.800]  還有一些可能是無間道
[00:00:59.800 --> 00:01:01.200]  你都不知道他忠還是奸
[00:01:01.200 --> 00:01:04.000]  我不是想大家看電影
[00:01:04.000 --> 00:01:05.200]  我想告訴大家
[00:01:05.200 --> 00:01:06.800]  在屬靈的層面
[00:01:06.800 --> 00:01:08.400]  都可能有些無間道
[00:01:08.400 --> 00:01:10.800]  有些特務,有些拉粉哥
[00:01:10.800 --> 00:01:12.400]  在我們的生命裏面
[00:01:12.400 --> 00:01:14.600]  《雅各書》第四章一到十節
[00:01:14.600 --> 00:01:18.000]  提醒我們要留意屬靈上的特務
[00:01:18.000 --> 00:01:20.400]  或者是一些臥底
[00:01:20.400 --> 00:01:22.000]  甚至有無間道
[00:01:22.000 --> 00:01:24.400]  如果你不留意,不清楚的時候
[00:01:24.400 --> 00:01:28.000]  可能我們與敵為友
[00:01:28.000 --> 00:01:30.000]  告訴別人,你可能與什麼
[00:01:30.000 --> 00:01:32.000]  與敵為友
[00:01:32.000 --> 00:01:34.000]  那就大件事了
[00:01:34.000 --> 00:01:35.200]  是不是
[00:01:35.200 --> 00:01:39.000]  與敵為友,就可能與狼同眠
[00:01:39.000 --> 00:01:40.600]  即是豺狼的狼
[00:01:40.600 --> 00:01:42.400]  很多的,很提醒我們
[00:01:42.400 --> 00:01:44.800]  所以《雅各書》提醒我們
[00:01:44.800 --> 00:01:46.800]  在四章一到十節裏面
[00:01:46.800 --> 00:01:49.600]  叫我們在教會裏面
[00:01:49.600 --> 00:01:51.400]  讓我們看清楚
[00:01:51.400 --> 00:01:53.600]  誰是敵人
[00:01:53.600 --> 00:01:55.400]  誰是朋友
[00:01:55.400 --> 00:01:58.000]  所以今天想跟大家說的題目是
[00:01:58.000 --> 00:02:00.200]  與誰為友
[00:02:00.200 --> 00:02:02.200]  這張泡泡很可愛
[00:02:02.200 --> 00:02:05.800]  朋友和敵人
[00:02:05.800 --> 00:02:08.600]  只差一個角
[00:02:08.600 --> 00:02:10.000]  一個是白的心
[00:02:10.000 --> 00:02:10.800]  一個是紅的心
[00:02:10.800 --> 00:02:12.000]  紅的心裏面多了一個角
[00:02:12.000 --> 00:02:13.000]  這個魔鬼
[00:02:13.000 --> 00:02:14.200]  這個是卡通
[00:02:14.200 --> 00:02:15.400]  不過我們不是今天說這些
[00:02:15.400 --> 00:02:18.200]  我們想藉助《雅各書》第四章一到十節裏面
[00:02:18.200 --> 00:02:19.600]  我們看一看
[00:02:19.600 --> 00:02:20.600]  在裏面
[00:02:20.600 --> 00:02:23.600]  誰是我們的朋友
[00:02:23.600 --> 00:02:24.600]  誰是我們的敵人
[00:02:24.600 --> 00:02:26.600]  我們一起來讀一讀
[00:02:26.600 --> 00:02:28.600]  由於時間關係
[00:02:28.600 --> 00:02:30.600]  我們讀的時候
[00:02:30.600 --> 00:02:33.600]  我都會將新譯本如果需要的
[00:02:33.600 --> 00:02:35.000]  讀給大家聽
[00:02:35.000 --> 00:02:37.200]  大家去有個比較
[00:02:37.200 --> 00:02:39.800]  待會就不回頭再讀
[00:02:39.800 --> 00:02:42.800]  所以我們的聖經是比較有優利的
[00:02:42.800 --> 00:02:45.400]  我們看《雅各書》第四章第一節
[00:02:45.400 --> 00:02:46.400]  我們先讀第一節
[00:02:46.400 --> 00:02:47.600]  一起來,一二三
[00:02:47.600 --> 00:02:56.600]  (書中的字幕)
