
[00:00:00.000 --> 00:00:03.000]  大家上星期有沒有回來崇拜
[00:00:03.000 --> 00:00:05.000]  知道上星期發生了什麼事嗎
[00:00:05.000 --> 00:00:08.000]  我們有一個很特別的服務群體
[00:00:08.000 --> 00:00:10.000]  他們不常在我們當中
[00:00:10.000 --> 00:00:14.000]  上星期日那個叫jam jam寶石侍工
[00:00:14.000 --> 00:00:16.000]  如果大家不知道什麼是寶石侍工
[00:00:16.000 --> 00:00:19.000]  其實就是我們服務了十年
[00:00:19.000 --> 00:00:20.000]  他們剛剛十年
[00:00:20.000 --> 00:00:23.000]  服務了一群智障群體
[00:00:23.000 --> 00:00:26.000]  我們教會上星期就邀請了寶石侍工
[00:00:26.000 --> 00:00:29.000]  他們來到我們三堂崇拜裏面
[00:00:29.000 --> 00:00:30.000]  帶領我們敬拜
[00:00:30.000 --> 00:00:33.000]  他們包括了那些智障的弟兄姊妹
[00:00:33.000 --> 00:00:35.000]  他們的家長和他們的導師
[00:00:35.000 --> 00:00:36.000]  誰在這裏
[00:00:36.000 --> 00:00:39.000]  我們很感恩
[00:00:39.000 --> 00:00:42.000]  有一個很簡單又真誠
[00:00:42.000 --> 00:00:43.000]  他們真的很簡單
[00:00:43.000 --> 00:00:44.000]  很簡單的心
[00:00:44.000 --> 00:00:45.000]  很真誠的心
[00:00:45.000 --> 00:00:47.000]  帶來我們很大的感動
[00:00:47.000 --> 00:00:49.000]  當我們問很多弟兄姊妹的時候
[00:00:49.000 --> 00:00:52.000]  他們說真的流了很多感恩的眼淚
[00:00:52.000 --> 00:00:55.000]  我們真的看到原因是因為
[00:00:55.000 --> 00:00:57.000]  我們見到神真是很信神
[00:00:57.000 --> 00:00:59.000]  神愛世人
[00:00:59.000 --> 00:01:01.000]  他不單止見到我們每一台上
[00:01:01.000 --> 00:01:03.000]  每一粒都是寶石
[00:01:03.000 --> 00:01:04.000]  我們自己都很感恩
[00:01:04.000 --> 00:01:06.000]  因為我們說感謝主
[00:01:06.000 --> 00:01:08.000]  原來我們在你心目中
[00:01:08.000 --> 00:01:10.000]  我們每一個都是你的寶石
[00:01:10.000 --> 00:01:13.000]  而神很喜悅我們每一粒寶石
[00:01:13.000 --> 00:01:16.000]  來到他的面前去敬拜
[00:01:16.000 --> 00:01:17.000]  去經歷他
[00:01:17.000 --> 00:01:20.000]  而在這個寶石侍工的敬拜裏面
[00:01:20.000 --> 00:01:22.000]  我們事後有些弟兄姊妹分享
[00:01:22.000 --> 00:01:25.000]  都為我們帶來很大的反思
[00:01:25.000 --> 00:01:30.000]  敬拜我們不單止是一個音樂
[00:01:30.000 --> 00:01:32.000]  或者一個唱歌的侍奉
[00:01:32.000 --> 00:01:34.000]  所以你不要說我又不懂音樂
[00:01:34.000 --> 00:01:35.000]  我又不喜歡唱歌
[00:01:35.000 --> 00:01:36.000]  我就不來了
[00:01:36.000 --> 00:01:38.000]  我留下來聽道
[00:01:38.000 --> 00:01:43.000]  我見到尖尖寶石侍工的弟兄姊妹
[00:01:43.000 --> 00:01:45.000]  他們不是真的唱得很準確
[00:01:45.000 --> 00:01:49.000]  但是他們卻是一顆真誠的心
[00:01:49.000 --> 00:01:51.000]  甚至我們去想
[00:01:51.000 --> 00:01:59.000]  如果是神甚至會喜悅聾啞的人去敬拜他
[00:01:59.000 --> 00:02:01.000]  一些不懂音樂的人
[00:02:01.000 --> 00:02:03.000]  神都喜悅我們的敬拜
[00:02:03.000 --> 00:02:06.000]  只要是發自敬拜者
[00:02:06.000 --> 00:02:08.000]  向他一個心靈誠實
[00:02:08.000 --> 00:02:10.000]  傾心吐意盡情的敬拜
[00:02:10.000 --> 00:02:12.000]  內心和生命的流露
[00:02:12.000 --> 00:02:14.000]  我深信神必然願立
[00:02:14.000 --> 00:02:17.000]  我們也深信耶穌基督
[00:02:17.000 --> 00:02:21.000]  一定能夠在我們的敬拜當中心滿意足
[00:02:21.000 --> 00:02:25.000]  也讓我們去敬拜他的人心滿意足
[00:02:25.000 --> 00:02:27.000]  因為聖經裡說過
[00:02:27.000 --> 00:02:30.000]  神很願意在我們的敬拜讚美當中
[00:02:30.000 --> 00:02:32.000]  我們築起的寶座裡
[00:02:32.000 --> 00:02:34.000]  祂就坐著為王
[00:02:34.000 --> 00:02:39.000]  《春海及記》25章22節說
[00:02:39.000 --> 00:02:43.000]  神說:我要在那裡與你們相遇
[00:02:43.000 --> 00:02:49.000]  這幅就是上星期敬拜寶石侍宮敬拜隊的照片
[00:02:49.000 --> 00:02:52.000]  祂說:我會在那裡與你們相遇
[00:02:52.000 --> 00:02:55.000]  我要在那裡與你們相遇
[00:02:55.000 --> 00:02:57.000]  在我預備今天的訊息的時候
[00:02:57.000 --> 00:03:01.000]  我將會分享《馬可福音》的14章1至21節
[00:03:01.000 --> 00:03:03.000]  在預備當中
[00:03:03.000 --> 00:03:06.000]  這首正在彈奏的詩歌已經出現在我的腦裡
[00:03:06.000 --> 00:03:09.000]  不停地迴轉
[00:03:09.000 --> 00:03:13.000]  到上星期經歷了寶石侍宮帶領我們敬拜的時候
[00:03:13.000 --> 00:03:17.000]  我覺得神更加確定
[00:03:17.000 --> 00:03:19.000]  我要分享這首詩歌
[00:03:19.000 --> 00:03:22.000]  成為我今天的訊息的回應
[00:03:22.000 --> 00:03:24.000]  所以我們一同起立
[00:03:24.000 --> 00:03:26.000]  雖然是一首比較新的歌
[00:03:26.000 --> 00:03:27.000]  但我們一同學習
[00:03:27.000 --> 00:03:32.000]  讓敬拜隊一起帶領我們進入敬拜
[00:03:32.000 --> 00:03:34.000]  我們帶著一顆敬拜的心
[00:03:34.000 --> 00:03:36.000]  我們去敬拜我們創始成眾的主
[00:03:36.000 --> 00:03:39.000]  主啊,求祢聖靈親自的臨在
[00:03:39.000 --> 00:03:41.000]  親自的幫助我們
[00:03:41.000 --> 00:03:44.000]  親自的興起我們進入我們的心裡面
[00:03:44.000 --> 00:03:49.000]  幫助我們向祢發出一個既簡單又真誠
[00:03:49.000 --> 00:03:52.000]  沒有雕琢、沒有裝飾的
[00:03:52.000 --> 00:03:54.000]  是我們能夠赤露闖開
[00:03:54.000 --> 00:03:59.000]  全人、全心、全意向祢傾心吐意的敬拜
[00:03:59.000 --> 00:04:02.000]  祢親自挪開我們一切的憂慮
[00:04:02.000 --> 00:04:04.000]  一切與祢的難阻
[00:04:04.000 --> 00:04:06.000]  讓我們無阻隔的
[00:04:06.000 --> 00:04:09.000]  能夠進到祢的同在當中
[00:04:09.000 --> 00:04:11.000]  進到祢的話語當中
[00:04:11.000 --> 00:04:13.000]  主祢誰聽我們的禱告
