
[00:00:00.000 --> 00:00:01.240]  各位電視節目平安
[00:00:01.240 --> 00:00:03.780]  我們繼續來看哥林多後書
[00:00:03.780 --> 00:00:06.540]  這次已經來到第六講了
[00:00:06.540 --> 00:00:09.780]  就由哥林多後書第十一章
[00:00:09.780 --> 00:00:12.540]  一路去到十三章
[00:00:12.540 --> 00:00:15.580]  就完結了哥林多後書
[00:00:15.580 --> 00:00:21.040]  保羅他以受患難為榮
[00:00:21.040 --> 00:00:22.640]  哇 有很多人說
[00:00:22.640 --> 00:00:25.280]  你誇的就是你的成就
[00:00:25.280 --> 00:00:27.440]  哇 你看我去到哪裡宣教
[00:00:27.440 --> 00:00:29.240]  我建立了多少間教會
[00:00:29.240 --> 00:00:31.440]  我做了什麼 做了什麼
[00:00:31.440 --> 00:00:33.140]  但是保羅不是
[00:00:33.140 --> 00:00:40.440]  他說我以為基督受苦為樂為榮
[00:00:40.440 --> 00:00:43.140]  一個很謙卑的僕人
[00:00:43.140 --> 00:00:46.840]  原來保羅因著基督的緣故
[00:00:46.840 --> 00:00:51.040]  去受了很多很多的苦
[00:00:51.040 --> 00:00:53.940]  而且他就勸勉弟兄姊妹
[00:00:53.940 --> 00:01:00.840]  他說你們不要失去了單純純一的信心
[00:01:00.840 --> 00:01:03.240]  你們最重要就是堅持
[00:01:03.240 --> 00:01:06.540]  你們的信心是足夠的
[00:01:06.540 --> 00:01:11.040]  信就是所望之事的實體
[00:01:11.040 --> 00:01:15.840]  是未見之事的一個確距
[00:01:15.840 --> 00:01:19.340]  我們的信心必須要足夠
[00:01:19.340 --> 00:01:24.640]  希伯來書第十一章叫做《信心的篇章》
[00:01:24.640 --> 00:01:28.940]  作者數了很多信心的偉人
[00:01:28.940 --> 00:01:31.240]  這些偉人走在我們前面
[00:01:31.240 --> 00:01:33.840]  就給我們看見一些榜樣
[00:01:33.840 --> 00:01:35.740]  我們要學他們這樣
[00:01:35.740 --> 00:01:38.540]  有純一的信心
[00:01:38.540 --> 00:01:40.540]  保羅講完信心之後
[00:01:40.540 --> 00:01:44.940]  他就以自己受過什麼的患難
[00:01:44.940 --> 00:01:48.940]  受過什麼的苦來數出來
[00:01:48.940 --> 00:01:51.140]  如果你看十一章
[00:01:51.140 --> 00:01:53.140]  由第23節起
[00:01:53.140 --> 00:01:59.640]  你就看見保羅這份單真的很厲害
[00:01:59.640 --> 00:02:04.240]  他說我比你們受苦是多的
[00:02:04.240 --> 00:02:06.840]  我多受勞苦
[00:02:06.840 --> 00:02:09.440]  多下監牢
[00:02:09.440 --> 00:02:14.040]  而且我受鞭打是過重的
[00:02:14.040 --> 00:02:22.440]  而且我時時在患難困所當中
[00:02:22.440 --> 00:02:27.540]  猶太人鞭打過我五次
[00:02:27.540 --> 00:02:31.340]  我每次是40減去一下
[00:02:31.340 --> 00:02:33.640]  就是39下
[00:02:33.640 --> 00:02:41.640]  他說我也是船沉了多少次
[00:02:41.640 --> 00:02:48.040]  還有就是我有一次
[00:02:48.040 --> 00:02:51.240]  是遇船壞三次
[00:02:51.240 --> 00:02:56.740]  一晝一夜在水裏面
[00:02:56.740 --> 00:03:05.740]  又屢次行路遭遇光河的危險
[00:03:05.740 --> 00:03:15.240]  盜賊的危險和其他外族人的危險
[00:03:15.240 --> 00:03:21.540]  城裏面的危險
[00:03:21.540 --> 00:03:23.640]  各樣的危險
[00:03:23.640 --> 00:03:27.140]  所以保羅就在這裏一路數一路數
[00:03:27.140 --> 00:03:31.640]  他是經過什麼危險
[00:03:31.640 --> 00:03:37.440]  他說在大患難裏面主救了他
[00:03:37.440 --> 00:03:41.040]  而且主是幫助他
[00:03:41.040 --> 00:03:46.840]  將他從敵人的手裏面救拔出來
[00:03:46.840 --> 00:03:49.640]  我們都知道保羅的經歷
[00:03:49.640 --> 00:03:52.440]  真是非常之豐富
[00:03:52.440 --> 00:03:55.640]  他就在這裏誇自己
[00:03:55.640 --> 00:03:59.140]  原來我受了這麼多的患難
[00:03:59.140 --> 00:04:05.540]  他以受患難為主的名受患難而誇口
[00:04:05.540 --> 00:04:08.140]  各位我們有沒有這樣做過呢?
[00:04:08.140 --> 00:04:10.240]  可能我們一見到患難
[00:04:10.240 --> 00:04:11.840]  我們就走甲不抖
[00:04:11.840 --> 00:04:14.240]  甚至我們會不認主
[00:04:14.240 --> 00:04:18.040]  因為以免我們避開那些的患難
[00:04:18.040 --> 00:04:19.440]  求主憐憫我們
[00:04:19.440 --> 00:04:20.440]  幫助我們
[00:04:20.440 --> 00:04:21.940]  讓我們光強
[00:04:21.940 --> 00:04:23.840]  好像保羅一樣
[00:04:23.840 --> 00:04:26.240]  然後去到十二章
[00:04:26.240 --> 00:04:30.040]  保羅就講到他所得到的啟示
[00:04:30.040 --> 00:04:35.040]  他說由於可能我所得的啟示甚大
[00:04:35.040 --> 00:04:39.740]  神就將一根刺加在我的身上
[00:04:39.740 --> 00:04:42.940]  我三次求過主
[00:04:42.940 --> 00:04:46.040]  可不可以拿去這根刺
[00:04:46.040 --> 00:04:49.540]  但是主都沒有答應
[00:04:49.540 --> 00:04:54.040]  保羅沒有提到那根刺到底是什麼
[00:04:54.040 --> 00:04:57.040]  於是很多佳經家就在猜
[00:04:57.040 --> 00:05:01.040]  到底保羅身上那根刺是什麼
[00:05:01.040 --> 00:05:02.440]  有很多人在猜
[00:05:02.440 --> 00:05:05.340]  其實就是他有眼疾
[00:05:05.340 --> 00:05:07.240]  所以有時在書信裏面
[00:05:07.240 --> 00:05:10.340]  他說你看看我寫的字多麼大
[00:05:10.340 --> 00:05:11.640]  因為眼睛不好
[00:05:11.640 --> 00:05:15.040]  所以寫的字是很大隻的
[00:05:15.040 --> 00:05:16.640]  他求主
[00:05:16.640 --> 00:05:19.040]  但是主沒有來
[00:05:19.040 --> 00:05:21.040]  主怎樣跟他說呢?
[00:05:21.040 --> 00:05:27.240]  主說我的恩典是夠你用的
[00:05:27.240 --> 00:05:29.140]  沒錯
[00:05:29.140 --> 00:05:30.740]  你有苦楚
[00:05:30.740 --> 00:05:32.140]  你有患難
[00:05:32.140 --> 00:05:35.840]  但是我的恩典更加夠用
[00:05:35.840 --> 00:05:37.240]  所以保羅他說
[00:05:37.240 --> 00:05:41.340]  我誇的就是誇自己的軟弱
[00:05:41.340 --> 00:05:43.340]  我什麼時候軟弱
[00:05:43.340 --> 00:05:47.840]  我什麼時候就光強
[00:05:47.840 --> 00:05:53.340]  保羅的態度真是令我們很得幫助
[00:05:53.340 --> 00:05:56.140]  一個這樣神的僕人
[00:05:56.140 --> 00:05:59.640]  他只誇自己的軟弱
[00:05:59.640 --> 00:06:02.740]  他從來沒有為自己誇口
[00:06:02.740 --> 00:06:06.340]  原來神是要在他的身上
[00:06:06.340 --> 00:06:10.840]  顯明自己的恩典夠保羅用
[00:06:10.840 --> 00:06:13.740]  他說免得我誇口
[00:06:13.740 --> 00:06:18.240]  「原來神要保羅你不要牙刷刷」
[00:06:18.240 --> 00:06:22.740]  因為我的恩典是承托著你的
[00:06:22.740 --> 00:06:25.040]  他說為基督的緣故
[00:06:25.040 --> 00:06:30.740]  我就以軟弱、急難、患難為可喜樂
[00:06:30.740 --> 00:06:33.240]  因為我什麼時候軟弱
[00:06:33.240 --> 00:06:38.240]  我什麼時候就光強
[00:06:38.240 --> 00:06:45.040]  保羅那種態度他承受苦難
[00:06:45.040 --> 00:06:48.240]  但是神給他一份的恩力
[00:06:48.240 --> 00:06:53.140]  可以托得住這些身體上的苦痛
[00:06:53.140 --> 00:06:55.740]  各樣在外面來的患難
[00:06:55.740 --> 00:07:00.840]  而叫他能夠為主做美好的見證
[00:07:00.840 --> 00:07:02.940]  有力的見證
[00:07:02.940 --> 00:07:08.040]  我們今天都可以成為耶穌基督有力的見證人
[00:07:08.040 --> 00:07:10.840]  所以保羅就是我們的榜樣
[00:07:10.840 --> 00:07:14.640]  他自己經過很多種各樣的苦楚
[00:07:14.640 --> 00:07:18.440]  但是在他身上仍然以主為樂
[00:07:18.440 --> 00:07:21.040]  顯出基督的向氣
[00:07:21.040 --> 00:07:23.440]  好 去到第十三章
[00:07:23.440 --> 00:07:26.040]  就是哥倫多後書最後一章
[00:07:26.040 --> 00:07:30.640]  保羅說我第三次要去你們那裡
[00:07:30.640 --> 00:07:34.440]  保羅真的很愛哥倫多這間教會
[00:07:34.440 --> 00:07:36.640]  所以很多學者都說
