
[00:00:00.000 --> 00:00:03.880]  在《淡衣禮書》第二章第21節
[00:00:03.880 --> 00:00:06.400]  我們一統來只有一節的聖經來
[00:00:06.400 --> 00:00:10.960]  「他改變時候日期 廢亡立亡
[00:00:10.960 --> 00:00:16.360]  將智慧賜予智慧人 將知識賜予聰明人」
[00:00:16.360 --> 00:00:18.480]  我們就讀到這裡
[00:00:18.480 --> 00:00:23.400]  今天是我們教會第一次舉行緊急疏散演習
[00:00:23.400 --> 00:00:25.920]  我就想到在我們人生的過程當中
[00:00:25.920 --> 00:00:31.040]  不也是常常遇見一些緊急的危機情況嗎?
[00:00:31.040 --> 00:00:34.760]  有時候面對的是一些環境上的危機
[00:00:34.760 --> 00:00:37.440]  有時候我們面對的是心靈上的危機
[00:00:37.440 --> 00:00:39.320]  家庭上的危機
[00:00:39.320 --> 00:00:42.800]  有時候我們所面對的是一些信仰上的危機
[00:00:42.800 --> 00:00:45.040]  很多時候當我們面對這些危機的時候
[00:00:45.040 --> 00:00:47.960]  我們常常有一種無力感
[00:00:47.960 --> 00:00:51.080]  因為我們真的不知道要怎麼去面對
[00:00:51.080 --> 00:00:54.880]  這許多在我們生活周圍的改變
[00:00:54.880 --> 00:01:00.040]  我們也不知道怎麼樣能夠來度過這一次人生的難關
[00:01:00.040 --> 00:01:02.240]  其實很多時候基督徒也不例外
[00:01:02.240 --> 00:01:03.600]  常常我們也是這樣
[00:01:03.600 --> 00:01:07.760]  在面對危機的時候我們不知所措
[00:01:07.760 --> 00:01:10.880]  但是無論這個世界怎麼改變
[00:01:10.880 --> 00:01:12.680]  無論我們的環境怎麼改變
[00:01:12.680 --> 00:01:15.440]  弟兄姊妹你一定要確信一件事情
[00:01:15.440 --> 00:01:18.120]  那就是我們的主他仍坐在寶座上
[00:01:18.120 --> 00:01:19.320]  Amen
[00:01:19.320 --> 00:01:22.640]  他仍然在掌權 他永不改變
[00:01:22.640 --> 00:01:26.800]  事實上今天我們人生的每一個危機的背後
[00:01:26.800 --> 00:01:30.960]  其實都是有神所預備的轉機的
[00:01:30.960 --> 00:01:35.400]  只要我們在靈裡面敏銳於神的帶領
[00:01:35.400 --> 00:01:38.880]  我們總是能夠在人生的每一個危機當中
[00:01:38.880 --> 00:01:40.160]  經歷神的轉機
[00:01:40.160 --> 00:01:41.080]  Amen
[00:01:41.080 --> 00:01:43.000]  所以今天從三方面我們來分享
[00:01:43.000 --> 00:01:47.360]  怎麼樣經歷神的轉機在我們的生命當中
[00:01:47.360 --> 00:01:48.320]  第一個
[00:01:48.320 --> 00:01:52.240]  你一定要用積極的態度去面對危機
[00:01:52.240 --> 00:01:52.920]  跟你旁邊說
[00:01:52.920 --> 00:01:54.880]  用積極態度面對危機跟他說
[00:01:54.880 --> 00:01:57.200]  Amen
[00:01:57.200 --> 00:01:58.600]  羅馬書第八章二十八節
[00:01:58.600 --> 00:01:59.840]  我們很熟的經文這裡說
[00:01:59.840 --> 00:02:02.360]  我們曉得萬事都互相效力
[00:02:02.360 --> 00:02:04.240]  叫愛神人得益處
[00:02:04.240 --> 00:02:06.840]  就是按他旨意被造的人
[00:02:06.840 --> 00:02:08.040]  在這裡講到
[00:02:08.040 --> 00:02:13.600]  萬事能夠在神的手中都為我們來效力
[00:02:13.600 --> 00:02:15.160]  那這個萬事
[00:02:15.160 --> 00:02:20.360]  既然是萬事就表明是好的事也是不好的事
[00:02:20.360 --> 00:02:22.360]  我們看見是個順利的環境
[00:02:22.360 --> 00:02:24.520]  也可能是不順利的環境
[00:02:24.520 --> 00:02:26.280]  無論如何我們看見
[00:02:26.280 --> 00:02:29.600]  這一切事情都能夠在神的手中
[00:02:29.600 --> 00:02:32.680]  按神的心意來運作
[00:02:32.680 --> 00:02:36.400]  能夠為了使我們自終得到益處
[00:02:36.400 --> 00:02:37.280]  那你說
[00:02:37.280 --> 00:02:40.280]  危機能夠帶給我們好處嗎
[00:02:40.280 --> 00:02:41.760]  是可以帶給我們益處的
[00:02:41.760 --> 00:02:42.880]  三方面的好處
[00:02:42.880 --> 00:02:43.880]  第一個
[00:02:43.880 --> 00:02:48.880]  我們看見危機能夠使我們認識自己的軟弱
[00:02:48.880 --> 00:02:50.760]  跟你們說危機能夠使我們認識自己的軟弱
[00:02:50.760 --> 00:02:51.600]  跟他說
[00:02:51.600 --> 00:02:54.000]  (認識自己的軟弱)
[00:02:54.000 --> 00:02:57.040]  否則的話我們還自以為很剛強
[00:02:57.040 --> 00:02:58.160]  不是嗎
[00:02:58.160 --> 00:03:01.840]  我們常常覺得我們不需要神的幫助
[00:03:01.840 --> 00:03:05.960]  投資專家巴菲特曾經說過一句話非常有意思
[00:03:05.960 --> 00:03:11.680]  他說只有在退潮的時候才知道誰在裸泳
[00:03:11.680 --> 00:03:13.880]  的確在水漲的時候都看不見
[00:03:13.880 --> 00:03:15.800]  大家忙著在游泳游泳
[00:03:15.800 --> 00:03:19.640]  水一退才發現本相是如何
[00:03:19.640 --> 00:03:21.960]  才發現自己的不足
[00:03:21.960 --> 00:03:24.520]  才發現自己的缺乏
[00:03:24.520 --> 00:03:26.440]  這就好像彼得一樣
[00:03:26.440 --> 00:03:30.920]  一切順利的時候彼得在使徒當中不是都是帶頭的嗎
[00:03:30.920 --> 00:03:32.160]  都是他說話
[00:03:32.160 --> 00:03:33.720]  都覺得自己不錯
[00:03:33.720 --> 00:03:36.080]  自己是領袖
[00:03:36.080 --> 00:03:37.720]  只有在最後晚餐的時候
[00:03:37.720 --> 00:03:39.360]  主耶穌就對門徒們說
[00:03:39.360 --> 00:03:45.160]  今天晚上你們都要為我的緣故都要跌倒
[00:03:45.160 --> 00:03:48.680]  彼得一聽立刻就說眾人都會跌倒
[00:03:48.680 --> 00:03:51.480]  我呢永不跌倒
[00:03:51.480 --> 00:03:53.880]  他說我永不跌倒
[00:03:53.880 --> 00:03:56.880]  多麼偉大多麼勇敢
[00:03:56.880 --> 00:04:01.480]  可是沒想到在捉拿耶穌的官兵來到
[00:04:01.480 --> 00:04:03.480]  把耶穌捉拿之後
[00:04:03.480 --> 00:04:07.400]  在雞叫之前三次
[00:04:07.400 --> 00:04:10.600]  我們看見彼得就不認主
[00:04:10.600 --> 00:04:13.000]  當他不認主三次不認主之後
[00:04:13.000 --> 00:04:17.080]  聖經說耶穌就看著他
[00:04:17.080 --> 00:04:20.440]  彼得就出去抱頭痛哭
