
[00:00:00.000 --> 00:00:04.500]  自從我不太舒服之後,醫生就鼓勵我去游泳。
[00:00:04.500 --> 00:00:08.500]  當我身體不太舒服的時候,醫生鼓勵我多去游泳。
[00:00:08.500 --> 00:00:14.500]  自此以後,我每逢禮拜一至禮拜五,除了公衆假期不開之外,我都去游泳。
[00:00:14.500 --> 00:00:20.500]  從禮拜一到禮拜五,只要公衆假期不開的話,平常我都去游泳。
[00:00:21.000 --> 00:00:30.500]  每天我大約遊十五到二十個來回池左右,每次我去游泳池大約要遊十五到二十個來回。
[00:00:30.500 --> 00:00:34.500]  其實游泳的時間不是很長,大約三十分鐘左右。
[00:00:34.500 --> 00:00:38.500]  其實游泳的時間不是很長,大約三十分鐘左右。
[00:00:38.500 --> 00:00:43.500]  有時因爲接送的緣故,我很早就去到泳池。
[00:00:43.500 --> 00:00:48.500]  有時候因爲是健身的緣故,很早就到了游泳池。
[00:00:49.000 --> 00:00:55.500]  我們不太喜歡太早,但是有時七點鐘左右就已經到泳池跳下水游泳了。
[00:00:55.500 --> 00:01:02.500]  我其實並不想那麼早去,但是因爲就已經到了那麼早,有時候七點鐘就跳到游泳池。
[00:01:02.500 --> 00:01:12.500]  但是因爲太早的緣故,也有很多人趕着要上班一起去游泳的緣故,所以泳池的時間很多時候就不是開了所有游泳的限度。
[00:01:13.000 --> 00:01:20.500]  因爲大家都要趕在上班之前先去帶點身體游泳,那個時候很多泳島還沒有開。
[00:01:20.500 --> 00:01:23.500]  通常只有三條線讓我們游泳。
[00:01:23.500 --> 00:01:28.500]  通常只有三個泳道可以游泳,但是有二三十個人在裏面游泳。
[00:01:28.500 --> 00:01:31.500]  通常可能有二三十人在裏面游泳。
[00:01:31.500 --> 00:01:37.500]  所以有時一條線道就有四五個人一起在這裏循環地游泳。
[00:01:38.000 --> 00:01:43.500]  在一個泳道里面,有四五個人在裏面游泳是很正常的。
[00:01:43.500 --> 00:01:45.500]  你遊得慢一點都不行?
[00:01:45.500 --> 00:01:47.500]  如果遊得慢一點都不行。
[00:01:47.500 --> 00:01:50.500]  我就不是遊得很快,不過也不是最慢的那個。
[00:01:50.500 --> 00:01:54.500]  因爲我不是遊得很快,但我也不是最慢的那個。
[00:01:54.500 --> 00:02:02.500]  於是乎很多時候被遊得快的,要麼就抓住我的腳,要麼我的腳被他碰到。
[00:02:02.500 --> 00:02:05.500]  要麼我就遊得比前面的快,就被他的水一直踢。
[00:02:06.000 --> 00:02:10.500]  我可能要是遊得比較快的話,我就被前面的水踢我。
[00:02:10.500 --> 00:02:14.500]  所以經常頂着頂着,扎着扎着是很不順的。
[00:02:14.500 --> 00:02:20.500]  前面被人頂着,後面又被人碰着,這很不順暢。
[00:02:20.500 --> 00:02:26.500]  不過無論怎樣都好,我知道始終一路繼續游泳都可以游完這十五至二十個泳池。
[00:02:26.500 --> 00:02:31.500]  我也知道這麼遊的話,十五到二十個泳池來回是沒有問題的。
[00:02:32.000 --> 00:02:36.000]  因爲總之向前一定我的姿勢遊得比我遊。
[00:02:36.000 --> 00:02:39.500]  我知道一次往前肯定是用潰油的。
[00:02:39.500 --> 00:02:42.500]  來到今天我們看的約書亞紀念第六章。
[00:02:42.500 --> 00:02:45.500]  這次我們來到約書亞紀念第六章。
[00:02:45.500 --> 00:02:52.500]  約書亞帶領的以色列人在一個情況不像我游泳,還知道前面好像有路。
[00:02:52.500 --> 00:02:59.500]  他們來到第六章的時候,以色列人好像不知道前面是不是有路。
[00:03:00.000 --> 00:03:02.500]  以色列人剛剛過了約旦河。
[00:03:02.500 --> 00:03:04.500]  以色列人剛剛過了約旦河。
[00:03:04.500 --> 00:03:08.500]  我們知道過了約旦河的時候,以色列人正好神蹟出現。
[00:03:08.500 --> 00:03:12.500]  因爲我們都知道過約旦河的時候神蹟出現。
[00:03:12.500 --> 00:03:15.500]  於是約旦河的水就停了下來。
[00:03:15.500 --> 00:03:17.500]  因爲約旦河的水就停了下來。
[00:03:17.500 --> 00:03:26.500]  以色列人六十多萬的成年人,至少六十多萬的成年人,如果算上小童的,婦孺的,分分鐘的二百萬人就這樣過河了。
[00:03:27.000 --> 00:03:34.500]  至少六十多萬的成年人,如果算上小童的,分分鐘的二百萬人就這樣過河了。
[00:03:34.500 --> 00:03:39.500]  當他們過河之後,聖經告訴我們,河水就重新再流。
[00:03:39.500 --> 00:03:45.500]  就是聖經告訴我們,當他們過完河以後,河水繼續往前流。
[00:03:45.500 --> 00:03:49.500]  而當時也都正值約旦河氾濫的時期。
[00:03:49.500 --> 00:03:52.500]  其實當時正是約旦河氾濫的時期。
[00:03:52.500 --> 00:03:55.500]  意思就是以色列人已經沒有後退的機會。
[00:03:56.000 --> 00:03:58.500]  意思就是以色列人已經沒有後退的機會。
[00:03:58.500 --> 00:04:00.500]  他們只可以往前走。
[00:04:00.500 --> 00:04:02.500]  他們只可以往前走。
[00:04:02.500 --> 00:04:10.500]  例如我們在聖經第五章的最後,我們知道以色列民主主義者在約耶利哥城對開的平原紮營。
[00:04:10.500 --> 00:04:17.500]  從第五章我們知道,以色列人當時在耶利哥城對面的平原大營。
[00:04:17.500 --> 00:04:19.500]  預備去繼續前行。
[00:04:19.500 --> 00:04:20.500]  預備前行。
[00:04:20.500 --> 00:04:22.500]  攻打耶利哥城。
[00:04:22.500 --> 00:04:24.500]  需要攻打耶利哥城。
[00:04:25.000 --> 00:04:26.500]  因爲耶利哥城已經交在你的手上了。
[00:04:26.500 --> 00:04:29.500]  因爲耶利哥城已經交在你手上了。
[00:04:29.500 --> 00:04:38.500]  但是我們也讀過,約書亞就差派了兩個探子進去耶利哥城裏面,去查探耶利哥城的實況是如何。
[00:04:38.500 --> 00:04:46.500]  因爲其實我們前面講過,約書亞曾經派這兩個探子到耶利哥城去打聽耶利哥城的情況。
[00:04:46.500 --> 00:04:48.500]  根據探子回來的回覆。
[00:04:48.500 --> 00:04:50.500]  根據探子回來的回報。
[00:04:50.500 --> 00:04:53.500]  探子說,沒有問題了,我們可以進去。
[00:04:54.000 --> 00:04:55.500]  沒有問題了,我們可以進去。
[00:04:55.500 --> 00:04:57.500]  因爲裏面的人心已經消化了。
[00:04:57.500 --> 00:05:00.500]  因爲裏面的人心已經消化了。
[00:05:00.500 --> 00:05:03.500]  耶利哥王已經嚇得被哥窿都沒有肉了。
[00:05:03.500 --> 00:05:07.500]  就是說,耶利哥王已經嚇得是魂飛魄散了。
[00:05:07.500 --> 00:05:10.500]  廣東話就叫做,喫硬就沒有喫硬。
[00:05:10.500 --> 00:05:12.500]  就是說,贏定了。
[00:05:12.500 --> 00:05:15.500]  就是說,贏定了這場仗。
[00:05:15.500 --> 00:05:20.500]  但是當我們一來到第六章的時候,我們發現情況有些變化。
[00:05:21.000 --> 00:05:24.500]  當我們一來到第六章的時候,我們發現情況有些變化。
[00:05:24.500 --> 00:05:26.500]  發現好像沒有路可走。
[00:05:26.500 --> 00:05:28.500]  發現好像沒有路可走。
[00:05:28.500 --> 00:05:32.500]  他不像我游泳就知道只要繼續游泳前面都可以遊。
[00:05:32.500 --> 00:05:36.500]  就不像我游泳一樣,如果記得我前行有運河遊。
[00:05:36.500 --> 00:05:38.500]  他發現前面阻了一條路。
[00:05:38.500 --> 00:05:39.500]  他發現前面阻了一條路。
