
[00:00:00.000 --> 00:00:02.720]  讓我們開始的時候,我們先做一個祈禱
[00:00:02.720 --> 00:00:05.280]  主啊,我們很感謝祢
[00:00:05.280 --> 00:00:08.240]  祢每個星期都給我們有利的懷孕
[00:00:08.240 --> 00:00:11.760]  求祢這個時候,祢的靈就與我們同在
[00:00:11.760 --> 00:00:14.040]  親自來教導我們
[00:00:14.040 --> 00:00:16.480]  特別是,使我們能夠知道
[00:00:16.480 --> 00:00:18.480]  祢將我們聚在一起
[00:00:18.480 --> 00:00:20.080]  成為弟兄姊妹
[00:00:20.080 --> 00:00:22.080]  一定是有祢的心意
[00:00:22.080 --> 00:00:25.480]  雖然人的路也許是不同
[00:00:25.480 --> 00:00:28.240]  但祢的道,始終是不變
[00:00:28.480 --> 00:00:32.280]  求祢讓我們真的能夠按著祢的心意
[00:00:32.280 --> 00:00:33.680]  能夠與祢同行
[00:00:33.680 --> 00:00:35.680]  禱告奉主耶穌基督的聖名
[00:00:35.680 --> 00:00:37.680]  阿門
[00:00:37.680 --> 00:00:42.280]  大家有沒有看過這張圖畫
[00:00:42.280 --> 00:00:45.080]  大家應該都很熟悉吧
[00:00:45.080 --> 00:00:47.080]  猜一猜,想一想也知道它說什麼
[00:00:47.080 --> 00:00:51.080]  有一個小朋友,他考試作弊
[00:00:51.080 --> 00:00:53.880]  被他爸爸知道了
[00:00:53.880 --> 00:00:55.880]  當然是很生氣
[00:00:57.480 --> 00:01:00.080]  爸爸說,你錯就是要認
[00:01:00.080 --> 00:01:02.080]  打就是要站穩
[00:01:02.080 --> 00:01:04.080]  這是原則的問題
[00:01:04.080 --> 00:01:06.080]  是不能夠妥協的
[00:01:06.080 --> 00:01:09.080]  如果不是這樣,你將來
[00:01:09.080 --> 00:01:11.080]  就會一錯再錯
[00:01:11.080 --> 00:01:13.080]  怎麼可以做得成人呢
[00:01:13.080 --> 00:01:15.080]  媽媽怎麼說
[00:01:15.080 --> 00:01:19.080]  她很擔心兒子受不住這些壓力
[00:01:19.080 --> 00:01:23.080]  內心可能有罪疚感
[00:01:23.080 --> 00:01:25.080]  會收起自己
[00:01:25.080 --> 00:01:27.080]  於是陪他
[00:01:28.080 --> 00:01:30.080]  跟他聊天
[00:01:30.080 --> 00:01:32.080]  甚至跟他一起來面對
[00:01:32.080 --> 00:01:35.080]  希望在這個接納之中
[00:01:35.080 --> 00:01:38.080]  能夠使他重新起來
[00:01:38.080 --> 00:01:41.080]  其實這兩個人
[00:01:41.080 --> 00:01:43.080]  這兩位父母
[00:01:43.080 --> 00:01:45.080]  都是很愛他的小朋友
[00:01:45.080 --> 00:01:48.080]  但是他們所做的方法
[00:01:48.080 --> 00:01:50.080]  可能是完全不同的
[00:01:50.080 --> 00:01:52.080]  他們之間
[00:01:52.080 --> 00:01:54.080]  大家有沒有想過
[00:01:54.080 --> 00:01:56.080]  誰是對的,誰是不對的呢
[00:01:57.080 --> 00:01:59.080]  其實這種情況
[00:01:59.080 --> 00:02:01.080]  不單在家庭裡出現
[00:02:01.080 --> 00:02:03.080]  在教會裡
[00:02:03.080 --> 00:02:05.080]  也可能會發生
[00:02:05.080 --> 00:02:08.080]  當兩個很愛主的弟兄或姐妹
[00:02:08.080 --> 00:02:11.080]  他們做事很認真
[00:02:11.080 --> 00:02:14.080]  他們對同一件事情
[00:02:14.080 --> 00:02:16.080]  可能也有不同的看法
[00:02:16.080 --> 00:02:18.080]  那會怎樣呢
[00:02:18.080 --> 00:02:20.080]  大家有沒有想過
[00:02:20.080 --> 00:02:23.080]  今天我們所讀的這段經文
[00:02:23.080 --> 00:02:25.080]  其實都讓我們看到
[00:02:25.080 --> 00:02:27.080]  在聖經裡
[00:02:27.080 --> 00:02:30.080]  即使是兩位黃金搭檔
[00:02:30.080 --> 00:02:32.080]  保羅和巴拿巴
[00:02:32.080 --> 00:02:35.080]  他們兩個都是神所重用的僕人
[00:02:35.080 --> 00:02:37.080]  但是到最後
[00:02:37.080 --> 00:02:39.080]  你看到他們兩個
[00:02:39.080 --> 00:02:41.080]  可能要分開來走
[00:02:41.080 --> 00:02:43.080]  大家走不同的路
[00:02:43.080 --> 00:02:45.080]  路加他非常誠實
[00:02:45.080 --> 00:02:47.080]  他沒有維護誰是對的
[00:02:47.080 --> 00:02:49.080]  誰是不對的
[00:02:49.080 --> 00:02:51.080]  今天我們
[00:02:51.080 --> 00:02:53.080]  跟大家一起思想一個問題
[00:02:53.080 --> 00:02:55.080]  到底當我們路不同的時候
[00:02:55.080 --> 00:02:59.080]  我們還可不可以說是道相同呢
[00:02:59.080 --> 00:03:07.080]  現在就讓我們回到兩千多年前
[00:03:07.080 --> 00:03:09.080]  那個非常火爆的
[00:03:09.080 --> 00:03:11.080]  宣教會議
[00:03:11.080 --> 00:03:14.080]  來看看這兩位宣教巨人
[00:03:14.080 --> 00:03:16.080]  他們怎樣吵起來
[00:03:16.080 --> 00:03:18.080]  我會將三個部分
[00:03:18.080 --> 00:03:20.080]  分三個部分
[00:03:20.080 --> 00:03:22.080]  跟大家一起來分享
[00:03:24.080 --> 00:03:26.080]  經文第39節說到
[00:03:26.080 --> 00:03:28.080]  保羅和巴拿巴
[00:03:28.080 --> 00:03:30.080]  是為了需不需要
[00:03:30.080 --> 00:03:32.080]  帶上馬可
[00:03:32.080 --> 00:03:34.080]  一起來宣教
[00:03:34.080 --> 00:03:37.080]  於是兩人就發生了爭執
[00:03:37.080 --> 00:03:40.080]  甚至說到要彼此分開
[00:03:40.080 --> 00:03:44.080]  聖經這裡用了一個很強烈的希臘文
[00:03:44.080 --> 00:03:46.080]  就是爭論這個事
[00:03:46.080 --> 00:03:52.080]  意思不是摸著酒杯底來討論
[00:03:52.080 --> 00:03:54.080]  而是
[00:03:54.080 --> 00:03:57.080]  這個字表達的意思就是說
[00:03:57.080 --> 00:03:59.080]  是拍台白燈
[00:03:59.080 --> 00:04:03.080]  這樣是扯到痕的
[00:04:03.080 --> 00:04:07.080]  大家有沒有想過當時的情況
[00:04:07.080 --> 00:04:12.080]  說保羅需要去探望
[00:04:12.080 --> 00:04:15.080]  在上一次宣教的時候
[00:04:15.080 --> 00:04:17.080]  那裡的弟兄姊妹
[00:04:17.080 --> 00:04:19.080]  他心裡可能在想
[00:04:19.080 --> 00:04:21.080]  宣教是一個肅靈的征戰
[00:04:22.080 --> 00:04:24.080]  宣教團隊是需要
[00:04:24.080 --> 00:04:26.080]  很嚴肅的紀律和效率的
[00:04:26.080 --> 00:04:28.080]  所以他可能跟巴拿巴說
[00:04:28.080 --> 00:04:30.080]  巴拿巴
[00:04:30.080 --> 00:04:32.080]  上次宣教的時候
[00:04:32.080 --> 00:04:34.080]  馬可這個小子
[00:04:34.080 --> 00:04:36.080]  在別家臨陣退縮
[00:04:36.080 --> 00:04:39.080]  他對這個呼召很不認真
[00:04:39.080 --> 00:04:42.080]  如果這次我們都帶他去
[00:04:42.080 --> 00:04:44.080]  可能有很大風險
[00:04:44.080 --> 00:04:48.080]  雖然在這裡
[00:04:48.080 --> 00:04:50.080]  聖經沒有說明
[00:04:50.080 --> 00:04:52.080]  馬可為什麼臨陣退縮
[00:04:52.080 --> 00:04:55.080]  但是從經文的背景
[00:04:55.080 --> 00:04:57.080]  大家可以推敲
[00:04:57.080 --> 00:04:59.080]  想一想原來當時
[00:04:59.080 --> 00:05:01.080]  他們的旅程
[00:05:01.080 --> 00:05:03.080]  可能也有些關係
[00:05:03.080 --> 00:05:05.080]  因為跟別家出發
[00:05:05.080 --> 00:05:07.080]  他們需要走內陸
[00:05:07.080 --> 00:05:10.080]  所以要攀山越嶺
[00:05:10.080 --> 00:05:12.080]  是很辛苦的
[00:05:12.080 --> 00:05:15.080]  加上大家都知道
[00:05:15.080 --> 00:05:17.080]  跟耶路撒冷會議之後
[00:05:17.080 --> 00:05:19.080]  其實宣教的主導權
[00:05:19.080 --> 00:05:21.080]  去了保羅那裡
[00:05:21.080 --> 00:05:24.080]  他的主要宣教對象
[00:05:24.080 --> 00:05:26.080]  當然是那些外邦人
[00:05:26.080 --> 00:05:29.080]  對一個在耶路撒冷
[00:05:29.080 --> 00:05:33.080]  跟上來的年輕信徒來說
[00:05:33.080 --> 00:05:37.080]  不單只是他的意志和體力的關係
[00:05:37.080 --> 00:05:39.080]  可能在屬靈上
[00:05:39.080 --> 00:05:41.080]  一時是難以適應的
[00:05:41.080 --> 00:05:45.080]  所以馬可的離開
[00:05:45.080 --> 00:05:48.080]  可能對當時的宣教團隊
[00:05:48.080 --> 00:05:51.080]  帶來了很多的不便
[00:05:51.080 --> 00:05:55.080]  宣教當然我們都知道
[00:05:55.080 --> 00:05:56.080]  不是去旅行
[00:05:56.080 --> 00:05:58.080]  不是請客吃飯
[00:05:58.080 --> 00:06:00.080]  是要付上代價的
[00:06:00.080 --> 00:06:04.080]  所以保羅他對這些服侍的態度
[00:06:04.080 --> 00:06:06.080]  是有所保留
[00:06:06.080 --> 00:06:09.080]  因此可能他所針對的
[00:06:09.080 --> 00:06:11.080]  不是馬可他本人
[00:06:11.080 --> 00:06:15.080]  而是他那種不負責任的態度
[00:06:15.080 --> 00:06:17.080]  而馬可是誰呢?
[00:06:18.080 --> 00:06:20.080]  馬可曾經說過
[00:06:20.080 --> 00:06:23.080]  他是巴拿巴的表弟
[00:06:23.080 --> 00:06:27.080]  雖然他們兩個人有親戚的關係
[00:06:27.080 --> 00:06:28.080]  但是巴拿巴
[00:06:28.080 --> 00:06:30.080]  我們都知道這位勸惠子
[00:06:30.080 --> 00:06:32.080]  他所看到的
[00:06:32.080 --> 00:06:35.080]  不是那個有問題的人物
[00:06:35.080 --> 00:06:39.080]  而是那個還有機會的小朋友
[00:06:39.080 --> 00:06:43.080]  所以巴拿巴可能就跟保羅說
[00:06:43.080 --> 00:06:46.080]  他說馬可他上次臨陣退縮
[00:06:46.080 --> 00:06:48.080]  他真的不對
[00:06:48.080 --> 00:06:51.080]  如果我們這次不讓他有機會
[00:06:51.080 --> 00:06:53.080]  他這輩子可能也不能翻身
[00:06:53.080 --> 00:06:57.080]  耶穌不是要拯救失喪的人嗎?
[00:06:57.080 --> 00:06:59.080]  各位弟兄姊妹
[00:06:59.080 --> 00:07:01.080]  他們兩個人都不是壞人
[00:07:01.080 --> 00:07:03.080]  保羅不一定是脾氣差
[00:07:03.080 --> 00:07:05.080]  但是他有他的理由
[00:07:05.080 --> 00:07:07.080]  而聖經更加說到
[00:07:07.080 --> 00:07:09.080]  巴拿巴他是一個好人
[00:07:09.080 --> 00:07:11.080]  他被聖靈充滿
[00:07:11.080 --> 00:07:15.080]  其實他們兩個都是對的
[00:07:15.080 --> 00:07:18.080]  只不過是他們從不同的角度
[00:07:18.080 --> 00:07:21.080]  來考慮這個問題
[00:07:21.080 --> 00:07:24.080]  就好像我們經常說的
[00:07:24.080 --> 00:07:26.080]  盲人來摸象
[00:07:26.080 --> 00:07:28.080]  摸到象牙的
[00:07:28.080 --> 00:07:32.080]  就會覺得真理真是多麼尖銳
[00:07:32.080 --> 00:07:34.080]  是會刺痛人的
[00:07:34.080 --> 00:07:36.080]  摸到象耳的那個就說
[00:07:36.080 --> 00:07:38.080]  恩典是多麼柔軟
[00:07:38.080 --> 00:07:40.080]  是多麼溫暖
[00:07:40.080 --> 00:07:43.080]  因此他們可能兩個人是各持己見
[00:07:43.080 --> 00:07:45.080]  兩不相讓
[00:07:45.080 --> 00:07:47.080]  其實在教會裏面
