
[00:00:00.000 --> 00:00:10.500]  掌聲為你們好,我們一起先有個祈禱好嗎?
[00:00:10.500 --> 00:00:16.500]  主,今天晚上祢與我們同在,讓我們聽見主祢的聲音
[00:00:16.500 --> 00:00:19.000]  讓我們不只是聽見別人說的話
[00:00:19.000 --> 00:00:24.500]  我們聽見耶穌藉著聖靈在我們心裡面跟我們說話
[00:00:24.500 --> 00:00:27.500]  祢光照我們,讓我們明白祢的心腸
[00:00:27.500 --> 00:00:31.500]  讓我們知道祢要我們將來如何行
[00:00:31.500 --> 00:00:37.500]  也讓我們藉著聖靈經歷到祢的愛、祢的同在、祢的揀選
[00:00:37.500 --> 00:00:40.000]  祢看我們是何等的寶貴
[00:00:40.000 --> 00:00:41.500]  親愛的主,我們多謝祢
[00:00:41.500 --> 00:00:44.500]  聽我們的禱告,奉耶穌基督的聖名
[00:00:44.500 --> 00:00:46.500]  Amen
[00:00:46.500 --> 00:00:52.500]  很久之前,世界沒有像現在香港那麼富裕
[00:00:52.500 --> 00:00:56.000]  當時有些人沒有獎學金那些東西
[00:00:56.000 --> 00:01:00.500]  有些人讀大學是會半工讀的
[00:01:00.500 --> 00:01:04.500]  有讀書,有出來工作,賺錢來交學費
[00:01:04.500 --> 00:01:07.000]  有一個大學生就是這樣的
[00:01:07.000 --> 00:01:13.500]  他在白天讀書,平時放學的時候,或者有空的時候
[00:01:13.500 --> 00:01:16.000]  他就用來做銷售
[00:01:16.000 --> 00:01:21.000]  有些銷售是逐家逐戶去call call、去拍門的
[00:01:21.000 --> 00:01:24.500]  這個大學生就是這樣做的
[00:01:24.500 --> 00:01:27.000]  每天逐家逐戶去拍門
[00:01:27.000 --> 00:01:28.500]  這天差不多到黃昏了
[00:01:28.500 --> 00:01:31.000]  但是他一單生意都沒有發展
[00:01:31.000 --> 00:01:34.500]  弄著弄著就有一點點肚子餓
[00:01:34.500 --> 00:01:39.500]  當時沒有現在7-11賣東西、沒有foodpanda、沒有送東西
[00:01:39.500 --> 00:01:41.500]  加上他沒有什麼錢
[00:01:41.500 --> 00:01:45.500]  就想著如果去下一家,找不到生意也好
[00:01:45.500 --> 00:01:49.500]  問他看看有沒有東西吃,弄個麵包吃也好
[00:01:49.500 --> 00:01:56.500]  結果開門,竟然是一個小妹妹
[00:01:56.500 --> 00:01:58.500]  這個小妹妹已經十多歲了
[00:01:58.500 --> 00:02:02.500]  小妹妹開門,這個大學生有一點害羞
[00:02:02.500 --> 00:02:07.500]  明明很餓,竟然說可不可以借杯水來喝
[00:02:07.500 --> 00:02:11.500]  小妹妹一看他,明明看他的樣子好像很餓
[00:02:11.500 --> 00:02:16.500]  但是又要杯水,就倒了一杯很大的鮮奶給他
[00:02:16.500 --> 00:02:19.500]  這個大學生很餓嘛
[00:02:19.500 --> 00:02:22.000]  很餓就咕咕咕咕,全部喝光了
[00:02:22.000 --> 00:02:26.500]  喝完之後,沒錢就問人家多少錢
[00:02:26.500 --> 00:02:30.000]  這個小妹妹就說,不用錢的
[00:02:30.000 --> 00:02:33.500]  爸爸教我,幫助別人是不需要回報的
[00:02:33.500 --> 00:02:36.000]  這個學生有一點感動
[00:02:36.000 --> 00:02:40.000]  就對他說,那就多謝你了
[00:02:40.000 --> 00:02:43.500]  這個學生離開,走在街上的時候
[00:02:43.500 --> 00:02:45.500]  他不單是肚子餓了
[00:02:45.500 --> 00:02:49.500]  但不知道為什麼,心裡好像有一點暖意
[00:02:49.500 --> 00:02:51.500]  有一點點的力量
[00:02:51.500 --> 00:02:55.500]  原來半工讀的生涯也不是很容易
[00:02:55.500 --> 00:02:59.000]  一直讀書,又工作,其實很辛苦
[00:02:59.000 --> 00:03:04.500]  熬了一段時間,其實心裡也有一點點想放棄
[00:03:04.500 --> 00:03:07.500]  算了,就出來找事做,不要讀了
[00:03:07.500 --> 00:03:11.500]  但是因為喝完這杯奶,不知道為什麼
[00:03:11.500 --> 00:03:17.000]  有一種好像能力一樣,他就覺得好像有些心靈的能力
[00:03:17.000 --> 00:03:22.000]  讓他繼續向前,繼續去奮鬥
[00:03:22.000 --> 00:03:24.500]  話說很多很多年後
[00:03:24.500 --> 00:03:29.000]  這個女孩子患上一種急病
[00:03:29.000 --> 00:03:31.000]  這種急病是很罕見的
[00:03:31.000 --> 00:03:36.000]  她的小鎮的醫生都沒有辦法處理,醫不好
[00:03:36.000 --> 00:03:43.500]  她的爸爸唯有在玉尺送她去大城市找全城最好的私家醫院
[00:03:43.500 --> 00:03:47.000]  據聞有一個醫生是相當好的
[00:03:47.000 --> 00:03:50.000]  找這個醫生,看看他肯不肯醫
[00:03:50.000 --> 00:03:54.500]  醫生一眼看著這個小女孩,就一口答應了
[00:03:54.500 --> 00:03:58.000]  並且悉心地照顧她
[00:03:58.000 --> 00:04:00.000]  經過幾個月的努力
[00:04:00.000 --> 00:04:04.000]  這個女孩子的病終於痊癒了
[00:04:04.000 --> 00:04:06.000]  她就快出院那天
[00:04:06.000 --> 00:04:09.000]  如果大家試過去醫院都知道
[00:04:09.000 --> 00:04:15.000]  出院的時候,那個姑娘會送一張帳單到病床上放在桌子上
[00:04:15.000 --> 00:04:21.000]  女孩子想想,她住全城最好的私家醫院幾個月
[00:04:21.000 --> 00:04:24.000]  再加上全城最好的醫生
[00:04:24.000 --> 00:04:27.000]  那個帳單一定是天文數字
[00:04:27.000 --> 00:04:30.000]  她一時間就不敢打開來看
[00:04:30.000 --> 00:04:34.000]  但你也知道,不敢打開,始終都要打開
[00:04:34.000 --> 00:04:36.000]  隔了一會兒,她真的會揭開
[00:04:36.000 --> 00:04:38.000]  揭開這張紙,裡面寫什麼呢?
[00:04:38.000 --> 00:04:42.000]  一杯鮮奶足夠找清所有的數
[00:04:42.000 --> 00:04:44.000]  Dr. Howard Kelly
[00:04:44.000 --> 00:04:53.000]  Dr. Howard Kelly 是醫療界有一種叫苦科尊科的創辦人
[00:04:53.000 --> 00:04:56.000]  也是當年的窮惡生
[00:04:56.000 --> 00:04:59.000]  一杯好像微不足道的鮮奶
[00:04:59.000 --> 00:05:01.000]  你隨便在街上都買得到
[00:05:01.000 --> 00:05:04.000]  你隨便倒杯都倒得到
[00:05:04.000 --> 00:05:07.000]  但卻是給人一個莫大的祝福
[00:05:07.000 --> 00:05:11.000]  令人人生天上之財
[00:05:11.000 --> 00:05:16.000]  這個女孩子是一個美好的服侍者
[00:05:16.000 --> 00:05:18.000]  服侍者是服侍人
[00:05:18.000 --> 00:05:22.000]  服侍人也是耶穌基督給我們的使命
[00:05:22.000 --> 00:05:24.000]  大家年輕
[00:05:24.000 --> 00:05:30.000]  但我們都知道總有一天,我們會見耶穌基督的面
[00:05:30.000 --> 00:05:33.000]  你見耶穌基督的面的時候
[00:05:33.000 --> 00:05:36.000]  你猜他稱呼你是什麼?
[00:05:36.000 --> 00:05:41.000]  我覺得他不是稱呼你「又忠心又良善」的經理
[00:05:41.000 --> 00:05:45.000]  他不是叫你稱呼「又忠心又良善」的組長
[00:05:45.000 --> 00:05:49.000]  也不是稱呼你「又忠心又良善」的CEO
[00:05:49.000 --> 00:05:51.000]  他稱呼什麼呢?
[00:05:51.000 --> 00:05:56.000]  稱呼你是「又忠心又良善的僕人」
[00:05:56.000 --> 00:06:00.000]  「僕人」這個字在整本聖經、新約聖經
[00:06:00.000 --> 00:06:02.000]  一共出現了3126次
[00:06:02.000 --> 00:06:05.000]  等於越出現多的
[00:06:05.000 --> 00:06:08.000]  顯示神越重視這件事
[00:06:08.000 --> 00:06:11.000]  「僕人」就是我們所說的「服侍人」的人
[00:06:11.000 --> 00:06:14.000]  也是「服侍者」
[00:06:14.000 --> 00:06:16.000]  什麼是「服侍」呢?
[00:06:16.000 --> 00:06:18.000]  就是我們每一個都可以做到的
[00:06:18.000 --> 00:06:21.000]  就是你用具體行動
[00:06:21.000 --> 00:06:25.000]  讓另外一些人的人生添上色彩
[00:06:25.000 --> 00:06:28.000]  令他們的生命覺得更加美好
[00:06:28.000 --> 00:06:33.000]  一個真正的「服侍者」是「有心的服侍者」
[00:06:33.000 --> 00:06:35.000]  什麼是「有心的服侍者」呢?
[00:06:35.000 --> 00:06:41.000]  這個人是一種合神心意的心態
[00:06:41.000 --> 00:06:44.000]  是一種與這個世界不同的價值觀
[00:06:44.000 --> 00:06:48.000]  今天我們講到一個主角叫做「安德烈」
[00:06:48.000 --> 00:06:51.000]  安德烈是一個很好的「服侍者」
[00:06:51.000 --> 00:06:53.000]  安德烈可能大家看聖經都很熟悉
[00:06:53.000 --> 00:06:55.000]  他是使徒彼得的弟弟
[00:06:55.000 --> 00:06:57.000]  彼得是他的哥哥
