
[00:00:00.000 --> 00:00:04.920]  今年就是我的絕作
[00:00:04.920 --> 00:00:07.200]  寫了這本書20週年
[00:00:07.200 --> 00:00:09.200]  所以今天是父親節
[00:00:09.200 --> 00:00:11.840]  既然這本書是講大衛的家庭
[00:00:11.840 --> 00:00:13.580]  主要是講家庭的
[00:00:13.580 --> 00:00:16.780]  相信可能都應該再講一講
[00:00:16.780 --> 00:00:21.780]  在書中寫關乎父親的一些研究
[00:00:21.780 --> 00:00:27.180]  以及在大衛給我們看見他的家庭中
[00:00:27.180 --> 00:00:29.580]  有值得尷尬的地方
[00:00:29.580 --> 00:00:31.580]  亦都值得學習的地方
[00:00:31.580 --> 00:00:35.460]  所以今天的主題是從大衛家庭
[00:00:35.460 --> 00:00:37.460]  看父親對兒女的影響
[00:00:37.460 --> 00:00:39.460]  講到大衛家庭
[00:00:39.460 --> 00:00:43.400]  在我的研究中包括了他的爸爸
[00:00:43.400 --> 00:00:45.400]  因為他是原生家庭
[00:00:45.400 --> 00:00:48.700]  所以今天我會從大衛的爸爸
[00:00:48.700 --> 00:00:52.060]  講一下他和子女之間
[00:00:52.060 --> 00:00:56.380]  特別是大衛身上的一些影響和關係
[00:00:56.380 --> 00:01:00.380]  跟著第二方面就從大衛
[00:01:00.380 --> 00:01:05.420]  講一下他自己和子女之間的關係
[00:01:05.420 --> 00:01:11.100]  兩個都是講一個缺點一個優點
[00:01:11.100 --> 00:01:13.100]  缺點我們就尷尬
[00:01:13.100 --> 00:01:15.100]  優點就學習
[00:01:15.100 --> 00:01:17.100]  先來看看大衛的爸爸
[00:01:17.100 --> 00:01:19.100]  大衛的爸爸是誰
[00:01:27.100 --> 00:01:29.100]  講到耶西
[00:01:29.100 --> 00:01:36.740]  我們知道她是波亞斯和路德的孫
[00:01:36.740 --> 00:01:40.900]  所以大衛就是波亞斯的曾孫
[00:01:40.900 --> 00:01:44.660]  所以在路德記記載
[00:01:44.660 --> 00:01:48.860]  當波亞斯和路德結婚之後就生
[00:01:48.860 --> 00:01:50.860]  然後一直數下去
[00:01:50.860 --> 00:01:52.860]  他就數耶西跟著大衛
[00:01:52.860 --> 00:01:56.860]  所以我們見到耶西在聖經裏面
[00:01:56.860 --> 00:02:00.860]  是出現了有超過20次之多
[00:02:00.860 --> 00:02:02.860]  所以很多時候都是形容
[00:02:02.860 --> 00:02:06.860]  關乎和大衛有關的記載
[00:02:06.860 --> 00:02:09.860]  有些地方就是被人奚落的時候
[00:02:09.860 --> 00:02:15.860]  如果大家記得那一班惡男人
[00:02:15.860 --> 00:02:18.860]  去藐視大衛的時候
[00:02:18.860 --> 00:02:20.860]  就是耶西的兒子
[00:02:20.860 --> 00:02:24.860]  但大部分都是講耶西的兒子是正面的
[00:02:24.860 --> 00:02:27.860]  而事實上在以賽亞書
[00:02:27.860 --> 00:02:31.860]  有記載關乎耶西的本
[00:02:31.860 --> 00:02:33.860]  講到微塞亞
[00:02:33.860 --> 00:02:35.860]  救主出於大衛的後裔
[00:02:35.860 --> 00:02:38.860]  他才是講耶西的本
[00:02:38.860 --> 00:02:42.860]  羅馬書就講到他是耶西的根
[00:02:42.860 --> 00:02:46.860]  即是耶穌基督從大衛家族而出
[00:02:46.860 --> 00:02:48.860]  就講他是耶西的根
[00:02:48.860 --> 00:02:51.860]  所以大衛和耶西之間
[00:02:51.860 --> 00:02:58.860]  在聖經裏面的確有不少地方提到
[00:02:58.860 --> 00:03:02.860]  我們知道我們讀過的經文
[00:03:02.860 --> 00:03:05.860]  在三國義記上十六章、十七章
[00:03:05.860 --> 00:03:07.860]  有關耶西和大衛的記載
[00:03:07.860 --> 00:03:09.860]  我們可以看見第一方面
[00:03:09.860 --> 00:03:11.860]  我們都曾經提過
[00:03:11.860 --> 00:03:17.860]  就是大衛不被父親重視
[00:03:17.860 --> 00:03:22.860]  在神吩咐撒姆爾去到耶西的家裏
[00:03:22.860 --> 00:03:28.860]  去選照將來要高立的以色列王
[00:03:28.860 --> 00:03:31.860]  當時撒姆爾不知道是誰
[00:03:31.860 --> 00:03:35.860]  只知道他是耶西的其中一個兒子
[00:03:35.860 --> 00:03:39.860]  所以他就通知他們有一個大宴席
[00:03:39.860 --> 00:03:43.860]  一起獻平安祭
[00:03:43.860 --> 00:03:46.860]  所以是一個很豐富的場合
[00:03:46.860 --> 00:03:50.860]  很專榮、很特殊的日子
[00:03:50.860 --> 00:03:56.860]  當撒姆爾以為耶西是第一個兒子
[00:03:56.860 --> 00:03:58.860]  又不是第二個兒子
[00:03:58.860 --> 00:04:00.860]  一直數下去
[00:04:00.860 --> 00:04:02.860]  發現原來神說不是
[00:04:02.860 --> 00:04:04.860]  都不是頭七個
[00:04:04.860 --> 00:04:10.860]  結果撒姆爾問耶西你還有沒有兒子
[00:04:10.860 --> 00:04:13.860]  耶西說還有一個
[00:04:13.860 --> 00:04:15.860]  這個是最小的
[00:04:15.860 --> 00:04:16.860]  在哪裏呢?
[00:04:16.860 --> 00:04:18.860]  他說現在在放羊
[00:04:18.860 --> 00:04:20.860]  我們已經說過
[00:04:20.860 --> 00:04:22.860]  在耶西的心目中
[00:04:22.860 --> 00:04:24.860]  不單止這些重要場合
[00:04:24.860 --> 00:04:27.860]  這些重要的家庭宴會
[00:04:27.860 --> 00:04:31.860]  沒有他的小兒子大衛
[00:04:31.860 --> 00:04:35.860]  他根本沒可能想到
[00:04:35.860 --> 00:04:38.860]  他將來可能成為以色列的皇帝
[00:04:38.860 --> 00:04:40.860]  根本不是這個材料
[00:04:40.860 --> 00:04:43.860]  所以我們看見他一直以來
[00:04:43.860 --> 00:04:46.860]  跟我們很多家庭不同
[00:04:46.860 --> 00:04:49.860]  通常「拉仔」是什麼?
[00:04:49.860 --> 00:04:51.860]  他沒有「拉心肝」
[00:04:51.860 --> 00:04:56.860]  不過就是藐視或者不重視他比較多
[00:04:56.860 --> 00:04:58.860]  其實放羊我們說過
[00:04:58.860 --> 00:05:01.860]  他們家庭都不是很窮
[00:05:01.860 --> 00:05:03.860]  其實可以找僕人放羊
[00:05:03.860 --> 00:05:04.860]  這些重要場合
[00:05:04.860 --> 00:05:05.860]  每個人都有份
[00:05:05.860 --> 00:05:07.860]  沒理由小兒子沒有份
[00:05:07.860 --> 00:05:11.860]  詹正義牧師在大衛的研究
[00:05:11.860 --> 00:05:15.860]  可以說是一個華人學者的專家
[00:05:15.860 --> 00:05:17.860]  在他的著作裏
[00:05:17.860 --> 00:05:19.860]  在這方面他都同意
[00:05:19.860 --> 00:05:22.860]  就是耶西基本上認為
[00:05:22.860 --> 00:05:27.860]  大衛沒有什麼特別的地方
[00:05:27.860 --> 00:05:30.860]  也沒有做皇帝的材料
[00:05:30.860 --> 00:05:32.860]  更加在家庭裏
[00:05:32.860 --> 00:05:35.860]  沒有什麼很重要的地位
[00:05:35.860 --> 00:05:37.860]  所以我們見到大衛一直以來
[00:05:37.860 --> 00:05:40.860]  是被父親比較輕視
[00:05:40.860 --> 00:05:44.860]  但其實耶西很注重跟兒子的聯繫
[00:05:44.860 --> 00:05:46.860]  所以全部的兒子都來了
[00:05:46.860 --> 00:05:48.860]  還有一段經文就在撒米爾記上
[00:05:48.860 --> 00:05:49.860]  17章 大家記得
[00:05:49.860 --> 00:05:52.860]  他幾個兒子其實就被選召
[00:05:52.860 --> 00:05:55.860]  做數羅的軍士
[00:05:55.860 --> 00:05:57.860]  甚至是兵士長
[00:05:57.860 --> 00:06:02.860]  所以他都快要跟哥利亞打那場仗之前
[00:06:02.860 --> 00:06:05.860]  17章就記載一件事情
[00:06:05.860 --> 00:06:08.860]  17章18 17 17 8 兩節
[00:06:08.860 --> 00:06:10.860]  我們一起讀一讀這兩節經文
[00:06:10.860 --> 00:06:14.860]  一日耶西對他兒子大衛說
[00:06:14.860 --> 00:06:19.860]  你拿一伊發控了的穗子和十個餅
[00:06:19.860 --> 00:06:22.860]  速速地送到營裏去
[00:06:22.860 --> 00:06:24.860]  交給你哥哥們
[00:06:24.860 --> 00:06:27.860]  再拿這十塊奶餅
[00:06:27.860 --> 00:06:30.860]  送給他們的千夫長
[00:06:30.860 --> 00:06:33.860]  且問你們哥哥們好
[00:06:33.860 --> 00:06:36.860]  你向他們要一封信來
[00:06:36.860 --> 00:06:39.860]  所以這個爸爸跟兒子有沒有聯繫
[00:06:39.860 --> 00:06:42.860]  有 今天會寄信
[00:06:42.860 --> 00:06:45.860]  或者寄電郵 或者發信息
[00:06:45.860 --> 00:06:47.860]  跟他們有聯繫
[00:06:47.860 --> 00:06:48.860]  而且很想念他們
[00:06:48.860 --> 00:06:51.860]  希望能夠報平安
[00:06:51.860 --> 00:06:53.860]  那叫誰去呢
[00:06:53.860 --> 00:06:55.860]  叫他做走腿
[00:06:55.860 --> 00:06:56.860]  就是做大衛
[00:06:56.860 --> 00:06:57.860]  這個小兒子去
[00:06:57.860 --> 00:06:59.860]  叫大衛去做走腿
[00:06:59.860 --> 00:07:02.860]  叫他做信差
[00:07:02.860 --> 00:07:05.860]  做跑腿 做傳遞
[00:07:05.860 --> 00:07:12.860]  希望能夠得到這三個大兒子的平安消息
[00:07:12.860 --> 00:07:14.860]  因為在打仗期間
[00:07:14.860 --> 00:07:19.860]  所以我們知道他很想念兒子
[00:07:19.860 --> 00:07:22.860]  想念幾個兒子
[00:07:22.860 --> 00:07:23.860]  但是大衛呢
[00:07:23.860 --> 00:07:25.860]  大衛就是做跑腿
[00:07:25.860 --> 00:07:28.860]  可見他真的很偏心
[00:07:28.860 --> 00:07:32.860]  父親們如果多過一個兒子或一個女兒
[00:07:32.860 --> 00:07:36.860]  很容易有些偏心
[00:07:36.860 --> 00:07:39.860]  某些兒子的樣子特別像你
[00:07:39.860 --> 00:07:41.860]  性格特別像你
[00:07:41.860 --> 00:07:43.860]  可能你是偏心多些
[00:07:43.860 --> 00:07:44.860]  或者他特別聰明
[00:07:44.860 --> 00:07:46.860]  或者某些特別才幹
[00:07:46.860 --> 00:07:48.860]  你覺得很好
[00:07:48.860 --> 00:07:54.860]  所以我們見到耶西跟兒子有聯繫
[00:07:54.860 --> 00:07:59.860]  不過很可惜跟大衛似乎不太好
[00:07:59.860 --> 00:08:02.860]  不止這樣
[00:08:02.860 --> 00:08:05.860]  這種父親影響子女
[00:08:05.860 --> 00:08:07.860]  有偏心
[00:08:07.860 --> 00:08:10.860]  一個比較重要一個沒那麼重要
[00:08:10.860 --> 00:08:14.860]  影響哥哥弟弟之間的感情
[00:08:14.860 --> 00:08:18.860]  所以我們見到第17章和第28節
[00:08:18.860 --> 00:08:23.860]  當這些哥哥知道大衛將這些東西送給他們
[00:08:23.860 --> 00:08:26.860]  要問他們安
[00:08:26.860 --> 00:08:30.860]  然後拿一封信告訴爸爸平安
[00:08:30.860 --> 00:08:32.860]  這個哥哥
[00:08:32.860 --> 00:08:34.860]  這個以利亞就是長兄
[00:08:34.860 --> 00:08:35.860]  第28節
[00:08:35.860 --> 00:08:36.860]  我們一起讀一讀
[00:08:36.860 --> 00:08:38.860]  大衛的長兄
[00:08:38.860 --> 00:08:42.860]  以利亞聽見大衛與他們所說的話
[00:08:42.860 --> 00:08:45.860]  就向他發怒說
[00:08:45.860 --> 00:08:47.860]  你下來做什麼呢?
[00:08:47.860 --> 00:08:49.860]  在曠野的那幾隻羊
[00:08:49.860 --> 00:08:51.860]  你交託了誰呢?
[00:08:51.860 --> 00:08:55.860]  我知道你的驕傲和你心裡的惡意
[00:08:55.860 --> 00:08:58.860]  你下來要看征戰
[00:08:58.860 --> 00:09:00.860]  即是看熱鬧
[00:09:00.860 --> 00:09:05.860]  這個大哥真的很不客氣
[00:09:05.860 --> 00:09:07.860]  弟弟那麼遠來
[00:09:07.860 --> 00:09:12.860]  特意拿了一醫法控了的燧紙和十個餅
[00:09:12.860 --> 00:09:14.860]  所以帶著好東西來
[00:09:14.860 --> 00:09:16.860]  好東西有東西吃
[00:09:16.860 --> 00:09:19.860]  好東西爸爸想念我們
[00:09:19.860 --> 00:09:22.860]  好東西弟弟你那麼遠來
[00:09:22.860 --> 00:09:25.860]  向我們問安
[00:09:25.860 --> 00:09:27.860]  不是的
[00:09:27.860 --> 00:09:31.860]  在幼稚園你來做什麼呢?
[00:09:31.860 --> 00:09:33.860]  你家裡的事不用做嗎?
[00:09:33.860 --> 00:09:35.860]  你的羊不用看嗎?
[00:09:35.860 --> 00:09:41.860]  我知道你無端端去誣蔑和控訴他
[00:09:41.860 --> 00:09:43.860]  我知道你的驕傲和心裡的惡意
[00:09:43.860 --> 00:09:45.860]  真是無辜
[00:09:45.860 --> 00:09:47.860]  無端端被他罵一場
[00:09:47.860 --> 00:09:54.860]  他不但誤解還藐視和攻擊
[00:09:54.860 --> 00:09:57.860]  所以這個真是很不值
[00:09:57.860 --> 00:10:05.860]  我們看到原來父親看重這個輕那個
[00:10:05.860 --> 00:10:09.860]  有時會引起這些家庭的問題
[00:10:09.860 --> 00:10:12.860]  所以這個都是我們父親們需要留意的
[00:10:12.860 --> 00:10:19.860]  看到這些子女不要輕看某一個
[00:10:19.860 --> 00:10:24.860]  我們發覺後來全靠這個小兒子大衛
[00:10:24.860 --> 00:10:27.860]  結果他們全家都能夠蒙恩
[00:10:27.860 --> 00:10:30.860]  因為後來素羅免了他們的壞
[00:10:30.860 --> 00:10:32.860]  給他們尊榮
[00:10:32.860 --> 00:10:38.860]  讓他們這些子女有機會做一些重要的崗位
[00:10:38.860 --> 00:10:40.860]  所以大衛大協了成家
[00:10:40.860 --> 00:10:44.860]  但卻一早被父親表示
[00:10:44.860 --> 00:10:47.860]  所以我們看到千萬不要輕看某一個
[00:10:47.860 --> 00:10:53.860]  因為我們發覺真的有很多事要放眼才知道
[00:10:53.860 --> 00:10:57.860]  所以這個就是一個比較負面的影響
[00:10:57.860 --> 00:10:59.860]  你說耶西有沒有正面的影響呢?
[00:10:59.860 --> 00:11:02.860]  所以第二方面我們看到正面的影響
[00:11:02.860 --> 00:11:05.860]  父親對他的正面的影響
[00:11:05.860 --> 00:11:08.860]  雖然耶西不是很看重這個最小的兒子
[00:11:08.860 --> 00:11:12.860]  但是大衛的信仰和他的為人
[00:11:12.860 --> 00:11:17.860]  據我看的確是有一些正面的影響
[00:11:17.860 --> 00:11:19.860]  從耶西而來的
[00:11:19.860 --> 00:11:23.860]  我們看到在《撒米爾記》上20章第6節
[00:11:23.860 --> 00:11:34.860]  當大衛給約拿丹和當時的親信講的時候
[00:11:34.860 --> 00:11:36.860]  他提到一件事很特別的
[00:11:36.860 --> 00:11:40.860]  在我讀經的時候留意到20章第6節
[00:11:40.860 --> 00:11:43.860]  這節經文是約拿丹講的
[00:11:43.860 --> 00:11:46.860]  即是大衛和約拿丹對話的時候講的
[00:11:46.860 --> 00:11:49.860]  大衛怎樣講呢?我們一起讀一讀
[00:11:49.860 --> 00:11:53.860]  「你父親若見我不在席上
[00:11:53.860 --> 00:11:59.860]  你就說大衛切求我許他回本城伯利行去
[00:11:59.860 --> 00:12:04.860]  因為他全家在那裡獻蓮仔」
[00:12:04.860 --> 00:12:07.860]  「你父親」即是約拿丹的「你爸爸」
[00:12:07.860 --> 00:12:09.860]  即是誰呢?
[00:12:09.860 --> 00:12:10.860]  是蘇羅
[00:12:10.860 --> 00:12:13.860]  他說如果你爸爸蘇羅見我不在
[00:12:13.860 --> 00:12:19.860]  其實當時大衛就開始知道他有危險
[00:12:19.860 --> 00:12:22.860]  蘇羅開始去逼迫他
[00:12:22.860 --> 00:12:24.860]  又找一些矛飛他
[00:12:24.860 --> 00:12:30.860]  然後就知道他的女兒很喜歡他
[00:12:30.860 --> 00:12:33.860]  開始越來越嫉妒,越來越對付他
[00:12:33.860 --> 00:12:35.860]  所以他要避一避
[00:12:35.860 --> 00:12:39.860]  所以平時這些主將等等的人
[00:12:39.860 --> 00:12:41.860]  都和皇帝坐直
[00:12:41.860 --> 00:12:43.860]  那為什麼會不見了他呢?
[00:12:43.860 --> 00:12:45.860]  他說如果你爸爸問我在哪裡
[00:12:45.860 --> 00:12:47.860]  你就告訴他
[00:12:47.860 --> 00:12:49.860]  他說大衛原來求我
[00:12:49.860 --> 00:12:51.860]  即是約拿丹講
[00:12:51.860 --> 00:12:54.860]  我回到我家就是伯利行
[00:12:54.860 --> 00:12:58.860]  因為全家在那裡獻蓮仔
[00:12:58.860 --> 00:13:04.860]  所以這件事我們見到是他們經常有的事
[00:13:04.860 --> 00:13:09.860]  他們的家庭很著重這些宗教禮儀
[00:13:09.860 --> 00:13:11.860]  這些蓮仔
[00:13:11.860 --> 00:13:16.860]  他們敬拜神的時候要專心敬拜
[00:13:16.860 --> 00:13:20.860]  所以我們發覺其實在大衛的家庭裡
[00:13:20.860 --> 00:13:23.860]  他們也有一種氣氛
[00:13:23.860 --> 00:13:25.860]  事實上是敬拜神
[00:13:25.860 --> 00:13:28.860]  所以當撒姆爾尼說他們一起守平安祭的時候
[00:13:28.860 --> 00:13:30.860]  他們很開心
[00:13:30.860 --> 00:13:33.860]  一起去舉行節旗
[00:13:33.860 --> 00:13:38.860]  現在這裡也見到他們經常有這些獻祭的事
[00:13:38.860 --> 00:13:40.860]  特別是這些大的日子
[00:13:40.860 --> 00:13:45.860]  所以我們相信他從小就在宗教環境裡受培育
[00:13:45.860 --> 00:13:49.860]  我們又發覺大衛其實他的靈性的基礎
[00:13:49.860 --> 00:13:51.860]  就是他早期的建立
[00:13:51.860 --> 00:13:53.860]  他很多時候自己去到曠野牧羊
[00:13:53.860 --> 00:13:56.860]  他作詩和神交通
[00:13:56.860 --> 00:13:58.860]  經歷神的力量
[00:13:58.860 --> 00:14:01.860]  幫助他擊退獅子和熊
[00:14:01.860 --> 00:14:06.860]  他年幼的時候就有這種跟神的關係的建立
[00:14:06.860 --> 00:14:08.860]  奠定了這個基礎
[00:14:08.860 --> 00:14:12.860]  所以後來我們發覺他人生經過很多風波也好
[00:14:12.860 --> 00:14:14.860]  經過很多磨難也好
[00:14:14.860 --> 00:14:16.860]  甚至經過試探和失敗也好
[00:14:16.860 --> 00:14:18.860]  他都懂得回歸到神那裡
