
[00:00:00.000 --> 00:00:03.340]  大家好,今天是福音主日
[00:00:03.340 --> 00:00:06.240]  我們的訊息是說到
[00:00:06.240 --> 00:00:08.240]  主耶穌給人美好的福音
[00:00:08.240 --> 00:00:11.660]  所以我們一起學習
[00:00:11.660 --> 00:00:13.900]  我們在座當中的信徒也很得著幫助
[00:00:13.900 --> 00:00:17.740]  因為神的話語總是會帶給我們生命的改變
[00:00:17.740 --> 00:00:19.440]  願意神帶領我們
[00:00:19.440 --> 00:00:22.340]  我們一起禱告
[00:00:22.340 --> 00:00:23.340]  天父多謝祢
[00:00:23.340 --> 00:00:26.000]  讓我們今天一起有聚會
[00:00:26.000 --> 00:00:27.860]  也願意祢自己的話
[00:00:27.860 --> 00:00:29.460]  去開啟我們的心
[00:00:29.460 --> 00:00:31.840]  讓我們生命得到改變
[00:00:31.840 --> 00:00:34.440]  特別讓我們更加多的認識祢
[00:00:34.440 --> 00:00:35.400]  我們這樣祈禱
[00:00:35.400 --> 00:00:37.200]  奉主耶穌基督的名
[00:00:37.200 --> 00:00:38.900]  阿們
[00:00:38.900 --> 00:00:41.360]  人生的確有很多挑戰
[00:00:41.360 --> 00:00:43.700]  我不知道大家是不是一個憂慮的人
[00:00:43.700 --> 00:00:45.660]  有沒有做過一些憂慮的測試
[00:00:45.660 --> 00:00:50.460]  就是說你那個憂慮的指數
[00:00:50.460 --> 00:00:52.840]  或者你是不是一個屬於很高的那些
[00:00:52.840 --> 00:00:55.540]  有沒有做過這些測驗
[00:00:55.540 --> 00:00:56.640]  我做過了
[00:00:56.640 --> 00:00:59.900]  我差不多爆頂了
[00:00:59.900 --> 00:01:02.860]  所以今天這個功課對我來說很重要
[00:01:02.860 --> 00:01:07.900]  我相信大家都可以一起在當中得罪益處
[00:01:07.900 --> 00:01:09.760]  或者我說說
[00:01:09.760 --> 00:01:11.760]  當我剛回來窩福侍奉的時候
[00:01:11.760 --> 00:01:12.540]  已經很多年了
[00:01:12.540 --> 00:01:14.840]  我當時兩個女兒還很小
[00:01:14.840 --> 00:01:19.760]  有一次我太太做了一個很例行的身體檢查
[00:01:19.760 --> 00:01:23.560]  發覺她的甲狀腺有腫瘤
[00:01:23.560 --> 00:01:28.000]  我當然聽到這些很擔心 一個腫瘤都不知道是怎樣
[00:01:28.000 --> 00:01:30.000]  當時心想
[00:01:30.000 --> 00:01:33.100]  這個太太可能我會失去不定
[00:01:33.100 --> 00:01:34.700]  非常憂心
[00:01:34.700 --> 00:01:39.700]  後來去檢查進一步的檢查
[00:01:39.700 --> 00:01:42.000]  就發覺是良性的
[00:01:42.000 --> 00:01:44.340]  當然鬆了一口氣
[00:01:44.340 --> 00:01:46.960]  但是這個腫瘤是大的
[00:01:46.960 --> 00:01:49.240]  也是很大的
[00:01:49.240 --> 00:01:52.040]  會影響其他身體的情況
[00:01:52.040 --> 00:01:53.960]  所以就需要做一個手術
[00:01:53.960 --> 00:01:56.000]  當時我剛回來香港
[00:01:56.000 --> 00:02:02.660]  我又不知道在哪裡找到一些類似的可靠的醫生
[00:02:02.660 --> 00:02:07.640]  我都忘記怎樣找到一個簡潔的醫生
[00:02:07.640 --> 00:02:08.640]  但我發覺這位醫生
[00:02:08.640 --> 00:02:10.740]  我對他不是很有信心
[00:02:10.740 --> 00:02:13.340]  但是也要做這個手術
[00:02:13.340 --> 00:02:17.840]  於是那個時間教會我講到
[00:02:17.840 --> 00:02:24.240]  我說了這件事 求主保守我的情況
[00:02:24.240 --> 00:02:27.360]  之後有一位姊妹走到我面前
[00:02:27.360 --> 00:02:29.740]  這是我很熟悉的朋友
[00:02:29.740 --> 00:02:30.960]  她是一位護士
[00:02:30.960 --> 00:02:33.260]  多年來是醫護
[00:02:33.260 --> 00:02:34.600]  她是一位基督徒
[00:02:34.600 --> 00:02:35.600]  很少來我們教會
[00:02:35.600 --> 00:02:38.840]  差不多那次是偶然來我們教會一次
[00:02:38.840 --> 00:02:40.200]  她就上前來跟我說
[00:02:40.200 --> 00:02:42.740]  「Andy,為什麼你不告訴我呢?」
[00:02:42.740 --> 00:02:46.660]  「我可以介紹一些很可靠的醫生給你」
[00:02:46.660 --> 00:02:49.600]  結果就是這樣介紹了這位醫生
[00:02:49.600 --> 00:02:53.260]  結果手術非常成功
[00:02:53.260 --> 00:02:54.860]  今天成為了我們的好朋友
[00:02:54.860 --> 00:02:56.540]  這位醫生
[00:02:56.540 --> 00:03:01.140]  人生有很多的挑戰
[00:03:01.140 --> 00:03:02.640]  令我們憂愁
[00:03:02.640 --> 00:03:03.900]  我們人之常情
[00:03:03.900 --> 00:03:06.400]  我們很多時候都是一個血肉之軀
[00:03:06.400 --> 00:03:08.800]  我們當然是很害怕一些事情
[00:03:08.800 --> 00:03:09.960]  但是聖經就告訴我們
[00:03:09.960 --> 00:03:12.740]  有神的帶領給我們平安
[00:03:12.740 --> 00:03:15.740]  我們不需要憂愁 不需要憂慮
[00:03:15.740 --> 00:03:18.640]  或者我們看看今天的香港
[00:03:18.640 --> 00:03:21.240]  我不知道大家是否憂愁呢
[00:03:21.240 --> 00:03:23.600]  是否憂慮呢
[00:03:23.600 --> 00:03:25.760]  全球的疫情似乎又好像完結了
[00:03:25.760 --> 00:03:28.200]  但是又好像沒完沒了
[00:03:28.200 --> 00:03:33.460]  然後現在香港還說有些流感很厲害
[00:03:33.460 --> 00:03:35.160]  很多事情都好像平息了
[00:03:35.160 --> 00:03:38.700]  但是仍然在這裡纏繞著我們
[00:03:38.700 --> 00:03:43.200]  疫症帶來經濟的一些衰退
[00:03:43.200 --> 00:03:46.640]  我們發覺香港如果走到一些黃色的地方
[00:03:46.640 --> 00:03:50.740]  很多店舖以前開的現在都關閉
[00:03:50.740 --> 00:03:55.040]  令我們覺得這個情況怎麼辦呢
[00:03:55.040 --> 00:03:56.100]  雖然說現在是復常
[00:03:56.100 --> 00:03:59.040]  但是經濟再去復甦
[00:03:59.040 --> 00:04:01.640]  我相信都要有一段時間
[00:04:01.640 --> 00:04:03.800]  世局很多的紛亂
[00:04:03.800 --> 00:04:06.940]  造成我們發覺很擔憂
[00:04:06.940 --> 00:04:09.840]  當然人的生命是我們最擔憂的
[00:04:09.840 --> 00:04:12.900]  但是我們發覺影響很多物價的高漲
[00:04:12.900 --> 00:04:17.100]  全球的這些經濟都好像一個大翻轉
[00:04:17.100 --> 00:04:20.600]  所以我們的困難或者患難
[00:04:20.600 --> 00:04:24.140]  在我們個人的生活裡面都有很多的經歷
[00:04:24.140 --> 00:04:25.240]  所以今天這段經文
[00:04:25.240 --> 00:04:28.640]  對我對大家我覺得非常重要的就是
[00:04:28.640 --> 00:04:33.000]  耶穌基督說我們要放下我們的憂慮
[00:04:33.000 --> 00:04:37.140]  我們要如何去處理我們的憂慮呢
[00:04:37.140 --> 00:04:39.100]  就是在《馬大福音》第六章
[00:04:39.100 --> 00:04:42.600]  25節到34節這段經文
[00:04:42.600 --> 00:04:44.840]  我們知道《馬大福音》
[00:04:44.840 --> 00:04:47.100]  主耶穌在當時的時代
[00:04:47.100 --> 00:04:50.800]  是很重要的一個訊息給當時代的人
[00:04:50.800 --> 00:04:52.940]  就是天國近了你們要悔改
[00:04:52.940 --> 00:04:54.600]  你要歸向祂
[00:04:54.600 --> 00:04:56.100]  叫人回到祂那裡
[00:04:56.100 --> 00:04:58.600]  以致得著福音的好處
[00:04:58.600 --> 00:05:01.000]  得著救恩的祝福
[00:05:01.000 --> 00:05:07.840]  但是同時耶穌基督又很坦誠地告訴當時代的人
[00:05:07.840 --> 00:05:09.600]  也是今天我告訴你們
[00:05:09.600 --> 00:05:13.300]  就是當你要擁抱或者接受神的恩典
[00:05:13.300 --> 00:05:16.600]  我們都需要放下一些東西
[00:05:16.600 --> 00:05:22.340]  比如耶穌基督在祂的教訓裡面教導我們
[00:05:22.340 --> 00:05:24.700]  祂說「虛心的人有福」
[00:05:24.700 --> 00:05:27.040]  也就是說「靈裡面貧窮的人有福」
[00:05:27.040 --> 00:05:28.800]  也就是說「我們要謙卑的人有福」
[00:05:28.800 --> 00:05:31.300]  因為天國是祂們的
[00:05:31.300 --> 00:05:32.700]  很多很多東西我們要放下
[00:05:32.700 --> 00:05:34.800]  我們要放下我們要謙卑
[00:05:34.800 --> 00:05:36.400]  以致我們看看這個世界
[00:05:36.400 --> 00:05:38.400]  看看神是哪一位
[00:05:38.400 --> 00:05:40.000]  還有耶穌也說
[00:05:40.000 --> 00:05:42.500]  如果我們跟著走這個信仰的道路
[00:05:42.500 --> 00:05:44.700]  價值觀也要改變
[00:05:44.700 --> 00:05:45.300]  比如祂說
[00:05:45.300 --> 00:05:48.500]  你不要把錢儲在地上
[00:05:48.500 --> 00:05:50.000]  因為這些會扭壞
[00:05:50.000 --> 00:05:52.700]  你要儲錢在天上
[00:05:52.700 --> 00:05:55.200]  在天國裡面投資永恆
[00:05:55.200 --> 00:05:56.700]  很多東西我們要放棄
[00:05:56.700 --> 00:05:58.000]  同樣這段經文也是
[00:05:58.000 --> 00:06:00.000]  我們要放下一些東西
[00:06:00.000 --> 00:06:01.900]  但是卻是換來
[00:06:01.900 --> 00:06:04.600]  我們能夠從憂慮中得到釋放
[00:06:04.600 --> 00:06:06.700]  我們看看這段經文
[00:06:06.700 --> 00:06:08.500]  或許我們要思想一下
[00:06:08.500 --> 00:06:10.500]  耶穌叫我們放下些什麼
[00:06:10.500 --> 00:06:14.500]  以致我們真的能夠去到一個
[00:06:14.500 --> 00:06:15.800]  不需要憂慮
[00:06:15.800 --> 00:06:18.500]  被憂慮捆綁的一種生命
[00:06:18.500 --> 00:06:19.800]  或者我們看看
[00:06:19.800 --> 00:06:22.800]  首先我們要
[00:06:22.800 --> 00:06:26.900]  人生的生命的次序要搞好
[00:06:26.900 --> 00:06:28.700]  什麼是人生的優先
[00:06:28.700 --> 00:06:30.500]  這是第二十五節
[00:06:30.500 --> 00:06:32.200]  所以我告訴你們
[00:06:32.200 --> 00:06:35.100]  不要為你們的生命憂慮吃什麼
[00:06:35.100 --> 00:06:36.100]  喝什麼
[00:06:36.100 --> 00:06:37.900]  或為你們的身體
[00:06:37.900 --> 00:06:39.400]  憂慮穿什麼
[00:06:39.400 --> 00:06:41.700]  生命不勝於飲食嗎
[00:06:41.700 --> 00:06:45.600]  身體不勝於衣裳嗎
[00:06:45.600 --> 00:06:47.900]  你們說吃喝穿這個
[00:06:47.900 --> 00:06:48.700]  每個人都需要
[00:06:48.700 --> 00:06:50.400]  基本需要
[00:06:50.400 --> 00:06:53.500]  但是主耶穌教我們不要憂慮
[00:06:53.500 --> 00:06:55.300]  憂慮是什麼意思呢
[00:06:55.300 --> 00:06:57.300]  如果我們用另外一些詞彙
[00:06:57.300 --> 00:06:58.700]  就是掛慮
[00:06:58.700 --> 00:07:00.100]  或者焦慮
[00:07:00.100 --> 00:07:02.500]  這些東西使我們掛著掛著
[00:07:02.500 --> 00:07:04.700]  有時候睡不著覺
[00:07:04.700 --> 00:07:06.200]  這些就是這樣
[00:07:06.200 --> 00:07:07.700]  那麼你說
[00:07:07.700 --> 00:07:09.900]  哪個人是沒有掛慮的
[00:07:09.900 --> 00:07:11.400]  如果我們看看
[00:07:11.400 --> 00:07:13.900]  無論你是窮的人
[00:07:13.900 --> 00:07:14.700]  比較貧窮的人
[00:07:14.700 --> 00:07:16.400]  或者是富有的人
[00:07:16.400 --> 00:07:19.400]  你都可能有這方面的掛慮
[00:07:19.400 --> 00:07:21.700]  譬如我們能夠理解
[00:07:21.700 --> 00:07:24.500]  如果一個比較窮困的人
[00:07:24.500 --> 00:07:26.200]  供都還未找到一份
[00:07:26.200 --> 00:07:28.800]  還是之前的積蓄快要沒有了
[00:07:28.800 --> 00:07:31.500]  最近一位弟兄跟我說
[00:07:31.500 --> 00:07:32.900]  就是這樣的類似情況
[00:07:32.900 --> 00:07:34.600]  睡不著覺
[00:07:34.600 --> 00:07:35.900]  這個我們很容易明白
[00:07:35.900 --> 00:07:37.900]  但是有錢的人
[00:07:37.900 --> 00:07:40.100]  一樣有這方面的憂慮
[00:07:40.100 --> 00:07:41.000]  因為有錢
[00:07:41.000 --> 00:07:43.200]  我們物質有相當的享受
[00:07:43.200 --> 00:07:45.100]  但是這些是無止境的
[00:07:45.100 --> 00:07:46.100]  我今天有一個車
[00:07:46.100 --> 00:07:49.200]  我希望換一個更加好的車
[00:07:49.200 --> 00:07:51.000]  很快就夠款了
[00:07:51.000 --> 00:07:52.500]  現在很多
[00:07:52.500 --> 00:07:53.500]  一間好的房子
[00:07:53.500 --> 00:07:55.100]  我覺得環境
[00:07:55.100 --> 00:07:57.100]  隔壁那間更加漂亮
[00:07:57.100 --> 00:07:57.900]  我又想想
[00:07:57.900 --> 00:08:00.900]  怎樣可以再漂亮一點
[00:08:00.900 --> 00:08:03.000]  還有一件事我發覺很真實的
[00:08:03.000 --> 00:08:05.300]  就是我們會去比較
[00:08:05.300 --> 00:08:06.300]  哇
[00:08:06.300 --> 00:08:07.900]  有錢的享受這些
[00:08:07.900 --> 00:08:09.300]  還有一個
[00:08:09.300 --> 00:08:10.700]  哇 我真的不行了
[00:08:10.700 --> 00:08:11.700]  我真的這樣
[00:08:11.700 --> 00:08:14.200]  人家那些這麼好的
[00:08:14.200 --> 00:08:16.800]  我真的不夠
[00:08:16.800 --> 00:08:18.200]  所以我們很多時候
[00:08:18.200 --> 00:08:21.600]  為了這些吃喝穿
[00:08:21.600 --> 00:08:23.900]  我們成為了我們人生追求的目標
[00:08:23.900 --> 00:08:26.200]  我們都不自知
[00:08:26.200 --> 00:08:27.100]  好的生活
[00:08:27.100 --> 00:08:28.900]  誰不想 是不是
[00:08:28.900 --> 00:08:31.000]  但是我們人生這樣走下去
[00:08:31.000 --> 00:08:33.100]  是不是真的能夠滿足呢
[00:08:33.100 --> 00:08:34.900]  所以主耶穌就跟我們說
[00:08:34.900 --> 00:08:36.800]  他說生命不勝於飲食
[00:08:36.800 --> 00:08:39.800]  身體不勝於衣裳
[00:08:39.800 --> 00:08:41.800]  很簡單的道理
[00:08:41.800 --> 00:08:43.400]  就是我們為什麼
[00:08:43.400 --> 00:08:44.600]  賺兩餐這麼辛苦
[00:08:44.600 --> 00:08:47.400]  都是想維持我們的生命
[00:08:47.400 --> 00:08:49.900]  我們的生命才是最重要的
[00:08:49.900 --> 00:08:51.100]  但是反過來說
[00:08:51.100 --> 00:08:52.600]  我們的生命
[00:08:52.600 --> 00:08:54.700]  是不是為了食物呢
[00:08:54.700 --> 00:08:56.400]  你想都知道不應該
[00:08:56.400 --> 00:08:58.200]  人的生命裡面
[00:08:58.200 --> 00:08:59.200]  我們要想想
[00:08:59.200 --> 00:09:01.000]  做人為什麼
[00:09:01.000 --> 00:09:04.200]  就是人生的意義在哪裡呢
[00:09:04.200 --> 00:09:05.200]  這個世界
[00:09:05.200 --> 00:09:07.400]  有什麼叫做物主的呢
[00:09:07.400 --> 00:09:09.500]  它跟我們有什麼關係呢
[00:09:09.500 --> 00:09:12.900]  這些很重要
[00:09:12.900 --> 00:09:17.400]  在美國
[00:09:17.400 --> 00:09:19.600]  有一個很出名的心理學家
[00:09:19.600 --> 00:09:24.200]  叫做Abraham Maslow
[00:09:24.200 --> 00:09:25.400]  馬斯洛
[00:09:25.400 --> 00:09:26.400]  他講了一個理論
[00:09:26.400 --> 00:09:27.600]  都成為了很多人的
[00:09:27.600 --> 00:09:29.000]  繼續去想
[00:09:29.000 --> 00:09:30.100]  或者是否正確
[00:09:30.100 --> 00:09:31.100]  是否重要
[00:09:31.100 --> 00:09:32.500]  他說人的需要
[00:09:32.500 --> 00:09:34.500]  是有幾個階梯的
[00:09:34.500 --> 00:09:36.100]  一個上一個上的
[00:09:36.100 --> 00:09:38.200]  滿足一個到第二個
[00:09:38.200 --> 00:09:39.600]  一路上到
[00:09:39.600 --> 00:09:41.300]  大概上他就說了
[00:09:41.300 --> 00:09:42.600]  他後來慢慢修訂
[00:09:42.600 --> 00:09:44.800]  修訂到最後有八個階梯
[00:09:44.800 --> 00:09:48.200]  你看看跟你有沒有相近
[00:09:48.200 --> 00:09:49.800]  他說第一個階梯是一些
[00:09:49.800 --> 00:09:51.200]  物質上的需要
[00:09:51.200 --> 00:09:52.600]  就是我身體上的需要
[00:09:52.600 --> 00:09:55.000]  就是衣食飲用
[00:09:55.000 --> 00:09:56.000]  第二個
[00:09:56.000 --> 00:09:57.300]  安全
[00:09:57.300 --> 00:09:59.400]  人要有安全感的
[00:09:59.400 --> 00:10:00.400]  這個包括了
[00:10:00.400 --> 00:10:02.000]  我身體好不好
[00:10:02.000 --> 00:10:04.400]  我有沒有好的財政
[00:10:04.400 --> 00:10:06.800]  這些生活所需的東西
[00:10:06.800 --> 00:10:08.100]  接著再上
[00:10:08.100 --> 00:10:09.400]  第三
[00:10:09.400 --> 00:10:10.900]  要感覺到愛
[00:10:10.900 --> 00:10:13.600]  有群體的生活
[00:10:13.600 --> 00:10:15.000]  社交
[00:10:15.000 --> 00:10:17.300]  所以有婚姻制度
[00:10:17.300 --> 00:10:20.600]  有些團體社團等等
[00:10:20.600 --> 00:10:21.800]  再上
[00:10:21.800 --> 00:10:22.600]  就是
[00:10:22.600 --> 00:10:23.500]  我們最重要的
[00:10:23.500 --> 00:10:25.700]  就是有自己的自尊
[00:10:25.700 --> 00:10:28.600]  我要被人去尊重我
[00:10:28.600 --> 00:10:31.400]  真的很重要
[00:10:31.400 --> 00:10:33.100]  人的自尊
[00:10:33.100 --> 00:10:34.200]  有了這些
[00:10:34.200 --> 00:10:35.600]  接著再上
[00:10:35.600 --> 00:10:37.500]  再上就是更加多的
[00:10:37.500 --> 00:10:40.900]  就是知識的需要
[00:10:40.900 --> 00:10:42.900]  我們需要了解多些這個世界
[00:10:42.900 --> 00:10:44.200]  我們有很多好奇心
[00:10:44.200 --> 00:10:45.400]  要知道多些
[00:10:45.400 --> 00:10:47.400]  很多學識很多的東西
[00:10:47.400 --> 00:10:50.900]  接著再上就是審美的需要
[00:10:50.900 --> 00:10:52.400]  我們有一些美化
[00:10:52.400 --> 00:10:54.100]  漂亮一點的環境
[00:10:54.100 --> 00:10:57.900]  我們身體會不會裝飾得好一點
[00:10:57.900 --> 00:10:59.400]  等等
[00:10:59.400 --> 00:11:03.200]  難怪在比較早發展的國家
[00:11:03.200 --> 00:11:04.800]  會有很多的博物館
[00:11:04.800 --> 00:11:07.200]  這些藝術館這些
[00:11:07.200 --> 00:11:10.900]  他們多些資源去做這些
[00:11:10.900 --> 00:11:13.500]  接著再上
[00:11:13.500 --> 00:11:17.400]  最多就是人生能夠自我實現
[00:11:17.400 --> 00:11:19.400]  所謂將你所有的潛能
[00:11:19.400 --> 00:11:20.700]  能夠發揮出來
[00:11:20.700 --> 00:11:22.400]  如果你是喜歡藝術的
[00:11:22.400 --> 00:11:24.200]  你成為一個很好的藝術家
[00:11:24.200 --> 00:11:25.200]  你的作品很好
[00:11:25.200 --> 00:11:28.100]  哇 人還想什麼
[00:11:28.100 --> 00:11:29.800]  然後最後一個
[00:11:29.800 --> 00:11:31.400]  它稱為超越的需要
[00:11:31.400 --> 00:11:32.600]  這個超越的需要
[00:11:32.600 --> 00:11:35.900]  比較神秘一點
[00:11:35.900 --> 00:11:38.900]  簡單來說就是屬靈的需要
[00:11:38.900 --> 00:11:40.800]  人生靈的需要
[00:11:40.800 --> 00:11:41.900]  這個需要
[00:11:41.900 --> 00:11:43.400]  以致人能夠找到
[00:11:43.400 --> 00:11:45.500]  他自己很誠實的面對自己
[00:11:45.500 --> 00:11:47.200]  以致他能夠願意
[00:11:47.200 --> 00:11:49.400]  將他自己的生命
[00:11:49.400 --> 00:11:50.800]  附上出來
