
[00:00:00.000 --> 00:00:02.100]  歡迎來到《九曰網》上的第九集
[00:00:02.100 --> 00:00:05.700]  我們繼續去追蹤神在阿布拉罕身上有的事跡
[00:00:05.700 --> 00:00:09.600]  上一次我們看到阿布拉罕和羅德的故事
[00:00:09.600 --> 00:00:12.500]  今天我們繼續看《創世紀》第十四章
[00:00:12.500 --> 00:00:14.200]  這裡講到四個近東的王
[00:00:14.200 --> 00:00:16.500]  來攻打迦南的五個王
[00:00:16.500 --> 00:00:18.100]  之後就將羅德
[00:00:18.100 --> 00:00:20.000]  就是阿布拉罕的侄子擄去
[00:00:20.000 --> 00:00:21.800]  阿布拉罕出兵相救
[00:00:21.800 --> 00:00:23.700]  然後他海船回歸回來的時候
[00:00:23.700 --> 00:00:28.000]  有撒冷王來迎接阿布拉罕
[00:00:28.000 --> 00:00:30.200]  這個撒冷王叫做麥基西德
[00:00:30.200 --> 00:00:33.300]  而阿布拉罕也獻上十分之一
[00:00:33.300 --> 00:00:35.300]  怎麼看這段經文也好
[00:00:35.300 --> 00:00:37.300]  我也會感覺到有點離奇
[00:00:37.300 --> 00:00:40.900]  並且這段經文引起很多不同的爭議
[00:00:40.900 --> 00:00:43.800]  第一方面的爭議就是歷史性的爭議
[00:00:43.800 --> 00:00:46.900]  我們看看《創世紀》第十四章
[00:00:46.900 --> 00:00:49.000]  第十四章一到第四節
[00:00:49.000 --> 00:00:51.500]  當暗拉非王作士拿王
[00:00:51.500 --> 00:00:53.600]  阿洛作以拉薩王
[00:00:53.600 --> 00:00:55.800]  基達魯瑪作以蘭王
[00:00:55.800 --> 00:00:57.900]  提達作戈印王的時候
[00:00:57.900 --> 00:01:00.500]  他們興兵攻打索多瑪王比拉
[00:01:00.500 --> 00:01:02.700]  俄摩拉王比薩
[00:01:02.700 --> 00:01:04.500]  阿瑪王是拿
[00:01:04.500 --> 00:01:08.300]  洗遍王善爾別和比拉王
[00:01:08.300 --> 00:01:10.000]  比拉就是索爾
[00:01:10.000 --> 00:01:12.900]  這五個王在西靈谷會合
[00:01:12.900 --> 00:01:14.400]  西靈谷就是嚴海
[00:01:14.400 --> 00:01:17.700]  他們服侍了基達魯瑪已經十二年了
[00:01:17.700 --> 00:01:20.400]  到第十三年就背叛了
[00:01:20.400 --> 00:01:23.500]  這是一段非常獨特的經文
[00:01:23.500 --> 00:01:25.400]  因為《創世紀》的經文裡面
[00:01:25.400 --> 00:01:27.600]  很少會提到這麼多的君王
[00:01:27.900 --> 00:01:33.300]  好像是給我們當時一些歷史的人物
[00:01:33.300 --> 00:01:35.100]  你這麼想
[00:01:35.100 --> 00:01:36.500]  就說好了
[00:01:36.500 --> 00:01:38.000]  既然有這麼多歷史的人物
[00:01:38.000 --> 00:01:41.600]  我們只要找到經外的文獻提到這些王的名字
[00:01:41.600 --> 00:01:44.200]  我們就知道阿巴拉罕的歷史性
[00:01:44.200 --> 00:01:46.700]  以及他的事跡和時間等等
[00:01:46.700 --> 00:01:49.800]  因為我們大概知道
[00:01:49.800 --> 00:01:52.000]  阿巴拉罕是屬於公元前
[00:01:52.000 --> 00:01:55.200]  二千到千八年之間的人物
[00:01:55.200 --> 00:01:57.800]  所以考古的歷史
[00:01:57.900 --> 00:01:59.300]  如果在這段時間
[00:01:59.300 --> 00:02:01.700]  所謂青銅時期中期
[00:02:01.700 --> 00:02:03.200]  Middle Bronze Age 的時候
[00:02:03.200 --> 00:02:06.200]  找到一些經外的文獻提到這些名字的時候
[00:02:06.200 --> 00:02:09.300]  我們似乎可以再一步縮窄
[00:02:09.300 --> 00:02:12.300]  到底知道阿巴拉罕是屬於誰的時期
[00:02:12.300 --> 00:02:16.500]  的確有很多學者曾經花過不少功夫
[00:02:16.500 --> 00:02:18.400]  譬如士拿這個地方
[00:02:18.400 --> 00:02:19.400]  士拿王
[00:02:19.400 --> 00:02:21.200]  就是巴比倫
[00:02:21.200 --> 00:02:24.500]  以拉薩這個地方應該是亞述
[00:02:24.500 --> 00:02:26.000]  因為古代的文獻
[00:02:26.000 --> 00:02:27.500]  提到亞述這個地方
[00:02:27.500 --> 00:02:29.200]  是叫做阿拉薩
[00:02:29.200 --> 00:02:31.300]  就是亞述這個字
[00:02:31.300 --> 00:02:34.000]  以蘭應該是今天的伊朗
[00:02:34.000 --> 00:02:36.300]  戈印就比較籠統一點
[00:02:36.300 --> 00:02:37.300]  貴苑
[00:02:37.300 --> 00:02:40.200]  大概應該是土耳其一帶
[00:02:40.200 --> 00:02:42.100]  因為那裡的王名
[00:02:42.100 --> 00:02:44.500]  或者客人帝國的王名
[00:02:44.500 --> 00:02:48.100]  很普遍都是提達
[00:02:48.100 --> 00:02:49.900]  或者用提達來開頭
[00:02:49.900 --> 00:02:51.700]  這裡這麼多的王裡面
[00:02:51.700 --> 00:02:53.300]  其中一個最有機會
[00:02:53.300 --> 00:02:56.400]  讓我們用一些經外文獻來比較
[00:02:56.400 --> 00:02:58.000]  就是阿姆拉斐
[00:02:58.000 --> 00:02:59.500]  阿姆拉比
[00:02:59.500 --> 00:03:02.900]  如果你翻譯出來的話
[00:03:02.900 --> 00:03:04.900]  不拿響音的時候
[00:03:04.900 --> 00:03:08.000]  就好像巴比倫王這個阿摩利人
[00:03:08.000 --> 00:03:09.300]  漢莫拉比
[00:03:09.300 --> 00:03:11.500]  阿姆拉比的名字是相似的
[00:03:11.500 --> 00:03:13.300]  這個是最有可能的
[00:03:13.300 --> 00:03:16.100]  但是學界仍然有很多的爭議
[00:03:16.100 --> 00:03:18.400]  所以未能夠蓋棺定論
[00:03:18.400 --> 00:03:21.300]  講完近東四個王
[00:03:21.300 --> 00:03:22.900]  又講講五個王
[00:03:22.900 --> 00:03:25.800]  他們是屬於死海嚴海一帶的
[00:03:26.100 --> 00:03:28.800]  索多瑪、阿姆拉等等的城邦
[00:03:28.800 --> 00:03:30.900]  到今天我們也很難去確定
[00:03:30.900 --> 00:03:33.200]  不過在經文裡面
[00:03:33.200 --> 00:03:34.600]  正如上一次講過
[00:03:34.600 --> 00:03:36.000]  從地理
[00:03:36.000 --> 00:03:38.900]  從一些描述
[00:03:38.900 --> 00:03:41.600]  我們大概知道是哪一個地方
[00:03:41.600 --> 00:03:45.500]  無論如何這段經文確實引起很多歷史性的問題
[00:03:45.500 --> 00:03:47.400]  不過我們一定要承認
[00:03:47.400 --> 00:03:49.100]  我們對這段時期
[00:03:49.100 --> 00:03:50.700]  所謂 Middle Bronze Age
[00:03:50.700 --> 00:03:53.600]  我們仍然是非常模糊的
[00:03:53.600 --> 00:03:56.600]  有很多的缺口我們仍然未認知
[00:03:56.600 --> 00:04:00.500]  所以雖然聖經裡面一些的細節
[00:04:00.500 --> 00:04:06.000]  不能夠跟一些經外文獻去配合、吻合
[00:04:06.000 --> 00:04:07.400]  是不足為奇的
[00:04:07.400 --> 00:04:10.600]  但是經文的資料
[00:04:10.600 --> 00:04:13.300]  地名、地理、描述等等
[00:04:13.300 --> 00:04:15.200]  其實都是非常寫實的
[00:04:15.200 --> 00:04:20.200]  意思就是說大體上是吻合這整段時間
[00:04:20.200 --> 00:04:21.700]  或者這麼說
[00:04:22.000 --> 00:04:23.700]  看完經文的時候
[00:04:23.700 --> 00:04:26.000]  我們知道應該是屬於當時
[00:04:26.000 --> 00:04:30.300]  熟悉當時政局環境的人才能夠寫得出來
[00:04:30.300 --> 00:04:33.100]  第二方面我們可以問
[00:04:33.100 --> 00:04:37.800]  就是在聖經的經文的脈絡記載裡面
[00:04:37.800 --> 00:04:40.600]  為什麼在這裡會特別記載
[00:04:40.600 --> 00:04:42.400]  《創世紀》第十四章
[00:04:42.400 --> 00:04:44.300]  打仗這回事呢?
[00:04:44.300 --> 00:04:46.000]  經文的獨特
[00:04:46.000 --> 00:04:48.200]  給我們讀者的印象
[00:04:48.200 --> 00:04:49.900]  就是有一些格格不入
[00:04:50.100 --> 00:04:53.400]  為什麼無緣無故要提到這件事情呢?
[00:04:53.400 --> 00:04:59.400]  但是如果我們仔細留意這個故事的用詞的時候
[00:04:59.400 --> 00:05:01.000]  上文下理
[00:05:01.000 --> 00:05:04.500]  我們會發現作者是刻意的
[00:05:04.500 --> 00:05:05.500]  有心的
[00:05:05.500 --> 00:05:11.500]  將阿布拉罕擁救索多瑪和羅德的故事
[00:05:11.500 --> 00:05:13.300]  配合在這裡
[00:05:13.300 --> 00:05:16.100]  並且加上麥基西德
[00:05:16.100 --> 00:05:18.300]  迎接阿布拉罕這個故事
[00:05:18.700 --> 00:05:23.600]  跟其他的經文的結構是很有關的
[00:05:23.600 --> 00:05:27.800]  我們看過整個阿布拉罕故事的敘述
[00:05:27.800 --> 00:05:31.100]  那個結構是一種三文字的結構
[00:05:31.100 --> 00:05:32.900]  就是ABCDE
[00:05:32.900 --> 00:05:35.900]  然後再反過來記載
[00:05:35.900 --> 00:05:39.700]  第一對前後是互相呼應
[00:05:39.700 --> 00:05:43.400]  然後第二和尾二也是互相呼應
[00:05:43.400 --> 00:05:46.600]  所以今天我們看到《創世紀》第十四章的時候
[00:05:46.600 --> 00:05:49.100]  就發現是屬於D部分
[00:05:49.100 --> 00:05:52.700]  就是跟十八、十九章有一些的回應
[00:05:52.700 --> 00:05:56.000]  所以如果我們這樣一對來看的時候
[00:05:56.000 --> 00:05:59.100]  《創世紀》十四章和十八、十九章
[00:05:59.100 --> 00:06:01.300]  D的部分
[00:06:01.300 --> 00:06:06.200]  我們會發現有一些的用詞、一些詞彙是共通的
[00:06:06.200 --> 00:06:11.100]  古代的作者沒有我們今天作者那麼方便
[00:06:11.100 --> 00:06:12.700]  我們可以強調一些的內容
[00:06:12.700 --> 00:06:14.500]  我們用螢光筆highlight
[00:06:15.100 --> 00:06:17.200]  或者在我們電腦的document裡面
[00:06:17.200 --> 00:06:19.000]  用boldface等等
[00:06:19.000 --> 00:06:22.300]  來去強調某一些的重點
[00:06:22.300 --> 00:06:25.400]  古代的作者是用什麼方法來強調的呢?
[00:06:25.400 --> 00:06:31.300]  就是用一些重複、相似發音的字眼等等的方法
[00:06:31.300 --> 00:06:34.600]  來去將一些共通的地方
[00:06:34.600 --> 00:06:36.900]  重要的地方來強調出來
[00:06:36.900 --> 00:06:42.200]  可以列出某一些兩段經文共通的詞彙
[00:06:42.200 --> 00:06:43.400]  第一方面
[00:06:43.400 --> 00:06:46.400]  所以這個地名
[00:06:46.400 --> 00:06:47.500]  蘇
[00:06:47.500 --> 00:06:49.100]  十四章看過
[00:06:49.100 --> 00:06:51.900]  十九章第二段也是看過的
[00:06:51.900 --> 00:06:54.700]  鹽這個字就更加清楚了
[00:06:54.700 --> 00:06:56.500]  剛才讀經的時候已經看過了
[00:06:56.500 --> 00:06:58.000]  十四章第三節
[00:06:58.000 --> 00:07:00.500]  五王在西靈谷會合
[00:07:00.500 --> 00:07:02.400]  西靈谷就是鹽海
[00:07:02.400 --> 00:07:03.700]  Sea of Salt
[00:07:03.700 --> 00:07:05.800]  十九章第二段
[00:07:05.800 --> 00:07:08.800]  跟他一起看的
[00:07:08.800 --> 00:07:12.700]  就是羅德的妻子在他後面向後一望
[00:07:12.700 --> 00:07:15.200]  離開所多瑪的時候不捨得
[00:07:15.200 --> 00:07:16.500]  不捨得那些財物
[00:07:16.500 --> 00:07:18.600]  於是就變成鹽柱了
[00:07:18.600 --> 00:07:20.200]  第三樣
[00:07:20.200 --> 00:07:22.600]  就是逃到山上的動詞
[00:07:22.600 --> 00:07:26.000]  形容所多瑪王戰敗之後
[00:07:26.000 --> 00:07:27.100]  十四章第十節
[00:07:27.100 --> 00:07:30.900]  其餘的人向山上逃跑
[00:07:30.900 --> 00:07:32.800]  十九章也是一樣
[00:07:32.800 --> 00:07:35.700]  這裡講到羅德離開
[00:07:35.700 --> 00:07:38.500]  逃離所多瑪的時候
[00:07:38.500 --> 00:07:41.700]  他說我還逃不到山上
[00:07:41.700 --> 00:07:43.600]  怕著災會追上
[00:07:43.600 --> 00:07:45.100]  所以同一個動詞
[00:07:45.100 --> 00:07:48.600]  兩段的經文段落也出現過
[00:07:48.600 --> 00:07:49.700]  另外
[00:07:49.700 --> 00:07:52.800]  摩利象樹這個地方
[00:07:52.800 --> 00:07:54.200]  十四章十三節
[00:07:54.200 --> 00:07:57.700]  阿不蘭住在阿摩利人摩利象樹那裡
[00:07:57.700 --> 00:08:00.500]  十八章也告訴我們
[00:08:00.500 --> 00:08:03.100]  耶和華向阿不蘭顯現的時候
[00:08:03.100 --> 00:08:05.100]  是摩利象樹那裡
[00:08:05.100 --> 00:08:06.600]  第五方面
[00:08:06.600 --> 00:08:08.000]  就是公義這個字
[00:08:08.000 --> 00:08:09.300]  這個很清楚了
[00:08:09.300 --> 00:08:12.300]  因為撒冷王十四章十八節告訴我們
[00:08:12.300 --> 00:08:13.300]  默基使德
[00:08:13.300 --> 00:08:14.600]  Sadiq
[00:08:14.600 --> 00:08:16.800]  就是公義這個字
[00:08:16.800 --> 00:08:17.800]  然後
[00:08:17.800 --> 00:08:19.600]  神的三個使者
[00:08:19.600 --> 00:08:24.000]  要去查實所多瑪的罪行的時候
[00:08:24.000 --> 00:08:25.500]  要快去施行審判
[00:08:25.500 --> 00:08:26.800]  耶和華講什麼呢?
[00:08:26.800 --> 00:08:28.100]  十八章十九節
[00:08:28.100 --> 00:08:30.200]  他說我揀選了阿不蘭漢
[00:08:30.200 --> 00:08:32.500]  也吩咐他的子孫和家屬
[00:08:32.500 --> 00:08:33.900]  要去遵行我的道
[00:08:33.900 --> 00:08:36.200]  要去秉行公義
[00:08:36.200 --> 00:08:40.400]  好見我耶和華應許阿不蘭漢的話可以實現了
[00:08:40.400 --> 00:08:42.600]  秉行公義這個字
[00:08:42.600 --> 00:08:43.900]  出現了
[00:08:43.900 --> 00:08:47.000]  也接著出現了七次
[00:08:47.000 --> 00:08:52.200]  因為這裡講到阿不蘭漢為所多瑪祈求的時候
[00:08:52.200 --> 00:08:54.400]  他說所多瑪如果有義人的話
[00:08:54.400 --> 00:08:58.600]  神豈會將惡人和義人一起除滅呢?
[00:08:58.600 --> 00:09:00.100]  義字
[00:09:00.100 --> 00:09:01.300]  義人這個字
[00:09:01.300 --> 00:09:02.600]  出現了七次
[00:09:02.600 --> 00:09:04.100]  第六方面
[00:09:04.100 --> 00:09:05.800]  十這個數目
[00:09:05.800 --> 00:09:08.800]  也是在兩段經文裡面各自會出現的
[00:09:08.800 --> 00:09:10.600]  十四章第二十節
[00:09:10.600 --> 00:09:14.000]  阿不蘭漢將所得的一切
[00:09:14.000 --> 00:09:17.000]  這些戰略的略物
[00:09:17.000 --> 00:09:19.100]  拿出十分之一來
[00:09:19.100 --> 00:09:21.100]  給了默基西特
[00:09:21.100 --> 00:09:23.700]  十八章第二段也出現了
[00:09:23.700 --> 00:09:24.800]  阿不蘭漢就說
[00:09:24.800 --> 00:09:26.200]  請我主不要動怒
[00:09:26.200 --> 00:09:29.000]  容我問者最後一次
[00:09:29.000 --> 00:09:31.800]  就是假如在這個城
[00:09:31.800 --> 00:09:34.400]  所多瑪找到十個義人
[00:09:34.400 --> 00:09:35.500]  又如何呢?
[00:09:35.500 --> 00:09:37.200]  你會不會立刻除滅他呢?
[00:09:37.200 --> 00:09:38.400]  神就回答
[00:09:38.400 --> 00:09:41.400]  我恩者十個義人的緣故
[00:09:41.400 --> 00:09:43.500]  也不會毀滅那成
[00:09:43.500 --> 00:09:45.700]  所以十這個數字
[00:09:45.700 --> 00:09:48.300]  也在兩段裡面刻意的出現
[00:09:48.300 --> 00:09:50.500]  最後第七樣可以提到的
[00:09:50.500 --> 00:09:52.300]  就是接待的情節
[00:09:52.300 --> 00:09:55.100]  有hospitality的內容
[00:09:55.100 --> 00:09:57.700]  十四章第十七至二十四節
[00:09:57.700 --> 00:09:58.600]  這裡最清楚
[00:09:58.600 --> 00:10:00.500]  就是阿不蘭漢海船回歸之後
[00:10:00.500 --> 00:10:01.500]  回到迦南地
[00:10:01.500 --> 00:10:02.900]  默基西特王
[00:10:02.900 --> 00:10:03.900]  撒冷王
[00:10:03.900 --> 00:10:05.900]  應該是耶路撒冷
[00:10:05.900 --> 00:10:07.900]  出來迎接阿不蘭漢
[00:10:07.900 --> 00:10:08.900]  稱頌他
[00:10:08.900 --> 00:10:10.900]  阿不蘭漢就獻上十分之一
[00:10:10.900 --> 00:10:17.000]  十八十九章就出現了兩次接待的情節
[00:10:17.000 --> 00:10:20.100]  十八章開始就是阿不蘭漢接待三行客
[00:10:20.100 --> 00:10:22.100]  所謂三個神的使者
[00:10:22.100 --> 00:10:23.400]  十九章
[00:10:23.400 --> 00:10:25.400]  當使者到了所多瑪的時候
[00:10:25.400 --> 00:10:28.100]  羅德就去接待神的使者
[00:10:28.100 --> 00:10:29.700]  所以換句話說
