
[00:00:00.000 --> 00:00:03.800]  那一天能夠按時回到這裡
[00:00:03.800 --> 00:00:06.600]  那真是一個神蹟啊
[00:00:06.600 --> 00:00:08.100]  所以當我們回到舊金山
[00:00:08.100 --> 00:00:10.400]  當師母帶著狗來接我們
[00:00:10.400 --> 00:00:11.800]  我們好高興 哈利路亞
[00:00:11.800 --> 00:00:13.800]  終於回來了
[00:00:13.800 --> 00:00:16.900]  一路上充滿了挫折
[00:00:16.900 --> 00:00:21.400]  但一路上也真的經歷到神豐富的恩典
[00:00:21.400 --> 00:00:23.000]  Amen
[00:00:23.000 --> 00:00:26.500]  我就想到在人生的旅程當中
[00:00:26.500 --> 00:00:28.600]  不也常常是這樣嗎
[00:00:28.600 --> 00:00:33.500]  很多事情並不是像我們所想像的這樣發生
[00:00:33.500 --> 00:00:36.400]  本來很簡單的事情
[00:00:36.400 --> 00:00:41.200]  可卻人生當中充滿了意想不到的挫折
[00:00:41.200 --> 00:00:44.500]  特別是最近我一連串講到夢想
[00:00:44.500 --> 00:00:47.300]  當你心中帶著夢想往前走的時候
[00:00:47.300 --> 00:00:50.600]  滿以為要一帆風順
[00:00:50.600 --> 00:00:53.800]  可多少時候不斷地遇到挫折
[00:00:53.800 --> 00:00:55.700]  讓你灰心失望
[00:00:55.700 --> 00:00:59.700]  甚至你覺得很難繼續再向前
[00:00:59.700 --> 00:01:00.900]  今天做一個基督徒
[00:01:00.900 --> 00:01:04.900]  我們要怎麼樣來面對人生各樣的挫折
[00:01:04.900 --> 00:01:09.100]  跟意想不到的曲折呢
[00:01:09.100 --> 00:01:12.200]  今天早上跟大家分享三方面
[00:01:12.200 --> 00:01:13.900]  第一方面
[00:01:13.900 --> 00:01:18.000]  你一定要學習專注在神的同在
[00:01:18.000 --> 00:01:22.600]  跟你朋友說 要專注在神的同在
[00:01:22.600 --> 00:01:25.100]  你知道很多年前我看過一個電影
[00:01:25.100 --> 00:01:28.500]  特別講到在中古世紀的一個王國
[00:01:28.500 --> 00:01:30.700]  國王要招駙馬
[00:01:30.700 --> 00:01:34.100]  從很多圓桌武士當中要挑一位
[00:01:34.100 --> 00:01:39.200]  所以很多圓桌武士都急於奪得公主的芳心
[00:01:39.200 --> 00:01:40.900]  在那個戲裡面就一警
[00:01:40.900 --> 00:01:42.300]  公主坐在一邊
[00:01:42.300 --> 00:01:45.000]  另外所有圓桌武士在另外一邊
[00:01:45.000 --> 00:01:49.200]  可中間充滿了危險的機關
[00:01:49.200 --> 00:01:51.600]  有飛來的鐵球
[00:01:51.600 --> 00:01:52.800]  有火和
[00:01:52.800 --> 00:01:55.900]  還有刀橋 各式各樣
[00:01:55.900 --> 00:02:00.200]  很多的圓桌武士就在另外一岸觀望
[00:02:00.200 --> 00:02:02.600]  看見這許多危險的機關
[00:02:02.600 --> 00:02:05.000]  心中就恐懼
[00:02:05.000 --> 00:02:06.900]  因為一開始走下去
[00:02:06.900 --> 00:02:10.100]  可能就有喪命的危險
[00:02:10.100 --> 00:02:12.100]  只有一個武士
[00:02:12.100 --> 00:02:15.100]  他竟然能夠衝過所有的關卡
[00:02:15.100 --> 00:02:19.000]  最後贏得公主的芳心
[00:02:19.000 --> 00:02:22.700]  最後那個國王說一句話是很有意思的
[00:02:22.700 --> 00:02:27.000]  他說英雄與懦夫的分別不在於懼怕
[00:02:27.000 --> 00:02:29.100]  因為大家都懼怕
[00:02:29.100 --> 00:02:31.400]  英雄與懦夫的分別
[00:02:31.400 --> 00:02:35.400]  他說是在於那個專注力
[00:02:35.400 --> 00:02:37.800]  所有其他的圓桌武士的專注力
[00:02:37.800 --> 00:02:39.300]  都看在那個危險的環境
[00:02:39.300 --> 00:02:41.300]  哇 真危險
[00:02:41.300 --> 00:02:43.400]  只是那一位武士
[00:02:43.400 --> 00:02:47.500]  他專注於他所想要得著的公主
[00:02:47.500 --> 00:02:50.200]  那個美麗的公主上
[00:02:50.200 --> 00:02:52.700]  他的專注力是在這個公主上
[00:02:52.700 --> 00:02:55.500]  所以幫助他衝破一切的難關
[00:02:55.500 --> 00:02:57.800]  能夠奪得公主的芳心
[00:02:57.800 --> 00:02:59.600]  哇 這個簡單的劇情
[00:02:59.600 --> 00:03:00.400]  可是我告訴你
[00:03:00.400 --> 00:03:01.400]  當我看那個電影的時候
[00:03:01.400 --> 00:03:04.700]  覺得對我們整個信仰是很真實的提醒
[00:03:04.700 --> 00:03:06.000]  不是嗎
[00:03:06.000 --> 00:03:08.500]  今天當我們在面對我們挫折的環境的時候
[00:03:08.500 --> 00:03:10.200]  面對很多不順利的環境
[00:03:10.200 --> 00:03:12.300]  甚至危險艱難的環境的時候
[00:03:12.300 --> 00:03:14.100]  多少是我們的眼目常常看見
[00:03:14.100 --> 00:03:15.300]  哇 這麼的危險
[00:03:15.300 --> 00:03:16.400]  這麼多的挫折
[00:03:16.400 --> 00:03:19.700]  我們心中充滿了恐懼
[00:03:19.700 --> 00:03:22.000]  可事實上神今天要提醒我們說
[00:03:22.000 --> 00:03:24.800]  讓我們的眼目不是看這些環境
[00:03:24.800 --> 00:03:27.500]  神說讓我們的眼目再次注意
[00:03:27.500 --> 00:03:30.200]  專注在神自己的身上
[00:03:30.200 --> 00:03:33.000]  就像那個武士專注在公主的身上
[00:03:33.000 --> 00:03:36.700]  今天我們每一位進入在人生的旅程當中
[00:03:36.700 --> 00:03:40.200]  要將我們的眼目專注在神的身上
[00:03:40.200 --> 00:03:43.000]  專注在神的同在上
[00:03:43.000 --> 00:03:44.200]  你們
[00:03:44.200 --> 00:03:45.200]  你還記得舊約時代
[00:03:45.200 --> 00:03:50.100]  當約書亞要準備帶領以色列人進入迦南帝的時候
[00:03:50.100 --> 00:03:51.700]  約書亞就一張帝九節
[00:03:51.700 --> 00:03:53.500]  神就對約書亞怎麼說呢
[00:03:53.500 --> 00:03:55.400]  說你要剛強壯膽
[00:03:55.400 --> 00:03:57.100]  因為你無論往哪裡去
[00:03:57.100 --> 00:04:01.500]  你耶和華你的神必與你同在
[00:04:01.500 --> 00:04:02.000]  換句話說
[00:04:02.000 --> 00:04:04.100]  神是對約書亞說
[00:04:04.100 --> 00:04:06.800]  約書亞我知道你心中有很多的恐懼
[00:04:06.800 --> 00:04:09.600]  但我要你定睛在我的身上
[00:04:09.600 --> 00:04:12.500]  我應許的同在上
[00:04:12.500 --> 00:04:14.700]  因為無論往哪裡去
[00:04:14.700 --> 00:04:15.700]  耶利哥
[00:04:15.700 --> 00:04:17.900]  那是非常艱難的征戰
[00:04:17.900 --> 00:04:19.200]  無論你往哪裡去
[00:04:19.200 --> 00:04:21.900]  愛成你曾經失敗的地方
[00:04:21.900 --> 00:04:23.200]  無論你往哪裡去
[00:04:23.200 --> 00:04:25.600]  即便你被仇敵欺騙過的地方
[00:04:25.600 --> 00:04:27.000]  無論你往哪裡去
[00:04:27.000 --> 00:04:29.500]  我都要與你同在
[00:04:29.500 --> 00:04:31.200]  Hallelujah
[00:04:31.200 --> 00:04:31.600]  第二點
[00:04:31.600 --> 00:04:34.700]  今天無論你面對多少艱難的環境
[00:04:34.700 --> 00:04:36.900]  甚至未知的領域
[00:04:36.900 --> 00:04:42.500]  你怎麼克服你心中一切的難處跟恐懼呢
[00:04:42.500 --> 00:04:46.500]  唯一的就是要將你的眼目定睛在神的同在
[00:04:46.500 --> 00:04:47.900]  神與你同在
[00:04:47.900 --> 00:04:50.100]  神永遠不離開你
[00:04:50.100 --> 00:04:52.000]  No matter what
[00:04:52.000 --> 00:04:53.600]  Amen
[00:04:53.600 --> 00:04:56.800]  就像在舊約時代的約瑟也是一樣
[00:04:56.800 --> 00:04:59.800]  我們看見當他被賣到埃及的那一剎那
[00:04:59.800 --> 00:05:00.400]  我告訴你
[00:05:00.400 --> 00:05:05.700]  他前面一生的道路已經不在他的手中了
[00:05:05.700 --> 00:05:09.300]  當他面對一個奴隸的生活
[00:05:09.300 --> 00:05:12.900]  當他面對一個被監禁在監獄裡的生活
[00:05:12.900 --> 00:05:17.100]  我相信約瑟心中也充滿各樣的恐懼
[00:05:17.100 --> 00:05:18.100]  但聖經告訴我們
[00:05:18.100 --> 00:05:20.900]  他的眼目卻沒有看見這些環境
[00:05:20.900 --> 00:05:22.400]  沒有看見這奴隸的生活
