
[00:00:00.000 --> 00:00:04.320]  我們讀一段聖經在以佛手書第六章第一到第四節
[00:00:04.320 --> 00:00:09.120]  這裡說你們做兒女的要在主理聽從父母這是理所當然的
[00:00:09.120 --> 00:00:11.520]  要孝敬父母使你得福
[00:00:11.520 --> 00:00:15.440]  再世長壽這是第一條帶應許的誡命
[00:00:15.440 --> 00:00:17.920]  你們做父親的不要惹兒女的氣
[00:00:17.920 --> 00:00:21.680]  只要照著主的教訓警戒養育他們
[00:00:21.680 --> 00:00:23.120]  我們就讀到這裡
[00:00:23.120 --> 00:00:24.560]  今天是母親節
[00:00:24.560 --> 00:00:27.280]  在這裡首先恭賀在我們這邊每一位母親
[00:00:27.280 --> 00:00:30.480]  母親節非常非常快樂你們
[00:00:30.480 --> 00:00:36.800]  很多時候我們領受了母親的愛習以為常
[00:00:36.800 --> 00:00:38.480]  不覺得什麼特別
[00:00:38.480 --> 00:00:43.280]  每年我們習慣了請吃飯寫上卡片
[00:00:43.280 --> 00:00:50.160]  但事實上母親的愛在我們一生當中是遠超過我們所能夠體會的
[00:00:50.160 --> 00:00:56.880]  我們從小長大母親在我們身上那個愛與掛念也是永不止息的
[00:00:56.880 --> 00:01:01.840]  所以再一次讓我在這裡向我們中間每一位偉大的母親說一聲謝謝
[00:01:01.840 --> 00:01:07.920]  是因為你們的愛讓我們能明白上帝的愛是何等長闊高深
[00:01:07.920 --> 00:01:09.200]  Amen
[00:01:09.200 --> 00:01:15.440]  有人說在現今的世代教養兒女是一件教人謙卑的功課
[00:01:15.440 --> 00:01:18.880]  但事實上不只是在現今的世代是如此
[00:01:18.880 --> 00:01:26.640]  自古以來兩代之間的衝突一直是在家庭裡面遇到的主要的危機
[00:01:26.640 --> 00:01:31.440]  聖經當中浪子回頭的故事就是最好的例子不是嗎
[00:01:31.440 --> 00:01:41.680]  只不過在現今的世代我們看見兩代之間在面對文化跟價值觀的衝突是比以前的世代是更加的厲害
[00:01:41.680 --> 00:01:47.920]  在以前在教養兒女的事情上父母是無上的權威
[00:01:47.920 --> 00:01:53.760]  可是現在父母只是眾多選擇中的一個而已
[00:01:53.760 --> 00:02:00.800]  所以我們的確看見現今的家庭在親子的關係上面對極大的挑戰
[00:02:00.800 --> 00:02:04.960]  但理解無論今天這個世界怎麼改變
[00:02:04.960 --> 00:02:09.120]  作為一個神的兒女我們一定要確信一件事情
[00:02:09.120 --> 00:02:13.120]  那就是上帝的話也是永不改變的Amen
[00:02:13.120 --> 00:02:20.080]  神的話是我們生活的準則也是永不改變的真理
[00:02:20.080 --> 00:02:26.480]  所以今天當我們面對我們在生活裡面在家庭裡面兩代之間任何的衝突的時候
[00:02:26.480 --> 00:02:32.080]  還是得回到聖經裡面神的話如何教導我們
[00:02:32.080 --> 00:02:37.360]  讓我們才懂得怎麼樣能夠建立一個和諧的兩代關係
[00:02:37.360 --> 00:02:42.240]  所以首先今天我們來看第一個做兒女的要怎麼樣呢要孝敬父母
[00:02:42.240 --> 00:02:46.160]  跟你媽說做兒女要孝敬父母
[00:02:46.160 --> 00:02:49.680]  保羅在《以佛所書》第六章第一節跟第二節講得很清楚
[00:02:49.680 --> 00:02:55.280]  這裡說你們做兒女要在主理聽從父母這是什麼理所當然
[00:02:55.280 --> 00:03:01.280]  要孝敬父母使你得福再世長壽這是第一條帶的應許的誡命
[00:03:01.280 --> 00:03:08.080]  在這裡我們看見第一個孝敬父母是神的誡命
[00:03:08.080 --> 00:03:12.320]  跟你媽說孝敬父母是神的誡命
[00:03:12.320 --> 00:03:15.760]  你知道我們很少想到這件事情很少想到說
[00:03:15.760 --> 00:03:22.640]  孝敬父母是一個誡命而且是十誡中的一條誡命
[00:03:22.640 --> 00:03:27.920]  很多時候我們以為孝敬父母是我們個人的事情是個人的選擇
[00:03:27.920 --> 00:03:33.520]  方便的時候就孝敬一下不方便的話以後再說吧
[00:03:33.520 --> 00:03:36.240]  但神的話卻不是這樣說的
[00:03:36.240 --> 00:03:41.520]  神的話神沒有說等我們方便了再來孝敬父母
[00:03:41.520 --> 00:03:46.800]  神也沒有說你們關係好了再來孝敬父母沒有
[00:03:46.800 --> 00:03:50.800]  我們看見十誡裡面在生命記第五章十六節怎麼講呢
[00:03:50.800 --> 00:03:57.600]  這裡說當造的耶和華你神所吩咐的孝敬父母使你得福
[00:03:57.600 --> 00:04:02.960]  並使你的日子在耶和華你神所賜你在地上得以長久
[00:04:02.960 --> 00:04:06.800]  所以我們看見這裡很清楚講到神的誡命當中
[00:04:06.800 --> 00:04:10.800]  很清楚這是一條誡命要我們孝敬父母
[00:04:10.800 --> 00:04:14.080]  從兩方面我們看這條誡命第一個
[00:04:14.080 --> 00:04:20.320]  這條誡命其實是在與人的關係上的第一條誡命
[00:04:20.320 --> 00:04:23.600]  你知道十誡分成兩部分
[00:04:23.600 --> 00:04:27.840]  頭四誡是講到我們與神的關係
[00:04:27.840 --> 00:04:33.280]  後六誡卻是講到我們與人的關係上的誡命
[00:04:33.280 --> 00:04:39.120]  而很有意思在這後面的六條與人的誡命當中
[00:04:39.120 --> 00:04:43.920]  第一條竟然不是不可殺人
[00:04:43.920 --> 00:04:46.800]  第一條也不是不可偷盜
[00:04:46.800 --> 00:04:53.120]  在這個六個與人關係的誡命當中的第一條
[00:04:53.120 --> 00:04:56.560]  卻是要孝敬父母
[00:04:56.560 --> 00:05:00.240]  可見得家庭是多麼的重要
[00:05:00.240 --> 00:05:05.440]  家庭才是整個社會結構的基礎
[00:05:05.440 --> 00:05:07.600]  家庭的次序對了
[00:05:07.600 --> 00:05:11.840]  那整個社會才可能有次序
[00:05:11.840 --> 00:05:16.320]  所以今天當我們看見整個美國社會的亂象的時候
[00:05:16.320 --> 00:05:19.120]  很多時候我們以為那是政治的問題
[00:05:19.120 --> 00:05:21.520]  我們以為那是種族的問題
[00:05:21.520 --> 00:05:23.200]  我們以為那是貧窮的問題
[00:05:23.200 --> 00:05:25.120]  其實都錯了
[00:05:25.120 --> 00:05:28.720]  歸根結底都是家庭的問題
[00:05:28.720 --> 00:05:31.440]  家庭的根基若毀壞了
[00:05:31.440 --> 00:05:37.600]  社會國家就不可能擁有真正的穩定跟平安
[00:05:37.600 --> 00:05:43.520]  這為什麼神把這條誡命放在與人的關係的第一條誡命
[00:05:43.520 --> 00:05:44.880]  非常重要
[00:05:44.880 --> 00:05:46.480]  要孝敬父母
[00:05:46.480 --> 00:05:49.120]  家庭是非常重要
[00:05:49.120 --> 00:05:53.520]  第二方面我們看見這是一個帶著應許的誡命
[00:05:53.520 --> 00:05:54.960]  這是帶著應許的誡命
[00:05:54.960 --> 00:05:58.960]  十條誡命當中只有這條是帶著應許
[00:05:58.960 --> 00:06:05.760]  保羅在這裡說要孝敬父母使你得福而且再世長壽
[00:06:05.760 --> 00:06:09.040]  我們都喜歡再世長壽
[00:06:09.040 --> 00:06:11.600]  但是請問你這個長壽是什麼意思
[00:06:11.600 --> 00:06:13.920]  其實這個長壽有多長呢
[00:06:13.920 --> 00:06:16.160]  卻不是絕對的
[00:06:16.160 --> 00:06:19.600]  聖經裡面很多時候提到蒙神祝福的人
[00:06:19.600 --> 00:06:23.600]  都能夠活到日子滿足的時候
[00:06:23.600 --> 00:06:30.240]  可見得在這裡的長壽是跟神對一個人的心意是有關係的
[00:06:30.240 --> 00:06:32.800]  但無論如何當一個人在世界上的時候
[00:06:32.800 --> 00:06:35.200]  如果懂得孝敬父母
[00:06:35.200 --> 00:06:41.520]  他必然能夠從他父母身上學習到生活的智慧
[00:06:41.520 --> 00:06:43.840]  而這些智慧就能夠幫助他
[00:06:43.840 --> 00:06:48.160]  讓他手中所做的事情就盡都順利了
