
[00:00:00.000 --> 00:00:01.520]  恩主我們獻上感恩
[00:00:01.520 --> 00:00:05.320]  祢讓我們今天能夠有這麼好的天氣
[00:00:05.320 --> 00:00:07.640]  這麼舒服的環境去敬拜祢
[00:00:07.640 --> 00:00:09.920]  願祢讓我們專心去到祢面前
[00:00:09.920 --> 00:00:11.600]  投入在敬拜當中
[00:00:11.600 --> 00:00:15.360]  願我們能夠開耳朵留心聽
[00:00:15.360 --> 00:00:17.560]  開他們的眼睛看見祢的榮光
[00:00:17.560 --> 00:00:19.320]  也讓我們用行動去回應
[00:00:19.320 --> 00:00:20.520]  猶如部人口中的言語
[00:00:20.520 --> 00:00:22.240]  弟兄姊妹之間是心思意念
[00:00:22.240 --> 00:00:24.160]  蒙聖靈的啟迪蒙主的月立
[00:00:24.160 --> 00:00:25.960]  禱告奉耶穌基督的名
[00:00:25.960 --> 00:00:26.960]  阿們
[00:00:28.520 --> 00:00:30.720]  弟兄姊妹今天這段經文
[00:00:30.720 --> 00:00:33.200]  不知道你之前有沒有機會去看過
[00:00:33.200 --> 00:00:35.520]  我們先打開聖經一起去看
[00:00:35.520 --> 00:00:38.040]  《瑪立福音》第五章這段聖經
[00:00:38.040 --> 00:00:40.480]  一開始
[00:00:40.480 --> 00:00:42.840]  剛才佛陀和我們讀出的時候都講到
[00:00:42.840 --> 00:00:45.000]  聖經裡面給了一個小標題就是
[00:00:45.000 --> 00:00:46.800]  炎和光
[00:00:46.800 --> 00:00:49.240]  先問大家一個問題
[00:00:49.240 --> 00:00:50.280]  過去這兩個禮拜
[00:00:50.280 --> 00:00:51.400]  剛剛過年
[00:00:51.400 --> 00:00:53.840]  大家攝取了多少個炎份
[00:00:53.840 --> 00:00:56.200]  這個問題比較深
[00:00:56.200 --> 00:00:57.440]  現在現代人說吃炎
[00:00:57.440 --> 00:00:59.320]  要講攝取多少炎份
[00:00:59.320 --> 00:01:00.640]  我不知道你有沒有留意
[00:01:00.640 --> 00:01:03.120]  會看標籤買東西吃的時候
[00:01:03.120 --> 00:01:04.840]  看看它有多少炎多少糖
[00:01:04.840 --> 00:01:06.400]  有沒有弟兄姊妹有這個習慣?
[00:01:06.400 --> 00:01:08.440]  買東西吃的時候會看一看標籤
[00:01:08.440 --> 00:01:10.120]  原來不是很多
[00:01:10.120 --> 00:01:11.080]  有一些
[00:01:11.080 --> 00:01:12.560]  可能要學多一點
[00:01:12.560 --> 00:01:14.600]  這段日子我看得比較多
[00:01:14.600 --> 00:01:18.480]  因為師母前一陣子會讀一些營養學的課程
[00:01:18.480 --> 00:01:21.480]  我們就會很乖地打開標籤來看
[00:01:21.480 --> 00:01:23.320]  裡面有多少糖份
[00:01:23.320 --> 00:01:24.360]  有多少炎
[00:01:24.360 --> 00:01:25.640]  就是多少鈉
[00:01:26.120 --> 00:01:27.840]  炎對你來講是什麼?
[00:01:27.840 --> 00:01:31.160]  炎就是吃進嘴裡的
[00:01:31.160 --> 00:01:32.960]  炎就是鹹味的
[00:01:32.960 --> 00:01:35.760]  炎還有什麼用?
[00:01:35.760 --> 00:01:38.080]  可能過年你家裡有沒有桔子?
[00:01:38.080 --> 00:01:39.240]  有沒有?
[00:01:39.240 --> 00:01:41.160]  我小時候家裡媽媽會買桔子
[00:01:41.160 --> 00:01:42.960]  過年之後就會剪掉桔子
[00:01:42.960 --> 00:01:43.520]  弄乾淨
[00:01:43.520 --> 00:01:45.640]  用來醃鹹柑桔
[00:01:45.640 --> 00:01:49.120]  喉嚨乾、喉嚨癢、痛的時候喝就對了
[00:01:49.120 --> 00:01:53.360]  今時今日我們炎可能到處都有
[00:01:53.360 --> 00:01:54.840]  超市到處都有
[00:01:54.840 --> 00:01:56.720]  我小時候不太知道什麼叫做鹽
[00:01:56.720 --> 00:01:59.280]  通常就是媽媽叫我買菜
[00:01:59.280 --> 00:02:01.040]  就說去買兩塊鹽吧
[00:02:01.040 --> 00:02:02.120]  通常就會買錯了
[00:02:02.120 --> 00:02:03.840]  明明想買幼鹽買粗鹽
[00:02:03.840 --> 00:02:04.880]  通常都是這樣而已
[00:02:04.880 --> 00:02:07.360]  今時今日你有沒有去超市買鹽呢?
[00:02:07.360 --> 00:02:08.520]  有沒有看到很多鹽?
[00:02:08.520 --> 00:02:09.880]  很多款的
[00:02:09.880 --> 00:02:11.360]  有海鹽
[00:02:11.360 --> 00:02:12.840]  有加電
[00:02:12.840 --> 00:02:14.720]  有鹽鹽
[00:02:14.720 --> 00:02:15.920]  還有很貴的
[00:02:15.920 --> 00:02:17.160]  我記得有一次我去買鹽的時候
[00:02:17.160 --> 00:02:18.080]  有一個朋友介紹
[00:02:18.080 --> 00:02:19.360]  這款鹽很貴的
[00:02:19.360 --> 00:02:21.840]  不知道什麼喜馬拉雅山什麼鹽
[00:02:21.840 --> 00:02:24.320]  一包小小一包幾十塊了
[00:02:24.320 --> 00:02:25.600]  哇,很貴啊
[00:02:25.600 --> 00:02:27.520]  接著我再想想
[00:02:27.520 --> 00:02:29.040]  鹽再貴也好
[00:02:29.040 --> 00:02:31.000]  都應該算是便宜的
[00:02:31.000 --> 00:02:32.760]  比起我們吃的肉
[00:02:32.760 --> 00:02:33.920]  菜
[00:02:33.920 --> 00:02:35.760]  一包鹽就算幾十塊
[00:02:35.760 --> 00:02:37.560]  我想你也用一個月吧
[00:02:37.560 --> 00:02:39.400]  沒理由兩天用完整包鹽
[00:02:39.400 --> 00:02:40.480]  除非你用來醃食而已
[00:02:40.480 --> 00:02:42.280]  一般食用很少用得很快
[00:02:42.280 --> 00:02:47.080]  鹽今時今日來說可能都是一些很便宜很簡單的東西
[00:02:47.080 --> 00:02:49.600]  但是原來在古代或者以前的社會裡面
[00:02:49.600 --> 00:02:50.720]  鹽是很重要的
[00:02:50.720 --> 00:02:52.320]  可能大家認識歷史就知道
[00:02:52.320 --> 00:02:54.960]  很多地方是用養鹽
[00:02:54.960 --> 00:02:56.280]  不是養
[00:02:56.280 --> 00:02:57.320]  提煉鹽
[00:02:57.320 --> 00:02:59.640]  或者去培植好的鹽
[00:02:59.640 --> 00:03:01.760]  以致它可以發達賺很多錢
[00:03:01.760 --> 00:03:04.160]  甚至耶穌時代他們也是這樣的
[00:03:04.160 --> 00:03:06.200]  我們知道古羅馬的時代
[00:03:06.200 --> 00:03:08.720]  他們給那些人工
[00:03:08.720 --> 00:03:10.800]  我們現在英文叫做 salary 這個字
[00:03:10.800 --> 00:03:12.440]  原來是由古拉丁文
[00:03:12.440 --> 00:03:14.760]  salarium 這個字是什麼來的呢?
[00:03:14.760 --> 00:03:15.640]  其實就是說
[00:03:15.640 --> 00:03:18.480]  發錢給士兵去買鹽
[00:03:18.480 --> 00:03:19.560]  這樣的意思
[00:03:20.280 --> 00:03:24.640]  原來鹽在很多文化傳統裡面是一個很貴重的東西
[00:03:24.640 --> 00:03:26.080]  今天我們很簡單
[00:03:26.080 --> 00:03:27.240]  因為好像很容易拿到
[00:03:27.240 --> 00:03:28.960]  因為現在海水提煉
[00:03:28.960 --> 00:03:30.160]  岩石裡面也有
[00:03:30.160 --> 00:03:32.040]  但是原來以前鹽是很貴重
[00:03:32.040 --> 00:03:33.120]  很難有
[00:03:33.120 --> 00:03:35.320]  沒有鹽原來是不行的
[00:03:35.320 --> 00:03:38.440]  有沒有人試過沒有鹽的?
[00:03:38.440 --> 00:03:39.240]  現在反過來
[00:03:39.240 --> 00:03:40.320]  通常都是反過來
[00:03:40.320 --> 00:03:41.200]  吃得太鹹了
[00:03:41.200 --> 00:03:42.640]  醫生就說吃少一點
[00:03:42.640 --> 00:03:43.800]  不要這麼多鹽
[00:03:43.800 --> 00:03:45.840]  要低鈉減鹽
[00:03:45.840 --> 00:03:48.320]  甚至有些人會用代替品等等
[00:03:48.760 --> 00:03:50.360]  但是原來人的身體很有趣
[00:03:50.360 --> 00:03:52.160]  如果我們完全沒有鹽的話
