
[00:00:00.000 --> 00:00:05.500]  好,我們一起低頭我們祈禱
[00:00:05.500 --> 00:00:07.600]  天父我們多謝讚美你
[00:00:07.600 --> 00:00:09.000]  因為你的恩典
[00:00:09.000 --> 00:00:13.300]  讓我們一起來敬拜主
[00:00:13.300 --> 00:00:15.700]  懇求主的靈與我們同在
[00:00:15.700 --> 00:00:18.200]  讓我們一同的思想著你的恩典
[00:00:18.200 --> 00:00:21.000]  加入祈禱奉耶穌名求
[00:00:21.000 --> 00:00:23.000]  阿門
[00:00:23.000 --> 00:00:24.100]  剛才唱詩歌的時候
[00:00:24.100 --> 00:00:27.600]  我特意好幾次轉頭看一下弟兄姊妹
[00:00:27.600 --> 00:00:29.600]  可能大家都早起床了
[00:00:29.600 --> 00:00:32.000]  就略為疲倦的神庸
[00:00:32.000 --> 00:00:35.400]  雖然我們唱詩唱到要讚美神
[00:00:35.400 --> 00:00:36.200]  我愛你
[00:00:36.200 --> 00:00:40.000]  但是大家很凝重神態
[00:00:40.000 --> 00:00:43.000]  所以今天希望大家經過敬拜之後
[00:00:43.000 --> 00:00:45.600]  就不要還是這麼污的
[00:00:45.600 --> 00:00:46.800]  這麼黑的
[00:00:46.800 --> 00:00:48.500]  是的
[00:00:48.500 --> 00:00:52.200]  能夠充滿著色彩的
[00:00:52.200 --> 00:00:56.200]  因為我們信靠這位又真又活的神
[00:00:56.200 --> 00:00:58.200]  有個細細要求的
[00:00:58.200 --> 00:01:00.400]  就是我講到比較特別
[00:01:00.400 --> 00:01:03.600]  我就不喜歡將那些經文
[00:01:03.600 --> 00:01:06.000]  全部打在PowerPoint那裡
[00:01:06.000 --> 00:01:07.600]  我想大家看聖經
[00:01:07.600 --> 00:01:10.600]  如果你有帶聖經就拿一本聖經出來
[00:01:10.600 --> 00:01:13.400]  如果沒有帶聖經就拿什麼?
[00:01:13.400 --> 00:01:14.600]  拿手機吧
[00:01:14.600 --> 00:01:16.200]  手機當然有聖經的
[00:01:16.200 --> 00:01:18.200]  那我這個經文就打錯了
[00:01:18.200 --> 00:01:19.200]  提摩太后書
[00:01:19.200 --> 00:01:19.700]  對了
[00:01:19.700 --> 00:01:21.800]  提摩太后書第二章
[00:01:21.800 --> 00:01:30.000]  請大家翻開
[00:01:30.000 --> 00:01:34.600]  我不是想大家看我和師母的靚相
[00:01:34.600 --> 00:01:39.200]  不過想大家看這張相後面那幾個字
[00:01:39.200 --> 00:01:43.000]  在太北青萊的學生中心外邊有個標語
[00:01:43.000 --> 00:01:44.200]  我覺得很有意思
[00:01:44.200 --> 00:01:46.600]  很想跟大家一起讀
[00:01:46.600 --> 00:01:48.400]  一、二、三
[00:01:48.400 --> 00:01:50.600]  「生活就是侍奉」
[00:01:50.600 --> 00:01:52.600]  「侍奉就是生活」
[00:01:52.600 --> 00:01:53.800]  再來一次
[00:01:53.800 --> 00:01:56.200]  「生活就是侍奉」
[00:01:56.200 --> 00:01:58.400]  「侍奉就是生活」
[00:01:58.400 --> 00:02:02.600]  今年教會的主題是講門徒訓練
[00:02:02.600 --> 00:02:06.600]  今天什麼是主的門徒呢?
[00:02:06.600 --> 00:02:08.000]  其實很簡單
[00:02:08.000 --> 00:02:10.800]  當我們生活就是侍奉
[00:02:10.800 --> 00:02:13.200]  侍奉就是生活的時候
[00:02:13.200 --> 00:02:17.200]  我們就成為主的門徒了
[00:02:17.200 --> 00:02:22.000]  今天可能我們不是生活就是侍奉
[00:02:22.000 --> 00:02:23.600]  我們生活是什麼?
[00:02:23.600 --> 00:02:26.000]  我們生活就是精靈
[00:02:26.000 --> 00:02:27.600]  即是Pokemon
[00:02:27.600 --> 00:02:30.200]  精靈就是我們的生活
[00:02:30.200 --> 00:02:34.400]  因為我們今天早上七點半出門口經過公園
[00:02:34.400 --> 00:02:40.200]  見到一對年輕的夫婦低頭在那裡
[00:02:40.200 --> 00:02:41.600]  追來追去
[00:02:41.600 --> 00:02:43.200]  就是在找那個精靈
[00:02:43.200 --> 00:02:47.200]  今天我們生活的主要主題是什麼呢?
[00:02:47.200 --> 00:02:49.600]  我們為什麼生活呢?
[00:02:49.600 --> 00:02:51.400]  基督徒最大的問題是什麼?
[00:02:51.400 --> 00:02:54.200]  基督徒最大的問題不是我們沒有來教會崇拜
[00:02:54.200 --> 00:02:55.800]  我們來了教會崇拜
[00:02:55.800 --> 00:02:57.800]  散會的時候在門口跟牧師握手
[00:02:57.800 --> 00:02:59.200]  「牧師再見」
[00:02:59.200 --> 00:03:00.800]  順便跟上帝說
[00:03:00.800 --> 00:03:02.000]  「上帝再見」
[00:03:02.000 --> 00:03:03.200]  「下個禮拜見」
[00:03:03.200 --> 00:03:06.200]  於是我們回去過自己的生活
[00:03:06.200 --> 00:03:08.600]  今天求主幫助我們
[00:03:08.600 --> 00:03:11.000]  讓我們的生活就是侍奉
[00:03:11.000 --> 00:03:13.200]  侍奉就是生活
[00:03:13.200 --> 00:03:15.600]  不知道大家在網上有沒有看過
[00:03:15.600 --> 00:03:16.600]  有人說是開玩笑的
[00:03:16.600 --> 00:03:18.200]  我不知道是開玩笑還是說真的
[00:03:18.200 --> 00:03:22.800]  就在網上大陸有一間廟
[00:03:22.800 --> 00:03:25.000]  就成精和尚
[00:03:25.000 --> 00:03:26.200]  不是和尚用
[00:03:26.200 --> 00:03:27.000]  成精和尚
[00:03:27.000 --> 00:03:29.800]  說明這個和尚是朝九晚五的
[00:03:29.800 --> 00:03:34.600]  如果延長時間就有OT的
[00:03:34.600 --> 00:03:37.200]  那麼他幾高薪水的?
[00:03:37.200 --> 00:03:42.400]  三萬人一個月人民幣
[00:03:42.400 --> 00:03:44.200]  但是他也有要求
[00:03:44.200 --> 00:03:45.600]  當然第一
[00:03:45.600 --> 00:03:51.200]  當然你要好像楊牧師那樣
[00:03:51.200 --> 00:03:51.800]  剃度
[00:03:51.800 --> 00:03:55.000]  然後在辦公時間
[00:03:55.000 --> 00:03:56.400]  你不准喝酒
[00:03:56.400 --> 00:03:57.200]  不准吸煙
[00:03:57.200 --> 00:03:59.600]  不准有色情的事情
[00:03:59.600 --> 00:04:01.600]  你不准上閒網看一下
[00:04:01.600 --> 00:04:03.000]  這樣不行的
[00:04:03.000 --> 00:04:05.000]  但是他又很特別
[00:04:05.000 --> 00:04:07.000]  下了班之後
[00:04:07.000 --> 00:04:10.000]  就任隨尊便
[00:04:10.000 --> 00:04:13.400]  你做什麼都可以的
[00:04:13.400 --> 00:04:14.600]  中文
[00:04:14.600 --> 00:04:17.200]  會不會我們基督徒都是這樣?
[00:04:17.200 --> 00:04:18.800]  我們來到教會
[00:04:18.800 --> 00:04:20.200]  我們
[00:04:20.200 --> 00:04:21.600]  我還記得
[00:04:21.600 --> 00:04:24.400]  我剛剛來
[00:04:24.400 --> 00:04:25.400]  燒浸的時候
[00:04:25.400 --> 00:04:26.400]  我們學了一首歌
[00:04:26.400 --> 00:04:28.400]  現在就沒有唱了
[00:04:28.400 --> 00:04:30.400]  我們那個年代就有唱的
[00:04:30.400 --> 00:04:31.600]  什麼歌呢?就是
[00:04:31.600 --> 00:04:34.000]  「來到禮拜像這樣
[00:04:34.000 --> 00:04:35.600]  回到家裡像這樣」
[00:04:35.600 --> 00:04:37.600]  什麼?「浪」
[00:04:37.600 --> 00:04:39.400]  我們就是這樣的情況
[00:04:39.400 --> 00:04:41.400]  「來到禮拜像這樣
[00:04:41.400 --> 00:04:42.600]  回到家裡像…」
[00:04:42.600 --> 00:04:44.200]  「來到禮拜像這樣
[00:04:44.200 --> 00:04:47.000]  回到家裡像隻浪」
[00:04:47.000 --> 00:04:48.000]  我們
[00:04:48.000 --> 00:04:50.600]  回到教會就好像羊一樣
[00:04:50.600 --> 00:04:53.000]  回到家裡還我本來面目
[00:04:53.000 --> 00:04:55.000]  做隻浪
[00:04:55.000 --> 00:04:57.600]  今天求主幫助我們
[00:04:57.600 --> 00:04:58.800]  上個禮拜
[00:04:58.800 --> 00:05:00.400]  我很感恩
[00:05:00.400 --> 00:05:03.200]  跟師母有機會去台北
[00:05:03.200 --> 00:05:06.400]  參加兩個很出名牧師的安息禮拜
[00:05:06.400 --> 00:05:09.600]  他成為我們的榜樣
[00:05:09.600 --> 00:05:11.800]  因為他們的生活就是侍奉
[00:05:11.800 --> 00:05:13.000]  侍奉就是生活
[00:05:13.000 --> 00:05:14.800]  其中一個就是周年華牧師
[00:05:14.800 --> 00:05:15.600]  大家可能認識他
[00:05:15.600 --> 00:05:17.200]  他九十六歲
[00:05:17.200 --> 00:05:18.400]  那個主日
[00:05:18.400 --> 00:05:20.400]  大約三個禮拜前
[00:05:20.400 --> 00:05:21.400]  那個主日
[00:05:21.400 --> 00:05:23.800]  他還去教會講道
[00:05:23.800 --> 00:05:24.600]  講完道之後
[00:05:24.600 --> 00:05:27.200]  開車兩個弟兄姊妹跟他一起
[00:05:27.200 --> 00:05:28.600]  他自己開車
[00:05:28.600 --> 00:05:30.200]  開車
[00:05:30.200 --> 00:05:34.600]  從陽明山回家
[00:05:34.600 --> 00:05:36.600]  途中覺得不舒服
[00:05:36.600 --> 00:05:38.400]  就駛到一邊
[00:05:38.400 --> 00:05:40.400]  趴在太盤那裡
[00:05:40.400 --> 00:05:42.800]  就這樣安息了
[00:05:42.800 --> 00:05:43.800]  很感恩
[00:05:43.800 --> 00:05:50.000]  因為他一生都沒有停過侍奉
[00:05:50.000 --> 00:05:51.400]  雖然他退休了
[00:05:51.400 --> 00:05:56.600]  在台北淹水會懷恩堂退休
[00:05:56.600 --> 00:06:00.200]  但是他成立一個叫網絡教會
[00:06:00.200 --> 00:06:01.400]  在這個網絡教會裡面
[00:06:01.400 --> 00:06:02.600]  他負責講道
[00:06:02.600 --> 00:06:04.600]  並且跟年青人
[00:06:04.600 --> 00:06:08.200]  直接在網絡那裡對談
[00:06:08.200 --> 00:06:14.400]  他一生就是努力去侍奉
[00:06:14.400 --> 00:06:17.000]  一會兒我會跟大家分享一個
[00:06:17.000 --> 00:06:19.600]  我們剛剛去鹿島的侍奉
[00:06:19.600 --> 00:06:21.200]  鹿島有一間浸信會
[00:06:21.200 --> 00:06:23.400]  就是周年華牧師設立的
[00:06:23.400 --> 00:06:26.800]  因為當年他是總統的牧師
[00:06:26.800 --> 00:06:28.600]  鹿島以前沒有人住
[00:06:28.600 --> 00:06:30.600]  只有監犯
[00:06:30.600 --> 00:06:32.000]  政治犯在裡面
[00:06:32.000 --> 00:06:34.200]  監犯出了監之後
[00:06:34.200 --> 00:06:36.000]  有些人就留在鹿島住
[00:06:36.000 --> 00:06:37.000]  所以他覺得
[00:06:37.000 --> 00:06:39.000]  這些人需要一間教會
[00:06:39.000 --> 00:06:41.800]  所以就向總統申請
[00:06:41.800 --> 00:06:44.200]  於是就建了一間浸信會
[00:06:44.200 --> 00:06:47.400]  在鹿島那裡
[00:06:47.400 --> 00:06:49.200]  另外一位牧師
[00:06:49.200 --> 00:06:51.000]  就是司大雄牧師
[00:06:51.000 --> 00:06:52.400]  不是那麼多人認識他
[00:06:52.400 --> 00:06:57.400]  他是景美浸信會的主任牧師
[00:06:57.400 --> 00:07:00.400]  他講道很有恩賜的
[00:07:00.400 --> 00:07:02.400]  他很多講道的書
[00:07:02.400 --> 00:07:06.400]  然後很可惜
[00:07:06.400 --> 00:07:11.200]  他差不多十四年前患了癌症
[00:07:11.200 --> 00:07:13.800]  後來越來越嚴重
[00:07:13.800 --> 00:07:16.400]  就臥病在床
[00:07:16.400 --> 00:07:19.000]  經常要睡床的
[00:07:19.000 --> 00:07:21.400]  但是他從來沒有停過侍奉
[00:07:21.400 --> 00:07:24.000]  雖然他因為病退休
[00:07:24.000 --> 00:07:25.000]  退休之後
[00:07:25.000 --> 00:07:29.200]  我有機會去台北探望他
[00:07:29.200 --> 00:07:33.000]  於是我每次探望他都很受激勵
[00:07:33.000 --> 00:07:37.000]  因為他床前面有個電視機
[00:07:37.000 --> 00:07:38.000]  有什麼特別
[00:07:38.000 --> 00:07:40.800]  現在每個人家庭床前都有個電視機
[00:07:40.800 --> 00:07:43.000]  但他不是看電視節目的
[00:07:43.000 --> 00:07:44.400]  他是每個主日
[00:07:44.400 --> 00:07:48.400]  就會重播放假會的崇拜
[00:07:48.400 --> 00:07:50.400]  他留意誰有來沒來
[00:07:50.400 --> 00:07:51.600]  打個電話
[00:07:51.600 --> 00:07:54.000]  你好像沒來崇拜
[00:07:54.000 --> 00:07:56.000]  然後更加特別
[00:07:56.000 --> 00:07:58.400]  他逢星期三假會的祈禱會
[00:07:58.400 --> 00:08:00.000]  他也都轉播
[00:08:00.000 --> 00:08:02.400]  又為假會的事來禱告
[00:08:02.400 --> 00:08:04.800]  紀念假會的事
[00:08:04.800 --> 00:08:06.800]  他又很厲害
[00:08:06.800 --> 00:08:10.600]  他的醫生都說
[00:08:10.600 --> 00:08:12.200]  他能夠活十幾年
[00:08:12.200 --> 00:08:14.400]  應該是很大的神蹟
[00:08:14.400 --> 00:08:15.400]  他堅持不用
[00:08:15.400 --> 00:08:17.800]  為什麼?因為他兒子還沒結婚
[00:08:17.800 --> 00:08:20.200]  所以前幾年他兒子結婚了
[00:08:20.200 --> 00:08:21.400]  他還不死
[00:08:21.400 --> 00:08:22.000]  不肯死
[00:08:22.000 --> 00:08:26.800]  因為他兒子還沒生
[00:08:26.800 --> 00:08:29.600]  去年他兒子生了兒子
[00:08:29.600 --> 00:08:33.200]  但他不單止其實還是禱告
[00:08:33.200 --> 00:08:34.600]  其實每兩個星期
[00:08:34.600 --> 00:08:37.600]  他在他們的州報會寫一篇文章
[00:08:37.600 --> 00:08:39.800]  叫做《老木人首記》
[00:08:39.800 --> 00:08:43.600]  就是將他對一些事情的想法
[00:08:43.600 --> 00:08:45.200]  思想、聖經的解釋
[00:08:45.200 --> 00:08:46.800]  跟弟兄姊妹分享
[00:08:46.800 --> 00:08:49.600]  很激勵很多人
[00:08:49.600 --> 00:08:51.800]  前三個星期
[00:08:51.800 --> 00:08:54.400]  他在周梁牙牧師安息了之後
[00:08:54.400 --> 00:08:57.600]  兩天就離開世界
[00:08:57.600 --> 00:08:59.600]  離開世界之後
[00:08:59.600 --> 00:09:02.600]  我上個星期就去參加他的安息禮拜
[00:09:02.600 --> 00:09:03.600]  我很感恩
[00:09:03.600 --> 00:09:06.600]  安息禮拜裡面有兩個人說話
[00:09:06.600 --> 00:09:08.400]  一個就是他的兒子
[00:09:08.400 --> 00:09:10.000]  叫做施爾諾
[00:09:10.000 --> 00:09:11.600]  他說
[00:09:11.600 --> 00:09:16.600]  父親的新教對身為獨子的他影響很巨大
[00:09:16.600 --> 00:09:19.000]  他甚少向家人說教
[00:09:19.000 --> 00:09:26.000]  但是他的新教卻深深影響了我
[00:09:26.000 --> 00:09:27.200]  然後他就說
[00:09:27.200 --> 00:09:29.800]  今天如果我爸爸還在
[00:09:29.800 --> 00:09:33.200]  我爸爸只會說一句話
[00:09:33.200 --> 00:09:37.200]  當中還未信耶穌的人
[00:09:37.200 --> 00:09:40.200]  快點信耶穌了
[00:09:40.200 --> 00:09:42.800]  然後慰勉的時候
[00:09:42.800 --> 00:09:45.400]  就是台灣浸信會籌院的院長
[00:09:45.400 --> 00:09:50.400]  蔡瑞益牧師院長就說慰勉
[00:09:50.400 --> 00:09:54.000]  他就強調
[00:09:54.000 --> 00:09:57.200]  施梁牧師是很緊張傳福音的
[00:09:57.200 --> 00:09:59.800]  所以當中特別年輕人
[00:09:59.800 --> 00:10:02.800]  你們都要好像施牧師一樣成為傳道人
[00:10:02.800 --> 00:10:05.600]  大家快點來籌院讀書
[00:10:05.600 --> 00:10:07.200]  我深深覺得
[00:10:07.200 --> 00:10:10.200]  施梁牧師整個宋拜安息禮拜
[00:10:10.200 --> 00:10:12.800]  他自己預先設計的
[00:10:12.800 --> 00:10:18.400]  他將他人生最後的聚會都成為培靈報道會
[00:10:18.400 --> 00:10:20.600]  來參加這個安息禮拜
[00:10:20.600 --> 00:10:23.600]  好像參加一個培靈報道會一樣
[00:10:23.600 --> 00:10:24.600]  今天
[00:10:24.600 --> 00:10:26.200]  這些都是我們的榜樣
[00:10:26.200 --> 00:10:28.200]  因為他們的生活就是侍奉
[00:10:28.200 --> 00:10:31.000]  他們的侍奉就是生活
[00:10:31.000 --> 00:10:31.800]  弟兄姊妹
[00:10:31.800 --> 00:10:32.600]  今天
[00:10:32.600 --> 00:10:33.800]  我們生命的侍奉
[00:10:33.800 --> 00:10:35.200]  怎樣侍奉法呢?
[00:10:35.200 --> 00:10:36.400]  我們一起來讀
[00:10:36.400 --> 00:10:38.600]  提摩大學書第二章第一節
[00:10:38.600 --> 00:10:40.800]  我們一起來讀
[00:10:40.800 --> 00:10:49.400]  「我兒,你要在基督耶穌的恩典上剛強起來」
[00:10:49.400 --> 00:10:51.800]  另外一個翻譯
[00:10:51.800 --> 00:10:54.200]  現代中文翻譯就譯他做
[00:10:54.200 --> 00:10:58.800]  「你要藉著基督耶穌所賜的恩典剛強起來」
[00:10:58.800 --> 00:11:01.000]  總之我們要剛強
[00:11:01.000 --> 00:11:03.600]  好像摩西就叫約書亞
[00:11:03.600 --> 00:11:05.400]  「你要剛強啊」
[00:11:05.400 --> 00:11:07.600]  大衛又對所羅門說
[00:11:07.600 --> 00:11:09.400]  「喂,你要剛強」
[00:11:09.400 --> 00:11:10.200]  今天
[00:11:10.200 --> 00:11:11.800]  我們侍奉主
[00:11:11.800 --> 00:11:14.400]  我們需要靠主去剛強
[00:11:14.400 --> 00:11:17.200]  因為靠我們自己很多事情是做不到的
[00:11:17.200 --> 00:11:18.200]  我在哨陣
[00:11:18.200 --> 00:11:20.600]  其中一個最大的經歷
[00:11:20.600 --> 00:11:24.000]  就是我1970年開始在哨院讀書
[00:11:24.000 --> 00:11:25.600]  1973年的時候
[00:11:25.600 --> 00:11:27.400]  我還在讀
[00:11:27.400 --> 00:11:32.600]  哨院要我去浸會讀儒科
[00:11:32.600 --> 00:11:34.600]  我在讀書的時候
[00:11:34.600 --> 00:11:36.600]  就回來教會侍奉
[00:11:36.600 --> 00:11:37.400]  實習
[00:11:37.400 --> 00:11:40.800]  見到教會有個海報
[00:11:40.800 --> 00:11:41.800]  寫著
[00:11:41.800 --> 00:11:46.000]  「世界浸會青年大會 Portland, Oregon, USA」
[00:11:46.000 --> 00:11:48.800]  就是1974年的暑假
[00:11:48.800 --> 00:11:53.200]  我就問當時的牧師陳德全牧師問他
[00:11:53.200 --> 00:11:58.200]  「教會這個大會需要多少錢啊?我很有興趣去喔」
[00:11:58.200 --> 00:12:04.800]  他就說「這個大會大約計起來需要五千元港元那麼上下」
[00:12:04.800 --> 00:12:07.400]  我看看我的銀行存摺
[00:12:07.400 --> 00:12:09.400]  只有五十元而已
[00:12:09.400 --> 00:12:12.600]  五千元對我來說都是很親民數字
[00:12:12.600 --> 00:12:14.400]  於是就沒有想了
[00:12:14.400 --> 00:12:16.400]  後來陳牧師來找我
[00:12:16.400 --> 00:12:18.200]  「喂!有個機會了」
[00:12:18.200 --> 00:12:22.800]  「因為這個大會世界浸會青年大會就提供一個獎學金」
[00:12:22.800 --> 00:12:27.400]  「給全亞洲的浸會哨院選一個新學生去」
[00:12:27.400 --> 00:12:30.800]  當時全亞洲有八間浸會哨院
[00:12:30.800 --> 00:12:34.200]  我照照鏡子好像都不太像自己
[00:12:34.200 --> 00:12:35.400]  於是呢
[00:12:35.400 --> 00:12:37.600]  不過我覺得這個只有一個機會
[00:12:37.600 --> 00:12:39.600]  於是就填了報名表
[00:12:39.600 --> 00:12:41.600]  然後寫幾張紙
[00:12:41.600 --> 00:12:44.400]  說我為什麼要去這個大會啊
[00:12:44.400 --> 00:12:46.200]  我對什麼有興趣啊
[00:12:46.200 --> 00:12:49.000]  故事很長不詳細說了
[00:12:49.000 --> 00:12:50.600]  最後呢
[00:12:50.600 --> 00:12:52.400]  我就拿了這個獎學金
[00:12:52.400 --> 00:12:53.000]  為什麼?
[00:12:53.000 --> 00:12:55.400]  因為全亞洲只有我個人申請
[00:12:55.400 --> 00:12:58.800]  (笑聲)
[00:12:58.800 --> 00:13:00.200]  本來不可能的事情
[00:13:00.200 --> 00:13:01.400]  在上帝
[00:13:01.400 --> 00:13:03.000]  靠著上帝恩典
[00:13:03.000 --> 00:13:04.400]  我們就能夠做到
[00:13:04.400 --> 00:13:06.400]  弟兄姊妹
[00:13:06.400 --> 00:13:08.200]  這個就是我剛才提到
[00:13:08.200 --> 00:13:12.400]  大會浸會剛剛過去了的四月
[00:13:12.400 --> 00:13:15.800]  我又和五個弟兄一起去六島
[00:13:15.800 --> 00:13:19.400]  當時那間教會已經快要倒塌了
[00:13:19.400 --> 00:13:20.400]  大家見到
[00:13:20.400 --> 00:13:22.600]  頂部被我們拆掉了
[00:13:22.600 --> 00:13:24.000]  我們去到
[00:13:24.000 --> 00:13:25.200]  本來呢
[00:13:25.200 --> 00:13:28.200]  就想著幫這間教會修建一下
[00:13:28.200 --> 00:13:30.000]  一去到我看
[00:13:30.000 --> 00:13:33.400]  其實我們只是去前後
[00:13:33.400 --> 00:13:36.600]  算上坐飛機
[00:13:36.600 --> 00:13:39.200]  我們只有三天在那裡工作
[00:13:39.200 --> 00:13:40.400]  那
[00:13:40.400 --> 00:13:41.600]  我一看
[00:13:41.600 --> 00:13:44.000]  馬上和那五個大漢說
[00:13:44.000 --> 00:13:45.400]  很簡單啊
[00:13:45.400 --> 00:13:46.800]  我們訂了一個計劃
[00:13:46.800 --> 00:13:49.200]  就是將屋頂那個十字架
[00:13:49.200 --> 00:13:50.400]  那個紅色的十字架
[00:13:50.400 --> 00:13:51.800]  塗了它
[00:13:51.800 --> 00:13:54.200]  將前面那一面牆塗了白
[00:13:54.200 --> 00:13:55.600]  就可以收工了
[00:13:55.600 --> 00:13:57.400]  因為其他事情做不到
[00:13:57.400 --> 00:13:59.200]  太巨型了
[00:13:59.200 --> 00:14:00.600]  但是呢
[00:14:00.600 --> 00:14:02.800]  大家經過討告覺得
[00:14:02.800 --> 00:14:04.200]  都要盡力做
[00:14:04.200 --> 00:14:06.400]  後來主因典呢
[00:14:06.400 --> 00:14:08.200]  三天之後呢
[00:14:08.200 --> 00:14:10.600]  我們將那間教會就建好了
[00:14:10.600 --> 00:14:12.800]  弄好不要說建好
[00:14:12.800 --> 00:14:13.600]  弄好蓋子
[00:14:13.600 --> 00:14:16.000]  塗好漂亮
[00:14:16.000 --> 00:14:19.600]  弄到整個島都嘩然
[00:14:19.600 --> 00:14:20.400]  因為呢
[00:14:20.400 --> 00:14:21.200]  他們經常經過
[00:14:21.200 --> 00:14:22.400]  好像那間教會
[00:14:22.400 --> 00:14:23.800]  好像垃圾堆那樣
[00:14:23.800 --> 00:14:25.600]  但是突然間漂亮得那麼厲害
[00:14:25.600 --> 00:14:27.400]  但是更加感恩的呢
[00:14:27.400 --> 00:14:30.000]  就是
[00:14:30.000 --> 00:14:31.000]  上個月你知不知道
[00:14:31.000 --> 00:14:33.800]  台灣有一個什麼超級颱風
[00:14:33.800 --> 00:14:35.200]  吹得很厲害
[00:14:35.200 --> 00:14:37.000]  下到更加厲害
[00:14:37.000 --> 00:14:39.000]  很多屋頂都沒有了
[00:14:39.000 --> 00:14:40.800]  搞到蔡英文總統
[00:14:40.800 --> 00:14:42.800]  都要走去巡視一下
[00:14:42.800 --> 00:14:44.400]  但是很感恩
[00:14:44.400 --> 00:14:45.400]  教會呢
[00:14:45.400 --> 00:14:48.200]  就竟然我們建的蓋子
[00:14:48.200 --> 00:14:50.600]  竟然就翹起一點點而已
[00:14:50.600 --> 00:14:52.800]  完整無缺
[00:14:52.800 --> 00:14:54.800]  我們看見神自己
[00:14:54.800 --> 00:14:56.200]  很大的恩典
[00:14:56.200 --> 00:14:58.000]  我們需要靠著主的能力
[00:14:58.000 --> 00:15:00.200]  今天不是靠著我們自己做工
[00:15:00.200 --> 00:15:02.400]  總之我們很多時候侍奉呢
[00:15:02.400 --> 00:15:03.200]  我們覺得
