
[00:00:00.000 --> 00:00:02.000]  我要好好地望下大家先
[00:00:02.000 --> 00:00:06.000]  真係好耐冇見過大家
[00:00:06.000 --> 00:00:08.000]  好感恩真係我哋可以
[00:00:08.000 --> 00:00:11.000]  一齊喺神嘅家中去敬拜
[00:00:11.000 --> 00:00:13.000]  我唔知頭先你敬拜嘅時候呢
[00:00:13.000 --> 00:00:15.000]  你聽到隔離左右係有聲音嘅
[00:00:15.000 --> 00:00:17.000]  一齊和唱嘅一齊
[00:00:17.000 --> 00:00:19.000]  去禱告阿門嘅
[00:00:19.000 --> 00:00:21.000]  呢一個係集體敬拜
[00:00:21.000 --> 00:00:23.000]  喺家中唔能取代
[00:00:23.000 --> 00:00:25.000]  所以感謝主畀我哋喺疫情
[00:00:25.000 --> 00:00:27.000]  恢復之後我哋可以
[00:00:27.000 --> 00:00:29.000]  喺神嘅家裏面一齊敬拜
[00:00:29.000 --> 00:00:31.000]  亦都歡迎喺
[00:00:31.000 --> 00:00:33.000]  轉播嘅地方嘅無論係呼堂
[00:00:33.000 --> 00:00:35.000]  真理樓嘅班房禮堂
[00:00:35.000 --> 00:00:37.000]  無論小朋友啦
[00:00:37.000 --> 00:00:39.000]  大朋友啦一齊去敬拜
[00:00:39.000 --> 00:00:41.000]  今日我哋都有好多嘅小朋友喺度㗎
[00:00:41.000 --> 00:00:43.000]  所以曾牧師要先講
[00:00:43.000 --> 00:00:45.000]  小朋友有聲音越嚟越去係
[00:00:45.000 --> 00:00:47.000]  正常嘅你
[00:00:47.000 --> 00:00:49.000]  唔好望佢啦
[00:00:49.000 --> 00:00:51.000]  讓佢呢可以好自由自在嘅
[00:00:51.000 --> 00:00:53.000]  佢去學習睇下
[00:00:53.000 --> 00:00:55.000]  觀察你點樣崇拜
[00:00:55.000 --> 00:00:57.000]  今日係
[00:00:57.000 --> 00:00:59.000]  家庭主日
[00:00:59.000 --> 00:01:01.000]  正按照牧師留低嘅傳統
[00:01:01.000 --> 00:01:03.000]  係要講故事嘅
[00:01:03.000 --> 00:01:07.000]  今日周牧師要講嘅故事都係叫做
[00:01:07.000 --> 00:01:09.000]  魔鬼的會議
[00:01:09.000 --> 00:01:11.000]  記住呢個故事嚟㗎啫
[00:01:11.000 --> 00:01:13.000]  如果小朋友驚驚呢就爸爸媽媽抱一抱佢先
[00:01:13.000 --> 00:01:17.000]  個故事係咁嘅
[00:01:17.000 --> 00:01:19.000]  有一次魔鬼就召集咗佢嘅手下
[00:01:19.000 --> 00:01:21.000]  去開會
[00:01:21.000 --> 00:01:23.000]  魔鬼就話啦
[00:01:23.000 --> 00:01:25.000]  我哋阻止唔到基督徒返教會
[00:01:25.000 --> 00:01:27.000]  疫情都阻止唔到佢哋喺
[00:01:27.000 --> 00:01:29.000]  網上敬拜
[00:01:29.000 --> 00:01:31.000]  又阻止唔到佢哋彼此相愛
[00:01:31.000 --> 00:01:33.000]  有啲咩辦法令到佢哋呢可以遠離耶穌
[00:01:33.000 --> 00:01:35.000]  等佢哋呢唔好再
[00:01:35.000 --> 00:01:37.000]  同耶穌企埋一齊
[00:01:37.000 --> 00:01:39.000]  如果唔係嘅話呢我哋嘅霸權就
[00:01:39.000 --> 00:01:41.000]  越嚟越弱㗎啦
[00:01:41.000 --> 00:01:43.000]  咁其他嘅大鬼
[00:01:43.000 --> 00:01:45.000]  小鬼就大嗌啦
[00:01:45.000 --> 00:01:47.000]  我哋應該點樣算呀大王
[00:01:47.000 --> 00:01:49.000]  魔鬼就話
[00:01:49.000 --> 00:01:51.000]  我哋要聰明啲
[00:01:51.000 --> 00:01:53.000]  諗計
[00:01:53.000 --> 00:01:55.000]  偷佢哋啲時間
[00:01:55.000 --> 00:01:57.000]  等佢哋冇時間親近耶穌
[00:01:57.000 --> 00:01:59.000]  又對屋企人差啲
[00:01:59.000 --> 00:02:01.000]  其他大小鬼就大嗌
[00:02:01.000 --> 00:02:03.000]  咁即係點做呀大王
[00:02:03.000 --> 00:02:05.000]  魔鬼就話
[00:02:05.000 --> 00:02:07.000]  等佢哋忙碌啦
[00:02:07.000 --> 00:02:09.000]  等佢哋沉迷啦
[00:02:09.000 --> 00:02:11.000]  等佢哋滿足自己想點就點
[00:02:11.000 --> 00:02:13.000]  於是就有小鬼舉手
[00:02:13.000 --> 00:02:15.000]  大王呢度呢度
[00:02:15.000 --> 00:02:17.000]  我諗到啦
[00:02:17.000 --> 00:02:19.000]  等佢哋為咗生活忙碌
[00:02:19.000 --> 00:02:21.000]  時刻工作
[00:02:21.000 --> 00:02:23.000]  24小時不停機
[00:02:23.000 --> 00:02:25.000]  等啲父母唔得閒
[00:02:25.000 --> 00:02:27.000]  陪仔女
[00:02:27.000 --> 00:02:29.000]  等啲仔女又冇犯法理到老人家
[00:02:29.000 --> 00:02:31.000]  又有惡魔舉手
[00:02:31.000 --> 00:02:33.000]  呢度呢度
[00:02:33.000 --> 00:02:35.000]  我哋可以用互聯網
[00:02:35.000 --> 00:02:37.000]  用多媒體等佢哋個腦成日都好忙呀
[00:02:37.000 --> 00:02:39.000]  一日到黑呢不停聽嘢
[00:02:39.000 --> 00:02:41.000]  唔聽嘢就睇嘢
[00:02:41.000 --> 00:02:43.000]  唔睇嘢都要開住部機望住個光嘅地方
[00:02:43.000 --> 00:02:45.000]  完全冇時間
[00:02:45.000 --> 00:02:47.000]  聽耶穌嘅聲音呀
[00:02:47.000 --> 00:02:49.000]  仲有仲有仲有
[00:02:49.000 --> 00:02:51.000]  等佢哋買買買
[00:02:51.000 --> 00:02:53.000]  click click click
[00:02:53.000 --> 00:02:55.000]  淘淘淘
[00:02:55.000 --> 00:02:57.000]  追求各樣短暫嘅滿足
[00:02:57.000 --> 00:02:59.000]  仲有仲有
[00:02:59.000 --> 00:03:01.000]  要畀嗰啲養靚
[00:03:01.000 --> 00:03:03.000]  身型好嘅俊男美女
[00:03:03.000 --> 00:03:05.000]  不停組隊出現喺視像影像
[00:03:05.000 --> 00:03:07.000]  電影手機上面仲要係電車上面
[00:03:07.000 --> 00:03:09.000]  叫人人心思思
[00:03:09.000 --> 00:03:11.000]  忘記身邊人
[00:03:11.000 --> 00:03:13.000]  有機會就生恨恨闖出喎
[00:03:13.000 --> 00:03:15.000]  係呀係呀係呀
[00:03:15.000 --> 00:03:17.000]  仲要令佢哋呢好
[00:03:17.000 --> 00:03:19.000]  鍾意去改造自己
[00:03:19.000 --> 00:03:21.000]  美容修身整容練八舊腹肌
[00:03:21.000 --> 00:03:23.000]  人魚線自己越嚟越愛
[00:03:23.000 --> 00:03:25.000]  想自己注意力擺曬
[00:03:25.000 --> 00:03:27.000]  自己身上咁佢
[00:03:27.000 --> 00:03:29.000]  就唔得閒你屋企人啦佢哋投
[00:03:29.000 --> 00:03:31.000]  家就非常之脆弱㗎啦
[00:03:31.000 --> 00:03:33.000]  我哋唔好放嗰啲小
[00:03:33.000 --> 00:03:35.000]  朋友喎等佢哋忙住呢
