
[00:00:00.000 --> 00:00:03.200]  上次和大家開始講到禮儀的問題
[00:00:03.200 --> 00:00:04.900]  Ritual這方面
[00:00:04.900 --> 00:00:10.400]  也講到禮儀其實是人再次做一些所謂的
[00:00:10.400 --> 00:00:11.200]  Sacred Drama
[00:00:11.200 --> 00:00:12.000]  我用這個詞
[00:00:12.000 --> 00:00:13.800]  神聖的話劇
[00:00:13.800 --> 00:00:15.800]  而在這個禮儀過程裏面
[00:00:15.800 --> 00:00:18.600]  最重要的重點並不是說
[00:00:18.600 --> 00:00:20.700]  哪裏發生或者什麼時間發生
[00:00:20.700 --> 00:00:22.400]  而在這個發生的過程裏面
[00:00:22.400 --> 00:00:23.500]  其中有一刻
[00:00:23.500 --> 00:00:25.900]  那一刻裏面是禮儀的高峰
[00:00:25.900 --> 00:00:27.900]  而那高峰裏面是一個人
[00:00:27.900 --> 00:00:31.000]  是定著那些行動進入一個永恆的境界
[00:00:31.000 --> 00:00:32.300]  而在那個永恆的境界之後
[00:00:32.300 --> 00:00:35.800]  他出來後就覺得是一個根深的經歷
[00:00:35.800 --> 00:00:37.500]  再一次肯定他信仰
[00:00:37.500 --> 00:00:40.400]  再一次肯定他和這個宇宙間的神明
[00:00:40.400 --> 00:00:42.800]  有相交的經歷
[00:00:42.800 --> 00:00:48.700]  故事我們看任何的Ritual或者禮儀的時候
[00:00:48.700 --> 00:00:52.300]  我們可以分它三方面來看
[00:00:52.300 --> 00:00:54.100]  或者三個步驟來看
[00:00:57.700 --> 00:01:02.100]  第一個步驟就是當一個人未進入禮儀的時候
[00:01:02.100 --> 00:01:03.500]  即是外圍的層面
[00:01:03.500 --> 00:01:04.900]  而在這個外圍層面裏面
[00:01:04.900 --> 00:01:08.100]  很多時候是一些普通的生活
[00:01:08.100 --> 00:01:08.800]  換一句話
[00:01:08.800 --> 00:01:10.200]  如果我們用一個熟悉的例子
[00:01:10.200 --> 00:01:12.600]  就是說你未曾入教堂
[00:01:12.600 --> 00:01:14.100]  或者入了教堂坐在那裏和人聊天
[00:01:14.100 --> 00:01:16.000]  主席說未開始崇拜的時刻
[00:01:16.000 --> 00:01:18.000]  即是一些很平常的
[00:01:18.000 --> 00:01:21.500]  平常的時間、空間、活動
[00:01:21.500 --> 00:01:23.000]  沒有什麼特別的東西
[00:01:23.000 --> 00:01:24.800]  甚至一個人拜神、還神之心
[00:01:24.800 --> 00:01:27.300]  未曾上香的時候那段期間
[00:01:27.300 --> 00:01:28.900]  什麼事情都是很普通的
[00:01:28.900 --> 00:01:31.200]  接著進入禮儀的時候就很不同了
[00:01:31.200 --> 00:01:32.700]  進入禮儀的時候
[00:01:32.700 --> 00:01:38.700]  那個人已經覺得他不是在平常的時間、空間、座位和心境那裏
[00:01:38.700 --> 00:01:40.200]  當他還神的時候、上香的時候
[00:01:40.200 --> 00:01:43.500]  他已經覺得他和這個
[00:01:43.500 --> 00:01:45.500]  或者是另外一個世界
[00:01:45.500 --> 00:01:47.200]  是進入另一個世界
[00:01:47.200 --> 00:01:49.300]  而另一個世界和這個現實世界
[00:01:49.300 --> 00:01:51.300]  是有相接的地方來的
[00:01:51.300 --> 00:01:53.400]  起碼他上香的時候他覺得
[00:01:53.400 --> 00:01:54.600]  起碼他覺得
[00:01:54.600 --> 00:01:57.600]  有些東西在他那裏接受他的那份情意
[00:01:57.600 --> 00:01:59.300]  他求籤的時候
[00:01:59.300 --> 00:02:02.600]  當他誠心地去求那個不知道什麼都好
[00:02:02.600 --> 00:02:03.900]  那裏那個東西
[00:02:03.900 --> 00:02:06.300]  他會覺得已經是有些力量駕馭在那裏
[00:02:06.300 --> 00:02:08.200]  以致他那支籤出來的時候
[00:02:08.200 --> 00:02:10.900]  他會相信是出著神明的給他的
[00:02:10.900 --> 00:02:11.900]  那一刻
[00:02:11.900 --> 00:02:14.100]  或者他預備上課的時候
[00:02:14.100 --> 00:02:16.900]  或者是上身的時候
[00:02:16.900 --> 00:02:18.500]  一進入那一刻的時候
[00:02:18.500 --> 00:02:20.200]  他會覺得不同的
[00:02:20.200 --> 00:02:22.000]  他已經不再是他了
[00:02:22.000 --> 00:02:25.000]  有其他勢力在他生命裏面影響著他了
[00:02:25.000 --> 00:02:26.500]  雖然外界的環境是一樣
[00:02:26.500 --> 00:02:28.300]  甚至可能沒有變
[00:02:28.300 --> 00:02:30.800]  但裏面那個心境是進入一個永恆的
[00:02:30.800 --> 00:02:33.600]  而這個永恆就是和那個的
[00:02:33.600 --> 00:02:36.400]  或者我用一個字就是宇宙世界
[00:02:36.400 --> 00:02:38.500]  或者是這個非現實世界
[00:02:38.500 --> 00:02:41.500]  是有相交的經歷在那裏的
[00:02:41.500 --> 00:02:43.000]  任何的禮儀都有這個作用
[00:02:43.000 --> 00:02:46.100]  或者宗教禮儀都有這個作用的
[00:02:46.100 --> 00:02:48.400]  如果我們一個很簡單的基督教的例子就是
[00:02:48.400 --> 00:02:50.700]  當我們崇拜到某一些高峰的時候
[00:02:50.700 --> 00:02:52.000]  或者聖餐的那一刻
[00:02:52.000 --> 00:02:55.000]  那一刻你都不覺得你周圍是
[00:02:55.000 --> 00:02:56.300]  已經是很特別的心境了
[00:02:56.300 --> 00:02:57.900]  不是覺得是平時那樣
[00:02:57.900 --> 00:03:00.000]  而是有些特別的事情在進行中
[00:03:00.000 --> 00:03:00.900]  而你那一刻
[00:03:00.900 --> 00:03:03.700]  可能那個心已經不是在周圍旁邊那個怎樣
[00:03:03.700 --> 00:03:04.500]  或者是一間甚麼的
[00:03:04.500 --> 00:03:06.700]  而你是被
[00:03:06.700 --> 00:03:08.200]  進入到一個永恆的境況
[00:03:08.200 --> 00:03:10.600]  與此同在或者是甚麼的經歷都好
[00:03:10.600 --> 00:03:11.600]  在那一刻裏面
[00:03:11.600 --> 00:03:12.900]  是很不同的
[00:03:12.900 --> 00:03:15.500]  而周圍環境可能沒有變的
[00:03:15.500 --> 00:03:17.800]  起碼那個餅和那個杯都是餅和杯來的
[00:03:17.800 --> 00:03:19.800]  但是你的心境裏面是變的
[00:03:19.800 --> 00:03:21.400]  一個永恆的那一刻
[00:03:21.400 --> 00:03:23.900]  而往往就是藉著這個永恆的一刻
[00:03:23.900 --> 00:03:26.400]  帶來那個人就出來
[00:03:26.400 --> 00:03:27.100]  完了
[00:03:27.100 --> 00:03:27.900]  求完籤
[00:03:27.900 --> 00:03:28.900]  還完神
[00:03:28.900 --> 00:03:29.700]  燒完香
[00:03:29.700 --> 00:03:30.900]  問完米
[00:03:30.900 --> 00:03:33.300]  或者是拜完祖先
[00:03:33.300 --> 00:03:33.900]  很多這些
[00:03:33.900 --> 00:03:35.400]  燒完衣紙等等
[00:03:35.400 --> 00:03:36.700]  打完齋
[00:03:36.700 --> 00:03:38.300]  或者是
[00:03:38.300 --> 00:03:39.000]  不要用這個來講
[00:03:39.000 --> 00:03:40.700]  差點說失崇拜元
[00:03:40.700 --> 00:03:42.300]  不過兩者不能夠平衡比較的
[00:03:42.300 --> 00:03:44.600]  但是都有一點點相似的意味
[00:03:44.600 --> 00:03:46.400]  當他出來的時候
[00:03:46.400 --> 00:03:48.700]  在他心境裏面最影響他那裏
[00:03:48.700 --> 00:03:50.400]  就是剛才那一刻裏面
[00:03:50.400 --> 00:03:53.500]  在他心靈裏面發生的事情
[00:03:53.500 --> 00:03:55.600]  因為那一刻他進入一個特別的
[00:03:55.600 --> 00:03:57.000]  心境的狀況
[00:03:57.000 --> 00:03:58.300]  或者他拿著籤的時候
[00:03:58.300 --> 00:04:00.000]  他覺得這支籤是很重要的
[00:04:00.000 --> 00:04:01.100]  剛才求回來的
[00:04:01.100 --> 00:04:02.100]  那我去解籤的時候
[00:04:02.100 --> 00:04:02.900]  他的心情不同了
[00:04:02.900 --> 00:04:04.800]  因為剛才那一刻我燒完香之後
[00:04:04.800 --> 00:04:05.900]  我去黃大仙求完之後
[00:04:05.900 --> 00:04:07.400]  拿到回來的
[00:04:07.400 --> 00:04:09.000]  或者我超渡完之後
[00:04:09.000 --> 00:04:10.200]  我在那裏我覺得
[00:04:10.200 --> 00:04:12.800]  已經是有些陰間的東西
[00:04:12.800 --> 00:04:14.500]  那些牛頭馬面拿了我的衣紙
[00:04:14.500 --> 00:04:17.100]  那我那個先人就會很平安的去到
[00:04:17.100 --> 00:04:18.000]  心情不同了
[00:04:18.000 --> 00:04:19.900]  帶著在這裏所經歷
[00:04:19.900 --> 00:04:21.600]  給他的心境出來
[00:04:21.600 --> 00:04:22.800]  而這個出來的時候
[00:04:22.800 --> 00:04:25.900]  往往是一個更新的過程
[00:04:25.900 --> 00:04:26.800]  更新過程就是說
[00:04:26.800 --> 00:04:31.400]  他和這個非現實世界
[00:04:31.400 --> 00:04:32.700]  有過一個經歷
[00:04:32.700 --> 00:04:34.300]  而這個經歷再次肯定他
[00:04:34.300 --> 00:04:37.600]  和這個非現實世界之間是有關係的
[00:04:37.600 --> 00:04:39.600]  起碼我知道這些籤會帶領我前面
[00:04:39.600 --> 00:04:40.600]  怎麼走的了
[00:04:40.600 --> 00:04:43.000]  起碼我知道我打完齋之後
[00:04:43.000 --> 00:04:43.800]  做了一些事情
[00:04:43.800 --> 00:04:45.600]  而下面那些人就會好過一點
[00:04:45.600 --> 00:04:47.600]  起碼我燒了這些衣紙
[00:04:47.600 --> 00:04:50.500]  那些遊魂野鬼不會再搞我了
[00:04:50.500 --> 00:04:54.000]  帶著在這裏所經歷的信念出來
[00:04:54.000 --> 00:04:57.300]  那就是一個更新的過程
[00:04:57.300 --> 00:04:59.000]  得到某一些的安慰
[00:04:59.000 --> 00:05:00.700]  得到某一些他認為的平安
[00:05:00.700 --> 00:05:02.300]  得到某一些那一刻心靈裏面
[00:05:02.300 --> 00:05:04.300]  轉化帶來給他的肯定
[00:05:04.300 --> 00:05:05.200]  或者答案
[00:05:05.200 --> 00:05:07.000]  或者是前面的指引
[00:05:07.000 --> 00:05:08.000]  這個是更新的
[00:05:08.000 --> 00:05:10.100]  就像在這個禮儀過程裏面
[00:05:10.100 --> 00:05:12.000]  任何的民間宗教的現象
[00:05:12.000 --> 00:05:13.200]  或者活動裏面
[00:05:13.200 --> 00:05:15.200]  禮儀有這樣的行動
[00:05:15.200 --> 00:05:16.400]  做了一些手勢
[00:05:16.400 --> 00:05:18.000]  那些是絕對重要的
