
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣導會不覺堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:30.000]  甚願好像使徒行傳二十章三十二節下所講
[00:00:30.000 --> 00:00:35.000]  這道能建立你們叫你們和一切誠誠的人同得基業
[00:00:55.000 --> 00:00:58.000]  獻祭的食物可不可以吃
[00:00:58.000 --> 00:01:01.000]  上星期不是上星期是兩星期前
[00:01:01.000 --> 00:01:04.000]  不叛島人似乎是一個很好的原則
[00:01:04.000 --> 00:01:07.000]  原則是你們要小心
[00:01:07.000 --> 00:01:13.000]  不要讓你們的權利成為軟弱的人的絆腳石
[00:01:13.000 --> 00:01:16.000]  免得使自己的弟兄叛島
[00:01:16.000 --> 00:01:18.000]  一個很清楚的原則
[00:01:18.000 --> 00:01:19.000]  你可以吃的
[00:01:19.000 --> 00:01:23.000]  不過如果你吃令弟兄跌倒那就不好
[00:01:23.000 --> 00:01:28.000]  這就是上一次我們看到保祿的教導
[00:01:28.000 --> 00:01:30.000]  清楚的原則
[00:01:30.000 --> 00:01:32.000]  不過有時落到現實
[00:01:32.000 --> 00:01:34.000]  特別是一些複雜的環境
[00:01:34.000 --> 00:01:37.000]  有不同的考慮
[00:01:37.000 --> 00:01:39.000]  可能對大家來說
[00:01:39.000 --> 00:01:43.000]  拜偶像的食物不是問題
[00:01:43.000 --> 00:01:45.000]  我不會叫你舉手的
[00:01:45.000 --> 00:01:47.000]  家裡有沒有人拜神
[00:01:47.000 --> 00:01:48.000]  有呀
[00:01:48.000 --> 00:01:51.000]  有沒有那些食物
[00:01:51.000 --> 00:01:53.000]  都有呀
[00:01:53.000 --> 00:01:54.000]  你吃不吃
[00:01:54.000 --> 00:01:55.000]  不吃
[00:01:55.000 --> 00:01:58.000]  不是因為宗教緣故
[00:01:58.000 --> 00:02:00.000]  是因為不好吃
[00:02:00.000 --> 00:02:07.000]  橙拿去拜神
[00:02:07.000 --> 00:02:09.000]  過年過節了
[00:02:09.000 --> 00:02:14.000]  你會不會買一些黑毛豬去拜神
[00:02:14.000 --> 00:02:16.000]  你不會吧
[00:02:16.000 --> 00:02:22.000]  老闆拜神去斬頭尾尾給你
[00:02:22.000 --> 00:02:25.000]  所以我們不介意這個問題
[00:02:25.000 --> 00:02:28.000]  因為我們從來都不覺得那些東西好吃
[00:02:28.000 --> 00:02:30.000]  我就選擇不吃
[00:02:30.000 --> 00:02:33.000]  但當時教會就不是
[00:02:33.000 --> 00:02:34.000]  我們要明白一點
[00:02:34.000 --> 00:02:37.000]  當時的教會是很複雜的
[00:02:37.000 --> 00:02:39.000]  那麼多教會是很複雜的
[00:02:39.000 --> 00:02:41.000]  食肉或者是這些製物
[00:02:41.000 --> 00:02:45.000]  不是隨便可以買得到的
[00:02:45.000 --> 00:02:49.000]  食肉的來源可能很窄
[00:02:49.000 --> 00:02:50.000]  是走不掉
[00:02:50.000 --> 00:02:52.000]  是和這些祭祀有關的
[00:02:52.000 --> 00:02:54.000]  在社會裡面
[00:02:54.000 --> 00:02:56.000]  有很多不同的人
[00:02:56.000 --> 00:02:58.000]  怎樣吃到肉
[00:02:58.000 --> 00:03:00.000]  有些是寺廟派的
[00:03:00.000 --> 00:03:01.000]  你知道那麼多教會
[00:03:01.000 --> 00:03:03.000]  有很多不同的宗教信仰
[00:03:03.000 --> 00:03:07.000]  很多時候他們獻祭完之後
[00:03:07.000 --> 00:03:09.000]  那些肉就吃了
[00:03:09.000 --> 00:03:11.000]  或者拿出來賣
[00:03:11.000 --> 00:03:15.000]  你朋友請吃飯
[00:03:15.000 --> 00:03:16.000]  你不知道的
[00:03:16.000 --> 00:03:18.000]  你不會問他
[00:03:18.000 --> 00:03:19.000]  這個哪裡來的
[00:03:19.000 --> 00:03:20.000]  不要了
[00:03:20.000 --> 00:03:21.000]  真的不覺得
[00:03:21.000 --> 00:03:22.000]  自己買最穩當
[00:03:22.000 --> 00:03:24.000]  你去到街市
[00:03:24.000 --> 00:03:28.000]  我要弄一斤好看的叉燒
[00:03:28.000 --> 00:03:30.000]  猶太人不能吃
[00:03:30.000 --> 00:03:33.000]  信基督可以吃
[00:03:33.000 --> 00:03:35.000]  你問他
[00:03:35.000 --> 00:03:36.000]  這些哪裡來的
[00:03:36.000 --> 00:03:39.000]  有沒有一個食物來源標籤
[00:03:39.000 --> 00:03:41.000]  先看看
[00:03:41.000 --> 00:03:42.000]  沒問題
[00:03:42.000 --> 00:03:43.000]  吃
[00:03:43.000 --> 00:03:46.000]  很多的社交活動
[00:03:46.000 --> 00:03:48.000]  一起吃飯
[00:03:48.000 --> 00:03:49.000]  你又說
[00:03:49.000 --> 00:03:51.000]  大家不要敬酒
[00:03:51.000 --> 00:03:53.000]  這些肉哪裡來的
[00:03:53.000 --> 00:03:57.000]  這樣行不行呢
[00:03:57.000 --> 00:04:02.000]  所以我們那句的原則
[00:04:02.000 --> 00:04:03.000]  是對的
[00:04:03.000 --> 00:04:05.000]  不要讓弟兄跌倒
[00:04:05.000 --> 00:04:06.000]  不過
[00:04:06.000 --> 00:04:07.000]  想清楚
[00:04:07.000 --> 00:04:08.000]  是一個不同處境
[00:04:08.000 --> 00:04:10.000]  會不會有不同
[00:04:10.000 --> 00:04:13.000]  第十章就要開始
[00:04:13.000 --> 00:04:16.000]  再詳細去看這個問題
[00:04:16.000 --> 00:04:18.000]  今天我們讀過
[00:04:18.000 --> 00:04:22.000]  剛才三位輪流讀了今天的經文
[00:04:22.000 --> 00:04:25.000]  都是講關於祭品的問題
[00:04:25.000 --> 00:04:28.000]  十四到二十二節
[00:04:28.000 --> 00:04:29.000]  就是第一段
[00:04:29.000 --> 00:04:31.000]  不過這個簡單一點
[00:04:31.000 --> 00:04:34.000]  這個就是講一些信徒
[00:04:34.000 --> 00:04:35.000]  初信
[00:04:35.000 --> 00:04:39.000]  可能他讀以前是其他宗教的信徒
[00:04:39.000 --> 00:04:40.000]  你知道哥倫多教會
[00:04:40.000 --> 00:04:43.000]  是很多不同宗教的
[00:04:43.000 --> 00:04:47.000]  羅馬文化裡面
[00:04:47.000 --> 00:04:49.000]  是容許很多不同的宗教
[00:04:49.000 --> 00:04:52.000]  所以很多新信耶穌的信徒
[00:04:52.000 --> 00:04:55.000]  可能還有很多尾巴
[00:04:55.000 --> 00:05:00.000]  還認識很多拜異教邪神的朋友
[00:05:00.000 --> 00:05:03.000]  他們可能都會繼續回來
[00:05:03.000 --> 00:05:05.000]  今天你會不會
[00:05:05.000 --> 00:05:06.000]  信耶穌之後
[00:05:06.000 --> 00:05:08.000]  經過這個黃大仙廟
[00:05:08.000 --> 00:05:10.000]  進去拜兩劑
[00:05:10.000 --> 00:05:11.000]  我們很少
[00:05:11.000 --> 00:05:12.000]  但坦白說
[00:05:12.000 --> 00:05:15.000]  偷偷地你會不會
