
[00:00:00.000 --> 00:00:02.000]  我們先一同祈禱
[00:00:02.000 --> 00:00:05.000]  撒拉天父,我們感謝撒拉天父的恩典
[00:00:05.000 --> 00:00:08.000]  每一年我們紀念主的降生
[00:00:08.000 --> 00:00:13.000]  都使我們心裡充滿盼望、喜樂和平安
[00:00:13.000 --> 00:00:16.000]  我們求聖靈在我們中間幫助我們
[00:00:16.000 --> 00:00:20.000]  明白主耶穌降生對我們的意義
[00:00:20.000 --> 00:00:22.000]  奉主耶穌基督的名祈禱
[00:00:22.000 --> 00:00:23.000]  阿們
[00:00:23.000 --> 00:00:29.000]  上星期我們已經開始看《路加福音》
[00:00:29.000 --> 00:00:33.000]  我提到《路加福音》有幾個特色
[00:00:33.000 --> 00:00:36.000]  其中一個是《安次序》
[00:00:36.000 --> 00:00:40.000]  記載有關基督教信仰的事
[00:00:40.000 --> 00:00:46.000]  路加喜歡叫我們的信仰做「道」
[00:00:46.000 --> 00:00:49.000]  希臘文的「道」字
[00:00:49.000 --> 00:00:51.000]  其實和約翰福音裡面的
[00:00:51.000 --> 00:00:55.000]  「太初有道」的字是同一個字
[00:00:55.000 --> 00:00:58.000]  是指耶穌基督和祂的真理
[00:00:58.000 --> 00:01:03.000]  上星期我們看到天使加伯列
[00:01:03.000 --> 00:01:06.000]  向撒加利亞宣告
[00:01:06.000 --> 00:01:08.000]  他那位年紀大了
[00:01:08.000 --> 00:01:13.000]  而又不能夠生育的太太會懷孕
[00:01:13.000 --> 00:01:15.000]  六個月後在今天的經文
[00:01:15.000 --> 00:01:18.000]  我們又看到同一位天使
[00:01:18.000 --> 00:01:23.000]  向另一個人說一個誕生的預言
[00:01:23.000 --> 00:01:25.000]  這個誕生預言
[00:01:25.000 --> 00:01:29.000]  讓我們看到一個更神奇的神蹟
[00:01:29.000 --> 00:01:35.000]  就是未出嫁的女子會懷孕生子
[00:01:35.000 --> 00:01:37.000]  當然在我們今天的世代
[00:01:37.000 --> 00:01:41.000]  未出嫁而懷孕的女子到處都有
[00:01:41.000 --> 00:01:43.000]  中國、香港、澳洲都是一樣
[00:01:43.000 --> 00:01:47.000]  我們慢慢變得習以為常
[00:01:47.000 --> 00:01:50.000]  幾年前我有位朋友的女兒出嫁
[00:01:50.000 --> 00:01:52.000]  還請我喝酒
[00:01:52.000 --> 00:01:53.000]  但她不是很開心
[00:01:53.000 --> 00:01:57.000]  她告訴我她女兒已經懷孕了
[00:01:57.000 --> 00:01:59.000]  我告訴她
[00:01:59.000 --> 00:02:01.000]  現代的年輕人
[00:02:01.000 --> 00:02:04.000]  懷孕了還肯選擇結婚
[00:02:04.000 --> 00:02:06.000]  而不是同居了事
[00:02:06.000 --> 00:02:09.000]  你都要感恩
[00:02:09.000 --> 00:02:11.000]  不要耿耿於懷
[00:02:11.000 --> 00:02:13.000]  世界不同
[00:02:13.000 --> 00:02:16.000]  不過兩千年前的時候
[00:02:16.000 --> 00:02:18.000]  在猶太人的社會裡
[00:02:18.000 --> 00:02:23.000]  是不流行隨便跟男性發生關係的
[00:02:23.000 --> 00:02:25.000]  為什麼呢?
[00:02:25.000 --> 00:02:27.000]  因為如果有這種事情發生
[00:02:27.000 --> 00:02:30.000]  按照摩西的律法
[00:02:30.000 --> 00:02:35.000]  那一對男女都要被判處死刑
[00:02:35.000 --> 00:02:38.000]  所以瑪麗亞這位童女
[00:02:38.000 --> 00:02:41.000]  未婚而懷孕
[00:02:41.000 --> 00:02:44.000]  比起撒加利亞的太太伊麗莎白
[00:02:44.000 --> 00:02:47.000]  不育而懷孕
[00:02:47.000 --> 00:02:49.000]  是另外一個更神奇
[00:02:49.000 --> 00:02:52.000]  更大的神蹟
[00:02:52.000 --> 00:02:54.000]  此外,從今天的記載裡
[00:02:54.000 --> 00:02:56.000]  我們還可以留意到
[00:02:56.000 --> 00:03:02.000]  路加很喜歡提到天使和聖靈的事
[00:03:02.000 --> 00:03:05.000]  尤其是有關聖靈的工作
[00:03:05.000 --> 00:03:08.000]  我做了一個小小的統計
[00:03:08.000 --> 00:03:10.000]  看看四幅音書裡
[00:03:10.000 --> 00:03:14.000]  究竟提聖靈哪一卷書提得最多
[00:03:14.000 --> 00:03:17.000]  馬太提聖靈提了八次
[00:03:17.000 --> 00:03:20.000]  馬可提了六次
[00:03:20.000 --> 00:03:25.000]  約翰已經提了十三次
[00:03:25.000 --> 00:03:27.000]  但都未夠路加厲害
[00:03:27.000 --> 00:03:30.000]  路加提了十五次
[00:03:30.000 --> 00:03:35.000]  而在路加所寫的續集《詩道行傳》裡
