
[00:00:00.000 --> 00:00:02.000]  大家好 各位平安
[00:00:02.000 --> 00:00:04.000]  安啊 多謝你
[00:00:04.000 --> 00:00:10.000]  好 今天再次能夠一齊回YA這裏聚會
[00:00:10.000 --> 00:00:14.000]  接下來這個時間當然是一齊去思想上帝的話語
[00:00:14.000 --> 00:00:17.000]  如果大家有參加前幾個星期的聚會當中
[00:00:17.000 --> 00:00:20.000]  都知道我們其實是在說一個主題
[00:00:20.000 --> 00:00:23.000]  就是在說神級的神級禮物
[00:00:23.000 --> 00:00:26.000]  說的都是有關恩賜的事情
[00:00:26.000 --> 00:00:29.000]  我今天說的是最後一講
[00:00:29.000 --> 00:00:33.000]  最後一講 主題就是All For One
[00:00:33.000 --> 00:00:35.000]  因為在預備今天的經文當中
[00:00:35.000 --> 00:00:38.000]  其實我一直在想All For One
[00:00:38.000 --> 00:00:42.000]  很多時候中文翻譯就是人人為我
[00:00:42.000 --> 00:00:44.000]  不過我覺得人人為我不是很貼切我想到的東西
[00:00:44.000 --> 00:00:46.000]  所以我就沒有用到這個人人為我
[00:00:46.000 --> 00:00:48.000]  就用All For One
[00:00:48.000 --> 00:00:50.000]  至於為什麼要用這個配色
[00:00:50.000 --> 00:00:52.000]  因為All For One這句說話
[00:00:52.000 --> 00:00:55.000]  也令我想起一套漫畫的配色
[00:00:55.000 --> 00:00:57.000]  如果知道的不知道的我也不會說
[00:00:57.000 --> 00:00:59.000]  其實也沒有什麼所謂
[00:00:59.000 --> 00:01:02.000]  Anyway 今天將會思想的經文
[00:01:02.000 --> 00:01:05.000]  其實就是來自於這個哥倫多前書
[00:01:05.000 --> 00:01:07.000]  十二章一到三十一節
[00:01:07.000 --> 00:01:09.000]  其實有留意的話
[00:01:09.000 --> 00:01:11.000]  在前幾個星期的分享當中
[00:01:11.000 --> 00:01:15.000]  有很多都引用到這段經文當中不少的經文
[00:01:15.000 --> 00:01:17.000]  但是可能比較少真的去解釋裏面
[00:01:17.000 --> 00:01:19.000]  其實發生了什麼事
[00:01:19.000 --> 00:01:21.000]  所以今天我想和大家深入去思想
[00:01:21.000 --> 00:01:23.000]  這段經文當中的內容
[00:01:23.000 --> 00:01:25.000]  然後再探究一下
[00:01:25.000 --> 00:01:27.000]  到底恩賜是什麼
[00:01:27.000 --> 00:01:29.000]  或者恩賜的東西是怎樣
[00:01:29.000 --> 00:01:33.000]  在思想之前我想邀請大家一起做一個祈禱
[00:01:33.000 --> 00:01:34.000]  七海天父感謝你
[00:01:34.000 --> 00:01:36.000]  今天我們能夠一同的
[00:01:36.000 --> 00:01:39.000]  在今天聚會能夠一同的敬拜你
[00:01:39.000 --> 00:01:41.000]  一同的去將我們
[00:01:41.000 --> 00:01:44.000]  感恩我們所想所想的
[00:01:44.000 --> 00:01:47.000]  都一同的用這個敬拜去獻上給你
[00:01:47.000 --> 00:01:48.000]  願主能夠繼續帶領
[00:01:48.000 --> 00:01:51.000]  特別是這段時間我們要思想你的話語
[00:01:51.000 --> 00:01:53.000]  讓我們能夠從中更加明白
[00:01:53.000 --> 00:01:55.000]  你所為我們預備的
[00:01:55.000 --> 00:01:57.000]  讓我們更加知道怎樣去為你而活
[00:01:57.000 --> 00:01:58.000]  願主能夠帶領
[00:01:58.000 --> 00:02:00.000]  奉主耶穌的聖名祈求
[00:02:00.000 --> 00:02:01.000]  Amen
[00:02:01.000 --> 00:02:04.000]  今天我們的流程
[00:02:04.000 --> 00:02:06.000]  就會由頭到尾先看一次
[00:02:06.000 --> 00:02:09.000]  大概看一下究竟有什麼文字
[00:02:09.000 --> 00:02:11.000]  之後深入裏面的內容
[00:02:11.000 --> 00:02:13.000]  看一下它發生什麼事
[00:02:13.000 --> 00:02:15.000]  然後再思想恩賜的事情
[00:02:15.000 --> 00:02:18.000]  所以是有大概三個部分我們要做的
[00:02:18.000 --> 00:02:20.000]  我們首先這個時候
[00:02:20.000 --> 00:02:23.000]  第一部分就是由頭到尾看一次
[00:02:23.000 --> 00:02:25.000]  我想邀請大家首先來看一下
[00:02:25.000 --> 00:02:27.000]  就是在一至三節
[00:02:27.000 --> 00:02:29.000]  我想邀請大家一同來讀
[00:02:29.000 --> 00:02:31.000]  稍後我們也會讀到三十一節
[00:02:31.000 --> 00:02:32.000]  不過先讀這三節
[00:02:32.000 --> 00:02:33.000]  我們一二三起
[00:02:33.000 --> 00:02:34.000]  弟兄們
[00:02:34.000 --> 00:02:37.000]  輪到屬靈的恩賜
[00:02:37.000 --> 00:02:40.000]  我不願意你們不明白
[00:02:40.000 --> 00:02:43.000]  你們作愛幫人的時候
[00:02:43.000 --> 00:02:45.000]  隨時被牽引
[00:02:45.000 --> 00:02:46.000]  受迷惑
[00:02:46.000 --> 00:02:49.000]  去服侍那啞巴偶像
[00:02:49.000 --> 00:02:51.000]  這是你們知道的
[00:02:51.000 --> 00:02:53.000]  所以我告訴你們
[00:02:53.000 --> 00:02:55.000]  被神靈感動
[00:02:55.000 --> 00:02:59.000]  沒有說耶穌是可救助的
[00:02:59.000 --> 00:03:02.000]  若不是被神靈感動的
[00:03:02.000 --> 00:03:06.000]  也沒有能說耶穌是主的
[00:03:06.000 --> 00:03:08.000]  我們在這段經文當中
[00:03:08.000 --> 00:03:10.000]  其實一開始就見到
[00:03:10.000 --> 00:03:12.000]  他說輪到屬靈的恩賜
[00:03:12.000 --> 00:03:13.000]  我們就很容易著眼
[00:03:13.000 --> 00:03:15.000]  就是恩賜的這件事情
[00:03:15.000 --> 00:03:16.000]  所以我們之前那幾個禮拜
[00:03:16.000 --> 00:03:18.000]  都很多人用這段經文
[00:03:18.000 --> 00:03:19.000]  而的確
[00:03:19.000 --> 00:03:21.000]  如果我們接著去看
[00:03:21.000 --> 00:03:23.000]  接下來的四到十一節
[00:03:23.000 --> 00:03:25.000]  也是用恩賜做開頭
[00:03:25.000 --> 00:03:27.000]  然後說一些恩賜
[00:03:27.000 --> 00:03:28.000]  如果我們再繼續看
[00:03:28.000 --> 00:03:29.000]  繼續推讀四到十一節
[00:03:29.000 --> 00:03:30.000]  一二三
[00:03:30.000 --> 00:03:33.000]  恩賜原有分別
[00:03:33.000 --> 00:03:35.000]  聖靈卻是一位
[00:03:35.000 --> 00:03:37.000]  即使一有分別
[00:03:37.000 --> 00:03:39.000]  卻是一位
[00:03:39.000 --> 00:03:41.000]  公用也有分別
[00:03:41.000 --> 00:03:43.000]  神卻是一位
[00:03:43.000 --> 00:03:47.000]  在眾人裡面運行一切的事
[00:03:47.000 --> 00:03:50.000]  聖靈顯在各人身上
[00:03:50.000 --> 00:03:52.000]  是叫人得益處
[00:03:52.000 --> 00:03:56.000]  這人蒙聖靈賜他智慧的言語
[00:03:56.000 --> 00:04:01.000]  那人也蒙這位聖靈賜他知識的言語
