
[00:00:00.000 --> 00:00:03.080]  現在每天我走路上班
[00:00:03.080 --> 00:00:06.000]  前幾天星期二
[00:00:06.000 --> 00:00:09.080]  我家在土瓜灣
[00:00:09.080 --> 00:00:12.000]  我服侍教會在九龍城
[00:00:12.000 --> 00:00:14.000]  我走過太子道西
[00:00:14.000 --> 00:00:15.480]  一個燈位
[00:00:15.480 --> 00:00:20.000]  中間要有個停留的地方
[00:00:20.000 --> 00:00:22.000]  也是有個天橋遮住
[00:00:22.000 --> 00:00:26.000]  我走過的時候聽到一個福音廣播
[00:00:26.000 --> 00:00:27.200]  聲音很熟悉
[00:00:27.200 --> 00:00:30.200]  我看了一下,大家都知道
[00:00:30.200 --> 00:00:34.200]  香港有一位牧師很著重街頭報道
[00:00:34.200 --> 00:00:36.200]  就是柳振平牧師
[00:00:36.200 --> 00:00:40.200]  我就停下來打個招呼
[00:00:40.200 --> 00:00:43.200]  都想鼓勵他
[00:00:43.200 --> 00:00:45.200]  我都很佩服他
[00:00:45.200 --> 00:00:50.200]  85歲,他幾乎每天都是出隊
[00:00:50.200 --> 00:00:54.200]  這是他自己的照命
[00:00:54.200 --> 00:00:56.200]  他在街頭去報道
[00:00:56.200 --> 00:01:01.200]  柳牧師是一位很資深的牧者
[00:01:01.200 --> 00:01:04.200]  他受過正統的神學訓練
[00:01:04.200 --> 00:01:06.200]  很豐富的經驗
[00:01:06.200 --> 00:01:09.200]  傳福音當然沒有問題
[00:01:09.200 --> 00:01:14.200]  大家都覺得這些人神重用
[00:01:14.200 --> 00:01:17.200]  不過呢
[00:01:17.200 --> 00:01:19.200]  如果有一個人
[00:01:19.200 --> 00:01:21.200]  他就有很多問題
[00:01:21.200 --> 00:01:26.200]  這個人經常大叫大讓
[00:01:26.200 --> 00:01:30.200]  失控,又會自殘身體
[00:01:30.200 --> 00:01:33.200]  經常不穿衣服走來走去
[00:01:33.200 --> 00:01:36.200]  家人當然很討厭他,趕他走
[00:01:36.200 --> 00:01:39.200]  他流落在外,沒有人想接近他
[00:01:39.200 --> 00:01:42.200]  當他是瘋子
[00:01:42.200 --> 00:01:46.200]  後來他就醫好,他信了耶穌
[00:01:46.200 --> 00:01:50.200]  你覺得這個人可不可以傳福音呢?
[00:01:50.200 --> 00:01:53.200]  可不可以?
[00:01:53.200 --> 00:01:55.200]  都可以
[00:01:55.200 --> 00:02:00.200]  他完全沒有受過三福、四律
[00:02:00.200 --> 00:02:03.200]  福音橋、福音聖茶經
[00:02:03.200 --> 00:02:04.200]  完全沒有經歷過
[00:02:04.200 --> 00:02:06.200]  也沒有受過這些訓練
[00:02:06.200 --> 00:02:08.200]  其實都沒有回教會
[00:02:08.200 --> 00:02:10.200]  完全沒有回教會
[00:02:10.200 --> 00:02:12.200]  沒有上過主日學
[00:02:12.200 --> 00:02:15.200]  你覺得他可不可以傳福音呢?
[00:02:15.200 --> 00:02:20.200]  覺得可行的舉手
[00:02:20.200 --> 00:02:24.200]  覺得不是很可行的
[00:02:24.200 --> 00:02:27.200]  都是有不同的意見
[00:02:27.200 --> 00:02:29.200]  我們都彼此尊重
[00:02:29.200 --> 00:02:31.200]  看看耶穌怎麼說
[00:02:31.200 --> 00:02:33.200]  耶穌對這個人說
[00:02:33.200 --> 00:02:36.200]  你回家去到你的親屬那裡
[00:02:36.200 --> 00:02:39.200]  將主為你所做何等大的事
[00:02:39.200 --> 00:02:43.200]  怎樣憐憫你都告訴他們
[00:02:43.200 --> 00:02:45.200]  耶穌吩咐這個人
[00:02:45.200 --> 00:02:49.200]  你看看馬可福音第五章一至二十節
[00:02:49.200 --> 00:02:53.200]  這個在格拉森被鬼附的人就是這樣
[00:02:53.200 --> 00:02:54.200]  耶穌醫好
[00:02:54.200 --> 00:02:56.200]  你就去傳福音
[00:02:56.200 --> 00:03:00.200]  傳福音主要不是看傳道者的能力
[00:03:00.200 --> 00:03:02.200]  好像劉牧師能力高
[00:03:02.200 --> 00:03:03.200]  他都做
[00:03:03.200 --> 00:03:05.200]  但是這個人
[00:03:05.200 --> 00:03:07.200]  耶穌吩咐你都去做
[00:03:07.200 --> 00:03:11.200]  福音本是神的大能
[00:03:11.200 --> 00:03:14.200]  頂子妹
[00:03:14.200 --> 00:03:17.200]  我想我以前在窩福都說過
[00:03:17.200 --> 00:03:20.200]  我們傳福音上有些迷思
[00:03:20.200 --> 00:03:22.200]  或者你叫藉口
[00:03:22.200 --> 00:03:24.200]  通常這三個都比較多
[00:03:24.200 --> 00:03:26.200]  第一個就是
[00:03:26.200 --> 00:03:28.200]  我信得好一點
[00:03:28.200 --> 00:03:30.200]  我才傳福音
[00:03:30.200 --> 00:03:32.200]  我現在信得一般般
[00:03:32.200 --> 00:03:35.200]  記住那個在馬可福音
[00:03:35.200 --> 00:03:37.200]  格拉森被鬼附那個人
[00:03:37.200 --> 00:03:39.200]  什麼訓練都沒有
[00:03:39.200 --> 00:03:43.200]  一醫好就你去傳
[00:03:43.200 --> 00:03:45.200]  第二個迷思
[00:03:45.200 --> 00:03:48.200]  就是我信得很好的
[00:03:48.200 --> 00:03:49.200]  不過真的很忙
[00:03:49.200 --> 00:03:50.200]  工作很忙
[00:03:50.200 --> 00:03:51.200]  讀書很忙
[00:03:51.200 --> 00:03:52.200]  家庭很忙
[00:03:52.200 --> 00:03:53.200]  我侍奉都很忙
[00:03:53.200 --> 00:03:56.200]  在窩福堂很多侍奉
[00:03:56.200 --> 00:03:59.200]  全部都是好東西
[00:03:59.200 --> 00:04:01.200]  等我沒那麼忙我才傳
[00:04:01.200 --> 00:04:03.200]  第二個迷思
[00:04:03.200 --> 00:04:05.200]  第三個迷思就是
[00:04:05.200 --> 00:04:06.200]  我傳福音
[00:04:06.200 --> 00:04:08.200]  我最緊要的是什麼
[00:04:08.200 --> 00:04:10.200]  做好見證
[00:04:10.200 --> 00:04:11.200]  所以在公司
