
[00:00:00.000 --> 00:00:02.520]  我相信你來到這裏
[00:00:02.520 --> 00:00:04.320]  坐在這裏敬拜
[00:00:04.320 --> 00:00:06.000]  你都相信上帝
[00:00:06.000 --> 00:00:08.000]  就算你未缺子也好
[00:00:08.000 --> 00:00:10.000]  你都相信有上帝
[00:00:10.000 --> 00:00:12.000]  而信耶穌的人
[00:00:12.000 --> 00:00:14.000]  信不信上帝?
[00:00:14.000 --> 00:00:16.000]  你信耶穌當然信上帝
[00:00:16.000 --> 00:00:19.000]  不過就算你相信上帝也好
[00:00:19.000 --> 00:00:22.000]  其實大家心裏面都知道
[00:00:22.000 --> 00:00:25.000]  我們對上帝的信心
[00:00:25.000 --> 00:00:27.000]  其實有程度上的差異
[00:00:27.000 --> 00:00:29.000]  大家同不同意嗎?
[00:00:29.000 --> 00:00:31.000]  在聖經裏面有一個我們經常聽到的故事
[00:00:31.000 --> 00:00:33.000]  都很出名的
[00:00:33.000 --> 00:00:35.000]  說有一個爸爸有個小孩
[00:00:35.000 --> 00:00:37.000]  被鬼扶
[00:00:37.000 --> 00:00:39.000]  帶到耶穌的面前
[00:00:39.000 --> 00:00:43.000]  其實耶穌見這個小孩之前
[00:00:43.000 --> 00:00:45.000]  門徒已經說
[00:00:45.000 --> 00:00:47.000]  不用麻煩老夫子了
[00:00:47.000 --> 00:00:49.000]  讓我們來吧
[00:00:49.000 --> 00:00:51.000]  我們爲他趕鬼
[00:00:51.000 --> 00:00:52.000]  可以的
[00:00:52.000 --> 00:00:53.000]  可以嗎?
[00:00:53.000 --> 00:00:55.000]  不可以
[00:00:55.000 --> 00:00:57.000]  於是這個父親
[00:00:57.000 --> 00:00:59.000]  帶到耶穌的面前
[00:00:59.000 --> 00:01:00.000]  說耶穌
[00:01:00.000 --> 00:01:01.000]  這些門徒趕不了了
[00:01:01.000 --> 00:01:03.000]  你幫幫我吧
[00:01:03.000 --> 00:01:05.000]  你幫幫我吧
[00:01:05.000 --> 00:01:07.000]  耶穌怎麼和這個父親說呢?
[00:01:07.000 --> 00:01:08.000]  你若能信
[00:01:08.000 --> 00:01:10.000]  再信的人
[00:01:10.000 --> 00:01:11.000]  什麼?
[00:01:11.000 --> 00:01:13.000]  凡事都能
[00:01:13.000 --> 00:01:15.000]  我相信
[00:01:15.000 --> 00:01:17.000]  令我們有感覺的地方
[00:01:17.000 --> 00:01:18.000]  是什麼呢?
[00:01:18.000 --> 00:01:20.000]  不是耶穌的說話
[00:01:20.000 --> 00:01:22.000]  是這個爸爸的反應
[00:01:22.000 --> 00:01:27.000]  這個爸爸立即流着眼淚
[00:01:27.000 --> 00:01:28.000]  忍不了了
[00:01:28.000 --> 00:01:29.000]  跟耶穌說
[00:01:29.000 --> 00:01:30.000]  耶穌說
[00:01:30.000 --> 00:01:32.000]  我相信
[00:01:32.000 --> 00:01:34.000]  不過我信不足
[00:01:34.000 --> 00:01:36.000]  我不是不相信
[00:01:36.000 --> 00:01:38.000]  但我信心不足夠
[00:01:38.000 --> 00:01:40.000]  你幫幫我吧
[00:01:40.000 --> 00:01:43.000]  是不是很有共鳴呢?
[00:01:43.000 --> 00:01:45.000]  是不是很有共鳴呢?
[00:01:45.000 --> 00:01:47.000]  無論你信耶穌多久都好
[00:01:47.000 --> 00:01:49.000]  當你聽到這句話的時候
[00:01:49.000 --> 00:01:53.000]  有時候在我們面對人生一些困難挑戰的時間
[00:01:53.000 --> 00:01:54.000]  我們不是不相信上帝
[00:01:54.000 --> 00:01:55.000]  我相信的
[00:01:55.000 --> 00:01:56.000]  不過
[00:01:56.000 --> 00:01:58.000]  我信不足
[00:01:58.000 --> 00:02:00.000]  我信不足
[00:02:00.000 --> 00:02:03.000]  有時候真的覺得要向天父上帝求幫助
[00:02:03.000 --> 00:02:04.000]  And that's why
[00:02:04.000 --> 00:02:06.000]  我們有這四十天
[00:02:06.000 --> 00:02:07.000]  因爲原來
[00:02:07.000 --> 00:02:08.000]  我剛纔說過
[00:02:08.000 --> 00:02:10.000]  如果你沒有四十天
[00:02:10.000 --> 00:02:13.000]  你沒有這個信心的時候
[00:02:13.000 --> 00:02:14.000]  就是
[00:02:14.000 --> 00:02:17.000]  你會讓很多事情癱瘓了你
[00:02:17.000 --> 00:02:19.000]  當你只看到這個問題
[00:02:19.000 --> 00:02:20.000]  好像大到一個地步
[00:02:20.000 --> 00:02:23.000]  我信心不足以去面對
[00:02:23.000 --> 00:02:24.000]  不足以去勝過
[00:02:24.000 --> 00:02:26.000]  反而讓這些問題
[00:02:26.000 --> 00:02:27.000]  這些難處
[00:02:27.000 --> 00:02:29.000]  變成一些恐懼
[00:02:29.000 --> 00:02:30.000]  如果不行的時候
[00:02:30.000 --> 00:02:31.000]  怎麼辦呢?
[00:02:31.000 --> 00:02:33.000]  搞不定的
[00:02:33.000 --> 00:02:35.000]  當讓恐懼
[00:02:35.000 --> 00:02:38.000]  超過了我們對上帝的信心的時候
[00:02:38.000 --> 00:02:40.000]  我們的生活會癱瘓
[00:02:40.000 --> 00:02:42.000]  什麼都做不到
[00:02:42.000 --> 00:02:43.000]  在聖經裏面
[00:02:43.000 --> 00:02:45.000]  其實一早有這樣的記載
[00:02:45.000 --> 00:02:47.000]  大家記得
[00:02:47.000 --> 00:02:48.000]  在聖經裏面
[00:02:48.000 --> 00:02:50.000]  特別是出埃及記的時候
[00:02:50.000 --> 00:02:51.000]  爲什麼會出埃及呢?
[00:02:51.000 --> 00:02:52.000]  以色列人
[00:02:52.000 --> 00:02:54.000]  因爲上帝用了十個災王
[00:02:54.000 --> 00:02:58.000]  臨到埃及和法老王的全家
[00:02:58.000 --> 00:02:59.000]  所以
[00:02:59.000 --> 00:03:00.000]  哎呀,真的沒辦法
[00:03:00.000 --> 00:03:02.000]  以色列人的上帝是真實的
[00:03:02.000 --> 00:03:04.000]  於是就讓他們走
[00:03:04.000 --> 00:03:06.000]  讓他們走
[00:03:06.000 --> 00:03:09.000]  這幫以色列人
[00:03:09.000 --> 00:03:10.000]  一百萬人
[00:03:10.000 --> 00:03:12.000]  南丁六十萬人
[00:03:12.000 --> 00:03:15.000]  離開埃及去荷列山
[00:03:15.000 --> 00:03:19.000]  走了三天的路程
[00:03:19.000 --> 00:03:21.000]  在那裏領壽十屆
[00:03:21.000 --> 00:03:25.000]  在那裏大概生活了兩年的時間
[00:03:25.000 --> 00:03:27.000]  然後再由荷列山
[00:03:27.000 --> 00:03:29.000]  即是細奶山
[00:03:29.000 --> 00:03:32.000]  再起程去迦南地
[00:03:32.000 --> 00:03:34.000]  走了多長時間?
[00:03:34.000 --> 00:03:35.000]  大家知不知道?
[00:03:35.000 --> 00:03:37.000]  十一天
[00:03:37.000 --> 00:03:39.000]  就去到迦南了
[00:03:39.000 --> 00:03:40.000]  所以呢
[00:03:40.000 --> 00:03:43.000]  如果他們離開埃及開始
[00:03:43.000 --> 00:03:45.000]  一直不停地走
[00:03:45.000 --> 00:03:47.000]  由埃及離開埃及
[00:03:47.000 --> 00:03:48.000]  去迦南
[00:03:48.000 --> 00:03:50.000]  不停留在細奶山
[00:03:50.000 --> 00:03:54.000]  多長時間可以去到迦南地?
[00:03:54.000 --> 00:03:56.000]  兩個星期
[00:03:56.000 --> 00:03:58.000]  十一加三
[00:03:58.000 --> 00:04:01.000]  兩個星期就去到了
[00:04:01.000 --> 00:04:02.000]  但是爲什麼這幫以色列人
[00:04:02.000 --> 00:04:06.000]  後來要在曠野流離浪蕩了四十年?
[00:04:06.000 --> 00:04:10.000]  爲什麼?
[00:04:10.000 --> 00:04:12.000]  問題只有一個
[00:04:12.000 --> 00:04:18.000]  讓恐懼戰勝了他們對上帝的信心
[00:04:18.000 --> 00:04:21.000]  這就是爲什麼他們流浪在曠野
[00:04:21.000 --> 00:04:24.000]  有四十年這麼長的時間
[00:04:24.000 --> 00:04:25.000]  所以弟兄姐妹
[00:04:25.000 --> 00:04:27.000]  如果你還沒有參加這個感述感行的話
[00:04:27.000 --> 00:04:28.000]  我告訴你
[00:04:28.000 --> 00:04:31.000]  我們這個運動是一個靈命更生的運動
[00:04:31.000 --> 00:04:35.000]  就是要幫助大家去操練我們的信心
[00:04:35.000 --> 00:04:37.000]  不單單是認識信心
[00:04:37.000 --> 00:04:38.000]  如何能夠建立信心
[00:04:38.000 --> 00:04:40.000]  而且要操練信心
[00:04:40.000 --> 00:04:45.000]  實踐上帝話語給我們各個的應許
[00:04:45.000 --> 00:04:47.000]  讓我們能夠在這四十年裏
[00:04:47.000 --> 00:04:52.000]  我們的靈命能夠升級
[00:04:52.000 --> 00:04:55.000]  讓我們能夠經歷上帝那種實在
[00:04:55.000 --> 00:05:00.000]  讓我們能夠有個個人的復興
[00:05:00.000 --> 00:05:03.000]  然後帶來全教會的復興
[00:05:03.000 --> 00:05:06.000]  唯有當你沒有活在信心當中的時候
[00:05:06.000 --> 00:05:08.000]  弟兄姐妹
[00:05:08.000 --> 00:05:10.000]  你纔會活得精彩
[00:05:10.000 --> 00:05:14.000]  因爲信心是神蹟之藥
[00:05:14.000 --> 00:05:16.000]  你時時看到神蹟
