
[00:00:00.000 --> 00:00:04.000]  大家早晨,我們再一次同心去禱告
[00:00:04.000 --> 00:00:08.000]  天父我們求祢的聖靈去幫助我們
[00:00:08.000 --> 00:00:10.000]  去明白祢的說話
[00:00:10.000 --> 00:00:14.000]  有願意祢的說話去更新改變我們的生命
[00:00:14.000 --> 00:00:16.000]  以致我們的生命在地上
[00:00:16.000 --> 00:00:18.000]  真是活出一個
[00:00:18.000 --> 00:00:21.000]  祢呼召我們活出的使命
[00:00:21.000 --> 00:00:23.000]  亦都在恩典裏面
[00:00:23.000 --> 00:00:25.000]  能夠經歷你自己
[00:00:25.000 --> 00:00:28.000]  我們同心仰望奉耶穌基督的聖名
[00:00:28.000 --> 00:00:30.000]  阿門
[00:00:30.000 --> 00:00:34.000]  哈佛大學以前做過一個研究
[00:00:34.000 --> 00:00:36.000]  這個研究就是
[00:00:36.000 --> 00:00:38.000]  想看看一個人
[00:00:38.000 --> 00:00:40.000]  他有沒有人生的使命
[00:00:40.000 --> 00:00:42.000]  人生的目標
[00:00:42.000 --> 00:00:44.000]  對於這個人的影響
[00:00:44.000 --> 00:00:45.000]  他找了一班人
[00:00:45.000 --> 00:00:48.000]  這班人都是他的背景
[00:00:48.000 --> 00:00:50.000]  學歷
[00:00:50.000 --> 00:00:51.000]  智力都差不多
[00:00:51.000 --> 00:00:53.000]  一班年青人
[00:00:53.000 --> 00:00:55.000]  他最初步的研究
[00:00:55.000 --> 00:01:00.000]  發現很多人是沒有人生的目標或使命
[00:01:00.000 --> 00:01:02.000]  他的研究看到
[00:01:02.000 --> 00:01:06.000]  有百分之二十七是沒有目標
[00:01:06.000 --> 00:01:09.000]  有百分之六十
[00:01:09.000 --> 00:01:11.000]  他有目標但很模糊
[00:01:11.000 --> 00:01:13.000]  不太清楚自己想怎樣
[00:01:13.000 --> 00:01:15.000]  有百分之十
[00:01:15.000 --> 00:01:17.000]  有很清楚的目標
[00:01:17.000 --> 00:01:19.000]  不過是短期
[00:01:19.000 --> 00:01:21.000]  有百分之三
[00:01:21.000 --> 00:01:26.000]  有清晰很長遠的人生的目標
[00:01:26.000 --> 00:01:28.000]  過了二十五年
[00:01:28.000 --> 00:01:30.000]  哈佛就追蹤這班人
[00:01:30.000 --> 00:01:34.000]  他的成長在社會裏面是怎樣的呢
[00:01:34.000 --> 00:01:36.000]  他的結果很有趣
[00:01:36.000 --> 00:01:38.000]  那百分之三
[00:01:38.000 --> 00:01:42.000]  有清晰長遠人生目標使命的人
[00:01:42.000 --> 00:01:47.000]  他們雖然發現中間可能目標調整過
[00:01:47.000 --> 00:01:51.000]  甚至有些目標都未能完全實現
[00:01:51.000 --> 00:01:58.000]  但他們基本上都成為了他們所奮鬥的頂尖人士
[00:01:58.000 --> 00:02:02.000]  有些是白手創業的商家
[00:02:02.000 --> 00:02:06.000]  有些是行業的精英領袖
[00:02:06.000 --> 00:02:10.000]  百分之十他有目標
[00:02:10.000 --> 00:02:12.000]  不過是很短期
[00:02:12.000 --> 00:02:16.000]  他們大多數生活在社會的中上層
[00:02:16.000 --> 00:02:20.000]  他們的短期目標多數都搞定
[00:02:20.000 --> 00:02:26.000]  達到他們生活的狀態穩步的上升
[00:02:26.000 --> 00:02:29.000]  他們成為各行各業的專業人士
[00:02:29.000 --> 00:02:35.000]  有些是醫生、律師、工程師、公司的主管等等
[00:02:35.000 --> 00:02:39.000]  最大部分,百分之六十
[00:02:39.000 --> 00:02:41.000]  不知道自己在做什麼
[00:02:41.000 --> 00:02:43.000]  或者很模糊的目標
[00:02:43.000 --> 00:02:47.000]  他們大多數生活在社會的中下層
[00:02:47.000 --> 00:02:52.000]  他們當中大多數有安定的生活和工作
[00:02:52.000 --> 00:02:55.000]  但沒有什麼特別的成就
[00:02:55.000 --> 00:03:00.000]  最後的百分之二十七是沒有目標的人
[00:03:00.000 --> 00:03:04.000]  哈佛研究員他們的生活沒什麼改變
[00:03:04.000 --> 00:03:07.000]  過了二十五年都是差不多
[00:03:07.000 --> 00:03:12.000]  他們幾乎全部都是生活在社會的最低層
[00:03:12.000 --> 00:03:14.000]  他們的生活不如意
[00:03:14.000 --> 00:03:16.000]  經常失業
[00:03:16.000 --> 00:03:20.000]  他們習慣了領救濟金
[00:03:20.000 --> 00:03:26.000]  他們經常抱怨社會、抱怨這個世界、抱怨別人
[00:03:26.000 --> 00:03:28.000]  很有趣
[00:03:28.000 --> 00:03:31.000]  哈佛這個研究都讓我們看到
[00:03:31.000 --> 00:03:34.000]  如果人生沒有目標、沒有使命
[00:03:34.000 --> 00:03:39.000]  我給個名字叫做一個流浪者
[00:03:39.000 --> 00:03:41.000]  不知道自己在哪裡
[00:03:41.000 --> 00:03:44.000]  你即使從日光之下的角度去看
[00:03:44.000 --> 00:03:45.000]  都是不好的
[00:03:45.000 --> 00:03:47.000]  如果人生沒有目標你都不知道在哪裡
[00:03:47.000 --> 00:03:50.000]  不是好事來的
[00:03:50.000 --> 00:03:52.000]  人生要有目標
[00:03:52.000 --> 00:03:56.000]  但如果我們的目標不正確
[00:03:56.000 --> 00:03:58.000]  可能更加不好
[00:03:58.000 --> 00:04:00.000]  在一場戰爭裡面
[00:04:00.000 --> 00:04:04.000]  有一隊很精英的突擊隊
[00:04:04.000 --> 00:04:06.000]  他被指派一個任務
[00:04:06.000 --> 00:04:10.000]  他要去一個集中營去營救自己的人質
[00:04:10.000 --> 00:04:12.000]  被俘虜的人質
[00:04:12.000 --> 00:04:15.000]  隊長就吩咐所有的隊員
[00:04:15.000 --> 00:04:17.000]  準備好裝備
[00:04:17.000 --> 00:04:19.000]  戴上面罩
[00:04:19.000 --> 00:04:20.000]  漏夜出發
[00:04:20.000 --> 00:04:24.000]  去一個集中營去營救自己的同胞
[00:04:24.000 --> 00:04:26.000]  他一路行漏夜
[00:04:26.000 --> 00:04:29.000]  去到離這個集中營幾十米的地方
[00:04:29.000 --> 00:04:32.000]  忽然間這個隊長做了個手勢
[00:04:32.000 --> 00:04:33.000]  停下
[00:04:33.000 --> 00:04:35.000]  接著撤退
[00:04:35.000 --> 00:04:37.000]  全軍撤退
[00:04:37.000 --> 00:04:39.000]  他整隊人都是紀律部隊
[00:04:39.000 --> 00:04:40.000]  他不是很明白
[00:04:40.000 --> 00:04:43.000]  但是指揮官說撤退
[00:04:43.000 --> 00:04:45.000]  他們全軍撤退
[00:04:45.000 --> 00:04:47.000]  回到基地
[00:04:47.000 --> 00:04:49.000]  回到基地脫下面罩
[00:04:49.000 --> 00:04:51.000]  這班隊員就問隊長
[00:04:51.000 --> 00:04:55.000]  為什麼成功在望要撤退呢?
[00:04:55.000 --> 00:04:57.000]  這個隊長就尷尬了
[00:04:57.000 --> 00:04:59.000]  不好意思
[00:04:59.000 --> 00:05:01.000]  我找錯了地方
[00:05:01.000 --> 00:05:03.000]  不是這個集中營
[00:05:03.000 --> 00:05:05.000]  我目標錯了
[00:05:05.000 --> 00:05:06.000]  所以弟兄姊妹
[00:05:06.000 --> 00:05:09.000]  沒有使命沒有目標很有問題
